"Nephrosperma_vanhoutteanum"	"Phoenicophorium_borsigianum"	"Northea_hornei"	"Paragenipa_wrightii"	"Erythroxylum_sechellarum"	"Pittosporum_senacia"	"Memecylon_eleagni"	"Colea_seychellarum"	"Lasioglossum_mahense"	"Apis_mellifera"	"Phelsuma_sp1_M_PL_099"	"Rhiparida_seychellensis"	"Cratopus_aurostriatus"	"Hemipyrellia_germana"	"Unidentified_sp2_M_PL_099"	"Neophyllomyza_approximatonervis"	"Unidentified_sp1_M_PL_099"	"Unidentified_sp4_M_PL_099"	"Melanostoma_annulipes"	"Nectarinia_dussumieri"	"Unidentified_sp3_M_PL_099"	"Mabuya_sechellensis"	"Pachycerina_seychellensis"	"Tricimba_seychellensis"	"Ceratina_tabescens"	"Forcipomyia_sp1_M_PL_099"	"Lygistorrhina_sp1_M_PL_099"
"Phelsuma_sp1_M_PL_099"	0.0252212971802847	0.000150244016570453	0.0252385390030154	0.0251572707594976	4.03013620071961e-05	5.84712225456408e-05	4.01670241338388e-05	0.0251038104420461	0.00133636352520407	0.00195927054837867	1.00258500124314	0.000281488668807917	0.000281488668807917	0.000281488668807917	0.000280236635336497	0.000421894350188343	0.000632283498927706	0.000281488668807917	1.25203347142044e-06	0.00104957408570436	1.25203347142044e-06	0.000420642316716923	1.25203347142044e-06	0.000281488668807917	1.94904075152136e-06	1.25203347142044e-06	1.3433787335732e-06
"Rhiparida_seychellensis"	0.050348755714005	0.0504680509993233	6.9107298820582e-05	2.82897204685623e-05	1.41695673530739e-05	3.38516297496459e-05	1.4122335461897e-05	3.37537449188652e-05	0.000984163565374104	0.00098396557392347	0.000562977337615834	1.00097999771071	0.000979997710705528	0.000979997710705528	0.0005594306190445	0.000421718879974704	1.88567869657803e-06	0.000979997710705528	0.000420567091661028	1.85903132539042e-06	0.000420567091661028	1.15178831367637e-06	0.000420567091661028	0.000979997710705528	1.12838765832153e-06	0.000420567091661028	4.72318911769129e-07
"Cratopus_aurostriatus"	0.0503487557140051	0.0504680509993234	6.9107298820582e-05	2.82897204685623e-05	1.41695673530739e-05	3.38516297496459e-05	1.41223354618969e-05	3.37537449188653e-05	0.000984163565374104	0.000983965573923469	0.000562977337615834	0.000979997710705528	1.00097999771071	0.000979997710705528	0.0005594306190445	0.000421718879974704	1.88567869657803e-06	0.000979997710705529	0.000420567091661028	1.85903132539042e-06	0.000420567091661028	1.15178831367637e-06	0.000420567091661028	0.000979997710705529	1.12838765832153e-06	0.000420567091661028	4.72318911769129e-07
"Hemipyrellia_germana"	0.0503487557140051	0.0504680509993234	6.9107298820582e-05	2.82897204685623e-05	1.41695673530739e-05	3.38516297496459e-05	1.41223354618969e-05	3.37537449188652e-05	0.000984163565374104	0.000983965573923469	0.000562977337615834	0.000979997710705528	0.000979997710705528	1.00097999771071	0.0005594306190445	0.000421718879974704	1.88567869657803e-06	0.000979997710705529	0.000420567091661028	1.85903132539042e-06	0.000420567091661028	1.15178831367637e-06	0.000420567091661028	0.000979997710705529	1.12838765832153e-06	0.000420567091661028	4.72318911769129e-07
"Unidentified_sp2_M_PL_099"	0.100457887794773	0.000319498177649377	6.6964285578757e-05	4.4269703625659e-05	1.61888622653795e-05	3.86578057420992e-05	1.61348993911616e-05	5.04994810755262e-05	0.00112371901934243	0.00112379087709383	0.00112094654134599	0.001118861238089	0.001118861238089	0.001118861238089	1.00111619875327	3.77855624005742e-06	2.45311630237887e-06	0.001118861238089	2.6624848137448e-06	2.22281401695409e-06	2.66248481374481e-06	1.11607142631262e-06	2.66248481374481e-06	0.001118861238089	1.28859352473664e-06	2.66248481374481e-06	5.39628742179318e-07
"Neophyllomyza_approximatonervis"	0.000170035030802584	0.0503795522225611	0.0502530194943515	8.12530245431414e-05	1.82400245897181e-05	4.34665540008239e-05	1.81792245077524e-05	4.63554347444401e-05	0.00126426637767255	0.00126303586175115	0.000843788700376687	0.000421718879974704	0.000421718879974704	0.000421718879974704	1.88927812002871e-06	1.00125737992676	3.54828765862343e-06	0.000421718879974704	0.000419829601854675	0.000839581650519437	0.000419829601854676	0.000837550324905858	0.000419829601854676	0.000421718879974704	1.4488851333608e-06	0.000419829601854676	6.08000819657271e-07
"Unidentified_sp1_M_PL_099"	7.35934890713662e-05	5.27296436310878e-05	0.000115566684529393	0.0335696422540733	0.033618569677981	5.22956409173248e-05	0.0335065077790544	2.11958408431758e-05	0.00364011185314104	5.98621061261152e-06	0.000843044665236941	1.25711913105202e-06	1.25711913105202e-06	1.25711913105202e-06	8.17705434126291e-07	2.36552510574895e-06	1.00363518543457	1.25711913105202e-06	4.39413696925731e-07	0.000841167167760656	4.39413696925732e-07	1.92611140882322e-06	4.39413696925732e-07	1.25711913105202e-06	1.74318803057749e-06	4.39413696925732e-07	0.00112061898926603
"Unidentified_sp4_M_PL_099"	0.050348755714005	0.0504680509993234	6.91072988205819e-05	2.82897204685623e-05	1.41695673530739e-05	3.38516297496459e-05	1.41223354618969e-05	3.37537449188653e-05	0.000984163565374104	0.00098396557392347	0.000562977337615834	0.000979997710705528	0.000979997710705528	0.000979997710705529	0.0005594306190445	0.000421718879974704	1.88567869657803e-06	1.00097999771071	0.000420567091661028	1.85903132539042e-06	0.000420567091661028	1.15178831367637e-06	0.000420567091661028	0.000979997710705529	1.12838765832153e-06	0.000420567091661028	4.72318911769129e-07
"Melanostoma_annulipes"	0.000239623633237032	0.100616603820997	7.12503120624069e-05	1.23097373114657e-05	1.21502724407682e-05	2.90454537571926e-05	1.21097715326323e-05	1.70080087622043e-05	0.00084460811140578	0.000844140270753113	5.00813388568178e-06	0.000841134183322055	0.000841134183322055	0.000841134183322056	2.66248481374481e-06	0.000839659203709351	1.31824109077719e-06	0.000841134183322056	1.00083847169851	1.49524863382676e-06	0.000838471698508311	1.18750520104011e-06	0.000838471698508311	0.000841134183322056	9.6818179190642e-07	0.000838471698508311	4.05009081358939e-07
"Nectarinia_dussumieri"	0.000100026630762934	8.97149180296055e-05	0.0503300415721514	0.0502293227714477	7.23569020616172e-05	4.71291250289504e-05	7.21157123880785e-05	6.93933782306932e-05	0.0021040147800032	0.000845733697273747	0.00209914817140873	1.85903132539042e-06	1.85903132539042e-06	1.85903132539042e-06	1.11140700847705e-06	0.000839581650519437	0.00126175075164098	1.85903132539042e-06	7.47624316913378e-07	1.00209456709549	7.47624316913379e-07	0.000838834026202523	7.47624316913378e-07	1.85903132539042e-06	1.57097083429835e-06	7.47624316913378e-07	2.41189673538724e-06
"Unidentified_sp3_M_PL_099"	0.000239623633237032	0.100616603820997	7.12503120624069e-05	1.23097373114657e-05	1.21502724407682e-05	2.90454537571926e-05	1.21097715326323e-05	1.70080087622043e-05	0.00084460811140578	0.000844140270753113	5.00813388568178e-06	0.000841134183322056	0.000841134183322056	0.000841134183322056	2.6624848137448e-06	0.000839659203709351	1.31824109077719e-06	0.000841134183322056	0.000838471698508311	1.49524863382676e-06	1.00083847169851	1.18750520104011e-06	0.000838471698508311	0.000841134183322056	9.68181791906419e-07	0.000838471698508311	4.05009081358939e-07
"Mabuya_sechellensis"	0.000100446428368136	0.000142500624124814	0.100434788676641	0.000150196311774817	2.43297767386681e-05	5.78876542444553e-05	2.42486774828725e-05	7.57028607266759e-05	0.00168392464393931	0.00168193145274918	0.00168256926686769	2.30357662735273e-06	2.30357662735273e-06	2.30357662735273e-06	1.11607142631262e-06	0.00167510064981172	5.77833422646966e-06	2.30357662735273e-06	1.18750520104012e-06	0.00167766805240505	1.18750520104012e-06	1.00167391314461	1.18750520104012e-06	2.30357662735273e-06	1.92958847481518e-06	1.18750520104012e-06	8.10992557955603e-07
"Pachycerina_seychellensis"	0.000239623633237032	0.100616603820997	7.12503120624069e-05	1.23097373114657e-05	1.21502724407682e-05	2.90454537571926e-05	1.21097715326323e-05	1.70080087622043e-05	0.00084460811140578	0.000844140270753113	5.00813388568178e-06	0.000841134183322056	0.000841134183322056	0.000841134183322056	2.66248481374481e-06	0.000839659203709351	1.31824109077719e-06	0.000841134183322056	0.000838471698508311	1.49524863382676e-06	0.000838471698508311	1.18750520104012e-06	1.00083847169851	0.000841134183322056	9.68181791906419e-07	0.000838471698508311	4.05009081358939e-07
"Tricimba_seychellensis"	0.050348755714005	0.0504680509993234	6.9107298820582e-05	2.82897204685623e-05	1.41695673530739e-05	3.38516297496459e-05	1.4122335461897e-05	3.37537449188652e-05	0.000984163565374104	0.00098396557392347	0.000562977337615834	0.000979997710705529	0.000979997710705529	0.000979997710705529	0.000559430619044501	0.000421718879974704	1.88567869657803e-06	0.000979997710705529	0.000420567091661028	1.85903132539042e-06	0.000420567091661028	1.15178831367637e-06	0.000420567091661028	1.00097999771071	1.12838765832153e-06	0.000420567091661028	4.72318911769129e-07
"Ceratina_tabescens"	0.000115973417226298	0.00011618181502877	0.000115775308488911	4.84941277512608e-05	4.83031370495105e-05	0.100449918521708	4.81421265926788e-05	6.7312556255042e-05	0.00335774654527347	0.00335588260899449	7.79616300608543e-06	2.25677531664306e-06	2.25677531664306e-06	2.25677531664306e-06	1.28859352473664e-06	2.8977702667216e-06	5.22956409173248e-06	2.25677531664306e-06	9.6818179190642e-07	3.14194166859669e-06	9.6818179190642e-07	1.92958847481518e-06	9.6818179190642e-07	2.25677531664306e-06	1.00334833061739	9.6818179190642e-07	1.61010456831702e-06
"Forcipomyia_sp1_M_PL_099"	0.000239623633237032	0.100616603820997	7.12503120624069e-05	1.23097373114657e-05	1.21502724407682e-05	2.90454537571926e-05	1.21097715326323e-05	1.70080087622043e-05	0.00084460811140578	0.000844140270753113	5.00813388568178e-06	0.000841134183322056	0.000841134183322056	0.000841134183322056	2.66248481374481e-06	0.000839659203709351	1.31824109077719e-06	0.000841134183322056	0.000838471698508311	1.49524863382676e-06	0.000838471698508311	1.18750520104012e-06	0.000838471698508311	0.000841134183322056	9.6818179190642e-07	1.00083847169851	4.05009081358939e-07
"Lygistorrhina_sp1_M_PL_099"	4.85665867961387e-05	4.86010897630727e-05	4.86595534773362e-05	0.000160512036512755	0.10049512024311	4.83031370495105e-05	0.000160136508965859	2.01854426780318e-07	0.00336522270274791	3.37582767114989e-06	5.37351493429281e-06	9.44637823538257e-07	9.44637823538257e-07	9.44637823538258e-07	5.39628742179318e-07	1.21600163931454e-06	0.0033618569677981	9.44637823538258e-07	4.05009081358939e-07	4.82379347077448e-06	4.05009081358939e-07	8.10992557955603e-07	4.05009081358939e-07	9.44637823538258e-07	1.61010456831702e-06	4.05009081358939e-07	1.00334983734144
