"Nephrosperma_vanhoutteanum"	"Phoenicophorium_borsigianum"	"Northea_hornei"	"Paragenipa_wrightii"	"Erythroxylum_sechellarum"	"Pittosporum_senacia"	"Memecylon_eleagni"	"Colea_seychellarum"	"Lasioglossum_mahense"	"Apis_mellifera"	"Phelsuma_sp1_M_PL_099"	"Rhiparida_seychellensis"	"Cratopus_aurostriatus"	"Hemipyrellia_germana"	"Unidentified_sp2_M_PL_099"	"Neophyllomyza_approximatonervis"	"Unidentified_sp1_M_PL_099"	"Unidentified_sp4_M_PL_099"	"Melanostoma_annulipes"	"Nectarinia_dussumieri"	"Unidentified_sp3_M_PL_099"	"Mabuya_sechellensis"	"Pachycerina_seychellensis"	"Tricimba_seychellensis"	"Ceratina_tabescens"	"Forcipomyia_sp1_M_PL_099"	"Lygistorrhina_sp1_M_PL_099"
"Nephrosperma_vanhoutteanum"	1.00457887794773	0.00319498177649377	0.00066964285578757	0.00044269703625659	0.000161888622653795	0.000386578057420992	0.000161348993911616	0.000504994810755262	0.0112371901934243	0.0112379087709383	0.0112094654134599	0.01118861238089	0.01118861238089	0.01118861238089	0.0111619875327526	3.77855624005742e-05	2.45311630237887e-05	0.01118861238089	2.6624848137448e-05	2.22281401695409e-05	2.66248481374481e-05	1.11607142631262e-05	2.66248481374481e-05	0.01118861238089	1.28859352473664e-05	2.66248481374481e-05	5.39628742179318e-06
"Phoenicophorium_borsigianum"	0.00239623633237032	1.00616603820997	0.000712503120624069	0.000123097373114657	0.000121502724407682	0.000290454537571926	0.000121097715326323	0.000170080087622043	0.00844608111405779	0.00844140270753112	5.00813388568178e-05	0.00841134183322056	0.00841134183322056	0.00841134183322056	2.6624848137448e-05	0.0083965920370935	1.31824109077719e-05	0.00841134183322056	0.0083847169850831	1.49524863382676e-05	0.00838471698508311	1.18750520104011e-05	0.00838471698508311	0.00841134183322056	9.68181791906419e-06	0.00838471698508311	4.05009081358939e-06
"Northea_hornei"	0.00100446428368135	0.00142500624124814	1.00434788676641	0.00150196311774817	0.000243297767386681	0.000578876542444553	0.000242486774828725	0.000757028607266759	0.0168392464393931	0.0168193145274918	0.0168256926686769	2.30357662735273e-05	2.30357662735273e-05	2.30357662735273e-05	1.11607142631262e-05	0.0167510064981172	5.77833422646966e-05	2.30357662735273e-05	1.18750520104011e-05	0.0167766805240505	1.18750520104012e-05	0.0167391314461068	1.18750520104012e-05	2.30357662735273e-05	1.92958847481517e-05	1.18750520104012e-05	8.10992557955602e-06
"Paragenipa_wrightii"	0.000996068331577327	0.00036929211934397	0.00225294467662226	1.00308449231121	0.00120384027384566	0.000363705958134456	0.00119982747293284	0.000630838957347104	0.0252410491606708	9.53594179831559e-05	0.0251572707594976	1.41448602342812e-05	1.41448602342812e-05	1.41448602342812e-05	1.10674259064147e-05	4.06265122715707e-05	0.025177231690555	1.41448602342812e-05	3.07743432786641e-06	0.0251146613857239	3.07743432786642e-06	3.75490779437043e-05	3.07743432786642e-06	1.41448602342812e-05	1.21235319378152e-05	3.07743432786642e-06	4.01280091281888e-05
"Erythroxylum_sechellarum"	0.000485665867961386	0.000486010897630727	0.000486595534773361	0.00160512036512755	1.0049512024311	0.000483031370495105	0.00160136508965859	2.01854426780318e-06	0.0336522270274791	3.37582767114989e-05	5.37351493429281e-05	9.44637823538258e-06	9.44637823538257e-06	9.44637823538257e-06	5.39628742179318e-06	1.21600163931454e-05	0.033618569677981	9.44637823538257e-06	4.05009081358939e-06	4.82379347077448e-05	4.05009081358939e-06	8.10992557955602e-06	4.05009081358939e-06	9.44637823538258e-06	1.61010456831702e-05	4.05009081358939e-06	0.0334983734143698
"Pittosporum_senacia"	0.00115973417226298	0.0011618181502877	0.0011577530848891	0.000484941277512608	0.000483031370495105	1.00449918521709	0.000481421265926788	0.00067312556255042	0.0335774654527347	0.033558826089945	7.79616300608544e-05	2.25677531664306e-05	2.25677531664306e-05	2.25677531664306e-05	1.28859352473664e-05	2.89777026672159e-05	5.22956409173248e-05	2.25677531664306e-05	9.6818179190642e-06	3.14194166859669e-05	9.6818179190642e-06	1.92958847481518e-05	9.6818179190642e-06	2.25677531664306e-05	0.0334833061739028	9.6818179190642e-06	1.61010456831702e-05
"Memecylon_eleagni"	0.000726070472602273	0.000726586291957937	0.000727460324486176	0.00239965494586569	0.00240204763448789	0.000722131898890182	1.00239404080904	3.01772368036576e-06	0.0503100794060812	5.04686236836909e-05	8.03340482676776e-05	1.4122335461897e-05	1.41223354618969e-05	1.41223354618969e-05	8.0674496955808e-06	1.81792245077524e-05	0.0502597616685815	1.41223354618969e-05	6.05488576631614e-06	7.21157123880785e-05	6.05488576631614e-06	1.21243387414363e-05	6.05488576631614e-06	1.4122335461897e-05	2.40710632963394e-05	6.05488576631614e-06	8.00682544829295e-05
"Colea_seychellarum"	0.00227247664839868	0.00102048052573226	0.00227108582180028	0.00126167791469421	3.02781640170477e-06	0.00100968834382563	3.01772368036576e-06	1.00225955530648	0.000137055214674488	0.0502182392187336	0.0502076208840923	3.37537449188653e-05	3.37537449188652e-05	3.37537449188652e-05	2.52497405377631e-05	4.63554347444401e-05	3.17937612647637e-05	3.37537449188652e-05	8.50400438110215e-06	6.93933782306931e-05	8.50400438110215e-06	3.78514303633379e-05	8.50400438110215e-06	3.37537449188652e-05	3.3656278127521e-05	8.50400438110215e-06	1.00927213390159e-07
"Lasioglossum_mahense"	0.0144478159629741	0.0144789961955276	0.0144336398051941	0.0144234566632405	0.0144223830117767	0.0143903423368863	0.0143743084017375	3.91586327641394e-05	1.00256147626848	0.00100338626306121	0.00076363630011661	0.000281189590106887	0.000281189590106887	0.000281189590106887	0.00016053128847749	0.000361218965049299	0.00156004793706044	0.000281189590106887	0.000120658301629397	0.000601147080000913	0.000120658301629397	0.000240560663419902	0.000120658301629397	0.000281189590106887	0.000479678077896211	0.000120658301629397	0.000480746100392558
"Apis_mellifera"	0.0202282357876889	0.0202593664980747	0.0201831774329901	7.62875343865247e-05	2.02549660268994e-05	0.020135295653967	2.01874494734764e-05	0.0200872956874934	0.00140474076828569	1.00240551382629	0.00156741643870294	0.000393586229569388	0.000393586229569388	0.000393586229569388	0.000224758175418765	0.000505214344700458	3.59172636756691e-06	0.000393586229569388	0.000168828054150623	0.000338293478909499	0.000168828054150623	0.000336386290549836	0.000168828054150623	0.000393586229569388	0.000671176521798898	0.000168828054150623	6.75165534229978e-07
