"R1"	"R2"	"R3"	"R4"	"R5"	"R6"	"R7"	"R8"	"R9"	"R10"	"R11"	"R12"	"R13"	"R14"	"R15"	"R16"	"R17"	"R18"	"R19"	"R20"	"R21"	"R22"	"R23"	"R24"	"C1"	"C2"	"C3"	"C4"	"C5"	"C6"	"C7"	"C8"	"C9"	"C10"	"C11"	"C12"	"C13"	"C14"	"C15"	"C16"	"C17"	"C18"	"C19"	"C20"	"C21"	"C22"	"C23"
"C2"	4.03330800489083e-06	1.08601363342211e-05	2.1429374121506e-05	1.83792163514759e-05	1.69267604258745e-05	0.0111547572815225	1.86915489441179e-05	2.20594465526405e-05	1.61297842010382e-05	1.66537212432794e-05	1.93740712757527e-05	2.37243871090976e-05	0.0111707732827894	3.67265844221292e-05	2.89295166549031e-05	0.0111733775388726	0.0111688414586359	3.75372648558535e-05	0.0111744387956624	0.0111942360179313	0.0111969644814324	0.0111854373870731	6.30235440588384e-05	0.0112367961016258	0.00108601363342211	1.00197309391512	0.000595582799743216	0.000442683926823507	0.00072164216334427	0.00022316990078222	0.000526335601207833	0.000222724708919233	0.000958692597083093	0.000401483411693223	0.000643957056059102	0.000381342309009604	8.19705261975371e-05	0.000321527772343693	0.000304381840651164	0.000453159540720821	0.000240180486696346	8.0885880928798e-05	0.000279992569986108	8.06661600978166e-05	6.30235440588384e-07	6.30235440588384e-07	8.02628292973274e-05
"C3"	4.04123445080962e-06	2.55933348538455e-06	2.74153393408471e-05	8.58619354955243e-06	0.0111502557146161	0.0111623925633343	0.0111723820705432	2.14358114944323e-05	0.0111654203978576	0.011164702644915	0.0111709785639787	3.13136193813753e-05	1.43124889502393e-05	1.82516038304266e-05	3.34126767918303e-05	2.04415031505149e-05	3.01684728510008e-05	4.03257522471268e-05	2.6719074110858e-05	3.82056404144099e-05	3.56184643599049e-05	0.0111896327109396	0.0112226499555522	0.0112588791799556	0.000255933348538455	0.000595582799743216	1.0026581346464	0.000860041223010932	0.000672684187037081	0.000874170790935183	0.000421880204491751	0.000706224072813488	8.27404450393538e-05	0.000454723248243885	0.000253795617193183	0.000222426124850396	0.000472704369710636	2.22544721377958e-06	0.000193181446608851	0.000453871084649298	8.09663604341744e-05	0.000452833301255885	1.19312914355174e-06	8.08246890161924e-05	0.000112226499555522	0.000112226499555522	8.04205655711114e-05
"C4"	3.88938426937606e-08	1.4849704813962e-06	0.0143478294364236	5.63556202098356e-06	1.95169641292777e-05	4.2596537412389e-05	1.65092010747106e-05	2.28278382650093e-05	0.0143471157358058	0.0143465497017366	3.1078411287437e-05	2.60200455831231e-05	1.65194476482156e-05	1.80432600297962e-05	2.5615666654758e-05	2.63600959750219e-05	0.0143487183837881	0.0143575313348758	2.54605515973062e-05	0.014371018714371	3.984440776025e-05	6.42035466021863e-05	0.0144012240569907	0.000108358245744817	0.00014849704813962	0.000569165048773081	0.00110576728672834	1.00266902808062	0.000506146266038509	0.000769032202781309	0.000290541407771115	0.000625208415371796	0.000566020422636989	0.000207834159011769	0.000432887608823102	0.000494677926987383	0.000146213689461277	0.000207081482616216	0.000145295439071459	0.000719585343871197	0.000206074254817763	1.32429417209619e-06	1.05337785757434e-06	7.77876853875212e-07	0.000144012240569907	0.000144012240569907	7.73987469605835e-07
"C5"	2.21839903532517e-08	1.07238171291192e-05	7.27969579746698e-06	1.88405161020801e-05	0.0143327853638417	1.99679827166504e-05	1.38138278196404e-05	0.0143597064038649	1.68874061081835e-05	2.72577669843593e-05	2.14072379423408e-05	1.44600268292073e-05	2.40087872854778e-05	0.0143681295880266	1.46716111050001e-05	0.0143627119585911	0.0143592188024053	1.83772217081619e-05	3.69169160566503e-05	6.64406279429228e-05	0.0144011010973497	5.22066576968869e-05	0.0144013609156831	6.18045971241592e-05	0.00107238171291192	0.00092782563858549	0.000864879669047675	0.000506146266038508	1.00262229128188	3.28797449725719e-06	0.000568168928107258	0.000625039916425339	0.00092516889793712	0.000207947880117156	0.000146372294815475	2.77224156189025e-06	0.000145351752184149	0.00104453928733368	0.000145193408885994	1.47104562179141e-06	1.39061323578575e-06	9.01922335351055e-07	9.67009959761948e-07	4.43679807065034e-07	0.000144013609156831	0.000144013609156831	4.41461408029709e-07
"C6"	5.17797239771169e-06	5.43729689307143e-06	1.4466291404576e-05	1.72748545940682e-05	1.25351252204634e-05	1.91564126750916e-05	2.69642573532917e-05	1.08287957449282e-05	0.0143395472264401	3.42072289343862e-05	0.0143609439637292	0.0143606545098955	3.60027086609097e-05	1.73707498862744e-05	0.0143540724726202	1.07700216820127e-05	1.63188991143885e-05	0.0143668852674669	3.33340348985417e-05	4.93862520710699e-05	3.19355838433986e-05	0.0143877455860832	7.32543984668591e-05	0.0144258311000247	0.000543729689307143	0.00028693272957714	0.00112393387405952	0.000769032202781309	3.28797449725719e-06	1.00212510285709	0.000828629039069774	0.000643974027163321	0.000104880614247436	0.000463954011621475	0.00046948381757454	0.000929948056523958	0.000821814156539749	1.95696911838497e-06	0.000104440875397102	0.000104403512373861	0.000103747168601192	0.000103940459292906	0.000359751879532029	0.000103559447954234	7.32543984668592e-07	7.32543984668592e-07	0.000103041650714463
"C7"	2.33205234688214e-08	1.75412242988699e-05	4.18813380131626e-06	0.0143374609996941	1.41435590371287e-05	1.35834823431515e-05	1.02124724130865e-05	2.53095357866328e-05	2.2015009304752e-05	1.32246881201597e-05	0.0143468106217706	4.77926035120741e-05	4.02588558294457e-05	0.0143597232989643	1.91043859102878e-05	3.73366717772979e-05	2.39460390180154e-05	0.0143604196649989	0.0143697239786174	4.35620405491199e-05	0.0143755474351105	0.014390403474356	7.27985359802925e-05	6.49709783841365e-05	0.00175412242988699	0.000676717201552928	0.000542417405775109	0.000290541407771115	0.000568168928107258	0.000828629039069774	1.00239438427766	0.000182834190984266	0.000207983424410621	0.000207269382035598	0.000756217373057316	0.000469369645099247	0.000361057144408899	0.000565824011890704	0.000288586543349181	1.12626785186708e-06	1.08639328201697e-06	8.04494164132428e-07	1.48408104349334e-06	4.66410469376429e-07	7.27985359802925e-07	7.27985359802925e-07	4.64078417029546e-07
"C8"	6.02930455803476e-06	3.82173482974197e-06	1.44653853940535e-05	6.8689713461464e-06	2.21877331539804e-05	1.95277248334023e-05	2.86367988271754e-05	0.0167249238245191	3.29234419224767e-05	0.0167227035007296	3.27871174043885e-05	2.84228607688658e-05	3.60982184363063e-05	3.1279836605405e-05	0.0167430392931824	2.04037489383212e-05	2.70021543647758e-05	3.84224067250747e-05	2.77878222584873e-05	5.40672911171147e-05	4.82640303538893e-05	0.016747819440254	0.0167949758708936	0.0167976424986848	0.000382173482974197	0.000334087063378849	0.00105933610922023	0.000729409817933762	0.000729213235829562	0.000751303031690541	0.000213306556148311	1.00203077755559	0.000122630184308483	0.000540975579016371	0.000379524161752689	0.000331582313234891	0.000289463168868159	0.000559741332753452	0.000288488675858997	0.000121357354135708	0.000120755550577993	0.000120937720665798	0.000419478437790467	0.000120586091160695	0.000167949758708936	0.000167949758708936	0.000119983160704892
"C9"	7.23138637395728e-06	7.94903800407091e-06	1.61727170196189e-05	1.21087064922833e-05	2.01581868595295e-05	2.56809694093281e-05	2.3288281171684e-05	3.53840033826123e-05	1.50728296384756e-05	1.54278210396965e-05	1.15435087177186e-05	2.23391191965365e-05	2.72409671700196e-05	4.50401061887259e-05	1.90074555263455e-05	0.0200800824358038	0.0200834538062525	2.62990057855637e-05	3.61806020663377e-05	0.0201240084501142	0.0201130695550566	4.62088998655135e-05	5.05107211209146e-05	0.020146642437845	0.00079490380040709	0.00172564667474957	0.000148932801070837	0.000792428591691784	0.00129523645711197	0.000146832859946411	0.000291176794174869	0.00014715622117018	1.00172280839497	0.000719971451342833	3.01333479581658e-06	0.000433052493187325	0.000145256761750815	0.000577120869508007	0.000145133308094286	0.000145569257006375	0.000431390423843381	0.000144680864880806	1.15621056740913e-06	0.000144627727479146	5.05107211209146e-07	5.05107211209146e-07	0.00014390458884175
"C10"	7.24887448059574e-06	2.91940894958335e-06	9.00452409709861e-06	7.06479659029531e-06	1.32534225672208e-05	2.19719741156054e-05	0.0200875889639917	2.93742735714079e-05	2.25302283775426e-05	2.40706597254405e-05	2.61668650962348e-05	2.45129413554336e-05	3.61558865939236e-05	2.56195585813758e-05	0.0200830501533413	2.95074638126476e-05	3.07447380432996e-05	2.63054728291388e-05	1.99872680356514e-05	0.0201090268794599	0.0200858512098207	5.30118433775564e-05	3.97693003477698e-05	0.0201953643029397	0.000291940894958335	0.000722670141047801	0.000818501846838994	0.000290967822616477	0.000291127032164019	0.000649535616270066	0.000290177134849837	0.000649170694819646	0.000719971451342833	1.00189012769893	2.89009302784105e-06	0.000433325995760255	0.000145917290328624	0.000575832175549494	0.000145050040528046	0.000145435227505897	0.000431524414727568	0.000813838900963577	0.00050298015099838	0.000144977489611915	3.97693003477699e-07	3.97693003477699e-07	0.000144252602163855
"C11"	2.64162222206613e-08	1.36289550703031e-05	8.70979915851827e-06	2.87533025314494e-05	8.00335824017316e-06	1.80071004471019e-05	5.16861270003008e-06	1.05750063178067e-05	2.31233408718165e-05	2.13241477553795e-05	3.46851540527141e-05	4.12154998357904e-05	0.0200868398655799	3.17378256142023e-05	4.21992603545194e-05	2.9495808783711e-05	2.45246058898699e-05	0.0200814438969878	0.0200969312416114	3.48648771831556e-05	4.47350352918575e-05	0.0201119606365818	0.0201385516679128	7.35955951067623e-05	0.00136289550703031	0.00115912270090638	0.000456832110947729	0.000606042652352342	0.000204921212741665	0.000657277344604356	0.00105870432228024	0.000455428994103227	3.01333479581658e-06	2.89009302784105e-06	1.00175852352405	0.00065508252588916	0.000203808715848532	2.28308745773451e-06	0.000603849824333547	1.56140946168714e-06	1.02375249623624e-06	6.97969912192162e-07	0.00050322597814836	5.28324444413225e-07	0.000201385516679128	0.000201385516679128	5.25682822191159e-07
"C12"	7.23713779487982e-06	7.58796070401738e-06	1.47375551637366e-05	1.69753536060023e-05	4.50396732824572e-06	1.69193653011889e-05	2.03499110365126e-05	1.39083200308447e-05	3.29410421672348e-05	2.09737273014534e-05	4.86277771944267e-05	0.0200740966318912	2.83944192875971e-05	2.42520273721492e-05	3.39750891959866e-05	2.39313015791938e-05	2.62368994149241e-05	0.0200826983724818	4.25538167274974e-05	0.0200953407797742	4.92064433312929e-05	0.0200990997895879	6.28874252935533e-05	0.0201626658965352	0.000758796070401738	0.000686416156217287	0.000400367024730712	0.000692549097782337	3.88113818664636e-06	0.00130192727913354	0.000657117503138946	0.000397898775881869	0.000433052493187325	0.000433325995760256	0.00065508252588916	1.00158584046959	0.000647716026598185	0.000288849157396362	0.000145498992705594	0.000145319898719668	0.000431095338972025	0.000144697372485992	1.55923771208959e-06	0.000144742755897596	6.28874252935534e-07	6.28874252935534e-07	0.000144019042118108
"C13"	9.03544817149391e-06	8.84074655654665e-06	9.68711097651451e-06	1.78671751667691e-05	1.54514030473696e-05	1.98986411376869e-05	2.44966401652266e-05	1.09176238724824e-05	3.60183053927916e-05	2.27095307010018e-05	0.0250835283348118	0.0250877179441803	1.60446450174742e-05	2.15482198175475e-05	3.14892828031891e-05	1.81552225598592e-05	1.29698182398445e-05	5.45152433214161e-05	3.94138175909464e-05	3.82416946313873e-05	3.08768342744719e-05	8.08040992608391e-05	0.025147114622622	0.025172758605782	0.000884074655654665	0.000184433683944458	0.00106358483184893	0.000255873956557235	0.000254365566322262	0.00143817477394456	0.000631850002715573	0.000434194753302238	0.000181570952188519	0.000182396612910781	0.000254760894810664	0.000809645033247731	1.00168555772181	1.89003384698609e-06	0.000432064841190768	0.000180953062199477	0.000180351728536034	0.000180621973284903	1.18834819551658e-06	0.000180708963429878	0.00025147114622622	0.00025147114622622	0.000179805418612729
"C14"	2.74327462242358e-08	9.93196399602558e-06	5.2129554337429e-06	2.40775642932932e-05	2.61691183636864e-05	8.12974885727433e-06	1.45029076643489e-05	0.0250946609101479	5.2815974737095e-06	1.92262065645862e-05	1.42974115517464e-05	1.72493680050689e-05	1.80854629314455e-05	0.0251047449411224	2.84964893759175e-05	5.851166222566e-05	5.37567352950398e-05	2.6649867711985e-05	3.2231035290458e-05	0.0251217856092416	0.0251416069615574	5.34921584503783e-05	5.55452708203415e-05	7.6427630980721e-05	0.000993196399602558	0.00072343748777331	5.00725623100404e-06	0.000362392594578377	0.00182794375283393	3.42469595717369e-06	0.000990192020808731	0.000839611999130177	0.000721401086885009	0.000719790219436868	2.85385932216814e-06	0.000361061446745453	1.89003384698609e-06	1.00218215578583	1.74598506387487e-06	1.07755105012525e-06	0.000359428563210457	1.02934190534059e-06	1.16454880768407e-06	5.48654924484717e-07	5.55452708203415e-07	5.55452708203415e-07	5.45911649862293e-07
"C15"	1.20248921368962e-05	1.01037396983654e-05	1.28684858378575e-05	1.97232911433381e-05	1.12791618498282e-05	2.46107474441427e-05	2.32779471593739e-05	1.45142689936289e-05	1.47639253692471e-05	2.08988520513103e-05	3.39424568848634e-05	3.28372300081475e-05	4.04511996860645e-05	2.4621270941667e-05	1.8005724214347e-05	2.99273582860801e-05	2.46667998900967e-05	4.29223891618961e-05	0.0334247614196809	4.15646435778195e-05	4.44401105841169e-05	7.43846796618465e-05	0.0335121609224463	0.0335013494933928	0.00101037396983654	0.000913145521953491	0.000579544339826553	0.000339022691166739	0.000338784620733985	0.000243695375926571	0.00067336860114809	0.000576977351717995	0.00024188884682381	0.000241750067546743	0.00100641637388924	0.00024249832117599	0.000576086454921023	2.32798008516649e-06	1.00124291219114	0.000240759136064266	0.000239889134146775	0.000240071285096214	1.46142309751029e-06	0.000240497842737924	0.000335121609224463	0.000335121609224463	0.000239295353524235
"C16"	1.20462031030534e-05	3.18208260480145e-08	0.0334582567038938	6.9363087776917e-08	1.51780710090363e-05	0.0334645048799438	3.20162095085589e-05	4.13019836025415e-06	4.25953313631452e-05	4.31604594218734e-05	2.46784642358168e-05	1.43877032691482e-05	1.52237251666754e-05	1.54316310174139e-07	1.24077424683927e-05	2.00384822710142e-05	4.39928395740061e-05	3.23998810759427e-05	2.3252032629336e-05	6.57044644770149e-05	2.49597838179439e-05	4.27251230898117e-05	5.74653660916788e-05	0.0335607218451067	3.18208260480144e-06	0.00135947862216246	0.00136161325394789	0.00167903246903279	3.43243978417995e-06	0.000243608195539009	2.62795832102318e-06	0.000242714708271416	0.000242615428343958	0.000242392045843161	2.60234910281189e-06	0.000242199831199447	0.000241270749599303	1.43673473350033e-06	0.000240759136064266	1.00302811577294	0.000240658076957577	0.000240786648734381	6.90786690876703e-07	0.000240924062061067	5.74653660916789e-07	5.74653660916789e-07	0.000239719441750762
"C17"	1.80368815611447e-05	5.06519647993078e-08	2.2336616588767e-05	1.04971628900156e-07	4.11784868349801e-06	2.80902462044049e-05	4.36439758712115e-05	2.40787363512118e-05	1.95393891926565e-05	2.03898082914965e-05	1.83075825426709e-05	3.58103637702619e-05	1.21671449026487e-05	1.81459304512123e-05	3.28576376735579e-05	3.3698728153575e-05	4.39517889296638e-05	3.71513454084617e-05	2.4159640295868e-05	0.0501587590563069	7.3300696714577e-05	4.89934045177985e-05	4.16565347465305e-05	0.0502507520293492	5.06519647993077e-06	0.00108081219013356	0.000364348621953785	0.000721259891862171	4.86714632525012e-06	0.000363115090104172	3.80237648705941e-06	0.00036226665173398	0.00107847605960845	0.00107881103681892	2.5593812405906e-06	0.00107773834743006	0.000360703457072068	0.000718857126420914	0.000359833701220162	0.000360987115436365	1.00107548764387	0.000360388742262487	1.12561956440517e-06	0.000360737631222894	4.16565347465305e-07	4.16565347465305e-07	0.00035893394306678
"C18"	1.80544649594358e-05	3.07028518720549e-08	1.21055471453238e-05	7.09275600786764e-08	2.26867611795618e-05	3.87252915459532e-05	0.0501649059793779	6.14344924532446e-06	2.79049027360443e-05	2.8754765804689e-05	3.69100113998913e-05	2.14936931050621e-05	4.18012816264341e-06	1.67490772113259e-07	5.20060868148358e-05	1.13541362591198e-05	1.13896481158526e-05	1.25732295013659e-05	1.61536843569389e-05	7.73422698799549e-05	5.21377731107723e-05	4.52705627871572e-05	5.00001264408758e-05	0.0502997393769882	3.07028518720549e-06	0.000363986464179591	0.00203774985565148	4.63502960233666e-06	3.15672817372869e-06	0.00036379160752517	2.8157295744635e-06	0.000362813161997393	0.000361702162202015	0.00203459725240894	1.7449247804804e-06	0.00036174343121498	0.000361243946569806	2.05868381068118e-06	0.000360106927644321	0.000361179973101571	0.000360388742262487	1.00203144738534	1.40465537443698e-06	0.000361089299188717	5.00001264408758e-07	5.00001264408758e-07	0.000359283852692773
"C19"	2.82424865281257e-08	1.26159335700845e-05	8.72082274225522e-08	1.26901376222591e-05	1.08006955165684e-07	1.40938242910268e-05	2.52788967758184e-05	2.10804998278957e-05	1.80999193266578e-05	2.10862472395797e-05	1.81808718957295e-05	3.07409068420662e-05	0.0501772353664711	1.27967155606315e-05	0.0501895690289103	2.67217230957484e-05	1.41584584185427e-05	4.33537277146773e-05	5.1924136183858e-05	3.94515857746825e-05	5.20031621382263e-05	9.09501992378894e-05	5.91626440678573e-05	7.86835674673581e-05	0.00126159335700845	0.00125996656493748	5.36908114598283e-06	3.68682250151019e-06	3.38453485916682e-06	0.0012591315783621	5.19428365222668e-06	0.0012584353133714	2.89052641852282e-06	0.00125745037749595	0.0012580649453709	3.89809428022398e-06	2.37669639103317e-06	2.32909761536815e-06	2.19213464626544e-06	1.03618003631506e-06	1.12561956440516e-06	1.40465537443698e-06	1.00250917010988	5.64849730562513e-07	5.91626440678573e-07	5.91626440678573e-07	5.62025481909701e-07
"C20"	0.050269352318931	2.16285859906081e-08	1.20850969457471e-05	4.49491094594295e-08	4.06341844116287e-06	2.01207455587538e-05	2.93445738908412e-05	6.07892129461225e-06	9.25810069121507e-06	1.01094328515381e-05	1.8277975543484e-05	2.1472186950076e-05	4.10959529963022e-06	9.4565846036917e-08	1.84843939228703e-05	1.1308506955192e-05	1.13257722118951e-05	1.25037407809747e-05	1.61295654734671e-05	4.38539148043864e-05	1.86081347054808e-05	2.65903225380068e-05	3.13026071728385e-05	0.0504155605415964	2.1628585990608e-06	0.000362997720440174	0.000363711100572866	2.72256898856324e-06	1.55287932472762e-06	0.000362458067839818	1.6324366428175e-06	0.000361758273482086	0.000361569318697864	0.000362443724029787	1.32081111103306e-06	0.000361856889743991	0.000361417926859756	1.09730984896943e-06	0.000360746764106887	0.000361386093091601	0.000360737631222894	0.000361089299188717	5.64849730562513e-07	1.00538704637862	3.13026071728385e-07	3.13026071728385e-07	0.000360111146725689
"C21"	3.13026071728385e-08	1.01022151844703e-05	1.44586894230824e-05	1.01750137204506e-05	2.56240108712354e-05	1.13431388657028e-05	1.13124193823409e-05	3.1251882057397e-05	2.56971284110098e-05	4.24188498834366e-05	3.65158175126214e-05	3.53854716308527e-05	3.03629530405098e-05	2.4631919906954e-05	1.69671622137761e-05	2.46171103653331e-05	2.89161192378536e-05	3.47487160846442e-05	6.38887498548685e-05	1.47146168533787e-05	2.47852234724816e-05	5.85303565826284e-05	0.100346413079355	8.7209063583528e-05	0.00101022151844703	5.67211896529546e-06	0.0010100384959997	0.00100808568398935	0.00100809526409782	5.12780789268014e-06	5.09589751862048e-06	0.00100769855225361	2.52553605604573e-06	1.98846501738849e-06	0.00100692758339564	3.14437126467767e-06	0.00100588458490488	2.22181083281366e-06	0.00100536482767339	1.72396098275037e-06	8.3313069493061e-07	1.00000252881752e-06	1.18325288135715e-06	6.26052143456769e-07	1.00100346413079	0.00100346413079355	6.22921882739485e-07
"C22"	3.13026071728385e-08	1.01022151844703e-05	1.44586894230824e-05	1.01750137204506e-05	2.56240108712354e-05	1.13431388657028e-05	1.13124193823409e-05	3.1251882057397e-05	2.56971284110098e-05	4.24188498834366e-05	3.65158175126214e-05	3.53854716308527e-05	3.03629530405098e-05	2.4631919906954e-05	1.69671622137761e-05	2.46171103653331e-05	2.89161192378536e-05	3.47487160846442e-05	6.38887498548686e-05	1.47146168533787e-05	2.47852234724816e-05	5.85303565826284e-05	0.100346413079355	8.7209063583528e-05	0.00101022151844703	5.67211896529546e-06	0.0010100384959997	0.00100808568398935	0.00100809526409782	5.12780789268014e-06	5.09589751862048e-06	0.00100769855225361	2.52553605604573e-06	1.98846501738849e-06	0.00100692758339564	3.14437126467767e-06	0.00100588458490488	2.22181083281366e-06	0.00100536482767339	1.72396098275037e-06	8.33130694930609e-07	1.00000252881752e-06	1.18325288135715e-06	6.26052143456769e-07	0.00100346413079355	1.00100346413079	6.22921882739485e-07
"C23"	3.60111146725689e-05	4.304088612131e-08	2.40493429220368e-05	8.94487278242646e-08	8.08620269791411e-06	4.00402836619201e-05	5.8395702042774e-05	1.20970533762784e-05	1.8423620375518e-05	2.01177713745609e-05	3.63731713315332e-05	4.27296520306512e-05	8.17809464626414e-06	1.88186033613465e-07	3.67839439065119e-05	2.2503928840832e-05	2.25382867016713e-05	2.48824441541397e-05	3.20978352921996e-05	8.72692904607288e-05	3.70301880639067e-05	5.29147418506335e-05	6.22921882739485e-05	0.100326965477777	4.304088612131e-06	0.000722365463675947	0.000723785090140003	5.41791228724085e-06	3.09022985620796e-06	0.000721291555001238	3.24854891920682e-06	0.00071989896422935	0.000719522944208749	0.000721263010819275	2.62841411095579e-06	0.000720095210590541	0.000719221674450914	2.18364659944917e-06	0.000717886060572704	0.000719158325252286	0.000717867886133559	0.000718567705385546	1.1240509638194e-06	0.000720222293451377	6.22921882739485e-07	6.22921882739485e-07	1.00071662118198
