"Microtus_arvalis"	"Apodemus_agrarius"	"Clethrionomys_glareolus"	"Apodemus_uralensis"	"Cricetulus_migratorius"	"Sorex_araneus"	"Apodemus_flavicollis"	"Arvicola_terrestris"	"Micromys_minutus"	"Ctenophthalmus_assimilis"	"Leptopsylla_taschenbergi"	"Ctenophthalmus_wagneri"	"Amphipsylla_rossica"	"Ctenophthalmus_agyrtes"	"Nosopsyllus_consimilis"	"Leptopsylla_segnis"	"Ctenophthalmus_orientalis"	"Hystrichopsylla_talpae"	"Peromyscopsylla_bidentata"	"Megabothris_turbidus"	"Nosopsyllus_mokrzeckyi"	"Palaeopsylla_soricis"	"Megabothris_walkeri"	"Doratopsylla_dasycnema"
"Microtus_arvalis"	1.0031327392095	0.00205560922535508	0.00110745704099017	0.00169643219283347	0.000469656814675881	0.000987909413520931	0.000241367893308852	0.00026524916209482	0.000144589148730273	0.00723918586735377	0.00722945743651366	0.0072008855300189	0.00716523385149643	0.00724288773117736	0.00721654075717477	0.00722980321527951	0.00723236157204605	0.00721670634489019	0.00721213197991778	0.0072167063448902	0.00718392120809057	0.00721213197991778	0.0071980341997123	1.41129916217276e-05
"Apodemus_agrarius"	0.0026162299231792	1.00261132681912	0.000951259295980778	0.00169969437904184	0.000596673123720494	0.00079895544151117	0.000306352595378264	0.000336916391314646	0.000183602131767081	0.00919050229923558	0.00918010658835404	0.00915033272601289	1.86873565941371e-05	0.00919065342346026	0.00917022183013691	0.00918706764970264	0.00918381124865091	0.0091639221445269	6.06873680630119e-05	0.0091639221445269	0.00913333578222247	6.06873680630119e-05	0.00914474943138691	1.14136491644453e-05
"Clethrionomys_glareolus"	0.00221491408198034	0.00149483603654122	1.00220445524721	0.00197031014362019	0.000290407127606069	0.0012032201440596	0.000480123289818302	0.000241415328894617	1.32870128301308e-06	0.0143998825270533	6.64350641506539e-05	4.91133348215012e-05	1.58208148712882e-05	0.0144075148620448	5.87935724083702e-05	7.0864338853101e-05	0.0143760000759399	0.014366319838353	0.0143699192790399	0.014366319838353	2.94102333852993e-05	0.0143699192790399	4.65990925861507e-05	1.71888592008514e-05
"Apodemus_uralensis"	0.00237500506996686	0.00186966381694602	0.00137921710053413	1.00236864622621	0.000655765196500538	0.000877977165344019	0.000169720544849266	0.00020320756064064	0.000201807420018324	8.48533033629363e-05	0.0100903710009162	0.0100576477279809	1.69643219283347e-05	0.010098379387593	0.0100795065678642	0.0100896669458962	0.0100992096693004	0.0100773508294171	0.0100728964165601	0.0100773508294171	3.39612657187531e-05	0.0100728964165601	4.65037966522391e-05	1.2542530933486e-05
"Cricetulus_migratorius"	0.00219173180182078	0.00218780145364181	0.000677616631080828	0.00218588398833513	1.00217597734862	7.15432490487686e-06	2.43864877252594e-06	0.000671253491489192	1.15241234077613e-06	7.90113805213323e-05	5.76206170388063e-05	5.74031711632304e-05	1.56552271558627e-05	6.73075458302239e-05	0.033463269082784	0.0334968317573585	0.0334729493203709	6.70834087500994e-05	4.72965092675812e-05	6.70834087500994e-05	3.55443312798791e-05	4.72965092675812e-05	3.56465359213774e-05	1.02204641498241e-07
"Sorex_araneus"	0.00197581882704186	0.00125550140808898	0.0012032201440596	0.0012542530933486	3.06613924494722e-06	1.00339946098406	0.000480443918011626	0.000241222597454985	0.000288022989694944	0.0144130768398184	0.0144011494847472	3.80691717196589e-05	1.41129916217276e-05	0.0144135582408792	3.81713763611571e-05	5.02325062339064e-05	5.53602355620085e-05	5.52580309205103e-05	0.0143781223958141	5.52580309205103e-05	2.55266407861729e-05	0.0143781223958141	0.0143598046548442	0.0143342780140581
"Apodemus_flavicollis"	0.00168957525316197	0.00168493927458045	0.00168043151436406	0.000848602724246328	3.65797315878891e-06	0.00168155371304069	1.00167280846147	0.000838240901466653	1.20028552259319e-06	0.0502009668529726	6.00142761296597e-05	3.58720516768191e-05	1.20683946654426e-05	0.0501675408351417	3.59939841154454e-05	7.7906029188778e-05	6.00001486063605e-05	5.98782161677342e-05	6.85827822994023e-05	5.98782161677342e-05	2.73860244343558e-05	6.85827822994023e-05	5.14082203349371e-05	2.40221959005813e-05
"Arvicola_terrestris"	0.00185674413466374	0.00185304015223055	0.000844953651131161	0.0010160378032032	0.00100688023723379	0.000844279091092448	0.000838240901466652	1.00183978543689	1.04869309770049e-06	0.0501881414909058	5.24346548850246e-05	4.02686557025053e-05	1.3262458104741e-05	0.000106312597093318	7.38313302769649e-05	0.0501658206021215	8.59020967216957e-05	5.23394221472362e-05	4.75547324542531e-05	5.23394221472362e-05	3.01082776704733e-05	4.75547324542531e-05	4.21694075432225e-05	1.20611298727493e-05
"Micromys_minutus"	0.00202424808222382	0.00201962344943789	9.30090898109155e-06	0.00201807420018323	3.45723702232838e-06	0.00201616092786461	2.40057104518639e-06	2.09738619540098e-06	1.00200564733806	6.19791950095605e-05	0.100282366902827	5.29998700515678e-05	1.44589148730273e-05	8.20550677016228e-05	5.31151112856454e-05	5.32199805954155e-05	5.32479814139467e-05	5.31327401798691e-05	6.35748259726554e-05	5.31327401798691e-05	3.28191280497354e-05	6.35748259726554e-05	6.16214270192299e-05	2.88022989694944e-05
"Ctenophthalmus_assimilis"	0.0168914336904921	0.0168492542152652	0.0167998629482289	0.00014142217227156	3.95056902606661e-05	0.0168152563131215	0.0167336556176575	0.0167293804969686	1.03298658349268e-05	1.00242719593129	0.000516493291746338	0.000275242357832538	0.000120653097789229	0.00159214112816328	0.00027655921417456	0.00111302823902299	0.000516557256292115	0.000515240399950093	0.000602283308959808	0.000515240399950094	0.000273828136109822	0.000602283308959807	0.000514046083440129	0.000240217947330307
"Leptopsylla_taschenbergi"	0.0202424808222382	0.0201962344943789	9.30090898109155e-05	0.0201807420018323	3.45723702232838e-05	0.0201616092786461	2.40057104518639e-05	2.09738619540098e-05	0.0200564733805653	0.000619791950095605	1.00282366902827	0.000529998700515678	0.000144589148730273	0.000820550677016228	0.000531151112856454	0.000532199805954155	0.000532479814139467	0.000531327401798691	0.000635748259726554	0.000531327401798691	0.000328191280497354	0.000635748259726554	0.000616214270192299	0.000288022989694944
"Ctenophthalmus_wagneri"	0.0336041324734215	0.0335512199953806	0.000114597781250169	0.0335254924266028	5.74031711632304e-05	8.88280673458707e-05	2.39147011178794e-05	2.68457704683369e-05	1.76666233505226e-05	0.000550484715665076	0.000883331167526129	1.0008802955328	0.000240029517667297	0.000884397351407688	0.000882208971839196	0.000883551260362613	0.000883846082999912	0.000881932643961138	0.000578190525484697	0.000881932643961138	0.000545040608534393	0.000578190525484697	0.000546309580925048	1.2689723906553e-06
"Amphipsylla_rossica"	0.10031327392095	0.000205560922535508	0.000110745704099017	0.000169643219283347	4.69656814675881e-05	9.87909413520931e-05	2.41367893308852e-05	2.6524916209482e-05	1.44589148730273e-05	0.000723918586735377	0.000722945743651366	0.00072008855300189	1.00071652338515	0.000724288773117736	0.000721654075717477	0.000722980321527951	0.000723236157204605	0.000721670634489019	0.000721213197991779	0.000721670634489019	0.000718392120809057	0.000721213197991779	0.00071980341997123	1.41129916217276e-06
"Ctenophthalmus_agyrtes"	0.0169000713727472	0.0168495312763438	0.0168087673390523	0.016830632312655	3.3653772915112e-05	0.0168158179476923	0.0167225136117139	3.54375323644393e-05	1.36758446169371e-05	0.00159214112816328	0.000683792230846857	0.000442198675703844	0.000120714795519623	1.00175867557467	0.000443320468134348	0.00044509234475257	0.000683445715835094	0.000682323923404591	0.000769372337028239	0.000682323923404591	0.000273892352577294	0.000769372337028239	0.000514118323258613	0.000240225970681319
"Nosopsyllus_consimilis"	0.0252578926501117	0.0252181100328765	0.000102888751714648	0.0251987664196605	0.025097451812088	6.67999086320249e-05	1.79969920577227e-05	3.69156651384825e-05	1.32787778214114e-05	0.00041483882126184	0.000663938891070567	0.000661656728879397	0.000180413518929369	0.000664980702201521	1.00149823845595	0.00150008423920592	0.00149970829525921	0.000663126568189606	0.000434825306845213	0.000663126568189607	0.000409669064682792	0.000434825306845213	0.000410623349091821	9.54284409028928e-07
"Leptopsylla_segnis"	0.0202434490027826	0.0202115488293458	9.92100743943415e-05	0.0201793338917925	0.0200980990544151	7.03255087274689e-05	3.11624116755112e-05	0.0200663282408486	1.06439961190831e-05	0.00133563388682759	0.000532199805954154	0.000530130756217568	0.00014459606430559	0.000534110813703084	0.00120006739136474	1.00220338380341	0.0012014846781418	0.00053154804299463	0.000348811340125255	0.00053154804299463	0.000328337417299643	0.000348811340125255	0.000329342067424321	1.00465012467813e-06
"Ctenophthalmus_orientalis"	0.020250612401729	0.020204384747032	0.0201264001063158	0.0201984193386008	0.0200837695922226	7.75043297868119e-05	2.40000594425442e-05	3.43608386886783e-05	1.06495962827893e-05	0.000619868707550539	0.000532479814139467	0.000530307649799948	0.000144647231440921	0.000820134859002113	0.00119976663620737	0.0012014846781418	1.00148728663773	0.000817827651318746	0.000635258631056968	0.000817827651318746	0.00032832345641394	0.000635258631056968	0.00032943066112518	1.10720471124017e-06
"Hystrichopsylla_talpae"	0.0252584722071157	0.025200785897449	0.0251410597171178	0.0251933770735427	5.03125565625746e-05	9.6701554110893e-05	2.99391080838671e-05	2.61697110736181e-05	1.32831850449673e-05	0.00077286059992514	0.000664159252248364	0.000661449482970854	0.000180417658622255	0.00102348588510689	0.000663126568189607	0.000664435053743287	0.00102228456414843	1.00102060747893	0.00079289087608952	0.00102060747892968	0.000409515712235427	0.00079289087608952	0.00041089716300844	1.38145077301276e-06
"Peromyscopsylla_bidentata"	0.0252424619297122	0.000166890262173283	0.0251473587383198	0.0251822410414003	3.54723819506859e-05	0.0251617141926747	3.42913911497011e-05	2.37773662271266e-05	1.58937064931639e-05	0.000903424963439711	0.000794685324658193	0.000433642894113523	0.000180303299497945	0.00115405850554236	0.000434825306845213	0.000436014175156569	0.000794073288821209	0.00079289087608952	1.00115082675178	0.00079289087608952	0.00018182048369952	0.0011508267517833	0.000541273543594873	0.000359453059895353
"Megabothris_turbidus"	0.0252584722071157	0.025200785897449	0.0251410597171178	0.0251933770735426	5.03125565625746e-05	9.6701554110893e-05	2.99391080838671e-05	2.61697110736181e-05	1.32831850449673e-05	0.00077286059992514	0.000664159252248363	0.000661449482970854	0.000180417658622255	0.00102348588510689	0.000663126568189607	0.000664435053743287	0.00102228456414843	0.00102060747892968	0.00079289087608952	1.00102060747893	0.000409515712235427	0.00079289087608952	0.00041089716300844	1.38145077301276e-06
"Nosopsyllus_mokrzeckyi"	0.050287448456634	0.0502333468022236	0.000102935816848548	0.000169806328593765	5.33164969198187e-05	8.9343242751605e-05	2.73860244343558e-05	3.01082776704733e-05	1.64095640248677e-05	0.000821484408329467	0.000820478201243385	0.00081756091280159	0.000359196060404528	0.000821677057731881	0.000819338129365584	0.000820843543249107	0.000820808641034849	0.000819031424470855	0.00036364096739904	0.000819031424470855	1.00081586284952	0.00036364096739904	0.000817139181554961	1.27633203930864e-06
"Palaeopsylla_soricis"	0.0252424619297122	0.000166890262173283	0.0251473587383198	0.0251822410414003	3.54723819506859e-05	0.0251617141926747	3.42913911497011e-05	2.37773662271266e-05	1.58937064931639e-05	0.000903424963439711	0.000794685324658193	0.000433642894113523	0.000180303299497945	0.00115405850554236	0.000434825306845213	0.000436014175156569	0.000794073288821209	0.00079289087608952	0.0011508267517833	0.00079289087608952	0.00018182048369952	1.00115082675178	0.000541273543594873	0.000359453059895353
"Megabothris_walkeri"	0.0335908262653241	0.0335307479150853	0.000108731216034352	0.000155012655507464	3.56465359213774e-05	0.0335062108613032	3.42721468899581e-05	2.81129383621483e-05	2.05404756730766e-05	0.00102809216688026	0.00102702378365383	0.000546309580925049	0.000239934473323743	0.00102823664651723	0.000547497798789095	0.000548903445707202	0.000549051101875299	0.000547862884011254	0.000721698058126498	0.000547862884011254	0.000544759454369974	0.000721698058126497	1.00102341960953	0.000478660155161474
"Doratopsylla_dasycnema"	0.000197581882704186	0.000125550140808898	0.00012032201440596	0.00012542530933486	3.06613924494723e-07	0.100339946098406	4.80443918011626e-05	2.41222597454985e-05	2.88022989694944e-05	0.00144130768398184	0.00144011494847472	3.80691717196589e-06	1.41129916217276e-06	0.00144135582408792	3.81713763611571e-06	5.02325062339064e-06	5.53602355620085e-06	5.52580309205103e-06	0.00143781223958141	5.52580309205103e-06	2.55266407861729e-06	0.00143781223958141	0.00143598046548442	1.00143342780141
