"Perca_fluviatilis"	"Rutilus_rutilus"	"Abramiz_brama"	"Scardinius_erythrophtalmus"	"Sander_lucioperca"	"Esox_lucius"	"Anguilla_anguilla"	"Carassius_auratus_gibelio"	"Ergasilus_sieboldi"	"Tylodelphys_clavata"	"Posthodiplostomum_cuticola"	"Diplozoon_paradoxum"	"Caryophyllaeus_laticeps"	"Triaenophorus_nodulosus"	"Camallanus_lacustris"	"Hysterothylacium_aduncum"	"Apatemon_gracilis"	"Anguillicola_crassus"	"Camallanus_truncatus"	"Acanthocephalus_anguillae"	"Pomphorhynchus_laevis"	"Achtheres_percarum"
"Perca_fluviatilis"	1.00552935174557	0.000499239653569406	0.000498407587480124	0.000497493146848002	0.000930874953843412	0.00193701189564065	0.000207861039331716	7.70078729664811e-07	0.014477521389454	0.0144438564636413	3.08031491865924e-05	3.07261413136259e-05	1.82888126424259e-05	0.0144131303223277	0.0144131303223277	0.0143879768987828	0.0143647050249367	1.03930519665858e-05	2.32718738460853e-05	8.32066089282343e-06	0.0143647050249367	2.32718738460853e-05
"Rutilus_rutilus"	0.00058244626249764	1.004072671198	0.00239921674600748	0.00156009030326313	0.000242826975951662	0.000580062563554495	0.000242103793273692	0.000421592258457856	0.0168625292015126	0.0168443533374502	0.0168636903383142	0.0168215311124685	0.0167825288548869	2.28222249816858e-05	2.28222249816858e-05	1.4391335291615e-05	8.32066089282343e-06	1.21051896636846e-05	6.07067439879156e-06	0.0167345445199667	8.32066089282343e-06	6.07067439879156e-06
"Abramiz_brama"	0.000697770622472173	0.00287906009520897	1.00287426166172	0.00186898818330923	0.000290906717190091	0.000694914951138285	0.000290040344341883	0.000505067525632512	0.0202013099834121	0.0201795352982653	0.0202027010253005	0.0201521942727372	0.0201054695681545	2.73410255280596e-05	2.73410255280596e-05	1.72408196793548e-05	9.96815174960247e-06	1.45020172170941e-05	7.27266792975229e-06	4.79843349201495e-05	9.96815174960247e-06	7.27266792975229e-06
"Scardinius_erythrophtalmus"	0.000870613006984004	0.0023401354548947	0.00233623522913654	1.00233194888103	0.000362966229371187	0.00086704996702949	0.000361885250255334	0.000630176082310527	0.025205307680284	0.025178139262037	0.0252070432924211	0.02514402568419	8.57269621643091e-05	3.41135778469373e-05	3.41135778469373e-05	2.15114844054797e-05	1.24373286712001e-05	1.80942625127667e-05	9.07415573427968e-06	3.90022575815783e-05	1.24373286712001e-05	9.07415573427968e-06
"Sander_lucioperca"	0.00162903116922597	0.000364240463927493	0.000363633396487614	0.000362966229371187	1.00665330766828	0.000364896566179103	0.000362372765485206	5.61842056712369e-07	0.0252392631160446	5.48117860633864e-05	2.24736822684947e-05	2.24174980628235e-05	1.33433423285438e-05	3.23942880005629e-05	3.23942880005629e-05	0.025189604565553	2.32718738460853e-05	1.81186382742603e-05	0.0251663326917069	6.07067439879156e-06	2.32718738460853e-05	0.0251663326917069
"Esox_lucius"	0.00338977081737114	0.000870093845331742	0.000868643688922856	0.00086704996702949	0.000364896566179104	1.00337720837232	0.000362004721377822	1.34212248228212e-06	0.0252136288439653	0.025186406193742	5.36848992912849e-05	5.35506870430567e-05	3.18744378673195e-05	0.0251328555066989	0.0251328555066989	5.75477115454939e-05	4.84252973910163e-05	1.81002360688911e-05	9.12241415447759e-06	1.45015640888624e-05	4.84252973910163e-05	9.12241415447759e-06
"Anguilla_anguilla"	0.000727513637661004	0.000726311379821075	0.000725100860854706	0.000723770500510668	0.000724745530970411	0.000724009442755645	1.00574843841086	1.1203375787856e-06	0.0503787353162461	7.31947574290223e-05	4.48135031514239e-05	4.47014693935454e-05	2.66072068807787e-05	2.84932880354769e-05	2.84932880354769e-05	2.8511690240846e-05	1.03930519665858e-05	0.0502874219205429	1.81186382742603e-05	1.21051896636846e-05	1.03930519665858e-05	1.81186382742603e-05
"Carassius_auratus_gibelio"	5.39055110765368e-06	0.00252955355074714	0.00252533762816256	0.00252070432924211	2.24736822684948e-06	5.36848992912849e-06	2.2406751575712e-06	1.00251016750844	0.000156063024724834	0.000155894806761284	0.100406700337484	0.000155683586640089	9.26659784090368e-05	2.11220121194693e-07	2.11220121194693e-07	1.33192078637718e-07	7.70078729664811e-08	1.1203375787856e-07	5.61842056712369e-08	4.21592258457856e-05	7.7007872966481e-08	5.61842056712369e-08
"Ergasilus_sieboldi"	0.014477521389454	0.0144535964584394	0.0144295071310087	0.0144030329601623	0.0144224360663112	0.0144077879108373	0.0143939243760703	2.22947178178334e-05	1.0025368327933	0.00145657567283754	0.000891788712713336	0.000889559240931553	0.000529483416927496	0.00056701643190599	0.00056701643190599	0.000567382635792836	0.000206821734135057	0.000719696218803517	0.00036056090165778	0.000240893274307323	0.000206821734135057	0.000360560901657779
"Tylodelphys_clavata"	0.0202213990490978	0.0202132240049402	0.0201795352982653	0.0201425114096296	4.38494288507091e-05	0.0201491249549936	2.92779029716089e-05	3.11789613522568e-05	0.00203920594197256	1.0020366458111	0.00124715845409027	0.00124404055795505	0.000740477772714308	0.000792605253147665	0.000792605253147665	0.000289973364994094	0.000288877129272826	1.46389514858045e-06	1.09623572126773e-06	0.000336887066749003	0.000288877129272826	1.09623572126773e-06
"Posthodiplostomum_cuticola"	5.39055110765368e-05	0.0252955355074714	0.0252533762816256	0.0252070432924211	2.24736822684948e-05	5.36848992912849e-05	2.2406751575712e-05	0.0251016750843709	0.00156063024724834	0.00155894806761284	1.00406700337484	0.00155683586640089	0.000926659784090368	2.11220121194693e-06	2.11220121194693e-06	1.33192078637718e-06	7.70078729664811e-07	1.1203375787856e-06	5.61842056712369e-07	0.000421592258457856	7.7007872966481e-07	5.61842056712369e-07
"Diplozoon_paradoxum"	7.16943297317939e-05	0.0336430622249369	0.033586990454562	0.03352536757892	2.9889997417098e-05	7.1400916057409e-05	2.98009795956969e-05	5.18945288800298e-05	0.00207563822884029	0.00207340092992508	0.00207578115520119	1.00207059170231	0.00123245751284019	2.80922761188942e-06	2.80922761188942e-06	1.77145464588165e-06	1.0242047104542e-06	1.49004897978485e-06	7.47249935427451e-07	0.000560717703748949	1.0242047104542e-06	7.4724993542745e-07
"Caryophyllaeus_laticeps"	6.40108442484906e-05	0.0503475865646606	0.0502636739203862	0.000171453924328618	2.66866846570877e-05	6.3748875734639e-05	2.66072068807787e-05	4.63329892045184e-05	0.00185319195924624	0.00185119443178577	0.00185331956818074	0.00184868626926028	1.00184439992115	2.50816252548727e-06	2.50816252548727e-06	1.58160774854849e-06	9.14440632121295e-07	1.33036034403894e-06	6.67167116427192e-07	0.000839126442744344	9.14440632121295e-07	6.67167116427192e-07
"Triaenophorus_nodulosus"	0.0504459561281469	6.84666749450574e-05	6.8352563820149e-05	6.82271556938746e-05	6.47885760011258e-05	0.0502657110133978	2.84932880354769e-05	1.05610060597347e-07	0.00198455751167097	0.00198151313286916	4.22440242389387e-06	4.21384141783414e-06	2.50816252548727e-06	1.00197729929145	0.00197729929145133	0.000722276230516412	0.000720656516116384	1.42466440177384e-06	1.61971440002814e-06	1.14111124908429e-06	0.000720656516116384	1.61971440002814e-06
"Camallanus_lacustris"	0.0504459561281469	6.84666749450574e-05	6.8352563820149e-05	6.82271556938746e-05	6.47885760011258e-05	0.0502657110133978	2.84932880354769e-05	1.05610060597347e-07	0.00198455751167096	0.00198151313286916	4.22440242389387e-06	4.21384141783414e-06	2.50816252548727e-06	0.00197729929145133	1.00197729929145	0.000722276230516412	0.000720656516116384	1.42466440177384e-06	1.61971440002814e-06	1.14111124908429e-06	0.000720656516116384	1.61971440002814e-06
