"Buffalo"	"Bushbuck"	"Bushpig"	"common_duiker"	"Giraffe"	"Hippo"	"Impala"	"Klipspringer"	"Kudu"	"Nyala"	"Reedbuck"	"Steenbok"	"Tsessebe"	"Warthog"	"Waterbuck"	"White_Rhino"	"Wildebeest"	"Zebra"	"Lion"	"Leopard"	"Cheetah"	"wild_dog"
"Buffalo"	1.00065047997357	0.000653862375788953	0.000314890443071182	0.000653862375788953	0.000650479973573561	0.000314890443071182	0.000653862375788953	0.000335589530502379	0.000653862375788953	0.000653862375788953	0.000337337276778299	0.000653862375788953	0.000650479973573561	0.000652227719849481	0.000653862375788953	0.000314890443071182	0.000652227719849481	0.000650479973573561	0.0503824708913891	0.0503384295753569	0.000174774627591947	0.000114425915763067
"Bushbuck"	0.000326931187894477	1.00093865993695	0.000158223313015293	0.00093865993694781	0.000326931187894477	0.000158223313015293	0.00093865993694781	0.000168707874879184	0.00093865993694781	0.00093865993694781	0.000420947116947291	0.00093865993694781	0.000326931187894477	0.000579170429962584	0.00093865993694781	0.000158223313015293	0.000579170429962584	0.000326931187894477	0.0253157300824469	0.0253061812318776	0.0252239242068107	0.0251642654889659
"Bushpig"	0.000629780886142364	0.000632893252061171	1.00062791984908	0.000632893252061171	0.000629780886142364	0.000627919849077027	0.000632893252061171	1.86103706533653e-06	0.000632893252061171	0.000632893252061171	3.39116985399125e-06	0.000632893252061171	0.000629780886142364	0.000631311018931018	0.000632893252061171	0.000627919849077027	0.000631311018931018	0.000629780886142364	0.100467175852324	0.000279155559800479	0.000153013278865472	0.000110756319110705
"common_duiker"	0.000326931187894477	0.00093865993694781	0.000158223313015293	1.00093865993695	0.000326931187894477	0.000158223313015293	0.00093865993694781	0.000168707874879184	0.00093865993694781	0.00093865993694781	0.000420947116947291	0.00093865993694781	0.000326931187894477	0.000579170429962584	0.00093865993694781	0.000158223313015293	0.000579170429962584	0.000326931187894477	0.0253157300824469	0.0253061812318776	0.0252239242068107	0.0251642654889659
"Giraffe"	0.000650479973573561	0.000653862375788953	0.000314890443071182	0.000653862375788953	1.00065047997357	0.000314890443071182	0.000653862375788953	0.000335589530502379	0.000653862375788953	0.000653862375788953	0.000337337276778299	0.000653862375788953	0.000650479973573561	0.000652227719849481	0.000653862375788953	0.000314890443071182	0.000652227719849481	0.000650479973573561	0.0503824708913891	0.0503384295753569	0.000174774627591947	0.000114425915763067
"Hippo"	0.000629780886142364	0.000632893252061171	0.000627919849077027	0.000632893252061171	0.000629780886142364	1.00062791984908	0.000632893252061171	1.86103706533653e-06	0.000632893252061171	0.000632893252061171	3.39116985399125e-06	0.000632893252061171	0.000629780886142364	0.000631311018931018	0.000632893252061171	0.000627919849077027	0.000631311018931018	0.000629780886142364	0.100467175852324	0.000279155559800479	0.000153013278865472	0.000110756319110705
"Impala"	0.000326931187894477	0.00093865993694781	0.000158223313015293	0.00093865993694781	0.000326931187894477	0.000158223313015293	1.00093865993695	0.000168707874879184	0.00093865993694781	0.00093865993694781	0.000420947116947291	0.00093865993694781	0.000326931187894477	0.000579170429962584	0.00093865993694781	0.000158223313015293	0.000579170429962584	0.000326931187894477	0.0253157300824469	0.0253061812318776	0.0252239242068107	0.0251642654889659
"Klipspringer"	0.000671179061004759	0.000674831499516735	1.86103706533653e-06	0.000674831499516735	0.000671179061004759	1.86103706533653e-06	0.000674831499516735	1.00066931802394	0.000674831499516735	0.000674831499516735	0.000671283383702606	0.000674831499516735	0.000671179061004759	0.000673144420767943	0.000674831499516735	1.86103706533653e-06	0.000673144420767943	0.000671179061004759	0.000297765930453844	0.100397703590913	0.000196535976318422	0.000118095512415429
"Kudu"	0.000326931187894477	0.00093865993694781	0.000158223313015293	0.00093865993694781	0.000326931187894477	0.000158223313015293	0.00093865993694781	0.000168707874879184	1.00093865993695	0.00093865993694781	0.000420947116947291	0.00093865993694781	0.000326931187894477	0.000579170429962584	0.00093865993694781	0.000158223313015293	0.000579170429962584	0.000326931187894477	0.0253157300824469	0.0253061812318776	0.0252239242068107	0.0251642654889659
"Nyala"	0.000326931187894477	0.00093865993694781	0.000158223313015293	0.00093865993694781	0.000326931187894477	0.000158223313015293	0.00093865993694781	0.000168707874879184	0.00093865993694781	1.00093865993695	0.000420947116947291	0.00093865993694781	0.000326931187894477	0.000579170429962584	0.00093865993694781	0.000158223313015293	0.000579170429962584	0.000326931187894477	0.0253157300824469	0.0253061812318776	0.0252239242068107	0.0251642654889659
"Reedbuck"	0.000337337276778299	0.000841894233894582	1.69558492699563e-06	0.000841894233894582	0.000337337276778299	1.69558492699563e-06	0.000841894233894582	0.000335641691851303	0.000841894233894582	0.000841894233894582	1.00083809391338	0.000841894233894582	0.000337337276778299	0.000839789498309846	0.000841894233894582	1.69558492699563e-06	0.000839789498309846	0.000337337276778299	0.0002712935883193	0.0503462537776955	0.0502452221531547	0.000147331490931552
"Steenbok"	0.000326931187894477	0.00093865993694781	0.000158223313015293	0.00093865993694781	0.000326931187894477	0.000158223313015293	0.00093865993694781	0.000168707874879184	0.00093865993694781	0.00093865993694781	0.000420947116947291	1.00093865993695	0.000326931187894477	0.000579170429962584	0.00093865993694781	0.000158223313015293	0.000579170429962584	0.000326931187894477	0.0253157300824469	0.0253061812318776	0.0252239242068107	0.0251642654889659
"Tsessebe"	0.000650479973573561	0.000653862375788953	0.000314890443071182	0.000653862375788953	0.000650479973573561	0.000314890443071182	0.000653862375788953	0.000335589530502379	0.000653862375788953	0.000653862375788953	0.000337337276778299	0.000653862375788953	1.00065047997357	0.000652227719849481	0.000653862375788953	0.000314890443071182	0.000652227719849481	0.000650479973573561	0.0503824708913891	0.0503384295753569	0.000174774627591947	0.000114425915763067
"Warthog"	0.000434818479899654	0.000772227239950112	0.000210437006310339	0.000772227239950112	0.000434818479899654	0.000210437006310339	0.000772227239950112	0.000224381473589314	0.000772227239950112	0.000772227239950112	0.000559859665539897	0.000772227239950112	0.000434818479899654	1.00077029667185	0.000772227239950112	0.000210437006310339	0.000770296671850236	0.000434818479899654	0.0336699210096543	0.0336572210383971	0.0335478191950583	0.00013513976699127
"Waterbuck"	0.000326931187894477	0.00093865993694781	0.000158223313015293	0.00093865993694781	0.000326931187894477	0.000158223313015293	0.00093865993694781	0.000168707874879184	0.00093865993694781	0.00093865993694781	0.000420947116947291	0.00093865993694781	0.000326931187894477	0.000579170429962584	1.00093865993695	0.000158223313015293	0.000579170429962584	0.000326931187894477	0.0253157300824469	0.0253061812318776	0.0252239242068107	0.0251642654889659
