"Clethrionomys_rutilus"	"Spermophilus_undulatus"	"Microtus_gregalis"	"Tamias_sibiricus"	"Microtus_oeconomus"	"Myopus_schisticolor"	"Sorex_araneus"	"Sciurus_vulgaris"	"Citellophilus_tesquorum"	"Megabothris_advenarius"	"Catallagia_ioffi"	"Amphipsylla_primaris"	"Catallagia_dacenkoi"	"Frontopsylla_luculenta"	"Amalaraeus_penicilliger"	"Megabothris_calcarifer"	"Ceratophyllus_indages"	"Corrodopsylla_birulai"	"Megabothris_rectangulatus"	"Oropsylla_alaskensis"	"Ceratophyllus_paradoxus"	"Amphipsylla_marikovskii"	"Neopsylla_mana"	"Rhadinopsylla_dahurica"	"Rhadinopsylla_pseudodahurica"
"Clethrionomys_rutilus"	1.0052823349842	0.000572156307048009	0.00138962330648761	0.000767231484064121	0.00112916112882744	0.000543850111717769	0.000157512789768131	0.000259139988897033	1.66935524665646e-05	0.00776913068181822	0.0077844753114995	0.00776913068181822	0.00776013354392589	0.00776175445581205	0.00776913068181822	5.15342731595015e-05	0.00777419966691099	0.00779217172607373	0.00779591843764047	1.66935524665646e-05	0.00773294103834	0.00773294103834	1.73702913310952e-05	0.00773294103834	0.00773294103834
"Spermophilus_undulatus"	0.00148760639832482	1.00349119335945	0.0010791163179918	0.000809660838176601	0.000407942224350817	0.00040555347312966	0.00241901319718263	9.24292404832515e-07	0.0201504576404284	3.17311171883713e-05	4.79243339519033e-05	3.17311171883713e-05	3.17207997974432e-05	0.0200947559473048	3.17311171883713e-05	3.64812078109431e-05	2.77287721449755e-05	0.0201983716569894	0.0201177482011409	0.0201504576404284	1.14431261409602e-05	1.14431261409602e-05	1.34889539748975e-05	1.14431261409602e-05	1.14431261409602e-05
"Microtus_gregalis"	0.00225813787304237	0.000674447698744876	1.00392317107459	0.000990808601918464	0.00224893714795348	1.89022121377158e-06	2.37378912207908e-06	1.24369442707239e-06	1.35680802789668e-05	0.0126038922155627	0.012623708387601	0.0126038922155627	1.74648023917837e-05	0.0125798988837383	0.0126038922155627	0.0126063380962699	3.73108328121717e-05	5.08490547091199e-05	0.0126371973415759	1.35680802789668e-05	1.73702913310952e-05	1.73702913310952e-05	0.0125490396384324	1.73702913310952e-05	1.73702913310952e-05
"Tamias_sibiricus"	0.00199480185856672	0.0008096608381766	0.00158529376306954	1.00264899440694	0.0015816003452496	0.000404142307692202	0.00040533515931297	0.000671181422000673	2.9704388740631e-05	6.15208074738117e-05	0.0201145006956126	6.15208074738117e-05	3.55517450658925e-05	5.13540184831837e-05	6.15208074738117e-05	0.0200991560659314	0.0201354426600202	0.0201182360219454	0.0201306939123762	2.9704388740631e-05	1.53446296812824e-05	1.53446296812824e-05	1.98161720383693e-05	1.53446296812824e-05	1.53446296812824e-05
"Microtus_oeconomus"	0.00244651577912611	0.000339951853625681	0.00299858286393797	0.001318000287708	1.00299273127952	1.98864802408294e-06	1.7283737497504e-06	1.51101531442421e-06	6.85664953083863e-06	0.0167728471592718	0.0167992071650259	0.0167728471592717	1.89187845483281e-05	6.31006750188622e-05	0.0167728471592718	0.0167803878128788	4.53304594327264e-05	5.21354398333267e-05	0.0168060062020984	6.85664953083863e-06	1.88193521471239e-05	1.88193521471239e-05	3.74822857992246e-05	1.88193521471239e-05	1.88193521471239e-05
"Myopus_schisticolor"	0.0035350257261655	0.00101388368282415	7.56088485508634e-06	0.0010103557692305	5.96594407224881e-06	1.00351569205387	0.0010109407683856	1.5852716043645e-06	5.39756992693364e-05	2.73864490477812e-05	4.75935644323913e-05	2.73864490477812e-05	0.0502029771082795	4.756469030306e-05	2.73864490477812e-05	2.04010588465028e-05	4.7558148130935e-05	0.0502771599229335	6.78712380888743e-05	5.39756992693364e-05	2.71925055858885e-05	2.71925055858885e-05	9.45110606885793e-08	2.71925055858885e-05	2.71925055858885e-05
"Sorex_araneus"	0.000682555422328569	0.00403168866197105	6.33010432554421e-06	0.000675558598854951	3.4567474995008e-06	0.000673960512257069	1.00402683257557	6.27478204103793e-07	0.0335481948590917	5.38716508799869e-06	1.88983370650977e-05	5.38716508799869e-06	3.89484519384578e-05	8.59633258690946e-05	5.38716508799869e-06	1.36479107394933e-05	1.88243461231138e-05	0.0336006544830073	9.95321103045187e-05	0.0335481948590917	5.25042632560437e-06	5.25042632560437e-06	7.91263040693027e-08	5.25042632560437e-06	5.25042632560437e-06
"Sciurus_vulgaris"	0.00336881985566143	4.62146202416257e-06	9.94955541657912e-06	0.00335590711000336	9.06609188654527e-06	3.170543208729e-06	1.88243461231138e-06	1.0033475930482	1.55177060893631e-07	2.61894698638529e-05	9.33076120639202e-05	2.61894698638529e-05	2.60725260501397e-05	2.61307975728938e-05	2.61894698638529e-05	6.73936131742169e-05	0.100427791445909	9.33458453111007e-05	9.34000413044035e-05	1.55177060893631e-07	2.59139988897033e-05	2.59139988897033e-05	1.24369442707239e-07	2.59139988897033e-05	2.59139988897033e-05
"Citellophilus_tesquorum"	0.00010850809103267	0.050376144101071	5.42723211158673e-05	7.42609718515776e-05	2.05699485925159e-05	5.39756992693364e-05	0.0503222922886376	7.75885304468154e-08	1.00268493262498	1.8559141138185e-06	3.34113355085005e-06	1.8559141138185e-06	3.53346258679505e-06	0.0010090359636587	1.8559141138185e-06	2.50645592752182e-06	2.32765591340446e-06	0.00268995130699983	0.00101086401557227	0.00268493262497601	8.34677623328228e-07	8.34677623328228e-07	6.78404013948341e-07	8.34677623328228e-07	8.34677623328228e-07
"Megabothris_advenarius"	0.0336662329545456	5.28851953139522e-05	0.0336103792415005	0.00010253467912302	0.0335456943185435	1.82576326985208e-05	5.38716508799869e-06	8.72982328795098e-06	1.237276075879e-06	1.00123819566856	0.00124024636213755	0.00123819566855509	0.0002598839043622	0.000680158467152309	0.00123819566855509	0.000981275339410274	0.000261894698638529	0.000263171874020539	0.00124130406604383	1.237276075879e-06	0.000258971022727274	0.000258971022727274	0.000420129740518756	0.000258971022727274	0.000258971022727274
"Catallagia_ioffi"	0.0252995447623734	5.99054174398792e-05	0.0252474167752021	0.0251431258695158	0.0251988107475389	2.37967822161956e-05	1.41737527988233e-05	2.33269030159801e-05	1.67056677542503e-06	0.000930184771603161	1.00143304728899	0.000930184771603161	0.000195801721898297	0.000511402700826311	0.000930184771603162	0.00123843540620599	0.000699807090479402	0.000700334806064038	0.00143424539734228	1.67056677542503e-06	0.000194611882787488	0.000194611882787488	0.000315592709690026	0.000194611882787488	0.000194611882787488
