"Clethrionomys_rutilus"	"Spermophilus_undulatus"	"Microtus_gregalis"	"Tamias_sibiricus"	"Microtus_oeconomus"	"Myopus_schisticolor"	"Sorex_araneus"	"Sciurus_vulgaris"	"Citellophilus_tesquorum"	"Megabothris_advenarius"	"Catallagia_ioffi"	"Amphipsylla_primaris"	"Catallagia_dacenkoi"	"Frontopsylla_luculenta"	"Amalaraeus_penicilliger"	"Megabothris_calcarifer"	"Ceratophyllus_indages"	"Corrodopsylla_birulai"	"Megabothris_rectangulatus"	"Oropsylla_alaskensis"	"Ceratophyllus_paradoxus"	"Amphipsylla_marikovskii"	"Neopsylla_mana"	"Rhadinopsylla_dahurica"	"Rhadinopsylla_pseudodahurica"
"Amphipsylla_primaris"	0.0336662329545456	5.28851953139522e-05	0.0336103792415004	0.00010253467912302	0.0335456943185435	1.82576326985208e-05	5.38716508799869e-06	8.72982328795098e-06	1.237276075879e-06	0.00123819566855509	0.00124024636213755	1.00123819566855	0.0002598839043622	0.000680158467152309	0.00123819566855509	0.000981275339410274	0.000261894698638529	0.000263171874020539	0.00124130406604383	1.237276075879e-06	0.000258971022727274	0.000258971022727274	0.000420129740518756	0.000258971022727274	0.000258971022727274
"Catallagia_dacenkoi"	0.0504408680355183	7.93019994936079e-05	6.9859209567135e-05	8.88793626647313e-05	5.67563536449842e-05	0.0502029771082795	5.84226779076867e-05	1.30362630250699e-05	3.53346258679505e-06	0.0003898258565433	0.000391603443796595	0.0003898258565433	1.00289815553261	0.000390465957305756	0.0003898258565433	3.59676660030022e-06	0.000391087890752096	0.00290346658245036	0.000393189483786467	3.53346258679505e-06	0.000388006677196294	0.000388006677196294	8.73240119589188e-07	0.000388006677196294	0.000388006677196294
"Frontopsylla_luculenta"	0.0336342693085189	0.0334912599121747	0.0335463970233022	8.55900308053062e-05	0.000126201350037724	3.17097935353733e-05	8.59633258690946e-05	8.71026585763126e-06	0.000672690642439131	0.000680158467152309	0.000681870267768415	0.000680158467152309	0.000260310638203837	1.00134788030956	0.000680158467152309	0.000423145119241346	0.000261307975728938	0.000934713081259074	0.00135169546601191	0.000672690642439131	0.000258725148527068	0.000258725148527068	0.000419329962791278	0.000258725148527068	0.000258725148527068
"Amalaraeus_penicilliger"	0.0336662329545456	5.28851953139522e-05	0.0336103792415004	0.000102534679123019	0.0335456943185435	1.82576326985208e-05	5.38716508799869e-06	8.72982328795098e-06	1.237276075879e-06	0.00123819566855509	0.00124024636213755	0.00123819566855509	0.0002598839043622	0.000680158467152309	1.00123819566856	0.000981275339410274	0.000261894698638529	0.000263171874020539	0.00124130406604383	1.237276075879e-06	0.000258971022727274	0.000258971022727274	0.000420129740518756	0.000258971022727274	0.000258971022727274
"Megabothris_calcarifer"	0.000223315183691173	6.08020130182386e-05	0.0336169015900532	0.0334985934432189	0.0335607756257576	1.36007058976685e-05	1.36479107394933e-05	2.2464537724739e-05	1.67097061834788e-06	0.000981275339410274	0.00165124720827465	0.000981275339410274	2.39784440020014e-06	0.000423145119241346	0.000981275339410274	1.00164952939917	0.000673936131742169	0.000674040683882927	0.00165246324853502	1.67097061834788e-06	1.71780910531672e-06	1.71780910531672e-06	0.000420211269875665	1.71780910531672e-06	1.71780910531672e-06
"Ceratophyllus_indages"	0.0336881985566143	4.62146202416257e-05	9.94955541657912e-05	0.0335590711000336	9.06609188654527e-05	3.170543208729e-05	1.88243461231138e-05	0.0334759304819698	1.55177060893631e-06	0.000261894698638529	0.000933076120639202	0.000261894698638529	0.000260725260501397	0.000261307975728938	0.000261894698638529	0.000673936131742169	1.00427791445909	0.000933458453111007	0.000934000413044035	1.55177060893631e-06	0.000259139988897033	0.000259139988897033	1.24369442707239e-06	0.000259139988897033	0.000259139988897033
"Corrodopsylla_birulai"	0.0202596464877917	0.0201983716569894	8.13584875345918e-05	0.0201182360219454	6.25625277999921e-05	0.0201108639691734	0.0201603926898044	1.86691690622201e-05	0.00107598052279993	0.000157903124412324	0.000560267844851231	0.000157903124412324	0.00116138663298014	0.000560827848755445	0.000157903124412324	0.000404424410329756	0.000560075071866604	1.00263973187622	0.000964235277991019	0.00107598052279993	0.000155843434521475	0.000155843434521475	1.0169810941824e-06	0.000155843434521475	0.000155843434521475
"Megabothris_rectangulatus"	0.0202693879378652	0.0201177482011409	0.0202195157465215	0.0201306939123762	0.0201672074425181	2.71484952355497e-05	5.97192661827112e-05	1.86800082608807e-05	0.000404345606228908	0.000744782439626297	0.00114739631787382	0.000744782439626296	0.000157275793514587	0.000811017279607146	0.000744782439626296	0.00099147794912101	0.000560400247826421	0.000964235277991019	1.0015497512819	0.000404345606228908	0.000155918368752809	0.000155918368752809	0.000252743946831519	0.000155918368752809	0.000155918368752809
"Oropsylla_alaskensis"	0.00010850809103267	0.050376144101071	5.42723211158673e-05	7.42609718515776e-05	2.05699485925159e-05	5.39756992693365e-05	0.0503222922886376	7.75885304468154e-08	0.00268493262497601	1.8559141138185e-06	3.34113355085005e-06	1.8559141138185e-06	3.53346258679505e-06	0.0010090359636587	1.8559141138185e-06	2.50645592752182e-06	2.32765591340446e-06	0.00268995130699983	0.00101086401557227	1.00268493262498	8.34677623328228e-07	8.34677623328228e-07	6.78404013948341e-07	8.34677623328228e-07	8.34677623328228e-07
"Ceratophyllus_paradoxus"	0.10052823349842	5.72156307048009e-05	0.000138962330648761	7.67231484064121e-05	0.000112916112882744	5.43850111717769e-05	1.57512789768131e-05	2.59139988897033e-05	1.66935524665646e-06	0.000776913068181822	0.00077844753114995	0.000776913068181822	0.000776013354392589	0.000776175445581206	0.000776913068181822	5.15342731595015e-06	0.000777419966691099	0.000779217172607374	0.000779591843764046	1.66935524665646e-06	1.00077329410383	0.000773294103834	1.73702913310952e-06	0.000773294103834	0.000773294103834
"Amphipsylla_marikovskii"	0.10052823349842	5.72156307048009e-05	0.000138962330648761	7.67231484064121e-05	0.000112916112882744	5.43850111717769e-05	1.57512789768131e-05	2.59139988897033e-05	1.66935524665646e-06	0.000776913068181822	0.00077844753114995	0.000776913068181822	0.000776013354392589	0.000776175445581206	0.000776913068181822	5.15342731595015e-06	0.000777419966691099	0.000779217172607374	0.000779591843764046	1.66935524665646e-06	0.000773294103834	1.00077329410383	1.73702913310952e-06	0.000773294103834	0.000773294103834
"Neopsylla_mana"	0.000225813787304237	6.74447698744876e-05	0.100392317107459	9.90808601918464e-05	0.000224893714795348	1.89022121377158e-07	2.37378912207908e-07	1.24369442707239e-07	1.35680802789668e-06	0.00126038922155627	0.0012623708387601	0.00126038922155627	1.74648023917837e-06	0.00125798988837383	0.00126038922155627	0.00126063380962699	3.73108328121717e-06	5.08490547091198e-06	0.00126371973415759	1.35680802789668e-06	1.73702913310952e-06	1.73702913310952e-06	1.00125490396384	1.73702913310952e-06	1.73702913310952e-06
"Rhadinopsylla_dahurica"	0.10052823349842	5.72156307048009e-05	0.000138962330648761	7.67231484064121e-05	0.000112916112882744	5.43850111717769e-05	1.57512789768131e-05	2.59139988897033e-05	1.66935524665646e-06	0.000776913068181822	0.00077844753114995	0.000776913068181822	0.000776013354392589	0.000776175445581206	0.000776913068181822	5.15342731595015e-06	0.000777419966691099	0.000779217172607374	0.000779591843764046	1.66935524665646e-06	0.000773294103834	0.000773294103834	1.73702913310952e-06	1.00077329410383	0.000773294103834
"Rhadinopsylla_pseudodahurica"	0.10052823349842	5.72156307048009e-05	0.000138962330648761	7.67231484064121e-05	0.000112916112882744	5.43850111717769e-05	1.57512789768131e-05	2.59139988897033e-05	1.66935524665646e-06	0.000776913068181822	0.00077844753114995	0.000776913068181822	0.000776013354392589	0.000776175445581206	0.000776913068181822	5.15342731595015e-06	0.000777419966691099	0.000779217172607374	0.000779591843764046	1.66935524665646e-06	0.000773294103834	0.000773294103834	1.73702913310952e-06	0.000773294103834	1.00077329410383
