"Nephrosperma_vanhoutteanum"	"Psychotria_pervillei"	"Roscheria_melanochaetes"	"Gastonia_crassa"	"Chrysobalanus_icaco"	"Dillenia_ferruginea"	"Memecylon_eleagni"	"Campnosperma_seychellarum"	"Glionnetia_sericea"	"Excoecaria_benthiamiana"	"Apis_mellifera"	"Lasioglossum_mahense"	"Nectarinia_dussumieri"	"Hemipyrellia_germana"	"Rhiparida_seychellensis"	"Unidentified_sp5_M_PL_106"	"Pachycerina_seychellensis"	"Ceratina_tabescens"	"Neophyllomyza_approximatonervis"	"Unidentified_sp1_M_PL_106"	"Scaptodrosophila_sp1_M_PL_106"	"Agrius_convolvuli"	"Lygistorrhina_sp1_M_PL_106"	"Rhynchium_brunneum"	"Unidentified_sp2_M_PL_106"	"Unidentified_sp6_M_PL_106"	"Forcipomyia_sp1_M_PL_106"	"Ornidia_obesa"	"Unidentified_sp3_M_PL_106"	"Unidentified_sp4_M_PL_106"	"Hemipyrellia_sp1_M_PL_106"	"Megachile_seychellensis"	"Melanostoma_annulipes"	"Perissoma_aenescens"	"Simosyrphus_aegyptius"	"Xylocopa_caffra"
"Nephrosperma_vanhoutteanum"	1.00594726762939	0.000497958538403091	0.000635331244091958	0.000182235041633939	0.000604694072045146	0.000921584133227579	0.000496698396687445	0.000634266145610664	0	0.000180974899918293	0.0126682429942805	0.0126289398707661	3.78042514693695e-05	0.0125996002144258	3.00899024853008e-05	6.35331244091958e-06	0.0125743408453674	0.0125849119477943	0.0125806941578083	6.35331244091958e-06	0.0125743408453674	0	1.05711024268444e-05	1.20938814409029e-05	6.35331244091958e-06	6.35331244091958e-06	1.6924414867764e-05	2.52593690584398e-05	6.35331244091958e-06	6.35331244091958e-06	1.05711024268444e-05	1.31654876175368e-05	0.0125743408453674	6.35331244091958e-06	1.05711024268444e-05	1.31654876175368e-05
"Psychotria_pervillei"	0.00132788943574157	1.00243654503146	1.47677652242611e-06	0.00159864317094154	0.00160666880594678	0.00132823217958113	0.00131899113027434	1.47430078642874e-06	0	0.000481089269751043	0.033676248882573	0.0335160744209319	0.0335266170357148	6.77067394882929e-05	1.90140848675856e-05	1.47677652242611e-08	1.65986179467697e-05	1.66231896265435e-05	1.6613385711994e-05	1.47677652242611e-08	1.65986179467697e-05	0	2.45716797738124e-08	3.21333761189357e-05	1.47677652242611e-08	1.47677652242611e-08	3.93394449980735e-08	5.11081215415233e-05	1.47677652242611e-08	1.47677652242611e-08	2.45716797738124e-08	1.89747454225876e-05	1.65986179467697e-05	1.47677652242611e-08	2.45716797738124e-08	1.89747454225876e-05
"Roscheria_melanochaetes"	0.000508264995273566	4.43032956727832e-07	1.00840503054637	1.62281267143019e-07	7.80244233524457e-07	0.000338792991175404	4.41750066286102e-07	0.000846933261293604	0	1.60998376701289e-07	1.12698863690903e-05	1.12300675833925e-05	3.84867132519012e-08	1.12088171995244e-05	0.0101030057596925	0.0100840503054637	6.35331244091958e-06	2.0468866795813e-05	0.0100904036179046	0.0100840503054637	6.35331244091958e-06	0	1.41155543548934e-05	1.56048846704891e-08	0.0100840503054637	0.0100840503054637	0.0100981658598186	4.85550475860483e-06	0.0100840503054637	0.0100840503054637	1.41155543548934e-05	4.83989987393434e-06	6.35331244091958e-06	0.0100840503054637	1.41155543548934e-05	4.83989987393435e-06
"Gastonia_crassa"	0.000728940166535754	0.00239796475641231	8.11406335715097e-07	1.00239457391008	0.00240456420042044	0.000730657091215997	0.000723039685143659	8.10046056862264e-07	0	0.000719648838810361	0.0503754187167253	0.0001356338533319	0.0502477521380595	6.76409945360485e-05	1.04595732769143e-05	8.11406335715097e-09	9.11175208169692e-06	9.12525284931131e-06	9.11986614505409e-06	8.11406335715097e-09	9.11175208169693e-06	0	1.35007676143711e-08	4.80912840084087e-05	8.11406335715098e-09	8.11406335715098e-09	2.1614830971522e-08	5.85292424543516e-05	8.11406335715098e-09	8.11406335715097e-09	1.35007676143711e-08	1.04379584459428e-05	9.11175208169693e-06	8.11406335715097e-09	1.35007676143711e-08	1.04379584459428e-05
"Chrysobalanus_icaco"	0.000967510515272233	0.000964001283568071	1.56048846704892e-06	0.000961825680168175	1.00464829077559	0.00197531588685643	0.000291561601046764	1.55787239250231e-06	0	0.000289385997646868	0.0202570198352808	8.702413599584e-05	0.0201731904756392	0.0201332784953364	2.82603678082088e-05	1.56048846704891e-08	1.20938814409029e-05	1.2119845980778e-05	1.21094863255734e-05	1.56048846704891e-08	1.20938814409029e-05	0	2.59645398750385e-08	0.0200929658155118	1.56048846704891e-08	1.56048846704891e-08	4.15694245455277e-08	0.0201211846138955	1.56048846704892e-08	1.56048846704891e-08	2.59645398750385e-08	2.82187983836632e-05	1.20938814409029e-05	1.56048846704891e-08	2.59645398750385e-08	2.82187983836632e-05
"Dillenia_ferruginea"	0.00105323900940295	0.000569242362677627	0.000483989987393435	0.000208759168918856	0.00141093991918316	1.00511750161764	0.000567321312602554	0.000483178604346672	0	0.000206838118843783	0.0144786683190648	0.0144193277503508	5.76315022521936e-05	0.0144002057376818	0.0143717143282936	4.83989987393434e-06	1.31654876175368e-05	2.12184643566481e-05	1.80053874914712e-05	4.83989987393434e-06	1.31654876175368e-05	0	8.05297673911122e-06	2.82187983836632e-05	4.83989987393434e-06	4.83989987393434e-06	1.28928766130456e-05	0.0143870402500643	4.83989987393435e-06	4.83989987393434e-06	8.0529767391112e-06	0.0143588214516806	1.31654876175368e-05	4.83989987393434e-06	8.05297673911121e-06	0.0143588214516806
"Memecylon_eleagni"	0.00198679358674978	0.00197848669541151	2.20875033143051e-06	0.000723039685143659	0.000728904002616911	0.00198562459410894	1.00197459737472	2.20504748091679e-06	0	0.000719150364449551	0.0503405255114686	0.0502178804107141	0.000116679620823238	6.77790655168382e-05	2.84249039247906e-05	2.20875033143051e-08	2.48349198343722e-05	2.48716706257209e-05	2.48570073376866e-05	2.20875033143051e-08	2.48349198343723e-05	0	3.67507913486133e-08	1.45780800523382e-05	2.20875033143051e-08	2.20875033143051e-08	5.88382946629183e-08	4.29441456824659e-05	2.20875033143051e-08	2.20875033143051e-08	3.67507913486132e-08	2.83660656301277e-05	2.48349198343722e-05	2.20875033143051e-08	3.67507913486132e-08	2.83660656301277e-05
"Campnosperma_seychellarum"	0.000845688194147551	7.37150393214372e-07	0.00141155543548934	2.70015352287421e-07	1.29822699375193e-06	0.000563708371737785	7.35015826972265e-07	1.00727674981028	0	2.67880786045314e-07	1.8751655023172e-05	1.8685401637078e-05	6.4036987263222e-08	1.86500437058306e-05	0.0168101143612654	1.41155543548934e-05	1.05711024268444e-05	0.0167985169325982	2.46866567817378e-05	1.41155543548934e-05	1.05711024268444e-05	0	0.0167879458301714	2.59645398750385e-08	1.41155543548934e-05	1.41155543548934e-05	0.0168020613845263	8.07894127898625e-06	1.41155543548934e-05	1.41155543548934e-05	0.0167879458301714	8.05297673911121e-06	1.05711024268444e-05	1.41155543548934e-05	0.0167879458301714	8.05297673911121e-06
"Glionnetia_sericea"	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Excoecaria_benthiamiana"	0.00144779919934634	0.00144326780925313	1.60998376701289e-06	0.00143929767762072	0.00144692998823434	0.00144786683190648	0.0014383007288991	1.60728471627188e-06	0	1.00143433059727	0.100403141808669	0.000158805265296267	0.000149012410620827	6.77199016408944e-05	2.0726699800653e-05	1.60998376701289e-08	1.80974899918293e-05	1.81242780704338e-05	1.81135898294994e-05	1.60998376701289e-08	1.80974899918293e-05	0	2.67880786045314e-08	2.89385997646868e-05	1.60998376701289e-08	1.60998376701289e-08	4.28879162746603e-08	4.96224116490652e-05	1.60998376701289e-08	1.60998376701289e-08	2.67880786045314e-08	2.06838118843783e-05	1.80974899918293e-05	1.60998376701289e-08	2.67880786045314e-08	2.06838118843783e-05
"Apis_mellifera"	0.0144779919934634	0.0144326780925313	1.60998376701289e-05	0.0143929767762072	0.0144692998823434	0.0144786683190648	0.014383007288991	1.60728471627188e-05	0	0.0143433059726669	1.00403141808669	0.00158805265296267	0.00149012410620827	0.000677199016408944	0.00020726699800653	1.60998376701289e-07	0.000180974899918293	0.000181242780704338	0.000181135898294994	1.60998376701289e-07	0.000180974899918293	0	2.67880786045314e-07	0.000289385997646868	1.60998376701289e-07	1.60998376701289e-07	4.28879162746603e-07	0.000496224116490652	1.60998376701289e-07	1.60998376701289e-07	2.67880786045314e-07	0.000206838118843783	0.000180974899918293	1.60998376701289e-07	2.67880786045314e-07	0.000206838118843783
"Lasioglossum_mahense"	0.0252578797415322	0.0251370558156989	2.80751689584812e-05	6.78169266659498e-05	0.0001087801699948	0.025233823563114	0.0251089402053571	2.8028102455617e-05	0	3.97013163240668e-05	0.00277909214268467	1.00276955556132	0.000843468310256491	0.000678382293927819	0.000361231080489283	2.80751689584812e-07	0.000315723496769152	0.000316190631810079	0.000316004248458737	2.80751689584812e-07	0.000315723496769152	0	4.67135040926951e-07	2.175603399896e-06	2.80751689584812e-07	2.80751689584812e-07	7.47886730511763e-07	0.000362658797158667	2.80751689584812e-07	2.80751689584812e-07	4.67135040926951e-07	0.000360483193758771	0.000315723496769152	2.80751689584812e-07	4.67135040926951e-07	0.000360483193758771
"Nectarinia_dussumieri"	0.000100811337251652	0.0335266170357148	1.28289044173004e-07	0.033498501425373	0.0336219841260653	0.000134473505255119	7.77864138821588e-05	1.28073974526444e-07	0	4.96708035402758e-05	0.0034769562478193	0.00112462441367532	1.00346491865498	0.000675620874312025	1.92446753175696e-06	1.28289044173004e-09	1.26014171564565e-06	1.26227628188776e-06	1.26142460608738e-06	1.28289044173004e-09	1.26014171564565e-06	0	2.1345662421074e-09	0.000672439682521306	1.28289044173004e-09	1.28289044173004e-09	3.41745668383744e-09	0.000674360732596379	1.28289044173004e-09	1.28289044173004e-09	2.1345662421074e-09	1.92105007507312e-06	1.26014171564565e-06	1.28289044173004e-09	2.1345662421074e-09	1.92105007507312e-06
"Hemipyrellia_germana"	0.0335989339051356	6.7706739488293e-05	3.73627239984147e-05	4.50939963573657e-05	0.033555464158894	0.0336004800545908	4.51860436778921e-05	3.73000874116613e-05	0	2.25733005469648e-05	0.00158013103828754	0.000904509725237092	0.000675620874312025	1.00157110281491	0.000481002153286238	3.73627239984147e-07	0.000419986673814194	0.000420608341937723	0.000420360301054179	3.73627239984147e-07	0.000419986673814195	0	6.21668123527689e-07	0.00067110928317788	3.73627239984147e-07	3.73627239984147e-07	9.95295363511835e-07	0.00115111614110061	3.73627239984147e-07	3.73627239984147e-07	6.21668123527688e-07	0.000480006857922726	0.000419986673814195	3.73627239984147e-07	6.21668123527688e-07	0.000480006857922726
"Rhiparida_seychellensis"	8.02397399608022e-05	1.90140848675857e-05	0.0336766858656417	6.97304885127622e-06	4.71006130136813e-05	0.0335340000993518	1.89499359498604e-05	0.0336202287225308	0	6.908899933551e-06	0.000483622995348569	0.000481641440652377	1.92446753175696e-06	0.000481002153286238	1.00137616114831	0.000336766858656416	1.00299674951003e-06	0.000561340142125023	0.000337769855405927	0.000336766858656417	1.00299674951003e-06	0	0.000560337145375514	9.42012260273626e-07	0.000336766858656417	0.000336766858656417	0.00089710400403193	0.000479999156536728	0.000336766858656417	0.000336766858656417	0.000560337145375513	0.000479057144276455	1.00299674951003e-06	0.000336766858656417	0.000560337145375513	0.000479057144276455
"Unidentified_sp5_M_PL_106"	5.08264995273566e-05	4.43032956727832e-08	0.100840503054637	1.62281267143019e-08	7.80244233524457e-08	3.38792991175404e-05	4.41750066286102e-08	8.46933261293605e-05	0	1.60998376701289e-08	1.12698863690903e-06	1.12300675833925e-06	3.84867132519012e-09	1.12088171995244e-06	0.00101030057596925	1.00100840503055	6.35331244091959e-07	2.0468866795813e-06	0.00100904036179046	0.00100840503054637	6.35331244091958e-07	0	1.41155543548934e-06	1.56048846704891e-09	0.00100840503054637	0.00100840503054637	0.00100981658598186	4.85550475860483e-07	0.00100840503054637	0.00100840503054637	1.41155543548934e-06	4.83989987393434e-07	6.35331244091959e-07	0.00100840503054637	1.41155543548934e-06	4.83989987393434e-07
"Pachycerina_seychellensis"	0.100594726762939	4.9795853840309e-05	6.35331244091958e-05	1.82235041633939e-05	6.04694072045146e-05	9.21584133227579e-05	4.96698396687445e-05	6.34266145610664e-05	0	1.80974899918293e-05	0.00126682429942805	0.00126289398707661	3.78042514693695e-06	0.00125996002144258	3.00899024853008e-06	6.35331244091958e-07	1.00125743408454	0.00125849119477943	0.00125806941578083	6.35331244091958e-07	0.00125743408453674	0	1.05711024268444e-06	1.20938814409029e-06	6.35331244091958e-07	6.35331244091958e-07	1.6924414867764e-06	2.52593690584398e-06	6.35331244091958e-07	6.35331244091958e-07	1.05711024268444e-06	1.31654876175368e-06	0.00125743408453674	6.35331244091958e-07	1.05711024268444e-06	1.31654876175369e-06
"Ceratina_tabescens"	0.050339647791177	2.49347844398153e-05	0.000102344333979065	9.12525284931131e-06	3.02996149519449e-05	7.42646252482682e-05	2.48716706257209e-05	0.0503955507977947	0	9.06213903521692e-06	0.000634349732465184	0.000632381263620158	1.89341442283164e-06	0.000630912512906583	0.000842010213187535	1.02344333979065e-06	0.000629245597389712	1.00146917144402	0.000630269040729503	1.02344333979065e-06	0.000629245597389712	0	0.000839925846629912	6.05992299038898e-07	1.02344333979065e-06	1.02344333979065e-06	0.000840949289969702	1.6669155168713e-06	1.02344333979065e-06	1.02344333979065e-06	0.000839925846629911	1.0609232178324e-06	0.000629245597389712	1.02344333979065e-06	0.000839925846629912	1.0609232178324e-06
"Neophyllomyza_approximatonervis"	0.0503227766312333	2.49200785679909e-05	0.050452018089523	9.11986614505409e-06	3.02737158139335e-05	6.30188562201491e-05	2.48570073376866e-05	7.40599703452134e-05	0	9.05679491474971e-06	0.00063397564403248	0.000632008496917473	1.89213690913107e-06	0.000630540451581268	0.00050665478310889	0.00050452018089523	0.000629034707890416	0.000630269040729503	1.00113355488879	0.00050452018089523	0.000629034707890416	0	1.23433283908689e-06	6.0547431627867e-07	0.00050452018089523	0.00050452018089523	0.000505754513734317	1.50574369085223e-06	0.00050452018089523	0.00050452018089523	1.23433283908689e-06	9.0026937457356e-07	0.000629034707890416	0.00050452018089523	1.23433283908689e-06	9.0026937457356e-07
"Unidentified_sp1_M_PL_106"	5.08264995273567e-05	4.43032956727832e-08	0.100840503054637	1.62281267143019e-08	7.80244233524457e-08	3.38792991175404e-05	4.41750066286102e-08	8.46933261293604e-05	0	1.6099837670129e-08	1.12698863690903e-06	1.12300675833925e-06	3.84867132519012e-09	1.12088171995244e-06	0.00101030057596925	0.00100840503054637	6.35331244091958e-07	2.0468866795813e-06	0.00100904036179046	1.00100840503055	6.35331244091958e-07	0	1.41155543548934e-06	1.56048846704891e-09	0.00100840503054637	0.00100840503054637	0.00100981658598186	4.85550475860484e-07	0.00100840503054637	0.00100840503054637	1.41155543548934e-06	4.83989987393434e-07	6.35331244091959e-07	0.00100840503054637	1.41155543548934e-06	4.83989987393434e-07
"Scaptodrosophila_sp1_M_PL_106"	0.100594726762939	4.97958538403091e-05	6.35331244091958e-05	1.82235041633939e-05	6.04694072045146e-05	9.21584133227579e-05	4.96698396687445e-05	6.34266145610664e-05	0	1.80974899918293e-05	0.00126682429942805	0.00126289398707661	3.78042514693695e-06	0.00125996002144258	3.00899024853008e-06	6.35331244091958e-07	0.00125743408453674	0.00125849119477942	0.00125806941578083	6.35331244091958e-07	1.00125743408454	0	1.05711024268444e-06	1.20938814409029e-06	6.35331244091958e-07	6.35331244091958e-07	1.6924414867764e-06	2.52593690584398e-06	6.35331244091958e-07	6.35331244091958e-07	1.05711024268444e-06	1.31654876175368e-06	0.00125743408453674	6.35331244091958e-07	1.05711024268444e-06	1.31654876175368e-06
"Agrius_convolvuli"	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lygistorrhina_sp1_M_PL_106"	8.45688194147551e-05	7.37150393214372e-08	0.000141155543548934	2.70015352287421e-08	1.29822699375193e-07	5.63708371737785e-05	7.35015826972265e-08	0.100727674981028	0	2.67880786045314e-08	1.8751655023172e-06	1.8685401637078e-06	6.4036987263222e-09	1.86500437058306e-06	0.00168101143612654	1.41155543548934e-06	1.05711024268444e-06	0.00167985169325982	2.46866567817378e-06	1.41155543548934e-06	1.05711024268444e-06	0	1.00167879458302	2.59645398750385e-09	1.41155543548934e-06	1.41155543548934e-06	0.00168020613845263	8.07894127898625e-07	1.41155543548934e-06	1.41155543548934e-06	0.00167879458301714	8.05297673911121e-07	1.05711024268444e-06	1.41155543548934e-06	0.00167879458301714	8.05297673911121e-07
"Rhynchium_brunneum"	9.67510515272233e-05	9.64001283568071e-05	1.56048846704892e-07	9.61825680168175e-05	0.100464829077559	0.000197531588685643	2.91561601046764e-05	1.55787239250231e-07	0	2.89385997646868e-05	0.00202570198352808	8.70241359958401e-06	0.00201731904756392	0.00201332784953364	2.82603678082088e-06	1.56048846704891e-09	1.20938814409029e-06	1.2119845980778e-06	1.21094863255734e-06	1.56048846704891e-09	1.20938814409029e-06	0	2.59645398750385e-09	1.00200929658155	1.56048846704891e-09	1.56048846704891e-09	4.15694245455277e-09	0.00201211846138955	1.56048846704892e-09	1.56048846704891e-09	2.59645398750385e-09	2.82187983836632e-06	1.20938814409029e-06	1.56048846704891e-09	2.59645398750385e-09	2.82187983836632e-06
"Unidentified_sp2_M_PL_106"	5.08264995273567e-05	4.43032956727832e-08	0.100840503054637	1.6228126714302e-08	7.80244233524457e-08	3.38792991175404e-05	4.41750066286102e-08	8.46933261293604e-05	0	1.60998376701289e-08	1.12698863690903e-06	1.12300675833925e-06	3.84867132519012e-09	1.12088171995244e-06	0.00101030057596925	0.00100840503054637	6.35331244091959e-07	2.0468866795813e-06	0.00100904036179046	0.00100840503054637	6.35331244091959e-07	0	1.41155543548934e-06	1.56048846704891e-09	1.00100840503055	0.00100840503054637	0.00100981658598186	4.85550475860483e-07	0.00100840503054637	0.00100840503054637	1.41155543548934e-06	4.83989987393434e-07	6.35331244091958e-07	0.00100840503054637	1.41155543548934e-06	4.83989987393434e-07
"Unidentified_sp6_M_PL_106"	5.08264995273567e-05	4.43032956727832e-08	0.100840503054637	1.62281267143019e-08	7.80244233524457e-08	3.38792991175404e-05	4.41750066286102e-08	8.46933261293604e-05	0	1.6099837670129e-08	1.12698863690903e-06	1.12300675833925e-06	3.84867132519012e-09	1.12088171995244e-06	0.00101030057596925	0.00100840503054637	6.35331244091958e-07	2.0468866795813e-06	0.00100904036179046	0.00100840503054637	6.35331244091958e-07	0	1.41155543548934e-06	1.56048846704892e-09	0.00100840503054637	1.00100840503055	0.00100981658598186	4.85550475860483e-07	0.00100840503054637	0.00100840503054637	1.41155543548934e-06	4.83989987393434e-07	6.35331244091958e-07	0.00100840503054637	1.41155543548934e-06	4.83989987393434e-07
"Forcipomyia_sp1_M_PL_106"	6.76976594710559e-05	5.90091674971102e-08	0.0504908292990928	2.1614830971522e-08	1.03923561363819e-07	4.51250681456594e-05	5.88382946629183e-08	0.0504061841535789	0	2.14439581373302e-08	1.50107706961311e-06	1.49577346102353e-06	5.12618502575616e-09	1.49294304526775e-06	0.0013456560060479	0.000504908292990928	8.46220743388199e-07	0.000840949289969702	0.000505754513734317	0.000504908292990928	8.46220743388199e-07	0	0.000840103069226314	2.07847122727638e-09	0.000504908292990928	0.000504908292990928	1.00134501136222	6.46722301879554e-07	0.000504908292990928	0.000504908292990928	0.000840103069226314	6.44643830652278e-07	8.46220743388199e-07	0.000504908292990928	0.000840103069226314	6.44643830652278e-07
"Ornidia_obesa"	0.000101037476233759	7.66621823122849e-05	2.42775237930242e-05	5.85292424543516e-05	0.0503029615347387	0.0503546408752249	4.29441456824659e-05	2.42368238369587e-05	0	2.48112058245326e-05	0.00173678440771728	0.000725317594317334	0.00101154109889457	0.00172667421165091	0.000719998734805092	2.42775237930242e-07	1.26296845292199e-06	1.6669155168713e-06	1.50574369085223e-06	2.42775237930242e-07	1.26296845292199e-06	0	4.03947063949312e-07	0.00100605923069478	2.42775237930242e-07	2.42775237930242e-07	6.46722301879554e-07	1.0017254112432	2.42775237930242e-07	2.42775237930242e-07	4.03947063949312e-07	0.000719352012503212	1.26296845292199e-06	2.42775237930242e-07	4.03947063949312e-07	0.000719352012503212
"Unidentified_sp3_M_PL_106"	5.08264995273567e-05	4.43032956727832e-08	0.100840503054637	1.62281267143019e-08	7.80244233524458e-08	3.38792991175404e-05	4.41750066286102e-08	8.46933261293604e-05	0	1.60998376701289e-08	1.12698863690903e-06	1.12300675833925e-06	3.84867132519012e-09	1.12088171995244e-06	0.00101030057596925	0.00100840503054637	6.35331244091958e-07	2.0468866795813e-06	0.00100904036179046	0.00100840503054637	6.35331244091958e-07	0	1.41155543548934e-06	1.56048846704891e-09	0.00100840503054637	0.00100840503054637	0.00100981658598186	4.85550475860483e-07	1.00100840503055	0.00100840503054637	1.41155543548934e-06	4.83989987393434e-07	6.35331244091958e-07	0.00100840503054637	1.41155543548934e-06	4.83989987393434e-07
"Unidentified_sp4_M_PL_106"	5.08264995273567e-05	4.43032956727832e-08	0.100840503054637	1.6228126714302e-08	7.80244233524457e-08	3.38792991175404e-05	4.41750066286102e-08	8.46933261293604e-05	0	1.60998376701289e-08	1.12698863690903e-06	1.12300675833925e-06	3.84867132519012e-09	1.12088171995244e-06	0.00101030057596925	0.00100840503054637	6.35331244091958e-07	2.0468866795813e-06	0.00100904036179046	0.00100840503054637	6.35331244091958e-07	0	1.41155543548934e-06	1.56048846704891e-09	0.00100840503054637	0.00100840503054637	0.00100981658598186	4.85550475860483e-07	0.00100840503054637	1.00100840503055	1.41155543548934e-06	4.83989987393434e-07	6.35331244091958e-07	0.00100840503054637	1.41155543548934e-06	4.83989987393435e-07
"Hemipyrellia_sp1_M_PL_106"	8.45688194147551e-05	7.37150393214372e-08	0.000141155543548934	2.70015352287421e-08	1.29822699375193e-07	5.63708371737785e-05	7.35015826972265e-08	0.100727674981028	0	2.67880786045314e-08	1.8751655023172e-06	1.8685401637078e-06	6.4036987263222e-09	1.86500437058306e-06	0.00168101143612654	1.41155543548934e-06	1.05711024268444e-06	0.00167985169325982	2.46866567817378e-06	1.41155543548934e-06	1.05711024268444e-06	0	0.00167879458301714	2.59645398750385e-09	1.41155543548934e-06	1.41155543548934e-06	0.00168020613845263	8.07894127898625e-07	1.41155543548934e-06	1.41155543548934e-06	1.00167879458302	8.0529767391112e-07	1.05711024268444e-06	1.41155543548934e-06	0.00167879458301714	8.05297673911121e-07
"Megachile_seychellensis"	0.000105323900940295	5.69242362677627e-05	4.83989987393434e-05	2.08759168918856e-05	0.000141093991918316	0.100511750161764	5.67321312602554e-05	4.83178604346673e-05	0	2.06838118843783e-05	0.00144786683190648	0.00144193277503508	5.76315022521936e-06	0.00144002057376818	0.00143717143282936	4.83989987393434e-07	1.31654876175369e-06	2.12184643566481e-06	1.80053874914712e-06	4.83989987393434e-07	1.31654876175369e-06	0	8.05297673911121e-07	2.82187983836632e-06	4.83989987393434e-07	4.83989987393434e-07	1.28928766130456e-06	0.00143870402500643	4.83989987393434e-07	4.83989987393434e-07	8.05297673911121e-07	1.00143588214517	1.31654876175369e-06	4.83989987393434e-07	8.05297673911121e-07	0.00143588214516806
"Melanostoma_annulipes"	0.100594726762939	4.97958538403091e-05	6.35331244091958e-05	1.82235041633939e-05	6.04694072045146e-05	9.21584133227579e-05	4.96698396687445e-05	6.34266145610664e-05	0	1.80974899918293e-05	0.00126682429942805	0.00126289398707661	3.78042514693695e-06	0.00125996002144258	3.00899024853008e-06	6.35331244091958e-07	0.00125743408453674	0.00125849119477942	0.00125806941578083	6.35331244091958e-07	0.00125743408453674	0	1.05711024268444e-06	1.20938814409029e-06	6.35331244091958e-07	6.35331244091958e-07	1.6924414867764e-06	2.52593690584398e-06	6.35331244091958e-07	6.35331244091958e-07	1.05711024268444e-06	1.31654876175368e-06	1.00125743408454	6.35331244091958e-07	1.05711024268444e-06	1.31654876175368e-06
