"Dipterocarpus_pachyphyllus"	"Dipterocarpus_geniculatus"	"Dipterocarpus_crinitus"	"Dipterocarpus_globosus"	"Dipterocarpus_palembanicus"	"Dipterocarpus_tempehes"	"Dryobalanops_aromatica"	"Dryobalanops_lanceolata"	"Shorea_smithiana"	"Shorea_macrophylla"	"Shorea_xantophylla"	"Shorea_laxa"	"Shorea_argentifolia"	"Sternuchopsis_hoplomachus"	"Araecerus_corporaali"	"Phloebius_sp._1"	"Ctenomerus_sp._2"	"Manoja_sp._1"	"Meregallia_dipterocarpi"	"Meregallia_sp._1"	"Nanophyes_shoreae"	"Nanophyes_sp._2"	"Apionidae_Gn._sp._1"	"Involvulus_sp._3"	"Imathia_sp._1"	"Ochyromera_sp._2"	"Idotasia_sp._1"	"Sternuchopsis_curranae"	"Sternuchopsis_dipterocarpi"	"Sternuchopsis_shoreaphilus"	"Niphades_sp._1"	"Orchestes_sp._1"	"Orchestes_sp._2"	"Orchestes_sp._4"	"Coccotrypes_advena"	"Coccotrypes_cardamoni"	"Coccotrypes_gedeanus"	"Coccotrypes_papuanus"	"Dryocoetiops_malaccensis"	"Xyleborinus_exiguus"	"Xyleborinus_similis"	"Andrioplecta_shoreae"	"Andrioplecta_subpulverula"	"Andrioplecta_sp._A"	"Andrioplecta_sp._B"	"Lamoria_adaptella"	"Cosmopterigidae_sp._A"	"Assara_albicostalis"	"Sesiidae_Gn._Sp._A"	"Imma_homocrossa"
"Dipterocarpus_pachyphyllus"	1.00452382107671	0.000862063286652225	5.44014793804061e-07	0.000327754496886375	0.0008551272004219	0.000525984667726712	0.000259879392113643	0.000379528186092983	0.00127084310449991	0.000718859158831351	1.04585435549084e-06	9.08060959654238e-05	0.000284753565960192	1.19655395196174e-05	0.00631505673558802	4.78167879751556e-06	0.00628735133247586	7.18859158831352e-06	7.18386072210188e-06	1.33329508017346e-05	9.07745074642792e-06	7.18859158831352e-06	8.551272004219e-06	0.00627827388172944	0.00630220760774413	7.18386072210188e-06	0.00629947609327009	0.00632464458399176	1.85692362784343e-05	4.54030479827119e-06	0.00629931687199549	9.07745074642792e-06	9.12974346420246e-06	1.76810154684215e-05	0.00632336197240975	1.76287227506469e-05	0.00633548673320397	2.01594019417768e-05	0.00627827388172944	4.78167879751556e-06	0.00628735133247587	0.00631121557031829	4.78167879751556e-06	0.00630403170959618	7.18386072210188e-06	0.00627827388172944	0.00629400901445576	1.63204438141218e-05	7.18859158831351e-06	0.00627827388172944
"Dipterocarpus_geniculatus"	0.0011494177155363	1.00435312976196	3.33160900941952e-07	0.000506378024825846	0.000649293459126132	0.00139973469737341	0.000346054228574313	0.000226423500006647	0.000642803489512184	0.000537005744164878	6.01558772637668e-07	0.000120906518129803	0.000168928242126599	0.00838233427556822	0.00840597258181975	1.27248608852128e-05	1.17753142186175e-05	5.37005744164878e-06	0.00836960941468301	1.92177954764741e-05	4.5914534965156e-06	5.37005744164878e-06	6.49293459126132e-06	7.18386072210188e-06	3.17063033756581e-05	0.008369609414683	2.12242453135848e-05	0.00842113898774076	1.02223949007356e-05	6.04532590649014e-06	0.00839410958978684	4.5914534965156e-06	4.62153143514748e-06	1.11144660264088e-05	0.00842367423880161	1.10843880877769e-05	0.00843312316989657	0.00839499372618886	7.18386072210188e-06	1.27248608852128e-05	1.17753142186175e-05	0.00839238572774749	1.27248608852128e-05	2.27763130644862e-05	0.008369609414683	7.18386072210188e-06	0.00838328620999637	9.99482702825857e-06	5.37005744164878e-06	7.18386072210188e-06
"Dipterocarpus_crinitus"	8.70423670086498e-06	3.99793081130343e-06	1.00334640947408	2.09801460143456e-06	4.25865277841043e-06	2.83759054638393e-06	1.25305459110564e-06	4.30322695191225e-07	0.00336303961266913	0.00336215633893785	2.01161055482668e-06	3.04903665464081e-09	3.81021300973807e-06	5.91123677885946e-08	5.77993752833968e-05	2.57962776943994e-08	2.40761129984456e-05	3.36215633893785e-05	3.33160900941952e-08	6.83828054785037e-08	2.40217115190652e-05	3.36215633893785e-05	4.25865277841043e-08	5.44014793804061e-08	3.37710017615789e-05	3.33160900941952e-08	1.11332097004218e-07	2.12365402995732e-07	2.41487186193898e-05	1.52451832732041e-10	2.41352253662342e-05	2.40217115190652e-05	2.41222920468066e-05	2.41648785745907e-05	5.78510076070188e-05	2.40642980468493e-05	3.38862267055774e-05	1.11562732824459e-07	5.44014793804061e-08	2.57962776943994e-08	2.40761129984456e-05	5.78579995782429e-05	2.57962776943994e-08	5.78246834881487e-05	3.33160900941952e-08	5.44014793804061e-08	1.30304097258706e-07	0.100392284222316	3.36215633893785e-05	5.44014793804061e-08
"Dipterocarpus_globosus"	0.0013110179875455	0.00151913407447754	5.2450365035864e-07	1.00213634163349	0.000948574368417496	0.00151890039480782	0.000674344999059275	0.00031633965255039	0.000365606223354952	0.00130711861217594	5.36047740387776e-07	1.10876528526791e-06	1.46283845594299e-06	2.64676360279899e-05	5.98299012800476e-05	1.38081854073438e-05	1.08053354461233e-05	1.30711861217594e-05	1.26594506206461e-05	2.32939290915187e-05	2.61147302396394e-06	1.30711861217594e-05	9.48574368417496e-06	8.19386242215938e-06	0.0250841593330653	1.26594506206461e-05	2.82242611913474e-05	7.72255021189098e-05	2.66023430582871e-06	5.54382642633954e-08	3.72729714741132e-05	2.61147302396394e-06	2.63827541098333e-06	1.21240190951583e-05	0.0251262308650684	1.20972167081389e-05	0.0251436497908136	0.0250798761768652	8.19386242215938e-06	1.38081854073438e-05	1.08053354461233e-05	3.65847334703936e-05	1.38081854073438e-05	2.39252828497475e-05	1.26594506206461e-05	8.19386242215938e-06	3.03390567269805e-05	1.57351095107592e-05	1.30711861217594e-05	8.19386242215938e-06
"Dipterocarpus_palembanicus"	0.00136820352067504	0.000779152150951359	4.25865277841043e-07	0.000379429747366998	1.00370412829845	0.000946441702848488	0.000271341457878078	0.00060608351127043	0.00101314047081889	0.00054966541587408	0.000336573492120713	0.000144970359253334	1.45410822182129e-06	1.50969500717021e-05	0.0100734228768679	8.6040154804408e-06	1.57879896529254e-05	5.49665415874081e-06	6.49293459126132e-06	0.010045645298465	7.23671764870637e-06	5.49665415874081e-06	0.0100370412829845	8.551272004219e-06	0.0100605749528317	6.49293459126132e-06	0.0100657953386978	0.0100971855219947	7.28518792276708e-06	7.24851796266671e-06	3.08849397246275e-05	7.23671764870637e-06	2.4065392254742e-05	0.0100611066752393	5.49120528301459e-05	0.0100442780006332	0.010104919401875	2.45826937558771e-05	8.551272004219e-06	8.6040154804408e-06	1.57879896529254e-05	2.78260486769882e-05	8.6040154804408e-06	2.13331140857269e-05	6.49293459126132e-06	8.551272004219e-06	0.01005208548958	1.27759583352313e-05	5.4966541587408e-06	8.551272004219e-06
"Dipterocarpus_tempehes"	0.000765068607602489	0.00152698330622553	2.57962776943994e-07	0.000552327416293751	0.00086040154804408	1.00471905398825	0.000377449854942132	0.000246950161596073	0.000516949644106342	0.000402058957272297	5.96996121345503e-07	0.000131907090097114	1.00456768386463e-06	0.00914653444259656	0.00916763322390515	0.00913380958171134	8.474176255418e-06	4.02058957272297e-06	1.27248608852128e-05	0.00914241359719179	3.69249745790244e-06	4.02058957272297e-06	8.6040154804408e-06	4.78167879751556e-06	3.12144692580231e-05	1.27248608852128e-05	2.16173663311588e-05	0.00918732882526397	3.7259830473646e-06	6.59535450485569e-06	0.00915500861885198	3.69249745790245e-06	3.72234726396972e-06	1.23263627444105e-05	0.00918541905566345	1.22965129383432e-05	0.0091985622457392	0.0091603426280039	4.78167879751556e-06	0.00913380958171135	8.474176255418e-06	2.52531123028159e-05	0.00913380958171135	1.25282514176031e-05	1.27248608852128e-05	4.78167879751556e-06	2.61105551631692e-05	7.73888330831981e-06	4.02058957272297e-06	4.78167879751556e-06
"Dryobalanops_aromatica"	0.00138602342460609	0.00138421691429725	4.1768486370188e-07	0.000899126665412367	0.000904471526260261	0.00138398280145448	1.00137455675423	0.000898332313992663	0.000484523784464453	0.000902789324994011	5.92365713789718e-07	0.000480616673372477	1.35986734666596e-06	2.41168027838815e-05	5.43129418749584e-05	1.25816618314044e-05	1.21235305785342e-05	9.02789324994011e-06	1.15351409524771e-05	2.1626377094007e-05	3.46088417474609e-06	9.02789324994011e-06	9.04471526260261e-06	8.66264640378809e-06	4.921342155164e-05	1.15351409524771e-05	4.76517721328128e-05	0.033474951300393	3.50621308630162e-06	2.40308336686239e-05	3.62403333624157e-05	3.46088417474609e-06	3.49050246043558e-06	1.25352177230382e-05	0.0334468982850554	1.25055994373487e-05	0.0334824265266097	4.65949694191906e-05	8.66264640378809e-06	1.25816618314044e-05	1.21235305785342e-05	3.27318936925069e-05	1.25816618314044e-05	2.11967527400298e-05	1.15351409524771e-05	8.66264640378809e-06	2.92425026188678e-05	1.25305459110564e-05	9.02789324994011e-06	8.66264640378809e-06
"Dryobalanops_lanceolata"	0.00202415032582924	0.000905694000026588	1.43440898397075e-07	0.00042178620340052	0.00202027837090143	0.000905483925852269	0.000898332313992663	1.0020117279738	6.67392592583165e-06	0.000424121196260232	6.80233002767863e-07	0.000481019657876801	9.18533241508792e-07	1.5779122053424e-05	5.29217281609437e-05	8.23167205320245e-06	1.2698610435903e-05	4.24121196260232e-06	7.54745000022157e-06	2.84344557622168e-05	4.76708994702261e-08	4.24121196260232e-06	2.02027837090143e-05	1.26509395364328e-05	4.76395902930624e-05	7.54745000022157e-06	0.0334332446557055	0.0335030191711192	7.82886741871859e-08	2.405098289384e-05	2.8477732489327e-05	4.76708994702261e-08	8.16825496086192e-08	2.0284466258623e-05	7.32080100033644e-05	2.02504546084846e-05	0.033493754055273	2.6323777138437e-05	1.26509395364328e-05	8.23167205320245e-06	1.2698610435903e-05	2.45178901734438e-05	8.23167205320245e-06	1.69704401732223e-05	7.54745000022157e-06	1.26509395364328e-05	4.04011732456687e-05	4.30322695191225e-06	4.24121196260232e-06	1.26509395364328e-05
"Shorea_smithiana"	0.00145239211942847	0.000550974419581872	0.000240217115190652	0.000104458920958558	0.000723671764870637	0.000406174720369269	0.000103826525242383	1.43012698410678e-06	1.00444068117211	0.000791545011399127	0.000600625186706778	4.03831529077136e-07	0.000684609186637887	8.28395095441804e-06	0.00720708986355006	3.69249745790244e-06	0.00718365374483293	7.91545011399128e-06	4.5914534965156e-06	1.09292151066088e-05	0.00717457629408651	7.91545011399127e-06	7.23671764870637e-06	9.07745074642792e-06	2.68410915330895e-05	4.5914534965156e-06	1.63618392946045e-05	2.81268660002225e-05	0.00719739660030777	2.01915764538568e-08	0.00719193769578736	0.00717457629408651	0.00720460755342185	0.00721184427107056	0.00720592550310006	0.00718181301173521	3.86335975617239e-05	1.0895423978382e-05	9.07745074642792e-06	3.69249745790244e-06	0.00718365374483294	0.0072189809546647	3.69249745790245e-06	0.00721438950116819	4.5914534965156e-06	9.07745074642792e-06	2.09056218916499e-05	0.00720651345571956	7.91545011399127e-06	9.07745074642792e-06
"Shorea_macrophylla"	0.00115017465413016	0.000644406892997853	0.000336215633893785	0.000522847444870376	0.00054966541587408	0.000442264852999527	0.000270836797498203	0.00012723635887807	0.00110816301595878	1.00449320033102	8.46369186400636e-07	5.07830430660467e-07	0.000454644503273795	9.39064701437175e-06	0.0100749233461856	4.02058957272297e-06	1.51040417023048e-05	0.0100449320033102	5.37005744164878e-06	9.51724373146378e-06	7.91545011399128e-06	0.0100449320033102	5.4966541587408e-06	7.18859158831352e-06	0.010070688435179	5.37005744164878e-06	1.69264577096566e-05	3.53703894955015e-05	2.30702668897845e-05	2.53915215330233e-08	2.44946887166765e-05	7.91545011399128e-06	7.95776857331131e-06	1.34544227320521e-05	0.0100915257713986	1.34121042727321e-05	0.0100933481874059	2.24618331361311e-05	7.18859158831352e-06	4.02058957272297e-06	1.51040417023048e-05	0.0100805609192299	4.02058957272297e-06	0.0100751908617883	5.37005744164878e-06	7.18859158831352e-06	1.80553031887031e-05	0.0100864690168136	0.0100449320033102	7.18859158831352e-06
