"R1"	"R2"	"R3"	"R4"	"R5"	"R6"	"R7"	"R8"	"R9"	"R10"	"R11"	"R12"	"R13"	"R14"	"R15"	"R16"	"R17"	"R18"	"C1"	"C2"	"C3"	"C4"	"C5"	"C6"	"C7"	"C8"	"C9"	"C10"	"C11"	"C12"	"C13"	"C14"
"R11"	0.00130805773279524	2.75586999851787e-09	1.09682241081716e-06	0.000819184070822816	0.000819184070822816	6.92429647868813e-12	0.000211239005187047	0.000211239005187047	1.17739035482148e-06	1.17739035482148e-06	1.0013080577328	0.00130805773279524	0.00130805773279524	0	0	0.00130870310100258	0.00130805773279524	0.000187717818096854	3.87220924402676e-05	0.016804929186578	0.0168271345991516	0.0168271345991516	0.0168271345991516	0.0168365204900564	0.0167943672363187	0	0	1.06404429496738e-05	1.06404429496738e-05	1.38485929573763e-10	3.28222039534535e-05	5.49789140407837e-08
"R12"	0.00130805773279524	2.75586999851787e-09	1.09682241081716e-06	0.000819184070822816	0.000819184070822816	6.92429647868813e-12	0.000211239005187047	0.000211239005187047	1.17739035482148e-06	1.17739035482148e-06	0.00130805773279524	1.0013080577328	0.00130805773279524	0	0	0.00130870310100258	0.00130805773279524	0.000187717818096854	3.87220924402676e-05	0.016804929186578	0.0168271345991516	0.0168271345991516	0.0168271345991516	0.0168365204900564	0.0167943672363187	0	0	1.06404429496738e-05	1.06404429496738e-05	1.38485929573763e-10	3.28222039534535e-05	5.49789140407837e-08
"R13"	0.00130805773279524	2.75586999851787e-09	1.09682241081716e-06	0.000819184070822816	0.000819184070822816	6.92429647868813e-12	0.000211239005187047	0.000211239005187047	1.17739035482148e-06	1.17739035482148e-06	0.00130805773279524	0.00130805773279524	1.0013080577328	0	0	0.00130870310100258	0.00130805773279524	0.000187717818096854	3.87220924402676e-05	0.016804929186578	0.0168271345991516	0.0168271345991516	0.0168271345991516	0.0168365204900564	0.0167943672363187	0	0	1.06404429496738e-05	1.06404429496738e-05	1.38485929573763e-10	3.28222039534535e-05	5.49789140407837e-08
"R14"	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0
"R15"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0
"R16"	0.00112174551514507	2.36319105231136e-09	9.40538163488e-07	0.000702460009871877	0.000702460009871877	5.93766596058131e-12	0.000421476000432383	0.000421476000432383	0.000241229607782247	0.000241229607782247	0.00112174551514507	0.00112174551514507	0.00112174551514507	0	0	1.00136111733423	0.00112174551514507	0.00039989104758593	0.0143623091453135	0.0144197114120109	0.0144267360123841	0.0144267360123841	0.0144267360123841	0.0144467305647634	0.0143986376119892	0	0	3.7155773873769e-05	3.7155773873769e-05	1.18753319211626e-10	2.81454273030495e-05	4.71450677270156e-08
"R17"	0.00130805773279524	2.75586999851787e-09	1.09682241081716e-06	0.000819184070822816	0.000819184070822816	6.92429647868813e-12	0.000211239005187047	0.000211239005187047	1.17739035482148e-06	1.17739035482148e-06	0.00130805773279524	0.00130805773279524	0.00130805773279524	0	0	0.00130870310100258	1.0013080577328	0.000187717818096854	3.87220924402676e-05	0.016804929186578	0.0168271345991516	0.0168271345991516	0.0168271345991516	0.0168365204900564	0.0167943672363187	0	0	1.06404429496738e-05	1.06404429496738e-05	1.38485929573763e-10	3.28222039534535e-05	5.49789140407837e-08
"R18"	0.000563153454290561	1.88872476403046e-09	7.51702965004907e-07	0.000561424610629107	0.000561424610629107	4.74553960811673e-12	0.000842739913412168	0.000842739913412168	0.000841376650879991	0.000841376650879991	0.000563153454290561	0.000563153454290561	0.000563153454290561	0	0	0.00139961866655076	0.000563153454290561	1.00139378821673	0.0501879127356117	0.000109061002574118	8.93809913286743e-05	8.93809913286743e-05	8.93809913286743e-05	0.0501590704021651	6.692400690351e-05	0	0	9.82287723959411e-05	9.82287723959411e-05	9.49107921623347e-11	2.24945695734145e-05	3.76795844884469e-08
"C1"	3.87220924402676e-05	7.11737507228322e-11	2.83267951306484e-08	2.11564416624204e-05	2.11564416624204e-05	1.78828519404101e-13	0.016828979719044	0.016828979719044	0.016815429123468	0.016815429123468	3.87220924402676e-05	3.87220924402676e-05	3.87220924402676e-05	0	0	0.0167560273361991	3.87220924402676e-05	0.0167293042452039	1.00303831462553	0.00108404764607745	0.000243444917791745	0.000243444917791745	0.000243444917791745	0.00107991013005194	0.000242598660125248	0	0	0.0019624775941834	0.0019624775941834	3.57657038808202e-12	8.4767400625335e-07	1.41989844406856e-09
"C2"	0.0126036968899335	2.01953045722382e-10	8.03762973580823e-08	6.0030668427357e-05	6.0030668427357e-05	5.07419712870307e-13	0.0125683590547891	0.0125683590547891	4.51218995447568e-05	4.51218995447568e-05	0.0126036968899335	0.0126036968899335	0.0126036968899335	0	0	0.0126172474855095	0.0126036968899335	2.72652506435296e-05	0.000813035734558086	1.00185897241955	0.00123295569354836	0.00123295569354836	0.00123295569354836	0.00123431895608053	0.00123055446681126	0	0	0.000631426079375774	0.000631426079375774	1.01483942574061e-11	2.40524555196218e-06	4.02891252019024e-09
"C3"	0.0126203509493637	4.23926276615718e-08	1.68720527810259e-05	0.0126012349346518	0.0126012349346518	1.06514139853195e-10	1.85116189316212e-05	1.85116189316212e-05	3.09967276226675e-06	3.09967276226675e-06	0.0126203509493637	0.0126203509493637	0.0126203509493637	0	0	0.0126233940108361	0.0126203509493637	2.23452478321686e-05	0.000182583688343809	0.00123295569354836	1.00173607950999	0.00173607950998785	0.00173607950998785	0.00173719677237946	0.00123203011260178	0	0	1.13222579739885e-06	1.13222579739885e-06	2.13028279706391e-09	0.000504893000025124	8.45722270434372e-07
"C4"	0.0126203509493637	4.23926276615718e-08	1.68720527810259e-05	0.0126012349346518	0.0126012349346518	1.06514139853195e-10	1.85116189316212e-05	1.85116189316212e-05	3.09967276226675e-06	3.09967276226675e-06	0.0126203509493637	0.0126203509493637	0.0126203509493637	0	0	0.0126233940108361	0.0126203509493637	2.23452478321686e-05	0.000182583688343809	0.00123295569354836	0.00173607950998785	1.00173607950999	0.00173607950998785	0.00173719677237946	0.00123203011260178	0	0	1.13222579739885e-06	1.13222579739885e-06	2.13028279706391e-09	0.000504893000025124	8.45722270434372e-07
"C5"	0.0126203509493637	4.23926276615718e-08	1.68720527810259e-05	0.0126012349346518	0.0126012349346518	1.06514139853195e-10	1.85116189316212e-05	1.85116189316212e-05	3.09967276226675e-06	3.09967276226675e-06	0.0126203509493637	0.0126203509493637	0.0126203509493637	0	0	0.0126233940108361	0.0126203509493637	2.23452478321686e-05	0.000182583688343809	0.00123295569354836	0.00173607950998785	0.00173607950998785	1.00173607950999	0.00173719677237946	0.00123203011260178	0	0	1.13222579739885e-06	1.13222579739885e-06	2.13028279706391e-09	0.000504893000025124	8.45722270434372e-07
"C6"	0.011224346993371	3.77033215298864e-08	1.50057325049675e-05	0.0112073357709197	0.0112073357709197	9.47319636429306e-11	2.58185491993541e-05	2.58185491993541e-05	1.21038941317926e-05	1.21038941317926e-05	0.011224346993371	0.011224346993371	0.011224346993371	0	0	0.011236345994816	0.011224346993371	0.01114646008937	0.000719940086701293	0.00109717240540492	0.00154417490878174	0.00154417490878174	0.00154417490878174	1.00210149791325	0.00109588147794495	0	0	2.09785373542054e-06	2.09785373542054e-06	1.89463927285861e-09	0.000449043717462037	7.52171791324869e-07
"C7"	0.0167943672363187	2.69042350748346e-10	1.0707750362623e-07	7.99730060664326e-05	7.99730060664326e-05	6.75985805900366e-13	2.46278504394603e-05	2.46278504394603e-05	4.11860932593925e-06	4.11860932593925e-06	0.0167943672363187	0.0167943672363187	0.0167943672363187	0	0	0.0167984105473208	0.0167943672363187	2.230800230117e-05	0.000242598660125248	0.00164073928908169	0.00164270681680237	0.00164270681680237	0.00164270681680237	0.00164382221691743	1.00163950789656	0	0	1.50596647703563e-06	1.50596647703563e-06	1.35197161180073e-11	3.20427411783862e-06	5.3673272988489e-09
"C8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0
"C9"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0
"C10"	1.59606644245107e-05	4.62730675702838e-13	1.84164483649952e-10	1.37546981106041e-07	1.37546981106041e-07	1.1626398887006e-15	0.0252118641807199	0.0252118641807199	0.0251960785287355	0.0251960785287355	1.59606644245107e-05	1.59606644245107e-05	1.59606644245107e-05	0	0	6.50226042790958e-05	1.59606644245107e-05	4.91143861979706e-05	0.0029437163912751	0.00126285215875155	2.26445159479769e-06	2.26445159479769e-06	2.26445159479769e-06	4.72017090469622e-06	2.25894971555345e-06	0	0	1.00294033177762	0.00294033177761836	2.3252797774012e-14	5.51108746842414e-09	9.23136071628275e-12
"C11"	1.59606644245107e-05	4.62730675702838e-13	1.84164483649952e-10	1.37546981106041e-07	1.37546981106041e-07	1.1626398887006e-15	0.0252118641807199	0.0252118641807199	0.0251960785287355	0.0251960785287355	1.59606644245107e-05	1.59606644245107e-05	1.59606644245107e-05	0	0	6.50226042790958e-05	1.59606644245107e-05	4.91143861979706e-05	0.0029437163912751	0.00126285215875155	2.26445159479769e-06	2.26445159479769e-06	2.26445159479769e-06	4.72017090469622e-06	2.25894971555345e-06	0	0	0.00294033177761836	1.00294033177762	2.3252797774012e-14	5.51108746842414e-09	9.23136071628275e-12
"C12"	4.15457788721287e-10	0.0505047313959483	0.000126790404527805	2.1201430099754e-07	2.1201430099754e-07	0.0503781525914471	6.88573512051809e-13	6.88573512051809e-13	1.81153799181502e-13	1.81153799181502e-13	4.15457788721287e-10	4.15457788721287e-10	4.15457788721287e-10	0	0	4.15636617240692e-10	4.15457788721287e-10	9.49107921623347e-11	1.07297111642461e-11	4.05935770296245e-11	8.52113118825563e-09	8.52113118825563e-09	8.52113118825564e-09	8.52587672786375e-09	4.0559148354022e-11	0	0	4.65055955480239e-14	4.65055955480239e-14	1.00756305182894	6.34800079843013e-06	0.00253157609002381
"C13"	6.5644407906907e-05	8.42168105925064e-05	0.0335178674157643	0.0334993196291163	0.0334993196291163	2.11600026614338e-07	1.08798057771746e-07	1.08798057771746e-07	2.86232060396733e-08	2.86232060396733e-08	6.5644407906907e-05	6.5644407906907e-05	6.5644407906907e-05	0	0	6.56726637071155e-05	6.5644407906907e-05	1.49963797156097e-05	1.6953480125067e-06	6.41398813856582e-06	0.00134638133340033	0.00134638133340033	0.00134638133340033	0.00134713115238611	6.40854823567724e-06	0	0	7.34811662456552e-09	7.34811662456552e-09	4.23200053228675e-06	1.00301586615595	0.00168010421131784
"C14"	1.64936742122351e-07	0.0503783641914737	0.0503357905975384	8.41696774960235e-05	8.41696774960235e-05	0.00012657880450119	2.73363684284568e-10	2.73363684284568e-10	7.19180582750564e-11	7.19180582750564e-11	1.64936742122351e-07	1.64936742122351e-07	1.64936742122351e-07	0	0	1.65007737044555e-07	1.64936742122351e-07	3.76795844884469e-08	4.25969533220569e-09	1.61156500807609e-08	3.38288908173749e-06	3.38288908173749e-06	3.38288908173749e-06	3.38477306096191e-06	1.61019818965467e-08	0	0	1.84627214325655e-11	1.84627214325655e-11	0.00253157609002381	0.00252015631697676	1.00503570773945
