"Rhombomys_opimus"	"Cricetulus_migratorius"	"Meriones_tamariscinus"	"Allactaga_elater"	"Meriones_meridianus"	"Ellobius_talpinus"	"Pygeretmus_pumilio"	"Allactaga_major"	"Allactaga_sibirica"	"Apodemus_uralensis"	"Allactaga_severtzovi"	"Microtus_gregalis"	"Microtus_socialis"	"Microtus_arvalis"	"Pygeretmus_shitkovi"	"Dipus_sagitta"	"Stylodipus_telum"	"Spermophilus_pygmaeus"	"Xenopsylla_skrjabini"	"Xenopsylla_hirtipes"	"Xenopsylla_gerbilli"	"Xenopsylla_conformis"	"Amphipsylla_schelkovnikovi"	"Nosopsyllus_laeviceps"	"Mesopsylla_lenis"	"Coptopsylla_lamellifer"	"Echidnophaga_oschanini"	"Mesopsylla_eucta"	"Mesopsylla_tuschkan"	"Xenopsylla_magdalinae"	"Mesopsylla_hebes"	"Ophthalmopsylla_volgensis"	"Ctenophthalmus_arvalis"	"Ctenophthalmus_dolichus"	"Nosopsyllus_consimilis"	"Neopsylla_teratura"	"Nosopsyllus_tersus"	"Amphipsylla_rossica"	"Nosopsyllus_fidus"	"Pectinoctenus_nemorosa"	"Citellophilus_ullus"	"Rhadinopsylla_socia"	"Ctenophthalmus_dux"	"Rhadinopsylla_cedestis"	"Rhadinopsylla_bivirgis"	"Amphipsylla_dumalis"	"Citellophilus_trispinus"	"Ctenophthalmus_breviatus"	"Paradoxopsyllus_repandus"
"Rhombomys_opimus"	1.00702007139325	8.5243260087003e-07	0.000866261151805672	0.00058557657343852	0.000641229661664408	3.20494175434164e-07	0.000113747490980801	7.06143620549005e-07	0.000114126459406325	1.01915667226796e-06	0.000112797620203815	4.12394497870652e-07	5.09602891564972e-07	4.13662442759141e-07	9.3429380649648e-07	0.000135576053905772	0.000337566621034979	0.0001688888946157	0.00672190630814751	0.00671346714262164	0.00671997354899318	0.00675195210423327	2.6736989616257e-08	0.00675555578462801	2.96499750873745e-05	0.00671346714262164	0.00673866689516644	0.00674168427936258	2.68505910553487e-05	8.01235438585409e-09	8.81247368035058e-06	2.38906013324293e-05	3.18090469118408e-05	0.00671346714262165	6.60128201265714e-06	3.79684972090804e-06	0.00671346714262164	5.07177955395278e-08	1.5233405967062e-05	1.45593810323995e-08	0.00672584230193315	0.00671346714262164	8.0123543858541e-09	0.00671346714262164	0.00671346714262164	8.01235438585409e-09	1.21776085838576e-08	1.01920578312994e-08	0.00671346714262164
"Cricetulus_migratorius"	1.82664128757864e-06	1.00342792384602	0.000146775037417925	0.000559158093974964	0.000145636906334015	0.000145587632540566	0.000207628447638572	0.000351530866484164	0.000207826879987937	0.00179261871695805	0.000566132356692839	0.000350794629788828	0.00107309280087738	0.000710930955281638	0.000206052835048111	6.40538330165149e-07	0.000206727059150414	1.25857192583751e-07	5.18035408734421e-06	1.21776085838576e-08	6.2250453194168e-06	1.12665966114328e-05	0.0143602934651855	5.03428770335003e-06	2.7937009790585e-05	1.21776085838576e-08	5.02170198409166e-06	3.73561107932481e-05	2.07603198968246e-05	3.63969081351415e-06	2.20871008600638e-05	0.0143845866396609	0.0144495725296512	1.21776085838576e-08	0.0144409233144621	0.0144006263997594	1.21776085838576e-08	0.0144054530197124	3.28963362534782e-05	2.56088388136864e-05	2.10896385741136e-06	1.21776085838576e-08	3.63969081351415e-06	1.21776085838576e-08	1.21776085838576e-08	3.63969081351415e-06	0.0143346846263718	2.14618560175476e-05	1.21776085838576e-08
"Meriones_tamariscinus"	0.00185627389672644	0.000146775037417925	1.00275264925515	0.000723769196077082	0.00127143082607661	0.000145017262290252	0.000480923040722533	0.000145107936786962	0.000290557078272644	0.00062494796701251	2.12249185794673e-06	0.000144484938362026	0.00014559551950337	0.000144954146602672	0.000287920463757082	0.000288657433184615	0.000289852643232297	0.000359970967978325	1.9621475392317e-05	1.23751593115096e-05	2.04170392679216e-05	0.0143853163739508	1.10246143490062e-05	0.014398838719133	0.0143605332072927	1.23751593115096e-05	0.0143628416223352	6.37506231015684e-05	4.75552852799664e-05	3.62543155725629e-06	1.8689952748097e-05	4.96859727860155e-05	0.0143929632823075	1.23751593115096e-05	3.88713877265748e-05	1.40072744676719e-05	1.23751593115096e-05	1.87683296258293e-05	0.0143459887506204	8.92782810017872e-06	0.0143374130058136	1.23751593115096e-05	3.62543155725629e-06	1.23751593115096e-05	1.23751593115096e-05	3.62543155725629e-06	2.09678624882751e-06	2.9119103900674e-06	1.23751593115096e-05
"Allactaga_elater"	0.000975960955730867	0.000434900739758306	0.000562931596948842	1.00222089632096	0.000523995725104897	0.000113017101671369	0.000572165608120628	0.000644794654893793	0.0011680107910938	0.000275181055624285	0.00034774828673171	0.000272106617964307	0.000273952738087731	0.000272724465362361	0.000384400471073498	0.000447885987443586	0.000609709711232666	6.27273203760628e-07	2.17491491523557e-05	6.50640637153911e-06	0.0111422941432711	0.0111832102371018	1.01440256483227e-05	2.50909281504251e-05	0.0112016525990124	6.50640637153911e-06	2.50282008300491e-05	0.0112020300233559	0.0112110891350775	2.82542754178423e-06	0.0111806411078846	0.0112257193365275	0.0112169473408834	6.50640637153911e-06	0.0111956001188831	2.7214689967801e-05	6.50640637153911e-06	2.4713895922156e-05	2.62771780969175e-05	3.93115793748978e-06	1.45482863279511e-05	6.50640637153911e-06	2.82542754178423e-06	6.50640637153911e-06	6.50640637153911e-06	2.82542754178423e-06	6.21286771083294e-06	5.47905476175462e-06	6.50640637153911e-06
"Meriones_meridianus"	0.00192368898499323	0.000203891668867621	0.00178000315650726	0.000943192305188815	1.00211087319894	0.0002026868932949	0.000337580442541169	0.000202594530180191	0.000338010173109366	0.000204548416739151	0.000335963286043234	0.000201794754547848	0.000203144409020849	0.000202210707134116	1.42682846384849e-06	0.000403140380117317	2.99002362753469e-06	0.000503269941697583	1.28993438239765e-05	1.28245932332882e-05	2.33045077353861e-05	0.0201111076072415	5.83485836581102e-06	0.0201307976679033	4.28148264996984e-05	1.28245932332882e-05	0.0200804706737335	0.0200919204624413	4.59113986243688e-05	5.0671723323725e-06	2.39932689702917e-05	3.99372353698167e-05	0.0201166741595188	1.28245932332882e-05	4.39609066861952e-05	2.10965227476691e-05	1.28245932332882e-05	1.66381034506985e-05	3.67902478241923e-05	2.92212023913072e-06	3.82532097548204e-05	1.28245932332882e-05	5.0671723323725e-06	1.28245932332882e-05	1.28245932332882e-05	5.0671723323725e-06	2.91273812668029e-06	4.06288818041698e-06	1.28245932332882e-05
"Ellobius_talpinus"	1.20185315787811e-06	0.00025477835694599	0.000253780209007941	0.000254288478760581	0.000253358616618625	1.00781107029694	5.25939972791134e-07	0.000253503041337667	7.89333413248086e-07	0.000254927964045499	5.35460664286838e-07	0.000253126664151401	0.000254465956939554	0.000253647307858202	2.22983420068734e-07	2.88325406620621e-07	2.81251808046107e-07	2.18060557494101e-07	1.50436495870068e-08	8.01235438585409e-09	2.83343989617008e-06	1.15404600561299e-05	7.28151887130699e-06	8.72242229976406e-06	6.48482623351008e-06	8.0123543858541e-09	8.70061624401465e-06	7.94739608493689e-06	2.87581027490115e-06	0.0251952767574236	1.12913155879714e-05	6.53008267789726e-06	0.0252487269717126	8.0123543858541e-09	4.47576103993147e-05	1.23886866989076e-05	8.0123543858541e-09	2.08257482720381e-05	7.28040811436891e-06	3.64182805779284e-06	3.63344391164215e-06	8.01235438585409e-09	0.0251952767574236	8.01235438585409e-09	8.0123543858541e-09	0.0251952767574236	3.63969081351415e-06	5.08931913879108e-06	8.0123543858541e-09
"Pygeretmus_pumilio"	0.000426553091178004	0.000363349783367501	0.000841615321264432	0.00128737261827141	0.000421975553176462	5.25939972791134e-07	1.00211701246324	2.31075402284497e-06	0.00128428377466324	0.000840447199869076	0.000779399622772187	9.75192661832453e-07	2.49319988491142e-06	1.40753970554259e-06	0.000361316886376977	0.000504051281280364	0.000865335762151293	5.8411715178227e-07	2.44770813283023e-05	2.84368727452002e-06	1.71478274775357e-05	6.28129786231465e-05	1.71970997605225e-05	2.33646860712908e-05	9.1712130086975e-05	2.84368727452002e-06	2.33062743561126e-05	0.0251301783130411	0.0251397510853951	1.31484993197783e-08	4.00668408303754e-05	0.0251637850642666	5.219954229952e-05	2.84368727452002e-06	3.17238067186077e-05	4.32269511839603e-05	2.84368727452002e-06	1.72938817484055e-05	0.0250769547761686	1.20063885695582e-05	1.48667632925833e-05	2.84368727452002e-06	1.31484993197783e-08	2.84368727452002e-06	2.84368727452002e-06	1.31484993197783e-08	5.19071119096431e-06	4.98639976982284e-08	2.84368727452002e-06
"Allactaga_major"	3.53071810274502e-06	0.000820238688463048	0.000338585185836246	0.00193438396468138	0.000337657550300319	0.000338004055116889	3.08100536379329e-06	1.0019291407197	0.00111822024902998	0.000819994101265839	2.64253237077495e-06	0.000814424200228386	0.000818734282910289	0.000816099447667801	1.77550583578963e-06	1.54524850160885e-06	2.66157745643066e-06	2.91068179271264e-07	9.00775570957333e-08	2.35381206849668e-08	2.15166932838114e-05	3.31840379411303e-05	2.3431896996127e-05	1.16427271708506e-05	4.88498060981584e-05	2.35381206849668e-08	1.16136203529234e-05	5.07993588168714e-05	4.40783871393121e-05	8.45010137792223e-06	0.0334414955841337	5.58956799678524e-05	0.0335469024703513	2.35381206849668e-08	0.0335268622867411	3.98946670666919e-05	2.35381206849668e-08	6.70098975765928e-05	1.66281578069818e-05	1.17142014466548e-05	4.86046934691705e-06	2.35381206849668e-08	8.45010137792224e-06	2.35381206849668e-08	2.35381206849668e-08	8.45010137792223e-06	1.17176955494721e-05	1.63746856582058e-05	2.35381206849668e-08
"Allactaga_sibirica"	0.000342379378218974	0.000290957631983111	0.000406779909581701	0.00210241942396884	0.000338010173109367	6.31466730598469e-07	0.00102742701973059	0.000670932149417989	1.00209862682062	3.34241296246813e-06	0.000624229978292227	1.34224417749031e-06	2.08009843868909e-06	1.44959938510638e-06	0.000690917206843001	0.000403940116685332	0.00109517219331194	3.72277549267336e-07	2.9661834020925e-05	2.28252918812649e-06	2.56427450100025e-05	5.84110958719093e-05	4.20428635636542e-06	1.48911019706934e-05	0.0201330690589747	2.2825291881265e-06	1.48538742157667e-05	0.020120868826321	0.0201385947383947	1.57866682649617e-08	0.020087697157215	0.0201779077964454	6.26730730118981e-05	2.2825291881265e-06	5.00859413159929e-05	2.50535542682135e-05	2.2825291881265e-06	4.29420830464275e-06	3.15445658153244e-05	4.77487566066876e-08	8.09367075357937e-06	2.28252918812649e-06	1.57866682649617e-08	2.28252918812649e-06	2.28252918812649e-06	1.57866682649617e-08	4.15653759975874e-06	4.16019687737818e-08	2.28252918812649e-06
"Apodemus_uralensis"	2.18390715485992e-06	0.00179261871695805	0.00062494796701251	0.00035380421437408	0.000146106011956536	0.000145673122311713	0.00048025554278233	0.000351426043399645	2.38743783033438e-06	1.00370180116432	0.000361226263205263	0.000350902939794954	0.00107322655569446	0.000711137317461618	1.02726789372624e-06	6.37569709382557e-07	1.35070306812956e-06	2.97356083216588e-07	4.83269577356385e-08	1.45593810323995e-08	3.94571731852218e-06	1.58275441433008e-05	0.014364205998304	1.18942433286635e-05	1.29918657656647e-05	1.45593810323995e-08	1.18645077203418e-05	3.09628503239933e-05	1.60509413258271e-05	3.64182805779284e-06	1.56931081407513e-05	5.37201404889061e-05	0.0144580573894376	1.45593810323995e-08	0.0144425656130405	0.014397711404858	1.45593810323995e-08	0.0144093751066666	0.01435953137616	0.0143385971594903	8.94238748121112e-06	1.45593810323995e-08	3.64182805779284e-06	1.45593810323995e-08	1.45593810323995e-08	3.64182805779284e-06	2.56088388136864e-05	2.14645311138891e-05	1.45593810323995e-08
