"Elephant"	"Rhinoceros"	"Hippopotamus"	"Giraffe"	"Buffalo"	"Eland"	"Zebra"	"Roan"	"Sable"	"Wildebeest"	"Waterbuck"	"Kudu"	"Tsessebe"	"Nyala"	"Warthog"	"Reedbuck"	"Impala"	"Bushbuck"	"Duiker"	"Klipsringer"	"Steenbok"	"Grysbok"	"Lion"	"spotted_hyena"	"Chettah"	"Leopard"	"wild_dog"
"Elephant"	1.00045600696547	0.000456006965474551	0.000457116929693681	0.000459195115914639	0.000458184731106672	0.000458184731106672	0.000460158753219235	0.000458127314501649	0.000458085151695509	0.000460158753219235	0.000460158753219235	0.000460158753219235	0.000460158753219235	0.000460158753219235	0.000460158753219235	0.000460158753219235	0.000460158753219235	0.000460158753219235	0.000460158753219235	0.000458038404192137	0.000460158753219235	0.000460158753219235	0.100321532404401	0.000192204254338233	0.000134909222643406	0.000161661569274772	0.000199793559443384
"Rhinoceros"	0.000456006965474551	1.00045600696547	0.000457116929693681	0.000459195115914639	0.000458184731106672	0.000458184731106672	0.000460158753219235	0.000458127314501649	0.000458085151695509	0.000460158753219235	0.000460158753219235	0.000460158753219235	0.000460158753219235	0.000460158753219235	0.000460158753219235	0.000460158753219235	0.000460158753219235	0.000460158753219235	0.000460158753219235	0.000458038404192137	0.000460158753219235	0.000460158753219235	0.100321532404401	0.000192204254338233	0.000134909222643406	0.000161661569274772	0.000199793559443384
"Hippopotamus"	0.000228558464846841	0.000228558464846841	1.00050756831089	0.000509714219141494	0.000508650631788668	0.000508650631788668	0.00051071760998303	0.000508631898246034	0.000230704373095126	0.00051071760998303	0.00051071760998303	0.00051071760998303	0.00051071760998303	0.00051071760998303	0.00051071760998303	0.00051071760998303	0.00051071760998303	0.00051071760998303	0.00051071760998303	0.000230644176583836	0.00051071760998303	0.00051071760998303	0.0502828622663049	0.000194817761182668	0.000140474717815049	0.000170173976452164	0.0502217722883462
"Giraffe"	0.00011479877897866	0.00011479877897866	0.000254857109570747	1.00055229935949	0.000394892035216503	0.000394892035216503	0.000553388013977955	0.000412264433839784	0.000412241028893453	0.000553388013977955	0.000553388013977955	0.000553388013977955	0.000553388013977955	0.000553388013977955	0.000553388013977955	0.000553388013977955	0.000553388013977955	0.000553388013977955	0.000553388013977955	0.000255922359116832	0.000553388013977955	0.000553388013977955	0.0252557313753051	0.0252062866162362	0.000152411628938163	0.0251851718830459	0.0252104995065757
"Buffalo"	0.000152728243702224	0.000152728243702224	0.000339100421192445	0.000526522713622004	1.00052544138538	0.000525441385376007	0.000527583494871799	0.000340181749438442	0.000340150536131783	0.000527583494871799	0.000527583494871799	0.000527583494871799	0.000527583494871799	0.000527583494871799	0.000527583494871799	0.000527583494871799	0.000527583494871799	0.000527583494871799	0.000527583494871799	0.00034012998913558	0.000527583494871799	0.000527583494871799	0.0336002136144892	0.0335413735530412	0.000148509374971187	0.000173012519359559	0.0335469919482398
"Eland"	0.000152728243702224	0.000152728243702224	0.000339100421192445	0.000526522713622004	0.000525441385376007	1.00052544138538	0.000527583494871799	0.000340181749438442	0.000340150536131783	0.000527583494871799	0.000527583494871799	0.000527583494871799	0.000527583494871799	0.000527583494871799	0.000527583494871799	0.000527583494871799	0.000527583494871799	0.000527583494871799	0.000527583494871799	0.00034012998913558	0.000527583494871799	0.000527583494871799	0.0336002136144892	0.0335413735530412	0.000148509374971187	0.000173012519359559	0.0335469919482398
"Zebra"	9.20317506438469e-05	9.20317506438469e-05	0.000204287043993212	0.000442710411182364	0.000316550096923079	0.000316550096923079	1.00058674014873	0.000330447358252497	0.000330455117832999	0.000586740148730273	0.000586740148730273	0.000586740148730273	0.000586740148730273	0.000586740148730273	0.000586740148730273	0.000586740148730273	0.000586740148730273	0.000586740148730273	0.000586740148730273	0.000348324541121623	0.000586740148730273	0.000586740148730273	0.0202469851416463	0.0202073495273761	0.0201641632567073	0.0201856502814856	0.0202059528028857
"Roan"	0.000152709104833883	0.000152709104833883	0.000339087932164023	0.000549685911786378	0.000340181749438442	0.000340181749438442	0.000550745597087495	1.00054859209451	0.000363307084456238	0.000550745597087495	0.000550745597087495	0.000550745597087495	0.000550745597087495	0.000550745597087495	0.000550745597087495	0.000550745597087495	0.000550745597087495	0.000550745597087495	0.000550745597087495	0.000154862607409419	0.000550745597087495	0.000550745597087495	0.0335960030634542	0.000196887109395493	0.000148355942156396	0.0335206659756697	0.0335481889194252
"Sable"	0.00015269505056517	0.00015269505056517	0.000153802915396751	0.00054965470519127	0.000340150536131783	0.000340150536131783	0.000550758529721666	0.000363307084456238	1.00054854684036	0.000550758529721666	0.000550758529721666	0.000550758529721666	0.000550758529721666	0.000550758529721666	0.000550758529721666	0.000550758529721666	0.000550758529721666	0.000550758529721666	0.000550758529721666	0.000340146495830597	0.000550758529721666	0.000550758529721666	0.0335929111243373	0.0335425717323059	0.00015453543425532	0.033520667049518	0.000199415669684579
"Wildebeest"	9.20317506438469e-05	9.20317506438469e-05	0.000204287043993212	0.000442710411182364	0.000316550096923079	0.000316550096923079	0.000586740148730273	0.000330447358252497	0.000330455117832999	1.00058674014873	0.000586740148730273	0.000586740148730273	0.000586740148730273	0.000586740148730273	0.000586740148730273	0.000586740148730273	0.000586740148730273	0.000586740148730273	0.000586740148730273	0.000348324541121623	0.000586740148730273	0.000586740148730273	0.0202469851416463	0.0202073495273761	0.0201641632567073	0.0201856502814856	0.0202059528028857
"Waterbuck"	9.20317506438469e-05	9.20317506438469e-05	0.000204287043993212	0.000442710411182364	0.000316550096923079	0.000316550096923079	0.000586740148730273	0.000330447358252497	0.000330455117832999	0.000586740148730273	1.00058674014873	0.000586740148730273	0.000586740148730273	0.000586740148730273	0.000586740148730273	0.000586740148730273	0.000586740148730273	0.000586740148730273	0.000586740148730273	0.000348324541121623	0.000586740148730273	0.000586740148730273	0.0202469851416463	0.0202073495273761	0.0201641632567073	0.0201856502814856	0.0202059528028857
