"Elephant"	"Rhinoceros"	"Hippopotamus"	"Giraffe"	"Buffalo"	"Eland"	"Zebra"	"Roan"	"Sable"	"Wildebeest"	"Waterbuck"	"Kudu"	"Tsessebe"	"Nyala"	"Warthog"	"Reedbuck"	"Impala"	"Bushbuck"	"Duiker"	"Klipsringer"	"Steenbok"	"Grysbok"	"Lion"	"spotted_hyena"	"Chettah"	"Leopard"	"wild_dog"
"Kudu"	9.20317506438469e-05	9.20317506438469e-05	0.000204287043993212	0.000442710411182364	0.000316550096923079	0.000316550096923079	0.000586740148730273	0.000330447358252497	0.000330455117832999	0.000586740148730273	0.000586740148730273	1.00058674014873	0.000586740148730273	0.000586740148730273	0.000586740148730273	0.000586740148730273	0.000586740148730273	0.000586740148730273	0.000586740148730273	0.000348324541121623	0.000586740148730273	0.000586740148730273	0.0202469851416463	0.0202073495273761	0.0201641632567073	0.0201856502814856	0.0202059528028857
"Tsessebe"	9.20317506438469e-05	9.20317506438469e-05	0.000204287043993212	0.000442710411182364	0.000316550096923079	0.000316550096923079	0.000586740148730273	0.000330447358252497	0.000330455117832999	0.000586740148730273	0.000586740148730273	0.000586740148730273	1.00058674014873	0.000586740148730273	0.000586740148730273	0.000586740148730273	0.000586740148730273	0.000586740148730273	0.000586740148730273	0.000348324541121623	0.000586740148730273	0.000586740148730273	0.0202469851416463	0.0202073495273761	0.0201641632567073	0.0201856502814856	0.0202059528028857
"Nyala"	9.20317506438469e-05	9.20317506438469e-05	0.000204287043993212	0.000442710411182364	0.000316550096923079	0.000316550096923079	0.000586740148730273	0.000330447358252497	0.000330455117832999	0.000586740148730273	0.000586740148730273	0.000586740148730273	0.000586740148730273	1.00058674014873	0.000586740148730273	0.000586740148730273	0.000586740148730273	0.000586740148730273	0.000586740148730273	0.000348324541121623	0.000586740148730273	0.000586740148730273	0.0202469851416463	0.0202073495273761	0.0201641632567073	0.0201856502814856	0.0202059528028857
"Warthog"	9.20317506438469e-05	9.20317506438469e-05	0.000204287043993212	0.000442710411182364	0.000316550096923079	0.000316550096923079	0.000586740148730273	0.000330447358252497	0.000330455117832999	0.000586740148730273	0.000586740148730273	0.000586740148730273	0.000586740148730273	0.000586740148730273	1.00058674014873	0.000586740148730273	0.000586740148730273	0.000586740148730273	0.000586740148730273	0.000348324541121623	0.000586740148730273	0.000586740148730273	0.0202469851416463	0.0202073495273761	0.0201641632567073	0.0201856502814856	0.0202059528028857
"Reedbuck"	9.20317506438469e-05	9.20317506438469e-05	0.000204287043993212	0.000442710411182364	0.000316550096923079	0.000316550096923079	0.000586740148730273	0.000330447358252497	0.000330455117832999	0.000586740148730273	0.000586740148730273	0.000586740148730273	0.000586740148730273	0.000586740148730273	0.000586740148730273	1.00058674014873	0.000586740148730273	0.000586740148730273	0.000586740148730273	0.000348324541121623	0.000586740148730273	0.000586740148730273	0.0202469851416463	0.0202073495273761	0.0201641632567073	0.0201856502814856	0.0202059528028857
"Impala"	9.20317506438469e-05	9.20317506438469e-05	0.000204287043993212	0.000442710411182364	0.000316550096923079	0.000316550096923079	0.000586740148730273	0.000330447358252497	0.000330455117832999	0.000586740148730273	0.000586740148730273	0.000586740148730273	0.000586740148730273	0.000586740148730273	0.000586740148730273	0.000586740148730273	1.00058674014873	0.000586740148730273	0.000586740148730273	0.000348324541121623	0.000586740148730273	0.000586740148730273	0.0202469851416463	0.0202073495273761	0.0201641632567073	0.0201856502814856	0.0202059528028857
"Bushbuck"	9.20317506438469e-05	9.20317506438469e-05	0.000204287043993212	0.000442710411182364	0.000316550096923079	0.000316550096923079	0.000586740148730273	0.000330447358252497	0.000330455117832999	0.000586740148730273	0.000586740148730273	0.000586740148730273	0.000586740148730273	0.000586740148730273	0.000586740148730273	0.000586740148730273	0.000586740148730273	1.00058674014873	0.000586740148730273	0.000348324541121623	0.000586740148730273	0.000586740148730273	0.0202469851416463	0.0202073495273761	0.0201641632567073	0.0201856502814856	0.0202059528028857
"Duiker"	9.20317506438469e-05	9.20317506438469e-05	0.000204287043993212	0.000442710411182364	0.000316550096923079	0.000316550096923079	0.000586740148730273	0.000330447358252497	0.000330455117832999	0.000586740148730273	0.000586740148730273	0.000586740148730273	0.000586740148730273	0.000586740148730273	0.000586740148730273	0.000586740148730273	0.000586740148730273	0.000586740148730273	1.00058674014873	0.000348324541121623	0.000586740148730273	0.000586740148730273	0.0202469851416463	0.0202073495273761	0.0201641632567073	0.0201856502814856	0.0202059528028857
"Klipsringer"	0.000152679468064046	0.000152679468064046	0.000153762784389224	0.000341229812155775	0.00034012998913558	0.00034012998913558	0.000580540901869372	0.000154862607409419	0.000340146495830597	0.000580540901869372	0.000580540901869372	0.000580540901869372	0.000580540901869372	0.000580540901869372	0.000580540901869372	0.000580540901869372	0.000580540901869372	0.000580540901869372	0.000580540901869372	1.00057835776252	0.000580540901869372	0.000580540901869372	0.0335894829740901	0.0335460968543441	0.0335035525599035	0.000175971683231265	0.000194996938532078
"Steenbok"	9.20317506438469e-05	9.20317506438469e-05	0.000204287043993212	0.000442710411182364	0.000316550096923079	0.000316550096923079	0.000586740148730273	0.000330447358252497	0.000330455117832999	0.000586740148730273	0.000586740148730273	0.000586740148730273	0.000586740148730273	0.000586740148730273	0.000586740148730273	0.000586740148730273	0.000586740148730273	0.000586740148730273	0.000586740148730273	0.000348324541121623	1.00058674014873	0.000586740148730273	0.0202469851416463	0.0202073495273761	0.0201641632567073	0.0201856502814856	0.0202059528028857
"Grysbok"	9.20317506438469e-05	9.20317506438469e-05	0.000204287043993212	0.000442710411182364	0.000316550096923079	0.000316550096923079	0.000586740148730273	0.000330447358252497	0.000330455117832999	0.000586740148730273	0.000586740148730273	0.000586740148730273	0.000586740148730273	0.000586740148730273	0.000586740148730273	0.000586740148730273	0.000586740148730273	0.000586740148730273	0.000586740148730273	0.000348324541121623	0.000586740148730273	1.00058674014873	0.0202469851416463	0.0202073495273761	0.0201641632567073	0.0201856502814856	0.0202059528028857
"Lion"	0.00456006965474551	0.00456006965474551	0.00457116929693681	0.00459195115914639	0.00458184731106671	0.00458184731106671	0.00460158753219235	0.00458127314501649	0.00458085151695509	0.00460158753219235	0.00460158753219235	0.00460158753219235	0.00460158753219235	0.00460158753219235	0.00460158753219235	0.00460158753219235	0.00460158753219235	0.00460158753219235	0.00460158753219235	0.00458038404192137	0.00460158753219235	0.00460158753219235	1.00321532404401	0.00192204254338233	0.00134909222643406	0.00161661569274772	0.00199793559443384
"spotted_hyena"	1.06780141299018e-05	1.06780141299018e-05	2.16464179091854e-05	0.00560139702583026	0.00559022892550686	0.00559022892550686	0.00561315264649336	3.28145182325821e-05	0.00559042862205098	0.00561315264649336	0.00561315264649336	0.00561315264649336	0.00561315264649336	0.00561315264649336	0.00561315264649336	0.00561315264649336	0.00561315264649336	0.00561315264649336	0.00561315264649336	0.00559101614239068	0.00561315264649336	0.00561315264649336	0.0023491631085784	1.00234485136758	0.00164578689283463	0.00178689605174348	0.00197431268027103
"Chettah"	9.63637304595754e-06	9.63637304595754e-06	2.00678168307213e-05	4.35461796966179e-05	3.18234374938258e-05	3.18234374938258e-05	0.00720148687739545	3.17905590335134e-05	3.31147359118542e-05	0.00720148687739545	0.00720148687739545	0.00720148687739545	0.00720148687739545	0.00720148687739545	0.00720148687739545	0.00720148687739545	0.00720148687739545	0.00720148687739545	0.00720148687739545	0.00717933269140789	0.00720148687739545	0.00720148687739545	0.00212000207011066	0.00211601171935881	1.00211169767784	0.00187563875244675	0.00187765988125747
"Leopard"	1.01038480796733e-05	1.01038480796733e-05	2.12717470565205e-05	0.00629629297076147	3.24398473799173e-05	3.24398473799173e-05	0.00630801571296426	0.00628512487043807	0.00628512507178462	0.00630801571296426	0.00630801571296426	0.00630801571296426	0.00630801571296426	0.00630801571296426	0.00630801571296426	0.00630801571296426	0.00630801571296426	0.00630801571296426	0.00630801571296426	3.29946906058622e-05	0.00630801571296426	0.00630801571296426	0.00222284657752812	0.00201025805821142	0.0016411839083909	1.00221649974105	0.0020102218158325
"wild_dog"	1.10996421912991e-05	1.10996421912991e-05	0.00558019692092736	0.00560233322368349	0.00559116532470664	0.00559116532470664	0.00561276466746825	0.0055913648199042	3.32359449474298e-05	0.00561276466746825	0.00561276466746825	0.00561276466746825	0.00561276466746825	0.00561276466746825	0.00561276466746825	0.00561276466746825	0.00561276466746825	0.00561276466746825	0.00561276466746825	3.24994897553464e-05	0.00561276466746825	0.00561276466746825	0.0024419212820858	0.00197431268027103	0.00146040212986692	0.00178686383629555	1.00243751017249
