"Philodendron_apendiculatum"	"Cecropia_glaziovi"	"Cecropia_pachystachia"	"Cucurbitaceae"	"Vismia_sp."	"Ficus_luschnatiana"	"Ficus_sp."	"Piper_aduncun"	"Piper_dilatatum"	"Piper_sp."	"Rubus_brasiliensis"	"Aureliana_sp."	"Solanum_cinnamomeum"	"Solanum_megalochiton"	"Solanum_cf._paranaense"	"Solanum_rufescens"	"Solanum_santaecatharinae"	"Solanum_scuticum"	"Solanum_subsylvestris"	"Solanum_swartzianum"	"Solanum_variabile"	"Solanum_sp."	"Vassobia_breviflora"	"Unknown_family"	"Artibeus_fimbriatus"	"Artibeus_lituratus"	"Artibeus_jamaicensis"	"Carollia_perspicillata"	"Sturnira_lilium"	"Sturnira_tildae"
"Philodendron_apendiculatum"	1.00052975952171	0.000533654874583269	2.56121569031915e-06	0.00053133899380589	0.000529759521706491	2.56121569031915e-06	0.00053232073739681	1.27941781455745e-06	1.27941781455745e-06	0.000532618411620447	0.000531038939521049	0.000529759521706491	0.000529759521706491	1.27941781455745e-06	0.00053266752019927	0.000529759521706491	0.000529759521706491	0.000532369845975633	0.000529759521706491	0.000529759521706491	0.000531038939521049	0.000534246992298668	0.00053133899380589	0.00053133899380589	0.000142152488945872	4.90871795460284e-05	1.33413718645817e-05	0.000102353425164596	0.100654309124233	4.88574203466301e-05
"Cecropia_glaziovi"	0.000133413718645817	1.00342720640516	0.000785224670497274	0.000414315949026393	0.000133413718645817	0.000785224670497274	0.000918638389143091	5.2859017126049e-07	5.2859017126049e-07	0.000414844539197653	0.000133942308817078	0.000133413718645817	0.000133413718645817	5.2859017126049e-07	0.000135149120599722	0.000133413718645817	0.000133413718645817	0.00063894297054516	0.000133413718645817	0.000133413718645817	0.000133942308817078	0.000416051350980298	0.000414315949026393	0.000414315949026393	0.0252812007342518	0.0252161220058349	0.0250856801601289	4.22872137008392e-05	0.0253486065427053	3.62043534793368e-05
"Cecropia_pachystachia"	1.28060784515958e-06	0.00157044934099455	1.0015652426098	0.000560890821404708	1.28060784515958e-06	0.0015652426097969	0.00156652321764206	4.14828484385952e-07	4.14828484385952e-07	0.000561305649889094	1.69543632954553e-06	1.28060784515958e-06	1.28060784515958e-06	4.14828484385952e-07	3.28873549681093e-06	1.28060784515958e-06	1.28060784515958e-06	0.00100850630324978	1.28060784515958e-06	1.28060784515958e-06	1.69543632954553e-06	0.000562898949056359	0.000560890821404708	0.000560890821404708	0.0503649192203594	0.0502816198118676	3.92612335248637e-05	3.31862787508761e-05	0.000243315490580319	4.77989750179619e-05
"Cucurbitaceae"	0.000265669496902945	0.000828631898052785	0.000560890821404708	1.00082429369924	0.000265669496902945	0.000560890821404708	0.000826560318307653	1.0512282046634e-06	1.0512282046634e-06	0.000825344927444718	0.000266720725107608	0.000265669496902945	0.000265669496902945	1.0512282046634e-06	0.000268006504474186	0.000265669496902945	0.000265669496902945	0.000269221895337121	0.000265669496902945	0.000265669496902945	0.000266720725107608	0.000826630706811295	0.000824293699240054	0.000824293699240054	0.0502761782103398	0.00011333095337995	2.07157974513196e-05	8.40982563730723e-05	0.0504772044115595	3.85733809973259e-05
"Vismia_sp."	0.000529759521706491	0.000533654874583269	2.56121569031915e-06	0.00053133899380589	1.00052975952171	2.56121569031915e-06	0.00053232073739681	1.27941781455745e-06	1.27941781455745e-06	0.000532618411620447	0.000531038939521049	0.000529759521706491	0.000529759521706491	1.27941781455745e-06	0.00053266752019927	0.000529759521706491	0.000529759521706491	0.000532369845975633	0.000529759521706491	0.000529759521706491	0.000531038939521049	0.000534246992298668	0.00053133899380589	0.00053133899380589	0.000142152488945872	4.90871795460284e-05	1.33413718645817e-05	0.000102353425164596	0.100654309124233	4.88574203466301e-05
"Ficus_luschnatiana"	1.28060784515958e-06	0.00157044934099455	0.0015652426097969	0.000560890821404708	1.28060784515958e-06	1.0015652426098	0.00156652321764206	4.14828484385952e-07	4.14828484385952e-07	0.000561305649889094	1.69543632954553e-06	1.28060784515958e-06	1.28060784515958e-06	4.14828484385952e-07	3.28873549681093e-06	1.28060784515958e-06	1.28060784515958e-06	0.00100850630324978	1.28060784515958e-06	1.28060784515958e-06	1.69543632954553e-06	0.000562898949056359	0.000560890821404708	0.000560890821404708	0.0503649192203594	0.0502816198118676	3.92612335248637e-05	3.31862787508761e-05	0.000243315490580319	4.77989750179619e-05
"Ficus_sp."	0.000177440245798937	0.00122485118552412	0.00104434881176137	0.000551040212205102	0.000177440245798937	0.00104434881176137	1.00122178905756	7.03024927776451e-07	7.03024927776451e-07	0.000551743237132879	0.000178143270726713	0.000177440245798937	0.000177440245798937	7.03024927776451e-07	0.000179748330397631	0.000177440245798937	0.000177440245798937	0.000849794150825063	0.000177440245798937	0.000177440245798937	0.000178143270726713	0.000553348296803796	0.000551040212205102	0.000551040212205102	0.0336239969765549	0.0335374422677604	3.0621279638103e-05	5.62419942221161e-05	0.033713646701798	4.8151790127518e-05
"Piper_aduncun"	1.27941781455745e-06	2.11436068504196e-06	8.29656968771904e-07	2.10245640932681e-06	1.27941781455745e-06	8.29656968771904e-07	2.10907478332935e-06	1.00125773528895	0.00125773528894667	0.001259837745356	0.00125901470676123	1.27941781455745e-06	1.27941781455745e-06	0.00125773528894667	0.00126147241537306	1.27941781455745e-06	1.27941781455745e-06	3.74374480039258e-06	1.27941781455745e-06	1.27941781455745e-06	0.00125901470676123	0.00126229545396783	2.10245640932681e-06	2.10245640932681e-06	7.40734735292422e-05	3.30918700127304e-07	5.2859017126049e-08	0.100618823115734	0.000243089384765916	7.37312583549775e-05
"Piper_dilatatum"	1.27941781455745e-06	2.11436068504196e-06	8.29656968771904e-07	2.10245640932681e-06	1.27941781455745e-06	8.29656968771904e-07	2.10907478332935e-06	0.00125773528894667	1.00125773528895	0.001259837745356	0.00125901470676123	1.27941781455745e-06	1.27941781455745e-06	0.00125773528894667	0.00126147241537306	1.27941781455745e-06	1.27941781455745e-06	3.74374480039258e-06	1.27941781455745e-06	1.27941781455745e-06	0.00125901470676123	0.00126229545396783	2.10245640932681e-06	2.10245640932681e-06	7.40734735292422e-05	3.30918700127304e-07	5.2859017126049e-08	0.100618823115734	0.000243089384765916	7.37312583549775e-05
"Piper_sp."	0.000177539470540149	0.000553126052263537	0.000374203766592729	0.000550229951629812	0.000177539470540149	0.000374203766592729	0.000551743237132878	0.000419945915118666	0.000419945915118666	1.00097017586675	0.000597485385658815	0.000177539470540149	0.000177539470540149	0.000419945915118666	0.000599161808107144	0.000177539470540149	0.000177539470540149	0.000180729178491545	0.000177539470540149	0.000177539470540149	0.000597485385658815	0.000971852289196807	0.000550229951629812	0.000550229951629812	0.0335421432980696	7.56642751533422e-05	1.38281513065884e-05	0.0335956732094932	0.0337324994026283	5.02926734498765e-05
