"Crataegus_monogyna"	"Juniperus_communis"	"Juniperus_sabina"	"Rosa_canina"	"Berberis_vulgaris"	"Juniperus_phoenicea"	"Hedera_helix"	"Lonicera_arborea"	"Taxus_baccata"	"Prunus_prostrata"	"Rhamnus_myrtifolius"	"Rhamnus_saxatilis"	"Turdus_merula"	"Turdus_viscivorus"	"Turdus_iliacus"	"Turdus_torquatus"
"Crataegus_monogyna"	1.00138632030713	0.00138632030712621	0.00138632030712621	0.00138632030712621	0.000966264393328986	0.000966105935776899	0.000546050021979677	0.000650385318561722	0.000546050021979677	0.000230329404764501	0.000230329404764501	0.000420214371349309	0.0253362345240951	0.0252576493772141	0.0252128622809585	0.0252033548278333
"Juniperus_communis"	0.00138632030712621	1.00138632030713	0.00138632030712621	0.00138632030712621	0.000966264393328986	0.000966105935776899	0.000546050021979677	0.000650385318561722	0.000546050021979677	0.000230329404764501	0.000230329404764501	0.000420214371349309	0.0253362345240951	0.0252576493772141	0.0252128622809585	0.0252033548278333
"Juniperus_sabina"	0.00138632030712621	0.00138632030712621	1.00138632030713	0.00138632030712621	0.000966264393328986	0.000966105935776899	0.000546050021979677	0.000650385318561722	0.000546050021979677	0.000230329404764501	0.000230329404764501	0.000420214371349309	0.0253362345240951	0.0252576493772141	0.0252128622809585	0.0252033548278333
"Rosa_canina"	0.00138632030712621	0.00138632030712621	0.00138632030712621	1.00138632030713	0.000966264393328986	0.000966105935776899	0.000546050021979677	0.000650385318561722	0.000546050021979677	0.000230329404764501	0.000230329404764501	0.000420214371349309	0.0253362345240951	0.0252576493772141	0.0252128622809585	0.0252033548278333
"Berberis_vulgaris"	0.00128835252443865	0.00128835252443865	0.00128835252443865	0.00128835252443865	1.00128554278588	0.000729003275490846	0.000726193536937018	0.00030897903205522	0.000726193536937018	0.000306169293501392	0.000306169293501392	0.000559349248947802	0.0336786222851531	0.0336019394748501	0.0335609549368681	0.000168584313229654
"Juniperus_phoenicea"	0.00128814124770253	0.00128814124770253	0.00128814124770253	0.00128814124770253	0.000729003275490846	1.00128558508353	0.000726447111318003	0.000865560769597988	0.000726447111318003	0.000306422797386302	0.000306422797386302	2.55616417284276e-06	0.0337065077124932	0.0336019451145361	0.000153369850370566	0.0335482783327011
"Hedera_helix"	0.00109210004395935	0.00109210004395935	0.00109210004395935	0.00109210004395935	0.00108929030540553	0.001089670666977	1.00108686092842	0.000461039065356367	0.00108686092842318	0.000458229326802539	0.000458229326802539	2.42937698235036e-06	0.0504052259482793	0.050290528129651	0.000145762618941021	0.000168584313229654
"Lonicera_arborea"	0.00130077063712344	0.00130077063712344	0.00130077063712344	0.00130077063712344	0.000463468548082829	0.00129834115439698	0.000461039065356367	1.00129540480489	0.000461039065356367	0.000458102715852234	0.000458102715852234	2.42948272646253e-06	0.0503912987437457	0.000234907960330642	0.000145768963587752	0.0502381253424369
"Taxus_baccata"	0.00109210004395935	0.00109210004395935	0.00109210004395935	0.00109210004395935	0.00108929030540553	0.001089670666977	0.00108686092842318	0.000461039065356367	1.00108686092842	0.000458229326802539	0.000458229326802539	2.42937698235036e-06	0.0504052259482793	0.050290528129651	0.000145762618941021	0.000168584313229654
"Prunus_prostrata"	0.000921317619058004	0.000921317619058004	0.000921317619058004	0.000921317619058004	0.000918507880504176	0.000919268392158906	0.000916458653605079	0.000916205431704468	0.000916458653605079	1.00091339569315	0.00091339569315064	2.04922689909749e-06	0.10047352624657	0.000245036836355078	0.000122953613945849	0.000168584313229654
"Rhamnus_myrtifolius"	0.000921317619058004	0.000921317619058004	0.000921317619058004	0.000921317619058004	0.000918507880504176	0.000919268392158906	0.000916458653605079	0.000916205431704468	0.000916458653605079	0.00091339569315064	1.00091339569315	2.04922689909749e-06	0.10047352624657	0.000245036836355078	0.000122953613945849	0.000168584313229654
"Rhamnus_saxatilis"	0.00168085748539723	0.00168085748539723	0.00168085748539723	0.00168085748539723	0.00167804774684341	7.66849251852828e-06	4.85875396470071e-06	4.85896545292505e-06	4.85875396470071e-06	2.04922689909749e-06	2.04922689909749e-06	1.00167318899288	0.000225414958900724	0.000224762165248258	0.100391339572722	0.000168584313229654
"Turdus_merula"	0.00921317619058004	0.00921317619058004	0.00921317619058004	0.00921317619058004	0.00918507880504176	0.00919268392158906	0.00916458653605079	0.00916205431704468	0.00916458653605079	0.0091339569315064	0.0091339569315064	2.04922689909749e-05	1.0047352624657	0.00245036836355078	0.00122953613945849	0.00168584313229654
"Turdus_viscivorus"	0.0126288246886071	0.0126288246886071	0.0126288246886071	0.0126288246886071	0.0126007273030688	0.012600729417951	0.0125726320324128	5.87269900826604e-05	0.0125726320324128	3.06296045443847e-05	3.06296045443847e-05	2.80952706560323e-05	0.00336925649988232	1.00336019422947	0.00168571623936194	0.00168584313229654
"Turdus_iliacus"	0.0168085748539723	0.0168085748539723	0.0168085748539723	0.0168085748539723	0.0167804774684341	7.66849251852828e-05	4.85875396470071e-05	4.85896545292505e-05	4.85875396470071e-05	2.04922689909749e-05	2.04922689909749e-05	0.0167318899287871	0.00225414958900724	0.00224762165248258	1.00391339572722	0.00168584313229654
"Turdus_torquatus"	0.0168022365518888	0.0168022365518888	0.0168022365518888	0.0168022365518888	8.4292156614827e-05	0.0167741391663506	5.61947710765513e-05	0.0167460417808123	5.61947710765513e-05	2.80973855382757e-05	2.80973855382757e-05	2.80973855382757e-05	0.00309071240921032	0.00224779084306205	0.00168584313229654	1.00307666371644
