"Chirocentrus_dorab"	"Psettodes_erumei"	"Cynoglossus_arel"	"Dussumieria_acuta"	"Sardinella_fimbriata"	"Tenualosa_ilisha"	"Eusphyra_blochii"	"Ilisha_filigera"	"Selaroides_leptolepis"	"Atropus_atropos"	"Chirocentrus_nudus"	"Harpadon_neherius"	"Lepturacanthus_savala"	"Pampus_argenteus"	"Parastromateus_niger"	"Rastrelliger_kanagurta"	"Scomberomorus_guttatus"	"Solea_elongata"	"Trichiurus_lepturus"	"Aetobatus_narinari"	"Bagarius_bagarius"	"Clarias_batrachus"	"Glossogobius_giuris"	"Heteropneustes_fossilis"	"Hilsa_kelee"	"Johnius_borneensis"	"Lutjanus_argentimaculatus"	"Mystus_vittatus"	"Nandus_nandus"	"Ompok_bimaculatus"	"Ompok_pabda"	"Polydactylus_sextarius"	"Polynemus_paradiseus"	"Scoliodon_laticaudus"	"Tachysurus_sp."	"Upeneus_sulphureus"	"Wallago_attu"	"Ascaridida_gen._sp."	"Capillaria_sp."	"Raphidascaris_sp."	"Aphanurus_stossichi"	"Goezia_sp."	"Heterotyphlum_sp"	"Paraquimperia_sp"	"Quimperia_sp."	"Quimperiidae_gen._sp"	"Camallanus_dollfusi"	"Bucephalus_polymorphus"	"Faustula_brevichrus"	"Faustula_sp."	"Opisthadena_sp."	"Dinurinae_gen._sp."	"Lecithocladium_excisum"	"Lecithocladium_harpodontis"	"Lecithocladium_magnacetabulum"	"Lecithocladium_megalaspis"	"Lecithocladium_seriolellae"	"Lecithocladium_sp."	"Hemiurus_appendiculatus"	"Hemiurus_sp."	"Parahemiurus_sp"	"Lecithochiriinae_gen._sp."	"Hemiuridae_gen._sp."	"Acanthocolpus_liodorus"	"Acanthocolpus_luehei"	"Pseudoanthocotyle_pavlovskyi"	"Pricea_multae"	"Megamicrocotyle_chirocentrus"	"Choricotyle_pagelli"	"Choricotyle_sp."	"Nybelinia_sp."	"Contracaecum_sp."	"Paranisakis_sp."	"Terranova_sp."	"Pseudanisakis_sp."	"Dujardinascaris_sp."	"Porrocaecum_trichiuri"	"Cucullanus_sp."	"Camallanus_atropusi"	"Camallanus_bispiculus"	"Camallanus_trichiuris"	"Camallanus_sp."	"Procamallanus_(Spirocamallanus)_sp."	"Neoechinorhynchus_sp."	"Ergasilus_sp."	"Cymothoidae_gen._sp"
"Chirocentrus_nudus"	0	0.00252403938441867	0	0	1.41698369981671e-06	0	0.000318138710700304	0	0	0	1.0028251841124	0.00031760581503749	0	8.48987347601303e-07	8.48987347601303e-07	0	0.00031760581503749	8.48987347601303e-07	8.48987347601303e-07	0.000316017785962302	0.000316017785962302	0.000316017785962302	0.000316017785962302	0.000316017785962302	0	0.000316017785962302	0	0.000316017785962302	0.000316017785962302	0.000316017785962302	0.000316017785962302	0	1.40811865104147e-06	0.000316017785962302	0.000316017785962302	1.78013027615164e-09	0	0.0505628457539684	4.22371205431648e-05	4.22435595312441e-05	0	0	0	0	3.56026055230328e-08	0.0501833265286935	8.48987347601303e-08	0	0	0	0	0	4.24493673800651e-08	0	0	0	0	4.24493673800651e-08	0	0	0	0	1.58802907518745e-05	0	0	0	1.58802907518745e-05	0	0	0	0	3.54245924954177e-08	0	1.06046236900101e-05	1.06046236900101e-05	0	4.20673230736446e-05	4.20673230736446e-05	0	0	0	0	0	3.54245924954176e-08	0	4.20673230736445e-05
"Harpadon_neherius"	0	7.99391158673941e-07	0	0	4.48774392591124e-10	0	0.00031893738356436	0	0	0	0.00031760581503749	1.00534352877823	0	2.68883672611484e-10	2.68883672611484e-10	0	0.000318403150091052	2.68883672611484e-10	2.68883672611484e-10	0.000316811134340597	0.000316811134340597	0.000316811134340597	0.000316811134340597	0.000316811134340597	0	0.000316811134340597	0	0.000316811134340597	0.000316811134340597	0.000316811134340597	0.000316811134340597	0	4.45966733702802e-10	0.000316811134340597	0.000316811134340597	5.63786925365733e-13	0	0.0506897814944955	1.33769627124213e-08	1.33790020110841e-08	0	0	0	0	1.12757385073147e-11	1.58936139378524e-05	2.68883672611483e-11	0	0	0	0	0	1.34441836305742e-11	0	0	0	0	1.34441836305742e-11	0	0	0	0	0.0502671764389116	0	0	0	1.59201575045526e-05	0	0	0	0	1.12193598147781e-11	0	1.0631246118812e-05	1.0631246118812e-05	0	1.3323185977899e-08	1.3323185977899e-08	0	0	0	0	0	1.12193598147781e-11	0	1.3323185977899e-08
"Lepturacanthus_savala"	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0505050505050505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0505050505050505	0	0	0	0	0
"Pampus_argenteus"	0	0.00101591680797366	0	0	5.70330861774586e-07	0	2.69334819713181e-10	0	0	0	8.48987347601303e-07	2.68883672611484e-10	0	1.00603961984062	0.00101449421247642	0	2.68883672611484e-10	0.00101449421247642	0.00101449421247642	2.67539254248426e-10	2.67539254248426e-10	2.67539254248426e-10	2.67539254248426e-10	2.67539254248426e-10	0	2.67539254248426e-10	0	2.67539254248426e-10	2.67539254248426e-10	2.67539254248426e-10	2.67539254248426e-10	0	5.66762711408207e-07	2.67539254248426e-10	2.67539254248426e-10	7.16496057505761e-10	0	4.28062806797482e-08	0.0504710870707019	1.70028813422462e-05	0	0	0	0	1.43299211501152e-08	1.69743961669411e-05	0.000101449421247642	0	0	0	0	0	5.0724710623821e-05	0	0	0	0	0.0503019809920308	0	0	0	0	1.34441836305742e-11	0	0	0	1.34441836305742e-11	0	0	0	0	1.42582715443646e-08	0	8.97782732377269e-12	8.97782732377269e-12	0	1.6931946799561e-05	1.6931946799561e-05	0	0	0	0	0	1.42582715443646e-08	0	1.6931946799561e-05
"Parastromateus_niger"	0	0.00101591680797366	0	0	5.70330861774586e-07	0	2.69334819713181e-10	0	0	0	8.48987347601303e-07	2.68883672611484e-10	0	0.00101449421247642	1.00603961984062	0	2.68883672611484e-10	0.00101449421247642	0.00101449421247642	2.67539254248426e-10	2.67539254248426e-10	2.67539254248426e-10	2.67539254248426e-10	2.67539254248426e-10	0	2.67539254248426e-10	0	2.67539254248426e-10	2.67539254248426e-10	2.67539254248426e-10	2.67539254248426e-10	0	5.66762711408207e-07	2.67539254248426e-10	2.67539254248426e-10	7.16496057505761e-10	0	4.28062806797482e-08	0.0504710870707019	1.70028813422462e-05	0	0	0	0	1.43299211501152e-08	1.69743961669411e-05	0.000101449421247642	0	0	0	0	0	0.0503019809920308	0	0	0	0	5.0724710623821e-05	0	0	0	0	1.34441836305742e-11	0	0	0	1.34441836305742e-11	0	0	0	0	1.42582715443646e-08	0	8.97782732377269e-12	8.97782732377269e-12	0	1.6931946799561e-05	1.6931946799561e-05	0	0	0	0	0	1.42582715443646e-08	0	1.6931946799561e-05
"Rastrelliger_kanagurta"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0505050505050505	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0505050505050505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Scomberomorus_guttatus"	0	7.99391158673941e-07	0	0	4.48774392591124e-10	0	0.00031893738356436	0	0	0	0.00031760581503749	0.000318403150091052	0	2.68883672611484e-10	2.68883672611484e-10	0	1.00534352877823	2.68883672611484e-10	2.68883672611484e-10	0.000316811134340597	0.000316811134340597	0.000316811134340597	0.000316811134340597	0.000316811134340597	0	0.000316811134340597	0	0.000316811134340597	0.000316811134340597	0.000316811134340597	0.000316811134340597	0	4.45966733702802e-10	0.000316811134340597	0.000316811134340597	5.63786925365733e-13	0	0.0506897814944955	1.33769627124213e-08	1.33790020110841e-08	0	0	0	0	1.12757385073147e-11	1.58936139378524e-05	2.68883672611483e-11	0	0	0	0	0	1.34441836305742e-11	0	0	0	0	1.34441836305742e-11	0	0	0	0	1.59201575045526e-05	0	0	0	0.0502671764389116	0	0	0	0	1.12193598147781e-11	0	1.0631246118812e-05	1.0631246118812e-05	0	1.3323185977899e-08	1.3323185977899e-08	0	0	0	0	0	1.12193598147781e-11	0	1.3323185977899e-08
"Solea_elongata"	0	0.00101591680797366	0	0	5.70330861774586e-07	0	2.69334819713181e-10	0	0	0	8.48987347601303e-07	2.68883672611484e-10	0	0.00101449421247642	0.00101449421247642	0	2.68883672611484e-10	1.00352705702655	0.00352705702654677	2.67539254248426e-10	2.67539254248426e-10	2.67539254248426e-10	2.67539254248426e-10	2.67539254248426e-10	0	2.67539254248426e-10	0	2.67539254248426e-10	2.67539254248426e-10	2.67539254248426e-10	2.67539254248426e-10	0	5.66762711408207e-07	2.67539254248426e-10	2.67539254248426e-10	7.16496057505761e-10	0	4.28062806797482e-08	0.0504710870707019	1.70028813422462e-05	0	0	0	0	1.43299211501152e-08	1.69743961669411e-05	0.0503527057026547	0	0	0	0	0	5.0724710623821e-05	0	0	0	0	5.0724710623821e-05	0	0	0	0	1.34441836305742e-11	0	0	0	1.34441836305742e-11	0	0	0	0	1.42582715443646e-08	0	8.97782732377269e-12	8.97782732377269e-12	0	1.6931946799561e-05	1.6931946799561e-05	0	0	0	0	0	1.42582715443646e-08	0	1.6931946799561e-05
"Trichiurus_lepturus"	0	0.00101591680797366	0	0	5.70330861774586e-07	0	2.69334819713181e-10	0	0	0	8.48987347601303e-07	2.68883672611484e-10	0	0.00101449421247642	0.00101449421247642	0	2.68883672611484e-10	0.00352705702654677	1.00352705702655	2.67539254248426e-10	2.67539254248426e-10	2.67539254248426e-10	2.67539254248426e-10	2.67539254248426e-10	0	2.67539254248426e-10	0	2.67539254248426e-10	2.67539254248426e-10	2.67539254248426e-10	2.67539254248426e-10	0	5.66762711408207e-07	2.67539254248426e-10	2.67539254248426e-10	7.16496057505761e-10	0	4.28062806797482e-08	0.0504710870707019	1.70028813422462e-05	0	0	0	0	1.43299211501152e-08	1.69743961669411e-05	0.0503527057026547	0	0	0	0	0	5.0724710623821e-05	0	0	0	0	5.0724710623821e-05	0	0	0	0	1.34441836305742e-11	0	0	0	1.34441836305742e-11	0	0	0	0	1.42582715443646e-08	0	8.97782732377269e-12	8.97782732377269e-12	0	1.6931946799561e-05	1.6931946799561e-05	0	0	0	0	0	1.42582715443646e-08	0	1.6931946799561e-05
"Aetobatus_narinari"	0	1.59078840576114e-06	0	0	8.93061041256336e-10	0	0.000634685393293075	0	0	0	0.000632035571924605	0.000633622268681194	0	5.35078508496852e-10	5.35078508496852e-10	0	0.000633622268681194	5.35078508496852e-10	5.35078508496852e-10	1.00063045415734	0.000630454157337788	0.000630454157337788	0.000630454157337788	0.000630454157337788	0	0.000630454157337788	0	0.000630454157337788	0.000630454157337788	0.000630454157337788	0.000630454157337788	0	8.87473800068576e-10	0.000630454157337788	0.000630454157337788	1.12193598147781e-12	0	0.100872665174046	2.66201557977184e-08	2.66242140020573e-08	0	0	0	0	2.24387196295562e-11	3.16282917363263e-05	5.35078508496852e-11	0	0	0	0	0	2.67539254248426e-11	0	0	0	0	2.67539254248426e-11	0	0	0	0	3.16811134340597e-05	0	0	0	3.16811134340597e-05	0	0	0	0	2.23265260314084e-11	0	2.11561797764358e-05	2.11561797764359e-05	0	2.6513140096019e-08	2.6513140096019e-08	0	0	0	0	0	2.23265260314084e-11	0	2.6513140096019e-08
"Bagarius_bagarius"	0	1.59078840576114e-06	0	0	8.93061041256336e-10	0	0.000634685393293075	0	0	0	0.000632035571924605	0.000633622268681194	0	5.35078508496852e-10	5.35078508496852e-10	0	0.000633622268681194	5.35078508496852e-10	5.35078508496852e-10	0.000630454157337788	1.00063045415734	0.000630454157337788	0.000630454157337788	0.000630454157337788	0	0.000630454157337788	0	0.000630454157337788	0.000630454157337788	0.000630454157337788	0.000630454157337788	0	8.87473800068576e-10	0.000630454157337788	0.000630454157337788	1.12193598147781e-12	0	0.100872665174046	2.66201557977184e-08	2.66242140020573e-08	0	0	0	0	2.24387196295562e-11	3.16282917363263e-05	5.35078508496852e-11	0	0	0	0	0	2.67539254248426e-11	0	0	0	0	2.67539254248426e-11	0	0	0	0	3.16811134340597e-05	0	0	0	3.16811134340597e-05	0	0	0	0	2.23265260314084e-11	0	2.11561797764358e-05	2.11561797764359e-05	0	2.6513140096019e-08	2.6513140096019e-08	0	0	0	0	0	2.23265260314084e-11	0	2.6513140096019e-08
"Clarias_batrachus"	0	1.59078840576114e-06	0	0	8.93061041256336e-10	0	0.000634685393293075	0	0	0	0.000632035571924605	0.000633622268681194	0	5.35078508496852e-10	5.35078508496852e-10	0	0.000633622268681194	5.35078508496852e-10	5.35078508496852e-10	0.000630454157337788	0.000630454157337788	1.00063045415734	0.000630454157337788	0.000630454157337788	0	0.000630454157337788	0	0.000630454157337788	0.000630454157337788	0.000630454157337788	0.000630454157337788	0	8.87473800068576e-10	0.000630454157337788	0.000630454157337788	1.12193598147781e-12	0	0.100872665174046	2.66201557977184e-08	2.66242140020573e-08	0	0	0	0	2.24387196295562e-11	3.16282917363263e-05	5.35078508496852e-11	0	0	0	0	0	2.67539254248426e-11	0	0	0	0	2.67539254248426e-11	0	0	0	0	3.16811134340597e-05	0	0	0	3.16811134340597e-05	0	0	0	0	2.23265260314084e-11	0	2.11561797764358e-05	2.11561797764359e-05	0	2.6513140096019e-08	2.6513140096019e-08	0	0	0	0	0	2.23265260314084e-11	0	2.6513140096019e-08
"Glossogobius_giuris"	0	1.59078840576114e-06	0	0	8.93061041256336e-10	0	0.000634685393293075	0	0	0	0.000632035571924605	0.000633622268681194	0	5.35078508496852e-10	5.35078508496852e-10	0	0.000633622268681194	5.35078508496852e-10	5.35078508496852e-10	0.000630454157337788	0.000630454157337788	0.000630454157337788	1.00063045415734	0.000630454157337788	0	0.000630454157337788	0	0.000630454157337788	0.000630454157337788	0.000630454157337788	0.000630454157337788	0	8.87473800068576e-10	0.000630454157337788	0.000630454157337788	1.12193598147781e-12	0	0.100872665174046	2.66201557977184e-08	2.66242140020573e-08	0	0	0	0	2.24387196295562e-11	3.16282917363263e-05	5.35078508496852e-11	0	0	0	0	0	2.67539254248426e-11	0	0	0	0	2.67539254248426e-11	0	0	0	0	3.16811134340597e-05	0	0	0	3.16811134340597e-05	0	0	0	0	2.23265260314084e-11	0	2.11561797764358e-05	2.11561797764359e-05	0	2.6513140096019e-08	2.6513140096019e-08	0	0	0	0	0	2.23265260314084e-11	0	2.6513140096019e-08
"Heteropneustes_fossilis"	0	1.59078840576114e-06	0	0	8.93061041256336e-10	0	0.000634685393293075	0	0	0	0.000632035571924605	0.000633622268681194	0	5.35078508496852e-10	5.35078508496852e-10	0	0.000633622268681194	5.35078508496852e-10	5.35078508496852e-10	0.000630454157337788	0.000630454157337788	0.000630454157337788	0.000630454157337788	1.00063045415734	0	0.000630454157337788	0	0.000630454157337788	0.000630454157337788	0.000630454157337788	0.000630454157337788	0	8.87473800068576e-10	0.000630454157337788	0.000630454157337788	1.12193598147781e-12	0	0.100872665174046	2.66201557977184e-08	2.66242140020573e-08	0	0	0	0	2.24387196295562e-11	3.16282917363263e-05	5.35078508496852e-11	0	0	0	0	0	2.67539254248426e-11	0	0	0	0	2.67539254248426e-11	0	0	0	0	3.16811134340597e-05	0	0	0	3.16811134340597e-05	0	0	0	0	2.23265260314084e-11	0	2.11561797764358e-05	2.11561797764359e-05	0	2.6513140096019e-08	2.6513140096019e-08	0	0	0	0	0	2.23265260314084e-11	0	2.6513140096019e-08
"Hilsa_kelee"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Johnius_borneensis"	0	1.59078840576114e-06	0	0	8.93061041256336e-10	0	0.000634685393293075	0	0	0	0.000632035571924605	0.000633622268681194	0	5.35078508496852e-10	5.35078508496852e-10	0	0.000633622268681194	5.35078508496852e-10	5.35078508496852e-10	0.000630454157337788	0.000630454157337788	0.000630454157337788	0.000630454157337788	0.000630454157337788	0	1.00063045415734	0	0.000630454157337788	0.000630454157337788	0.000630454157337788	0.000630454157337788	0	8.87473800068576e-10	0.000630454157337788	0.000630454157337788	1.12193598147781e-12	0	0.100872665174046	2.66201557977184e-08	2.66242140020573e-08	0	0	0	0	2.24387196295562e-11	3.16282917363263e-05	5.35078508496852e-11	0	0	0	0	0	2.67539254248426e-11	0	0	0	0	2.67539254248426e-11	0	0	0	0	3.16811134340597e-05	0	0	0	3.16811134340597e-05	0	0	0	0	2.23265260314084e-11	0	2.11561797764358e-05	2.11561797764359e-05	0	2.6513140096019e-08	2.6513140096019e-08	0	0	0	0	0	2.23265260314084e-11	0	2.6513140096019e-08
"Lutjanus_argentimaculatus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0050505050505	0	0	0	0	0	0	0	0	0	0.00505050505050505	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Mystus_vittatus"	0	1.59078840576114e-06	0	0	8.93061041256336e-10	0	0.000634685393293075	0	0	0	0.000632035571924605	0.000633622268681194	0	5.35078508496852e-10	5.35078508496852e-10	0	0.000633622268681194	5.35078508496852e-10	5.35078508496852e-10	0.000630454157337788	0.000630454157337788	0.000630454157337788	0.000630454157337788	0.000630454157337788	0	0.000630454157337788	0	1.00063045415734	0.000630454157337788	0.000630454157337788	0.000630454157337788	0	8.87473800068576e-10	0.000630454157337788	0.000630454157337788	1.12193598147781e-12	0	0.100872665174046	2.66201557977184e-08	2.66242140020573e-08	0	0	0	0	2.24387196295562e-11	3.16282917363263e-05	5.35078508496852e-11	0	0	0	0	0	2.67539254248426e-11	0	0	0	0	2.67539254248426e-11	0	0	0	0	3.16811134340597e-05	0	0	0	3.16811134340597e-05	0	0	0	0	2.23265260314084e-11	0	2.11561797764358e-05	2.11561797764359e-05	0	2.6513140096019e-08	2.6513140096019e-08	0	0	0	0	0	2.23265260314084e-11	0	2.6513140096019e-08
