"Spermophilus_fulvus"	"Marmota_caudata"	"Meriones_tamariscinus"	"Cricetulus_migratorius"	"Microtus_gregalis"	"Apodemus_uralensis"	"Allactaga_elater"	"Allactaga_major"	"Marmota_baibacina"	"Alticola_argentatus"	"Microtus_socialis"	"Apodemus_agrarius"	"Microtus_kirgisorum"	"Clethrionomys_centralis"	"Ellobius_talpinus"	"Citellophilus_trispinus"	"Neopsylla_setosa"	"Oropsylla_ilovaiskii"	"Citellophilus_lebedewi"	"Nosopsyllus_aralis"	"Rhadinopsylla_li"	"Oropsylla_silantiewi"	"Neopsylla_teratura"	"Frontopsylla_elata"	"Amphipsylla_schelkovnikovi"	"Pectinoctenus_nemorosa"	"Rhadinopsylla_bivirgis"	"Mesopsylla_hebes"	"Callopsylla_caspia"	"Nosopsyllus_fidus"	"Amphipsylla_rossica"	"Rhadinopsylla_angusta"	"Amphipsylla_asiatica"	"Frontopsylla_macrophthalma"	"Amphipsylla_anceps"	"Ctenophthalmus_assimilis"	"Neopsylla_pleskei"	"Amalaraeus_penicilliger"	"Neopsylla_meridiana"	"Amphipsylla_primaris"	"Ctenophthalmus_golovi"	"Frontopsylla_protera"	"Amphipsylla_sibirica"	"Peromyscopsylla_bidentata"	"Amphipsylla_dumalis"	"Frontopsylla_ornata"	"Rhadinopsylla_cedestis"	"Frontopsylla_ambigua"	"Neopsylla_mana"
"Spermophilus_fulvus"	1.00447211018533	1.30334295470982e-07	0.00196488884274797	0.00056640710947545	3.63101618875306e-06	0.000283544143757164	0.000842856463357489	0.000282549285715695	1.63736552099224e-10	7.62222880471352e-07	0.000281364806930464	0.00112049848381242	0.000281107291730547	3.54111753162619e-07	8.05639293968224e-07	0.0167608507248497	0.0167412018364222	0.0167819221364337	3.25835738677455e-09	0.0168030946253764	2.58093239154281e-06	3.27473104198448e-09	3.4057334007112e-05	2.6982931869152e-05	4.72005924562875e-06	2.61398419604357e-06	3.37872571969649e-05	5.48586687809021e-05	7.33404344167232e-06	0.0168382287469067	2.57767403415604e-06	3.63101618875306e-08	3.63101618875306e-08	4.07203000114169e-05	1.17904895807779e-05	1.96851985893672e-05	4.72005924562875e-06	1.41043784630894e-05	4.7690731221908e-06	1.59620720612971e-08	2.57767403415604e-06	1.27037146745225e-08	7.05182576091972e-06	3.04093023326535e-08	4.76034121032716e-06	2.59037774883056e-06	0.0167972267606129	2.57767403415604e-06	2.57767403415604e-06
"Marmota_caudata"	1.95501443206473e-07	1.00629730901978	6.79906442954894e-07	1.77221926604911e-06	2.8629212450191e-06	0.00126631931256519	1.71845101063228e-09	1.76054506062675e-09	0.00126419259927108	0.00126513086346051	1.97953955750416e-07	1.93838116762186e-07	8.98492878513755e-07	1.05982227336192e-06	1.94171318593664e-07	1.00574218163235e-08	3.25835738677455e-09	1.01003830915893e-08	0.0251574327254944	2.98764107044465e-08	0.025168944719245	0.0252838519854215	1.15768479361796e-05	1.15621905213561e-05	1.47684938837426e-08	1.15406229630428e-05	2.16262431486457e-08	2.16692044239115e-08	1.15553914569266e-05	1.15914362160565e-05	1.15119937505926e-05	2.8629212450191e-08	2.8629212450191e-08	6.84202570481475e-09	4.8346555227694e-08	3.54282768797399e-08	1.47684938837426e-08	2.11590682473844e-05	2.11289120973424e-05	0.0251785182398854	1.15119937505926e-05	2.10855143910085e-05	5.79399625618566e-08	2.11385055046766e-05	2.44770598134257e-08	3.25975081416012e-05	1.29502632248838e-08	1.15119937505926e-05	1.15119937505926e-05
"Meriones_tamariscinus"	0.00117893330564878	2.71962577181958e-07	1.00318825477695	0.00135009822329728	0.000927105491973568	0.000591727642667379	0.00126056795919728	0.00075690872258891	3.41661529123063e-10	1.55279095628489e-06	0.000338100509300263	0.000169490669537121	0.000168675522137768	4.26049878481306e-07	0.000168896132637755	0.010051531436197	1.96488884274797e-05	0.0100830456351769	6.79906442954894e-09	0.0101279792571899	5.38614127049663e-06	6.83323058246125e-09	0.0100746810827872	0.0100577837634228	1.12508185274774e-05	1.46503971258028e-05	0.0100683636570499	0.0100998778560299	2.59012156532801e-05	0.0100850699065143	5.37934220606708e-06	9.27105491973568e-06	9.27105491973568e-06	0.0100633967467494	2.89743861797196e-05	0.0100411536026892	1.12508185274774e-05	1.77307108758955e-05	2.05477532964844e-05	3.26789137009637e-08	5.37934220606708e-06	2.58798492714148e-08	8.47381522643063e-06	4.71823431954801e-08	1.96956251593651e-05	5.4052220553385e-06	2.81234219043357e-05	5.37934220606708e-06	5.37934220606708e-06
"Cricetulus_migratorius"	0.000283203554737725	5.90739755349702e-07	0.00112508185274774	1.00405323783621	0.00119464392375869	0.000774904814177684	0.000352483333821401	0.000630633498371851	7.4213537104234e-10	0.000281777352254466	0.000561580308568016	0.000140657674541435	0.000140859550925738	9.41497332585e-07	0.000560413421670671	1.59708777731061e-05	4.72005924562875e-06	2.47829611186411e-05	1.47684938837426e-08	0.008426953900747	7.05935771368087e-06	1.48427074208468e-08	0.00843941234108436	0.00839735216228663	0.00836711031530176	1.8991028457384e-05	0.00839938225044163	0.00840819433378717	0.00838610134375914	0.00840420164356803	7.04458921979713e-06	1.19464392375869e-05	1.19464392375869e-05	2.00629018730124e-05	0.00839309626225355	2.31972577650643e-05	0.00836711031530176	2.36857059881149e-05	0.00838375304374358	4.71105769812484e-06	7.04458921979713e-06	4.6962892042411e-06	1.40865825808296e-05	4.74336407087035e-06	0.00839513098638529	1.17408784240382e-05	1.17529429727005e-05	7.04458921979713e-06	7.04458921979713e-06
"Microtus_gregalis"	2.17860971325184e-06	1.14516849800764e-06	0.000927105491973568	0.00143357270851043	1.0047787641274	0.00126619294381377	1.87738953734692e-06	1.80893979879041e-06	1.4386538919694e-09	0.000674954105325064	0.000505307049667303	8.31238560769702e-07	0.000336689723707878	1.20009604675546e-06	0.000169381069804841	9.30736508162321e-06	3.63101618875306e-08	9.35429982005689e-06	2.8629212450191e-08	3.39937132926194e-05	1.15394741562118e-05	2.87730778393879e-08	0.010101617710107	0.0100805159803751	1.19464392375869e-05	0.0100592984862177	2.12777921506156e-05	2.13247268890493e-05	0.0100712449254553	4.96406973764041e-05	1.15108449437616e-05	0.010047787641274	0.010047787641274	9.31798965816935e-06	0.0100723667567533	0.0100570586961937	1.19464392375869e-05	0.0100758713625481	0.0100709833156003	1.12778643012013e-05	1.15108449437616e-05	1.12492350887511e-05	1.26926810440203e-05	1.13092398910888e-05	2.0415492727829e-05	2.27600800325126e-05	7.78720899260157e-08	1.15108449437616e-05	1.15108449437616e-05
"Apodemus_uralensis"	0.000154660442049362	0.000460479750023705	0.000537934220606708	0.000845350706375655	0.00115108449437616	1.00587143330563	1.1641844822607e-06	1.04284788034105e-06	5.78492148270986e-07	0.000461485510946418	0.000154252746309021	0.000153423256633429	0.000153807235854101	5.80288635184212e-07	0.000153732619063723	7.95701624022312e-06	2.57767403415603e-06	7.98612085227963e-06	1.15119937505926e-05	1.89217903258137e-05	0.00915579775107447	1.15698429654197e-05	0.00917976348330441	0.0091682205336935	7.04458921979713e-06	0.00915579660226763	1.24586930218756e-05	1.24877976339321e-05	0.00916284119148743	0.00917464888740827	0.00914428575732387	1.15108449437616e-05	1.15108449437616e-05	5.4084468181236e-06	2.24117528212842e-05	1.68901871498286e-05	7.04458921979713e-06	2.68926319189069e-05	2.6246859345999e-05	1.92034189330329e-05	0.00914428575732387	7.6914251824403e-06	3.88533308948473e-06	7.72043961419951e-06	1.47312201729833e-05	0.00915197718250632	1.02488368658275e-05	0.00914428575732387	0.00914428575732387
"Allactaga_elater"	0.00126428469503623	1.71845101063228e-09	0.0031514198979932	0.0010574500014642	4.6934738433673e-06	3.20150732621692e-06	1.00314181381414	0.00105111859068639	2.15885805355814e-12	3.02963153639623e-07	0.000421784285919629	2.08515927294324e-06	1.02982497466605e-06	5.30133494165061e-07	1.2940330913136e-06	5.25856105638692e-05	2.10714115839372e-05	0.0251311309559175	4.29612752658069e-11	0.0251855249327672	2.91475733317833e-08	4.31771610711628e-11	5.10116304785136e-05	4.04023216759573e-05	8.81208334553503e-06	7.60393504901904e-08	7.53635686816801e-05	0.0251539089140353	8.88812269602522e-06	6.15825477338413e-05	2.91046120565174e-08	4.6934738433673e-08	4.6934738433673e-08	0.0251100595443335	1.94036252319594e-05	3.15611337183657e-05	8.81208334553503e-06	1.03475373060969e-07	8.86406746986269e-06	5.09234716925951e-09	2.91046120565175e-08	5.04938589399371e-09	1.0571113822699e-05	3.15560606022468e-08	8.87678500010071e-06	3.41539979505112e-08	2.11756695475844e-05	2.91046120565175e-08	2.91046120565174e-08
"Allactaga_major"	0.00056509857143139	2.347393414169e-09	0.00252302907529637	0.0025225339934874	6.02979932930136e-06	3.82377556125051e-06	0.00140149145424852	1.00251159870242	2.94898670121734e-12	7.13553191794233e-07	0.000561579251531083	1.40478466715558e-06	9.34320782148095e-07	7.0609918801375e-07	2.06436953311246e-06	3.46486002768201e-05	9.41830952385649e-06	6.96858866330332e-05	5.86848353542251e-11	0.0335217997746144	3.48202808467225e-08	5.89797340243469e-11	6.04891667195957e-05	4.63464669546631e-05	2.1021116612395e-05	9.50595893043819e-08	0.033463304697446	0.0334983419838022	2.11161762016994e-05	5.58214337576917e-05	3.47615960113683e-08	6.02979932930136e-08	6.02979932930136e-08	6.02675771091767e-05	3.51208958939651e-05	2.52905887462567e-05	2.1021116612395e-05	1.18906585596989e-07	2.10933071588846e-05	1.19512380319248e-08	3.47615960113683e-08	1.18925531965705e-08	1.40747862476777e-05	4.71975125972581e-08	2.11243350890506e-05	4.66541492079389e-08	9.48854875721428e-06	3.47615960113683e-08	3.47615960113683e-08
"Marmota_baibacina"	9.82419312595342e-10	0.00505677039708431	3.41661529123062e-09	8.90562445250807e-09	1.4386538919694e-08	6.36341363098085e-06	8.63543221423255e-12	8.84696010365203e-12	1.00503147835477	6.35744152492719e-06	9.94743496233246e-10	9.74060888252189e-10	4.51503959052138e-09	5.32574006714534e-09	9.75735269314894e-10	5.05398081222286e-11	1.63736552099224e-11	5.07556939275844e-11	0.000126419259927108	1.50132717107771e-10	0.000126477109141935	0.100629567095404	5.81751152571837e-08	5.81014599063121e-08	7.4213537104234e-11	5.79930802162955e-08	1.08674588686662e-10	1.08890474492018e-10	5.80672937533998e-08	5.82484231962638e-08	5.78492148270987e-08	1.4386538919694e-10	1.4386538919694e-10	3.4382038717662e-11	2.42947513707005e-10	1.78031542109246e-10	7.4213537104234e-11	1.0632697611751e-07	1.06175437675088e-07	0.000126525217285856	5.78492148270987e-08	1.05957358748787e-07	2.91155590763098e-10	1.06223645752144e-07	1.23000300569979e-10	1.63806573575885e-07	6.50766996225319e-11	5.78492148270987e-08	5.78492148270987e-08
"Alticola_argentatus"	7.62222880471352e-07	0.00084342057564034	2.58798492714148e-06	0.000563554704508932	0.00112492350887511	0.000846056770068433	2.01975435759748e-07	3.56776595897116e-07	1.05957358748787e-06	1.00531119349863	3.1196537690637e-06	6.77072131620202e-07	0.000560490087524743	0.000841973092947478	6.32603482970798e-07	3.85835639459373e-08	1.27037146745225e-08	4.3632949839931e-08	2.10855143910085e-05	4.82980605150419e-06	2.87769395734488e-05	2.11914717497573e-05	2.3772450843079e-05	2.36628293247039e-05	4.6962892042411e-06	1.89406602711914e-05	4.73406160670908e-06	4.73911099260308e-06	2.36369494754325e-05	4.04846559334455e-05	7.69142518244031e-06	1.12492350887511e-05	1.12492350887511e-05	3.09292351654085e-08	1.60235156372188e-05	1.12751149380225e-05	4.6962892042411e-06	0.0167944602977756	0.0167711320826036	0.0167762720727016	7.69142518244031e-06	0.0167551865583106	4.21766459916005e-05	0.016797285212958	4.72791937838964e-06	0.016762877983493	4.65573212555326e-08	7.69142518244031e-06	7.69142518244031e-06
