"Nephrosperma_vanhoutteanum"	"Pittosporum_senacia"	"Chrysobalanus_icaco"	"Erythroxylum_sechellarum"	"Dillenia_ferruginea"	"Paragenipa_wrightii"	"Northea_hornei"	"Phoenicophorium_borsigianum"	"Ixora_pudica"	"Apis_mellifera"	"Lasioglossum_mahense"	"Unidentified_sp3_M_PL_123"	"Nectarinia_dussumieri"	"Ornidia_obesa"	"Hemipyrellia_germana"	"Rhiparida_seychellensis"	"Megachile_seychellensis"	"Phelsuma_sp1_M_PL_123"	"Neophyllomyza_approximatonervis"	"Cratopus_aurostriatus"	"Unidentified_sp2_M_PL_123"	"Rhynchium_brunneum"	"Unidentified_sp5_M_PL_123"	"Polistes_olivaceus"	"Tricimba_seychellensis"	"Chalcidoma_disjunctum"	"Dichaetomyia_fasciculifera"	"Eagris_sabadius"	"Eristalinus_vicarians"	"Hemipyrellia_sp1_M_PL_123"	"Lampides_boeticus"	"Mabuya_sechellensis"	"Scaptodrosophila_sp1_M_PL_123"	"Unidentified_sp1_M_PL_123"	"Unidentified_sp4_M_PL_123"
"Nephrosperma_vanhoutteanum"	1.00567897959453	0.000861429875516744	0.000229433823703252	0.000227702930607372	0.000438188249154131	0.000437767147354981	0.000737859315379138	0.00148964916476815	0	0.00845165715771105	0.00843689997140346	0.00838065816328772	4.51642334573464e-05	1.94628684658891e-05	2.54562897903893e-05	0.00841853381131115	0.00838848934397424	0.00842764023063301	0.0083954153495953	0.00840193886564155	1.23852392986633e-05	2.86792279629065e-06	0.00840193886564155	2.86792279629065e-06	0.00838065816328772	4.55405861214743e-06	0.00838065816328772	2.86792279629065e-06	7.83118068651585e-06	0.00838065816328772	7.83118068651585e-06	7.83118068651585e-06	0	4.55405861214743e-06	2.12807023538307e-05
"Pittosporum_senacia"	0.000939741682381902	1.0049261884601	0.00104549140484416	0.000707105951745448	0.000965449792041556	0.000431545309354769	0.000606367951068662	0.000479119549468587	0	0.00921980411723505	0.00920767675821368	7.83118068651585e-06	0.00919098625252121	0.00916807026076598	0.00916088862394652	0.00916967736388435	0.00914352380305111	3.75917374341667e-05	1.99585397078891e-05	1.46757456789242e-05	0.0091498347413995	1.3068642560552e-05	1.46757456789242e-05	1.3068642560552e-05	7.83118068651585e-06	1.4142119034909e-05	7.83118068651585e-06	1.3068642560552e-05	0.00913569262236459	7.83118068651585e-06	0.00913569262236459	0.00913569262236459	0	1.4142119034909e-05	6.84456499240838e-06
"Chrysobalanus_icaco"	0.000344150735554879	0.00143755068166073	1.00520031373386	0.00034080698270252	0.00101201498325727	0.000592024727613113	0.000832429173386962	0.000341719082973853	0	0.0126443278291927	0.012627679245725	2.86792279629065e-06	0.012629762065557	0.012598312863899	0.0125947211477016	4.10585662073288e-05	1.59365653568427e-05	3.91988256396984e-05	1.95165062640299e-05	7.74962398163141e-06	1.98847822146024e-05	0.0125650039216733	7.74962398163141e-06	0.0125650039216733	2.86792279629065e-06	6.8161396540504e-06	2.86792279629066e-06	0.0125650039216733	1.3068642560552e-05	2.86792279629066e-06	1.30686425605521e-05	1.30686425605521e-05	0	6.8161396540504e-06	4.88170118534075e-06
"Erythroxylum_sechellarum"	0.000546487033457692	0.00155563309383998	0.000545291172324032	1.00556885843456	0.00054331086728472	0.000542091306789	0.000255313429749254	0.000544024763002985	0	0.0201741860369314	0.0201690797683364	4.55405861214743e-06	5.04830272993638e-05	3.18244760346538e-05	2.60645272839445e-05	3.73341773213648e-05	1.86961776470564e-05	3.09843922054716e-05	9.66032720713252e-06	1.23258409407615e-05	0.0201255192877262	6.8161396540504e-06	1.23258409407615e-05	6.8161396540504e-06	4.55405861214743e-06	0.0201113771686913	4.55405861214743e-06	6.8161396540504e-06	1.4142119034909e-05	4.55405861214743e-06	1.4142119034909e-05	1.4142119034909e-05	0	0.0201113771686913	7.77178232861407e-06
"Dillenia_ferruginea"	0.00105165179796991	0.00212398954249142	0.00161922397321163	0.00054331086728472	1.00211352703347	0.000943512572163365	0.000658652584564933	0.00104714172985871	0	0.0201531698520689	0.0201399968003775	8.76376498308262e-06	0.0201185807021707	0.0200818198361753	5.27223471972752e-05	0.0200853024690626	2.80727608239138e-05	6.04837985478755e-05	2.19368166743813e-05	2.37229325524927e-05	3.01752131865255e-05	2.02402996651454e-05	2.37229325524927e-05	2.02402996651454e-05	8.76376498308262e-06	1.08662173456944e-05	8.76376498308262e-06	2.02402996651454e-05	1.93089958408311e-05	8.76376498308262e-06	1.93089958408311e-05	1.93089958408311e-05	0	1.08662173456944e-05	1.49591675694101e-05
"Paragenipa_wrightii"	0.00131330144206494	0.00118674960072562	0.00118404945522623	0.000677614133486251	0.00117939071520421	1.00180374363404	0.0014484514940628	0.00130770962620111	0	0.0251664177134027	0.0251374486835214	1.09441786838745e-05	0.0251232396859605	4.91770652282812e-05	5.45582808054531e-05	6.40021918104151e-05	2.17328114177438e-05	0.0251036883655047	3.99132085651305e-05	2.96257447724618e-05	2.43409154035942e-05	1.48006181903278e-05	2.96257447724618e-05	1.48006181903278e-05	1.09441786838745e-05	1.3552282669725e-05	1.09441786838745e-05	1.48006181903278e-05	1.07886327338692e-05	1.09441786838745e-05	1.07886327338692e-05	1.07886327338692e-05	0	1.3552282669725e-05	1.86815660885873e-05
"Northea_hornei"	0.00177086235690993	0.00133400949235106	0.00133188667741914	0.000255313429749254	0.000658652584564933	0.00115876119525024	1.00283039002421	0.000761134340553078	0	0.0201582626271707	0.000101654826686422	1.47571863075828e-05	0.0201275258245459	4.19489941804111e-05	0.0200853837429734	5.09309447424415e-05	2.6884545328956e-05	0.0201112073643953	0.0200713649867918	2.56305340297696e-05	1.72336276163583e-05	1.66485834677392e-05	2.56305340297696e-05	1.66485834677392e-05	1.47571863075828e-05	5.10626859498509e-06	1.47571863075828e-05	1.66485834677392e-05	1.21273590213732e-05	1.47571863075828e-05	1.21273590213732e-05	1.21273590213732e-05	0	5.10626859498509e-06	1.08733477221868e-05
"Phoenicophorium_borsigianum"	0.00255368428245969	0.000752902149164922	0.00039053609482726	0.000388589116430703	0.000747958378470505	0.00074726264354349	0.000543667386109341	1.00397641005	0	0.0144278129758119	0.0144169396280897	2.12807023538307e-05	5.62403475579333e-05	2.66854337471592e-05	2.2599613899936e-05	0.0143856045784871	2.81252673462391e-05	0.0143933557597361	3.21540500760175e-05	0.0143638008459253	1.46163473210225e-05	4.88170118534075e-06	0.0143638008459253	4.88170118534075e-06	2.12807023538307e-05	7.77178232861407e-06	2.12807023538307e-05	4.88170118534075e-06	6.84456499240838e-06	2.12807023538307e-05	6.84456499240838e-06	6.84456499240838e-06	0	7.77178232861407e-06	0.0143425201435715
"Ixora_pudica"	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0
"Apis_mellifera"	0.0126774857365666	0.0126772306611982	0.0126443278291927	0.0126088662730821	0.012595731157543	0.0125832088567013	0.0125989141419817	0.0126243363538354	0	1.00162994547887	0.00137796719602942	0.000105645714471388	0.00109177477673837	0.000525216272481208	0.000525279932169981	0.000653155551285335	0.000220893265936826	0.000852551880926203	0.000357623997311022	0.000285993376669037	0.00036742487692708	0.000158054097864909	0.000285993376669036	0.000158054097864909	0.000105645714471388	0.000252177325461642	0.000105645714471388	0.000158054097864909	0.000115247551465438	0.000105645714471388	0.000115247551465438	0.000115247551465438	0	0.000252177325461642	0.000180347662197648
