"C._nigrescens"	"H._guatemalensis"	"M._curema"	"D._peruvianus"	"C._trimaculatum"	"L._argentiventris"	"D._latifrons"	"P._sphenops"	"G._maculatus"	"E._picta"	"Cornutushaptor_nigrescens"	"Neotetraonchus_sp."	"Ligophorus_mugilinus"	"Aristocleidus_hastatus"	"Crassicutis_cichlasomae"	"Neoapocreadium_marina"	"Paracryptogonimus_sp."	"Pseudoacanthostomum_panamense"	"Pseudacaenodera_cristata"	"Saccocoelioides_sp."	"Saccocoelioides_sogandaresi"	"Ascocotye_(Phagicola)_longa"	"Centrocestus_formosanus"	"Cladocystis_trifolium"	"Clinostomum_complanatum"	"Diplostomum_(Austrodiplostomum)_compactum"	"Echinochasmus_leopoldinae"	"Haplorchis_sp."	"Metadena_sp."	"Posthodiplostomum_minimum"	"Tylodelphys_sp."	"Parvitaenia_cochlearii"	"Proteocephalus_chamelensis"	"Proteocephalus_sp."	"Contracaecum_sp."	"Hysterothylacium_perezi"	"Gnathostoma_sp."	"Pseudoleptorhynchoides_lamothei"	"Floridosentis_mugilis"	"Neoechinorhynchus_golvani"	"Southwellina_hispida"	"Argulus_sp."	"Ergasilus_sp."
"Metadena_sp."	9.05882883117985e-05	0.0335334688046169	5.36690979677904e-05	4.28115620821995e-05	8.87261992006127e-05	0.0334654532604717	8.16740917939785e-05	6.3615121909363e-05	0.0334780649903522	0.000112029593394415	8.23529893743623e-07	0.000372594097829077	6.7086372459738e-07	4.7568402313555e-07	7.39384993338439e-07	4.7568402313555e-07	0.00033547806249846	0.000991256626228278	4.7568402313555e-07	8.16740917939786e-07	6.3615121909363e-07	0.000284007995794484	6.3615121909363e-07	7.39384993338439e-07	0.000654666728487588	0.000989964201287203	0.000336930954635494	4.7568402313555e-07	1.00098623250535	1.37553621243207e-06	8.61766103033958e-07	0.000280662381940576	8.61766103033958e-07	8.23529893743623e-07	0.000618662528399202	0.000372594097829077	0.000279845641022636	0.000372594097829077	6.7086372459738e-07	0.000616879829432375	0.000616063088514435	0.000989762232609937	0.000991256626228278
"Posthodiplostomum_minimum"	8.02327762589153e-05	4.89096664727867e-05	5.91128379409204e-05	5.21636950047179e-05	0.050215715848411	8.01541338286148e-05	7.87645649492031e-05	0.050222586214321	8.61986690130525e-05	8.62626039007397e-05	7.29388875081048e-07	5.43440738586519e-07	7.38910474261505e-07	5.79596611163533e-07	0.000418464298736758	5.79596611163533e-07	1.5309302133672e-06	0.000926252565300159	5.79596611163533e-07	7.87645649492031e-07	0.00050222586214321	0.000924907583223287	0.00050222586214321	0.000418464298736758	0.000421916176332418	0.000924885323039504	0.00050454443800607	5.79596611163533e-07	2.0633043186481e-06	1.00092069016088	6.63558491544151e-07	2.16952638281162e-06	6.63558491544151e-07	7.29388875081048e-07	0.000925709124561573	5.43440738586519e-07	1.38188073331959e-06	5.43440738586519e-07	7.38910474261505e-07	0.000422164755332937	0.000421377109683445	0.000924784265950817	0.000926252565300159
"Tylodelphys_sp."	7.23452191750864e-05	4.81706283113034e-05	5.67095408176241e-05	4.38308549638511e-05	9.4942569920108e-05	7.22985047880087e-05	9.54683550453933e-05	5.35928900420736e-05	0.000159250086931543	0.100313492360106	6.57683810682604e-07	5.35229203458927e-07	7.08869260220301e-07	4.87009499598346e-07	7.91188082667567e-07	4.87009499598346e-07	1.38066885856269e-06	0.000778362910337038	4.87009499598346e-07	9.54683550453933e-07	5.35928900420736e-07	0.000777104696085699	5.35928900420736e-07	7.91188082667567e-07	0.000775959303078456	0.000776921217286986	2.87128130943736e-06	4.87009499598346e-07	2.58529830910187e-06	1.3271169830883e-06	1.00077164224892	0.000773924016532109	0.000771642248923893	6.57683810682604e-07	0.000777827681133579	5.35229203458927e-07	0.000772969332981655	5.35229203458927e-07	7.08869260220301e-07	0.00077609587347334	0.000775141189922886	0.000776996357266135	0.000778362910337038
"Parvitaenia_cochlearii"	7.8998727947788e-05	5.93731525795845e-05	5.97043781768808e-05	4.93796591178144e-05	9.60927817246195e-05	8.82114733964265e-05	0.0334826078186623	6.45577740835918e-05	0.0334944678613539	0.033536707383058	7.181702540708e-07	6.59701695328717e-07	7.4630472721101e-07	5.48662879086827e-07	8.00773181038496e-07	5.48662879086827e-07	1.60028498803506e-06	0.000876922621086812	5.48662879086827e-07	0.000334826078186623	6.45577740835917e-07	0.000875380804657519	6.45577740835917e-07	8.00773181038496e-07	0.000874128095478854	0.000541547880021102	0.000337071940915494	5.48662879086827e-07	0.000280662381940576	1.44635092187441e-06	0.00025797467217737	1.00087192131588	0.00025797467217737	7.181702540708e-07	0.000876262919391483	6.59701695328717e-07	0.000537095237688653	6.59701695328717e-07	7.4630472721101e-07	0.000874322374044349	0.000539496295857726	0.00087545814610553	0.000876922621086812
"Proteocephalus_chamelensis"	7.23452191750864e-05	4.81706283113034e-05	5.67095408176241e-05	4.38308549638511e-05	9.4942569920108e-05	7.22985047880087e-05	9.54683550453933e-05	5.35928900420736e-05	0.000159250086931543	0.100313492360106	6.57683810682603e-07	5.35229203458927e-07	7.08869260220301e-07	4.87009499598346e-07	7.91188082667567e-07	4.87009499598346e-07	1.38066885856269e-06	0.000778362910337038	4.87009499598346e-07	9.54683550453933e-07	5.35928900420736e-07	0.000777104696085699	5.35928900420736e-07	7.91188082667567e-07	0.000775959303078456	0.000776921217286985	2.87128130943736e-06	4.87009499598346e-07	2.58529830910187e-06	1.3271169830883e-06	0.000771642248923892	0.000773924016532109	1.00077164224892	6.57683810682604e-07	0.000777827681133579	5.35229203458927e-07	0.000772969332981655	5.35229203458927e-07	7.08869260220301e-07	0.00077609587347334	0.000775141189922886	0.000776996357266135	0.000778362910337038
"Proteocephalus_sp."	0.100336075411278	3.01592356621057e-05	5.16965906154949e-05	4.02877757472987e-05	8.54423962454045e-05	0.000142340613262989	7.8474602139666e-05	7.46757781450392e-05	8.54497116159763e-05	8.54988953887385e-05	0.00091214614010253	3.35102618467841e-07	6.46207382693687e-07	4.47641952747763e-07	7.12019968711704e-07	4.47641952747763e-07	0.00091356954623516	0.000918611786701444	4.47641952747763e-07	7.8474602139666e-07	7.46757781450392e-07	0.000916853277950346	7.46757781450392e-07	7.12019968711704e-07	3.84784073208563e-06	0.0009173793987273	0.000915101050038007	4.47641952747763e-07	2.47058968123087e-06	1.4587777501621e-06	6.57683810682604e-07	2.1545107622124e-06	6.57683810682604e-07	1.0009121461401	0.000918276684082976	3.35102618467841e-07	1.36976474081574e-06	3.35102618467841e-07	6.46207382693687e-07	0.000916436076966084	0.000915651330944688	5.81943921622e-06	0.000918611786701444
"Contracaecum_sp."	0.0112233816943475	5.38079219498263e-05	0.0111983276760868	0.011211322926739	0.0112282685538385	0.0112082329533645	0.0112121694426783	0.011214423417614	0.0112248776959976	0.011235288727485	0.000102030742675886	5.97865799442514e-07	0.000139979095951086	0.000124570254741544	9.35689046153208e-05	0.000124570254741544	0.000214113072209531	0.000977061067290225	0.000124570254741544	0.000112121694426783	0.00011214423417614	0.000864380871957138	0.00011214423417614	9.35689046153208e-05	0.00052623350616301	0.000740369118121897	0.000438379000812454	0.000124570254741544	0.000206220842799734	0.000205713138791461	8.6425297903731e-05	0.000292087639797161	8.6425297903731e-05	0.000102030742675886	1.00097646320149	5.97865799442514e-07	0.000179965945370378	5.97865799442514e-07	0.000139979095951086	0.000599769616622013	0.000487647922195229	0.000735051228663253	0.000977061067290225
"Hysterothylacium_perezi"	3.68612880314625e-05	0.100441155491713	5.53420472318326e-05	3.67116662227381e-05	6.95057342099749e-05	8.8002002048282e-05	5.54441212594919e-05	5.07667025423247e-05	0.000106732160391876	6.95797964496606e-05	3.35102618467841e-07	0.00111601283879682	6.91775590397908e-07	4.07907402474867e-07	5.79214451749791e-07	4.07907402474867e-07	1.21512263895066e-06	0.0011213936309918	4.07907402474867e-07	5.54441212594919e-07	5.07667025423247e-07	4.50077217449981e-06	5.07667025423247e-07	5.79214451749791e-07	0.00111926293392495	0.00112043128237673	2.27723087696883e-06	4.07907402474867e-07	0.00111778229348723	1.08688147717304e-06	5.35229203458927e-07	1.97910508598615e-06	5.35229203458927e-07	3.35102618467841e-07	5.38079219498263e-06	1.0011160128388	1.42466387339123e-06	0.00111601283879682	6.91775590397908e-07	3.7734421766866e-06	3.21900096409168e-06	0.00112036675278293	0.0011213936309918
"Gnathostoma_sp."	7.53370607448657e-05	6.41098743026054e-05	5.90475425251636e-05	4.56384530257426e-05	9.8856360774846e-05	8.91946325920489e-05	9.94006770813278e-05	5.58077726862538e-05	0.0501797019925606	0.0502430066438076	6.84882370407869e-07	7.12331936695615e-07	7.38094281564546e-07	5.07093922508251e-07	8.2380300645705e-07	5.07093922508251e-07	1.57682869632836e-06	0.000810559086103395	5.07093922508251e-07	9.94006770813277e-07	5.58077726862539e-07	0.000808954807840779	5.58077726862539e-07	8.2380300645705e-07	0.000807917085757696	0.000809057985410074	3.12891319400418e-06	5.07093922508251e-07	0.000419768461533954	1.38188073331959e-06	0.000386484666490828	0.000805642856532979	0.000386484666490828	6.8488237040787e-07	0.0008098467541667	7.12331936695615e-07	1.00080464884976	7.12331936695615e-07	7.38094281564546e-07	0.000808043488235764	0.000807049481464951	0.000809136109451424	0.000810559086103396
"Pseudoleptorhynchoides_lamothei"	3.68612880314625e-05	0.100441155491713	5.53420472318326e-05	3.67116662227381e-05	6.95057342099749e-05	8.8002002048282e-05	5.5444121259492e-05	5.07667025423247e-05	0.000106732160391876	6.95797964496605e-05	3.35102618467841e-07	0.00111601283879681	6.91775590397908e-07	4.07907402474867e-07	5.79214451749791e-07	4.07907402474867e-07	1.21512263895066e-06	0.0011213936309918	4.07907402474867e-07	5.5444121259492e-07	5.07667025423247e-07	4.50077217449981e-06	5.07667025423247e-07	5.79214451749791e-07	0.00111926293392495	0.00112043128237673	2.27723087696883e-06	4.07907402474867e-07	0.00111778229348723	1.08688147717304e-06	5.35229203458927e-07	1.97910508598615e-06	5.35229203458927e-07	3.35102618467841e-07	5.38079219498263e-06	0.00111601283879681	1.42466387339123e-06	1.0011160128388	6.91775590397908e-07	3.7734421766866e-06	3.21900096409168e-06	0.00112036675278293	0.0011213936309918
"Floridosentis_mugilis"	7.10828120963055e-05	6.22598031358117e-05	0.100342510398622	5.52640305298779e-05	9.20901647310288e-05	5.53496280485443e-05	7.62725618503939e-05	7.1040290909777e-05	9.20783163490548e-05	9.21530038286392e-05	6.46207382693687e-07	6.91775590397908e-07	0.00125428137998277	6.1404478366531e-07	7.6741803942524e-07	6.1404478366531e-07	1.19970366317913e-06	0.00126050363915017	6.1404478366531e-07	7.62725618503939e-07	7.10402909097771e-07	0.00125925836727929	7.1040290909777e-07	7.6741803942524e-07	0.00125797948779423	0.001259126868748	2.67283219078084e-06	6.1404478366531e-07	2.01259117379214e-06	1.47782094852301e-06	7.08869260220301e-07	2.23891418163303e-06	7.08869260220301e-07	6.46207382693687e-07	0.00125981186355977	6.91775590397908e-07	1.47618856312909e-06	6.91775590397908e-07	1.00125428137998	4.2060358842374e-06	3.44331026573346e-06	5.5760517847047e-06	0.00126050363915017
"Neoechinorhynchus_golvani"	0.0168013280777115	5.6601632650299e-05	5.60804784564986e-05	4.66929123993083e-05	0.0167965315970192	0.0167812490520375	0.0167813357610253	7.50488469152802e-05	0.0167998220599638	0.0168154105919223	0.000152739346161014	6.28907029447767e-07	7.01005980706233e-07	5.18810137770092e-07	0.000139971096641826	5.18810137770092e-07	0.000320551836681389	0.000900283331962467	5.18810137770092e-07	0.000167813357610253	7.50488469152802e-07	0.000731841934412644	7.50488469152802e-07	0.000139971096641826	0.000578462196674155	0.000731951164214443	0.000489115682760795	5.18810137770092e-07	0.000308439914716188	0.000140721585110979	0.000129349312245557	0.000437161187022174	0.000129349312245557	0.000152739346161014	0.000899654424933019	6.28907029447767e-07	0.000269347829411922	6.28907029447767e-07	7.01005980706233e-07	1.00089768412035	0.000729870762735137	0.000746842979820746	0.000900283331962467
"Southwellina_hispida"	0.0201443292807831	5.79420173536503e-05	5.50929642517354e-05	4.46590806187784e-05	0.0201377247916982	0.0201202498314439	8.77984928655284e-05	7.36470609226828e-05	0.0201349865521684	0.020153670937995	0.000183130266188937	6.43800192818336e-07	6.88662053146692e-07	4.96212006875315e-07	0.000167814373264151	4.96212006875315e-07	0.000384332764503377	0.000878410060144232	4.96212006875315e-07	8.77984928655283e-07	7.36470609226828e-07	0.000676563761636973	7.36470609226827e-07	0.000167814373264151	0.000492844613024752	0.000877035863208701	0.000385947220041259	4.96212006875315e-07	0.000369637853108661	0.000168550843873378	0.000155028237984577	0.000323697777514636	0.000155028237984577	0.000183130266188938	0.000877766259951413	6.43800192818336e-07	0.000322819792585981	6.43800192818336e-07	6.88662053146692e-07	0.000875844915282164	1.00087496693035	0.000694591131902147	0.000878410060144232
"Argulus_sp."	8.00172892230249e-05	0.012604125968808	5.5760517847047e-05	0.0126053832750745	0.0126182987697225	0.0125955510426271	0.0126012777426718	0.0126043576740017	0.0126191379245507	0.0126261908055747	7.27429902027499e-07	0.000140045844097867	6.97006473088088e-07	0.000140059814167495	0.000105152489747688	0.000140059814167495	0.000126682940328299	0.000966978476344026	0.000140059814167495	0.000126012777426718	0.000126043576740017	0.000700977121819889	0.000126043576740017	0.000105152489747688	0.000574192145108216	0.000700905884749813	0.000378739294495034	0.000140059814167495	0.000371160837228726	0.000231196066487704	9.71245446582669e-05	0.000328296804789574	9.71245446582669e-05	7.27429902027499e-07	0.000826932632246159	0.000140045844097867	0.000202284027362856	0.000140045844097867	6.97006473088088e-07	0.00056013223486556	0.000434119457438842	1.00096555403997	0.000966978476344026
"Ergasilus_sp."	0.0101047296537159	0.0100925426789262	0.0100840291132013	0.0100938618006873	0.0101123922718756	0.0100962098582328	0.0100964969105364	0.0100980577461068	0.010113063142437	0.0101187178343815	9.18611786701444e-05	0.00011213936309918	0.000126050363915017	0.000112154020007637	8.42699355989637e-05	0.000112154020007637	0.000192823277252473	0.000991494323660382	0.000112154020007637	0.000100964969105364	0.000100980577461068	0.000778392861978874	0.000100980577461068	8.42699355989637e-05	0.000585536448939204	0.000778375334547381	0.000394768823818906	0.000112154020007637	0.000297376987868483	0.000185250513060032	7.78362910337038e-05	0.000263076786326044	7.78362910337038e-05	9.18611786701444e-05	0.000879354960561203	0.00011213936309918	0.000162111817220679	0.00011213936309918	0.000126050363915017	0.000540169999177481	0.000439205030072116	0.000773582781075221	1.00099149432366
