"Ficus_sp1_M_SD_018"	"Ficus_sp3_M_SD_018"	"Dysoxylum_sp2_M_SD_018"	"Elmerillia_tsiampaca"	"Piper_sp2_M_SD_018"	"Elaeocarpus_sp1_M_SD_018"	"Psychotriasp._sp1_M_SD_018"	"Rhus_sp1_M_SD_018"	"Aglaia_sp1_M_SD_018"	"Ficus_dammaropsis"	"Gynotroches_sp1_M_SD_018"	"Myristica_subaluata"	"Symplocos_sp1_M_SD_018"	"Dracantomelon_sp1_M_SD_018"	"Dysoxylum_sp1_M_SD_018"	"Eurya_sp1_M_SD_018"	"Ficus_sp2_M_SD_018"	"Ficus_sp4_M_SD_018"	"Ficus_sp5_M_SD_018"	"Heritiera_sp1_M_SD_018"	"Musa_sp1_M_SD_018"	"Myristica_fatua"	"Osmoxylum_sp1_M_SD_018"	"Pandanus_limbatus"	"Piper_sp1_M_SD_018"	"Poikilospermum_sp1_M_SD_018"	"Schefflera_sp1_M_SD_018"	"Sloanea_sp1_M_SD_018"	"Syzigium_sp1_M_SD_018"	"Manucodia_chalybata"	"Parasidea_raggiana"	"Meliphaga_sp1_M_SD_018"	"Rhyticeros_plicatus"	"Cicinnurus_magnificus"	"Oriolus_szalayi"	"Ailuroedus_buccoides"	"Coracina_boyeri"	"Coracina_schisticeps"	"Ducula_rufigaster"	"Ducula_zoeae"	"Melanocharis_nigra"	"Pitohui_kirhocephalus"	"Ptilinopus_pulchellus"	"Ptilinopus_rivoli"	"Cacatua_galerita"	"Coracina_melaena"	"Cracticus_cassicus"	"Cyclopsittaca_gulielmiterti"	"Dicrurus_hottentottus"	"Glycichaera_fallax"	"Gymnophaps_albertisii"	"Macropygia_amboinensis"	"Melilestes_megarhycus"	"Microdynamis_parva"	"Mino_dumonti"	"Parotia_lawesii"	"Philemon_buceroides"	"Ptilinopus_ornatus"	"Reinwardtoena_reinwardtii"	"Xanthotis_flaviventer"	"Xanthotis_polygramma"
"Ficus_sp1_M_SD_018"	1.00541597446681	0.000663694090601661	0.000870094363726128	0.000208699618742975	0.000628743628302519	1.83707484654631e-06	0.000241406660460675	4.78050965619444e-07	0.000207052475123522	0.000241539639970782	0.000241108629694116	0.0001816955280212	0.000241539639970782	2.38824789709126e-07	0.000206360927586761	6.31903144022633e-07	2.38824789709126e-07	0	0.000180787050381094	0	0.000206360927586761	2.38824789709126e-07	0	0.000180787050381094	0.000180787050381094	0	2.70029821544379e-07	2.70029821544379e-07	1.74790300454753e-07	0.0144629640304875	0.0144452649310733	0.0144199165062557	9.55299158836503e-06	8.10089464633138e-06	0.0143870682664061	1.26361083942686e-05	2.39829168802211e-05	1.4562808556987e-05	3.49580600909505e-06	1.38309507352257e-05	1.26380628804527e-05	9.49727918363961e-06	9.54257997967051e-06	1.55337584637554e-05	1.59350321873148e-08	1.45015727287688e-05	0	0	1.59350321873148e-08	0	3.47832697904958e-06	1.20769819985391e-05	1.20769819985391e-05	9.4813441514523e-06	0.0143630853495259	9.08477640106e-06	8.04688868202251e-06	3.47832697904957e-06	0	0.0143630853495259	0.0143630853495259
"Ficus_sp3_M_SD_018"	0.000663694090601661	1.00461307987388	0.00138402842326287	5.2414359895536e-07	0.000182948589707615	0.00072252972557546	2.20662084561189e-07	0.000723610861853938	5.20969015615759e-07	2.20783636865703e-07	2.20668175452469e-07	0.000181546379350588	2.20783636865703e-07	0.000361501648029465	5.19229806744257e-07	1.83867929354387e-07	0.000361501648029465	0	0.000180638647453835	0	5.19229806744257e-07	0.000361501648029465	0	0.000180638647453835	0.000180638647453835	0	2.46825597943164e-10	2.46825597943164e-10	4.3898123865608e-10	0.0144510917963068	3.6346086472098e-05	1.31807831208825e-05	0.0144600659211786	7.40476793829492e-09	0.0143841639113089	2.7743295980001e-05	0.0143746825671575	4.71514645735631e-05	8.77962477312161e-09	3.47841774300439e-08	3.67735858708774e-06	0.0143757357888316	0.0143756997509556	1.97691354218794e-08	2.41203620617979e-05	2.30671403877145e-05	0	0	2.41203620617979e-05	0	8.735726649256e-09	1.10391818432852e-08	1.10391818432852e-08	0.0143516154267698	9.4813441514523e-06	9.07731896752938e-06	7.35540281870629e-09	8.73572664925599e-09	0	9.4813441514523e-06	9.4813441514523e-06
"Dysoxylum_sp2_M_SD_018"	0.00101511009101382	0.00161469982714001	1.00436079257931	0.000242406702728983	0.000453843726182869	0.000842788470246224	3.96116425579624e-07	1.16304909517888e-06	0.000241192159478961	3.96334627381175e-07	5.97853172783714e-07	0.000211806617295933	3.96334627381175e-07	5.8103628180641e-07	0.000240387173494656	4.56124347922482e-07	5.8103628180641e-07	0	0.000210747584209453	0	0.000240387173494656	5.8103628180641e-07	0	0.000210747584209453	0.000210747584209453	0	4.43083250089064e-10	4.43083250089064e-10	2.0302068905275e-07	0.0168598067367562	0.0168271021446259	2.36611772546561e-05	2.32414512722564e-05	1.32924975026719e-08	0.016776915256105	3.71698235318648e-05	0.0167624136833762	0.0167674394919967	4.060413781055e-06	1.60997196860978e-05	9.12248695844964e-06	2.31059086908871e-05	5.11600893959219e-05	4.0700043707889e-06	3.87683031726294e-08	0.0167393465429885	0	0	3.87683031726294e-08	0	4.04011171214972e-06	1.98167313690588e-08	1.98167313690588e-08	2.30671403877145e-05	1.45015727287688e-05	1.05903308647966e-05	1.32038808526541e-08	4.04011171214972e-06	0	1.45015727287688e-05	1.45015727287688e-05
"Elmerillia_tsiampaca"	0.00024348288853347	6.1150086544792e-07	0.000242406702728983	1.00611924256696	0.000242675801296388	4.47354947976218e-07	8.45657213788963e-07	4.4045680584484e-10	0.00108232967936718	8.46123046346332e-07	0.000841378039669422	1.56220266414848e-07	8.46123046346332e-07	2.20043492424584e-10	0.00024119115302963	2.43895277684812e-07	2.20043492424584e-10	0	1.55439165082774e-07	0	0.00024119115302963	2.20043492424584e-10	0	1.55439165082774e-07	1.55439165082774e-07	0	9.45925295065954e-10	9.45925295065954e-10	0.000842645931798124	1.24351332066219e-05	0.0168833807120741	5.0513545866876e-05	8.80173969698337e-09	2.83777588519786e-08	7.52717441784855e-06	4.86842785752697e-06	4.04884743879898e-06	4.05502354374893e-06	0.0168529186359625	0.016822770526751	4.87790555369625e-06	8.75040854278416e-09	2.36475582484633e-08	0.0168107229447661	1.46818935281613e-11	4.04011171214972e-06	0	0	1.46818935281613e-11	0	0.0167686540427827	4.23061523173166e-08	4.23061523173166e-08	8.735726649256e-09	3.47832697904958e-06	7.81101332074239e-09	2.81885737929654e-08	0.0167686540427827	0	3.47832697904958e-06	3.47832697904958e-06
"Piper_sp2_M_SD_018"	0.000880241079623527	0.000256128025590661	0.000544612471419443	0.000291210961555666	1.00288812175579	0.00100856775283586	0.000337035866686131	1.84485972814402e-07	0.000288912138168781	0.000337221523802447	0.00033661964108745	0.000253409375898245	0.000337221523802447	9.21655363766321e-08	0.000287947182022062	0.00100792776055859	9.21655363766321e-08	0	0.000252142329018753	0	0.000287947182022062	9.21655363766321e-08	0	0.000252142329018753	0.000252142329018753	0	3.76997613742876e-07	3.76997613742876e-07	2.43895277684812e-07	0.0201713863215003	0.0201563027415444	0.0201321249710061	3.68662145506529e-06	1.13099284122863e-05	2.53107188838601e-05	0.0200913813602104	1.27358463178097e-05	4.26957996181862e-05	4.87790555369625e-06	1.92991229343668e-05	0.0201585552111717	3.66512132657944e-06	3.72778968886811e-05	2.16844980803002e-05	6.14953242714671e-09	9.07687452365738e-06	0	0	6.14953242714671e-09	0	4.85351602592777e-06	1.68610761901223e-05	1.68610761901223e-05	3.6589717941523e-06	1.25748725660504e-05	1.26704687949122e-05	1.12345288895377e-05	4.85351602592776e-06	0	1.25748725660504e-05	1.25748725660504e-05
"Elaeocarpus_sp1_M_SD_018"	4.28650797527471e-06	0.00168590269300941	0.00168557694049245	8.94709895952437e-07	0.00168094625472644	1.00502943699489	5.65582320261762e-07	1.21433567323607e-06	8.88819542149678e-07	5.65893872808532e-07	5.6522305265609e-07	1.08335405786393e-06	5.65893872808532e-07	6.0665803994581e-07	8.85851901714343e-07	1.68939322083059e-06	6.0665803994581e-07	0	1.07793728757461e-06	0	8.85851901714343e-07	6.0665803994581e-07	0	1.07793728757461e-06	1.07793728757461e-06	0	6.32642416400182e-10	6.32642416400182e-10	7.49338271316948e-10	8.62349830059687e-05	6.2009633120004e-05	3.37838642066694e-05	2.42663215978324e-05	1.89792724920054e-08	5.22385090222743e-05	0.0335346001582575	5.21772731940561e-05	0.0335290741821712	1.4986765426339e-08	5.93528087066911e-08	3.37878644166119e-05	2.41248020416232e-05	0.0335250655573488	4.31729842320118e-08	4.04778557745355e-08	2.80929490082074e-05	0	0	4.04778557745355e-08	0	1.49118315992073e-08	2.82946936404266e-08	2.82946936404266e-08	2.40843241858486e-05	6.12358282182102e-08	5.41677028931964e-08	1.88527440087254e-08	1.49118315992073e-08	0	6.12358282182102e-08	6.12358282182102e-08
"Psychotriasp._sp1_M_SD_018"	0.000563282207741575	5.14878197309441e-07	7.92232851159247e-07	1.69131442757793e-06	0.000561726444476885	5.65582320261762e-07	1.00503439405223	3.70860646321326e-10	2.79138319505333e-07	0.000562894331124946	0.000561484981351389	2.43553457729274e-07	0.000562894331124946	1.85274630194113e-10	2.77031045016921e-07	5.64549190429031e-07	1.85274630194113e-10	0	2.42335690440628e-07	0	2.77031045016921e-07	1.85274630194113e-10	0	2.42335690440628e-07	2.42335690440628e-07	0	0.00112419954591972	0.00112419954591972	1.41651124587766e-09	1.93868552352502e-05	1.93921731511845e-05	0.0336047915681593	7.41098520776452e-09	0.0337259863775916	8.06744796569387e-06	1.12533816335464e-05	2.05592836713604e-08	3.20566248613795e-08	2.83302249175532e-08	4.21454897682321e-08	1.12909838085806e-05	7.36776484025033e-09	2.62081468274317e-08	2.81024376413624e-05	1.23620215440442e-11	1.32038808526541e-08	0	0	1.23620215440442e-11	0	2.81885737929654e-08	2.81447165562473e-05	2.81447165562473e-05	7.35540281870629e-09	8.04688868202251e-06	1.21776728864637e-08	0.0335011464684077	2.81885737929654e-08	0	8.04688868202251e-06	8.04688868202251e-06
"Rhus_sp1_M_SD_018"	1.11545225311204e-06	0.00168842534432586	2.32609819035776e-06	8.80913611689681e-10	3.07476621357336e-07	1.21433567323607e-06	3.70860646321326e-10	1.00840457749725	8.75578177505477e-10	3.71064935908745e-10	3.70870883113393e-10	3.05119965295105e-07	3.71064935908745e-10	6.07565795007505e-07	8.72655137385305e-10	3.09021730007373e-10	6.07565795007505e-07	0	3.0359436546863e-07	0	8.72655137385305e-10	6.07565795007505e-07	0	3.0359436546863e-07	3.0359436546863e-07	0	4.14832937719604e-13	4.14832937719604e-13	7.37783594379967e-13	2.42875492374904e-05	6.10858596169713e-08	2.21525766737521e-08	2.43026318003002e-05	1.24449881315881e-11	2.41750653971579e-05	4.66273882016823e-08	2.41591303649706e-05	7.9246158947165e-08	1.47556718875993e-11	5.84608024034352e-11	6.18043460014745e-09	0.0336376062786367	2.41608399175725e-05	3.3225437683831e-11	0.0336134859165749	3.87683031726293e-08	0	0	0.0336134859165749	0	1.46818935281613e-11	1.85532467954373e-11	1.85532467954373e-11	2.41203620617979e-05	1.59350321873148e-08	1.52559982647553e-08	1.23620215440442e-11	1.46818935281613e-11	0	1.59350321873148e-08	1.59350321873148e-08
"Aglaia_sp1_M_SD_018"	0.000724683662932327	1.82339155465516e-06	0.000723576478436883	0.00324698903810154	0.000722280345421952	1.33322931322452e-06	4.18707479257999e-07	1.31336726625822e-09	1.00323073266957	4.18938125402409e-07	3.13049386786301e-06	4.65403015581333e-07	4.18938125402409e-07	6.56132261480804e-10	0.000719950013697499	7.25909894896434e-07	6.56132261480804e-10	0	4.63076000503426e-07	0	0.000719950013697499	6.56132261480804e-10	0	4.63076000503426e-07	4.63076000503426e-07	0	4.68352885076062e-10	4.68352885076062e-10	2.71942130494267e-06	3.70460800402741e-05	0.0503965009588249	2.50106060865238e-05	2.62452904592322e-08	1.40505865522819e-08	2.24382801809049e-05	1.44900478855465e-05	1.20856564247288e-05	1.21040489510555e-05	5.43884260988533e-05	0.0502156531174468	1.45181978979287e-05	2.60922296896632e-08	7.04894278882718e-08	5.42730086617522e-05	4.37789088752738e-11	1.2059607973948e-05	0	0	4.37789088752738e-11	0	5.41164839683591e-05	2.09469062701204e-08	2.09469062701204e-08	2.60484507807879e-08	1.03526237561761e-05	2.32701507790666e-08	1.39569159752666e-08	5.4116483968359e-05	0	1.03526237561761e-05	1.03526237561761e-05
"Ficus_dammaropsis"	0.000845388739897738	7.72742729029962e-07	1.18900388214353e-06	2.538369139039e-06	0.000843053809506117	8.48840809212798e-07	0.000844341496687419	5.56597403863118e-10	4.18938125402408e-07	1.00586993223262	0.000842691415301952	3.65531429712672e-07	0.000844806604478474	2.78065033835899e-10	4.15775472473037e-07	8.47290260810168e-07	2.78065033835899e-10	0	3.63703772564109e-07	0	4.15775472473037e-07	2.78065033835899e-10	0	3.63703772564109e-07	3.63703772564109e-07	0	9.44453575712997e-07	9.44453575712997e-07	2.12593730237772e-09	2.90963018051287e-05	2.91042830731126e-05	0.0504349542873649	1.11226013534359e-08	2.83336072713899e-05	1.21078379117515e-05	1.68893708837628e-05	3.08559132123439e-08	4.81114250094854e-08	4.25187460475544e-08	6.3253058587437e-08	1.69458052162034e-05	1.10577350900806e-08	3.93338754837118e-08	4.21768769174149e-05	1.85532467954373e-11	1.98167313690587e-08	0	0	1.85532467954373e-11	0	4.23061523173166e-08	4.22403302239237e-05	0.050293496611631	1.10391818432852e-08	1.20769819985391e-05	1.82765714856336e-08	2.81447165562473e-05	4.23061523173166e-08	0	1.20769819985391e-05	1.20769819985391e-05
"Gynotroches_sp1_M_SD_018"	0.000843880203929407	7.72338614083641e-07	1.79355951835114e-06	0.00252413411900826	0.000841549102718624	8.47834578984135e-07	0.000842227472027085	5.5630632467009e-10	3.13049386786301e-06	0.000842691415301952	1.00334895378779	3.65006840330973e-07	0.000842691415301952	2.77919616438878e-10	1.0192225340198e-06	8.45777992682034e-07	2.77919616438878e-10	0	3.63181806129318e-07	0	1.0192225340198e-06	2.77919616438878e-10	0	3.63181806129318e-07	3.63181806129318e-07	0	9.42088894884882e-07	9.42088894884882e-07	2.1140151750488e-06	2.90545444903455e-05	7.13455773813857e-05	0.0503086774935265	1.11167846575551e-08	2.82626668465465e-05	1.20963575521176e-05	1.68592432070053e-05	4.09260674118092e-08	5.81538112719902e-08	4.2280303500976e-05	4.22254266768642e-05	1.69155598536407e-05	1.10519523167791e-08	3.92945614054279e-08	0.0502095165913732	1.85435441556697e-11	2.98926586391857e-08	0	0	1.85435441556697e-11	0	4.20689019834711e-05	4.21345707650976e-05	4.21345707650976e-05	1.10334087726234e-08	1.20554314847058e-05	1.82503420165487e-08	2.80742490675695e-05	4.20689019834711e-05	0	1.20554314847058e-05	1.20554314847058e-05
"Myristica_subaluata"	0.0006359343480742	0.000635412327727057	0.000635419851887798	4.68660799244544e-07	0.000633523439745611	1.62503108679589e-06	3.65330186593911e-07	4.57679947942658e-07	4.65403015581333e-07	3.65531429712672e-07	3.65006840330973e-07	1.005659721556	3.65531429712672e-07	2.28647832935249e-07	4.63848957376342e-07	6.36706974618705e-07	2.28647832935249e-07	0	0.000631422948216162	0	4.63848957376342e-07	2.28647832935249e-07	0	0.000631422948216162	0.000631422948216162	0	4.086467411565e-10	4.086467411565e-10	3.9251323219811e-10	0.0505138358572929	3.2469427016344e-05	2.18222263538465e-05	9.14591331740996e-06	1.2259402234695e-08	2.8752426233386e-05	1.27246364978054e-05	1.9667649832326e-05	1.06444985676898e-05	7.8502646439622e-09	3.1081164099809e-08	1.27341394923741e-05	9.09257496579414e-06	9.13148667042258e-06	2.6061355337291e-08	1.52559982647553e-08	1.05903308647966e-05	0	0	1.52559982647553e-08	0	7.81101332074239e-09	1.82765714856336e-08	1.82765714856336e-08	9.07731896752938e-06	9.08477640106e-06	0.0502829860777998	1.21776728864637e-08	7.81101332074239e-09	0	9.08477640106e-06	9.08477640106e-06
