"Bouteloua_gracilis"	"Buchloe_dactyloides"	"Croton_pottsii"	"Leptaloma_cognata"	"Iva_dealbata"	"Scleropogon_brevifolius"	"Unidentified_sp4_A_PH_004"	"Convolvulus_equitans"	"Unidentified_sp5_A_PH_004"	"Unidentified_sp1_A_PH_004"	"Xanthocephalum_texanum"	"Bouteloua_hirsuta"	"Muhlenbergia_sp1_A_PH_004"	"Ratibida_columnaris"	"Unidentified_sp3_A_PH_004"	"Unidentified_sp6_A_PH_004"	"Unidentified_sp8_A_PH_004"	"Condalia_ericoides"	"Conyza_coulteri"	"Eragrostis_intermedia"	"Linum_rigidum"	"Sporobolus_sp1_A_PH_004"	"Unidentified_sp7_A_PH_004"	"Ziziphus_obtusifolius"	"Calyophus_hartwegii"	"Gaura_coccinea"	"Gilia_rigida"	"Hoffmannseggia_glauca"	"Machaeranthera_scabrella"	"Setaria_leucopila"	"Unidentified_sp13_A_PH_004"	"Unidentified_sp15_A_PH_004"	"Unidentified_sp9_A_PH_004"	"Zinnia_grandiflora"	"Aristida_hamulosa"	"Bouteloua_curtipendula"	"Cryptantha_mexicana"	"Dyschoriste_linearis"	"Eupatorium_greggii"	"Oenothera_sp1_A_PH_004"	"Panicum_obtusum"	"Polygala_longa"	"Prosopis_glandulosa"	"Unidentified_sp10_A_PH_004"	"Unidentified_sp11_A_PH_004"	"Unidentified_sp12_A_PH_004"	"Unidentified_sp14_A_PH_004"	"Unidentified_sp16_A_PH_004"	"Unidentified_sp17_A_PH_004"	"Unidentified_sp2_A_PH_004"	"Verbena_wrightii"	"Xanthocephalum_sp1_A_PH_004"	"Dactylotum_variegatum"	"Melanoplus_desultorius"	"Melanoplus_gladstoni"	"Trimerotropis_pallidipennis"	"Melanoplus_lakinus"	"Melanoplus_glaucipes"	"Phoetaliotes_nebrascensis"	"Campylacantha_olivacea"	"Melanoplus_arizonae"	"Cordillacris_crenulata"	"Arphia_crassa"	"Boopedon_nubilum"	"Eritettix_variabilis"	"Leprus_cyaneus"	"Opeia_obscura"	"Psoloessa_texana"	"Trachyrachys_kiowa"	"Ageneotettix_deorum"	"Aulocara_femoratum"	"Philbostroma_quadrimaculatum"	"Syrbula_fuscovittata"	"Tropidolophus_formosus"
"Bouteloua_gracilis"	1.00142684098331	0.0012377749415284	0.000640402096219236	0.000963331515017475	0.000245451698294814	0.000698868805144765	0.000194992016990961	0.000179600234329417	0.00020207551411446	0.000165513715169894	0.000111187048565923	0.000359182001242614	0.000336188657622188	0.000148545328558251	7.95034072627044e-05	0.000188869534258847	0.000185073194364115	0.00016113050119218	0.000100268113064452	0.000182579068396956	0.000217475979913125	0.000150812789568063	0.000138189209604769	0.000112913916869034	7.25791669512823e-05	6.23637346533215e-05	6.22829495674417e-05	7.25791669512823e-05	6.51974771055476e-05	0.000177112235744939	6.23637346533215e-05	0.00022105022845496	6.22829495674417e-05	7.60427813057955e-05	8.84976270902359e-05	4.08955256480637e-05	4.08955256480637e-05	4.82772154937984e-05	3.79851634970105e-05	2.47905696566913e-07	5.32056601608153e-05	3.79809981099578e-05	3.79851634970105e-05	4.08955256480637e-05	3.79809981099578e-05	3.80617831958376e-05	2.43019514574839e-05	3.80617831958376e-05	3.80617831958376e-05	8.85256746135685e-05	4.82772154937984e-05	2.47905696566913e-07	0.00534642932064646	0.0053173397353941	0.00531792288958148	0.00532864964741726	0.00531641833424829	0.00531049370431783	0.00532056601608153	2.23115126910222e-05	2.99849936850585e-05	0.0053134382026129	0.00531308005445387	0.00531549597818547	0.00530184358289897	0.00530867295528464	0.00530985762541416	0.00531154047681411	0.00531123816651087	0.00529722997612368	0.00530664036639822	0.00530606553280771	0.00529995576856247	4.9261699709172e-06
"Buchloe_dactyloides"	0.00156784825926931	1.0016504218026	0.000655061587517585	0.00121967511952022	0.000311762647295213	0.000885013842763672	0.000152185926987197	0.000132765121990141	0.000116275891091037	8.46287075276852e-05	8.46039364662417e-05	0.000454809530354434	0.000425690459041068	8.672133395476e-07	8.44480998433375e-05	0.000160667827770523	0.000134843424879775	0.000112530245999806	6.6294325547068e-07	0.000179604244185525	0.000275302644759059	0.000112546485036003	9.65002148148814e-05	0.000112339829525001	4.28140679816575e-07	4.83406845465326e-05	4.17188108317904e-07	4.28140679816575e-07	4.96174652652015e-07	0.000224285335196418	4.83406845465326e-05	0.000279916109620119	4.17188108317904e-07	4.83101314633712e-05	0.000112064949315929	2.7230405691236e-07	2.7230405691236e-07	2.0427008407692e-07	2.45755147152776e-07	2.16979912307531e-07	6.73206390355416e-05	1.93317512578249e-07	2.45755147152776e-07	2.7230405691236e-07	1.93317512578249e-07	4.81168139507929e-05	2.23870595739655e-07	4.81168139507929e-05	4.81168139507929e-05	0.000112076859293111	2.0427008407692e-07	2.16979912307531e-07	4.92515310627241e-05	2.70644517609549e-05	3.44057206013886e-05	0.00673635395311101	3.53995273986068e-05	2.24697092484612e-05	0.00673206390355416	1.95281921076778e-05	0.00669704485815719	0.00672581186945945	0.00672612631919938	0.00673223682717483	0.00671393874101724	0.00672067806558427	0.00672389695895574	0.00672461155758666	0.00672488328461023	0.00670541928817012	0.00672102256041501	0.00672029458363217	0.00671256017200515	5.03893528859681e-06
"Croton_pottsii"	0.000935972294474269	0.000755840293289521	1.00180042244923	0.000580689307032795	0.00032603604934477	0.000131026021251103	0.000381150292948952	0.000358698797657517	0.000295056874537251	0.000338277663082266	0.000258740541286124	0.000111622070386697	0.00020748512479279	0.000217111021174814	0.000212540273285876	0.000146861670896376	0.000270296809618917	0.000106388113473683	0.000146550747233344	0.000266289282372434	0.000188578977983468	9.13374178733916e-05	0.000201548879889533	3.62954875983129e-05	0.000106027883976412	9.09814085167202e-05	9.1017508340792e-05	0.000106027883976412	9.52952260111074e-05	6.79363807326803e-07	9.09814085167202e-05	6.56973353039735e-07	9.1017508340792e-05	0.000111063696787626	0.0001289914578104	5.98276159761644e-05	5.98276159761644e-05	7.05602739414695e-05	5.55332388925524e-05	3.72782450928074e-07	7.75925113222845e-05	5.5549898305849e-05	5.55332388925524e-05	5.98276159761644e-05	5.5549898305849e-05	5.55137984817772e-05	3.5467610034943e-05	5.55137984817772e-05	5.55137984817772e-05	3.36568945896144e-07	7.05602739414695e-05	3.72782450928074e-07	0.00780287420768746	0.00777698576281886	0.00777465344495734	0.00777193178744881	0.00777759007690137	0.00776163013356164	0.00775925113222845	3.35504205835267e-05	0.00774453087729848	0.00773719600841189	2.16137698362543e-05	1.99404192134331e-05	2.73057067465089e-05	0.00773214930443913	0.00773948746862398	2.01941367537687e-05	2.08214092261751e-05	0.00772815861496359	1.99064510230668e-05	2.23030273832191e-05	1.18697542307532e-05	0.00770615709576331
"Leptaloma_cognata"	0.001663936253212	0.0016631933448003	0.000686269181038758	1.00166091213307	6.72133780482468e-05	0.00097780057074831	1.54726534355409e-06	6.65153473076403e-05	6.65789332873284e-05	1.0055564352564e-06	9.09431221415492e-07	0.000619308866430153	0.00033655722953383	7.74868690056799e-07	7.23437241747086e-07	0.000218588624037707	0.000183206268651595	0.000152954049678752	5.89614703237145e-07	0.00015315465136533	0.0001318035825314	0.000153087607270495	0.000131163244783413	8.35903793309561e-07	3.85461439362179e-07	6.56950448592035e-05	3.72086451272924e-07	3.85461439362179e-07	3.99674912236299e-07	0.000305519068620741	6.56950448592035e-05	0.000153605948035473	3.72086451272924e-07	6.56667164053914e-05	0.000152580078988595	1.99467459693773e-07	1.99467459693773e-07	1.85253986819654e-07	2.17528251964221e-07	7.50137920407366e-08	4.51741650534079e-07	1.71878998730399e-07	2.17528251964221e-07	1.99467459693773e-07	1.71878998730399e-07	6.5494837406661e-05	2.00207452542525e-07	6.5494837406661e-05	6.5494837406661e-05	0.000152669871565988	1.85253986819654e-07	7.50137920407366e-08	4.40456395593556e-05	2.40630598222559e-05	3.04539552749909e-05	0.00916927723693254	2.59307697601905e-05	2.03779385501619e-05	4.51741650534079e-05	6.75124128366629e-06	1.85142190438684e-05	0.00915538108324977	0.00915411529436337	0.00917058106165213	3.3640952923578e-05	0.00915020653530616	0.00915480473931573	0.00916019229395929	0.00916056305559232	0.00913571295739481	0.0091553051082211	0.00914823631729869	4.1494391843326e-05	5.27899370029814e-06
"Iva_dealbata"	0.00066622603822878	0.000668062815632599	0.000605495520211716	0.000105621022647245	1.00100119760003	1.67414497502459e-06	0.000660231741572423	0.000459338737824802	0.000472715570531819	0.00029141759815164	0.000405675100865007	9.23605717586812e-07	0.000383606409961003	6.6789138753991e-05	0.000450542421390889	0.000168992574316147	0.00027155699270659	6.60856257313159e-05	6.64207681408718e-05	0.000254886978141203	0.000383257337805396	6.62005918276481e-05	6.63458963581145e-05	0.000464527807684683	6.58995315749552e-05	0.000168289510286281	6.59374975221886e-05	6.58995315749552e-05	0.000176298013062673	3.69558085448516e-07	0.000168289510286281	3.86179913597303e-07	6.59374975221886e-05	0.000103164685884797	3.86781538377009e-07	0.000110766852100837	0.000110766852100837	3.68370613119167e-07	4.83270618683234e-07	0.000159899530412721	0.000143751822659344	4.06336560352502e-07	4.83270618683234e-07	0.000110766852100837	4.06336560352502e-07	0.000102758349324445	6.55311609618361e-05	0.000102758349324445	0.000102758349324445	1.8616024712882e-07	3.68370613119167e-07	0.000159899530412721	0.0144168554116039	5.68871184493503e-05	6.76578866156527e-05	0.0143861689054223	0.0143996907731088	4.05207674431084e-05	0.0143751822659344	0.0143909577371449	0.0143514214606918	2.85879185148144e-05	1.11656493816387e-05	8.98588045597349e-06	0.0143458269786075	2.20982028612506e-05	2.32068923026205e-05	1.11696148277292e-05	1.31876046709375e-05	2.03669787174225e-05	8.96740255170107e-06	1.85344726577865e-05	8.00343028946631e-06	4.65765784778243e-06
"Scleropogon_brevifolius"	0.00189692961396436	0.00189645823449358	0.000243334039466334	0.00153654375403306	1.67414497502459e-06	1.00189165529576	1.12768282102175e-06	1.04680103764366e-06	1.03344566821655e-06	7.17651593578736e-07	5.98128947310559e-07	0.000528897251318629	0.000288791542763494	4.9999575440861e-07	5.24032355250638e-07	0.000240279352836651	1.11128669052189e-06	1.3591515463203e-06	3.90890128369099e-07	0.00023987270596888	1.63741050794632e-06	0.000239993287527202	9.4464501741527e-07	6.19574693732692e-07	2.28127113621363e-07	4.38255070104436e-07	2.04991093753781e-07	2.28127113621363e-07	2.73052009143295e-07	0.000479430654921563	4.38255070104436e-07	0.000359965101503747	2.04991093753781e-07	4.05203188694512e-07	7.6272226084998e-07	1.54030521561442e-07	1.54030521561442e-07	1.09105626039511e-07	1.85899034615319e-07	1.45599388334054e-09	3.98659372017334e-07	8.59696061719282e-08	1.85899034615319e-07	1.54030521561442e-07	8.59696061719282e-08	3.19233582522584e-07	1.19021487581853e-07	3.19233582522584e-07	3.19233582522584e-07	0.000239688367005005	1.09105626039511e-07	1.45599388334054e-09	2.61847272680076e-05	1.20357448640699e-05	2.60258648461446e-05	4.46927015531617e-05	2.00239678029875e-05	1.20016188643462e-05	3.98659372017334e-05	1.31039449500649e-07	1.46117444152429e-05	5.17757746563042e-05	6.78614659619363e-05	0.0143865273713779	2.99458327360499e-05	0.0143592009645181	4.57633356509988e-05	0.0143813020203003	0.0143793119239159	3.84950570230895e-05	0.0143625558386318	0.0143565531959179	0.0143533630828419	1.87180030358718e-06
"Unidentified_sp4_A_PH_004"	0.000529264046118324	0.000326112700686851	0.000707850544048054	2.43141696844214e-06	0.000660231741572422	1.12768282102175e-06	1.00086507966163	0.000562019825897729	0.000472720320409386	0.000496522507936135	0.000508304845048607	6.02524372591325e-07	0.000144482977688419	0.000271794810223224	0.00055308048275311	0.000169017471577393	0.000373995840359828	6.61813260698139e-05	0.000271322926386069	0.000254722874423943	0.000144374671819118	0.000168660833567087	0.0001687268422485	0.000225964240101737	6.60610736749988e-05	6.59692017987494e-05	0.000168428576918007	6.60610736749988e-05	0.000176425901217346	2.37667726496051e-07	6.59692017987494e-05	2.4495345334576e-07	0.000168428576918007	0.000103219399041069	2.34371741766134e-07	0.000110836711379502	0.000110836711379502	4.71883837155179e-07	0.000102894349468062	0.000159869245734293	0.000143570601959025	0.000102839387080163	0.000102894349468062	0.000110836711379502	0.000102839387080163	3.80011960905697e-07	6.55891898378436e-05	3.80011960905697e-07	3.80011960905697e-07	1.7729426118116e-07	4.71883837155179e-07	0.000159869245734293	0.0144296217643256	0.0143975141912229	0.0144052089255286	5.32016745267976e-05	0.0144087724793353	5.19072220870696e-05	0.0143570601959025	0.0143882321160864	0.0143584140937002	2.0878573134483e-05	7.2151436889051e-06	5.0248449548215e-06	3.03482717760092e-05	1.89336651249651e-05	1.4062304505968e-05	1.06376556708696e-05	9.23521863494156e-06	1.97766888985766e-05	5.0129615684967e-06	8.6099729013924e-06	4.98804234122701e-06	5.44500418498503e-06
"Convolvulus_equitans"	0.000568734075376487	0.000331912804975352	0.000777180728257953	0.00012194480339734	0.000535895194128935	1.22126787725094e-06	0.000655689796880684	1.00077460484628	0.000317739752068942	0.000578727095591555	0.000406678083599658	6.51613988185014e-07	9.70199006624087e-07	0.000316880757368137	0.000458849709531706	0.000316535349219619	0.000250020957321424	7.71171015450138e-05	0.000316405667599471	0.000129796635627889	9.07401574495228e-07	0.000196653362825422	0.000196730830821926	7.73167985874284e-05	7.69685096236536e-05	0.000196352840460784	0.000196460870491674	7.69685096236536e-05	0.00020563355541069	3.4380507905993e-07	0.000196352840460784	2.7952973242458e-07	0.000196460870491674	0.000239826871242482	2.05630161322941e-07	0.000129140135555702	0.000129140135555702	4.75089768665678e-07	0.000119944797107798	5.65154345502156e-07	3.79216857304513e-07	0.000119967450636686	0.000119944797107798	0.000129140135555702	0.000119967450636686	0.000119859420605796	7.64934198549879e-05	0.000119859420605796	0.000119859420605796	2.15145862636529e-07	4.75089768665678e-07	5.65154345502156e-07	0.0168285523680973	0.016795443089136	0.0167922715950917	0.0167803188848115	0.0167882176222412	5.22598745532246e-05	3.79216857304513e-05	5.0863891095194e-05	0.0167359698018163	1.88972231176639e-05	8.91551528161295e-06	6.36560568140498e-06	1.54934632163024e-05	1.6636992892969e-05	1.23378096793765e-05	1.29087517581918e-05	1.42626990621908e-05	1.85435156211142e-05	6.34841542745199e-06	6.35638005291296e-06	5.23751244257458e-06	5.97831329429195e-06
"Unidentified_sp5_A_PH_004"	0.00063990579469579	0.000290689727727592	0.000639289894830711	0.000122061377693435	0.000551501498953788	1.20568661291931e-06	0.000551507040477617	0.000317739752068942	1.00082234429031	0.000273842106366101	0.000416291921382855	8.07786910684024e-07	0.000168387095044881	0.000349382512972431	0.000187696629191993	0.000197044433187879	0.000187436965457039	0.000229243817210123	0.000196907672009926	0.000168081273498444	0.000168250773293201	7.71667677046401e-05	0.000196761292777715	0.000263284294904592	0.000229008890808654	0.000196372486665347	0.000196425287295444	0.000229008890808654	7.69476484639418e-05	2.9735834681968e-07	0.000196372486665347	3.68464002669358e-07	0.000196425287295444	0.000239729674268493	2.59479091707679e-07	4.13598617792784e-07	4.13598617792784e-07	0.000152474840962506	4.82384714481632e-07	0.000186220601237693	0.00016738512399018	0.000119891237449295	4.82384714481632e-07	4.13598617792784e-07	0.000119891237449295	0.000119838436819198	7.65340498461489e-05	0.000119838436819198	0.000119838436819198	1.5033314400955e-07	0.000152474840962506	0.000186220601237693	0.0168374909661528	0.0167847732429013	6.75338600274286e-05	0.0167773811546877	5.37678203130619e-05	0.0167722325058756	0.016738512399018	0.0167598541113923	4.64035697620862e-05	2.35203837589656e-05	1.40955840881184e-05	6.46779232612545e-06	3.17786292450037e-05	1.6953053428253e-05	1.55687455024607e-05	9.01998864057299e-06	1.13737084830553e-05	1.60190443535939e-05	6.45292440878447e-06	1.06424071121394e-05	5.34150404802869e-06	4.91761457562086e-06
"Unidentified_sp1_A_PH_004"	0.000628952117645597	0.000253886122583056	0.000879521924013892	2.21222415756409e-06	0.000407984637412296	1.00471223101023e-06	0.000695131511110589	0.000694472514709866	0.000328610527639321	1.00087641418287	0.000578951364479305	6.09620058959727e-07	8.63204759638376e-07	0.0004711598507601	0.000550336211661595	0.000144950183413501	0.000299738636390623	0.000183690792491787	0.000288273580682492	0.000155555251517598	8.02751883965604e-07	0.000144643868702874	0.00014465042956287	1.40294503126385e-06	0.000183504511966204	9.44601921423761e-07	0.000144412541095337	0.000183504511966204	0.000155507601037091	2.2894190844521e-07	9.44601921423761e-07	3.12100688588865e-07	0.000144412541095337	0.000144120659239567	1.97163488535776e-07	0.000154889359148494	0.000154889359148494	0.000182886270077607	0.000143861039587155	6.02598079892478e-07	3.82758353657499e-07	0.00014379429920674	0.000143861039587155	0.000154889359148494	0.00014379429920674	3.26360032827102e-07	6.18241888596659e-07	3.26360032827102e-07	3.26360032827102e-07	1.64587227122272e-07	0.000182886270077607	6.02598079892478e-07	0.000136013215491265	0.0201312018889436	0.0201405455422018	4.56904045957943e-05	0.0201356166893043	0.0201174897085368	3.82758353657499e-05	5.4233827190323e-05	0.0200786571876842	1.66521927273372e-05	1.1176831534953e-05	5.06400021142453e-06	1.0926303766483e-05	1.69880409267602e-05	1.18298093121466e-05	9.87523362733632e-06	8.67251429528806e-06	1.92819787540676e-05	5.05255311600228e-06	5.05889273351924e-06	5.0328065202526e-06	6.76555326164533e-06
