"Eryngium_stenophyllum"	"Hysterionica_pinifolia"	"Eupatorium_subhastatum"	"Glandularia_dissecta"	"Stevia_satureiifolia"	"Achyrocline_satureoides"	"Baccharis_tandilensis"	"Senecio_selloi"	"Baccharis_articulata"	"Baccharis_coridifolia"	"Eryngium_horridum"	"Eupatorium_tenacetifolium"	"Vernonia_echioides"	"Solidago_chilensis"	"Senecio_grisebachii"	"Gelasine_azurea"	"Hypochaeris_rosengurtii"	"Senecio_bravensis"	"Habranthus_gracilifolius"	"Lathyrus_pubescens"	"Oxalis_articulata"	"Trixis_stricta"	"Alophia_lahue"	"Blumenbachia_insignis"	"Senecio_madagascariensis"	"Sommerfeltia_spinulosa"	"Carduus_acanthoides"	"Echium_plantagineum"	"Eryngium_nudicaule"	"Eupatorium_squarrulosum"	"Gomphrena_perennis"	"Gymnocalycium_reductum"	"Habranthus_andersoni"	"Oxalis_cordobensis"	"Rodophiala_bifidum"	"Senecio_arechavaletae"	"Sisyrinchium_iridifolium"	"Verbena_intermedia"	"Wigginsia_tephracantha"	"Augochlora_semiramis"	"Astylus_quadrilineatus"	"Camponotus_sp1_M_PL_072_01"	"Unidentified_sp1_M_PL_072_01"	"Toxomerus_sp1_M_PL_072_01"	"Unidentified_sp14_M_PL_072_01"	"Augochlorella_ephyra"	"Lerodea_eufala"	"Unidentified_sp3_M_PL_072_01"	"Chrysodina_sp1_M_PL_072_01"	"Apis_mellifera"	"Chilicola_sp1_M_PL_072_01"	"Palpada_sp1_M_PL_072_01"	"Unidentified_sp5_M_PL_072_01"	"Allograpta_sp1_M_PL_072_01"	"Bombus_bellicosus"	"Megachile_sp1_M_PL_072_01"	"Pampasatyrus_gyrtone"	"Unidentified_sp18_M_PL_072_01"	"Unidentified_sp19_M_PL_072_01"	"Vanessa_sp1_M_PL_072_01"	"Villa_sp1_M_PL_072_01"	"Xylocopa_ciliata"	"Cochliomyia_macellaria"	"Corticea_immocerina"	"Euptoieta_claudia_hortensia"	"Gaesischia_sp1_M_PL_072_01"	"Lucilia_sericata"	"Mischocyttarus_drewseni"	"Parachytas_sp1_M_PL_072_01"	"Platycheirus_sp1_M_PL_072_01"	"Unidentified_sp10_M_PL_072_01"	"Unidentified_sp12_M_PL_072_01"	"Unidentified_sp15_M_PL_072_01"	"Unidentified_sp17_M_PL_072_01"	"Agraulis_vanillae"	"Audre_epulus_signata"	"Augochloropsis_sp1_M_PL_072_01"	"Campsomeris_bistrimacula"	"Ceratina_montana"	"Chalepogenus_goeldianus"	"Chauliognathus_scriptus"	"Chauliognathus_sp1_M_PL_072_01"	"Chrysopa_sp1_M_PL_072_01"	"Coelioxys_sp1_M_PL_072_01"	"Colletes_cyaneus"	"Colletes_sp1_M_PL_072_01"	"Copestylum_sp1_M_PL_072_01"	"Dialictus_sp1_M_PL_072_01"	"Entypus_ferruginipennis"	"Entypus_sp1_M_PL_072_01"	"Leioproctus_indigoticus"	"Panurgillus_sp1_M_PL_072_01"	"Polistes_sp1_M_PL_072_01"	"Polybia_scutellaris"	"Stenodynerus_sp1_M_PL_072_01"	"Tachypompilus_sp1_M_PL_072_01"	"Thespieus_catochra"	"Unidentified_sp11_M_PL_072_01"	"Unidentified_sp13_M_PL_072_01"	"Unidentified_sp16_M_PL_072_01"	"Unidentified_sp2_M_PL_072_01"	"Unidentified_sp4_M_PL_072_01"	"Unidentified_sp6_M_PL_072_01"	"Unidentified_sp7_M_PL_072_01"	"Unidentified_sp8_M_PL_072_01"	"Unidentified_sp9_M_PL_072_01"
"Eryngium_stenophyllum"	1.00429748839131	0.000931137286473151	0.000281056286772099	0.000294170398507316	0.000275348559624986	0.000622058174203706	0.00049203421072533	0.00023282971381136	0.000369278636746074	0.000364023947062163	0.000478141080933119	6.9063315707759e-05	0.000145525848009091	0.00011560353669308	0.000121852748900494	0.000121449469632838	6.41678160534367e-05	0.000103963943656702	2.21822814370349e-05	5.25107446580632e-07	0.000109837016330112	1.86399792396129e-07	7.93997682864251e-05	0	4.20537201532009e-05	7.31552853564689e-05	7.64534879723967e-05	0	0.000114714302836814	2.20191721045038e-05	5.11361132519651e-05	2.20191721045038e-05	2.20191721045038e-05	4.18030672816858e-05	8.91683944075526e-08	0	2.20191721045038e-05	1.85157127113488e-07	2.20191721045038e-05	0.0046240261419458	0.00459833740098544	0.00460147769439221	0.00460225019267686	0.0045904476945537	0.00459734800229164	0.0045872092783438	1.11094276268093e-05	1.47980438836143e-05	0.0045788141843793	0.00457699596240736	0.00458857211347258	1.61311707062571e-05	0.00457894623817977	0.00457608360073368	4.95873789607107e-06	5.68136060044455e-06	9.14836255938315e-06	5.81904507791914e-06	2.67505183222658e-06	1.02918211695398e-05	0.00457771994912847	5.11312490090336e-06	0.0045704556303827	5.42776194631636e-06	7.89854872630135e-06	4.83242628209401e-06	0.00457181917046732	1.21120995920403e-05	8.83848310270363e-06	8.1413231359035e-06	0.00457080819163731	5.01305743030205e-06	0.00457080819163731	4.26886133465215e-06	9.86618795825129e-07	1.60419540133592e-06	0.00456498858359686	2.67427635006651e-06	6.21332641320431e-09	7.39409381234495e-07	1.92672561155133e-06	0.00456498858359686	5.467046785837e-06	5.81960804045719e-06	2.910371422642e-06	0.00456498858359686	5.8196080404572e-06	0	0	6.21332641320431e-09	0	0	0.00456498858359685	5.46704678583699e-06	5.8196080404572e-06	5.20034210088805e-06	2.34213572310082e-06	2.34213572310082e-06	6.83058687047313e-06	6.83058687047313e-06	1.92672561155133e-06	5.8196080404572e-06	2.34213572310082e-06	0.00456498858359686	5.8196080404572e-06	2.07894068584415e-06
"Hysterionica_pinifolia"	0.00128031376890058	1.00520249226675	0.000438418688492016	0.000177448925963869	0.000158123750901602	0.00028164457444461	7.18606091862275e-05	0.000157273298901525	0.000438595513334776	3.13434125608698e-05	3.12869909025401e-05	0.000346385617595611	0.000346320240590789	5.44048903747606e-07	0.000188375383646086	3.09627625635909e-05	0.000135860282368526	0.000158244350767584	3.03157727597426e-05	5.48209972074391e-07	3.0683085665084e-05	0.000105813953124062	3.04871066046874e-05	0	3.30607146881371e-07	0.000100356517264157	2.91744782969595e-07	0	2.35507650063577e-07	3.01806200755026e-05	7.01758971886544e-05	3.01806200755026e-05	3.01806200755026e-05	2.31484817200715e-07	3.41001083741542e-08	0	3.01806200755026e-05	0.000105108526769901	3.01806200755026e-05	0.00633793021585553	2.54633298920786e-05	2.7098077238077e-05	0.0063158307469789	2.45189223347868e-05	1.85209857083242e-05	1.75046869781757e-05	0.00630651160619409	1.46502685021651e-05	0.00629553582752372	1.41837187807357e-05	9.42030600254307e-06	0.00629650484329982	6.72339557166361e-06	0.00629460083489817	7.62787150569222e-06	3.56542741102089e-06	0.00629111743170363	1.14770354831074e-05	1.02300325122463e-06	1.15323113154806e-05	0.00629146456886817	5.25300024551862e-06	6.61805925363751e-06	3.194409563233e-06	0.00628746300867565	6.52866951745586e-06	6.26656505335062e-06	3.57714719707951e-06	3.13845164222479e-06	2.41162326739729e-06	0.00628833518470768	1.98244659361313e-06	0.00628833518470767	3.66255655249592e-06	4.94836596565158e-06	3.39650705921315e-06	5.81960804045719e-06	1.61317205421699e-06	3.52713177080206e-06	1.01052575865808e-06	9.06748172912675e-09	5.8196080404572e-06	7.98451213180306e-07	0.00628251557666721	1.96591623626906e-06	5.81960804045719e-06	0.00628251557666722	0	0	3.52713177080206e-06	0	0	5.81960804045719e-06	7.98451213180306e-07	0.00628251557666722	4.47763036583855e-07	3.6534890707668e-06	3.6534890707668e-06	4.4695701289343e-07	4.4695701289343e-07	9.06748172912676e-09	0.00628251557666721	3.6534890707668e-06	5.81960804045719e-06	0.00628251557666721	4.94743200843985e-06
"Eupatorium_subhastatum"	0.00051526985908218	0.000584558251322688	1.00455965276209	0.000375270090142651	0.000700233619864616	0.00030492883671388	9.49956468800308e-05	0.000209912927433381	0.000374241621400198	4.13358008354025e-05	4.11835955957722e-05	0.000321137105834938	4.16813357516769e-05	0.000421386551369765	4.13385745359813e-05	4.09173502590549e-05	4.06178080792915e-05	0.000280896065536989	4.05469014064724e-05	0.000560746216220626	4.05899110918976e-05	2.13027098697419e-07	4.04197630986281e-05	0	3.04958933184264e-07	0.000133537711419813	2.06362928703628e-07	0	1.58414670408931e-07	4.01316556848484e-05	9.34060557349649e-05	4.01316556848484e-05	4.01316556848484e-05	1.7300095620544e-07	2.80089383602402e-07	0	4.01316556848484e-05	2.11606918039436e-07	4.01316556848484e-05	0.00842764769381815	1.90301051825984e-05	2.85254450843738e-05	0.00840654501614684	2.30485931023786e-05	1.67224447679816e-05	1.23817757222177e-05	1.26964150823662e-05	1.94751722532826e-05	0.00838695231226948	0.00838406300979152	6.33658681635724e-06	1.68489710770568e-05	1.05440934330423e-05	1.13419336710133e-05	0.00839704438186317	2.8317788332251e-05	0.00837957160169532	1.21854567927407e-05	8.40268150807208e-06	0.00838008829483522	9.3837229795774e-06	0.00839702431642337	3.39764291065672e-06	1.04138824726702e-05	4.24893672436218e-06	7.59778385224154e-06	2.93047280304042e-06	3.97860962621552e-06	1.04112073752059e-05	4.46705346158e-06	5.99562479386762e-06	2.63915953957648e-06	5.99562479386761e-06	0.00837835354887354	4.58767294049912e-06	1.01544520198229e-06	2.34213572310082e-06	3.4115462740241e-06	7.10090328991396e-09	1.35156338021575e-06	7.02310918949608e-06	2.34213572310082e-06	1.0555071875559e-06	3.65348907076679e-06	2.62391159291726e-06	2.34213572310082e-06	3.6534890707668e-06	0	0	7.10090328991396e-09	0	0	2.34213572310082e-06	1.0555071875559e-06	3.6534890707668e-06	5.90511440505751e-07	0.00837133043968406	0.00837133043968406	5.88337079939603e-07	5.88337079939602e-07	7.02310918949609e-06	3.6534890707668e-06	0.00837133043968406	2.34213572310082e-06	3.65348907076679e-06	5.95447653595383e-07
"Glandularia_dissecta"	0.000588340797014632	0.000258107528674718	0.000409385552882892	1.00301694938037	0.000611725126442886	0.000386848547632157	0.000890017787515816	0.000390428875390443	0.000736063511294772	0.000132287169625982	0.000132172423903195	0.000306876059057818	0.000154410059521655	5.50433131158177e-07	0.000351409161116225	0.000350857918660764	0.000236895468903766	0.000115725996936094	3.09341546208651e-07	8.97361402765511e-07	8.41832860126867e-05	0.000153533963844612	0.000114880799732103	0	8.39390330491635e-05	0.000102152431990932	0.000152460679731877	0	2.22115545236139e-07	3.07658726437245e-07	0.000101844773264495	3.07658726437245e-07	3.07658726437245e-07	8.34851674194215e-05	6.51681284044303e-10	0	3.07658726437245e-07	0.000152510404085648	3.07658726437245e-07	6.46083325518214e-05	0.00918336841613638	3.90459866827867e-05	0.00916602959380454	0.00916585128045325	0.00914949077074358	0.00914764078391259	0.0091506242451389	0.00914951709055436	1.8696606885117e-05	1.65013910844323e-05	8.88462180944558e-06	2.20496982184406e-05	6.46144442885978e-06	1.48026414227802e-05	6.3346082441853e-06	1.10275242535682e-05	9.40866202906706e-06	1.27070529584213e-05	1.95504385213291e-08	0.0091322626427504	8.58576560019635e-06	9.5587095852118e-06	1.256336287802e-05	0.0091244531547223	3.81903004738348e-06	8.32310925759536e-06	4.56245383439787e-06	6.18813390485545e-06	4.30749108143216e-06	0.00912822498998583	4.2874484042835e-06	9.07731259483871e-06	4.2874484042835e-06	3.4207201595434e-06	4.38394370082598e-06	5.92238672259416e-06	2.67427635006651e-06	0.00911833590345788	5.11779879482041e-06	1.03113848736217e-08	9.17388551930295e-09	2.67427635006651e-06	9.88908652795351e-06	1.61317205421699e-06	4.88036094238053e-06	2.67427635006651e-06	1.61317205421699e-06	0	0	5.11779879482041e-06	0	0	2.67427635006651e-06	9.88908652795351e-06	1.61317205421699e-06	1.88981670894261e-06	3.4115462740241e-06	3.4115462740241e-06	1.88817748433136e-06	1.88817748433136e-06	9.17388551930295e-09	1.61317205421699e-06	3.4115462740241e-06	2.67427635006651e-06	1.61317205421699e-06	2.2058579931665e-06
"Stevia_satureiifolia"	0.000605766831174969	0.000252998001442563	0.000840280343837539	0.000672897639087175	1.00277801791979	0.000353889238094033	0.000102665617188768	0.000754548163483123	1.96721281227068e-06	0.000150089452793633	0.000150023403231019	0.000653496901890601	0.000988854554834624	7.8138990449751e-07	0.000216755586623803	0.000216543040333301	4.89538683181077e-05	0.000102295973537015	4.84196774374095e-05	0.000671623889035954	0.000149235383675644	3.07025798618953e-07	4.85135050231379e-05	0	7.9622446895138e-07	4.84817202376528e-05	6.07031472290512e-07	0	2.21296322848325e-07	4.82038633817489e-05	2.7785685590393e-07	4.82038633817489e-05	4.82038633817489e-05	3.2264130560205e-07	5.44151308691841e-08	0	4.82038633817489e-05	3.04978959961493e-07	4.82038633817489e-05	0.0101228113101673	3.54905436162254e-05	0.0100708878988293	2.50071170313537e-05	2.47713313111201e-05	1.82589981408564e-05	3.64218883374307e-05	1.82987375976896e-05	0.0100624136402737	0.0100485490905453	0.0100414681036383	8.85185291393299e-06	8.50185162009276e-06	7.0538352759627e-06	4.36282614544117e-06	3.19471985049367e-05	0.0100595994942093	1.79192437346708e-05	0.0100512423428654	1.63245392607552e-06	1.31476905032503e-05	8.26682575075513e-06	0.0100571699783644	3.89421467612506e-06	0.0100338974304623	1.57077311495106e-05	0.0100419066728384	4.8966770709787e-06	6.07623768539829e-06	3.94512581056421e-06	7.25798034430406e-06	4.33472310526588e-06	9.47166326698661e-06	4.33472310526587e-06	7.01535936372111e-06	9.33567002700859e-06	1.22384670795269e-06	2.75348559624986e-06	6.11725126442886e-06	1.02341932872984e-08	1.61398924791365e-06	1.30231650749585e-08	2.75348559624986e-06	1.1407290798752e-06	1.58123750901602e-06	9.43185204353904e-06	2.75348559624986e-06	1.58123750901602e-06	0	0	1.02341932872984e-08	0	0	2.75348559624986e-06	1.1407290798752e-06	1.58123750901602e-06	2.14413503990905e-06	7.00233619864616e-06	7.00233619864616e-06	2.14319147472884e-06	2.14319147472884e-06	1.30231650749585e-08	1.58123750901602e-06	7.00233619864616e-06	2.75348559624986e-06	1.58123750901602e-06	1.41264936404946e-05
"Achyrocline_satureoides"	0.0015205866480535	0.000500701465679306	0.000406571782285173	0.000472814891550414	0.000393210264548925	1.00262776150067	0.000398276476950228	0.000187941937978589	0.000285624152231229	0.00111193195119983	0.000274081199435058	0.000113259652831676	0.000299960968811085	0.000561205963025538	1.23850244088969e-06	9.87252586815787e-07	6.53537832175369e-07	0.000112619796870725	5.80320110929614e-07	6.62380294611991e-07	0.00011237895728159	1.52386769924083e-07	5.47515366733251e-07	0	3.53966840586033e-07	0.000124544880449975	0.000186279682249209	0	0.000279777066685957	2.64914917222392e-07	0.000124279965532753	2.64914917222392e-07	2.64914917222392e-07	2.35618212247949e-07	3.13470793337457e-07	0	2.64914917222392e-07	1.51370858124589e-07	2.64914917222392e-07	5.56321326167023e-05	2.59180033472744e-05	0.0111878424152119	0.0111851968979478	2.26080359608687e-05	0.011179824362892	0.0111767809349525	9.08225148747535e-06	1.22471404700752e-05	1.97106167075793e-05	0.0111545404194409	0.0111910826674383	1.00499941629563e-05	3.60653780744572e-05	1.41214866835227e-05	6.22567245063165e-06	6.30345621337536e-06	8.13547738665796e-06	9.83525438324299e-06	9.40412380012371e-06	1.17667604134973e-05	0.0111503496027702	7.34228017435275e-06	1.13370516794882e-05	8.23041984140209e-06	7.41454085779688e-06	8.21725934279047e-06	1.08272031973674e-05	0.0111561932032785	0.0111496618938356	8.72361138424872e-06	1.0041141651648e-05	2.36697256676167e-06	1.0041141651648e-05	1.27415309028021e-05	1.61799504045252e-06	1.63384458043842e-08	6.91175749115229e-06	4.29831719591285e-06	5.07955899746943e-09	1.93440036976538e-08	9.3534327170923e-06	6.9117574911523e-06	4.42529418833587e-06	3.12938416049566e-06	2.34927422473237e-06	6.91175749115229e-06	3.12938416049567e-06	0	0	5.07955899746943e-09	0	0	6.91175749115229e-06	4.42529418833587e-06	3.12938416049567e-06	1.58847421599976e-05	3.38809818570978e-06	3.38809818570978e-06	3.91544570621511e-06	3.91544570621511e-06	9.35343271709231e-06	3.12938416049567e-06	3.38809818570978e-06	6.91175749115229e-06	3.12938416049567e-06	4.28515669730122e-06
"Baccharis_tandilensis"	0.00120275029288414	0.000127752194108849	0.000126660862506708	0.00108779951807489	0.00011407290798752	0.000398276476950229	1.00398563270069	0.000103741055570025	0.000527901211284728	0.000273520821101196	0.000273618141152989	0.000113256822682562	0.000113115290356901	6.10060345794998e-07	0.000243155040810388	0.000242667043699098	0.000102725798162632	0.00025267546186823	2.62628725371132e-07	4.01542551043252e-07	0.000214129873643086	2.50114415280387e-07	0.000140293055633742	0	0.000102279954272086	0.000124741763823627	3.78866834993923e-07	0	3.45859179840063e-07	2.61120454705437e-07	0.000124480643368922	2.61120454705437e-07	2.61120454705437e-07	0.000101959416226675	6.32841581124449e-10	0	2.61120454705437e-07	2.48446985845184e-07	2.61120454705437e-07	5.48352954881418e-05	0.0112155357849342	0.0111909336961705	0.011203257903203	0.0112025548143229	0.0111905350631635	2.27320100996354e-05	1.4906819150711e-05	2.48743103208901e-05	9.7584974610737e-06	1.2088577241604e-05	1.38343671936025e-05	1.95198844515899e-05	1.32934853476124e-05	1.38069438745134e-05	7.3857784859631e-06	2.45087702620195e-06	3.4719130104871e-06	4.37461640901039e-06	1.89852474337335e-08	1.84860395910055e-05	1.06907921873532e-05	2.20962101913254e-06	0.0111608629656824	1.10298156078287e-05	2.41438393256461e-06	2.7566617992595e-06	9.37587737373683e-06	8.33273448978152e-06	4.43546186076579e-06	0.0111652850054245	6.2654979990173e-06	6.41076090822963e-06	6.2654979990173e-06	1.06567485998581e-06	1.61795460975089e-06	2.5681449540658e-06	5.46704678583699e-06	9.88908652795351e-06	8.33714717601288e-09	8.7542908457044e-09	1.01676724299166e-08	5.46704678583699e-06	0.0111553959188965	7.98451213180305e-07	1.29676319462531e-06	5.46704678583699e-06	7.98451213180305e-07	0	0	8.33714717601288e-09	0	0	5.46704678583699e-06	0.0111553959188965	7.98451213180306e-07	3.90744030144566e-06	1.0555071875559e-06	1.0555071875559e-06	3.90883058789985e-06	3.90883058789985e-06	1.01676724299166e-08	7.98451213180305e-07	1.0555071875559e-06	5.46704678583699e-06	7.98451213180305e-07	1.6159327193843e-06
"Senecio_selloi"	0.000640281712981241	0.00031454659780305	0.000314869391150071	0.000536839703661858	0.000943185204353904	0.000211434680225913	0.000116708687516278	1.0031467307783	0.000116424168736286	6.11947467096993e-05	6.11563547876124e-05	0.000271540449601836	0.000271955719009611	4.35071138096632e-07	0.000385188867857357	0.000384904581085359	0.000175625995132328	1.54299503964848e-06	6.04188610359674e-05	0.000420183419293566	0.000175248238969622	2.54191259127992e-07	6.05391485051069e-05	0	0.000743610300252671	6.03802195769141e-05	0.000209571940284117	0	1.53730734703153e-07	6.01498657281607e-05	2.30353848753399e-07	6.01498657281607e-05	6.01498657281607e-05	0.000114784567765603	6.75991043534177e-08	0	6.01498657281607e-05	2.52496650733806e-07	6.01498657281607e-05	0.0126314718029137	0.0126263024542163	3.13805475858806e-05	2.0731846387806e-05	3.11426221556939e-05	1.48478450734316e-05	0.012574316417047	1.51497990440283e-05	0.012574851888879	0.0125562661860241	1.73154092838307e-05	6.14922938812611e-06	1.13714708799258e-05	4.66549548680997e-06	6.53949006942944e-06	1.66686004453607e-05	0.0125627721007487	8.46897710921255e-06	1.71960830237026e-05	2.02797313060253e-06	9.16747494581617e-06	7.22556188364344e-06	2.60618776129085e-05	4.20713461726731e-06	1.43122129859196e-05	5.85099793640637e-06	1.33169337436763e-05	3.7840336338936e-06	3.22348489201378e-06	2.35652541036731e-06	6.17712413700584e-06	4.87628765891107e-06	0.0125765146497414	4.87628765891106e-06	2.6311627785522e-06	3.87914928002623e-06	4.39064987830821e-06	2.910371422642e-06	4.88036094238053e-06	8.47304197093308e-09	2.01396203453225e-06	7.25118563494386e-09	2.910371422642e-06	1.29676319462531e-06	1.96591623626906e-06	0.0125393341347287	2.910371422642e-06	1.96591623626906e-06	0	0	8.47304197093307e-09	0	0	2.910371422642e-06	1.29676319462531e-06	1.96591623626907e-06	8.7421066728142e-07	2.62391159291726e-06	2.62391159291726e-06	8.73662211251606e-07	8.73662211251606e-07	7.25118563494386e-09	1.96591623626906e-06	2.62391159291726e-06	2.910371422642e-06	1.96591623626906e-06	3.8850817001373e-06
"Baccharis_articulata"	0.00116059000120195	0.00100250403047949	0.000641557065257483	0.00115667123203464	2.81030401752954e-06	0.000367231052868724	0.00067873012879465	0.00013305619284147	1.00198914150994	0.000206943518288843	0.000206990499191751	2.03019972421239e-06	1.42496390403288e-06	7.55944506906417e-07	0.000670136387320506	0.000311454236304579	0.000131798185168106	0.000539482788039219	3.38109091491086e-07	8.6619049987093e-07	0.000131540459731303	3.38081423269906e-07	0.000180100481484458	0	0.000131207858169798	0.000160082113128478	3.59841505583686e-07	0	3.08573686812083e-07	3.36183754224082e-07	0.000159745929374254	3.36183754224082e-07	3.36183754224082e-07	0.000130796678403847	7.98306962033772e-10	0	3.36183754224082e-07	3.35827547114773e-07	3.36183754224082e-07	7.05985883870571e-05	0.0143876346244232	4.07597573232117e-05	0.0143771336436829	0.0143811438184188	0.0143474563291283	2.15904903350211e-05	2.01496528268864e-05	3.3424584976418e-05	1.85786736147087e-05	1.47301660455682e-05	1.23429474724833e-05	0.014347286040637	1.12013512783532e-05	0.014325671652286	1.88622515947886e-05	1.72017846735604e-06	1.16409619208455e-05	7.74625205787991e-08	2.39492088610132e-08	0.0143299920948948	1.5621404318744e-05	5.40328493398334e-06	1.28168549718686e-05	1.0543296058672e-05	6.28600681769727e-06	4.84596673757651e-08	8.23241622768321e-06	7.03668100742961e-06	4.09294410698982e-06	1.80566388939929e-05	1.15410592868693e-05	8.22359531900827e-06	1.15410592868693e-05	5.35890795226079e-06	2.90028532030341e-08	3.29495462920266e-06	5.27540909637248e-06	1.05151930184967e-05	1.12693807756635e-08	1.12703030497029e-08	1.25990751151069e-08	5.27540909637249e-06	7.54144587549612e-06	6.2656501904968e-06	1.66320241051838e-06	5.27540909637248e-06	6.26565019049681e-06	0	0	1.12693807756635e-08	0	0	5.27540909637248e-06	7.54144587549611e-06	6.26565019049681e-06	2.95633597555491e-06	5.3463088771457e-06	5.34630887714569e-06	2.95700713131073e-06	2.95700713131073e-06	1.25990751151069e-08	6.2656501904968e-06	5.34630887714569e-06	5.27540909637248e-06	6.2656501904968e-06	2.03566272004697e-08
"Baccharis_coridifolia"	0.00114407526219537	7.16420858534167e-05	7.086137286069e-05	0.000207879837983686	0.000214413503990905	0.00142962679439978	0.000351669627130109	6.99368533825136e-05	0.000206943518288844	1.00328717145017	0.000779777736593825	0.000213538855368958	0.000213984031295837	0.000361787548881567	6.95816759152921e-05	6.93714512873069e-05	6.91767866705334e-05	0.000144530103558546	6.91504448408038e-05	3.33001880169721e-07	0.000212762584430782	1.19688475840896e-07	6.89429404419269e-05	0	2.88197918651964e-07	6.90230349077418e-05	4.49182410182092e-07	0	0.000359743332383972	6.86411872606972e-05	3.81847647044555e-07	6.86411872606972e-05	6.86411872606972e-05	2.43766890491263e-07	2.78756097303887e-07	0	6.86411872606972e-05	1.18890552668624e-07	6.86411872606972e-05	0.0144146493247464	2.6814357954039e-05	0.0143877630279593	3.43662882340099e-05	2.41402544983797e-05	0.0143736522370578	2.69509446109255e-05	7.13343316011741e-06	1.1084637293321e-05	9.25696228516811e-06	2.38197307413004e-05	0.0143897332953589	8.40898511940826e-06	0.0143550436943932	8.60444111302681e-06	4.21486409214174e-06	3.02944576986279e-06	4.088829553789e-06	8.25160484940611e-06	8.36268291911661e-06	5.43666412500326e-06	2.15328472974695e-05	2.74574654308712e-06	9.10778240233371e-06	4.03395174885165e-06	3.50467776938152e-06	5.20104977270672e-06	1.63400240522284e-05	0.0143485586200196	2.1914534641357e-05	5.79725701038826e-06	5.6481051374719e-06	8.88620563214018e-07	5.6481051374719e-06	6.62030392186519e-06	3.0505550766994e-06	1.72941966676333e-06	5.20034210088805e-06	1.88981670894261e-06	3.98961586136321e-09	2.30501482802679e-06	6.02979248135944e-06	5.20034210088805e-06	3.90744030144566e-06	4.47763036583854e-07	8.74210667281419e-07	5.20034210088805e-06	4.47763036583854e-07	0	0	3.9896158613632e-09	0	0	5.20034210088805e-06	3.90744030144566e-06	4.47763036583855e-07	0.0143326738778596	5.9051144050575e-07	5.9051144050575e-07	1.11396819513404e-05	1.11396819513404e-05	6.02979248135944e-06	4.47763036583854e-07	5.9051144050575e-07	5.20034210088805e-06	4.47763036583854e-07	3.05691473279767e-06
