"Berberis_vulgaris"	"Juniperus_sabina"	"Daphne_oleoides"	"Juniperus_communis"	"Rosa_canina"	"Turdus_torquatus"	"Turdus_viscivorus"	"Turdus_iliacus"	"Turdus_merula"
"Berberis_vulgaris"	1.0039959430279	0.00399594302790083	0.000842802580314216	0.000633160732447112	0.000633160732447112	0.0253264292978845	0.0252840774094265	0.025199797151395	0.025199797151395
"Juniperus_sabina"	0.00399594302790083	1.0039959430279	0.000842802580314216	0.000633160732447112	0.000633160732447112	0.0253264292978845	0.0252840774094265	0.025199797151395	0.025199797151395
"Daphne_oleoides"	0.00337121032125686	0.00337121032125686	1.0033501190808	4.23518884580008e-06	4.23518884580008e-06	0.000169407553832003	0.100503572424143	0.000168560516062843	0.000168560516062843
"Juniperus_communis"	0.00253264292978845	0.00253264292978845	4.23518884580008e-06	1.00251574452629	0.0025157445262937	0.100629781051748	0.000127055665374002	0.000126632146489422	0.000126632146489422
"Rosa_canina"	0.00253264292978845	0.00253264292978845	4.23518884580008e-06	0.0025157445262937	1.00251574452629	0.100629781051748	0.000127055665374002	0.000126632146489422	0.000126632146489422
"Turdus_torquatus"	0.0253264292978845	0.0253264292978845	4.23518884580008e-05	0.025157445262937	0.025157445262937	1.00629781051748	0.00127055665374002	0.00126632146489422	0.00126632146489422
"Turdus_viscivorus"	0.0337121032125686	0.0337121032125686	0.0335011908080478	4.23518884580008e-05	4.23518884580008e-05	0.00169407553832003	1.00503572424143	0.00168560516062843	0.00168560516062843
"Turdus_iliacus"	0.0503995943027901	0.0503995943027901	8.42802580314215e-05	6.33160732447112e-05	6.33160732447112e-05	0.00253264292978845	0.00252840774094265	1.00251997971514	0.0025199797151395
"Turdus_merula"	0.0503995943027901	0.0503995943027901	8.42802580314216e-05	6.33160732447111e-05	6.33160732447111e-05	0.00253264292978845	0.00252840774094265	0.0025199797151395	1.00251997971514
