"Sorex_araneus"	"Apodemus_uralensis"	"Clethrionomys_glareolus"	"Microtus_agrestis"	"Clethrionomys_rutilus"	"Microtus_arvalis"	"Sorex_caecutiens"	"Arvicola_terrestris"	"Sicista_betulina"	"Hystrichopsylla_talpae"	"Amalaraeus_penicilliger"	"Rhadinopsylla_integella"	"Megabothris_walkeri"	"Amphipsylla_sibirica"	"Corrodopsylla_birulai"	"Ctenophthalmus_assimilis"	"Ceratophyllus_sciurorum"
"Sorex_araneus"	1.00198054507357	0.00124398552252415	0.000677360571936905	0.00198489815293402	0.00164931099502302	0.00114551608098384	0.000339171881792043	0.000740912630409867	0.000339309191832123	0.0201430625152543	0.0201352294746599	0.0201265547440174	0.000134711681998697	0.000105394232994909	0.020149465065637	0.020156609726693	5.9073568845887e-05
"Apodemus_uralensis"	0.00155498190315519	1.00197033434518	0.000844571573067572	0.00197613791232795	0.00155667771498979	0.000928546969223774	0.000423107326000981	5.80356714814155e-06	0.000840848789916904	0.000104039199873699	0.0251676118402892	0.0251345331668804	0.0251669241926604	8.5363631420837e-05	0.0251531041062649	0.00012093063133505	7.75942413764231e-05
"Clethrionomys_glareolus"	0.000677360571936905	0.000675657258454058	1.00191414834745	0.00141614910466605	0.00107998977130208	0.00117898248617352	0.00124257340450292	0.000740491846211995	0.00117565731031248	0.000100040453719539	0.0201695600018382	6.86691739170202e-05	0.0201561731561612	0.0201426156729898	9.22488236404907e-05	0.0201383234206685	0.0201424703071663
"Microtus_agrestis"	0.00141778439495287	0.0011292216641874	0.00101153507476147	1.00194638814195	0.00170598632520683	0.00105976073375323	0.000530423837013867	0.000817166477761868	0.00048274345142331	0.0144187427211856	0.0144241090045461	0.0143985391655231	0.0144277008421751	0.0144071033146738	0.0144197343801982	0.0144389734226808	7.51981591181998e-05
"Clethrionomys_rutilus"	0.00137442582918585	0.00103778514332653	0.000899991476085069	0.00199031737940797	1.00198830678598	0.00123456548062282	0.000339383147933563	0.00095253223608144	0.000283702622388669	0.016812169119252	0.000120635605786103	0.0167816713636866	0.0168063307403167	0.0167893018941753	0.0168063626732991	0.0168301689487737	6.34606648115655e-05
"Microtus_arvalis"	0.00114551608098384	0.000742837575379019	0.00117898248617352	0.00148366502725452	0.00148147857674738	1.00197977575182	0.000507110384289448	0.000740827451875502	0.000840816766484808	0.0201330866093395	0.000131187030428496	8.73677852916731e-05	0.0201556598539814	0.000111064101883156	0.0201269633003281	0.020156666259063	0.0201081060697857
"Sorex_caecutiens"	0.000565286469653405	0.000564143101334641	0.00207095567417154	0.00123765561969902	0.000678766295867127	0.000845183973815746	1.00206647022445	0.000673512518364382	0.00139903622365342	7.96533923131101e-05	0.0335333594299138	5.44028730913485e-05	0.000148054477446473	0.0334950787710755	7.13065525676634e-05	0.000121072505796541	0.0335071730078966
"Arvicola_terrestris"	0.00123485438401644	7.7380895308554e-06	0.00123415307701999	0.00190672178144436	0.00190506447216288	0.0012347124197925	0.000673512518364382	1.00189898369191	5.26966676518398e-06	0.0335050140829347	9.94385568887145e-05	8.38804970467105e-05	0.000108736374861471	0.0335027562256778	0.000108574745442561	0.0335296971444751	7.20033827739021e-05
"Sicista_betulina"	0.000565515319720205	0.00112113171988921	0.0019594288505208	0.00112640138665439	0.000567405244777338	0.00140136127747468	0.00139903622365342	5.26966676518398e-06	1.00195546041156	6.50613899631365e-05	0.0335397685126231	6.48868018520335e-05	0.0335193076450694	0.000111546975818102	9.29140274015271e-05	0.000104249966973552	0.0335123656904002
"Hystrichopsylla_talpae"	0.0201430625152543	8.3231359898959e-05	0.000100040453719539	0.0201862398096598	0.0201746029431024	0.0201330866093395	4.77920353878661e-05	0.0201030084497608	3.90368339778819e-05	1.00210024150096	0.000698211993446186	0.00102956027111131	0.00103266278986667	0.0012983123953881	0.0014322220032981	0.00210224231003371	0.000407556836906706
"Amalaraeus_penicilliger"	0.0167793578955499	0.0167784078935262	0.0168079666681985	0.0168281271719705	0.000120635605786103	0.00010932252535708	0.0167666797149569	4.97192784443573e-05	0.0167698842563116	0.000581843327871822	1.00244949397106	0.000997459765421355	0.00155921453325852	0.00113911837664955	0.000999646215928497	0.000918002661235791	0.00145623124958006
"Rhadinopsylla_integella"	0.0251581934300217	0.0251345331668804	8.58364673962753e-05	0.0251974435396655	0.0251725070455299	0.000109209731614591	4.08021548185114e-05	6.29103727850329e-05	4.86651013890252e-05	0.00128695033888914	0.00149618964813203	1.001911032461	0.00141339168642877	0.000784679076831621	0.00191321665563498	0.00128866706823706	6.88316585380188e-06
"Megabothris_walkeri"	0.000112259734998914	0.0167779494617736	0.0167968109634676	0.0168323176492043	0.0168063307403167	0.0167963832116512	7.40272387232367e-05	5.43681874307355e-05	0.0167596538225347	0.00086055232488889	0.00155921453325852	0.000942261124285849	1.00217053494051	0.000860783259849349	0.00127818878851887	0.00119648854415824	0.00123298658554431
"Amphipsylla_sibirica"	0.000105394232994909	6.82909051366696e-05	0.0201426156729898	0.0201699446405433	0.0201471622730103	0.000111064101883156	0.0200970472626453	0.0201016537354067	6.69281854908612e-05	0.0012983123953881	0.00136694205197946	0.000627743261465297	0.00103293991181922	1.00236673711757	0.00062996454350296	0.00170116470884789	0.00107720611043533
"Corrodopsylla_birulai"	0.020149465065637	0.0201224832850119	9.22488236404907e-05	0.0201876281322775	0.0201676352079589	0.0201269633003281	4.27839315405981e-05	6.51448472655364e-05	5.57484164409163e-05	0.0014322220032981	0.0011995754591142	0.00153057332450799	0.00153382654622265	0.00062996454350296	1.00193311259051	0.00143406697977091	0.000407668654078756
"Ctenophthalmus_assimilis"	0.0167971747722442	8.06204208900334e-05	0.0167819361838904	0.0168454689931276	0.0168301689487737	0.0167972218825525	6.05362528982704e-05	0.0167648485722376	5.21249834867762e-05	0.00175186859169476	0.000918002661235791	0.000859111378824709	0.00119648854415824	0.00141763725737324	0.00119505581647576	1.00208750731537	0.000675338535875026
"Ceratophyllus_sciurorum"	7.38419610573587e-05	7.75942413764231e-05	0.0251780878839579	0.00013159677845685	9.51909972173482e-05	0.0251351325872321	0.0251303797559224	5.40025370804266e-05	0.0251342742678001	0.000509446046133382	0.00218434687437009	6.88316585380188e-06	0.00184947987831646	0.00134650763804416	0.000509585817598445	0.00101300780381254	1.00268175287688
