"Nephrosperma_vanhoutteanum"	"Chrysobalanus_icaco"	"Paragenipa_wrightii"	"Phoenicophorium_borsigianum"	"Cinnamomum_verum"	"Dillenia_ferruginea"	"Nepenthes_pervillei"	"Apis_mellifera"	"Lasioglossum_mahense"	"Hemipyrellia_germana"	"Ornidia_obesa"	"Unidentified_sp1_M_PL_122"	"Neophyllomyza_approximatonervis"	"Cratopus_aurostriatus"	"Scaptodrosophila_sp1_M_PL_122"	"Rhiparida_seychellensis"	"Dichaetomyia_fasciculifera"	"Phelsuma_sp1_M_PL_122"	"Unidentified_sp3_M_PL_122"	"Megachile_seychellensis"	"Pachycerina_seychellensis"	"Plagiostenopterina_cyanosoma"	"Simosyrphus_aegyptius"	"Eristalinus_vicarians"	"Eristalodes_seychellarum"	"Nectarinia_dussumieri"	"Physiphoa_azurea"	"Polistes_olivaceus"	"Unidentified_sp2_M_PL_122"	"Xylocopa_caffra"
"Nephrosperma_vanhoutteanum"	1.00474176990866	0.000352462267213928	0.000592467287094253	0.00181071829968057	0.000480070751045696	0.00111133961933504	0.00101218196798462	0.00844258295364064	0.00843083421140017	0.00844120339597496	0.00839309172193182	0.00837284808257214	0.00839309172193182	0.00842310708383482	0.00839548206131814	0.00838872436284835	2.02436393596924e-05	0.00840535651610305	9.87445478490423e-06	0.00837284808257213	9.87445478490423e-06	0.00839548206131814	2.02436393596924e-05	1.58762802762149e-05	1.58762802762149e-05	1.17487422404642e-05	9.60141502091392e-06	9.60141502091393e-06	9.87445478490423e-06	2.26339787460071e-05
"Chrysobalanus_icaco"	0.00140984906885571	1.00474704285052	0.00056487962109434	0.00140648594173106	0.000564235681945085	0.00140611263805277	2.40429880744926e-06	0.0335616846089208	7.01165139033304e-05	6.07499395279071e-05	1.17968282166132e-05	1.17487422404643e-05	1.17968282166132e-05	0.0335409852349303	2.93298165121025e-05	3.18360656412182e-05	4.80859761489853e-08	3.87444768636748e-05	9.41466035157234e-06	1.17487422404642e-05	9.41466035157234e-06	2.93298165121025e-05	4.80859761489853e-08	2.00873234007539e-05	2.00873234007539e-05	0.0334915680950175	1.12847136389017e-05	1.12847136389017e-05	9.41466035157234e-06	1.75810742716382e-05
"Paragenipa_wrightii"	0.00118493457418851	0.00028243981054717	1.00620761004311	0.00118250891974488	0.000620145988407194	0.000621452308893582	1.91845612120434e-06	0.0168254781205803	0.0168160634602287	4.59749952993343e-05	9.91282390732831e-06	9.87445478490423e-06	9.91282390732831e-06	4.29483667603387e-05	2.46558162817152e-05	1.87523449119554e-05	3.83691224240867e-08	0.0167947826503335	0.0167701268340518	9.87445478490422e-06	0.0167701268340518	2.46558162817152e-05	3.83691224240867e-08	8.87789012705117e-06	8.87789012705117e-06	9.41466035157234e-06	1.24029197681439e-05	1.24029197681439e-05	0.0167701268340518	1.4781361496811e-05
"Phoenicophorium_borsigianum"	0.00271607744952085	0.000527432228149147	0.000886881689808658	1.00396185677179	0.000717882561592308	0.00103495206998194	0.000255927330171626	0.0126336623049648	0.0126160812306931	0.0126064184157998	2.77525253494396e-05	2.26339787460071e-05	2.77525253494396e-05	0.0126045232922361	0.0125721571883933	3.74190083171776e-05	5.11854660343252e-06	0.0125869385498901	1.4781361496811e-05	2.26339787460071e-05	1.4781361496811e-05	0.0125721571883933	5.11854660343252e-06	1.47850295711705e-05	1.47850295711705e-05	1.75810742716382e-05	1.43576512318462e-05	1.43576512318462e-05	1.4781361496811e-05	0.0125495232096473
"Cinnamomum_verum"	0.00115216980250967	0.000338541409167051	0.000744175186088633	0.00114861209854769	1.00516292892861	0.00114814896336159	0.000406433712720967	0.0201673074062801	0.0201560226926412	0.0201517484471275	1.77300892753333e-05	9.60141502091393e-06	1.77300892753333e-05	5.16459079396845e-05	2.39590662527601e-05	2.60035430689366e-05	8.12867425441935e-06	3.6361986020904e-05	1.24029197681439e-05	9.60141502091392e-06	1.24029197681439e-05	2.39590662527601e-05	8.12867425441935e-06	1.64021280480227e-05	1.64021280480227e-05	1.12847136389017e-05	0.0201032585785723	0.0201032585785723	1.24029197681439e-05	1.43576512318462e-05
"Dillenia_ferruginea"	0.00190515363314579	0.000602619702022617	0.00053267340762307	0.00118280236569364	0.000820106402401133	1.0047661842304	0.000291470359725027	0.0144298312832861	0.0144097439598853	0.0144066954769527	2.17056874707154e-05	1.58762802762149e-05	2.17056874707154e-05	0.014404551265111	3.06613098473854e-05	0.0143696789121391	5.82940719450053e-06	3.95391999744366e-05	8.87789012705117e-06	1.58762802762149e-05	8.87789012705117e-06	3.06613098473854e-05	5.82940719450054e-06	0.0143538026318628	0.0143538026318628	2.00873234007539e-05	1.64021280480227e-05	1.64021280480227e-05	8.87789012705117e-06	1.47850295711705e-05
"Nepenthes_pervillei"	0.00242923672316309	1.44257928446956e-06	2.3021473454452e-06	0.000409483728274602	0.000406433712720967	0.000408058503615037	1.00644405270661	3.94067225106179e-05	3.93586365344689e-05	0.0201682013215442	0.0201491246934918	2.02436393596924e-05	0.0201491246934918	3.12396791337745e-05	2.53621859631249e-05	2.6073046554193e-05	0.0201288810541321	2.5400555085549e-05	3.83691224240867e-08	2.02436393596924e-05	3.83691224240867e-08	2.53621859631249e-05	0.0201288810541321	5.82940719450053e-06	5.82940719450053e-06	4.80859761489853e-08	8.12867425441934e-06	8.12867425441935e-06	3.83691224240867e-08	5.11854660343252e-06
"Apis_mellifera"	0.0168851659072813	0.0167808423044604	0.0168254781205803	0.0168448830732864	0.0168060895052334	0.0168348031638337	3.28389354255149e-05	1.00176767577796	0.00120831436781253	0.000928546511178037	0.000141366494602521	0.000140709715894011	0.000141366494602521	0.00115112935251354	0.000351270754310091	0.000381206903948778	6.56778708510298e-07	0.000631695389653095	0.000280424635343005	0.000140709715894011	0.000280424635343005	0.00035127075431009	6.56778708510298e-07	0.000240497188054768	0.000240497188054768	0.00055936141014868	0.000336121790104669	0.000336121790104669	0.000280424635343005	0.00021056103841608
"Lasioglossum_mahense"	0.0202340021073604	4.20699083419983e-05	0.0201792761522745	0.0201857299691091	0.0201560226926412	0.0201736415438394	3.93586365344689e-05	0.00144997724137504	1.0014485749111	0.00111304081462309	0.000169403856958693	0.000168616684228004	0.000169403856958693	0.000710535518317639	0.000420938308841867	0.00045681156342571	7.87172730689378e-07	0.000757259578046441	0.000336321269204574	0.000168616684228003	0.000336321269204574	0.000420938308841866	7.87172730689378e-07	0.000288194879197706	0.000288194879197706	1.40233027806661e-06	0.000403120453852824	0.000403120453852825	0.000336321269204574	0.000252321624613863
"Hemipyrellia_germana"	0.0202588881503399	3.64499637167443e-05	5.51699943592012e-05	0.0201702694652796	0.0201517484471275	0.0201693736677338	0.0201682013215442	0.00111425581341364	0.00111304081462309	1.00151548534115	0.000572188094350383	0.000168824067919499	0.000572188094350383	0.000710301344565108	0.000420952436235495	0.000456957977458554	0.000403364026430884	0.000421871936141482	9.19499905986687e-07	0.000168824067919499	9.19499905986687e-07	0.000420952436235495	0.000403364026430884	0.000288133909539055	0.000288133909539055	1.21499879055814e-06	0.00040303496894255	0.00040303496894255	9.19499905986687e-07	0.000252128368315996
