"Apodemus_agrarius"	"Microtus_fortis"	"Apodemus_peninsulae"	"Crocidura_suaveolens"	"Tamias_sibiricus"	"Megabothris_calcarifer"	"Ctenophthalmus_congeneroides"	"Neopsylla_bidentatiformis"	"Stenoponia_sidimi"	"Nosopsyllus_fasciatus"	"Ceratophyllus_anisus"	"Rhadinopsylla_insolita"	"Peromyscopsylla_ostsibirica"	"Hystrichopsylla_microti"
"Apodemus_agrarius"	1.00657277739633	0.00153799102057155	0.00153799102057154	0.000226125331769054	0.000226125331769054	0.0113062665884527	0.0112610415220989	0.0112610415220989	0.0111841419710703	0.0112225917465846	0.0111841419710703	0.0112225917465846	0.0111841419710703	0.0111841419710703
"Microtus_fortis"	0.00346047979628598	1.00344044130125	0.00218887684567799	0.000505606078899346	0.000505606078899346	0.0252803039449673	0.0251791827291874	0.0251791827291874	3.84497755142886e-05	9.31716966562383e-05	3.84497755142886e-05	0.0251244608080455	3.84497755142886e-05	3.84497755142886e-05
"Apodemus_peninsulae"	0.00346047979628598	0.00218887684567799	1.00344044130125	0.000505606078899346	0.000505606078899346	0.0252803039449673	0.0251791827291874	0.0251791827291874	3.84497755142886e-05	0.0251244608080455	3.84497755142886e-05	9.31716966562383e-05	3.84497755142886e-05	3.84497755142886e-05
"Crocidura_suaveolens"	0.00203512798592149	0.00202242431559738	0.00202242431559738	1.00201051674195	0.00201051674194692	0.100525837097346	0.000123733748956775	0.000123733748956775	2.26125331769054e-05	7.317314106684e-05	2.26125331769054e-05	7.317314106684e-05	2.26125331769054e-05	2.26125331769054e-05
"Tamias_sibiricus"	0.00203512798592149	0.00202242431559738	0.00202242431559738	0.00201051674194692	1.00201051674195	0.100525837097346	0.000123733748956775	0.000123733748956775	2.26125331769054e-05	7.317314106684e-05	2.26125331769054e-05	7.317314106684e-05	2.26125331769054e-05	2.26125331769054e-05
"Megabothris_calcarifer"	0.0203512798592149	0.0202242431559738	0.0202242431559738	0.0201051674194692	0.0201051674194692	1.00525837097346	0.00123733748956775	0.00123733748956775	0.000226125331769054	0.0007317314106684	0.000226125331769054	0.0007317314106684	0.000226125331769054	0.000226125331769054
"Ctenophthalmus_congeneroides"	0.0337831245662967	0.0335722436389166	0.0335722436389166	4.12445829855915e-05	4.12445829855915e-05	0.00206222914927958	1.00205398023268	0.00205398023268246	0.00037536805073663	0.00121467414170954	0.00037536805073663	0.00121467414170954	0.00037536805073663	0.00037536805073663
"Neopsylla_bidentatiformis"	0.0337831245662967	0.0335722436389166	0.0335722436389166	4.12445829855915e-05	4.12445829855915e-05	0.00206222914927958	0.00205398023268246	1.00205398023268	0.00037536805073663	0.00121467414170954	0.00037536805073663	0.00121467414170954	0.00037536805073663	0.00037536805073663
"Stenoponia_sidimi"	0.100657277739633	0.000153799102057154	0.000153799102057154	2.26125331769054e-05	2.26125331769054e-05	0.00113062665884527	0.00112610415220989	0.00112610415220989	1.00111841419711	0.00112225917465846	0.00111841419710703	0.00112225917465846	0.00111841419710703	0.00111841419710703
"Nosopsyllus_fasciatus"	0.0505016628596307	0.000186343393312477	0.050248921616091	3.658657053342e-05	3.658657053342e-05	0.001829328526671	0.00182201121256432	0.00182201121256432	0.000561129587329231	1.00181735262773	0.00056112958732923	0.000565788172162042	0.000561129587329231	0.000561129587329231
"Ceratophyllus_anisus"	0.100657277739633	0.000153799102057154	0.000153799102057154	2.26125331769054e-05	2.26125331769054e-05	0.00113062665884527	0.00112610415220989	0.00112610415220989	0.00111841419710703	0.00112225917465846	1.00111841419711	0.00112225917465846	0.00111841419710703	0.00111841419710703
"Rhadinopsylla_insolita"	0.0505016628596307	0.050248921616091	0.000186343393312477	3.658657053342e-05	3.658657053342e-05	0.001829328526671	0.00182201121256432	0.00182201121256432	0.00056112958732923	0.000565788172162042	0.00056112958732923	1.00181735262773	0.00056112958732923	0.00056112958732923
"Peromyscopsylla_ostsibirica"	0.100657277739633	0.000153799102057154	0.000153799102057154	2.26125331769054e-05	2.26125331769054e-05	0.00113062665884527	0.00112610415220989	0.00112610415220989	0.00111841419710703	0.00112225917465846	0.00111841419710703	0.00112225917465846	1.00111841419711	0.00111841419710703
"Hystrichopsylla_microti"	0.100657277739633	0.000153799102057154	0.000153799102057154	2.26125331769054e-05	2.26125331769054e-05	0.00113062665884527	0.00112610415220989	0.00112610415220989	0.00111841419710703	0.00112225917465846	0.00111841419710703	0.00112225917465846	0.00111841419710703	1.00111841419711
