"Myospalax_myospalax"	"Spermophilus_erythrogenys"	"Cricetulus_migratorius"	"Apodemus_uralensis"	"Microtus_arvalis"	"Marmota_baibacina"	"Alticola_strelzowi"	"Ellobius_talpinus"	"Sicista_tianshanica"	"Arvicola_terrestris"	"Microtus_oeconomus"	"Dryomys_nitedula"	"Allactaga_major"	"Clethrionomys_rufocanus"	"Apodemus_agrarius"	"Allactaga_elater"	"Microtus_gregalis"	"Allocricetulus_eversmanni"	"Alticola_argentatus"	"Cricetus_cricetus"	"Sicista_subtilis"	"Ctenophthalmus_dilatatus"	"Citellophilus_ullus"	"Oropsylla_silantiewi"	"Frontopsylla_elata"	"Amphipsylla_schelkovnikovi"	"Ctenophthalmus_assimilis"	"Pectinoctenus_nemorosa"	"Megabothris_rectangulatus"	"Amphipsylla_dumalis"	"Amphipsylla_primaris"	"Neopsylla_democratica"	"Neopsylla_mana"	"Amphipsylla_anceps"	"Leptopsylla_sicistae"	"Ceratophyllus_sciurorum"	"Ctenophthalmus_arvalis"	"Frontopsylla_ornata"	"Neopsylla_setosa"	"Amalaraeus_penicilliger"	"Hystrichopsylla_talpae"	"Mesopsylla_hebes"	"Leptopsylla_nana"	"Rhadinopsylla_ioffi"	"Amphipsylla_rossica"	"Callopsylla_caspia"	"Frontopsylla_elatoides"	"Mesopsylla_lenis"	"Pectinoctenus_lauta"	"Mesopsylla_eucta"	"Nosopsyllus_consimilis"	"Oropsylla_ilovaiskii"	"Paraneopsylla_ioffi"
"Myospalax_myospalax"	1.00629127619573	0.000843269825964057	0.00126756814917875	0.00042362005663504	1.74323724315286e-06	0	0.000423052601742711	2.09293651840744e-07	1.25338531897316e-06	8.68681659933193e-07	0.000422136614358837	0	9.53882522427345e-07	1.28618774090364e-06	6.05006192180287e-07	0	1.51904030604005e-06	3.53858066669686e-07	4.89976091681e-07	0.000420450250542181	3.53858066669686e-07	0.0251572819048932	1.41543226667874e-05	0	2.77731306019122e-05	9.7505242244519e-06	2.0824718358154e-05	3.85109142395491e-06	1.80206560747438e-05	1.04646825920372e-08	1.68014009201638e-05	0.025181086926217	0.0252270150325308	1.36016156484068e-05	3.87615913033437e-06	0	2.38747934155848e-05	3.90188288515245e-06	1.41533231451854e-05	1.80045104219628e-05	1.68369259249634e-05	3.17960840809115e-08	9.79952183362001e-06	0.0251572819048932	3.90586913282553e-06	7.05087669571184e-06	2.38050213238529e-05	0	9.75052422445191e-06	0	9.75052422445191e-06	1.40544970994009e-05	3.85109142395491e-06
"Spermophilus_erythrogenys"	0.000562179883976038	1.00433145680855	0.00182463739040343	3.2128104118366e-06	0.000842581928495246	0	2.24211847082833e-06	4.95853235370367e-07	1.08888747702434e-06	1.15360271718272e-06	2.38139378518613e-06	0	0.0008429106738384	1.72351207831141e-06	8.97149654975737e-07	0	0.000841017748822454	0.000420927151899936	7.05310162506157e-07	4.70725129186211e-07	0.000420927151899936	1.40544970994009e-05	0.0168370860759974	0	2.82642980047555e-05	1.40356722338725e-05	4.93373969193515e-05	2.92073673803328e-08	1.42095292200146e-05	2.47926617685184e-08	1.4073040875053e-05	0.0167669477828091	2.82435077511727e-05	1.40648796012529e-05	5.09851169208196e-08	0	0.0168020157518916	8.54553584870479e-08	0.0168020231117993	2.1170163049448e-05	1.4131610121399e-05	2.809702246128e-05	1.41062032501231e-05	1.40544970994009e-05	1.4106709750534e-05	3.73686411804722e-08	0.0167528932857097	0	1.40356722338725e-05	0	1.40356722338725e-05	0.0167388576134759	2.92073673803328e-08
"Cricetulus_migratorius"	0.000390020968978076	0.000842140334032352	1.00483291820791	0.000709768215323639	0.000191300179726931	0	0.000630066921961829	7.8227731214221e-05	0.00027347936440926	7.9149758568942e-05	0.000513633962857793	0	0.000195336803106884	0.000383922929384069	0.000188912457182794	0	0.000273221932854847	4.32764034237555e-07	0.000388416280714308	0.000129628524710751	4.32764034237555e-07	9.75052422445191e-06	1.73105613695022e-05	0	0.00777531052372511	0.00772948398621473	0.00778365925581498	6.452438321124e-06	3.68103686373831e-05	3.91138656071105e-06	0.00773998510158076	0.00775327018267305	0.00777771148264504	0.00773593642453585	1.19220256093092e-05	0	0.0077568614335402	1.96004841969906e-05	3.05657836542554e-05	3.49829933417869e-05	0.00775119259813823	6.51122677022948e-06	0.00776832561428616	9.7505242244519e-06	1.73192332375876e-05	1.05011153660305e-05	0.0077435196584486	0	0.00772948398621473	0	0.00772948398621473	1.40356722338725e-05	6.452438321124e-06
"Apodemus_uralensis"	0.000154043656958196	1.75244204281997e-06	0.000838816981746119	1.00406368679126	0.000682895962902709	0	0.000622872723389662	9.27793622336625e-05	0.00100985900903893	0.000429009687275795	0.000714690291907688	0	7.96967321817681e-07	0.000835757471772672	0.000223685149131335	0	0.000276536939414944	2.86703687163119e-07	3.24243131714774e-07	0.00015292901410299	2.86703687163119e-07	3.85109142395491e-06	1.14681474865248e-05	0	0.00919587785961888	6.452438321124e-06	0.00923154654224941	0.00912785169810241	0.00919602351749571	4.63896811168312e-06	1.68336503776184e-05	1.03327371124592e-05	0.00917574084617941	0.00913430413642353	0.00914804887828318	0	1.34216347512719e-05	0.00916476402771864	1.83507958118597e-05	0.0091713581614186	5.52762728024842e-05	2.65655773939227e-08	6.48486263429547e-06	3.85109142395491e-06	0.00915594844691957	1.03812120564944e-05	6.48164568850433e-06	0	6.452438321124e-06	0	6.452438321124e-06	2.92073673803328e-08	0.00912785169810241
"Microtus_arvalis"	1.1621581621019e-06	0.000842581928495246	0.000414483722741684	0.0012519759319883	1.00208341034726	0	0.000522209620918858	0.000168988520596762	0.000450847782055363	0.00044865137567969	0.000689964845183844	0	0.000421158813244792	0.00096793897707218	0.000407799460400846	0	0.00058912388152864	0.000419985758909445	1.60217905968954e-07	5.80999957143989e-07	0.000419985758909445	2.90539540525476e-08	0.0167994303563778	0	0.0167759117684947	3.18833632878218e-06	0.0168143577993778	1.13815993817118e-05	0.0167569466811015	8.44942602983811e-06	1.18918300107632e-05	1.72604224244222e-05	3.48599974286393e-05	1.4569935710494e-05	2.03985550228191e-05	0	4.59980926167453e-05	3.97573345642627e-05	0.0167441999287423	6.12676500442959e-05	4.30634855977305e-05	1.40386271081597e-05	3.20435811937908e-06	2.90539540525476e-08	0.0167321305513775	8.70349368198097e-06	1.72313684703696e-05	0	3.18833632878218e-06	0	3.18833632878218e-06	1.40430321415874e-05	1.13815993817118e-05
"Marmota_baibacina"	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Alticola_strelzowi"	0.000282035067828474	2.24211847082833e-06	0.00136514499758396	0.00114193332621438	0.000522209620918858	0	1.00364515116458	1.00671408368804e-06	0.000283362559529261	0.000616578095356527	0.00113751478277655	0	9.08554240693785e-07	0.000243395420327346	0.000240899916100488	0	0.000337622248984805	2.1961965636084e-07	5.27694239499019e-07	0.000280038580465901	2.1961965636084e-07	7.05087669571184e-06	8.78478625443361e-06	0	0.0167928764911053	1.05011153660305e-05	0.00010016805132696	1.03812120564944e-05	0.0167916823258968	5.03357041844021e-08	0.0167379203014423	1.75893607029228e-05	0.016802314827954	2.08823274225248e-05	1.60484632470796e-05	0	1.90093253731875e-05	2.09163716536265e-05	1.7211703689138e-05	0.0167857521372489	3.99948546761051e-05	3.02851413564595e-08	1.05538847899804e-05	7.05087669571184e-06	2.39526141450222e-05	0.0167274191860763	1.05384840072109e-05	0	1.05011153660305e-05	0	1.05011153660305e-05	3.73686411804722e-08	1.03812120564944e-05
"Ellobius_talpinus"	4.18587303681488e-07	1.4875597061111e-06	0.000508480252892436	0.000510286492285144	0.000506965561790287	0	3.02014225106413e-06	1.00553142741043	0.000506965762786795	0.000505432641164748	0.000507403512206295	0	9.46953124762117e-07	0.000507061175664635	0.000504639988583455	0	0.000505566729028921	2.12920067628308e-07	1.96552088477942e-07	2.8493957032736e-07	2.12920067628308e-07	1.04646825920372e-08	8.5168027051323e-06	0	6.08800645523204e-05	3.91138656071105e-06	0.0503770273375564	4.63896811168313e-06	4.85825250103714e-05	0.0502765713705214	3.96172226489545e-06	3.9466439050716e-06	1.70963742196416e-05	8.55035467239417e-06	1.4778283367419e-05	0	1.66069125523613e-05	2.49195068807118e-05	2.11449520214884e-05	4.26329519505204e-05	3.26486505331779e-05	3.15651041587372e-08	3.93104176955884e-06	1.04646825920372e-08	2.3229617654814e-05	5.03357041844021e-08	3.93617922247957e-06	0	3.91138656071105e-06	0	3.91138656071105e-06	2.47926617685184e-08	4.63896811168313e-06
"Sicista_tianshanica"	1.00270825517852e-06	1.30666497242921e-06	0.000711046347464077	0.00222168981988565	0.000541017338466436	0	0.000340035071435113	0.000202786305114718	1.00271358855586	0.000538506487547016	0.00104330097706655	0	6.21004013460532e-07	0.00137771276941613	0.000203135950400956	0	0.000203717226147114	2.27103854036376e-07	2.74853632572121e-07	8.1381362243246e-07	2.27103854036376e-07	2.50677063794631e-08	9.08415416145503e-06	0	9.54503768268026e-05	5.46958728818521e-06	0.0201772373589144	2.01971801807786e-05	0.020124491723999	1.01393152557359e-05	1.11368384787704e-05	5.51643274410516e-06	4.88288173459476e-05	2.56667674689639e-05	0.020074468951298	0	1.06049958251856e-05	0.0201020232066864	1.41523641781076e-05	6.62959278943848e-05	0.0201046839634115	2.07001337820177e-08	5.49707265144242e-06	2.50677063794631e-08	5.67683912102085e-05	5.66725119058522e-06	5.4913650377257e-06	0	5.46958728818521e-06	0	5.46958728818521e-06	2.17777495404869e-08	2.01971801807786e-05
"Arvicola_terrestris"	1.15824221324426e-06	2.30720543436544e-06	0.000342982287132082	0.00157303552001125	0.00089730275135938	0	0.00123315619071305	0.000336955094109832	0.000897510812578361	1.0015626893939	0.00156654943127421	0	1.70830325441582e-06	0.000340572389618073	0.000336730367504781	0	0.00100640383072633	3.76721087434567e-07	1.3257916008198e-07	1.06225984334908e-06	3.76721087434567e-07	2.89560553311064e-08	1.50688434973827e-05	0	0.000102203420584869	2.6383252856314e-06	0.0335270318639282	1.43003229091932e-05	0.0334792903251799	1.68477547054916e-05	2.31909284641823e-05	2.7057347648686e-06	6.3735590600945e-05	1.69386481948246e-05	3.22505391607604e-05	0	2.78938179195096e-05	3.90619869531219e-05	4.02105384898678e-05	0.0334715451588406	5.35091465174636e-05	5.69434418138607e-08	2.6515832016396e-06	2.89560553311064e-08	3.60668165575443e-05	2.05526031785509e-05	2.67677870953749e-06	0	2.6383252856314e-06	0	2.6383252856314e-06	3.84534239060906e-08	1.43003229091932e-05
