"Cabralea_canjerana"	"Trema_micrantha"	"Trichilia_clauseni"	"Protium_heptaphyllum"	"Chamissoa_altissima"	"Ixora_venulosa"	"Dendropanax_cuneatum"	"Chiroxiphia_caudata"	"Manacus_manacus"	"Vireo_olivaceus"	"Saltator_similis"	"Myiodynastes_maculatus"	"Tachyphonus_coronatus"	"Pitangus_sulphuratus"	"Turdus_leucomelas"	"Trichothraupis_melanops"	"Turdus_rufiventris"	"Tyrannus_savanna"	"Cyclarhis_gujanensis"	"Dacnis_cayana"	"Empidonomus_varius"	"Myiarchus_ferox"	"Myiophobus_fasciatus"	"Turdus_amaurochalinus"	"Tyrannus_melancholicus"
"Cabralea_canjerana"	1.00794338292003	0.000614513819213064	0.000462686596319435	0.000309027761984845	0.00030839985571984	0.000308333232760553	0.00015466591497829	0.00920472226501736	0.00920216635224464	0.00918312338256565	3.90461362142389e-05	0.0091631216629094	3.38922712889447e-05	0.0091631216629094	0.0091631216629094	1.54214396649866e-05	6.1805552396969e-06	0.0091631216629094	7.71144327199058e-06	0.0091631216629094	0.0091631216629094	0.00916312166290939	5.15553049927633e-06	7.70833081901383e-06	0.0091631216629094
"Trema_micrantha"	0.00135193040226874	1.00224875586336	0.00191885885919738	0.00158227887529423	0.00117898131625136	0.00107835830809724	0.000741846476536235	0.0201773254427528	0.0201700726776507	0.0200892463746382	0.0201602888493468	1.22902763842613e-05	0.0201380762086661	1.22902763842613e-05	1.22902763842613e-05	6.14555138929069e-05	3.16455775058847e-05	1.22902763842613e-05	3.1980980986623e-05	1.22902763842613e-05	1.22902763842613e-05	1.22902763842613e-05	2.47282158845412e-05	2.69589577024309e-05	1.22902763842613e-05
"Trichilia_clauseni"	0.000848258759918963	0.00159904904933115	1.00410915101059	0.00104197149428299	0.00154227682534721	0.000620776245699949	0.000339526715842448	0.0168497606977636	0.000125925738115201	0.0167748449411017	0.0168148098910527	7.71144327199057e-06	0.0168265298483491	7.71144327199058e-06	7.71144327199058e-06	0.0167737094374768	2.08394298856598e-05	7.71144327199058e-06	0.0167351525168431	7.71144327199058e-06	7.71144327199058e-06	7.71144327199058e-06	1.13175571947483e-05	1.55194061424987e-05	7.71144327199058e-06
"Protium_heptaphyllum"	0.000679861076366659	0.00158227887529423	0.00125036579313959	1.00358749835325	0.00117932018462239	0.00107917835294542	0.000742507465395455	0.0201868779931354	0.0201907888120962	5.86655626312414e-05	0.0201759646821266	6.1805552396969e-06	0.020153717979072	6.1805552396969e-06	6.1805552396969e-06	5.03224345012195e-05	0.0200717499670649	6.1805552396969e-06	2.08394298856599e-05	6.1805552396969e-06	6.1805552396969e-06	6.1805552396969e-06	2.47502488465152e-05	2.69794588236356e-05	6.1805552396969e-06
"Chamissoa_altissima"	0.000848099603229559	0.00147372664531419	0.00231341523802082	0.00147415023077799	1.00272387987337	0.000844172074127004	0.000423566436175007	0.0251944257532358	0.025169987713808	7.57414499329602e-05	0.000132737641214533	7.70999639299599e-06	0.0251656114549896	7.709996392996e-06	7.709996392996e-06	0.0251066539174678	2.94830046155597e-05	7.70999639299599e-06	3.85569206336804e-05	7.709996392996e-06	7.70999639299599e-06	7.70999639299599e-06	1.41188812058336e-05	2.11043018531751e-05	7.709996392996e-06
"Ixora_venulosa"	0.000847916390091521	0.00134794788512155	0.000931164368549924	0.00134897294118178	0.000844172074127005	1.00385364505482	0.000927191387114899	0.0251946115817114	0.0252099985551393	5.01866946639435e-05	0.0251967053286096	7.70833081901382e-06	9.05621245217403e-05	7.70833081901383e-06	7.70833081901383e-06	3.66237079956739e-05	2.69794588236356e-05	7.70833081901382e-06	1.55194061424987e-05	7.70833081901383e-06	7.70833081901382e-06	7.70833081901382e-06	3.09063795704966e-05	0.0250963411263706	7.70833081901383e-06
"Dendropanax_cuneatum"	0.000567108354920396	0.00123641079422706	0.000679053431684896	0.00123751244232576	0.000564755248233343	0.00123625518281986	1.0045799146468	0.000110976813201411	0.0335856564108999	4.12013035785657e-05	0.0335776995563896	5.15553049927633e-06	7.49149031316381e-05	5.15553049927633e-06	5.15553049927633e-06	2.54364384005818e-05	2.47502488465151e-05	5.15553049927633e-06	1.13175571947483e-05	5.15553049927633e-06	5.15553049927633e-06	5.15553049927633e-06	0.0334859971548933	3.09063795704966e-05	5.15553049927633e-06
"Chiroxiphia_caudata"	0.0168753241525318	0.0168144378689606	0.0168497606977636	0.0168223983276128	0.0167962838354905	0.0167964077211409	5.54884066007055e-05	1.00194679539556	0.0016678156641509	0.000770530140092228	0.00137532587547607	0.000153412037750289	0.00137347316478146	0.000153412037750289	0.000153412037750289	0.00070073644084999	0.000336447966552256	0.000153412037750289	0.000280829344962726	0.000153412037750289	0.000153412037750289	0.000153412037750289	1.84961355335685e-06	0.000419910193028523	0.000153412037750289
"Manacus_manacus"	0.0168706383124485	0.0168083938980423	0.000125925738115201	0.0168256573434135	0.0167799918092053	0.0168066657034262	0.01679282820545	0.0016678156641509	1.00222547784203	0.000491636079466842	0.00165470736989836	0.000153369439204077	0.00109427958236117	0.000153369439204077	0.000153369439204078	0.000421598557532053	0.00033651314686827	0.000153369439204077	2.09876230192001e-06	0.000153369439204078	0.000153369439204077	0.000153369439204077	0.000559760940181666	0.000420166642585656	0.000153369439204078
"Vireo_olivaceus"	0.0336714524027407	0.0334820772910637	0.0335496898822035	9.77759377187357e-05	0.000100988599910614	6.6915592885258e-05	4.12013035785658e-05	0.00154106028018446	0.000983272158933685	1.00153490715661	0.00123380482922046	0.000306104112752188	0.00123328327761014	0.000306104112752189	0.000306104112752189	0.00056168621303449	1.95551875437471e-06	0.000306104112752188	0.000559161498036725	0.000306104112752189	0.000306104112752188	0.000306104112752188	1.37337678595219e-06	1.67288982213145e-06	0.000306104112752189
