"Cabralea_canjerana"	"Trema_micrantha"	"Trichilia_clauseni"	"Protium_heptaphyllum"	"Chamissoa_altissima"	"Ixora_venulosa"	"Dendropanax_cuneatum"	"Chiroxiphia_caudata"	"Manacus_manacus"	"Vireo_olivaceus"	"Saltator_similis"	"Myiodynastes_maculatus"	"Tachyphonus_coronatus"	"Pitangus_sulphuratus"	"Turdus_leucomelas"	"Trichothraupis_melanops"	"Turdus_rufiventris"	"Tyrannus_savanna"	"Cyclarhis_gujanensis"	"Dacnis_cayana"	"Empidonomus_varius"	"Myiarchus_ferox"	"Myiophobus_fasciatus"	"Turdus_amaurochalinus"	"Tyrannus_melancholicus"
"Saltator_similis"	8.59014996713255e-05	0.0201602888493468	0.0201777718692632	0.0201759646821266	0.000106190112971626	0.0201573642628877	0.0201466197338338	0.00165039105057129	0.00198564884387803	0.000740282897532273	1.00231850936615	7.80922724284778e-07	0.00114567602127481	7.80922724284778e-07	7.80922724284778e-07	0.000338950950645344	0.000403519293642533	7.80922724284778e-07	0.000336296197821053	7.80922724284778e-07	7.80922724284778e-07	7.80922724284778e-07	0.000671553991127792	0.000503934106572193	7.80922724284778e-07
"Myiodynastes_maculatus"	0.100794338292003	6.14513819213064e-05	4.62686596319435e-05	3.09027761984845e-05	3.0839985571984e-05	3.08333232760553e-05	1.5466591497829e-05	0.000920472226501736	0.000920216635224465	0.000918312338256566	3.90461362142389e-06	1.00091631216629	3.38922712889447e-06	0.000916312166290941	0.000916312166290941	1.54214396649866e-06	6.1805552396969e-07	0.00091631216629094	7.71144327199058e-07	0.00091631216629094	0.00091631216629094	0.00091631216629094	5.15553049927633e-07	7.70833081901383e-07	0.00091631216629094
"Tachyphonus_coronatus"	9.32037460445981e-05	0.0251725952608326	0.0252397947725236	0.02519214747384	0.0251656114549897	9.05621245217403e-05	5.61861773487286e-05	0.00206020974717219	0.00164141937354175	0.000924962458207603	0.00143209502659351	8.47306782223618e-07	1.00205709838728	8.47306782223619e-07	8.47306782223619e-07	0.00104980353258347	0.000503842949476801	8.47306782223618e-07	0.000420663246208727	8.47306782223618e-07	8.47306782223618e-07	8.47306782223618e-07	1.87287257829095e-06	2.26405311304351e-06	8.47306782223618e-07
"Pitangus_sulphuratus"	0.100794338292003	6.14513819213064e-05	4.62686596319434e-05	3.09027761984845e-05	3.0839985571984e-05	3.08333232760553e-05	1.5466591497829e-05	0.000920472226501736	0.000920216635224465	0.000918312338256566	3.90461362142389e-06	0.000916312166290941	3.38922712889447e-06	1.00091631216629	0.000916312166290941	1.54214396649866e-06	6.1805552396969e-07	0.00091631216629094	7.71144327199058e-07	0.000916312166290941	0.00091631216629094	0.00091631216629094	5.15553049927633e-07	7.70833081901382e-07	0.000916312166290941
"Turdus_leucomelas"	0.100794338292003	6.14513819213064e-05	4.62686596319435e-05	3.09027761984845e-05	3.0839985571984e-05	3.08333232760553e-05	1.5466591497829e-05	0.000920472226501736	0.000920216635224465	0.000918312338256566	3.90461362142389e-06	0.000916312166290941	3.38922712889447e-06	0.00091631216629094	1.00091631216629	1.54214396649866e-06	6.1805552396969e-07	0.00091631216629094	7.71144327199058e-07	0.000916312166290941	0.00091631216629094	0.00091631216629094	5.15553049927633e-07	7.70833081901383e-07	0.00091631216629094
"Trichothraupis_melanops"	8.48179181574261e-05	0.000153638784732267	0.0503211283124304	0.000125806086253049	0.0502133078349356	7.32474159913477e-05	3.81546576008728e-05	0.00210220932254997	0.00126479567259616	0.000842529319551735	0.000847377376613359	7.71071983249329e-07	0.00209960706516694	7.71071983249329e-07	7.71071983249329e-07	1.00209401816775	2.51612172506098e-06	7.71071983249328e-07	0.00083868547187384	7.71071983249329e-07	7.71071983249328e-07	7.71071983249328e-07	1.27182192002909e-06	1.83118539978369e-06	7.71071983249329e-07
"Turdus_rufiventris"	6.79861076366658e-05	0.000158227887529423	0.000125036579313959	0.100358749835325	0.000117932018462239	0.000107917835294542	7.42507465395454e-05	0.00201868779931354	0.00201907888120962	5.86655626312414e-06	0.00201759646821266	6.1805552396969e-07	0.0020153717979072	6.1805552396969e-07	6.1805552396969e-07	5.03224345012195e-06	1.00200717499671	6.1805552396969e-07	2.08394298856599e-06	6.1805552396969e-07	6.1805552396969e-07	6.1805552396969e-07	2.47502488465152e-06	2.69794588236356e-06	6.1805552396969e-07
"Tyrannus_savanna"	0.100794338292003	6.14513819213063e-05	4.62686596319435e-05	3.09027761984845e-05	3.0839985571984e-05	3.08333232760553e-05	1.5466591497829e-05	0.000920472226501736	0.000920216635224465	0.000918312338256566	3.90461362142389e-06	0.000916312166290941	3.38922712889447e-06	0.000916312166290941	0.000916312166290941	1.54214396649866e-06	6.1805552396969e-07	1.00091631216629	7.71144327199058e-07	0.000916312166290941	0.00091631216629094	0.00091631216629094	5.15553049927633e-07	7.70833081901383e-07	0.000916312166290941
"Cyclarhis_gujanensis"	8.48258759918963e-05	0.000159904904933115	0.100410915101059	0.000104197149428299	0.000154227682534721	6.20776245699949e-05	3.39526715842448e-05	0.00168497606977636	1.25925738115201e-05	0.00167748449411017	0.00168148098910527	7.71144327199058e-07	0.00168265298483491	7.71144327199058e-07	7.71144327199058e-07	0.00167737094374768	2.08394298856599e-06	7.71144327199058e-07	1.00167351525168	7.71144327199058e-07	7.71144327199058e-07	7.71144327199058e-07	1.13175571947483e-06	1.55194061424987e-06	7.71144327199058e-07
"Dacnis_cayana"	0.100794338292003	6.14513819213064e-05	4.62686596319435e-05	3.09027761984845e-05	3.0839985571984e-05	3.08333232760553e-05	1.5466591497829e-05	0.000920472226501736	0.000920216635224465	0.000918312338256565	3.90461362142389e-06	0.00091631216629094	3.38922712889447e-06	0.00091631216629094	0.00091631216629094	1.54214396649866e-06	6.1805552396969e-07	0.000916312166290941	7.71144327199058e-07	1.00091631216629	0.00091631216629094	0.00091631216629094	5.15553049927633e-07	7.70833081901383e-07	0.00091631216629094
"Empidonomus_varius"	0.100794338292003	6.14513819213064e-05	4.62686596319435e-05	3.09027761984845e-05	3.0839985571984e-05	3.08333232760553e-05	1.5466591497829e-05	0.000920472226501736	0.000920216635224465	0.000918312338256565	3.90461362142389e-06	0.00091631216629094	3.38922712889447e-06	0.00091631216629094	0.00091631216629094	1.54214396649866e-06	6.1805552396969e-07	0.00091631216629094	7.71144327199058e-07	0.00091631216629094	1.00091631216629	0.00091631216629094	5.15553049927633e-07	7.70833081901383e-07	0.00091631216629094
"Myiarchus_ferox"	0.100794338292003	6.14513819213064e-05	4.62686596319435e-05	3.09027761984845e-05	3.0839985571984e-05	3.08333232760553e-05	1.5466591497829e-05	0.000920472226501736	0.000920216635224465	0.000918312338256566	3.90461362142389e-06	0.00091631216629094	3.38922712889447e-06	0.00091631216629094	0.00091631216629094	1.54214396649866e-06	6.1805552396969e-07	0.00091631216629094	7.71144327199058e-07	0.00091631216629094	0.00091631216629094	1.00091631216629	5.15553049927633e-07	7.70833081901383e-07	0.00091631216629094
"Myiophobus_fasciatus"	5.67108354920396e-05	0.000123641079422706	6.79053431684896e-05	0.000123751244232576	5.64755248233343e-05	0.000123625518281986	0.10045799146468	1.10976813201411e-05	0.00335856564109	4.12013035785658e-06	0.00335776995563896	5.15553049927633e-07	7.49149031316382e-06	5.15553049927633e-07	5.15553049927633e-07	2.54364384005818e-06	2.47502488465151e-06	5.15553049927633e-07	1.13175571947483e-06	5.15553049927633e-07	5.15553049927633e-07	5.15553049927633e-07	1.00334859971549	3.09063795704966e-06	5.15553049927633e-07
"Turdus_amaurochalinus"	8.47916390091521e-05	0.000134794788512155	9.31164368549924e-05	0.000134897294118178	8.44172074127005e-05	0.100385364505482	9.27191387114899e-05	0.00251946115817113	0.00252099985551393	5.01866946639435e-06	0.00251967053286097	7.70833081901383e-07	9.05621245217404e-06	7.70833081901383e-07	7.70833081901383e-07	3.66237079956739e-06	2.69794588236356e-06	7.70833081901383e-07	1.55194061424987e-06	7.70833081901383e-07	7.70833081901383e-07	7.70833081901383e-07	3.09063795704966e-06	1.00250963411264	7.70833081901383e-07
"Tyrannus_melancholicus"	0.100794338292003	6.14513819213064e-05	4.62686596319435e-05	3.09027761984845e-05	3.0839985571984e-05	3.08333232760553e-05	1.5466591497829e-05	0.000920472226501736	0.000920216635224465	0.000918312338256566	3.90461362142389e-06	0.000916312166290941	3.38922712889447e-06	0.00091631216629094	0.000916312166290941	1.54214396649866e-06	6.1805552396969e-07	0.000916312166290941	7.71144327199058e-07	0.000916312166290941	0.00091631216629094	0.00091631216629094	5.15553049927633e-07	7.70833081901383e-07	1.00091631216629
