"Syzygium_glomeratum"	"Stillingia_lineata"	"Badula_insularis"	"Aphloia_theiformis"	"Syzygium_petrinese"	"Diospyros_revaughanii"	"Pleurostylia_leucocarpa"	"Calophyllum_eputamen"	"Pandanus_rigidifolius"	"Turraea_rigida"	"Xyris_sp1_M_PL_071"	"Apis_mellifera"	"Stomorhina_lunata"	"Musca_domestica"	"Chrysomya_megacephala"	"Ophyra_capensis"	"Paragus_borbonicus"	"Eristalinus_flaveolus"	"Ornidia_obesa"	"Phelsuma_cepediana"	"Polistes_hebraeus"	"Phorinia_sp1_M_PL_071"	"Trirhithrum_sp1_M_PL_071"	"Sepsis_lateralis"	"Episyrphus_sp1_M_PL_071"	"Graphomya_maculata"	"Lygistorrhina_sp1_M_PL_071"	"Syritta_sp1_M_PL_071"	"Lecithoceridae_sp1_M_PL_071"	"Nacoleia_sp1_M_PL_071"	"Pachycerina_crinicornis"	"Paleorhiza_sp1_M_PL_071"	"Scolia_carniflex"	"Simulium_sp1_M_PL_071"	"Simulium_sp2_M_PL_071"	"Zizeeria_knysa"	"Zosterops_mauritianus"
"Syzygium_glomeratum"	1.00451778198999	0.000572179042505972	0.00169644017990323	0.00138251126494565	1.72280144864964e-06	0.0001829594359842	0.000752810023760278	0.0004977720776199	0.000181513895471535	0	0.000315319389384687	5.48335322800357e-05	0.0126206728624157	0.0126072452098126	0.0125978350845156	4.18790411579e-05	0.0126127755753875	0.0126006382880367	3.8784557509037e-05	6.09353321860075e-06	9.99851158861424e-06	0.0125753216102071	3.54116986605862e-05	7.15223803132464e-06	0.0125564722748748	7.15223803132465e-06	9.41012529700348e-06	9.41012529700347e-06	0.0125564722748748	4.57398589960501e-06	7.15223803132464e-06	4.30700362162409e-08	1.53612362771739e-05	9.41012529700347e-06	7.15223803132464e-06	1.88493353322581e-05	0
"Stillingia_lineata"	0.000572179042505972	1.00633452786562	0.000992354384308618	0.000887173652048108	7.78879381372854e-07	1.82752247366625e-06	0.000992804848309691	0.000317498405317668	1.12816310821417e-06	0	7.37337936289537e-07	2.73363784380779e-05	4.68792050887393e-05	0.0126196275418039	0.0126072174812	0.0126077991120532	2.94935174515815e-05	3.43858509860861e-05	2.09293329102497e-05	5.70774214747937e-08	6.36944009088768e-06	1.81783978569759e-05	0.0126026178187498	0.0125791815983202	7.15223803132464e-06	0.0125791815983203	1.24100606038711e-05	1.24100606038711e-05	7.15223803132464e-06	4.56880618416564e-08	0.0125791815983203	1.94719845343213e-08	9.85748502275675e-06	1.24100606038711e-05	0.0125791815983203	1.10261598256513e-05	0
"Badula_insularis"	0.00150794682658065	0.000882092786052105	1.00355022252832	0.00150838080863749	0.000189060206048468	0.000722097963924784	0.000762284433792961	0.000629529469050478	0.000348263808488239	0	1.13127011321576e-06	0.0112142961521017	0.0112379475377052	0.0112067218654354	0.011197193310013	4.99050913917116e-05	4.52508045286304e-05	0.0111987577395684	0.0111853702639532	1.63352987674863e-05	1.73170945322213e-05	0.0111694073634247	0.0111711127433405	1.10261598256513e-05	1.88493353322581e-05	1.10261598256513e-05	9.52855542241201e-06	9.528555422412e-06	1.88493353322581e-05	1.80524490981196e-05	1.10261598256513e-05	4.72650515121171e-06	1.67597867626388e-05	9.52855542241201e-06	1.10261598256513e-05	0.0111505580280925	0
"Aphloia_theiformis"	0.00122889890217391	0.00078859880182054	0.00150838080863749	1.00317815752898	0.000189364525946733	0.000721987943762544	0.000949092338459752	0.000908195541397881	0.00034829238493877	0	0.000280041324888526	0.0112157412280422	0.0112382320054015	0.0112002661348376	0.0111884024806068	0.0111863090226257	0.011201652995541	0.011196708906412	0.011181233457901	1.6343859313294e-05	2.2898023976626e-05	3.21210230398126e-05	3.84809260161424e-05	9.85748502275674e-06	1.53612362771739e-05	9.85748502275675e-06	1.18636542307469e-05	1.18636542307469e-05	1.53612362771739e-05	1.80496985940636e-05	9.85748502275675e-06	4.73411314866833e-06	0.0111464239725443	1.18636542307469e-05	9.85748502275675e-06	1.67597867626388e-05	0
"Syzygium_petrinese"	3.44560289729927e-06	1.55775876274571e-06	0.000425385463609054	0.00042607018338015	1.00545251702235	0.000424066720265969	3.01337519016065e-06	0.00168287658354994	0.00168195671806313	0	1.20672941723348e-07	0.0252460979674717	0.000109865779139059	9.56082751050761e-06	9.52316032063061e-06	3.84487839940784e-05	4.82691766893391e-06	4.3161220007095e-05	2.00622863065293e-05	0.0251923781494942	0.0251699704572298	4.76957518742795e-06	4.78364432562305e-06	1.94719845343213e-08	4.30700362162409e-08	1.94719845343213e-08	3.76671898770081e-08	3.76671898770081e-08	4.30700362162409e-08	1.06016680066492e-05	1.94719845343213e-08	0.0251363129255587	4.73411314866833e-06	3.76671898770081e-08	1.94719845343213e-08	4.72650515121171e-06	0
"Diospyros_revaughanii"	0.0003659188719684	3.65504494733251e-06	0.00162472041883076	0.00162447287346573	0.000424066720265969	1.00412801651952	0.000364526233818165	0.000783399811678416	0.000781552396929014	0	6.81209584370819e-07	0.0251916239714847	0.0251901528673004	4.52783995763569e-05	4.07218216536299e-05	3.83199608122006e-05	2.72483833748327e-05	5.63441298253565e-05	0.0251393025606803	3.66534145709497e-05	2.62696642402176e-05	2.26264349977246e-05	2.26547150826883e-05	4.56880618416563e-08	4.573985899605e-06	4.56880618416564e-08	4.55657792272706e-06	4.55657792272705e-06	4.573985899605e-06	0.0251032004129881	4.56880618416563e-08	1.06016680066492e-05	1.80496985940636e-05	4.55657792272706e-06	4.56880618416564e-08	1.80524490981196e-05	0
"Pleurostylia_leucocarpa"	0.000752810023760278	0.000992804848309691	0.000857569988017081	0.00106772888076722	1.50668759508032e-06	0.000182263116909082	1.00525216079671	0.000497457499382797	0.000181246460324314	0	0.000315461799235254	4.19771534308961e-05	0.0126170016214969	0.0126088644055129	4.32123955540335e-05	0.0125998748747811	0.0126184719694101	4.07514849378183e-05	2.5948787575886e-05	6.07921586735416e-06	9.98681717753296e-06	1.89386807194155e-05	0.0125875906259852	1.24100606038711e-05	9.41012529700347e-06	1.24100606038711e-05	0.0125656520099589	0.0125656520099589	9.41012529700347e-06	4.55657792272706e-06	1.24100606038711e-05	3.76671898770081e-08	1.18636542307469e-05	0.0125656520099589	1.24100606038711e-05	9.52855542241201e-06	0
"Calophyllum_eputamen"	0.00079643532419184	0.000507997448508269	0.00113315304429086	0.00163475197451619	0.00134630126683995	0.000626719849342733	0.000795931999012476	1.00263243269942	0.000626332397083314	0	9.54097803709563e-07	0.0201536064286714	0.0201398534885405	5.70090598553745e-05	4.70599098677186e-05	0.0200871116829104	3.81639121483825e-05	0.0200933585957498	4.64224964425356e-05	5.45352782404425e-05	0.0200863061856594	2.25460309334075e-05	2.88897074750189e-05	6.34996810635336e-06	9.95544155239799e-06	6.34996810635336e-06	9.94914998765595e-06	9.94914998765594e-06	9.95544155239799e-06	1.56679962335683e-05	6.34996810635336e-06	3.36575316709988e-05	1.81639108279576e-05	9.94914998765595e-06	6.34996810635336e-06	1.25905893810096e-05	0
"Pandanus_rigidifolius"	0.00048403705459076	3.00843495523779e-06	0.00104479142546472	0.00104487715481631	0.0022426089574175	0.00104206986257202	0.000483323894198172	0.00104388732847219	1.0027118119595	0	5.94029023170109e-07	0.0335499403221667	0.0335059671100912	3.53481570777024e-05	2.93066084002253e-05	3.85666468484871e-05	2.37611609268043e-05	5.01467495327286e-05	4.92702863452008e-05	0.0334797922892521	7.69429705048815e-05	1.76592567986591e-05	1.76879477306923e-05	3.76054369404723e-08	6.0504631823845e-06	3.76054369404724e-08	6.04154867747715e-06	6.04154867747714e-06	6.0504631823845e-06	2.60517465643005e-05	3.76054369404724e-08	5.60652239354376e-05	1.16097461646257e-05	6.04154867747715e-06	3.76054369404724e-08	1.16087936162746e-05	0
"Turraea_rigida"	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101
