"Erythroxylum_sechellarum"	"Cinnamomum_verum"	"Memecylon_eleagni"	"Soulamea_terminaloides"	"Dillenia_ferruginea"	"Roscheria_melanochaetes"	"Lasioglossum_mahense"	"Unidentified_sp4_M_PL_092"	"Unidentified_sp1_M_PL_092"	"Apis_mellifera"	"Lygistorrhina_sp1_M_PL_092"	"Amblypsilopus_sp1_M_PL_092"	"Cratopus_aurostriatus"	"Eristalinus_vicarians"	"Unidentified_sp2_M_PL_092"	"Unidentified_sp3_M_PL_092"
"Erythroxylum_sechellarum"	1.00504121006669	0.00126261458551092	0.00126643939173429	0.00126685866815129	1.27280340877818e-06	0.00126261458551092	0.025151359039502	0.0252522917102184	0.0252522917102184	2.54560681755635e-05	0.0251682588739391	4.22286222717098e-05	2.53287878346857e-05	2.53287878346857e-05	4.22286222717098e-05	2.53287878346857e-05
"Cinnamomum_verum"	0.00505045834204369	1.00503147042505	6.36401704389088e-06	6.36612396055927e-06	6.39599702903606e-09	6.34479691211519e-06	0.00012638873889197	0.100629408501056	0.000126895938242304	1.27919940580721e-07	0.000126473662683111	2.12204132018642e-07	1.27280340877818e-07	1.27280340877818e-07	2.12204132018642e-07	1.27280340877818e-07
"Memecylon_eleagni"	0.00101315151338743	1.27280340877818e-06	1.00807089931684	1.27708173956399e-06	0.00101313658222798	1.27280340877818e-06	0.0201867467741714	2.54560681755635e-05	2.54560681755635e-05	0.0202627316445596	2.53713572260045e-05	4.25693913187995e-08	0.0201614179863367	0.0201614179863368	4.25693913187995e-08	0.0201614179863368
"Soulamea_terminaloides"	0.00168914489086839	2.12204132018642e-06	2.12846956593998e-06	1.00840549051877	2.1391653929045e-09	2.12204132018642e-06	4.22711916630286e-05	4.24408264037285e-05	4.24408264037285e-05	4.278330785809e-08	0.0336557449728974	0.0336135163506257	4.25693913187995e-08	4.25693913187995e-08	0.0336135163506257	4.25693913187995e-08
"Dillenia_ferruginea"	5.09121363511271e-06	6.39599702903606e-09	0.00506568291113989	6.4174961787135e-09	1.00503021676674	6.39599702903606e-09	0.000101440938563676	1.27919940580721e-07	1.27919940580721e-07	0.100604335334897	1.27494257417108e-07	2.1391653929045e-10	0.000101313658222798	0.000101313658222798	2.1391653929045e-10	0.000101313658222798
"Roscheria_melanochaetes"	0.00505045834204369	6.34479691211519e-06	6.36401704389088e-06	6.36612396055927e-06	6.39599702903606e-09	1.00503147042505	0.00012638873889197	0.000126895938242304	0.100629408501056	1.27919940580721e-07	0.000126473662683111	2.12204132018642e-07	1.27280340877818e-07	1.27280340877818e-07	2.12204132018642e-07	1.27280340877818e-07
"Lasioglossum_mahense"	0.0503027180790041	6.3194369445985e-05	0.0504668669354286	6.34067874945429e-05	5.07204692818378e-05	6.3194369445985e-05	1.00226690529068	0.0012638873889197	0.0012638873889197	0.00101440938563676	0.00125968151155825	2.11355958315143e-06	0.00100933733870857	0.00100933733870857	2.11355958315143e-06	0.00100933733870857
"Unidentified_sp4_M_PL_092"	0.0505045834204369	0.0503147042505282	6.36401704389088e-05	6.36612396055927e-05	6.39599702903606e-08	6.34479691211519e-05	0.0012638873889197	1.00629408501056	0.00126895938242304	1.27919940580721e-06	0.00126473662683111	2.12204132018642e-06	1.27280340877818e-06	1.27280340877818e-06	2.12204132018642e-06	1.27280340877818e-06
"Unidentified_sp1_M_PL_092"	0.0505045834204369	6.34479691211518e-05	6.36401704389088e-05	6.36612396055927e-05	6.39599702903606e-08	0.0503147042505282	0.0012638873889197	0.00126895938242304	1.00629408501056	1.27919940580721e-06	0.00126473662683111	2.12204132018642e-06	1.27280340877818e-06	1.27280340877818e-06	2.12204132018642e-06	1.27280340877818e-06
"Apis_mellifera"	5.09121363511271e-05	6.39599702903606e-08	0.0506568291113989	6.4174961787135e-08	0.0503021676674486	6.39599702903606e-08	0.00101440938563676	1.27919940580721e-06	1.27919940580721e-06	1.00604335334897	1.27494257417108e-06	2.1391653929045e-09	0.00101313658222798	0.00101313658222798	2.1391653929045e-09	0.00101313658222798
