"R1"	"R2"	"R3"	"R4"	"R5"	"R6"	"R7"	"R8"	"R9"	"R10"	"R11"	"R12"	"R13"	"R14"	"R15"	"R16"	"R17"	"R18"	"R19"	"R20"	"R21"	"R22"	"R23"	"R24"	"C1"	"C2"	"C3"	"C4"	"C5"	"C6"	"C7"	"C8"	"C9"	"C10"	"C11"	"C12"	"C13"	"C14"	"C15"	"C16"	"C17"	"C18"	"C19"	"C20"	"C21"	"C22"
"R11"	0.00044052509381137	0.000444017347236005	0.000441616543542921	1.55162901699412e-06	0.000443783090045307	0.000443783090045307	0.000443783090045307	0.000440235835197983	0.000441574454625087	0.000441616543542921	1.0004402358352	0.000440235835197983	0.000444017347236005	0.000443783090045307	0.000444017347236005	0.000443783090045307	0.000443783090045307	0.000443388019893532	0.000441616543542921	0.000441616543542921	0.000365690200677674	0.0004422275544205	0.000442064443409731	0.000442064443409731	2.42266882693961e-05	2.42266882693961e-05	5.44510931853077e-05	6.07443088111844e-05	0.0167493969067541	0.0167493969067541	1.8734298866201e-05	0.0167493969067541	0.0167493969067541	0.0167460724503843	0.0167493969067541	1.8734298866201e-05	2.10679200235354e-05	1.17128595348951e-05	2.55611507868904e-05	2.10679200235354e-05	4.70864631080297e-05	2.42266882693961e-05	3.52335415378862e-05	5.44510931853077e-05	5.1292324939447e-05	2.42266882693961e-05
"R12"	0.00044052509381137	0.000444017347236005	0.000441616543542921	1.55162901699412e-06	0.000443783090045307	0.000443783090045307	0.000443783090045307	0.000440235835197983	0.000441574454625087	0.000441616543542921	0.000440235835197983	1.0004402358352	0.000444017347236005	0.000443783090045307	0.000444017347236005	0.000443783090045307	0.000443783090045307	0.000443388019893532	0.000441616543542921	0.000441616543542921	0.000365690200677674	0.0004422275544205	0.000442064443409731	0.000442064443409731	2.42266882693961e-05	2.42266882693961e-05	5.44510931853077e-05	6.07443088111844e-05	0.0167493969067541	0.0167493969067541	1.8734298866201e-05	0.0167493969067541	0.0167493969067541	0.0167460724503843	0.0167493969067541	1.8734298866201e-05	2.10679200235354e-05	1.17128595348951e-05	2.55611507868904e-05	2.10679200235354e-05	4.70864631080297e-05	2.42266882693961e-05	3.52335415378862e-05	5.44510931853077e-05	5.1292324939447e-05	2.42266882693961e-05
"R13"	0.000143020491706672	0.000760113975803029	0.000240275842640773	0.000160945299425973	0.000668875169800487	0.000668875169800487	0.000668875169800487	0.000121095640155274	0.000243854541640789	0.000240275842640773	0.000121095640155274	0.000121095640155274	1.0007601139758	0.000668875169800487	0.000760113975803029	0.000668875169800487	0.000668875169800487	0.000620262456636552	0.000240275842640773	0.000240275842640773	0.000314162733273802	0.000382647457570689	0.00030906694175735	0.00030906694175735	0.0045809281905418	0.0045809281905418	0.00460217567591209	0.00460421882579362	0.00460759118614428	0.00460759118614428	0.00457493045517084	0.00460759118614428	0.00460759118614428	0.00460473516129634	0.00460759118614428	0.00457493045517084	0.00457819499441629	0.00456194030012708	0.00458236775285497	0.00457819499441629	0.00459442036993759	0.0045809281905418	0.00459070517641783	0.00460217567591209	0.00459944247978659	0.0045809281905418
"R14"	0.000149751230062132	0.000700726368362415	0.000251585962377416	0.000168526551455153	0.000700434427440988	0.000700434427440988	0.000700434427440988	0.000126795168584373	0.000255327885543314	0.000251585962377416	0.000126795168584373	0.000126795168584373	0.000700726368362415	1.00070043442744	0.000700726368362415	0.000700434427440988	0.000700434427440988	0.000554255366450959	0.000251585962377416	0.000251585962377416	0.000233700829465169	0.000400685312774905	0.000323623950131257	0.000323623950131257	0.00479725170514198	0.00479725170514197	0.00481863360704265	0.00482077291032925	0.00482430389290088	0.00482430389290088	0.00479147253368594	0.00482430389290089	0.00482430389290089	0.00482217933990575	0.00482430389290089	0.00479147253368594	0.00479438966719358	1.45970460713529e-05	0.00479926013954554	0.00479438966719358	0.00481137911559407	0.00479725170514197	0.00480662298864417	0.00481863360704265	0.00481577156909425	0.00479725170514197
"R15"	0.000143020491706672	0.000760113975803029	0.000240275842640773	0.000160945299425973	0.000668875169800487	0.000668875169800487	0.000668875169800487	0.000121095640155274	0.000243854541640789	0.000240275842640773	0.000121095640155274	0.000121095640155274	0.000760113975803029	0.000668875169800487	1.0007601139758	0.000668875169800487	0.000668875169800487	0.000620262456636552	0.000240275842640773	0.000240275842640773	0.000314162733273802	0.000382647457570689	0.00030906694175735	0.00030906694175735	0.0045809281905418	0.0045809281905418	0.00460217567591209	0.00460421882579362	0.00460759118614428	0.00460759118614428	0.00457493045517084	0.00460759118614428	0.00460759118614428	0.00460473516129634	0.00460759118614428	0.00457493045517084	0.00457819499441629	0.00456194030012708	0.00458236775285497	0.00457819499441629	0.00459442036993759	0.0045809281905418	0.00459070517641783	0.00460217567591209	0.00459944247978659	0.0045809281905418
"R16"	0.000149751230062132	0.000700726368362415	0.000251585962377416	0.000168526551455153	0.000700434427440988	0.000700434427440988	0.000700434427440988	0.000126795168584373	0.000255327885543314	0.000251585962377416	0.000126795168584373	0.000126795168584373	0.000700726368362415	0.000700434427440988	0.000700726368362415	1.00070043442744	0.000700434427440988	0.000554255366450959	0.000251585962377416	0.000251585962377416	0.000233700829465169	0.000400685312774905	0.000323623950131257	0.000323623950131257	0.00479725170514198	0.00479725170514197	0.00481863360704265	0.00482077291032925	0.00482430389290088	0.00482430389290088	0.00479147253368594	0.00482430389290089	0.00482430389290089	0.00482217933990575	0.00482430389290089	0.00479147253368594	0.00479438966719358	1.45970460713529e-05	0.00479926013954554	0.00479438966719358	0.00481137911559407	0.00479725170514197	0.00480662298864417	0.00481863360704265	0.00481577156909425	0.00479725170514197
"R17"	0.000149751230062132	0.000700726368362415	0.000251585962377416	0.000168526551455153	0.000700434427440988	0.000700434427440988	0.000700434427440988	0.000126795168584373	0.000255327885543314	0.000251585962377416	0.000126795168584373	0.000126795168584373	0.000700726368362415	0.000700434427440988	0.000700726368362415	0.000700434427440988	1.00070043442744	0.000554255366450959	0.000251585962377416	0.000251585962377416	0.000233700829465169	0.000400685312774905	0.000323623950131257	0.000323623950131257	0.00479725170514198	0.00479725170514197	0.00481863360704265	0.00482077291032925	0.00482430389290088	0.00482430389290088	0.00479147253368594	0.00482430389290089	0.00482430389290089	0.00482217933990575	0.00482430389290089	0.00479147253368594	0.00479438966719358	1.45970460713529e-05	0.00479926013954554	0.00479438966719358	0.00481137911559407	0.00479725170514197	0.00480662298864417	0.00481863360704265	0.00481577156909425	0.00479725170514197
"R18"	0.000165364475582693	0.000718198634000219	0.00027780516091614	0.000142208315863701	0.000612598036603692	0.000612598036603692	0.000612598036603692	0.000140017269440063	0.000281938174954437	0.00027780516091614	0.000140017269440063	0.000140017269440063	0.000718198634000219	0.000612598036603692	0.000718198634000219	0.000612598036603692	0.000612598036603692	1.00071730463657	0.00027780516091614	0.00027780516091614	0.000363337677146262	0.000442451257179986	0.000313474495054313	0.000313474495054313	0.00529738996720263	0.00529738996720262	0.00532055094030115	0.00532291328995233	0.0053275440148266	0.00532754401482661	2.72964187821864e-05	0.00532754401482661	0.00532754401482661	0.00532424094503437	0.00532754401482661	2.72964187821864e-05	0.00529422960107991	0.00528002986982633	3.44892419192119e-05	0.00529422960107991	0.00531231465759341	0.00529738996720262	0.00530728856832694	0.00532055094030115	0.00531739057417844	0.00529738996720262
"R19"	0.000284481726051319	0.000480551685281547	0.000477926585424259	0.000183797419101839	0.000480300473629612	0.000480300473629612	0.000480300473629612	0.000240881751023411	0.000424423337194247	0.000477926585424259	0.000240881751023411	0.000240881751023411	0.000480551685281547	0.000480300473629612	0.000480551685281547	0.000480300473629612	0.000480300473629612	0.000479845277946061	1.00047792658542	0.000477926585424259	0.000383031396803062	0.000430715735469935	0.000478452858027031	0.000478452858027031	2.58778906322147e-05	2.58778906322147e-05	0.00915193073120276	0.00915599475586064	0.00916497555309344	0.00916497555309345	2.02758482016983e-05	0.00916497555309345	0.00916497555309345	0.00916149344948615	0.00916497555309345	2.02758482016983e-05	2.28013496645723e-05	1.25605825967411e-05	3.06999517204782e-05	2.28013496645723e-05	0.0091415269433026	2.58778906322147e-05	4.05659507651459e-05	0.00915193073120277	0.00914885419023512	2.58778906322147e-05
"R20"	0.000284481726051319	0.000480551685281547	0.000477926585424259	0.000183797419101839	0.000480300473629612	0.000480300473629612	0.000480300473629612	0.000240881751023411	0.000424423337194247	0.000477926585424259	0.000240881751023411	0.000240881751023411	0.000480551685281547	0.000480300473629612	0.000480551685281547	0.000480300473629612	0.000480300473629612	0.000479845277946061	0.000477926585424259	1.00047792658542	0.000383031396803062	0.000430715735469935	0.000478452858027031	0.000478452858027031	2.58778906322147e-05	2.58778906322147e-05	0.00915193073120276	0.00915599475586064	0.00916497555309344	0.00916497555309345	2.02758482016983e-05	0.00916497555309345	0.00916497555309345	0.00916149344948615	0.00916497555309345	2.02758482016983e-05	2.28013496645723e-05	1.25605825967411e-05	3.06999517204782e-05	2.28013496645723e-05	0.0091415269433026	2.58778906322147e-05	4.05659507651459e-05	0.00915193073120277	0.00914885419023512	2.58778906322147e-05
"R21"	0.000243067170308349	0.000628325466547603	0.000383031396803063	0.000244459192451341	0.000446156128978959	0.000446156128978959	0.000446156128978959	0.000199467382187822	0.000443658044006136	0.000383031396803063	0.000199467382187822	0.000199467382187822	0.000628325466547603	0.000446156128978959	0.000628325466547603	0.000446156128978959	0.000446156128978959	0.000627583260525362	0.000383031396803063	0.000383031396803063	1.00062553075057	0.000335855511184426	0.000444207632334737	0.000444207632334737	2.70174302439287e-05	2.70174302439287e-05	0.00915248311716333	0.00915595550531059	0.00916185455454579	0.0091618545545458	2.13153925146584e-05	0.0091618545545458	0.0091618545545458	6.52588204496752e-05	0.00916185455454579	2.13153925146584e-05	2.46184623068971e-05	0.00910846687843219	3.2223675963228e-05	2.46184623068971e-05	4.77798082475116e-05	2.70174302439287e-05	0.0091361557347971	0.00915248311716333	0.00915008414922629	2.70174302439287e-05
"R22"	0.000223827359306914	0.000601303147611083	0.000338419506440663	0.000107121136675177	0.000601027969162358	0.000601027969162358	0.000601027969162358	0.000189526094751643	0.00029637746526625	0.000338419506440663	0.000189526094751643	0.000189526094751643	0.000601303147611083	0.000601027969162358	0.000601303147611083	0.000601027969162358	0.000601027969162358	0.000600469563315695	0.000338419506440663	0.000338419506440663	0.000263886473073477	1.00059907431549	0.000338960110027374	0.000338960110027374	0.00717566842730026	0.00717566842730025	0.00720006802290259	0.00720326555660698	0.00721095650906664	0.00721095650906664	2.53718160668679e-05	0.00721095650906664	0.00721095650906664	0.00720855754112961	0.00721095650906664	2.53718160668679e-05	2.8532182189582e-05	1.37589224362606e-05	3.23719392682855e-05	2.8532182189582e-05	0.00719318936209431	0.00717566842730025	4.06256139213609e-05	0.00720006802290259	5.29317777919304e-05	0.00717566842730025
"R23"	0.000240969003498736	0.000523036362973978	0.000404844726022872	0.000271240447828093	0.00052277715021203	0.00052277715021203	0.00052277715021203	0.000204029743112183	0.000410879277067228	0.000404844726022872	0.000204029743112183	0.000204029743112183	0.000523036362973978	0.00052277715021203	0.000523036362973978	0.00052277715021203	0.00052277715021203	0.000458155031233227	0.000404844726022872	0.000404844726022872	0.000375867996590931	0.000365033964644865	1.00052081212826	0.000520812128262438	2.70875317780098e-05	2.70875317780098e-05	0.00775380226684031	0.00775724468117601	0.00776292549420115	0.00776292549420115	2.20688040466122e-05	0.00776292549420115	0.00776292549420115	0.00775950851241396	0.00776292549420115	2.20688040466122e-05	2.44801463162608e-05	1.29606380973931e-05	0.00772690966476573	2.44801463162608e-05	0.00774212934476749	2.70875317780098e-05	0.00773647325497773	0.00775380226684031	0.00775119488137856	2.70875317780098e-05
"R24"	0.000240969003498736	0.000523036362973978	0.000404844726022872	0.000271240447828093	0.00052277715021203	0.00052277715021203	0.00052277715021203	0.000204029743112183	0.000410879277067228	0.000404844726022872	0.000204029743112183	0.000204029743112183	0.000523036362973978	0.00052277715021203	0.000523036362973978	0.00052277715021203	0.00052277715021203	0.000458155031233227	0.000404844726022872	0.000404844726022872	0.000375867996590931	0.000365033964644865	0.000520812128262438	1.00052081212826	2.70875317780098e-05	2.70875317780098e-05	0.00775380226684031	0.00775724468117601	0.00776292549420115	0.00776292549420115	2.20688040466122e-05	0.00776292549420115	0.00776292549420115	0.00775950851241396	0.00776292549420115	2.20688040466122e-05	2.44801463162608e-05	1.29606380973931e-05	0.00772690966476573	2.44801463162608e-05	0.00774212934476749	2.70875317780098e-05	0.00773647325497773	0.00775380226684031	0.00775119488137856	2.70875317780098e-05
"C1"	1.56069153671129e-05	0.00916185638108359	2.58778906322147e-05	1.58484059958883e-05	0.0091583896189074	0.0091583896189074	0.0091583896189074	1.32145572378524e-05	2.58349688945722e-05	2.58778906322147e-05	1.32145572378524e-05	1.32145572378524e-05	0.00916185638108359	0.0091583896189074	0.00916185638108359	0.0091583896189074	0.0091583896189074	0.00915003721607725	2.58778906322147e-05	2.58778906322147e-05	2.70174302439287e-05	0.00913266890747305	3.20125375558298e-05	3.20125375558298e-05	1.00049999411997	0.000499994119972547	0.000502172251210872	0.000502395207144688	0.000502791794906649	0.000502791794906649	0.00038660268002252	0.000502791794906649	0.000502791794906649	0.000502546181904432	0.000502791794906649	0.00038660268002252	0.000434760770633453	0.000173338108809745	0.000387359320700234	0.000434760770633453	0.000501427634755136	0.000499994119972546	0.000435997887666971	0.000502172251210872	0.000436938901871779	0.000499994119972546
"C2"	1.56069153671129e-05	0.00916185638108359	2.58778906322147e-05	1.58484059958883e-05	0.0091583896189074	0.0091583896189074	0.0091583896189074	1.32145572378524e-05	2.58349688945722e-05	2.58778906322147e-05	1.32145572378524e-05	1.32145572378524e-05	0.00916185638108359	0.0091583896189074	0.00916185638108359	0.0091583896189074	0.0091583896189074	0.00915003721607726	2.58778906322147e-05	2.58778906322147e-05	2.70174302439287e-05	0.00913266890747305	3.20125375558298e-05	3.20125375558298e-05	0.000499994119972546	1.00049999411997	0.000502172251210872	0.000502395207144688	0.000502791794906649	0.000502791794906649	0.00038660268002252	0.000502791794906649	0.000502791794906649	0.000502546181904432	0.000502791794906649	0.00038660268002252	0.000434760770633453	0.000173338108809745	0.000387359320700233	0.000434760770633453	0.000501427634755136	0.000499994119972546	0.000435997887666971	0.000502172251210872	0.000436938901871779	0.000499994119972546
"C3"	1.97269997348368e-05	0.0050623932435033	0.00503356190216152	0.00502047866681144	0.00505956528739478	0.00505956528739478	0.00505956528739478	1.63353279555923e-05	0.00503369062551316	0.00503356190216152	1.63353279555923e-05	1.63353279555923e-05	0.0050623932435033	0.00505956528739478	0.0050623932435033	0.00505956528739478	0.00505956528739478	0.00505452339328609	0.00503356190216152	0.00503356190216152	0.00503386571443983	0.00504004761603182	0.0050399714734462	0.0050399714734462	0.00027619473816598	0.00027619473816598	1.00071196925936	0.00071225107364134	0.000629393195592262	0.000629393195592262	0.000213591643349961	0.000629393195592262	0.000629393195592262	0.000583630780006445	0.000629393195592262	0.000213591643349961	0.000240194398051467	0.000141397805426004	0.000374804310465221	0.000240194398051467	0.000536771375458438	0.00027619473816598	0.000492930304620846	0.000711969259359414	0.0006759689192449	0.00027619473816598
"C4"	0.00478281580392655	0.0048234673413076	0.00479599725306986	0.00478173987571272	0.00482077291032925	0.00482077291032925	0.00482077291032925	1.73555168031955e-05	0.00479611968327517	0.00479599725306986	1.73555168031955e-05	1.73555168031955e-05	0.0048234673413076	0.00482077291032925	0.0048234673413076	0.00482077291032925	0.00482077291032925	0.00481596916709973	0.00479599725306986	0.00479599725306986	0.00479597669325793	0.00480217703773798	0.00480210385025181	0.00480210385025181	0.000263159394218646	0.000263159394218646	0.000678334355848895	1.00074666029591	0.000667832407149936	0.000667832407149937	0.000203510923520745	0.000667832407149937	0.000667832407149937	0.00062423261902941	0.000667832407149937	0.000203510923520745	0.000228858129663375	0.000134721548917351	0.000357085108889061	0.000228858129663375	0.000511437815103382	0.000263159394218646	0.000469633191181992	0.000678334355848895	0.000644033091293624	0.000263159394218646
"C5"	0.00437231150787999	0.00440726113457279	0.00438324917756643	1.55834302381757e-05	0.00440479920656168	0.00440479920656168	0.00440479920656168	0.00436940788871847	0.00438287703691365	0.00438324917756643	0.00436940788871847	0.00436940788871847	0.00440726113457279	0.00440479920656168	0.00440726113457279	0.00440479920656168	0.00440479920656168	0.00440101462094372	0.00438324917756643	0.00438324917756643	0.00438175652608712	0.00438927787508404	0.00438774049672239	0.00438774049672239	0.000240465641042311	0.000240465641042311	0.000547298430949793	0.000609760023919508	1.00082797069452	0.000827970694518128	0.000185950421373209	0.000827970694518128	0.000827970694518128	0.000788136544280973	0.000827970694518128	0.000185950421373209	0.000209113656220282	0.000123096400555675	0.000253713845160088	0.000209113656220282	0.00046736022017612	0.000240465641042311	0.00035655556694353	0.000547298430949793	0.000515946446127764	0.000240465641042311
"C6"	0.00437231150787999	0.00440726113457279	0.00438324917756643	1.55834302381758e-05	0.00440479920656168	0.00440479920656168	0.00440479920656168	0.00436940788871847	0.00438287703691365	0.00438324917756643	0.00436940788871847	0.00436940788871847	0.00440726113457279	0.00440479920656168	0.00440726113457279	0.00440479920656168	0.00440479920656168	0.00440101462094372	0.00438324917756643	0.00438324917756643	0.00438175652608712	0.00438927787508404	0.00438774049672239	0.00438774049672239	0.000240465641042311	0.000240465641042311	0.000547298430949793	0.000609760023919508	0.000827970694518128	1.00082797069452	0.000185950421373209	0.000827970694518128	0.000827970694518128	0.000788136544280973	0.000827970694518128	0.000185950421373209	0.000209113656220282	0.000123096400555675	0.000253713845160088	0.000209113656220282	0.000467360220176119	0.000240465641042311	0.00035655556694353	0.000547298430949793	0.000515946446127764	0.000240465641042311
"C7"	1.47507650610312e-05	0.011183163334862	2.47815922465202e-05	1.65999467445426e-05	0.0111801025786005	0.0111801025786005	0.0111801025786005	1.24895325774674e-05	2.51503437575806e-05	2.47815922465202e-05	1.24895325774674e-05	1.24895325774674e-05	0.011183163334862	0.0111801025786005	0.011183163334862	0.0111801025786005	0.0111801025786005	5.76257729846157e-05	2.47815922465202e-05	2.47815922465202e-05	2.60521464068047e-05	3.946726943735e-05	3.18771614006621e-05	3.18771614006621e-05	0.000472514386694192	0.000472514386694192	0.000474648096333247	0.000474858821548404	0.000475206632398202	0.000475206632398202	1.00047192918408	0.000475206632398202	0.000475206632398202	0.000474969794703595	0.000475206632398202	0.000471929184084757	0.000472232477626782	0.00015303781307566	0.000472696267731535	0.000472232477626782	0.000473905953370858	0.000472514386694192	0.000473465038456873	0.000474648096333247	0.000474366187265837	0.000472514386694192
