"Alyxia_oliviformis"	"Ilex_anomala"	"Cheirodendron_trigynum"	"Dubautia_paleata"	"Dubautia_raillardioides"	"Carex"	"Dryopteris"	"Elaphoglossum"	"Elaeocarpus_bifidus"	"Vaccinium_calycinum"	"Acacia__melanoxylon"	"Dicranopteris_linearis"	"Scaevola_procera"	"Broussaisia_arguta"	"Stenogyne_purpurea"	"Labordia_degeneri"	"Myrsine_kauaiensis"	"Psidium_cattleianum"	"Metrosideros_polymorpha"	"Syzygium_sandwicensis"	"Rubus_argutus"	"Coprosma_waiemea"	"Coprosma_kauensis"	"Psychotria"	"Melicope_anisata"	"Melicope_clusiifolia"	"Smilax_melastomifolia"	"Cryptomeria_japonica"	"Wilkstroemia_oahuensis"	"Athyrium_microphyllum"	"Diplazium_sandwichianum"	"Hedychium_gardinerianum"	"Amorbia_emigratella"	"Croesia_zimmermani"	"Schreckensteinia_festaliella"	"Spheterista_pleonectes"	"Udea_ommatias"	"Omiodes_antidoxa"	"Haliophyle_euclidias"	"Carposina_graminis"	"Eupithecia_orichloris"	"Scotorythra_apicalis"	"Thyrocopa_complex"	"Udea_pyranthes"	"Eupithecia_rhodopyra"	"Thyrocopa_sp._1"	"Udea_constricta"	"Pararrhaptica_complex"	"Eccoptocera_sp._1"	"Eupithecia_monticolans"	"Scotorythra_sp._3"	"Euphitecia_sp._1"	"Fletcherana_leucoxyla"	"Hyles_calida"	"Eudonia_sp._1"	"Scotorythra_ortharcha"	"Agrotis_hephaestaea"	"Batrachedrodes_sp._1"
"Alyxia_oliviformis"	1.00106083797041	6.9083687322779e-07	0.00106502030695295	1.74014325750073e-09	6.92577016485291e-07	6.94308415304312e-07	1.93338081659124e-09	0.000558380484100797	6.9083687322779e-07	0.0010673407719447	6.9083687322779e-07	0.000505829684207758	2.9366805610032e-06	1.40096054295526e-06	0.000503993206331088	0.00050245748631304	0	6.9083687322779e-07	0.00106644508328332	6.9083687322779e-07	0.00106686312290157	1.36145905197853e-06	0.000506185435801074	0.000559781444643753	6.9083687322779e-07	0.00106292976783002	0.000560941124723102	6.9083687322779e-07	0	6.95087211415768e-07	6.92770254044382e-07	6.9083687322779e-07	1.77810520483596e-05	1.77810520483596e-05	1.77810520483596e-05	2.1300406139059e-05	3.48028651500146e-08	3.47154207652156e-08	5.80014244977371e-08	1.52477253134957e-05	0.050245748631304	0.000145075743377836	0.0502542435690718	1.52477253134957e-05	1.6860989473592e-05	1.68609894735919e-05	1.68976628964031e-05	0	1.77740847213887e-05	5.44583620791413e-05	1.77740847213887e-05	1.01237087160215e-05	1.01237087160215e-05	1.01237087160215e-05	7.00480271477628e-05	1.86980374907701e-05	0	2.31695737138589e-08
"Ilex_anomala"	1.38167374645558e-06	1.00047892242444	0.000481883902400495	1.20635371394612e-06	0.000480128778150554	0.000481329069785536	1.34031558523338e-06	6.76623190238904e-07	0.000478922424436608	0.000483002246786539	0.000478922424436608	7.09782439144305e-07	0.000481228630551209	7.02105771455013e-07	0.00048123157533597	7.05050556216676e-07	0	0.000478922424436608	0.000482528563139492	0.000478922424436608	0.000482717686616144	6.16036412630376e-07	0.000482522610656766	1.37872896169392e-06	0.000478922424436608	0.000481006203954519	0.000481203057819579	0.000478922424436608	0	0.00048186896992158	0.000480262740021842	0.000478922424436608	8.04529477693574e-06	8.04529477693574e-06	8.04529477693574e-06	9.63767804800991e-06	2.41270742789223e-05	2.40664534892768e-05	4.02094675570014e-05	6.90003209695056e-06	7.05050556216676e-05	0.100573709131688	6.08960871215014e-05	6.90003209695056e-06	2.36594146381435e-08	2.36594146381435e-08	3.2082006862906e-05	0	8.04214271899155e-06	2.46414565052151e-05	8.04214271899154e-06	9.65045221313531e-06	9.65045221313531e-06	9.65045221313531e-06	3.51052885727507e-05	1.60401019273193e-05	0	1.6062298997386e-05
"Cheirodendron_trigynum"	0.00042600812278118	9.6376780480099e-05	1.00303202056191	2.42762671234506e-07	9.66195431513336e-05	9.68610859096472e-05	2.6972071955923e-07	0.000224222634515574	9.6376780480099e-05	0.00102974650673089	9.6376780480099e-05	0.000203139753287523	9.78858156609307e-05	8.47853069969122e-07	0.000298823450856568	0.000201785488265606	0	9.6376780480099e-05	0.0010293878134962	9.6376780480099e-05	0.000525009953026411	0.000503571617523266	0.000299962040991655	0.000225070487585543	9.6376780480099e-05	0.000523232756331248	0.000321671653841812	9.6376780480099e-05	0	9.69697336451421e-05	9.66465011996583e-05	9.6376780480099e-05	8.75016588377352e-06	8.75016588377352e-06	8.75016588377352e-06	0.0200606404112382	4.85525342469013e-06	4.84305429548236e-06	8.0916215867769e-06	1.47106643818698e-05	0.0201785488265606	0.0202391239008208	0.0201800371064017	1.47106643818698e-05	6.7713251095841e-06	6.7713251095841e-06	1.322364221725e-05	0	1.715646355827e-05	0.0201428647009306	1.715646355827e-05	5.9992408198331e-06	5.9992408198331e-06	5.9992408198331e-06	4.23926534984561e-05	1.07223884613937e-05	0	3.23232445483807e-06
"Dubautia_paleata"	3.48028651500146e-09	1.20635371394612e-06	1.21381335617253e-06	1.00503778641399	0.00503899276770315	1.21241579291067e-06	3.37610978648207e-09	1.70434052956903e-09	1.20635371394612e-06	1.21663034455048e-06	1.20635371394612e-06	1.78786508600581e-09	1.21216279735821e-06	1.76852839157434e-09	1.21217021495207e-06	1.77594598543243e-09	0	1.20635371394612e-06	1.21543718674935e-06	1.20635371394612e-06	1.21591356830263e-06	1.55172899906896e-09	1.21542219309009e-06	3.47286892114337e-09	1.20635371394612e-06	1.21160252885269e-06	1.21209838241708e-06	1.20635371394612e-06	0	1.21377574287552e-06	1.2097298237326e-06	1.20635371394612e-06	2.02652261383772e-08	2.02652261383772e-08	2.02652261383772e-08	2.42762671234507e-08	0.100755728279784	6.06207896455335e-08	1.01283293594462e-07	1.73804334935782e-08	1.77594598543243e-07	0.000253334279928684	1.53390647661213e-07	1.73804334935782e-08	5.95955028668602e-11	5.95955028668602e-11	8.08111004103425e-08	0	2.02572864458225e-08	6.20691599627583e-08	2.02572864458225e-08	2.43084438618018e-08	2.43084438618018e-08	2.43084438618018e-08	8.8426419578717e-08	4.04032794139025e-08	0	4.04591914291839e-08
"Dubautia_raillardioides"	6.92577016485291e-07	0.000240064389075277	0.000241548857878334	0.00251949638385158	1.00275956077293	0.000241270742789223	6.71845847509931e-07	3.39163765384237e-07	0.000240064389075277	0.000242109438565545	0.000240064389075277	3.55785152115155e-07	0.000241220396674283	3.51937149923294e-07	0.000241221872775461	3.53413251101054e-07	0	0.000240064389075277	0.000241872000163121	0.000240064389075277	0.000241966800092224	3.08794070814722e-07	0.000241869016424928	6.9110091530753e-07	0.000240064389075277	0.000241108903241686	0.000241207578100998	0.000240064389075277	0	0.000241541372832228	0.000240736234922787	0.000240064389075277	4.03278000153706e-06	4.03278000153706e-06	4.03278000153706e-06	4.83097715756668e-06	0.0503899276770315	1.20635371394612e-05	2.01553754252979e-05	3.45870626522207e-06	3.53413251101054e-05	0.0504135217058082	3.05247388845813e-05	3.45870626522207e-06	1.18595050705052e-08	1.18595050705052e-08	1.60814089816582e-05	0	4.03120000271868e-06	1.23517628325889e-05	4.03120000271868e-06	4.83738032849856e-06	4.83738032849856e-06	4.83738032849856e-06	1.75968574961647e-05	8.0402526033666e-06	0	8.0513790944076e-06
"Carex"	6.94308415304312e-07	0.000240664534892768	0.000242152714774118	6.06207896455335e-07	0.000241270742789223	1.00526699953256	6.73525419715266e-07	3.40011653386384e-07	0.000240664534892768	0.000242714696877658	0.000240664534892768	3.56674592534827e-07	0.000241823432437793	3.52816970580409e-07	0.000241824912229131	3.54296761917928e-07	0	0.000240664534892768	0.000242476664894217	0.000240664534892768	0.000242571701817158	3.09566036497676e-07	0.000242473673696867	6.92828623966793e-07	0.000240664534892768	0.000241711660278653	0.000241810581818884	0.000240664534892768	0	0.000242145211015869	0.000241338060312483	0.000240664534892768	4.04286169695263e-06	4.04286169695263e-06	4.04286169695263e-06	4.84305429548237e-06	1.21241579291067e-05	0.0502633499766278	2.0205762591458e-05	3.46735281253797e-06	3.54296761917928e-05	0.0505395523274813	3.06010488047746e-05	3.46735281253797e-06	1.18891530844942e-08	1.18891530844942e-08	1.61216114888975e-05	0	4.04127774823696e-06	1.23826414599071e-05	4.04127774823696e-06	4.84947347393734e-06	4.84947347393734e-06	4.84947347393734e-06	1.76408485290204e-05	8.06035272729613e-06	0	8.07150703386232e-06
"Dryopteris"	3.86676163318247e-09	1.34031558523338e-06	1.34860359779615e-06	3.37610978648207e-09	1.34369169501986e-06	1.34705083943053e-06	1.00335384524555	1.89360230578966e-09	1.34031558523338e-06	1.35173340407331e-06	1.34031558523338e-06	1.98640200744243e-09	1.34676974949975e-06	1.9649180325404e-09	1.3467779907946e-06	1.97315932739282e-09	0	1.34031558523338e-06	1.35040774976645e-06	1.34031558523338e-06	1.3509370320267e-06	1.72404373399526e-09	1.35039109110742e-06	3.85852033833006e-09	1.34031558523338e-06	1.3461472648991e-06	1.34669818147743e-06	1.34031558523338e-06	0	0.00336640691752798	0.00335518556113622	1.34031558523338e-06	2.25156172004449e-08	2.25156172004449e-08	2.25156172004449e-08	2.6972071955923e-08	6.75221957296414e-08	6.73525419715266e-08	0.10061535736653	1.93104772010473e-08	1.97315932739282e-07	0.00028146627289901	1.70424207521069e-07	1.93104772010473e-08	6.62134002480811e-11	6.62134002480811e-11	8.97849246764781e-08	0	2.25067958294408e-08	6.89617493598106e-08	2.25067958294408e-08	2.70078218221484e-08	2.70078218221484e-08	2.70078218221484e-08	9.82459016270202e-08	4.4889939382581e-08	0	0.000112213563917599
"Elaphoglossum"	0.00111676096820159	6.76623190238904e-07	0.00112111317257787	1.70434052956903e-09	6.78327530768473e-07	6.80023306772768e-07	1.89360230578966e-09	1.0011151602854	6.76623190238904e-07	0.00112408647451462	6.76623190238904e-07	1.61142564084834e-06	2.68876643573603e-06	2.00385264044e-06	2.28559659853871e-06	1.60068280324268e-06	0	6.76623190238904e-07	0.00112261298953115	6.76623190238904e-07	0.00112305285567018	1.43335484087957e-06	2.29105230732554e-06	0.00111716413803879	6.76623190238904e-07	0.00111944144403227	0.00111956880460394	6.76623190238904e-07	0	6.80786079476282e-07	6.78516792544694e-07	6.76623190238904e-07	1.87175475945031e-05	1.87175475945031e-05	1.87175475945031e-05	2.24222634515574e-05	3.40868105913806e-08	3.40011653386384e-08	5.68080691736897e-08	1.60583782073518e-05	0.000160068280324268	0.00014209086995017	0.100364425685852	1.60583782073518e-05	5.3714188028278e-08	5.3714188028278e-08	1.65812101142492e-07	0	1.87102164921859e-05	5.7334193635183e-05	1.87102164921858e-05	4.58210461465108e-08	4.58210461465108e-08	4.58210461465108e-08	0.000100192632022	3.73189601534646e-05	0	2.26928693158761e-08
"Elaeocarpus_bifidus"	1.38167374645558e-06	0.000478922424436608	0.000481883902400495	1.20635371394612e-06	0.000480128778150554	0.000481329069785536	1.34031558523338e-06	6.76623190238904e-07	1.00047892242444	0.000483002246786539	0.000478922424436608	7.09782439144305e-07	0.000481228630551209	7.02105771455013e-07	0.00048123157533597	7.05050556216676e-07	0	0.000478922424436608	0.000482528563139492	0.000478922424436608	0.000482717686616144	6.16036412630376e-07	0.000482522610656766	1.37872896169392e-06	0.000478922424436608	0.000481006203954519	0.000481203057819579	0.000478922424436608	0	0.00048186896992158	0.000480262740021842	0.000478922424436608	8.04529477693574e-06	8.04529477693574e-06	8.04529477693574e-06	9.63767804800991e-06	2.41270742789223e-05	2.40664534892768e-05	4.02094675570014e-05	6.90003209695056e-06	7.05050556216676e-05	0.100573709131688	6.08960871215014e-05	6.90003209695056e-06	2.36594146381435e-08	2.36594146381435e-08	3.2082006862906e-05	0	8.04214271899155e-06	2.46414565052151e-05	8.04214271899154e-06	9.65045221313531e-06	9.65045221313531e-06	9.65045221313531e-06	3.51052885727507e-05	1.60401019273193e-05	0	1.6062298997386e-05
"Vaccinium_calycinum"	0.000304954506269914	6.90003209695056e-05	0.000735533219093491	1.73804334935782e-07	6.91741253044414e-05	6.93470562507594e-05	1.93104772010473e-07	0.000160583782073518	6.90003209695056e-05	1.00389074330148	6.90003209695056e-05	0.000145339655231271	0.000358376706975109	0.000288421882245768	0.000214325548925737	0.000144370724196396	0	6.90003209695056e-05	0.000736517210022044	6.90003209695056e-05	0.000375833997225547	0.000360107325415885	0.000214658999160867	0.000449005664319286	6.90003209695056e-05	0.000662376709485188	0.000230351942852532	6.90003209695056e-05	0	6.94248418811198e-05	6.91934257415161e-05	6.90003209695056e-05	6.26389995375912e-06	6.26389995375912e-06	6.26389995375912e-06	1.47106643818698e-05	3.47608669871565e-06	3.46735281253797e-06	5.79314316031418e-06	0.0143412963328782	0.0144370724196396	0.0144900674035962	0.0144525403866166	0.0143412963328782	4.84465517437571e-06	4.84465517437571e-06	1.90900751966948e-05	0	1.22752868337007e-05	0.0144042930166354	1.22752868337007e-05	4.29317998321734e-06	4.29317998321734e-06	4.29317998321734e-06	0.0144210941122884	7.67839809508439e-06	0	2.31416139603733e-06
