"Alyxia_oliviformis"	"Ilex_anomala"	"Cheirodendron_trigynum"	"Dubautia_paleata"	"Dubautia_raillardioides"	"Carex"	"Dryopteris"	"Elaphoglossum"	"Elaeocarpus_bifidus"	"Vaccinium_calycinum"	"Acacia__melanoxylon"	"Dicranopteris_linearis"	"Scaevola_procera"	"Broussaisia_arguta"	"Stenogyne_purpurea"	"Labordia_degeneri"	"Myrsine_kauaiensis"	"Psidium_cattleianum"	"Metrosideros_polymorpha"	"Syzygium_sandwicensis"	"Rubus_argutus"	"Coprosma_waiemea"	"Coprosma_kauensis"	"Psychotria"	"Melicope_anisata"	"Melicope_clusiifolia"	"Smilax_melastomifolia"	"Cryptomeria_japonica"	"Wilkstroemia_oahuensis"	"Athyrium_microphyllum"	"Diplazium_sandwichianum"	"Hedychium_gardinerianum"	"Amorbia_emigratella"	"Croesia_zimmermani"	"Schreckensteinia_festaliella"	"Spheterista_pleonectes"	"Udea_ommatias"	"Omiodes_antidoxa"	"Haliophyle_euclidias"	"Carposina_graminis"	"Eupithecia_orichloris"	"Scotorythra_apicalis"	"Thyrocopa_complex"	"Udea_pyranthes"	"Eupithecia_rhodopyra"	"Thyrocopa_sp._1"	"Udea_constricta"	"Pararrhaptica_complex"	"Eccoptocera_sp._1"	"Eupithecia_monticolans"	"Scotorythra_sp._3"	"Euphitecia_sp._1"	"Fletcherana_leucoxyla"	"Hyles_calida"	"Eudonia_sp._1"	"Scotorythra_ortharcha"	"Agrotis_hephaestaea"	"Batrachedrodes_sp._1"
"Acacia__melanoxylon"	1.38167374645558e-06	0.000478922424436608	0.000481883902400495	1.20635371394612e-06	0.000480128778150554	0.000481329069785536	1.34031558523338e-06	6.76623190238904e-07	0.000478922424436608	0.000483002246786539	1.00047892242444	7.09782439144305e-07	0.000481228630551209	7.02105771455013e-07	0.00048123157533597	7.05050556216676e-07	0	0.000478922424436608	0.000482528563139492	0.000478922424436608	0.000482717686616144	6.16036412630376e-07	0.000482522610656766	1.37872896169392e-06	0.000478922424436608	0.000481006203954519	0.000481203057819579	0.000478922424436608	0	0.00048186896992158	0.000480262740021842	0.000478922424436608	8.04529477693574e-06	8.04529477693574e-06	8.04529477693574e-06	9.63767804800991e-06	2.41270742789223e-05	2.40664534892768e-05	4.02094675570014e-05	6.90003209695056e-06	7.05050556216676e-05	0.100573709131688	6.08960871215014e-05	6.90003209695056e-06	2.36594146381435e-08	2.36594146381435e-08	3.2082006862906e-05	0	8.04214271899155e-06	2.46414565052151e-05	8.04214271899154e-06	9.65045221313531e-06	9.65045221313531e-06	9.65045221313531e-06	3.51052885727507e-05	1.60401019273193e-05	0	1.6062298997386e-05
"Dicranopteris_linearis"	0.000337219789471839	2.36594146381435e-07	0.000338566255479205	5.95955028668602e-10	2.37190101410104e-07	2.37783061689884e-07	6.62134002480811e-10	5.3714188028278e-07	2.36594146381435e-07	0.0003391258622063	2.36594146381435e-07	1.00705035165865	1.06865593499006e-06	2.67808203178024e-07	0.000337483495323368	0.000336682647591556	0	2.36594146381435e-07	0.000339019186924662	2.36594146381435e-07	0.00033915214433992	4.32739350026003e-07	0.000338952959494907	8.04950083460803e-07	2.36594146381435e-07	0.000337724191821399	7.76323772572791e-07	2.36594146381435e-07	0	2.38049779649414e-07	2.37256280383916e-07	2.36594146381435e-07	5.65253573899867e-06	5.65253573899867e-06	5.65253573899867e-06	6.7713251095841e-06	1.1919100573372e-08	1.18891530844942e-08	1.98640200744243e-08	4.84465517437571e-06	0.0336682647591556	4.96847707401013e-05	4.83427692254502e-05	4.84465517437571e-06	0.0335683450552883	0.0335683450552883	1.1285071708612e-05	0	5.6503197820777e-06	1.73095740010401e-05	5.6503197820777e-06	6.77905918989814e-06	6.77905918989814e-06	6.77905918989814e-06	1.33904101589012e-05	2.58774590857597e-08	0	7.93499265498046e-09
"Scaevola_procera"	1.9577870406688e-06	0.00016040954351707	0.000163143026101551	4.04054265786069e-07	0.000160813597782856	0.000161215621625195	4.48923249833248e-07	8.96255478578677e-07	0.00016040954351707	0.000836212316275254	0.00016040954351707	1.06865593499006e-06	1.00250531709055	0.000671006398179405	0.00183537222393664	1.06153156209012e-06	0	0.00016040954351707	0.000163361277641486	0.00016040954351707	0.000163183246791697	4.49409491609676e-07	0.000162445749576619	0.000671902653657983	0.00016040954351707	0.000833373728737143	0.000161845283273226	0.00016040954351707	0	0.00016139645495007	0.000160858466766903	0.00016040954351707	2.71972077986161e-06	2.71972077986161e-06	2.71972077986161e-06	3.26286052203102e-06	8.08108531572139e-06	8.06078108125977e-06	1.34676974949974e-05	1.19458902325036e-05	0.000106153156209012	0.0336860041385846	8.06629930720809e-05	1.19458902325036e-05	3.56218644996685e-08	3.56218644996685e-08	0.0334780229771497	0	2.72268796069144e-06	1.7976379664387e-05	2.72268796069144e-06	3.24891499153239e-06	3.24891499153239e-06	3.24891499153239e-06	0.0335503199089702	5.39484277577419e-06	0	5.37988183166899e-06
"Broussaisia_arguta"	2.80192108591051e-06	7.02105771455014e-07	4.23926534984561e-06	1.76852839157434e-09	7.03874299846588e-07	7.05633941160818e-07	1.9649180325404e-09	2.00385264044e-06	7.02105771455014e-07	0.00201895317572038	7.02105771455014e-07	8.03424609534071e-07	0.00201301919453821	1.00200895395126	4.86331172736816e-06	7.98068445470511e-07	0	7.02105771455014e-07	4.24493660783872e-06	7.02105771455014e-07	3.52163503252817e-06	7.26759961780394e-07	1.50922959449248e-06	0.00201095780389676	7.02105771455014e-07	0.00201245797811368	2.71500844002844e-06	7.02105771455014e-07	0	7.06425440957412e-07	7.04070689487554e-07	7.02105771455014e-07	5.86939172088028e-08	5.86939172088028e-08	5.86939172088028e-08	8.47853069969122e-08	3.53705678314868e-08	3.52816970580409e-08	5.89475409762121e-08	2.88421882245768e-05	7.9806844547051e-05	0.000147442212005553	0.0001803467376396	2.88421882245768e-05	2.67808203178024e-08	2.67808203178024e-08	6.72627502088528e-05	0	7.07489434639786e-08	2.90703984712158e-05	7.07489434639786e-08	3.01845918898496e-08	3.01845918898496e-08	3.01845918898496e-08	0.100447697562816	9.05002813342815e-08	0	2.35475146985804e-08
"Stenogyne_purpurea"	0.000335995470887392	0.00016041052511199	0.000498039084760946	4.04056738317355e-07	0.000160814581850307	0.000161216608152754	4.48925996931532e-07	7.61865532846238e-07	0.00016041052511199	0.000500092947493385	0.00016041052511199	0.000337483495323368	0.00183537222393664	1.62110390912272e-06	1.00216898472538	0.000335233605354546	0	0.00016041052511199	0.000498705357784038	0.00016041052511199	0.000498900498491841	6.37010592042041e-07	0.000498635946143396	2.38296944196896e-06	0.00016041052511199	0.000498027099908505	0.000161711428740638	0.00016041052511199	0	0.000161397442584202	0.000160859451108922	0.00016041052511199	8.31500830819736e-06	8.31500830819736e-06	8.31500830819736e-06	9.96078169521893e-06	8.08113476634711e-06	8.06083040763769e-06	1.3467779907946e-05	7.14418496419122e-06	0.0335233605354546	0.0336862102735179	6.85678979561614e-05	7.14418496419122e-06	1.12494498441123e-05	1.12494498441123e-05	0.0334668118983106	0	8.3117559630673e-06	2.54804236816816e-05	8.31175596306729e-06	9.97271892286793e-06	9.97271892286793e-06	9.97271892286793e-06	8.1055195456136e-05	5.39038095802128e-06	0	5.37991475280674e-06
"Labordia_degeneri"	0.00100491497262608	7.05050556216676e-07	0.00100892744132803	1.77594598543243e-09	7.06826502202109e-07	7.08593523835855e-07	1.97315932739282e-09	1.60068280324268e-06	7.05050556216676e-07	0.00101059506937477	7.05050556216676e-07	0.00101004794277467	3.18459468627037e-06	7.98068445470511e-07	0.00100570081606364	1.00100331428982	0	7.05050556216676e-07	0.00101027717703549	7.05050556216676e-07	0.00101067339013296	1.28956326307749e-06	0.00101007981929482	2.39875124871319e-06	7.05050556216676e-07	0.00100641809162777	2.31344484226692e-06	7.05050556216676e-07	0	7.09388343355253e-07	7.07023715544069e-07	7.05050556216676e-07	1.6844556502216e-05	1.6844556502216e-05	1.6844556502216e-05	2.01785488265606e-05	3.55189197086487e-08	3.54296761917928e-08	5.91947798217845e-08	1.44370724196396e-05	0.100331428982284	0.000148060616805502	0.000144061452291842	1.44370724196396e-05	3.36682647591556e-05	3.36682647591556e-05	3.36295136916636e-05	0	1.68379529505916e-05	5.15825305230995e-05	1.68379529505916e-05	2.02015963858965e-05	2.02015963858965e-05	2.02015963858965e-05	3.99034222735255e-05	7.71148280755639e-08	0	2.36462781118418e-08
"Myrsine_kauaiensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0
"Psidium_cattleianum"	1.38167374645558e-06	0.000478922424436608	0.000481883902400495	1.20635371394612e-06	0.000480128778150554	0.000481329069785536	1.34031558523338e-06	6.76623190238904e-07	0.000478922424436608	0.000483002246786539	0.000478922424436608	7.09782439144305e-07	0.000481228630551209	7.02105771455013e-07	0.00048123157533597	7.05050556216676e-07	0	1.00047892242444	0.000482528563139492	0.000478922424436608	0.000482717686616144	6.16036412630376e-07	0.000482522610656766	1.37872896169392e-06	0.000478922424436608	0.000481006203954519	0.000481203057819579	0.000478922424436608	0	0.00048186896992158	0.000480262740021842	0.000478922424436608	8.04529477693574e-06	8.04529477693574e-06	8.04529477693574e-06	9.63767804800991e-06	2.41270742789223e-05	2.40664534892768e-05	4.02094675570014e-05	6.90003209695056e-06	7.05050556216676e-05	0.100573709131688	6.08960871215014e-05	6.90003209695056e-06	2.36594146381435e-08	2.36594146381435e-08	3.2082006862906e-05	0	8.04214271899155e-06	2.46414565052151e-05	8.04214271899154e-06	9.65045221313531e-06	9.65045221313531e-06	9.65045221313531e-06	3.51052885727507e-05	1.60401019273193e-05	0	1.6062298997386e-05
"Metrosideros_polymorpha"	0.000355481694427774	8.04214271899154e-05	0.000857823177913499	2.02572864458225e-07	8.06240000543736e-05	8.08255549647391e-05	2.25067958294408e-07	0.000187102164921858	8.04214271899154e-05	0.000859270078359052	8.04214271899154e-05	0.000169509593462331	8.16806388207431e-05	7.07489434639786e-07	0.000249352678892019	0.000168379529505916	0	8.04214271899154e-05	1.0042034523728	8.04214271899154e-05	0.000438093589565517	0.000420204409939983	0.000250302773335846	0.000187809654356498	8.04214271899154e-05	0.000436610611052329	0.000268418319844589	8.04214271899154e-05	0	8.0916215867769e-05	8.06464951482098e-05	8.04214271899154e-05	7.30155982609195e-06	7.30155982609195e-06	7.30155982609195e-06	1.715646355827e-05	4.05145728916451e-06	4.04127774823695e-06	6.75203874883223e-06	1.22752868337007e-05	0.0168379529505915	0.0168884997098822	0.0168391948429673	1.22752868337007e-05	5.6503197820777e-06	5.6503197820777e-06	1.10344439237587e-05	0	0.0167367242062133	0.0168081763975993	0.0167367242062133	5.00605546671692e-06	5.00605546671692e-06	5.00605546671692e-06	3.53744717319893e-05	8.94727732815297e-06	0	2.6972071955923e-06
"Syzygium_sandwicensis"	1.38167374645558e-06	0.000478922424436608	0.000481883902400495	1.20635371394612e-06	0.000480128778150554	0.000481329069785536	1.34031558523338e-06	6.76623190238904e-07	0.000478922424436608	0.000483002246786539	0.000478922424436608	7.09782439144305e-07	0.000481228630551209	7.02105771455013e-07	0.00048123157533597	7.05050556216676e-07	0	0.000478922424436608	0.000482528563139492	1.00047892242444	0.000482717686616144	6.16036412630376e-07	0.000482522610656766	1.37872896169392e-06	0.000478922424436608	0.000481006203954519	0.000481203057819579	0.000478922424436608	0	0.00048186896992158	0.000480262740021842	0.000478922424436608	8.04529477693574e-06	8.04529477693574e-06	8.04529477693574e-06	9.63767804800991e-06	2.41270742789223e-05	2.40664534892768e-05	4.02094675570014e-05	6.90003209695056e-06	7.05050556216676e-05	0.100573709131688	6.08960871215014e-05	6.90003209695056e-06	2.36594146381435e-08	2.36594146381435e-08	3.2082006862906e-05	0	8.04214271899155e-06	2.46414565052151e-05	8.04214271899154e-06	9.65045221313531e-06	9.65045221313531e-06	9.65045221313531e-06	3.51052885727507e-05	1.60401019273193e-05	0	1.6062298997386e-05
"Rubus_argutus"	0.000355621040967191	8.04529477693574e-05	0.000437508294188676	2.02652261383772e-07	8.06556000307412e-05	8.08572339390526e-05	2.25156172004449e-07	0.000187175475945031	8.04529477693574e-05	0.000438472996763138	8.04529477693574e-05	0.00016957607216996	8.15916233958484e-05	5.86939172088028e-07	0.000249450249245921	0.00016844556502216	0	8.04529477693574e-05	0.000438093589565517	8.04529477693574e-05	1.00546339094345	5.5928886374999e-07	0.000250400918301326	0.000187762415117119	8.04529477693574e-05	0.000436660927908637	0.00026852350205457	8.04529477693574e-05	0	8.09479303759484e-05	8.06781039413619e-05	8.04529477693574e-05	0.0167577231823909	0.0167577231823909	0.0167577231823909	8.75016588377352e-06	4.05304522767544e-06	4.04286169695263e-06	6.75468516013348e-06	6.26389995375912e-06	0.016844556502216	0.0168951190315651	0.0168457928350528	6.26389995375912e-06	5.65253573899867e-06	5.65253573899867e-06	1.1034729088059e-05	0	7.30155982609195e-06	2.23715545499996e-05	7.30155982609195e-06	5.00801836602651e-06	5.00801836602651e-06	5.00801836602651e-06	2.93469586044014e-05	8.95078340181901e-06	0	2.69826434586495e-06
"Coprosma_waiemea"	2.72291810395706e-06	6.16036412630376e-07	0.00251785808761633	1.55172899906896e-09	6.17588141629445e-07	6.19132072995353e-07	1.72404373399526e-09	1.43335484087957e-06	6.16036412630376e-07	0.00252075127791119	6.16036412630376e-07	1.29821805007801e-06	1.34822847482903e-06	7.26759961780394e-07	1.91103177612612e-06	1.28956326307749e-06	0	6.16036412630376e-07	0.0025212264596399	6.16036412630376e-07	3.35573318249994e-06	1.00250948341692	1.91710228944453e-06	2.16011480265997e-06	6.16036412630376e-07	4.06571447836783e-06	2.05624540485948e-06	6.16036412630376e-07	0	6.19826544847195e-07	6.17760456364371e-07	6.16036412630376e-07	5.5928886374999e-08	5.5928886374999e-08	5.5928886374999e-08	5.03571617523266e-05	3.10345799813791e-08	3.09566036497676e-08	5.17213120198579e-08	3.60107325415885e-05	0.000128956326307749	0.000129367646652379	0.000129001935679162	3.60107325415885e-05	4.32739350026003e-08	4.32739350026003e-08	1.08642008365172e-07	0	4.20204409939983e-05	0.10037933667698	4.20204409939983e-05	3.83420457888906e-08	3.83420457888906e-08	3.83420457888906e-08	3.63379980890197e-05	6.85415134953161e-08	0	2.06608848282398e-08
