"Canthium_bibracteatum"	"Nephrosperma_vanhoutteanum"	"Psidium_cattleianum"	"Premna_serratifolia"	"Paragenipa_wrightii"	"Paraserianthes_falcataria"	"Ochna_kirkii"	"Memecylon_eleagni"	"Apis_mellifera"	"Lasioglossum_mahense"	"Hemipyrellia_germana"	"Ornidia_obesa"	"Xylocopa_caffra"	"Unidentified_sp2_M_PL_111"	"Megachile_seychellensis"	"Physiphoa_azurea"	"Lygistorrhina_sp1_M_PL_111"	"Neophyllomyza_approximatonervis"	"Unidentified_sp1_M_PL_111"	"Phelsuma_sp1_M_PL_111"	"Hemipyrellia_sp1_M_PL_111"	"Parasarcophaga_hirticeps"	"Leptotes_pirithous"	"Nectarinia_dussumieri"	"Polistes_olivaceus"	"Unidentified_sp3_M_PL_111"	"Unidentified_sp4_M_PL_111"
"Canthium_bibracteatum"	1.00402413679729	0.00135585117948368	0.00168157252087959	0.00101405587224956	0.000675929132345092	0.000673676035237275	2.11252829256229e-06	0.000673676035237275	0.0202228502480272	0.0201977118662093	0.0201394229801719	0.0201329516734253	4.22505658512459e-05	1.04296244575667e-05	2.7330555661726e-05	0.0200804827359457	2.7330555661726e-05	1.04296244575667e-05	1.04296244575667e-05	1.04296244575667e-05	1.69009312041592e-05	1.69009312041593e-05	1.04296244575667e-05	2.25309710781697e-05	1.04296244575667e-05	1.04296244575667e-05	1.04296244575667e-05
"Nephrosperma_vanhoutteanum"	0.000521481222878337	1.00749574764956	0.000390757360201637	0.0009109023844832	0.00026112380267666	0.000260253390001071	4.90901206283463e-07	0.000260253390001071	0.00780489531383062	0.00781030808623362	3.5380264870661e-05	0.00777016584807463	9.81802412566926e-06	0.00774996728961201	0.00776514899602007	1.04296244575667e-05	0.00776514899602007	0.00774996728961201	0.00774996728961201	0.00774996728961201	1.51817064080533e-05	1.51817064080533e-05	0.00774996728961202	8.70412675588865e-06	0.00774996728961201	0.00774996728961202	0.00774996728961202
"Psidium_cattleianum"	0.00210196565109948	0.00126996142065532	1.00335622288006	0.00084524077885116	0.000423314566673996	0.000421903518118416	0.00126049776743726	0.000421903518118416	0.0251920146563961	0.000122196430708858	0.0251400322313376	0.0251357138190284	0.0252099553487451	9.7689340050409e-06	2.38562803192269e-05	4.20393130219897e-05	2.38562803192269e-05	9.76893400504091e-06	9.76893400504091e-06	9.76893400504091e-06	1.4087346314186e-05	1.4087346314186e-05	9.76893400504091e-06	1.41104855557999e-05	9.76893400504091e-06	9.76893400504092e-06	9.76893400504092e-06
"Premna_serratifolia"	0.000845046560207963	0.00197362183304693	0.00056349385256744	1.00587129549847	0.000282910172559879	0.000281967138651347	7.07906849959095e-07	0.000281967138651347	8.37970368768625e-05	0.0168342312822039	0.0167955098691596	4.61699839263986e-05	1.41581369991819e-05	1.51817064080533e-05	0.0167797032980493	1.69009312041593e-05	0.0167797032980493	1.51817064080533e-05	1.51817064080533e-05	1.51817064080533e-05	0.0167645215916412	0.0167645215916413	1.51817064080533e-05	9.43033908532931e-06	1.51817064080533e-05	1.51817064080533e-05	1.51817064080533e-05
"Paragenipa_wrightii"	0.00112654855390849	0.00113153647826553	0.000564419422231994	0.000565820345119759	1.0044694798102	0.00112124821083036	7.0906962591959e-07	0.00112124821083036	0.0336397863981462	0.0336351062516757	4.60717957192989e-05	4.53455833898583e-05	1.41813925183918e-05	8.70412675588865e-06	1.8134465841218e-05	2.25309710781697e-05	1.8134465841218e-05	8.70412675588865e-06	8.70412675588865e-06	8.70412675588865e-06	9.43033908532931e-06	9.43033908532932e-06	8.70412675588865e-06	0.0334823159936733	8.70412675588865e-06	8.70412675588866e-06	8.70412675588866e-06
"Paraserianthes_falcataria"	0.00168419008809319	0.00169164703500696	0.000843807036236832	0.00084590141595404	0.00168187231624555	1.00167626607519	1.06005909074979e-06	0.00167626607519139	0.0502914806652285	0.0502844838462551	6.88773346003519e-05	6.77916471678381e-05	2.12011818149958e-05	1.30126695000535e-05	2.71110264326209e-05	3.36838017618638e-05	2.71110264326209e-05	1.30126695000535e-05	1.30126695000535e-05	1.30126695000535e-05	1.40983569325673e-05	1.40983569325673e-05	1.30126695000535e-05	5.60624105415182e-05	1.30126695000535e-05	1.30126695000535e-05	1.30126695000535e-05
"Ochna_kirkii"	1.05626414628115e-05	6.38171568168502e-06	0.00504199106974903	4.24744109975457e-06	2.12720887775877e-06	2.12011818149958e-06	1.00503145978778	2.12011818149958e-06	0.000126593038474352	6.14052415622402e-07	0.000126331820257978	0.00012631011969361	0.100629195755521	4.90901206283463e-08	1.19880805624256e-07	2.11252829256229e-07	1.19880805624256e-07	4.90901206283463e-08	4.90901206283463e-08	4.90901206283463e-08	7.07906849959096e-08	7.07906849959096e-08	4.90901206283463e-08	7.09069625919591e-08	4.90901206283463e-08	4.90901206283463e-08	4.90901206283463e-08
"Memecylon_eleagni"	0.00168419008809319	0.00169164703500696	0.000843807036236832	0.00084590141595404	0.00168187231624555	0.00167626607519139	1.06005909074979e-06	1.00167626607519	0.0502914806652285	0.0502844838462551	6.88773346003519e-05	6.77916471678381e-05	2.12011818149958e-05	1.30126695000535e-05	2.71110264326209e-05	3.36838017618638e-05	2.71110264326209e-05	1.30126695000535e-05	1.30126695000535e-05	1.30126695000535e-05	1.40983569325673e-05	1.40983569325673e-05	1.30126695000535e-05	5.60624105415182e-05	1.30126695000535e-05	1.30126695000535e-05	1.30126695000535e-05
"Apis_mellifera"	0.0168523752066893	0.0169106065132997	0.0167946764375974	8.37970368768626e-05	0.0168198931990731	0.0167638268884095	2.10988397457253e-05	0.0167638268884095	1.00312404179911	0.00270557150545563	0.000758311032355002	0.000886996003637565	0.000421976794914507	0.000130081588563843	0.000131478205845125	0.000337047504133786	0.000131478205845125	0.000130081588563844	0.000130081588563844	0.000130081588563844	1.39661728128104e-06	1.39661728128104e-06	0.000130081588563844	0.000560663106635769	0.000130081588563844	0.000130081588563844	0.000130081588563844
"Lasioglossum_mahense"	0.0168314265551745	0.0169223341868395	8.14642871392387e-05	0.0168342312822039	0.0168175531258378	0.0167614946154184	1.023420692704e-07	0.0167614946154184	0.00270557150545563	1.00298410541965	0.000619235659652035	0.000468836939719197	2.04684138540801e-06	0.000130171801437227	0.000410742322807293	0.000336628531103489	0.000410742322807293	0.000130171801437227	0.000130171801437227	0.000130171801437227	0.000280570521370065	0.000280570521370066	0.000130171801437227	0.000560585104194595	0.000130171801437227	0.000130171801437227	0.000130171801437227
