"Cassinia_vauvilliersi"	"Pratia_angulata"	"Gentiana_corymbifera"	"Wahlenbergia_albomarginata"	"Celmisia_coriacea"	"Galium_propinquum"	"Helichrysum_bellidioides"	"Celmisia_armstrongii"	"Chrysanthemum_leucanthemum"	"Craspedia_uniflora"	"Hoheria_glabrata"	"Senecio_bellidioides"	"Hebe_odora"	"Senecio_bidwilli"	"Parahebe_lyalii"	"Ranunculus_lyalii"	"Senecio_scorzoneroides"	"Ourisia_macrocarpa"	"Melangyna_sp1_M_PL_027"	"Unidentified_sp1_M_PL_027"	"Leioproctus_fulvescens"	"Avibrissina_isolata"	"Cheilosia_fulvipes"	"Cheilosia_sp1_M_PL_027"	"Lasioglossum_sp1_M_PL_027"	"Leioproctus_sp1_M_PL_027"	"Argirophenga_sp1_M_PL_027"	"Melangyna_novaezelandiae"	"Peremptor_modica"	"Unidentified_sp2_M_PL_027"	"Unidentified_sp3_M_PL_027"	"Veluta_albicincta"	"Adoxia_cheesemani"	"Apsonia_muscaria"	"Erythronychia_aliena"	"Heteria_plebeia"	"Leioproctus_sp2_M_PL_027"	"Mordella_detracta"	"Occisor_sp1_M_PL_027"	"Pilinasica_cingulata"	"Procissio_sp1_M_PL_027"	"Proscissio_cana"	"Proscissio_lateralis"	"Unidentified_sp4_M_PL_027"	"Xylota_montana"	"Zealandotachina_nigrifemorata"	"Adoxia_obscura"	"Argyrophenga_janitae"	"Asilis_pilicomis"	"Avibrissina_sp1_M_PL_027"	"Calliphora_quadrimaculata"	"Cyphon_sp1_M_PL_027"	"Eudonia_sabulosella"	"Eulalia_sp1_M_PL_027"	"Gracilicera_setosa"	"Helophilus_hochstetteri"	"Heteria_appendiculata"	"Hoplocneme_sp1_M_PL_027"	"Leioproctus_maritimus"	"Lepidomyia_decessum"	"Mallochomacquartia_setiventris"	"Medinella_flavotemorata"	"Melangyna_ortas"	"Neotachina_obtusa"	"Neotachina_sp1_M_PL_027"	"Occisor_versutus"	"Pasiphila_inductata"	"Proscissio_kumarensis"	"Protohystricia_huttoni"	"Protohystricia_orientalis"	"Rhopalomerus_sp1_M_PL_027"	"Unidentified_sp5_M_PL_027"	"Unidentified_sp6_M_PL_027"	"Unidentified_sp7_M_PL_027"	"Unidentified_sp8_M_PL_027"	"Unidentified_sp9_M_PL_027"	"Zealandotachina_varipes"	"Zorion_minutum"
"Cassinia_vauvilliersi"	1.00638577934286	0.000282560776934356	0.000797399643580596	0.000796978295780756	1.09053776536237e-06	0.000282106882746829	9.48994891071867e-05	6.55542804256155e-07	0.000376157984059871	0.000375611934936805	9.50458189212899e-05	1.53196469779428e-06	0.000421748259130241	9.42812603253549e-05	9.42968598575018e-05	6.53566466088962e-07	0	2.11941031731586e-07	0.00842127581205258	1.77262909693409e-05	2.67209994962397e-05	2.13351969233882e-05	8.47764126926345e-06	5.4128995132602e-06	1.65122298512571e-05	2.66833496649946e-05	7.94398401778203e-06	0.0083970866784841	0.0083950563675965	0.00839988804241116	6.67779604138291e-06	1.2077255973253e-06	8.00667475911042e-06	2.14819834854635e-08	0.00839498312637313	5.70325525517609e-06	0.00839451794414834	9.32758037096885e-06	5.70325525517609e-06	2.14819834854635e-08	9.33179384896726e-06	5.70325525517609e-06	1.38086506691744e-05	9.1560265716474e-06	2.14819834854635e-08	0.00839452215762634	1.18624361383983e-06	1.21170862818041e-08	1.18624361383983e-06	7.97399643580597e-06	2.35703150813387e-06	7.97399643580596e-06	2.56873433576688e-06	7.96978295780756e-06	2.56873433576688e-06	0.00838654816119053	3.13452091940922e-06	1.35779741316129e-06	0.00838654816119053	0.00838654816119053	1.18624361383983e-06	2.5532744963238e-08	3.14322866191673e-06	1.35779741316129e-06	5.37368548656959e-06	0.00838654816119054	0	1.35779741316129e-06	2.56873433576688e-06	2.56873433576688e-06	8.43496518260483e-06	0	2.56873433576688e-06	2.5532744963238e-08	3.13452091940921e-06	3.13452091940921e-06	0.00838654816119054	1.35779741316129e-06
"Pratia_angulata"	0.000308248120292025	1.00669296213739	1.3849347966557e-06	0.000306994014260787	0.000133100814991436	0.00151290376405367	0.000133083247157832	0.000306950628263435	1.36300851184341e-06	0.000306529547046413	3.23590070502404e-07	6.72704703477587e-07	0.000132074239284368	0.000132427665190395	2.45628275420699e-07	0.000131532889010949	0	2.13167711910491e-07	1.50380314494513e-05	0.00918423550247164	8.97236425938536e-06	7.47399476486687e-06	8.52670847641963e-06	1.02541121938337e-05	3.10881104701572e-06	7.4822545699781e-06	0.00916051820375342	0.00915739287572736	1.93982477087546e-05	6.96157721296792e-06	2.17842740420513e-05	7.52744750901411e-06	6.59049379851401e-06	5.86390691954121e-06	5.21021912145423e-06	0.00916856424307181	5.63867447837475e-06	3.07456285790077e-06	0.00916856424307182	5.86390691954122e-06	1.84720632594485e-08	0.00916856424307181	2.66095633585655e-06	4.73348073208078e-06	5.86390691954122e-06	2.58258368373343e-06	1.6635405894729e-06	1.47889794434929e-06	1.6635405894729e-06	1.3849347966557e-08	3.31069162975987e-06	1.3849347966557e-08	0.00915175420124899	3.06994014260788e-06	0.00915175420124899	2.56873433576687e-06	1.68100418228185e-05	4.62271529289149e-09	2.56873433576687e-06	2.56873433576688e-06	1.6635405894729e-06	1.12117450579598e-08	8.18760918068997e-09	4.62271529289149e-09	1.94715501691915e-08	2.56873433576688e-06	0	4.62271529289149e-09	0.00915175420124899	0.00915175420124899	2.64148478568736e-06	0	0.00915175420124899	1.12117450579598e-08	1.68100418228185e-05	1.68100418228185e-05	2.56873433576688e-06	4.62271529289149e-09
"Gentiana_corymbifera"	0.000956879572296715	1.52342827632127e-06	1.00463826251645	0.000788319015534161	0.00016982169262237	1.11905044182426e-06	0.000113846899134102	1.60543522961487e-06	0.000534641481157726	0.00112108675946962	0.000619390498166935	0.000422739347836356	1.28267557696923e-06	0.000113126377762898	0.000113289192393477	0.000504027649992233	0	4.85086715874184e-08	0.0101027690601205	3.13914726319684e-05	0.0100868516393933	0.0100773269962524	1.94034686349674e-06	2.49710234173515e-05	2.63428878108405e-05	0.0100779190759002	1.60523092722414e-05	1.58710359391141e-05	1.56241657747144e-05	0.0100703721467356	4.26367957704676e-06	3.33292872397488e-06	0.0100715840076641	1.90984248479861e-06	7.99964994734534e-06	2.62832417646044e-08	1.58571865911476e-05	1.67316258434407e-05	2.62832417646044e-08	1.90984248479861e-06	0.0100552310608526	2.62832417646044e-08	7.66338895664974e-06	9.30627639451789e-06	1.90984248479861e-06	0.0100543566216003	1.42308623917627e-06	1.88690769580411e-06	1.42308623917627e-06	0.0100463826251645	2.82815944407244e-06	0.0100463826251645	1.3849347966557e-08	7.88319015534161e-06	1.3849347966557e-08	7.97399643580596e-06	1.24338937980474e-08	8.84843568809907e-06	7.97399643580596e-06	7.97399643580596e-06	1.42308623917627e-06	7.04565579727261e-06	3.77630641311589e-06	8.84843568809908e-06	7.63773544511036e-06	7.97399643580596e-06	0	8.84843568809908e-06	1.3849347966557e-08	1.3849347966557e-08	2.56535115393846e-08	0	1.3849347966557e-08	7.04565579727261e-06	1.24338937980474e-08	1.24338937980474e-08	7.97399643580596e-06	8.84843568809908e-06
"Wahlenbergia_albomarginata"	0.000956373954936907	0.000337693415686866	0.000788319015534161	1.003881577719	0.000169714904523132	1.68459062595312e-06	0.00061785895455467	1.7430162667892e-06	0.000786249343038513	0.00078580445659265	0.000619075833919702	0.000674461546841142	1.23615497179768e-06	0.000113176846273824	0.000365373528422982	6.18314951049922e-07	0	4.85048745159595e-08	0.0101087023779139	1.55826759133651e-05	0.0100822836257107	0.0100691657710773	1.94019498063838e-06	2.43774251257601e-05	0.0100734680540567	0.0100691568787686	1.43206183263141e-05	0.0100498555002904	1.9220634103408e-05	2.70787510644728e-05	1.05713757624007e-05	9.6338583256842e-06	7.91410590289412e-06	1.91062139375083e-06	7.99450605724351e-06	3.08865781622958e-06	0.0100467855601478	0.0100476597176745	3.08865781622958e-06	1.91062139375083e-06	1.67271306399088e-05	3.08865781622958e-06	1.12568565714147e-05	0.0100465390141219	1.91062139375083e-06	1.58529731131492e-05	7.72323693193338e-06	1.88572116136813e-06	7.72323693193338e-06	7.88319015534161e-06	2.82942115684559e-06	7.88319015534161e-06	3.06994014260788e-06	0.01003881577719	3.06994014260788e-06	7.96978295780756e-06	1.87176736217013e-08	8.84394048456717e-06	7.96978295780756e-06	7.96978295780756e-06	7.72323693193337e-06	1.12410257806857e-05	1.21791176140994e-05	8.84394048456718e-06	1.12321334719788e-05	7.96978295780757e-06	0	8.84394048456718e-06	3.06994014260788e-06	3.06994014260788e-06	2.47230994359536e-08	0	3.06994014260788e-06	1.12410257806857e-05	1.87176736217013e-08	1.87176736217013e-08	7.96978295780756e-06	8.84394048456718e-06
"Celmisia_coriacea"	1.45405035381649e-06	0.000162678773878422	0.000188690769580411	0.000188572116136813	1.00407513012692	0.00016141394866168	0.000536290012657484	0.00261490165958725	0.000188190283554399	0.000469353248119186	4.57792964294181e-07	0.000468826346374876	0.000442489719759484	0.000160903393013378	5.77998052488188e-07	0.000160313047686426	0	0.000280766813712602	2.39302414521549e-05	0.0111872543777694	0.0111773702150642	1.82914476984562e-05	0.0112306725485041	0.0112082648915789	1.24071928249047e-05	1.31661078810806e-05	4.55396823401556e-05	3.37673619199922e-06	4.4940380269506e-06	8.60407118378859e-06	1.25196983020161e-05	0.0112004496978958	9.90256008012544e-06	0.0111937460727376	8.86191148147148e-06	3.2723862628124e-06	1.89783824764993e-06	1.89226106085805e-06	3.2723862628124e-06	0.0111937460727376	1.89344759529403e-06	3.2723862628124e-06	1.15382270173954e-05	8.58934631958669e-06	0.0111937460727376	1.89902478208592e-06	6.70362515821855e-06	0.0111563903347435	6.70362515821856e-06	1.88690769580411e-06	4.02258482533445e-06	1.88690769580411e-06	1.47889794434929e-06	1.88572116136813e-06	1.47889794434929e-06	1.21170862818041e-08	1.79348831846311e-06	6.53989948991687e-09	1.21170862818041e-08	1.21170862818041e-08	6.70362515821855e-06	7.81377243958126e-06	1.92666017496063e-08	6.53989948991687e-09	2.68843262220569e-06	1.21170862818041e-08	0	6.53989948991687e-09	1.47889794434929e-06	1.47889794434929e-06	8.84979439518969e-06	0	1.47889794434929e-06	7.81377243958126e-06	1.79348831846311e-06	1.79348831846311e-06	1.21170862818041e-08	6.53989948991687e-09
"Galium_propinquum"	0.000376142510329106	0.00184910460051004	1.24338937980474e-06	1.87176736217013e-06	0.00016141394866168	1.00593869379915	0.000536576798711589	1.28960878887622e-06	0.000374524816281877	1.28755425830088e-06	3.22118949587087e-07	3.02964358260209e-07	0.000161583562631712	0.000535282575061697	4.54507342115973e-07	0.00016078917366035	0	1.26405577789363e-07	2.86434469418572e-05	0.0112270605322057	7.19843744242785e-06	5.45946056521933e-08	5.05622311157451e-06	1.83535433939378e-06	5.38927184264244e-06	5.39989971799373e-06	1.68468584377782e-05	1.99632804158494e-05	0.011185581473206	3.16534844546871e-06	0.0111971858721287	8.51912128505619e-06	8.05189257681556e-06	1.81191130116134e-06	6.36619217204344e-06	0.0111939066395911	3.15323859303091e-06	2.33193729015169e-08	0.0111939066395911	1.81191130116134e-06	1.70355930778629e-08	0.0111939066395911	8.58202577094676e-06	6.72592765751657e-06	1.81191130116134e-06	3.14695481320726e-06	6.70720998389486e-06	1.79348831846311e-06	6.70720998389487e-06	1.24338937980474e-08	1.33820643765424e-05	1.24338937980474e-08	1.68100418228185e-05	1.87176736217013e-08	1.68100418228185e-05	3.13452091940921e-06	0.0111770965977683	4.60169927981552e-09	3.13452091940921e-06	3.13452091940921e-06	6.70720998389486e-06	5.04940597100348e-09	1.51502447371991e-08	4.60169927981553e-09	5.35035451831254e-06	3.13452091940922e-06	0	4.60169927981553e-09	1.68100418228185e-05	1.68100418228185e-05	3.23167125263423e-06	0	1.68100418228185e-05	5.04940597100348e-09	0.0111770965977683	0.0111770965977683	3.13452091940922e-06	4.60169927981553e-09
"Helichrysum_bellidioides"	0.00014234923366078	0.000182989464842019	0.000142308623917627	0.000772323693193337	0.000603326264239669	0.000603648898550538	1.00555926766097	0.000422422479180786	0.000141941968807329	0.000141892104536344	0.000141570182491601	1.3479822449165e-06	0.000181522507331113	0.000742007084891771	0.00014093320858913	0.000180748500904331	0	4.10242660408035e-07	0.0126091485669438	0.0126157832738078	1.9927187176415e-05	1.11958196066632e-05	1.64097064163214e-05	1.47877284392119e-05	1.44712193338529e-05	1.32010956474478e-05	9.72517749971762e-06	1.05730211352461e-05	9.92119600926796e-06	4.63635991782103e-06	0.0125947482328683	0.0125822290777658	1.04605112843929e-05	1.27382320036584e-05	4.81669376046209e-06	8.37075057336776e-06	8.9094805457732e-06	9.74566811038483e-06	8.37075057336777e-06	1.27382320036584e-05	3.44551741762772e-06	8.37075057336776e-06	5.65819255815553e-06	0.012577214082694	1.27382320036584e-05	2.60932985301611e-06	0.0125694908457621	6.70362515821855e-06	0.0125694908457621	1.42308623917627e-06	1.85501771222943e-05	1.42308623917627e-06	1.6635405894729e-06	7.72323693193337e-06	1.6635405894729e-06	1.18624361383983e-06	6.70720998389487e-06	2.02243117845144e-06	1.18624361383983e-06	1.18624361383983e-06	0.0125694908457621	2.24663707486084e-08	4.69777361963766e-06	2.02243117845144e-06	2.02774241153327e-06	1.18624361383983e-06	0	2.02243117845144e-06	1.6635405894729e-06	1.6635405894729e-06	3.63045014662226e-06	0	1.6635405894729e-06	2.24663707486084e-08	6.70720998389486e-06	6.70720998389486e-06	1.18624361383983e-06	2.02243117845144e-06
"Celmisia_armstrongii"	1.12378766443912e-06	0.000482350987271113	2.29347889944982e-06	2.49002323827028e-06	0.00336201641946932	1.65806844284086e-06	0.000482768547635184	1.00383513192143	1.9503872097588e-06	0.000840743915690569	2.05805971131086e-07	0.000362636634777209	0.000362769495699541	1.19510367246274e-06	3.55844533461412e-07	7.90531222711812e-07	0	0.000360529148182956	1.81749759670161e-05	5.51185708643715e-05	5.54860069698675e-05	1.81024063013388e-05	0.0144211659273182	0.0143959121938659	6.10856830421001e-06	1.20863250628105e-05	0.0143568975209341	4.41927410477829e-06	5.56505543270168e-08	1.20429270532063e-05	6.08290741994961e-06	0.0143838922294314	6.24613501300889e-08	0.0143778576225859	7.26475481119447e-06	4.40343195789016e-06	3.42651295863622e-08	2.78403176845755e-08	4.40343195789017e-06	0.014377857622586	2.58748742963709e-08	4.40343195789017e-06	7.28325258841594e-06	6.05950707782252e-06	0.014377857622586	3.22996861981576e-08	6.03460684543981e-06	3.73557379941036e-05	6.03460684543981e-06	2.29347889944982e-08	2.98775918115685e-08	2.29347889944982e-08	4.38500897519193e-06	2.49002323827028e-08	4.38500897519193e-06	9.36489720365935e-09	1.84229826982317e-08	2.94008530187266e-09	9.36489720365935e-09	9.36489720365935e-09	6.0346068454398e-06	6.04394391295347e-06	1.18614844487137e-08	2.94008530187266e-09	2.78626744251258e-08	9.36489720365936e-09	0	2.94008530187266e-09	4.38500897519193e-06	4.38500897519193e-06	7.25538991399082e-06	0	4.38500897519193e-06	6.04394391295347e-06	1.84229826982317e-08	1.84229826982317e-08	9.36489720365936e-09	2.94008530187266e-09
"Chrysanthemum_leucanthemum"	0.000644842258388352	2.14187051861106e-06	0.000763773544511036	0.00112321334719788	0.000241958935998513	0.000481531906648128	0.000162219392922662	1.9503872097588e-06	1.00374831341739	0.000761669235578868	0.000162102841660454	0.00060273869783664	0.000720953242946029	0.000161192924125067	0.000521186566434754	7.92073996734565e-07	0	4.29457648008807e-07	0.0144001323696751	2.85744927641047e-05	0.0143817465558314	3.97965029607312e-05	1.71783059203523e-05	2.36429293402729e-05	0.0143779122842321	0.0143690124782452	1.09283233042924e-05	1.66252905087175e-05	0.0143499856602533	2.38924100113781e-05	1.14079200329725e-05	4.74403770816409e-06	7.67733914494711e-06	2.71629529663082e-06	1.97927503454902e-05	5.36982606848173e-06	1.66058189585484e-05	1.35478883528424e-05	5.36982606848174e-06	2.71629529663082e-06	9.95349032597401e-06	5.36982606848174e-06	0.0143536806851073	1.3259875883512e-05	2.71629529663082e-06	1.301142093168e-05	2.02774241153327e-06	2.6884326222057e-06	2.02774241153328e-06	7.63773544511037e-06	4.02982310312667e-06	7.63773544511037e-06	1.94715501691915e-08	1.12321334719788e-05	1.94715501691915e-08	5.3736854865696e-06	5.35035451831255e-06	2.31575488086363e-06	5.3736854865696e-06	5.3736854865696e-06	2.02774241153327e-06	1.0045644963944e-05	1.73728855478251e-05	2.31575488086363e-06	0.0143392616202484	5.3736854865696e-06	0	2.31575488086363e-06	1.94715501691915e-08	1.94715501691915e-08	1.44190648589206e-05	0	1.94715501691915e-08	1.0045644963944e-05	5.35035451831254e-06	5.35035451831254e-06	5.3736854865696e-06	2.31575488086363e-06
"Craspedia_uniflora"	0.000643906174177379	0.000481689288215793	0.00160155251352803	0.00112257779513236	0.00060345417615324	1.6554269035297e-06	0.000162162405184394	0.000840743915690569	0.000761669235578868	1.00243233555976	0.000162273267065712	0.000961956839090077	1.53442461828889e-06	0.00016060173664464	0.000161378000005379	1.0495096167677e-06	0	4.69833640628486e-07	0.0143776896431965	1.72276710173237e-05	0.0143813218891209	0.0143637358536395	1.87933456251394e-05	0.0143552102243216	4.35186476827022e-05	0.0143585842287343	0.0143368515574643	2.09706562653695e-05	1.6265267496771e-05	0.0143418433464882	6.06046711318236e-06	2.07427038335157e-05	1.60680006161187e-05	1.87156737687108e-05	5.39657327717727e-06	4.39738716149592e-06	1.65916627361351e-05	1.35439674808337e-05	4.39738716149592e-06	1.87156737687108e-05	1.83337146647905e-05	4.39738716149592e-06	1.09116775720639e-05	1.32528080161285e-05	1.87156737687108e-05	2.13814099200918e-05	2.02703006480492e-06	6.70504640170266e-06	2.02703006480492e-06	1.60155251352803e-05	4.015043416116e-06	1.60155251352803e-05	4.37899352923448e-06	1.12257779513236e-05	4.37899352923448e-06	5.36588478481149e-06	1.83936322614411e-08	2.31818952951018e-06	5.36588478481149e-06	5.36588478481149e-06	2.02703006480492e-06	1.60326139848346e-05	5.37926666684598e-06	2.31818952951018e-06	1.08809890796981e-05	5.3658847848115e-06	0	2.31818952951018e-06	4.37899352923448e-06	4.37899352923448e-06	3.06884923657778e-08	0	4.37899352923448e-06	1.60326139848346e-05	1.83936322614411e-08	1.83936322614411e-08	5.3658847848115e-06	2.31818952951018e-06
