"Nephrosperma_vanhoutteanum"	"Paragenipa_wrightii"	"Erythroxylum_sechellarum"	"Roscheria_melanochaetes"	"Memecylon_eleagni"	"Dillenia_ferruginea"	"Nepenthes_pervillei"	"Apis_mellifera"	"Lasioglossum_mahense"	"Hemipyrellia_germana"	"Unidentified_sp5_M_PL_119"	"Unidentified_sp2_M_PL_119"	"Parasarcophaga_hirticeps"	"Phelsuma_sp1_M_PL_119"	"Hemipyrellia_sp1_M_PL_119"	"Lygistorrhina_sp1_M_PL_119"	"Ornidia_obesa"	"Unidentified_sp1_M_PL_119"	"Unidentified_sp4_M_PL_119"	"Cratopus_aurostriatus"	"Dichaetomyia_fasciculifera"	"Nectarinia_dussumieri"	"Rhiparida_seychellensis"	"Unidentified_sp3_M_PL_119"
"Nephrosperma_vanhoutteanum"	1.00718483222751	0.000470883551306182	0.00103211584248567	0.000470096120618379	0.000188496444470319	0.000190241967691649	0.000564343946928713	0.0112532077280411	0.0112390268566253	2.8289470089025e-05	1.17720887826545e-05	0.0111909425803057	3.47509155229312e-05	0.0111909425803057	0.0112050511789789	0.0111909425803057	2.53983660420046e-05	0.0112115848971554	1.56698706872793e-05	0.0111909425803057	1.41085986732178e-05	1.17720887826545e-05	4.75604919229122e-06	0.0111909425803057
"Paragenipa_wrightii"	0.00105948799043891	1.00608177455819	0.00105565536540182	0.00105488195859571	0.000421922655503659	0.000424570450056774	2.71712282188228e-06	0.0252518026860253	0.0252200922919987	3.17783220971494e-05	0.0251520443639548	1.17720887826545e-05	2.11810353785836e-05	1.17720887826546e-05	1.18400168532016e-05	1.17720887826546e-05	3.17273685594558e-05	3.28851960906911e-05	3.51627319531902e-05	1.17720887826546e-05	6.79280705470569e-08	0.0251520443639548	1.06142612514193e-05	1.17720887826546e-05
"Erythroxylum_sechellarum"	0.0018578085164742	0.00084452429232146	1.00385585203475	0.000843112044340989	0.000339159659929129	0.00134807077737905	0.0010124827758172	0.020197635952095	0.0201469761996641	7.59718218263626e-05	2.11131073080365e-05	2.06423168497133e-05	0.0201024291100904	2.06423168497133e-05	4.59543862451433e-05	2.06423168497133e-05	0.0201108188101294	0.0200977593575447	2.81037348113663e-05	2.06423168497133e-05	2.531206939543e-05	2.11131073080365e-05	3.37017694344762e-05	2.06423168497133e-05
"Roscheria_melanochaetes"	0.00141028836185514	0.00140650927812761	0.00140518674056831	1.00474863886127	0.000561622798964737	0.000565147288035439	3.61677218431153e-06	0.0336127674549768	0.0335705576328276	4.23002414537306e-05	3.51627319531902e-05	1.56698706872793e-05	2.81941541159741e-05	1.56698706872793e-05	1.57602899918871e-05	1.56698706872793e-05	4.22324170122523e-05	4.37736054986456e-05	0.0334916212953758	1.56698706872793e-05	9.04193046077881e-08	3.51627319531902e-05	1.4128682200886e-05	1.56698706872793e-05
"Memecylon_eleagni"	0.000848234000116437	0.000843845311007318	0.000847899149822822	0.000842434198447106	1.0025120959937	0.00252240290373864	0.00168409854417799	0.0502642249502218	7.55600779433922e-05	0.0502307673358829	2.1096132775183e-05	9.42482222351597e-06	5.90604466009061e-05	9.42482222351597e-06	5.15272858279656e-05	9.42482222351597e-06	8.00180555899224e-05	2.63828052199724e-05	2.80811399482369e-05	9.42482222351597e-06	4.21024636044496e-05	2.1096132775183e-05	6.30600725934659e-05	9.42482222351597e-06
"Dillenia_ferruginea"	0.00042804442730621	0.000424570450056774	0.00168508847172381	0.000423860466026579	0.00126120145186932	1.00503175562393	0.000846489210096627	0.0252520547252708	6.32007620790727e-05	0.0252100161934442	1.06142612514193e-05	4.75604919229122e-06	5.48639996868919e-05	4.75604919229122e-06	2.59182794447069e-05	4.75604919229122e-06	0.0251594956600327	3.84578186267674e-05	1.4128682200886e-05	4.75604919229122e-06	2.11622302524157e-05	1.06142612514193e-05	0.0251257938905983	4.75604919229122e-06
"Nepenthes_pervillei"	0.0012697738805896	2.71712282188228e-06	0.0012656034697715	2.71257913823364e-06	0.000842049272088993	0.000846489210096626	1.0058716645665	0.000102843709300668	3.95790154438026e-05	0.0252100563080195	6.79280705470569e-08	1.41085986732178e-05	0.025172103683558	1.41085986732178e-05	0.0251609002128358	1.41085986732178e-05	4.64742996478456e-05	3.94206680686478e-05	9.04193046077881e-08	1.41085986732178e-05	0.0251467916141626	6.79280705470569e-08	2.11622302524157e-05	1.41085986732178e-05
"Apis_mellifera"	0.0168798115920617	0.0168345351240168	0.0168313632934125	0.0168063837274884	0.0167547416500739	0.0168347031501805	6.8562472867112e-05	1.00276386155828	0.00150525689701897	0.00126031872307989	0.000420863378100421	0.000187553462134018	0.000338341327689928	0.000187553462134018	0.000189267523955696	0.000187553462134018	0.000757494844622764	0.000524180728002269	0.000560212790916279	0.000187553462134018	1.7140618216778e-06	0.000420863378100421	0.000420867578754513	0.000187553462134019
"Lasioglossum_mahense"	0.0252878104274069	0.0252200922919987	0.0251837202495801	0.0251779182246207	3.77800389716961e-05	6.32007620790727e-05	3.95790154438026e-05	0.00225788534552845	1.00225441632453	4.45849638665669e-06	0.000630502307299966	0.000280975671415633	0.000504663880377697	0.000280975671415633	0.000281965146801728	0.000280975671415633	0.000505254424043579	0.000784650076407235	0.000839263940820691	0.000280975671415633	9.89475386095066e-07	0.000630502307299967	1.58001905197682e-06	0.000280975671415633
"Hemipyrellia_germana"	8.4868410267075e-05	4.23710961295325e-05	0.000126619703043938	4.23002414537306e-05	0.0334871782239219	0.0336133549245922	0.0336134084106926	0.00252063744615978	5.94466184887559e-06	1.00335502799458	1.05927740323831e-06	9.42982336300834e-07	0.000842867604328194	9.42982336300834e-07	0.000841278192603616	9.42982336300834e-07	0.000842866267175684	3.47537639717959e-06	1.41000804845769e-06	9.42982336300834e-07	0.000840335210267315	1.05927740323831e-06	0.000840333873114805	9.42982336300834e-07
