"R1"	"R2"	"R3"	"R4"	"R5"	"R6"	"R7"	"R8"	"R9"	"R10"	"R11"	"R12"	"R13"	"R14"	"R15"	"R16"	"R17"	"R18"	"R19"	"R20"	"R21"	"R22"	"R23"	"C1"	"C2"	"C3"	"C4"	"C5"	"C6"	"C7"	"C8"	"C9"	"C10"	"C11"	"C12"	"C13"
"R1"	1.00084287550216	0.000733569347779437	0.000533391530447255	0.000844787190167095	0.000758585520387416	0.000260046386139466	0.000540487009474602	7.47569105934547e-05	7.59417842186166e-05	0.000608182639223453	8.67295612955961e-05	0.000290998641727389	0.000328337460379812	0.000844787190167095	0.000732873090863545	0.000533386453823351	0.000658773162379335	0.000348087148013696	7.53370613993539e-05	0.000186596100997871	0.000405790336384124	7.47569105934547e-05	0.000261933162397225	0.0112000181301413	0.0112101391476456	0.000108504074709023	0.011196478914471	0.0112063136344529	7.1709603387459e-05	0.011179991559777	0.0111926072945904	0.0111732887912965	3.28491054622588e-05	4.07451247078264e-05	0.0112135365890182	0.0111839190404417
"R2"	0.000550177010834578	1.00096003325272	0.00053101397441133	0.000840945339393769	0.000728546927981154	0.000241993906771591	0.000488693370535083	5.62077710362566e-05	0.000222894331804898	0.000579612499162971	0.000111696052851218	0.000294683394990041	0.000369298557403176	0.000840945339393769	0.000709300681551056	0.000440061076291132	0.000820481829844837	0.000308125959200854	0.000103148077912952	0.000140206682298259	0.000463381533377034	5.62077710362566e-05	0.000243354760211211	0.00842025586865359	0.00843070348404584	0.00844980984347641	0.00841784642814762	0.00842625186427055	0.00840796233308237	6.5525942641995e-05	0.00841324087249849	0.00839597953269058	0.00836944596650187	0.00838202209245295	0.00843116565543849	0.00839989112620025
"R3"	0.000600065471753162	0.000796520961616995	1.00091936085323	0.000921677933904404	0.000574503880952043	0.000361933179019178	0.000468352770901401	4.61608294536309e-07	7.11525279721204e-05	0.000544460014387524	0.00016702765452079	0.000188151978538871	0.000354990239039536	0.000921677933904404	0.000670865623708823	0.000669180386293973	0.000921241333523443	0.000251988277070123	0.000154133440498333	1.00922718661421e-06	0.000386650528711373	4.61608294536309e-07	0.000155142667684947	0.0125899292200728	0.0126022721439603	0.0126212927169476	0.0125982170143516	0.0125997921936432	7.22536287170069e-05	0.0125729599093063	0.012588841059541	5.85902083195138e-05	0.0125418659054578	4.00838763957161e-05	6.92412441804463e-05	5.47618892077898e-05
"R4"	0.000633590392625321	0.000840945339393768	0.000614451955936269	1.00092436162632	0.000692776913404164	0.000242022954483643	0.00045290855894331	5.6182756027365e-05	0.00010370412651995	0.000579650219788063	0.000111694839939373	0.000294714166418202	0.000369304885660221	0.000924361626323678	0.000673542963765194	0.000523476331604849	0.000784771451210555	0.000308116017247438	0.000103138900997162	0.000140187174521384	0.000427598068330604	5.6182756027365e-05	0.000243326075518546	0.00842269242475593	0.00843217948692571	0.00844638679517838	0.00842016095115634	0.00842824203525987	0.00840791810554368	0.00840132863381702	0.00841516628651824	0.00839581890522469	0.00837056217363631	4.17899585782434e-05	0.00842741340410474	0.00840044184940186
"R5"	0.000620660880316977	0.000794778466888532	0.000417821004328758	0.000755756632804542	1.00088515172148	0.000193740275313862	0.000553678668344289	6.12823178123704e-05	0.000243037035883893	0.000561814072149488	5.17374292088722e-05	0.00032123896384565	0.000332530869924293	0.000755756632804542	0.00079415650434905	0.000500531991983538	0.000733496386722582	0.000335880973455924	0.000112414284733927	0.000152874599692503	0.00059609918672642	6.12823178123704e-05	0.00026528888442643	0.00917697157383428	0.00919108804094192	0.00920526560297655	7.76184172258732e-05	0.00918201844460232	0.00916665066247505	0.00915925195265526	0.00917004000865399	0.00915550568483393	3.11100092951282e-05	0.00914300475273796	0.00919234767185555	0.00915922818801322
"R6"	0.000585104368813798	0.000725981720314771	0.000723866358038356	0.00072606886345093	0.000532785757113121	1.0007212519213	0.000514987072433275	4.68934641190121e-07	0.000140683222500501	0.000724150467643433	0.000332821467554557	0.000181213024633194	0.000513922935104863	0.00072606886345093	0.000725463806505718	0.000723839545835751	0.00072567079850709	0.000141888885455307	0.000140263957588423	9.72899248538395e-07	0.000351829439395425	4.68934641190121e-07	0.000141236856836961	8.47637203849081e-05	9.36756050715978e-05	0.0251351016398302	0.0251136618199928	0.0251063945791138	7.1402588395342e-05	6.61977440857074e-05	0.0250918876676893	5.22442551669847e-05	3.37963321281067e-05	4.02384013289187e-05	7.03401961785182e-05	5.03964607348274e-05
"R7"	0.000608047885658927	0.000733040055802624	0.000468352770901401	0.000679362838414965	0.000761308168973398	0.000257493536216637	1.00085574904524	8.41008681288169e-05	0.000333597716168877	0.000552529880018348	0.000166967827782879	9.16562418021337e-05	0.000342141141172041	0.000679362838414965	0.000732373539977965	0.000468346185763621	0.000648856361547896	0.000364613397737064	0.000154173469235898	0.000209849166410808	0.000460963661863213	8.41008681288169e-05	0.000364022635646706	7.67990717464918e-05	0.0126028966109365	0.0126277485293378	0.0125857770072525	0.0125866410052627	6.3481501706525e-05	0.012566547215608	7.45355789687203e-05	5.25416887609522e-05	2.91844849374288e-05	0.0125539882680617	0.0126151302193225	0.0125748298281991
"R8"	0.000672812195341092	0.000674493252435079	3.69286635629047e-06	0.00067419307232838	0.000674105495936074	1.87573856476049e-06	0.000672806945030535	1.00066855583708	0.000669857505807288	0.000673050346821883	1.05022392791723e-06	1.83011276649644e-06	0.000671028103560034	0.00067419307232838	0.000673449567938804	3.78984643840106e-06	5.23275205159756e-06	0.000671344461503484	1.15863928652828e-06	0.000669656134483922	3.46332017382337e-06	0.000668555837079442	0.00067081477377045	6.88594052943973e-05	8.29177148731869e-05	0.000109053813727266	5.77680229373247e-05	6.38894963413283e-05	4.79601401780117e-05	3.9563410043994e-05	4.42993309857668e-05	3.67263192439668e-05	1.69510596117486e-05	4.87069944997772e-05	0.100283375561916	0.000110029740448
"R9"	0.00022782535265585	0.000891577327219592	0.000189740074592321	0.0004148165060798	0.000891135798240943	0.000187577630000668	0.000889593909783671	0.000223285835269096	1.00088660750799	0.000413248388491547	0.000186546593745783	2.08480889059463e-06	0.000411375919690877	0.0004148165060798	0.000890988802528049	0.000189829815349285	0.000668158754077329	0.000411115069945771	0.000186636122133902	0.000223989585697541	0.000666148249442745	0.000223285835269096	0.000410625707831443	6.36170748626383e-05	9.6942465550437e-05	0.0334781710254418	7.23781130215966e-05	7.12041380860355e-05	6.00080332874994e-05	5.710125552786e-05	6.26922322267612e-05	4.87186393137221e-05	2.27893409188427e-05	0.0334132283586549	0.0334928752903644	7.03750428444685e-05
"R10"	0.000608182639223453	0.000772816665550628	0.000483964457233355	0.000772866959717417	0.000686661643738263	0.00032184465228597	0.000491137671127421	7.47833718690981e-05	0.000137749462830516	1.00077102516467	0.000148557297887083	0.000268475185654342	0.00049120312329114	0.000772866959717417	0.00066097989207248	0.000585019128371461	0.000586810629256871	0.000409913163436533	0.000137139850322178	0.000186620990173084	0.000333846980221815	7.47833718690981e-05	0.000323760840495262	0.0111998019823653	0.0112107628609946	0.0112322576247984	0.0112002626629664	0.0112057890562928	0.0111835658210755	6.14953879326431e-05	0.0111895204796155	5.51458907444373e-05	3.07054526744492e-05	3.95261798776378e-05	0.0112175057803647	0.0111837618303986
