"R1"	"R2"	"R3"	"R4"	"R5"	"R6"	"R7"	"R8"	"R9"	"R10"	"R11"	"R12"	"R13"	"R14"	"R15"	"R16"	"R17"	"R18"	"R19"	"R20"	"R21"	"R22"	"R23"	"C1"	"C2"	"C3"	"C4"	"C5"	"C6"	"C7"	"C8"	"C9"	"C10"	"C11"	"C12"	"C13"
"R11"	0.000390283025830182	0.000670176317107309	0.000668110618083159	0.000670169039636239	0.000284555860648797	0.000665642935109114	0.000667871311131515	5.25111963958613e-07	0.000279819890618674	0.000668507840491874	1.00066428407637	2.28922047475161e-06	0.000666654601650363	0.000670169039636239	0.00066962458618862	0.000668054878879294	0.000669723355494729	0.000280990753786341	0.000279353732107885	1.04647232643988e-06	0.000282232117074246	5.25111963958613e-07	0.000280400204434325	7.67714157621477e-05	9.89612457149441e-05	0.0501649182845613	0.0501267111672996	9.61410654532927e-05	6.24956272823765e-05	5.93510713860498e-05	8.06564209115488e-05	3.99426444393049e-05	3.11940635033989e-05	4.20551729451521e-05	7.87667945937919e-05	5.21360362481267e-05
"R12"	0.000654746943886625	0.000884050184970122	0.000376303957077742	0.000884142499254605	0.000883407150575537	0.000181213024633193	0.000183312483604267	4.5752819162411e-07	1.56360666794597e-06	0.000604069167722268	1.14461023737581e-06	1.00087938443179	0.000602289409082537	0.000884142499254605	0.000883528567847298	0.000603786839325835	0.000883767856573688	0.000195195483206828	1.0925339769917e-06	9.61681873378747e-07	0.000509937897214728	4.5752819162411e-07	2.05421585037044e-06	0.0251083647563394	8.60242039698565e-05	9.34270710946775e-05	8.13242239571432e-05	0.0251112825783362	0.0250997669082717	6.79353476945015e-05	8.42532317813876e-05	0.0250827445023639	3.48408459007119e-05	4.10927434723779e-05	6.86292287436165e-05	5.04153681754637e-05
"R13"	0.000492506190569718	0.000738597114806351	0.000473320318719381	0.000738609771320441	0.000609639928194537	0.000342615290069909	0.000456188188229388	0.000111838017260006	0.000205687959845438	0.00073680468493671	0.000222218200550121	0.000401526272721691	1.00073496610852	0.000738609771320441	0.000737974111222918	0.000624945249254487	0.000626737679124129	0.000335238359063664	9.38728799756098e-05	0.00011244655488856	0.000248509998296785	0.000111838017260006	0.00020631943486417	0.0167594601459342	8.96100123636611e-05	0.0167895863807734	0.0167625536854016	0.0167670231133576	0.0167449167265954	5.87119206337645e-05	7.59166452108835e-05	5.54743814559857e-05	3.00792580608174e-05	4.02123884573211e-05	0.0167757025890008	6.08537628554873e-05
"R14"	0.000633590392625321	0.000840945339393768	0.000614451955936269	0.000924361626323678	0.000692776913404164	0.000242022954483643	0.00045290855894331	5.6182756027365e-05	0.00010370412651995	0.000579650219788063	0.000111694839939373	0.000294714166418202	0.000369304885660221	1.00092436162632	0.000673542963765194	0.000523476331604849	0.000784771451210555	0.000308116017247438	0.000103138900997162	0.000140187174521384	0.000427598068330604	5.6182756027365e-05	0.000243326075518546	0.00842269242475593	0.00843217948692571	0.00844638679517838	0.00842016095115634	0.00842824203525987	0.00840791810554368	0.00840132863381702	0.00841516628651824	0.00839581890522469	0.00837056217363631	4.17899585782434e-05	0.00842741340410474	0.00840044184940186
"R15"	0.000599623437979264	0.000773782561692062	0.000487902271788235	0.000734774142289303	0.00079415650434905	0.000263805020547534	0.000532635301802156	6.12226879944368e-05	0.000242996946144013	0.000540801729877483	0.000121749924761567	0.000321283115580836	0.000402531333394319	0.000734774142289303	1.00086417078932	0.000570609240835968	0.000803590072650546	0.000244807561559736	0.000112412684446926	6.17985351825514e-05	0.000596148188904179	6.12226879944368e-05	0.000174211219629478	0.00917752445093358	0.00918793377617173	0.00920876266904066	0.00917671718025216	0.00918588136648861	0.00916838344135945	0.0091606046141036	0.00917299889446862	0.00915519554482689	3.20985664130983e-05	0.00914301258806566	0.00918340319916551	5.75847188114636e-05
"R16"	0.00060005976055127	0.000660091614436698	0.000669180386293973	0.000785214497407274	0.000688231488977364	0.000361919772917876	0.000468346185763621	4.73730804800132e-07	7.11861807559819e-05	0.000658146519417894	0.000167013719719824	0.000301893419662917	0.000468708936940865	0.000785214497407274	0.000784587706149456	1.00078285061899	0.000784795714005924	0.000251995801985924	0.000154126818795749	1.01020651221076e-06	0.000500351767403327	4.73730804800132e-07	0.00015513702530796	0.0125916409681354	0.0126008687933141	0.0126217848312578	0.0125960500743353	0.0126015033737407	0.0125787168489857	0.0125714306081437	0.0125874377777028	6.04739922008081e-05	3.4086933063398e-05	4.13996177602333e-05	7.10596207200198e-05	5.3647570741063e-05
"R17"	0.000538996223764911	0.000895071087103459	0.000669993697107959	0.000856114310411515	0.000733496386722582	0.000263880290366215	0.000471895535671198	4.75704731963414e-07	0.000182225114748363	0.000480117787573803	0.000121767882817224	0.00032137012966316	0.000341856915885888	0.000856114310411515	0.000803590072650546	0.000570760519277036	1.00098571381881	0.000184023586851713	0.000112412075674711	9.97538919912609e-07	0.000596251792523153	4.75704731963414e-07	0.000113409614594624	0.00917981639342166	0.00918895694601014	0.00920742528623581	0.00918001761506875	0.00918863162313968	0.00917029003629039	0.00916402706231449	0.00917751894318778	0.00915811211938123	0.00912997254440542	0.00914179331205624	7.13557097945122e-05	5.21834187949194e-05
"R18"	0.000626556866424654	0.000739502302082051	0.000403181243312196	0.000739478441393851	0.000738938141603033	0.000113511108364245	0.000583381436379302	0.000134268892300697	0.000246669041967462	0.00073784369418576	0.000112396301514536	0.000156156386565462	0.000402286030876397	0.000739478441393851	0.000538576635431419	0.000403193283177479	0.00040485189107377	1.00073559763723	0.000245897240156506	0.000335205460769027	0.000248668031581172	0.000134268892300697	0.000581102700925533	0.0200843417197114	0.0201114001408029	0.0201278230592076	7.47580985731166e-05	7.97598126306449e-05	6.11806589162807e-05	5.55049760745407e-05	6.54112682816534e-05	4.81994553868322e-05	2.72073971523513e-05	4.05237314261808e-05	0.0201403338451045	0.020093656846833
"R19"	0.000339016776297092	0.000618888467477714	0.000616533761993331	0.000618833405982975	0.000618278566036598	0.000280527915176846	0.000616693876943593	5.79319643264141e-07	0.000279954183200853	0.000617129326449799	0.000279353732107885	2.18506795398339e-06	0.000281618639926829	0.000618833405982975	0.000618269764458095	0.000616507275182996	0.000618266416210911	0.000614743100391265	1.00061291231894	1.25067962559561e-06	0.000615891782821067	5.79319643264141e-07	0.000614162998564385	7.54132374943781e-05	0.0501331717852099	0.0501644112667302	8.61325924976172e-05	7.78402468277689e-05	6.04433044319694e-05	6.28628358792621e-05	7.41817567086448e-05	4.49531800472603e-05	2.8798569804016e-05	4.78582897472168e-05	8.68979464896211e-05	6.71359982331464e-05
"R20"	0.000839682454490422	0.000841240093789555	4.03690874645683e-06	0.000841123047128302	0.000840810298308764	1.94579849707679e-06	0.000839396665643231	0.000334828067241961	0.000335984378546311	0.000839794455778879	1.04647232643988e-06	1.92336374675749e-06	0.000337339664665681	0.000841123047128302	0.000339891943504033	4.04082604884305e-06	5.48646405951935e-06	0.000838013651922567	1.25067962559561e-06	1.00083620139463	3.57028367878353e-06	0.000334828067241961	0.00083745207425813	7.3005096376837e-05	9.88769827495675e-05	0.000106469953307728	5.91464361593809e-05	6.67859266213529e-05	4.69155609817154e-05	4.4776490249816e-05	5.06740605152697e-05	4.12414784529162e-05	2.11293898723777e-05	3.95368094626328e-05	0.0502242100862941	0.0501373327390573
"R21"	0.000521730432493873	0.000794368342932058	0.000441886318527283	0.00073302525999532	0.000936727293427231	0.000201045393940243	0.000526815613557958	4.9476002483191e-07	0.000285492106904034	0.000429231831713763	8.06377477354987e-05	0.000291393084122702	0.000213008569968673	0.00073302525999532	0.000936804296849423	0.000571830591318088	0.000936967102536384	0.00017762002255798	0.000175969080806019	1.02008105108101e-06	1.00093443298867	4.9476002483191e-07	0.0001769891618571	8.20118911143617e-05	0.0143900486278443	0.0144063761916703	7.83021782973697e-05	9.00708206811826e-05	0.0143662022352857	0.0143618840655407	0.0143717139839854	0.0143565319722923	3.2878285589611e-05	0.0143473346514501	7.42140037247864e-05	5.25321026249099e-05
"R22"	0.000672812195341092	0.000674493252435079	3.69286635629047e-06	0.00067419307232838	0.000674105495936074	1.87573856476049e-06	0.000672806945030535	0.000668555837079442	0.000669857505807288	0.000673050346821883	1.05022392791723e-06	1.83011276649644e-06	0.000671028103560034	0.00067419307232838	0.000673449567938804	3.78984643840106e-06	5.23275205159756e-06	0.000671344461503484	1.15863928652828e-06	0.000669656134483922	3.46332017382337e-06	1.00066855583708	0.00067081477377045	6.88594052943973e-05	8.29177148731869e-05	0.000109053813727266	5.77680229373247e-05	6.38894963413283e-05	4.79601401780117e-05	3.9563410043994e-05	4.42993309857668e-05	3.67263192439668e-05	1.69510596117486e-05	4.87069944997772e-05	0.100283375561916	0.000110029740448
"R23"	0.000589349615393757	0.000730064280633634	0.000310285335369894	0.000729978226555638	0.000729544432172681	0.000141236856836961	0.000728045271293412	0.000167703693442612	0.000307969280873582	0.000728461891114339	0.000140200102217162	2.05421585037044e-06	0.000309479152296255	0.000729978226555638	0.000479080853981064	0.00031027405061592	0.000311876440135215	0.000726378376156916	0.000307081499282193	0.000418726037129065	0.000309731033249925	0.000167703693442612	1.00072580753641	7.42091669356075e-05	0.0251160243839797	0.025135440610019	7.2639514328499e-05	7.23130867245609e-05	5.36794327068424e-05	5.3819663064539e-05	6.24279086119572e-05	4.30973292500883e-05	2.49639798381969e-05	4.36975496049248e-05	0.0251555540163919	0.0251022343686452
"C1"	0.00775385870548241	0.00777254387875716	0.00774764875081405	0.00777479300746701	0.00776512979324439	2.60811447338179e-05	4.72609672286104e-05	5.29687733033825e-06	1.46808634298396e-05	0.00775370906471445	1.18109870403304e-05	0.00772565069425829	0.00773513545196965	0.00777479300746701	0.00776559761232841	0.00774870213423716	0.00776753694827987	0.00772474681527362	1.16020365375966e-05	1.12315532887441e-05	4.41602490615794e-05	5.29687733033825e-06	2.28335898263408e-05	1.00124871930815	0.0009290316809544	0.000973528559622113	0.000832324355515871	0.00109546716254981	0.000911855637540336	0.000622462281145475	0.000773447069604377	0.000686079599338077	0.000361810664089692	0.000278284587112051	0.000794531599550738	0.00059346759584059
"C2"	0.00672608348858734	0.00674456278723667	0.00672121181011214	0.00674574358954057	0.00674013123002407	2.49801613524261e-05	0.00672154485916615	5.52784765821246e-06	1.93884931100874e-05	0.00672645771659677	1.31948327619925e-05	2.29397877252951e-05	3.58440049454645e-05	0.00674574358954057	0.00673781810252594	0.00672046335643421	0.00673856842707411	0.00670380004693429	0.00668442290469466	1.31835976999423e-05	0.00671535602632733	5.52784765821246e-06	0.0066976065023946	0.00080516079016048	1.00148560417144	0.00141339783931176	0.000694540930667203	0.000755728603995182	0.000608269038130051	0.00071892375373784	0.00076647205599901	0.000523661688003205	0.000313908610319118	0.000420590466343339	0.000829177148731869	0.000765575004172987
"C3"	5.42520373545117e-05	0.0056332065623176	0.00560946342975448	0.00563092453011892	0.00562544009070789	0.00558557814218449	0.0056123326797057	6.05854520707036e-06	0.00557969517090696	0.0056161288123992	0.0055738798093957	2.07615713543728e-05	0.00559652879359112	0.00563092453011892	0.00562757718663595	0.00560968214722571	0.00562675989714411	0.00559106196089101	0.00557382347408114	1.18299948119698e-05	0.00560247963009402	6.05854520707036e-06	0.00558565346889311	0.000703103959727082	0.0011778315327598	1.00187482749529	0.00102811091928514	0.000801076332560195	0.000600597050509338	0.000538332963847402	0.000717163078173886	0.000375401912942001	0.000262062785761203	0.000536575328600997	0.000908781781060554	0.000577144960489941
"C4"	0.00775140847924913	0.00777031977982857	0.00775274893190869	0.00777245626260585	6.56771222680466e-05	0.0077272805599978	0.0077450935429246	4.4436940721019e-06	1.67026414665223e-05	0.00775402799743827	0.00771180171804609	2.50228381406594e-05	0.00773656323941614	0.00777245626260585	0.00776491453713645	0.00775141543036018	0.00776770721275048	2.87531148358141e-05	1.32511680765565e-05	9.09945171682783e-06	4.21627113908914e-05	4.4436940721019e-06	2.23506197933843e-05	0.000832324355515871	0.000801393381539081	0.00142353819593327	1.00150611242671	0.00112174497650566	0.000649315495138192	0.000648688463873594	0.000895965340057089	0.000423450975844097	0.000361818484306774	0.000304528130302045	0.000666554110815285	0.000465575764472592
"C5"	0.00720405876500544	0.00722250159794619	0.00719988125351038	0.00722420745879417	0.0072144430636161	0.00717325559403251	0.00719236628872154	4.56353545295202e-06	1.52580295898647e-05	0.00720372153618825	1.37344379218989e-05	0.00717465216523891	0.00718586704858182	0.00722420745879417	0.00721747821652676	0.00720085907070895	0.00721963913246689	2.84856473680874e-05	1.11200352611098e-05	9.54084666019328e-06	4.50354103405913e-05	4.56353545295202e-06	2.06608819213031e-05	0.00101721950808196	0.000809709218566266	0.00102995528472025	0.00104162033532668	1.00128588576359	0.000847249545081638	0.000667838118089507	0.00089749379304961	0.000637478102874937	0.000336222569654094	0.000348076423303793	0.000684530317942803	0.000497731120724126
"C6"	5.86714936806483e-05	0.00917232254518076	5.25480936123687e-05	0.00917227429695674	0.00916665066247505	2.59645775983062e-05	4.61683648774727e-05	4.36001274345561e-06	1.63658272602271e-05	0.0091501902172436	1.13628413240685e-05	0.00912718796664426	0.00913359094177934	0.00917227429695674	0.00916838344135945	0.00914815770835322	0.00917029003629039	2.78093904164912e-05	1.09896917149035e-05	8.53010199667553e-06	0.00914212869518181	4.36001274345561e-06	1.95197937115791e-05	0.00107764757163858	0.000829457779268251	0.000982795173560735	0.00076737285789059	0.00107831760283118	1.00120638446568	0.000649759310629951	0.000827936121910376	0.000838789103920359	0.000313330383719792	0.000458208893122609	0.000654001911518341	0.000417008925321992
"C7"	0.0100619924037993	7.8631131170394e-05	0.010058367927445	0.0100815943605804	0.0100751771479208	2.6479097634283e-05	0.0100532377724864	3.9563410043994e-06	1.7130376658358e-05	5.53458491393788e-05	1.187021427721e-05	2.71741390778006e-05	3.52271523802587e-05	0.0100815943605804	0.010076665075514	0.0100571444865149	0.0100804297685459	2.77524880372704e-05	1.25725671758524e-05	8.95529804996319e-06	0.0100533188458785	3.9563410043994e-06	2.15278652258156e-05	0.000809200965489117	0.00107838563060676	0.000968999334925324	0.000843295003035672	0.000934973365325309	0.000714735241692946	1.00107539354255	0.000951660261141353	0.000699618778123615	0.000386051701818968	0.000545349421083919	0.000593451150659911	0.000499895704556379
"C8"	0.00839445547094283	0.00841324087249849	0.00839256070636068	0.00841516628651824	0.00840587000793282	0.00836396255589644	4.96903859791469e-05	3.69161091548057e-06	1.56730580566903e-05	0.0083921403597116	1.34427368185915e-05	2.80844105937959e-05	3.79583226054417e-05	0.00841516628651824	0.00840858231992956	0.00839162518513523	0.00841272569792213	2.72546951173556e-05	1.23636261181075e-05	8.44567675254494e-06	0.00838349982399149	3.69161091548057e-06	2.08093028706524e-05	0.000837900992071409	0.000958090069998763	0.00107574461726083	0.00097062911839518	0.00104707609189121	0.000758941445084511	0.000793050217617794	1.00116488449629	0.000653439215018355	0.000391749445402198	0.000420356170949915	0.000553741637322085	0.000475406583706437
"C9"	0.0111732887912965	0.0111946393769208	5.20801851729011e-05	0.0111944252069663	0.0111900625036859	2.32196689631043e-05	4.67037233430686e-05	4.08070213821853e-06	1.62395464379074e-05	5.51458907444373e-05	8.87614320873442e-06	0.0111478864454951	3.69829209706571e-05	0.0111944252069663	0.0111896834436773	5.37546597340516e-05	0.0111932481459104	2.67774752149068e-05	9.98959556605785e-06	9.16477298953693e-06	0.0111661915340051	4.08070213821853e-06	1.91543685555948e-05	0.000991003865710556	0.000872769480005341	0.000750803825884003	0.000611651409552584	0.000991632604472124	0.00102518668256933	0.000777354197915128	0.00087125228669114	1.00114743328842	0.000382270218564897	0.000559139835356662	0.00061210532073278	0.00050840708513184
"C10"	5.91283898320659e-05	0.0200866703196045	0.0200669854487325	0.0200893492167271	6.84420204492821e-05	2.70370657024854e-05	4.6695175899886e-05	3.39021192234973e-06	1.36736045513056e-05	5.52698148140085e-05	1.24776254013596e-05	2.78726767205695e-05	3.60951096729808e-05	0.0200893492167271	7.06168461088163e-05	5.45390929014368e-05	0.0200859395976919	2.72073971523513e-05	1.15194279216064e-05	8.45175594895106e-06	4.60295998254554e-05	3.39021192234973e-06	1.99711838705575e-05	0.000940707726633199	0.000941725830957354	0.000943426028740332	0.000940728059197614	0.000941423195031463	0.000689326844183542	0.000772103403637935	0.000940198668965276	0.000688086393416814	1.00093564817527	0.000352949583961228	0.000508531788352459	0.000506154402660134
"C11"	5.23865889100626e-05	0.0143691807299194	4.5810144452247e-05	7.16399289912745e-05	0.0143675788971596	2.29933721879536e-05	0.0143474151634991	6.95814207139674e-06	0.0143199550108521	5.08193741283915e-05	1.20157636986149e-05	2.34815676985016e-05	3.44677615348467e-05	7.16399289912745e-05	0.0143675912098175	4.73138488688381e-05	0.0143656752046598	2.8945522447272e-05	1.36737970706334e-05	1.12962312750379e-05	0.0143473346514501	6.95814207139674e-06	2.49700283456713e-05	0.000516814233208094	0.000901265285021441	0.00137976513068828	0.000565552241989512	0.000696152846607586	0.000720042546335528	0.000779070601548456	0.000720610578771282	0.000718894074029994	0.000252106845686591	1.00137320548605	0.00104372131070951	0.000433808920364119
"C12"	0.00672812195341092	0.00674493252435079	3.69286635629047e-05	0.0067419307232838	0.00674105495936074	1.87573856476049e-05	0.00672806945030535	0.00668555837079442	0.00669857505807288	0.00673050346821883	1.05022392791723e-05	1.83011276649644e-05	0.00671028103560033	0.0067419307232838	0.00673449567938804	3.78984643840106e-05	5.23275205159756e-05	0.00671344461503484	1.15863928652828e-05	0.00669656134483922	3.46332017382337e-05	0.00668555837079442	0.0067081477377045	0.000688594052943973	0.000829177148731869	0.00109053813727266	0.000577680229373247	0.000638894963413283	0.000479601401780117	0.00039563410043994	0.000442993309857668	0.000367263192439668	0.000169510596117486	0.000487069944997772	1.00283375561916	0.00110029740448
"C13"	0.0100655271363975	0.0100798693514403	4.38095113662319e-05	0.0100805302192822	0.0100751510068145	2.0158584293931e-05	0.0100598638625593	1.10029740448e-05	2.11125128533406e-05	0.0100653856473587	1.04272072496253e-05	2.01661472701855e-05	3.65122577132924e-05	0.0100805302192822	6.334319069261e-05	4.29180565928504e-05	5.74017606744114e-05	0.0100468284234165	1.34271996466293e-05	0.0100274665478115	3.6772471837437e-05	1.10029740448e-05	0.0100408937474581	0.000771507874592767	0.00114836250625948	0.00103886092888189	0.00060524849381437	0.000696823569013776	0.000458709817854191	0.000499895704556379	0.000570487900447725	0.000457566376618656	0.000253077201330067	0.000303666244254883	0.00165044610672	1.00164635737667
