"Alyxia_oliviformis"	"Cheirodendron_trigynum"	"Dubautia_raillardioides"	"Carex"	"Elaeocarpus_bifidus"	"Styphelia_tameiameiae"	"Vaccinium_calycinum"	"Acacia__melanoxylon"	"Dicranopteris_linearis"	"Scaevola_procera"	"Stenogyne_purpurea"	"Dianella_sandwicianaum"	"Metrosideros_polymorpha"	"Syzygium_sandwicensis"	"Rubus_argutus"	"Coprosma_kauensis"	"Hedyotis_terminalis"	"Melicope_anisata"	"Cryptomeria_japonica"	"Wilkstroemia_oahuensis"	"Athyrium_microphyllum"	"Hedychium_gardinerianum"	"Amorbia_emigratella"	"Croesia_zimmermani"	"Schreckensteinia_festaliella"	"Spheterista_pleonectes"	"Udea_ommatias"	"Omiodes_antidoxa"	"Casposina_sp._2"	"Scotorythra_complex"	"Thyrocopa_complex"	"Udea_pyranthes"	"Eupithecia_sp._2"	"Eupithecia_rhodopyra"	"Udea_constricta"	"Udea_sp._1"	"Carposina_graminis"	"Eccoptocera_sp._1"	"Eupithecia_monticolans"	"Eupithecia_orichloris"	"Fletcherana_leucoxyla"	"Hyles_calida"	"Paralopostega_sp._1"	"Agrotis_hephaestaea"	"Haliophyle_euclidias"
"Alyxia_oliviformis"	1.00502935576125	5.69035812025151e-07	5.69035812025151e-07	1.78104770461519e-06	5.66190632965025e-07	5.66190632965025e-07	4.60566270842063e-06	5.66190632965025e-07	1.78404004417938e-06	0	0	1.20892024596811e-06	0.00505077893107665	5.66190632965025e-07	1.78403103410366e-06	4.60566270842063e-06	5.66190632965025e-07	0	5.69035812025151e-07	0	1.79300506952702e-09	5.66190632965025e-07	2.84517906012576e-08	4.46007758525914e-08	4.46007758525914e-08	2.84517906012576e-08	2.84517906012576e-08	5.93682568205063e-08	9.21132541684127e-08	8.49285949447538e-05	8.46244172177679e-05	9.21132541684127e-08	3.56808008835877e-08	3.56808008835877e-08	0	0	8.41796488512775e-05	8.41796488512775e-05	0.100587115224976	8.43638753596144e-05	9.21132541684126e-08	9.21132541684127e-08	0	0	3.58601013905403e-08
"Cheirodendron_trigynum"	2.84517906012576e-07	1.00536381958162	0.000338693953479787	0.000338785159454229	0.000337000483712388	0.000337000483712388	0.000339656105027181	0.000337000483712388	0.000339354352650891	0	0	6.5539187699302e-07	0.000339714379779015	0.000337000483712388	0.000339352638783298	0.000339656105027182	0.000337000483712388	0	0.000338693953479787	0	3.41059650905417e-07	0.000337000483712388	1.69346976739894e-05	8.48381596958245e-06	8.48381596958245e-06	0.050268190979081	1.69346976739894e-05	1.12928386484743e-05	6.79312210054363e-06	0.0505500725568582	4.58774313895114e-05	6.79312210054363e-06	6.78708705301781e-06	6.78708705301781e-06	0	0	5.66190632965025e-06	5.66190632965026e-06	5.69035812025151e-06	1.92481505307375e-05	6.79312210054363e-06	6.79312210054363e-06	0	0	6.82119301810835e-06
"Dubautia_raillardioides"	2.84517906012576e-07	0.000338693953479787	1.00536381958162	0.000338785159454229	0.000337000483712388	0.000337000483712388	0.000339656105027181	0.000337000483712388	0.000339354352650891	0	0	6.5539187699302e-07	0.000339714379779015	0.000337000483712388	0.000339352638783298	0.000339656105027182	0.000337000483712388	0	0.000338693953479787	0	3.41059650905417e-07	0.000337000483712388	1.69346976739894e-05	8.48381596958245e-06	8.48381596958245e-06	1.69346976739894e-05	0.050268190979081	1.12928386484743e-05	6.79312210054363e-06	0.0505500725568582	4.58774313895114e-05	6.79312210054363e-06	6.78708705301781e-06	6.78708705301781e-06	0	0	5.66190632965025e-06	5.66190632965026e-06	5.69035812025151e-06	1.92481505307375e-05	6.79312210054363e-06	6.79312210054363e-06	0	0	6.82119301810835e-06
"Carex"	5.93682568205063e-07	0.000225856772969486	0.000225856772969486	1.00405139965615	0.000224727489104638	0.000224727489104638	0.000708735388802393	0.000224727489104638	0.000708105744333864	0	0	0.000479834168187233	0.000708856986436845	0.000224727489104638	0.000708102168132534	0.000708735388802393	0.000224727489104638	0	0.000225856772969486	0	7.11664064657149e-07	0.000224727489104638	1.12928386484743e-05	1.77025542033133e-05	1.77025542033133e-05	1.12928386484743e-05	1.12928386484743e-05	0.0334683799885382	1.41747077760479e-05	0.0337091233656958	0.0335883917731063	1.41747077760479e-05	1.41621148866773e-05	1.41621148866773e-05	0	0	1.18142831072807e-05	1.18142831072808e-05	1.18736513641013e-05	4.01636986593765e-05	1.41747077760479e-05	1.41747077760479e-05	0	0	1.4233281293143e-05
"Elaeocarpus_bifidus"	5.66190632965025e-07	0.000674000967424777	0.000674000967424777	0.000674182467313915	1.00067063096259	0.000670630962587653	0.000675915649004091	0.000670630962587653	0.000675315161775272	0	0	1.30422983521611e-06	0.00067603161576024	0.000670630962587653	0.000675311751178763	0.000675915649004091	0.000670630962587653	0	0.000674000967424777	0	6.78708705301781e-07	0.000670630962587653	3.37000483712388e-05	1.68827937794691e-05	1.68827937794691e-05	3.37000483712388e-05	3.37000483712388e-05	2.24727489104638e-05	1.35183129800818e-05	0.100594644388148	9.12960884651276e-05	1.35183129800818e-05	1.35063032355054e-05	1.35063032355054e-05	0	0	1.1267193596004e-05	1.1267193596004e-05	1.13238126593005e-05	3.83038195561677e-05	1.35183129800818e-05	1.35183129800818e-05	0	0	1.35741741060356e-05
"Styphelia_tameiameiae"	5.66190632965025e-07	0.000674000967424777	0.000674000967424777	0.000674182467313915	0.000670630962587653	1.00067063096259	0.000675915649004091	0.000670630962587653	0.000675315161775272	0	0	1.30422983521611e-06	0.00067603161576024	0.000670630962587653	0.000675311751178763	0.000675915649004091	0.000670630962587653	0	0.000674000967424777	0	6.78708705301781e-07	0.000670630962587653	3.37000483712388e-05	1.68827937794691e-05	1.68827937794691e-05	3.37000483712388e-05	3.37000483712388e-05	2.24727489104638e-05	1.35183129800818e-05	0.100594644388148	9.12960884651276e-05	1.35183129800818e-05	1.35063032355054e-05	1.35063032355054e-05	0	0	1.1267193596004e-05	1.1267193596004e-05	1.13238126593005e-05	3.83038195561677e-05	1.35183129800818e-05	1.35183129800818e-05	0	0	1.35741741060356e-05
"Vaccinium_calycinum"	9.21132541684127e-07	0.000135862442010873	0.000135862442010873	0.000425241233281436	0.000135183129800818	0.000135183129800818	1.0051157078461	0.000135183129800818	0.0004259556813916	0	0	0.000288640632703013	0.00109983225477085	0.000135183129800818	0.000425953530154604	0.00109964358906954	0.000135183129800818	0	0.000135862442010873	0	4.28096162202613e-07	0.000135183129800818	6.79312210054363e-06	1.06488382538651e-05	1.06488382538651e-05	6.79312210054363e-06	6.79312210054363e-06	1.41747077760479e-05	0.020102314156922	0.0202774694701227	0.0202048442892109	0.020102314156922	8.51911362783201e-06	8.51911362783201e-06	0	0	1.83305375795141e-05	1.83305375795141e-05	1.84226508336825e-05	0.0201426375662829	2.19928717813908e-05	2.19928717813908e-05	0	0	8.56192324405227e-06
"Acacia__melanoxylon"	5.66190632965025e-07	0.000674000967424777	0.000674000967424777	0.000674182467313915	0.000670630962587653	0.000670630962587653	0.000675915649004091	1.00067063096259	0.000675315161775272	0	0	1.30422983521611e-06	0.00067603161576024	0.000670630962587653	0.000675311751178763	0.000675915649004091	0.000670630962587653	0	0.000674000967424777	0	6.78708705301781e-07	0.000670630962587653	3.37000483712388e-05	1.68827937794691e-05	1.68827937794691e-05	3.37000483712388e-05	3.37000483712388e-05	2.24727489104638e-05	1.35183129800818e-05	0.100594644388148	9.12960884651276e-05	1.35183129800818e-05	1.35063032355054e-05	1.35063032355054e-05	0	0	1.1267193596004e-05	1.1267193596004e-05	1.13238126593005e-05	3.83038195561677e-05	1.35183129800818e-05	1.35183129800818e-05	0	0	1.35741741060356e-05
"Dicranopteris_linearis"	3.56808008835877e-07	0.000135741741060356	0.000135741741060356	0.000424863446600318	0.000135063032355054	0.000135063032355054	0.0004259556813916	0.000135063032355054	1.00545577867006	0	0	0.000288384202756596	0.000426028762550037	0.000135063032355054	0.000425575110664976	0.0004259556813916	0.000135063032355054	0	0.000135741741060356	0	0.00101050832027142	0.000135063032355054	6.78708705301781e-06	1.06393777666244e-05	1.06393777666244e-05	6.78708705301781e-06	6.78708705301781e-06	1.41621148866773e-05	8.51911362783201e-06	0.0202594548532581	0.0201868941929617	8.51911362783201e-06	0.0201091155734013	0.0201091155734013	0	0	7.10047937583394e-06	7.10047937583394e-06	7.13616017671753e-06	2.4138706631498e-05	8.51911362783201e-06	8.51911362783201e-06	0	0	0.0202101664054284
"Scaevola_procera"	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0
