"Ficus_pellucido-punctata"	"Ficus_caulocarpa"	"Ficus_binnendykii"	"Ficus_pisocarpa"	"Ficus_crassiramea"	"Ficus_stupenda"	"Ficus_kerkhovenii"	"Ficus_delosyce"	"Ficus_obscura"	"Ficus_trichocarpa"	"Ficus_benjamina"	"Ficus_sundaica"	"Ficus_cucurbitina"	"Ficus_virens"	"Ficus_consociata"	"Ficus_parietalis"	"Ficus_dubia"	"Ficus_bracteata"	"Ficus_drupacea"	"Ficus_heteropleura"	"Ficus_stricta"	"Ficus_subcordata"	"Ficus_sumatrana"	"Ficus_sagittata"	"Calorhamphus_fuliginosus"	"Irene_puella"	"Megalaima_chrysopogon"	"Calyptomena_viridis"	"Chloropsis_sonnerati"	"Megalaima_australis"	"Treron_curvirostra"	"Megalaima_mystacophanos"	"Anthracoceros_malayanus"	"Hypsipetes_charlottae"	"Megalaima_henricii"	"Pycnonotus_brunneus"	"Chloropsis_cyanopogon"	"Prionochilus_percussus"	"Pycnonotus_eutilotus"	"Buceros_rhinoceros"	"Criniger_phaeocephalus"	"Dicaeum_chrysorrherum"	"Pycnonotus_cyaniventris"	"Treron_capellei"	"Gracula_religiosa"	"Pycnonotus_erythropthalmos"	"Pycnonotus_simplex"	"Anorrhinus_galeritus"	"Criniger_bres"	"Prionochilus_maculatus"	"Rhinoplax_vigil"	"Oriolus_xanthonotus"	"Alcippe_brunneicauda"	"Loriculus_galgulus"	"Pycnonotus_atriceps"	"Criniger_finschii"	"Ptilinopus_jambu"	"Rhyticeros_corrugatus"	"Chloropsis_cochinchinensis"	"Hypsipetes_criniger"	"Treron_olax"	"Corvus_enca"	"Dicaeum_agile"	"Hypsipetes_malaccensis"	"Lophura_ignita"	"Chalcophaps_indica"	"Dicaeum_concolor"	"Ducula_badia"	"Melanochlora_sultanea"	"Platysmurus_leucopterus"	"Pycnonotus_goavier"	"Zoothera_interpres"	"Anthracoceros_albirostris"	"Coracina_striata"	"Dicaeum_ignipectus"	"Dicaeum_trigonostigma"	"Harpactes_diardi"	"Hypsipetes_flavala"	"Pycnonotus_finlaysoni"	"Pycnonotus_melanoleucos"	"Pycnonotus_plumosus"	"Pycnonotus_squamatus"	"Pycnonotus_zeylanicus"	"Treron_fulvicollis"	"Turdus_obscurus"
"Ficus_pellucido-punctata"	1.00152009243098	0.000678440246527376	0.000641364386366806	0.000570345971652058	0.000476172092553627	0.000562502731568126	0.000423767223930913	0.000448096588075032	0.00055061751933204	0.000461806612434015	0.000563426575642309	0.000454535624108805	0.000349086613545516	0.000342920387643536	0.000318883445513982	0.000332192941311188	0.000278438623782176	0.000195123493170173	0.000182935601394204	0.000227608454231974	0.000146937459281732	0.000143297123132408	0.000133785753042895	9.86322017856445e-05	0.0029817488449572	0.00298196175523106	0.00298187311265482	0.002980924307422	0.00297877287011606	0.00298027974756123	0.00297713509220919	0.00297658367515569	0.00297275694984198	0.0029751305022594	0.00297371536133103	0.00297432646053852	0.00296928693118046	0.00297080760999215	0.00297093640779755	0.00296550470089021	0.00296738143033221	0.00296573968865948	0.00296720085757154	1.97783201869256e-05	1.86560974030077e-05	0.00296596567779523	0.00296546258611164	0.00296034903221176	0.002961941380651	0.00296184198645801	0.00295908157114291	0.00295935848701082	0.00295816655904551	1.24546020209937e-05	1.40942505334699e-05	0.00295653162443002	0.00295465590036121	9.80833922395148e-06	0.00295343175966356	0.00295445541854682	1.0430798140201e-05	4.82912304529756e-06	0.00294948814850982	5.06790186313874e-06	4.43334646886031e-06	3.98958346478649e-06	3.70688310469585e-06	3.22873006724134e-06	3.2114809697247e-06	3.72463862218715e-06	3.49109647949681e-06	3.58163732455777e-06	1.90115323884019e-06	1.90115323884019e-06	2.20247007732816e-06	0.00294564733067936	0.00294564733067936	2.13788128788935e-06	1.84722644973606e-06	2.20247007732816e-06	1.84722644973606e-06	1.55872903474335e-06	1.84722644973606e-06	2.13788128788935e-06	1.93966459161423e-06
"Ficus_caulocarpa"	0.000720842761935337	1.00108324671771	0.000788549706643415	0.000585915356805683	0.000440602564494957	0.000427948469510869	0.000506648381212612	0.000455518824132164	0.000692166845622367	0.000419817299460804	0.000643124898948386	0.000399146004027098	0.000469553700720489	0.000394784207112232	0.000320237536263999	0.000344340455345899	0.000157555395220583	0.00019073252329253	0.000143005804456478	0.000304331042987926	0.000192092111854005	0.000129367288932069	0.000186754895994868	0.000104727308328345	0.0031659898941347	0.00316770617067857	0.00316509006921063	0.00316558144093043	0.00316224516516931	0.00316424158067161	0.00316133307875231	0.00316090026924983	2.86289065213525e-05	0.00315955218054723	0.00315728936717768	0.00315826687882683	0.00315280073152275	0.00315407499919156	0.0031561628824078	2.10497329500019e-05	0.00315282016661999	0.00315078784152247	0.00315255616395737	0.00314553115402088	0.00314554825598087	0.00315046998896725	0.00315033843951295	1.58924255621899e-05	0.0031462914823782	0.00314562275370858	1.40633574396098e-05	0.00314294817288077	0.00314286809028008	0.00313875614537982	0.00314244117719971	0.00314073425309273	9.59676331268054e-06	8.38426816902095e-06	0.00313674379016627	0.00313858212524681	0.00313850200943217	4.78608564391745e-06	5.54886133737401e-06	5.14663353228829e-06	4.02810639011543e-06	4.19900626686525e-06	0.00313051948099611	3.65365419118859e-06	3.39579467388628e-06	4.76283402541967e-06	3.42472433664897e-06	2.99500356553733e-06	1.95305118935227e-06	1.95305118935228e-06	2.76866738248947e-06	2.12012577039805e-06	2.12012577039805e-06	2.62849902214472e-06	1.67926919784321e-06	2.76866738248947e-06	1.67926919784322e-06	1.79447366869197e-06	1.67926919784322e-06	2.62849902214472e-06	1.47568437762369e-06
"Ficus_binnendykii"	0.00072687963788238	0.000841119687086309	1.00167506121002	0.000518775067565887	0.000321909531044742	0.000350110280352891	0.000434216427028286	0.00037967718207958	0.000696538679072727	0.00040581806299336	0.000644184696258478	0.00039510474706534	0.000442412395666459	0.000301020658540367	0.000299701668688512	0.000367167093206804	0.000139936436070609	0.000175385148238255	0.000124456623402225	0.000324593745138344	0.000146582585912858	7.95886069801485e-05	0.000199117515450098	0.000111652415266743	0.00337384486936136	0.00337586281201609	0.00337288428993869	0.00337362594611001	0.00336948745310326	0.00337267699791076	0.00336877720013827	0.00336906870777962	2.53403579741824e-05	0.00336817714600355	0.0033651224587699	0.00336700677243891	0.00336125268592385	0.0033632746849179	0.00336550380135904	1.8216586997519e-05	0.00336329015021942	0.00335916407150771	0.00336218845922951	1.69536512476095e-05	1.68967544204142e-05	0.00336050816234301	0.00336064381263633	1.4601254129301e-05	0.00335655291963028	0.00335541609139685	1.2258101003823e-05	1.62113541949882e-05	0.00335321439372167	1.11118405056229e-05	0.00335298313536461	0.00335144830296001	8.47166966229369e-06	7.06853795767257e-06	0.00334690149327375	0.00334915350862746	0.00334901162689225	3.94177505437924e-06	5.07440834191205e-06	4.18376153843476e-06	3.14118828643644e-06	3.79413576674852e-06	4.63946445699226e-06	3.12099830051907e-06	2.71824185466517e-06	0.00334092783613491	3.48414583975249e-06	2.3173096944746e-06	1.72925022521962e-06	1.72925022521962e-06	2.78615471629091e-06	2.13788128788935e-06	2.13788128788935e-06	0.00333891687070006	1.62327225197344e-06	2.78615471629091e-06	1.62327225197344e-06	1.36827572063803e-06	1.62327225197344e-06	0.00333891687070006	1.20727682880307e-06
"Ficus_pisocarpa"	0.000646392101205665	0.000624976380592728	0.000518775067565887	1.00148551163525	0.000462793387171484	0.0005833724728528	0.000548460594857136	0.000520446323266109	0.000441052929840191	0.000388242770551296	0.000388940139538418	0.000507887761341679	0.000349540754592008	0.000424542690966702	0.000282197369263356	0.000283322391835817	0.000250440183150117	0.000248708166459694	0.000197860494307159	0.000276690996754423	0.000224483506283859	0.000183345286800433	0.00015140196087952	0.000111624735679442	0.00337439914316671	0.00337524491464347	0.00337420332760477	0.00337371026805234	0.00337253094183292	0.00337310954499708	0.00337097844891218	0.0033703259505797	0.00336731657744281	0.00336766760469587	0.00336772157878127	0.00336597963873179	0.0033624128997605	0.00336170977414049	0.00336303655429693	0.0033601883487057	0.00335901418500493	0.00335806751695298	0.00335905518946949	0.00335814305864185	0.0033573129138776	0.00335729529069552	0.00335742158830751	0.00335303277257357	1.60870554130992e-05	0.00335350446148295	1.61657479773312e-05	1.40812834729005e-05	1.30794622513923e-05	0.00334980835012522	1.25218226353689e-05	1.07390152364901e-05	1.07329106528351e-05	1.06068959459973e-05	9.18390548192773e-06	8.96825028751626e-06	0.00334624692461588	5.26722616306504e-06	0.00334219782123976	5.97270425763581e-06	5.19049576485872e-06	3.21642318085197e-06	3.54187280113413e-06	3.18466087789042e-06	3.62717480261648e-06	3.31807183700148e-06	3.41338334352922e-06	3.60746848284236e-06	0.00333828503878418	0.00333828503878418	1.76421171936077e-06	1.90115323884019e-06	1.90115323884019e-06	1.72925022521962e-06	1.55297108220519e-06	1.76421171936077e-06	1.55297108220519e-06	1.9297395043941e-06	1.55297108220519e-06	1.72925022521962e-06	2.01162921673379e-06
"Ficus_crassiramea"	0.000558270729200803	0.000486182140132366	0.000333009859701457	0.00047875177983257	1.00141507592687	0.000776356877652075	0.000670176980160889	0.000549453916558273	0.000295726439641319	0.000357007182011677	0.000483656977939195	0.000409080065677417	0.000572761890073711	0.000428840512570709	0.000278875410895335	0.000210673360398474	0.000412657376649024	0.000314903385575117	0.000300742269940143	0.000121234467463444	0.000207570320965158	0.000228240438030049	0.000127778511122944	8.39832819498308e-05	0.00349093283641677	0.0034892839187615	0.00349110070670303	0.003488301804628	0.00349050813522871	0.00348896505926273	0.00348852004094113	0.00348454359590182	0.00348576049303484	0.00348146093197142	0.00348410458267117	0.00347910856934224	0.00347719718080981	0.00347595969070128	2.23833185409762e-05	0.00347938578156834	1.8592683151679e-05	0.00347344381397471	1.9456872287368e-05	0.00347742224690283	0.00347383636979008	1.72303320634811e-05	1.72559347803197e-05	0.0034696334530037	1.44393134653658e-05	1.60031458456064e-05	0.00347110922038457	0.00346463514442136	0.00346172703370615	0.00346549238168132	1.06772492518752e-05	8.78617645566442e-06	0.00346376686184524	0.00346562842502679	9.55188060478627e-06	7.46946795317396e-06	6.51022860065396e-06	7.35546889125801e-06	5.91490468061099e-06	7.10850470225732e-06	6.50159944391798e-06	0.00345517067163866	4.12278232461233e-06	0.00345575889736728	0.00345563757119414	3.71349600237021e-06	2.82775009387722e-06	0.00345583252691214	1.59583926610857e-06	1.59583926610857e-06	1.18290575856528e-06	1.64197273294354e-06	1.64197273294354e-06	1.11003286567152e-06	1.42802872804671e-06	1.18290575856528e-06	1.42802872804671e-06	1.94927505713958e-06	1.42802872804671e-06	1.11003286567152e-06	2.67709268155888e-06
"Ficus_stupenda"	0.000659485961148837	0.00047221900083958	0.000362183048640922	0.000603488765020138	0.000776356877652075	1.00157410892872	0.000622277401607901	0.000520773230623157	0.000212627290129286	0.000313735896042725	0.000228051125596522	0.000447442305923796	0.000555648206256132	0.000472025277577763	0.00023568655584753	0.000210590354778894	0.000412745422987985	0.000314943059427864	0.000300818956715664	7.18479589185994e-05	0.000207599097225704	0.000314644315471287	0.000127745953146488	8.39651107142705e-05	0.00349040630297658	0.00348830783008622	0.00349135946035677	0.00348732607478534	0.00349110000696661	0.00348832169255873	0.00348922253156891	0.00348490282078797	0.00348736362297484	0.00348101096545809	0.00348497539910064	0.00347865816241443	0.00347806692417802	0.00347542419246979	2.11135239949008e-05	0.00348143218417901	1.73288056896213e-05	2.29514209374278e-05	1.81125482875829e-05	0.00347876449771162	0.00347554024707564	1.57645003137638e-05	1.59926350047523e-05	0.00347087408521149	1.27722533745293e-05	0.00346638893353791	0.00347272066112005	1.2766717836386e-05	9.7536039263322e-06	0.00346632150469258	9.22224655097148e-06	7.73953769924505e-06	0.00346433013486666	0.00346600086910037	0.00346085212335497	6.42334798187697e-06	6.19826284657406e-06	0.00345908990042485	0.00345765511770048	0.00345815412445273	7.17736880659189e-06	3.62730570487772e-06	4.00135804242429e-06	5.20276634635948e-06	4.98182379862518e-06	3.73295049360367e-06	2.65436209607541e-06	0.00345638091657369	2.01162921673379e-06	2.01162921673379e-06	8.50509160517144e-07	1.93966459161423e-06	1.93966459161423e-06	1.20727682880307e-06	1.2549435841709e-06	8.50509160517144e-07	1.2549435841709e-06	2.14556944353529e-06	1.2549435841709e-06	1.20727682880307e-06	0.00345370382389213
"Ficus_kerkhovenii"	0.000533632800505595	0.000600472155511243	0.000482462696698095	0.000609400660952374	0.000719819719432066	0.000668372023949227	1.00102064025415	0.000476452105832686	0.000396206467423263	0.000411880495183169	0.000412592442016776	0.000462457519855239	0.000346871564332799	0.000568427770532352	0.000294241072544867	0.000287935409842941	0.000298683266427327	0.000337924705548926	0.000281486958100952	0.0001727517263451	0.000222753363391306	0.000203599121273602	0.00016804480982323	0.000123900991342067	0.00374641242874876	0.00374599167721207	0.00374643615124374	0.00374395045014158	0.00374487890767003	0.00374437304254228	0.00374297720485559	0.00374039230826311	0.00373960751977793	0.00373891962338527	0.00373914358709939	0.00373643830724642	0.00373291143881892	0.00373212230432445	2.56980706660815e-05	0.00373229636420598	0.00372676878004042	0.00372819933977366	0.00372730720131059	0.00373003391456919	0.00372805810806541	1.92896811849496e-05	0.00372516703569769	1.75984118386925e-05	0.0037211281315453	0.00372218875807215	1.77836653862378e-05	1.53023730085426e-05	1.24107609595702e-05	0.00372059480258892	1.22879144841956e-05	1.01577500680288e-05	1.18276281736776e-05	0.0037188409748398	8.93561275759919e-06	8.35815375651039e-06	8.67131612066816e-06	5.73232114833904e-06	5.90557489035537e-06	0.00371237234650352	5.84869349492802e-06	4.20127213862875e-06	3.45316441475809e-06	4.0588258923443e-06	0.00370996598975669	3.1848979177791e-06	3.71253850310047e-06	4.78686808062515e-06	2.03133553650791e-06	2.03133553650791e-06	1.58482586969305e-06	1.56950823678116e-06	1.56950823678116e-06	1.60820898899365e-06	1.64752198073268e-06	1.58482586969305e-06	1.64752198073268e-06	2.58376259332887e-06	1.64752198073268e-06	1.60820898899365e-06	2.3047311170663e-06
"Ficus_delosyce"	0.000585972461328889	0.000560638552778048	0.00043808905624567	0.000600514988383972	0.00061285244539192	0.000580862449541214	0.000494777186826251	1.00089003380175	0.000348512952511911	0.000416775326135506	0.000365565857132444	0.000490791515449687	0.000445762709211609	0.00048925293145479	0.000297629097143735	0.00032178065264495	0.000395675060342841	0.000286738321874153	0.000371790505037405	0.000174684652869718	0.000258777079628177	0.000382609321037162	0.00019734993836699	9.35732379197184e-05	0.00388939406675349	0.00388834427531669	0.00388988659127502	0.00388592940499751	0.00388946715241929	0.00388723553833655	0.00388733392106765	0.00388254603206898	0.00388455002100239	0.00387906601790385	0.0038816057678312	0.00387683623901938	0.0038739340611917	2.63356819710594e-05	0.00387326847990084	0.00387665908985596	2.12801342854769e-05	0.00387110588338293	0.00386875441108321	0.00387468240270814	0.00387149426425545	0.00386668095495494	1.86357820788081e-05	0.00386622750948723	1.52239039687675e-05	1.5824058474057e-05	0.00386855285729697	1.42571311918408e-05	1.15543102219602e-05	0.00386150340850795	0.00385991049446868	9.8641127077206e-06	0.00385972169479789	1.34946579257214e-05	8.96490884397209e-06	7.85298362868966e-06	8.19610306839347e-06	7.50743465159855e-06	5.728139007555e-06	6.05935902444984e-06	0.00385591524660038	3.63647536584008e-06	3.77818961021144e-06	4.13947842723494e-06	3.94579239381138e-06	3.48649098693227e-06	3.22665526987066e-06	4.11625825839012e-06	2.00171662794657e-06	2.00171662794657e-06	1.39405181004765e-06	1.7234484156732e-06	1.7234484156732e-06	1.46029685415223e-06	1.66710130454202e-06	1.39405181004765e-06	1.66710130454202e-06	2.22387696115814e-06	1.66710130454202e-06	1.46029685415223e-06	2.00297396393522e-06
"Ficus_obscura"	0.000748839826291574	0.00088597356239663	0.000835846414887273	0.000529263515808229	0.00034304266998393	0.000246647656549972	0.000427902984817124	0.000362453470612388	1.00168587598594	0.00044405944224783	0.00078231817881541	0.000381083564707912	0.000157301728466972	0.000318297216401226	0.000316959427746044	0.000420053449279911	0.000103717976064497	0.000146319141034809	0.000108802868375586	0.000369157631809755	0.00013189395358593	7.49948875078429e-05	0.00017502194401585	0.000105182603660143	0.00404045548546191	0.00404312001075913	0.00403974657635232	0.00404102983052471	3.1768419164747e-05	3.58689240474372e-05	0.00403475468891612	0.0040357891750229	2.36345837787258e-05	0.00403614075268476	2.69900432403821e-05	0.00403577626175424	2.38627725307442e-05	0.00403201930616212	0.00403495999198382	1.6052979586632e-05	0.00403246861641611	0.00402653003544632	0.00403170790042447	1.47145222404396e-05	1.52446777966924e-05	0.00402968881645503	0.00402965163748561	1.30828286781972e-05	0.00402572784931838	0.0040236168870118	1.02119997468045e-05	0.00402136124596205	0.00402229933942784	1.09919772297698e-05	0.00402152205925584	0.00402038578925628	8.09762774921286e-06	6.19177582556666e-06	9.32280919329373e-06	0.00401776045519828	0.00401741851623291	2.24728872180195e-06	4.81719095720607e-06	3.88214055930668e-06	2.91276865601507e-06	4.44256483696282e-06	3.48367523915753e-06	1.89791361523333e-06	2.76773162825833e-06	3.50116257295897e-06	3.52928116332703e-06	2.03341491908242e-06	1.76421171936076e-06	1.76421171936076e-06	0.00400674350394377	2.20247007732816e-06	2.20247007732816e-06	2.78615471629091e-06	1.77623776899132e-06	0.00400674350394377	1.77623776899132e-06	1.44680552909648e-06	1.77623776899132e-06	2.78615471629091e-06	8.50509160517144e-07
"Ficus_trichocarpa"	0.000628056992910261	0.000537366143309829	0.000486981675592033	0.000465891324661556	0.000414128331133545	0.000363933639409561	0.000444830934797823	0.000433446339180926	0.00044405944224783	1.00202904628302	0.00046166333144548	0.000431369152851381	0.000218709502388132	0.000379767748999464	0.000432800970382085	0.000339507472660532	0.000236795556844751	0.000212579191195381	0.000151497027513885	0.000251621906138014	0.00017801624123021	6.4259595857961e-05	0.000160286764997128	0.000334394532242379	0.00404160086677349	0.00404230970160183	0.00404435899360044	0.00404094201284184	0.00403828688544453	0.00404049377141275	2.92419320165515e-05	0.00403631340956259	0.00403340170442896	0.00403969572491016	0.00403461374833591	0.00403851825976451	0.0040336906371788	0.00403071706096514	0.00403252032460724	1.88402620621345e-05	0.00402823215676742	1.8449755265261e-05	0.00402796899300148	1.66888991791886e-05	1.60282126859796e-05	0.00402705385639647	0.00402990251321182	1.43204820561007e-05	0.00402344023776473	1.51805575858845e-05	1.23951291640373e-05	0.00402120176759684	1.25651034849289e-05	1.09560529184474e-05	1.25723634973581e-05	1.09715245870285e-05	0.00401589212224421	8.5929158829415e-06	7.39884558548785e-06	8.8496028829002e-06	8.91922217499511e-06	2.83325583009842e-06	4.65514111611215e-06	4.62868260581024e-06	3.41664119881211e-06	3.35162594240288e-06	2.67340329960745e-06	2.42216282981094e-06	3.07555070877939e-06	2.61740635373768e-06	0.00401368942733612	2.68297231221761e-06	1.55297108220518e-06	1.55297108220519e-06	1.77623776899132e-06	1.84722644973606e-06	1.84722644973606e-06	1.62327225197344e-06	0.00400811618513208	1.77623776899132e-06	0.00400811618513208	1.72621704090666e-06	0.00400811618513208	1.62327225197344e-06	1.2549435841709e-06
