"Achyrocline_satureoides"	"Eryngium_stenophyllum"	"Gerardia_genistifolia"	"Baccharis_tandilensis"	"Foeniculum_vulgare"	"Lathyrus_pubescens"	"Eupatorium_bupleurifolium"	"Senecio_madagascariensis"	"Eupatorium_macrocephalum"	"Colletia_paradoxa"	"Spilanthes_stolonifera"	"Verbena_intermedia"	"Senecio_selloi"	"Bidens_pilosa"	"Passiflora_caerulea"	"Rodophiala_bifidum"	"Eupatorium_tenacetifolium"	"Canna_glauca"	"Cynara_cardunculus"	"Gomphrena_perennis"	"Lathyrus_nervosus"	"Melilotus_officinalis"	"Rapistrum_rugosum"	"Spartium_junceum"	"Vernonia_echioides"	"Apis_mellifera"	"Astylus_quadrilineatus"	"Brachygastra_lechiguana"	"Augochlora_semiramis"	"Augochloropsis_erato"	"Allograpta_sp1_M_PL_072_04"	"Polybia_scutellaris"	"Unidentified_sp15_M_PL_072_04"	"Lerodea_eufala"	"Polistes_sp1_M_PL_072_04"	"Toxomerus_sp1_M_PL_072_04"	"Unidentified_sp1_M_PL_072_04"	"Unidentified_sp4_M_PL_072_04"	"Unidentified_sp7_M_PL_072_04"	"Bombus_bellicosus"	"Lucilia_sericata"	"Platycheirus_sp1_M_PL_072_04"	"Unidentified_sp12_M_PL_072_04"	"Unidentified_sp9_M_PL_072_04"	"Vanessa_sp1_M_PL_072_04"	"Xylocopa_augusti"	"Xylocopa_ciliata"	"Agraulis_vanillae"	"Augochlorella_ephyra"	"Chlorion_sp1_M_PL_072_04"	"Corticea_immocerina"	"Mischocyttarus_drewseni"	"Parachytas_sp1_M_PL_072_04"	"Unidentified_sp6_M_PL_072_04"	"Camponotus_sp1_M_PL_072_04"	"Chilicola_sp1_M_PL_072_04"	"Colletes_sp1_M_PL_072_04"	"Discodon_sp2_M_PL_072_04"	"Leioproctus_indigoticus"	"Pampasatyrus_gyrtone"	"Podagritus_sp1_M_PL_072_04"	"Ruizantheda_divaricata"	"Thespieus_catochra"	"Unidentified_sp10_M_PL_072_04"	"Unidentified_sp3_M_PL_072_04"	"Villa_sp1_M_PL_072_04"	"Augochloropsis_sp1_M_PL_072_04"	"Bombus_atratus"	"Campsomeris_sp1_M_PL_072_04"	"Ceratina_montana"	"Ceratina_rupestris"	"Chauliognathus_sp1_M_PL_072_04"	"Chlorostilbon_aureoventris"	"Chrysodina_sp1_M_PL_072_04"	"Cochliomyia_macellaria"	"Colias_lesbia"	"Colletes_cyaneus"	"Discodon_sp1_M_PL_072_04"	"Entypus_ferruginipennis"	"Entypus_sp1_M_PL_072_04"	"Gaesischia_sp1_M_PL_072_04"	"Hedriodiscus_pulcher"	"Leucospis_sp1_M_PL_072_04"	"Megacyllene_insignita"	"Melissoptila_tandilensis"	"Palpada_sp1_M_PL_072_04"	"Paramoecerus_barbicornis"	"Strymon_eurytulus"	"Unidentified_sp11_M_PL_072_04"	"Unidentified_sp13_M_PL_072_04"	"Unidentified_sp14_M_PL_072_04"	"Unidentified_sp2_M_PL_072_04"	"Unidentified_sp5_M_PL_072_04"	"Unidentified_sp8_M_PL_072_04"
"Achyrocline_satureoides"	1.003780621268	0.00136051210811834	0.000949586591533745	0.000989802504531446	0.000578847559836601	0.000281013046867267	0.000175699918515636	0.00031051838585207	0.00039541681748395	0.000160609735496393	0.000276472374992641	0.00020961552932207	0.000103427164961511	0.000124920632112376	4.06775640798584e-05	3.1657721333287e-05	4.03982875326908e-05	9.34122888454809e-05	3.85805132146127e-07	7.00750015112099e-05	2.79091317499779e-07	4.0176275299281e-05	4.00753283648476e-05	4.68090999745316e-05	0	0.0028148695661195	2.23273053999823e-05	0.00281749045206291	0.00281233927094967	0.00280527298553934	0.0028085459984719	0.00280798479154242	0.00281261337183895	0.00280337026644574	0.00280622779235727	0.00280402028785378	0.00280588728226695	0.00280842106125251	1.61572198755472e-05	0.00279997562073657	0.00280367312829484	0.00280300006044839	0.00280367312829484	1.54322052858451e-05	1.13820123667921e-05	1.10346833228145e-05	1.29183667137257e-05	0.00279683704478689	0.00280236866536442	0.0027964552352501	1.01755329777267e-05	0.00279817422549189	0.00279852633928283	0.00279832942487123	0.00279372155195469	0.00279372155195468	0.00279372155195468	0.00279377840632516	0.00279302743647988	4.86218304367707e-06	0.00279377840632517	0.00279372155195468	0.00279267302371648	0.00279302743647988	0.00279302743647988	0.00279377840632517	1.75699918515636e-06	4.74793295766872e-06	4.74793295766873e-06	4.60787291654402e-06	4.60787291654402e-06	5.44204843247335e-06	4.45267353720463e-06	1.05525737777623e-06	5.44204843247334e-06	4.74793295766873e-06	2.5546640624297e-06	5.49890280295248e-06	0.00278827950352221	5.44204843247335e-06	0	1.75699918515636e-06	0.00278827950352221	5.49890280295248e-06	4.74793295766873e-06	5.44204843247335e-06	5.49890280295248e-06	4.16402107041255e-06	5.44204843247335e-06	4.74793295766873e-06	0.00278827950352221	5.49890280295248e-06	4.45267353720462e-06	2.58567912403777e-06
"Eryngium_stenophyllum"	0.0019591374356904	1.00411220178459	0.000253987312360617	0.000703329178441762	0.00093302932266249	0.000352780187178447	0.000163958628999428	0.000338249116863764	5.22681484765566e-05	9.63070853368011e-05	0.000297015362560751	0.000220682054584335	0.0001991084818016	4.52579217718811e-05	5.08989561508429e-05	4.51963872266169e-05	2.79948736510017e-07	2.24481103487506e-07	0.000100940685215511	3.45232973528576e-07	5.0503876163318e-05	5.77133621888936e-05	1.92341799162069e-07	6.74028081372347e-05	0	0.00403704137384724	0.00404031009306543	0.004042781997528	0.00403993535322255	1.34639259413448e-05	0.00404416848823408	0.00403782206743207	0.00403865896618485	1.33459695812525e-05	0.00403618248114208	0.00403520131482717	0.004037400751418	0.00403424532509316	1.01369094181437e-05	1.04998348102847e-05	0.00403297538853136	1.3809318941143e-05	0.00403297538853136	0.00403762740862044	7.03255419494919e-06	7.58869350235015e-06	3.50427749391793e-06	7.53140303016445e-06	6.73443310462518e-06	1.09545508460965e-05	5.5683664628794e-06	0.00402906800420668	1.06193693189529e-05	0.0040268411116135	0.00402189085557082	0.00402189085557082	0.00402189085557082	9.3494327571498e-06	6.71198499427643e-06	5.02207745863192e-06	9.34943275714981e-06	0.00402189085557082	6.02280563776842e-06	6.71198499427643e-06	6.71198499427643e-06	9.34943275714981e-06	1.63958628999428e-06	1.26993656180308e-06	1.26993656180308e-06	4.95025604267919e-06	4.95025604267919e-06	0.00401644880713835	7.17714863586531e-06	1.50654624088723e-06	0.00401644880713834	1.26993656180308e-06	3.20709261071315e-06	3.90738432467645e-06	5.44204843247334e-06	0.00401644880713835	0	1.63958628999428e-06	5.44204843247335e-06	3.90738432467645e-06	1.26993656180308e-06	0.00401644880713835	3.90738432467645e-06	1.50859739239604e-06	0.00401644880713835	1.26993656180308e-06	5.44204843247334e-06	3.90738432467645e-06	7.17714863586531e-06	4.97771204504e-06
"Gerardia_genistifolia"	0.00170925586476074	0.000317484140450771	1.00456602488076	0.000356151447298595	0.000187030244156989	0.000482937613232636	0.000357229333638553	0.000246792709104004	0.00045560869517254	0.000183499964371232	7.53688976509211e-07	0.000313466051860104	5.81317621166736e-07	5.67360424787022e-05	0.000173290388910756	0.000182674989664123	0.000198270624868997	0.000168146423323127	1.17474934819171e-07	1.81163446908536e-07	2.43679565918903e-07	7.21312672959944e-05	7.22361681735248e-05	1.65926940515259e-07	0	0.00505411865071296	1.94943652735123e-05	2.82154974074052e-05	0.00504918871071961	0.00505653177214674	9.95561643091553e-06	1.73978181318177e-05	0.00503853462829798	0.00504248199057032	1.38255247954322e-05	8.51289103398284e-06	9.93705227927666e-06	0.00503226530726077	0.00504052705856561	0.00503703071813521	9.43518285695366e-06	7.24653787634144e-06	9.43518285695366e-06	4.69899739276685e-06	1.6083286849635e-05	0.00503636796540395	0.00504137826781889	1.17014532088759e-05	0.00504439269969379	9.78488484884812e-06	1.0588578665811e-05	7.4565637052948e-06	0.00502955667651314	6.03043100241363e-06	6.01786951947181e-06	6.01786951947181e-06	6.01786951947181e-06	6.72655210932759e-06	0.00502757805736149	6.04022042742558e-06	6.72655210932759e-06	6.01786951947181e-06	9.81025179291918e-06	0.00502757805736148	0.00502757805736148	6.72655210932759e-06	3.57229333638553e-06	0.00502283012440381	0.00502283012440381	1.25614829418202e-08	1.25614829418202e-08	1.26993656180308e-06	1.43869418582299e-06	6.08916632213745e-06	1.26993656180308e-06	0.00502283012440381	4.3903419384785e-06	1.97861915165886e-06	4.74793295766873e-06	1.26993656180308e-06	0	3.57229333638553e-06	4.74793295766873e-06	1.97861915165886e-06	0.00502283012440381	1.26993656180308e-06	1.97861915165886e-06	1.89120141595674e-06	1.26993656180308e-06	0.00502283012440381	4.74793295766873e-06	1.97861915165886e-06	1.43869418582299e-06	1.45329405291684e-08
"Baccharis_tandilensis"	0.00197960500906289	0.000976846081169114	0.000395723830331772	1.00441317292007	0.000903310960627962	0.000347247471516738	0.000164871429980026	7.19907128925657e-05	7.19068392459749e-05	0.000257369619553185	1.05403218368328e-06	0.000164254964636739	7.07374223129221e-05	4.76464639496963e-07	7.03623701279776e-05	5.0213301716184e-07	2.85633060052629e-07	2.50084346308072e-07	0.000140123536668294	1.56300178820539e-07	7.00077575936632e-05	2.65332015687481e-07	1.74618560428314e-07	3.14577223127913e-07	0	2.37976286485379e-05	0.00560062060749305	0.00560795836889594	1.85732410981237e-05	1.2223299229982e-05	1.88746333876747e-05	0.00560123352536327	0.00560169173431227	1.32103004276572e-05	0.00559958481106348	1.1912197017439e-05	1.70923073106003e-05	0.00559840663501953	8.99969869430132e-06	1.14332820307289e-05	0.00559642801586787	6.25200715282157e-06	0.00559642801586786	0.00560494146673175	9.89396803513756e-06	9.44164577372405e-06	4.44057998497258e-06	6.31374983811321e-06	7.50253038924215e-06	0.00558986157935143	5.80836566865624e-06	1.63548329786133e-05	0.00558755070484386	9.42385433069032e-06	9.40628712762894e-06	9.40628712762893e-06	9.40628712762892e-06	0.00558557208569221	7.47752195461134e-06	2.36862142872592e-06	0.00558557208569221	9.40628712762893e-06	6.29786768346331e-06	7.47752195461134e-06	7.47752195461134e-06	0.00558557208569221	1.64871429980027e-06	1.97861915165886e-06	1.97861915165886e-06	1.7567203061388e-08	1.7567203061388e-08	3.90738432467646e-06	6.94854585098433e-06	1.6737767238728e-08	3.90738432467645e-06	1.97861915165886e-06	3.15679519560671e-06	0.00558007318288925	5.49890280295248e-06	3.90738432467645e-06	0	1.64871429980026e-06	5.49890280295248e-06	0.00558007318288925	1.97861915165886e-06	3.90738432467645e-06	0.00558007318288925	1.58821546498987e-08	3.90738432467645e-06	1.97861915165886e-06	5.49890280295248e-06	0.00558007318288925	6.94854585098433e-06	1.76843555782305e-06
"Foeniculum_vulgare"	0.00160296247339366	0.00179428715896633	0.000287738837164598	0.00125073825317718	1.00333015269899	0.000382724428916609	0.000130757199950959	0.000285871697959021	9.84697801010413e-05	9.80806942418407e-05	0.000156351602878249	0.00022674818692104	0.000130188967162483	4.54184812994044e-07	6.35684080783794e-07	4.32894335389622e-07	2.40671867311722e-07	1.97035709800255e-07	0.00019378571293277	2.48552645733475e-07	3.1348197878e-07	3.42510873634548e-07	1.44361656149534e-07	0.000129143030298203	0	2.40546126292844e-05	2.50785583024e-05	0.00774724568318843	2.39757611544184e-05	1.01053159304674e-05	0.0077485818178922	0.00774128950454437	0.00774247627747896	1.28280121287473e-05	0.00773998193254487	2.0349123379693e-05	0.00773501865073129	0.00773794131374054	8.89202229271301e-06	1.0464789380968e-05	0.00773650261955472	9.94210582933899e-06	0.00773650261955471	0.00775142851731079	7.51567189481394e-06	6.56711522451764e-06	3.85240844648751e-06	5.56192169876044e-06	5.91107129400763e-06	1.3035897625553e-05	5.58750388474357e-06	0.00772955407370373	1.28399135740119e-05	1.42356822210407e-05	1.16298221730699e-05	1.16298221730699e-05	1.16298221730699e-05	1.1401219388189e-05	5.89136772302762e-06	4.16628897909981e-06	1.1401219388189e-05	1.16298221730699e-05	5.54678220499397e-06	5.89136772302761e-06	5.89136772302762e-06	1.1401219388189e-05	1.30757199950959e-06	1.43869418582299e-06	1.43869418582299e-06	2.60586004797081e-06	2.60586004797081e-06	7.17714863586531e-06	0.00771792425153066	1.44298111796541e-08	7.1771486358653e-06	1.43869418582299e-06	3.47931299015099e-06	6.94854585098433e-06	4.45267353720462e-06	7.1771486358653e-06	0	1.30757199950959e-06	4.45267353720462e-06	6.94854585098433e-06	1.43869418582299e-06	7.1771486358653e-06	6.94854585098433e-06	1.51394937664681e-08	7.1771486358653e-06	1.43869418582299e-06	4.45267353720462e-06	6.94854585098433e-06	0.00771792425153066	3.25472417906209e-06
"Lathyrus_pubescens"	0.000919679062474693	0.000801773152678289	0.000878068387695701	0.000568223135209209	0.000452310688719629	1.00257563972918	0.000600107122008021	0.000430645422338077	0.000756848841124226	0.000674617837169941	8.98430367914862e-07	0.000347888730678018	0.000115262262107623	0.000102634376069527	0.000297656955989567	0.000331442713993353	8.60473729838838e-07	2.3227444819091e-07	2.46696761816313e-07	1.72333135971823e-07	0.000114440536494036	0.000130697286480495	3.89377019511397e-07	2.74275132543659e-07	0	0.00916314780893821	0.0091552429195229	0.00915333269919804	0.00914881005363465	2.72563913657978e-05	1.64565079526195e-05	0.00913272293361701	2.37459814109395e-05	2.83132834025958e-05	0.00912672186239694	1.29647412886794e-05	1.35624977261399e-05	1.67882067973791e-05	0.00914135212380093	0.00912967843510699	1.23978648589006e-05	6.8933254388729e-06	1.23978648589006e-05	9.8678704726525e-06	0.00913997813094566	0.00914100606056245	1.88438684130976e-05	1.43852414994609e-05	6.96823344572729e-06	1.69550898775354e-05	2.39595164109267e-05	9.24106966329385e-06	1.01018011965149e-05	5.77673051260811e-06	5.76175667314286e-06	5.76175667314286e-06	5.76175667314285e-06	5.71145925803642e-06	6.94500600090821e-06	1.0307525443461e-05	5.71145925803642e-06	5.76175667314286e-06	1.09640956304767e-05	6.94500600090821e-06	6.94500600090821e-06	5.71145925803642e-06	6.00107122008022e-06	4.3903419384785e-06	4.3903419384785e-06	1.49738394652477e-08	1.49738394652477e-08	3.20709261071316e-06	3.47931299015099e-06	1.10480904664451e-05	3.20709261071315e-06	4.39034193847851e-06	0.00911432399753803	3.15679519560671e-06	2.5546640624297e-06	3.20709261071316e-06	0	6.00107122008021e-06	2.5546640624297e-06	3.15679519560671e-06	4.3903419384785e-06	3.20709261071316e-06	3.15679519560671e-06	3.42114586898425e-06	3.20709261071316e-06	4.3903419384785e-06	2.5546640624297e-06	3.15679519560671e-06	3.47931299015099e-06	2.88155655269056e-06
"Eupatorium_bupleurifolium"	0.000632519706656291	0.000409896572498569	0.000714458667277106	0.000296768573964048	0.000169984359936247	0.000660117834208823	1.00376368758687	0.000775292330353892	0.000707525156417259	0.000365266695573594	8.9155831755196e-07	0.000314100319958094	0.000126858262880575	0.000112715931932673	0.000270877319313872	0.000112755703242037	0.000395921156048489	1.78237208078324e-07	1.15184776674289e-07	2.38716335688918e-07	0.000125993490256962	3.86335904639731e-07	0.00014419949060763	2.60910473292379e-07	0	0.0100704923317315	0.0100794792205569	3.25851182801209e-05	2.70435133247812e-05	0.0100939643425341	1.56546283975428e-05	0.0100499908188632	1.62071715100079e-05	0.0100571095654162	1.23539429945407e-05	1.43358246559965e-05	1.24719400834917e-05	9.92516511084603e-06	3.42169224639922e-05	1.91917543684806e-05	6.3528717744605e-06	9.5486534275567e-06	6.35287177446049e-06	4.60739106697156e-06	0.0100575871159752	1.94196662574269e-05	0.0100688666176343	1.33755875431039e-05	5.34711624234972e-06	9.49349174451653e-06	2.17020921899572e-05	4.70415747466023e-06	6.97800682134216e-06	3.41144478044317e-06	3.39658547515064e-06	3.39658547515064e-06	3.39658547515064e-06	3.40571348495663e-06	5.3292925215419e-06	0.0100453897991722	3.40571348495663e-06	3.39658547515064e-06	9.6183898120148e-06	5.3292925215419e-06	5.3292925215419e-06	3.40571348495663e-06	0.0100376368758687	3.57229333638553e-06	3.57229333638553e-06	1.48593052925327e-08	1.48593052925327e-08	1.63958628999428e-06	1.30757199950959e-06	3.75852344140124e-06	1.63958628999428e-06	3.57229333638553e-06	6.00107122008021e-06	1.64871429980026e-06	1.75699918515636e-06	1.63958628999428e-06	0	0.0100376368758687	1.75699918515637e-06	1.64871429980026e-06	3.57229333638553e-06	1.63958628999428e-06	1.64871429980026e-06	3.75719773108912e-06	1.63958628999428e-06	3.57229333638553e-06	1.75699918515636e-06	1.64871429980026e-06	1.30757199950959e-06	3.17145657201439e-06
"Senecio_madagascariensis"	0.00111786618906745	0.00084562279215941	0.000493585418208009	0.000129583283206618	0.000371633207346728	0.000473709964571885	0.000775292330353891	1.00227168725157	0.000538637270927982	0.00033638192692137	0.000656226925521782	0.000145008478791898	0.000495972625373249	6.34309614993913e-07	0.000470923234096002	6.40677204432818e-07	0.000144490833369784	1.86391670553871e-07	1.74464042033923e-07	0.000251547848917284	0.00012599468592129	0.000143617726730088	0.000143905077104061	0.000167687188316474	0	2.95640142302931e-05	0.0100795748737032	2.88641469494489e-05	0.0100532408711062	0.0100733553972843	0.0100612312989885	2.21256766625939e-05	1.54343958025522e-05	2.22110623948041e-05	1.4372753359055e-05	0.0100525409786026	0.0100430003799478	1.25342262267143e-05	0.0100511735535326	1.5864423738808e-05	1.00662991356742e-05	0.0100619139566913	1.00662991356742e-05	6.97856168135691e-06	2.36506015414757e-05	1.24021026699247e-05	2.34302506289346e-05	9.1111860782203e-06	5.59175011661613e-06	9.43145643613587e-06	0.0100343080965303	9.34639200674856e-06	6.2930180784864e-06	1.74247904525214e-05	6.48767502715835e-06	6.48767502715835e-06	6.48767502715834e-06	3.82509098744636e-06	5.57311094956075e-06	0.0100304697958193	3.82509098744637e-06	6.48767502715835e-06	9.09004242438717e-06	5.57311094956075e-06	5.57311094956075e-06	3.82509098744637e-06	7.75292330353892e-06	2.46792709104004e-06	2.46792709104004e-06	1.0937115425363e-05	1.0937115425363e-05	3.38249116863765e-06	2.85871697959022e-06	2.13559068144273e-08	3.38249116863764e-06	2.46792709104004e-06	4.30645422338077e-06	7.19907128925657e-07	3.1051838585207e-06	3.38249116863764e-06	0	7.75292330353891e-06	3.10518385852071e-06	7.19907128925657e-07	2.46792709104004e-06	3.38249116863764e-06	7.19907128925657e-07	2.11436538331304e-08	3.38249116863764e-06	2.46792709104004e-06	3.10518385852071e-06	7.19907128925657e-07	2.85871697959022e-06	1.23993156343312e-05
"Eupatorium_macrocephalum"	0.0015816672699358	0.000145189301323768	0.00101246376705009	0.00014381367849195	0.000142234126812615	0.000925037472485166	0.000786139062685843	0.000598485856586646	1.00272511246147	0.000792947264361079	8.91004386142216e-07	0.000364467791585695	8.13163781965624e-07	0.000373846757711702	0.000224396764418164	1.33183236624089e-06	0.000279848205677678	3.16248796973798e-07	6.20007707667984e-08	2.60481925644986e-07	3.89682404110125e-07	4.53794595142188e-07	6.40549222509263e-07	2.01562165739001e-07	0	5.93185150033803e-05	3.117459232881e-05	0.0111771720645477	3.17656216599532e-05	4.48384455756484e-05	1.209372994434e-05	2.31381731427668e-05	1.92190256148257e-05	0.0111659967239488	1.52767825159083e-05	1.09943151330792e-05	1.20680947063194e-05	1.19296697831118e-05	0.0111683266395772	0.0111592554090583	6.86735094786137e-06	1.04192770257995e-05	6.86735094786137e-06	2.48003083067193e-06	0.011170876748395	2.67319325548568e-05	0.0111683062582067	0.0111582452172454	9.48746390921394e-06	1.84082728141283e-05	0.011160590784766	6.06838606735054e-06	1.02548039100274e-05	4.98912747266356e-06	4.97427739956119e-06	4.97427739956119e-06	4.97427739956119e-06	5.19248507477695e-06	9.45583902951657e-06	1.38462491927249e-05	5.19248507477695e-06	4.97427739956119e-06	0.011145783658655	9.45583902951657e-06	9.45583902951657e-06	5.19248507477695e-06	7.86139062685844e-06	5.06231883525045e-06	5.06231883525045e-06	1.48500731023703e-08	1.48500731023703e-08	5.80757205295074e-07	1.09410866778935e-06	4.43944122080298e-08	5.80757205295073e-07	5.06231883525045e-06	8.40943156804695e-06	7.98964880510832e-07	4.39352019426612e-06	5.80757205295074e-07	0	7.86139062685844e-06	4.39352019426612e-06	7.98964880510832e-07	5.06231883525045e-06	5.80757205295074e-07	7.98964880510832e-07	1.246155859039e-05	5.80757205295074e-07	5.06231883525045e-06	4.39352019426612e-06	7.98964880510832e-07	1.09410866778935e-06	2.03290945491406e-08
"Colletia_paradoxa"	0.000963658412978358	0.000401279522236671	0.000611666547904105	0.000772108858659555	0.000212508170857322	0.00123679936814489	0.000608777825955989	0.000560636544868951	0.00118942089654162	1.00234712618458	7.82826994388363e-07	0.000397104115124934	7.54600520775092e-07	0.000187640163275298	1.27549113795924e-06	0.00060680700060199	8.10595068482366e-07	1.91811426905031e-07	1.88704009662417e-07	2.07925851884775e-07	3.61624123406753e-07	4.59690388041406e-07	2.50534356185969e-07	1.92685404223029e-07	0	0.0167648807794738	2.89299298725402e-05	0.0167483930559815	3.21783271628984e-05	1.75374049330178e-05	1.15611242533818e-05	2.75375277895292e-05	2.12065339524895e-05	3.29808099658703e-05	2.14497495299694e-05	9.92022459216858e-06	1.15360378165132e-05	1.32644516499909e-05	3.31666329183257e-05	3.01945800233108e-05	1.02061189104703e-05	8.31703407539102e-06	1.02061189104703e-05	7.54816038649669e-06	0.016736332633028	0.0167403142997887	2.24024284918558e-05	2.21472887734678e-05	5.75434280715091e-06	0.0167127517589938	0.0167246075895977	5.91662525125058e-06	1.00246553236802e-05	4.29499413045971e-06	4.28194701388658e-06	4.28194701388657e-06	4.28194701388657e-06	6.96632258415964e-06	5.73516166446042e-06	1.16941437082494e-05	6.96632258415964e-06	4.28194701388657e-06	1.58926166642912e-05	5.73516166446041e-06	5.73516166446042e-06	6.96632258415964e-06	6.0877782595599e-06	3.05833273952052e-06	3.05833273952053e-06	1.30471165731394e-08	1.30471165731394e-08	1.60511808894669e-06	1.63467823736401e-06	2.02269000200663e-05	1.60511808894668e-06	3.05833273952053e-06	1.1243630619499e-05	4.28949365921975e-06	2.67682892493989e-06	1.60511808894668e-06	0	6.08777825955989e-06	2.67682892493989e-06	4.28949365921975e-06	3.05833273952053e-06	1.60511808894668e-06	4.28949365921975e-06	6.25467210917661e-06	1.60511808894668e-06	3.05833273952053e-06	2.67682892493989e-06	4.28949365921975e-06	1.63467823736401e-06	1.88650130193773e-08
