"R1"	"R2"	"R3"	"R4"	"C1"	"C2"	"C3"	"C4"	"C5"
"R1"	1.01010101010101	0	0	0	0.101010101010101	0	0	0	0
"R2"	0	1.00588522959141	0.00210789025480177	0.00210789025480177	0	0.0253579197652653	0.0252525252525252	0.0251471307397852	0.0252525252525252
"R3"	0	0.00421578050960355	1.00419574762778	0.00168948196362308	0	0.0503996559923104	0.000189868610921243	0.000105394512740089	0.0503151818941293
"R4"	0	0.00421578050960355	0.00168948196362308	1.00419574762778	0	0.0503996559923104	0.0503151818941293	0.000105394512740089	0.000189868610921243
"C1"	0.101010101010101	0	0	0	1.01010101010101	0	0	0	0
"C2"	0	0.0338105596870205	0.0335997706615403	0.0335997706615403	0	1.00420524105833	0.00252525252525253	0.000845263992175511	0.00252525252525253
"C3"	0	0.0505050505050505	0.000189868610921243	0.0503151818941293	0	0.00378787878787879	1.00377838535733	0.00126262626262626	0.00127211969317232
"C4"	0	0.100588522959141	0.000210789025480177	0.000210789025480177	0	0.00253579197652653	0.00252525252525253	1.00251471307398	0.00252525252525253
"C5"	0	0.0505050505050505	0.0503151818941293	0.000189868610921243	0	0.00378787878787879	0.00127211969317232	0.00126262626262626	1.00377838535733
