"Apodemus_agrarius"	"Microtus_fortis"	"Tamias_sibiricus"	"Micromys_minutus"	"Apodemus_peninsulae"	"Megabothris_calcarifer"	"Neopsylla_bidentatiformis"	"Ctenophthalmus_congeneroides"	"Frontopsylla_elata"	"Pectinoctenus_pectiniceps"	"Ceratophyllus_indages"	"Frontopsylla_luculenta"	"Nosopsyllus_fasciatus"	"Ceratophyllus_anisus"	"Leptopsylla_segnis"	"Hystrichopsylla_microti"	"Megabothris_advenarius"	"Amphipsylla_vinogradovi"	"Ctenophthalmus_pisticus"	"Rhadinopsylla_rothschildi"	"Amphipsylla_marikovskii"	"Stenoponia_sidimi"	"Neopsylla_acanthina"	"Neopsylla_pleskei"
"Apodemus_agrarius"	1.00509763969392	0.00258332988500626	0.000845252270960569	0.00106809041118701	0.000506697839933593	0.00674784603836663	0.00675746169599001	0.00672648423014288	0.00672648423014288	0.00675746169599001	0.00671473846914216	0.00675299020536368	0.00670065093129282	0.00672648423014288	0.00672648423014288	0.00672201273951656	0.00672648423014288	0.00672648423014288	1.40875378493428e-05	0.00672201273951656	2.58332988500626e-05	2.13618082237402e-05	1.40875378493428e-05	0.00670065093129282
"Microtus_fortis"	0.00387499482750939	1.00486826262512	0.000509861882501404	0.000341444972831177	0.000506445793048478	0.0100813448245579	0.0100998951495779	0.0100745159251013	0.0100745159251013	0.0100998951495779	3.43309968917527e-05	5.80414227833254e-05	2.58332988500626e-05	0.0100745159251013	0.0100745159251013	3.26621983066861e-05	0.0100745159251013	0.0100745159251013	8.49769804169006e-06	3.26621983066861e-05	0.0100486826262512	6.82889945662354e-06	8.49769804169006e-06	2.58332988500626e-05
"Tamias_sibiricus"	0.00211313067740142	0.000849769804169006	1.00545174930799	0.000424697669131642	0.00126166264231613	3.10791892736657e-05	0.0168221698124348	2.25852358910329e-05	2.25852358910329e-05	0.0168221698124348	0.0167716166929825	0.0168221660677757	1.40875378493428e-05	2.25852358910329e-05	2.25852358910329e-05	2.25814912319757e-05	2.25852358910329e-05	2.25852358910329e-05	0.0167575291551332	2.25814912319757e-05	8.49769804169007e-06	8.49395338263285e-06	0.0167575291551332	1.40875378493428e-05
"Micromys_minutus"	0.00320427123356103	0.000682889945662354	0.000509637202957971	1.00519776609463	0.000506445624201126	0.0201321460295729	5.35661818697008e-05	2.81907076803637e-05	2.81907076803637e-05	5.35661818697008e-05	2.9855761606373e-05	0.0201506926043056	2.13618082237402e-05	2.81907076803637e-05	2.81907076803637e-05	0.0201253171301163	2.81907076803637e-05	2.81907076803637e-05	8.49395338263285e-06	0.0201253171301163	6.82889945662354e-06	0.0201039553218926	8.49395338263285e-06	2.13618082237402e-05
"Apodemus_peninsulae"	0.00253348919966796	0.00168815264349493	0.00252332528463226	0.000844076040335209	1.00251196693288	5.06529752394399e-05	0.0334928924402726	3.37714544327357e-05	3.37714544327357e-05	0.0334928924402726	5.89453494083241e-05	0.0334928924346443	1.68899279977864e-05	3.37714544327357e-05	3.37714544327357e-05	3.37714488044906e-05	3.37714544327357e-05	3.37714544327357e-05	4.20554214105377e-05	3.37714488044906e-05	1.68815264349493e-05	1.68815208067042e-05	4.20554214105377e-05	1.68899279977864e-05
"Megabothris_calcarifer"	0.0337392301918331	0.0336044827485263	6.21583785473315e-05	0.0335535767159548	5.06529752394399e-05	1.00123204456308	0.00056369743424792	0.00056097302876415	0.00056097302876415	0.00056369743424792	0.000225964174254676	0.000898724141081754	0.000224928201278887	0.00056097302876415	0.00056097302876415	0.000895999735597985	0.000560973028764151	0.00056097302876415	1.03597297578886e-06	0.000895999735597984	0.000336044827485263	0.000671071534319098	1.03597297578886e-06	0.000224928201278888
"Neopsylla_bidentatiformis"	0.0253404813599625	0.0252497378739447	0.0252332547186522	6.6957727337126e-05	0.0251196693302045	0.00042277307568594	1.00167931047746	0.000421433921139198	0.000421433921139198	0.00167931047745688	0.00058949078771062	0.00142815225326418	0.00016893654239975	0.000421433921139198	0.000421433921139198	0.000170275696946493	0.000421433921139198	0.000421433921139198	0.000420554245310869	0.000170275696946493	0.000252497378739448	1.33915454674252e-06	0.000420554245310869	0.00016893654239975
"Ctenophthalmus_congeneroides"	0.0504486317260716	0.0503725796255063	6.77557076730986e-05	7.04767692009093e-05	5.06571816491035e-05	0.000841459543146225	0.000842867842278395	1.00084005000776	0.000840050007762207	0.000842867842278395	0.000337453473301696	0.00034055158140735	0.000336324211507144	0.000840050007762207	0.000840050007762207	0.000337733746891162	0.000840050007762207	0.000840050007762207	1.12926179455164e-06	0.000337733746891162	0.000503725796255063	1.40953538401819e-06	1.12926179455164e-06	0.000336324211507144
"Frontopsylla_elata"	0.0504486317260716	0.0503725796255063	6.77557076730987e-05	7.04767692009093e-05	5.06571816491035e-05	0.000841459543146225	0.000842867842278396	0.000840050007762207	1.00084005000776	0.000842867842278395	0.000337453473301696	0.00034055158140735	0.000336324211507144	0.000840050007762207	0.000840050007762207	0.000337733746891162	0.000840050007762207	0.000840050007762207	1.12926179455164e-06	0.000337733746891162	0.000503725796255063	1.40953538401819e-06	1.12926179455164e-06	0.000336324211507144
"Pectinoctenus_pectiniceps"	0.0253404813599625	0.0252497378739447	0.0252332547186522	6.6957727337126e-05	0.0251196693302044	0.00042277307568594	0.00167931047745688	0.000421433921139198	0.000421433921139198	1.00167931047746	0.00058949078771062	0.00142815225326418	0.00016893654239975	0.000421433921139198	0.000421433921139198	0.000170275696946493	0.000421433921139198	0.000421433921139198	0.000420554245310869	0.000170275696946493	0.000252497378739448	1.33915454674252e-06	0.000420554245310869	0.00016893654239975
"Ceratophyllus_indages"	0.0503605385185662	0.000171654984458763	0.0503148500789476	7.46394040159326e-05	8.84180241124862e-05	0.000338946261382014	0.00117898157542124	0.000337453473301696	0.000337453473301696	0.00117898157542124	1.00117431775811	0.00117875781365697	0.000335736923457108	0.000337453473301696	0.000337453473301696	0.000337229711537427	0.000337453473301696	0.000337453473301696	0.000838580834649127	0.000337229711537427	1.71654984458763e-06	1.49278808031865e-06	0.000838580834649127	0.000335736923457108
"Frontopsylla_luculenta"	0.0253237132701138	0.000145103556958314	0.0252332491016636	0.025188365755382	0.0251196693259833	0.000674043105811316	0.00142815225326418	0.000170275790703675	0.000170275790703675	0.00142815225326418	0.000589378906828485	1.0019304685328	0.000168824755134092	0.000170275790703675	0.000170275790703675	0.000672592070241733	0.000170275790703675	0.000170275790703675	0.000420554151694393	0.000672592070241733	1.45103556958314e-06	0.000503767315107641	0.000420554151694393	0.000168824755134092
"Nosopsyllus_fasciatus"	0.100509763969392	0.000258332988500626	8.4525227096057e-05	0.000106809041118701	5.06697839933593e-05	0.000674784603836662	0.000675746169599001	0.000672648423014288	0.000672648423014288	0.000675746169599001	0.000671473846914217	0.000675299020536369	1.00067006509313	0.000672648423014288	0.000672648423014288	0.000672201273951656	0.000672648423014288	0.000672648423014288	1.40875378493428e-06	0.000672201273951656	2.58332988500626e-06	2.13618082237402e-06	1.40875378493428e-06	0.000670065093129282
"Ceratophyllus_anisus"	0.0504486317260716	0.0503725796255063	6.77557076730987e-05	7.04767692009093e-05	5.06571816491035e-05	0.000841459543146226	0.000842867842278395	0.000840050007762207	0.000840050007762207	0.000842867842278395	0.000337453473301696	0.000340551581407351	0.000336324211507144	1.00084005000776	0.000840050007762207	0.000337733746891162	0.000840050007762207	0.000840050007762207	1.12926179455164e-06	0.000337733746891162	0.000503725796255063	1.40953538401819e-06	1.12926179455164e-06	0.000336324211507144
"Leptopsylla_segnis"	0.0504486317260716	0.0503725796255063	6.77557076730986e-05	7.04767692009093e-05	5.06571816491035e-05	0.000841459543146225	0.000842867842278395	0.000840050007762207	0.000840050007762207	0.000842867842278395	0.000337453473301696	0.000340551581407351	0.000336324211507144	0.000840050007762207	1.00084005000776	0.000337733746891162	0.000840050007762207	0.000840050007762207	1.12926179455164e-06	0.000337733746891162	0.000503725796255063	1.40953538401819e-06	1.12926179455164e-06	0.000336324211507144
"Hystrichopsylla_microti"	0.0504150955463742	0.000163310991533431	6.7744473695927e-05	0.0503132928252907	5.06571732067359e-05	0.00134399960339698	0.000340551393892986	0.000337733746891162	0.000337733746891162	0.000340551393892986	0.000337229711537427	0.00134518414048347	0.000336100636975828	0.000337733746891162	0.000337733746891162	1.00134236649348	0.000337733746891162	0.000337733746891162	1.12907456159878e-06	0.00134236649348164	1.63310991533431e-06	0.00100626585650581	1.12907456159878e-06	0.000336100636975828
"Megabothris_advenarius"	0.0504486317260716	0.0503725796255063	6.77557076730987e-05	7.04767692009093e-05	5.06571816491035e-05	0.000841459543146225	0.000842867842278395	0.000840050007762207	0.000840050007762207	0.000842867842278395	0.000337453473301696	0.000340551581407351	0.000336324211507144	0.000840050007762207	0.000840050007762207	0.000337733746891162	1.00084005000776	0.000840050007762207	1.12926179455164e-06	0.000337733746891162	0.000503725796255063	1.40953538401819e-06	1.12926179455164e-06	0.000336324211507144
"Amphipsylla_vinogradovi"	0.0504486317260716	0.0503725796255063	6.77557076730987e-05	7.04767692009093e-05	5.06571816491035e-05	0.000841459543146225	0.000842867842278395	0.000840050007762207	0.000840050007762207	0.000842867842278395	0.000337453473301696	0.000340551581407351	0.000336324211507144	0.000840050007762207	0.000840050007762207	0.000337733746891162	0.000840050007762207	1.00084005000776	1.12926179455164e-06	0.000337733746891162	0.000503725796255063	1.40953538401819e-06	1.12926179455164e-06	0.000336324211507144
"Ctenophthalmus_pisticus"	0.000211313067740142	8.49769804169006e-05	0.100545174930799	4.24697669131642e-05	0.000126166264231613	3.10791892736657e-06	0.00168221698124348	2.25852358910329e-06	2.25852358910329e-06	0.00168221698124348	0.00167716166929825	0.00168221660677757	1.40875378493428e-06	2.25852358910329e-06	2.25852358910329e-06	2.25814912319757e-06	2.25852358910329e-06	2.25852358910329e-06	1.00167575291551	2.25814912319757e-06	8.49769804169006e-07	8.49395338263285e-07	0.00167575291551332	1.40875378493428e-06
"Rhadinopsylla_rothschildi"	0.0504150955463742	0.000163310991533431	6.7744473695927e-05	0.0503132928252907	5.06571732067359e-05	0.00134399960339698	0.000340551393892986	0.000337733746891162	0.000337733746891162	0.000340551393892985	0.000337229711537427	0.00134518414048347	0.000336100636975828	0.000337733746891162	0.000337733746891162	0.00134236649348164	0.000337733746891162	0.000337733746891162	1.12907456159878e-06	1.00134236649348	1.63310991533431e-06	0.00100626585650581	1.12907456159878e-06	0.000336100636975828
"Amphipsylla_marikovskii"	0.000387499482750939	0.100486826262512	5.09861882501404e-05	3.41444972831177e-05	5.06445793048478e-05	0.00100813448245579	0.00100998951495779	0.00100745159251013	0.00100745159251013	0.00100998951495779	3.43309968917526e-06	5.80414227833255e-06	2.58332988500626e-06	0.00100745159251013	0.00100745159251013	3.26621983066861e-06	0.00100745159251013	0.00100745159251013	8.49769804169006e-07	3.26621983066861e-06	1.00100486826263	6.82889945662354e-07	8.49769804169006e-07	2.58332988500626e-06
"Stenoponia_sidimi"	0.000320427123356103	6.82889945662354e-05	5.09637202957971e-05	0.100519776609463	5.06445624201126e-05	0.00201321460295729	5.35661818697008e-06	2.81907076803637e-06	2.81907076803637e-06	5.35661818697008e-06	2.9855761606373e-06	0.00201506926043056	2.13618082237402e-06	2.81907076803637e-06	2.81907076803637e-06	0.00201253171301163	2.81907076803637e-06	2.81907076803637e-06	8.49395338263285e-07	0.00201253171301163	6.82889945662354e-07	1.00201039553219	8.49395338263285e-07	2.13618082237402e-06
"Neopsylla_acanthina"	0.000211313067740142	8.49769804169007e-05	0.100545174930799	4.24697669131642e-05	0.000126166264231613	3.10791892736657e-06	0.00168221698124348	2.25852358910329e-06	2.25852358910329e-06	0.00168221698124348	0.00167716166929825	0.00168221660677757	1.40875378493428e-06	2.25852358910329e-06	2.25852358910329e-06	2.25814912319757e-06	2.25852358910329e-06	2.25852358910329e-06	0.00167575291551332	2.25814912319757e-06	8.49769804169006e-07	8.49395338263285e-07	1.00167575291551	1.40875378493428e-06
"Neopsylla_pleskei"	0.100509763969392	0.000258332988500626	8.4525227096057e-05	0.000106809041118701	5.06697839933593e-05	0.000674784603836662	0.000675746169599001	0.000672648423014288	0.000672648423014288	0.000675746169599001	0.000671473846914217	0.000675299020536369	0.000670065093129282	0.000672648423014288	0.000672648423014288	0.000672201273951656	0.000672648423014288	0.000672648423014288	1.40875378493428e-06	0.000672201273951656	2.58332988500626e-06	2.13618082237402e-06	1.40875378493428e-06	1.00067006509313
