"R1"	"R2"	"R3"	"R4"	"R5"	"R6"	"R7"	"R8"	"R9"	"R10"	"R11"	"R12"	"R13"	"R14"	"R15"	"R16"	"R17"	"R18"	"R19"	"R20"	"C1"	"C2"	"C3"	"C4"	"C5"	"C6"	"C7"	"C8"	"C9"	"C10"	"C11"	"C12"	"C13"	"C14"	"C15"	"C16"	"C17"	"C18"	"C19"	"C20"	"C21"	"C22"	"C23"	"C24"	"C25"	"C26"	"C27"	"C28"	"C29"	"C30"	"C31"	"C32"	"C33"	"C34"	"C35"	"C36"	"C37"	"C38"	"C39"	"C40"	"C41"	"C42"	"C43"	"C44"
"R11"	0	2.54518904506399e-07	8.06350219861007e-07	0.000130366453977895	0.000130244023896149	0.00013038920246218	0.000318151570948775	4.17337164769451e-07	0	0.00031777284655766	1.00702960816879	0.000317763882100285	6.79774246320119e-07	0.000131192480732092	0.000318916512947021	0.000318171617451152	0.000318343853222573	0.000318616278359857	0.000319122831633562	1.92397399160869e-07	7.69589596643476e-06	1.43891818072264e-05	5.30920171873527e-06	2.13579265019751e-05	1.6818554295637e-05	2.24475902466776e-05	2.00002704701485e-05	5.54917068229493e-06	0.0168142724608579	1.36212568642438e-05	0.0168063201242843	2.12611008631347e-06	3.43803489363439e-06	3.43803489363439e-06	3.43803489363439e-06	3.55336894265828e-06	2.26735413141212e-05	2.25159806127272e-05	0.0167838268028131	0.0167838268028131	0.0167838268028131	0.0167838268028131	5.66981423927513e-06	3.54232869505138e-06	0	4.63438438972435e-06	9.88673741721226e-06	9.88673741721227e-06	4.30969769049897e-06	2.4536827491417e-06	4.33512821817977e-06	4.63438438972436e-06	2.44731977652904e-06	2.44731977652904e-06	2.60488047792299e-06	2.60488047792298e-06	1.86237791396993e-06	1.86237791396993e-06	1.15192888551573e-08	1.15192888551573e-08	6.36297261265999e-09	2.61124345053565e-06	6.36297261265999e-09	0
"R12"	0	3.92446241369836e-07	1.74905986211452e-06	8.76258061332658e-05	0.000211756724245742	0.000510736524698806	0.000462140042815933	9.28108488398021e-07	0	0.000601577517268753	0.000211842588066857	1.00158076718396	0.000806808946484287	0.000652547565793164	0.00102726656029466	0.000865670083183506	0.00102530305905453	0.00102605481811211	0.00102722352869474	6.19537608422596e-07	2.47815043369039e-05	4.00604460442161e-05	1.55048576898e-05	0.0111821095563704	0.0111752809363139	0.011187492560552	0.0111839376371457	1.78713937180967e-05	0.0112031943967048	3.75879528790181e-05	0.0111826697139198	6.84844373529775e-06	1.33739193932294e-05	1.33739193932294e-05	1.33739193932294e-05	0.0111555688224824	0.0112067128467468	0.0112060326356682	3.53070980111428e-06	3.53070980111428e-06	3.53070980111428e-06	3.53070980111428e-06	1.35573380637432e-05	6.70918120577826e-06	0	1.20981357675364e-05	2.50537834574047e-05	2.50537834574047e-05	4.80672063675163e-06	3.56473456231065e-06	4.86264415582368e-06	1.20981357675364e-05	3.55492340627641e-06	3.55492340627641e-06	4.23513448491483e-06	4.23513448491483e-06	1.25179723047523e-06	1.25179723047523e-06	2.49865694587789e-08	2.49865694587789e-08	9.81115603424590e-09	4.24494564094908e-06	9.81115603424590e-09	0
"R13"	0	5.22931927304414e-07	1.37199592988277e-06	1.24232538245813e-06	0.000374539952511136	2.89049358602864e-06	0.000375621961880087	2.69831470559183e-07	0	0.000748462954824133	1.35954849264024e-06	0.00242042683945286	1.00241614626259	4.70790039644254e-06	0.000750721539205543	0.000749618201639107	0.000750173735155185	0.000750815437989994	0.000751664863871502	4.53324702700337e-07	1.81329881080135e-05	3.3900092707736e-05	1.25072811088677e-05	6.5845613522547e-05	5.00813513456549e-05	6.04669330688158e-05	5.75775333620459e-05	1.30765565452668e-05	7.63143938196477e-05	3.20851417404228e-05	6.87105933668964e-05	5.00481026137028e-06	5.05188926533471e-06	5.05188926533471e-06	5.05188926533471e-06	0.0334407651736359	0.0334871608756552	0.0334825594763118	2.26591415440039e-08	2.2659141544004e-08	2.26591415440039e-08	2.2659141544004e-08	1.33469540879336e-05	8.33585499545695e-06	0	2.94656898222235e-06	1.29897355119004e-05	1.29897355119004e-05	2.90714721223359e-06	2.90247300495251e-06	2.93574153644103e-06	2.94656898222235e-06	2.8893997067699e-06	2.8893997067699e-06	7.49079905022271e-06	7.49079905022271e-06	1.77475054636876e-08	1.77475054636876e-08	1.95999418554681e-08	1.95999418554681e-08	1.30732981826103e-08	7.50387234840532e-06	1.30732981826103e-08	0
"R14"	0	2.84056121614387e-07	0.000337516755353912	0.000415059996963645	7.85419870736867e-05	0.000460218623829113	0.00052879765543434	1.15653543795383e-06	0	0.000207094665037231	7.87154884392552e-05	0.000587292809213848	1.41237011893276e-06	1.00242676340674	0.00243071798292812	0.000444766118402929	0.000588352087118707	0.000589032645925834	0.000924875310450108	4.11606419126787e-07	1.64642567650715e-05	2.31718091409351e-05	1.061349658703e-05	0.0100701697054191	0.0100710913027985	0.0100796066382551	0.0100755389639825	1.02572607201581e-05	0.0100907198831657	3.40279403563465e-05	5.12816704316137e-05	1.62047865528542e-05	0.0100404724206203	0.0100404724206203	0.0100404724206203	6.57255466189607e-06	4.7519990097159e-05	5.00168246282572e-05	1.31192480732092e-06	1.31192480732092e-06	1.31192480732092e-06	1.31192480732092e-06	1.3288555170375e-05	7.12271976737432e-06	0	1.17765358509888e-05	0.0100614570267575	0.0100614570267575	9.99710280062391e-06	4.0747756756122e-06	1.48573219155164e-05	1.17765358509889e-05	4.06767427257184e-06	4.06767427257184e-06	1.57083974147373e-06	1.57083974147373e-06	5.92942852805207e-06	5.92942852805207e-06	4.82166793362732e-06	4.82166793362732e-06	7.10140304035967e-09	1.57794114451409e-06	7.10140304035967e-09	0
"R15"	0	3.23092349294878e-07	0.00022580351034384	0.000277362034655982	0.00012737075374725	0.000307843482018808	0.000502575847612584	8.78815970098905e-07	0	0.00049622770527996	0.000127566605178808	0.000616359936176797	0.000150144307841109	0.00162047865528542	1.00264739608169	0.00065505667469867	0.000617430807985197	0.000751613829554169	0.000976117211147505	4.60749473665533e-07	1.84299789466213e-05	3.04481119160188e-05	1.30580148213034e-05	0.00673781731608211	0.00673088383286566	0.0067413003676712	0.00673743439961264	1.1876455924938e-05	0.00675544984878304	0.00670915107844864	0.00672760460767413	0.00668431597387794	0.00670052076043079	0.00670052076043079	0.00670052076043079	1.1853253996668e-05	0.00672916475486557	0.00673048330784919	2.12611008631347e-06	2.12611008631347e-06	2.12611008631347e-06	2.12611008631347e-06	1.52468536775775e-05	8.73940560326076e-06	0	9.02598662454177e-06	0.00671808225577795	0.00671808225577795	7.82828283935808e-06	3.87404536729071e-06	1.10833411385115e-05	9.02598662454177e-06	3.86596805855834e-06	3.86596805855834e-06	2.54741507494499e-06	2.54741507494499e-06	3.96231478079974e-06	3.96231478079974e-06	3.22576443348343e-06	3.22576443348343e-06	8.07730873237196e-09	2.55549238367736e-06	8.07730873237196e-09	0
"R16"	0	3.53361941460618e-07	2.25269996600206e-06	7.9081208017835e-05	0.000190638649811218	0.000316835188133761	0.000416190000429958	6.76621685351511e-07	0	0.00094316446921378	0.000190902970470691	0.000779103074865155	0.000224885460491732	0.000444766118402929	0.000982585012048005	1.00168115692157	0.000981131698507281	0.00118223014563778	0.00168430462025818	7.51879559549915e-07	3.00751823819966e-05	0.0100572911688552	0.0100280402666841	0.0100769460976181	5.49355096577887e-05	0.0100749485404153	0.0100717470788735	1.87712969576537e-05	0.0100935523663426	0.0100549223565249	0.0100788816141503	6.5505667469867e-06	1.0998227931016e-05	1.0998227931016e-05	1.0998227931016e-05	1.61528828482261e-05	0.0100838073914467	0.0100831960799922	3.18171617451152e-06	3.18171617451153e-06	3.18171617451152e-06	3.18171617451152e-06	2.174048410996e-05	1.05117866415722e-05	0	8.5046020668433e-06	2.65902999123704e-05	2.65902999123704e-05	4.33119308488083e-06	3.21029559030542e-06	4.38592856914496e-06	8.50460206684331e-06	3.20146154176891e-06	3.20146154176891e-06	3.81277299622436e-06	3.81277299622436e-06	1.12973154311193e-06	1.12973154311193e-06	3.21814280857438e-08	3.21814280857438e-08	8.83404853651545e-09	3.82160704476087e-06	8.83404853651545e-09	0
"R17"	0	3.21468197424496e-07	1.78693352569845e-06	7.19165726756417e-05	0.000173401682994046	0.000418534979363181	0.000378704307669392	7.60721060950536e-07	0	0.0006755481796053	0.000173642101757767	0.000838884321044617	0.000204592836860505	0.000534865533744279	0.000841951101797996	0.000891937907733892	1.00170581435027	0.00170670661674331	0.00125284371051525	0.000228796775454544	0.00915187101818175	0.00914541681059814	1.72716704807739e-05	0.0091656994101814	0.00915624952320894	0.00916808201234527	0.00916516890228627	0.00912063904923285	0.0091829775515286	4.46133238501248e-05	0.00916615789993224	5.61300734531997e-06	1.09616626827628e-05	1.09616626827628e-05	1.09616626827628e-05	1.61406981291793e-05	0.00917063854973252	0.00917008362613164	2.89403502929611e-06	2.89403502929612e-06	2.89403502929611e-06	2.89403502929612e-06	1.5883909909734e-05	7.53161850629903e-06	0	9.91405041708001e-06	2.32799713766408e-05	2.32799713766408e-05	3.94048966864734e-06	2.92114676393093e-06	3.99137465914139e-06	9.91405041708002e-06	2.91311005899532e-06	2.91311005899532e-06	3.46803365988092e-06	3.46803365988092e-06	1.02737960965202e-06	1.02737960965202e-06	2.55276217956922e-08	2.55276217956922e-08	8.0367049356124e-09	3.47607036481654e-06	8.0367049356124e-09	0
"R18"	0	2.94952295050667e-07	1.90677455205612e-06	6.60548035504543e-05	0.000159087562076032	0.000383891128301509	0.000347496735980561	6.97980157169043e-07	0	0.000786761558799562	0.000159308139179929	0.000769541113584085	0.000187703859497498	0.000490860538271528	0.000939517286942712	0.000985191788031482	0.00156448106534803	1.00173210906837	0.00131631212339041	0.000209793622678327	0.00839174490713308	0.00838935925784333	1.86273320362509e-05	0.00840908176862327	0.00839688624111687	0.00840941121081242	0.00840673815899718	0.0083619901307093	0.00842493353285543	0.00838140015128342	0.00840950135070879	6.26344857961808e-06	1.11720539623334e-05	1.11720539623334e-05	1.11720539623334e-05	1.48072521341842e-05	0.00841361170979866	0.00841310301037238	2.65513565299881e-06	2.65513565299881e-06	2.65513565299881e-06	2.65513565299881e-06	1.75444488901669e-05	8.76903473423085e-06	0	9.09450329216586e-06	2.35913996206832e-05	2.35913996206832e-05	3.61669186595586e-06	2.68042562261135e-06	3.66719750765277e-06	9.09450329216586e-06	2.67305181523508e-06	2.67305181523508e-06	3.18175124152064e-06	3.18175124152064e-06	9.43640050720775e-07	9.43640050720775e-07	2.72396364579446e-08	2.72396364579446e-08	7.37380737626666e-09	3.18912504889691e-06	7.37380737626666e-09	0
"R19"	0	3.23091675289225e-07	0.000449121047396084	0.00027701885188715	0.000127453234843296	0.000307554243107277	0.000502359657491275	9.58218468481752e-07	0	0.000853327867721604	0.000127649132653425	0.000616334117216842	0.0001503329727743	0.000616583540300071	0.000976117211147505	0.00112286974683879	0.000918752054377851	0.00105304969871233	1.00183338544092	0.000167819973479503	0.00671279893918012	0.00671672706005301	0.00669011793374118	0.0067362485003883	0.00672066428621923	0.00673575728874525	0.00673189298368762	1.71277055593711e-05	0.00675387267190862	0.0067148822167239	0.00673607445558715	6.5074480743167e-06	1.26732834773174e-05	1.26732834773174e-05	1.26732834773174e-05	1.18592559504416e-05	0.00673764282877464	0.00673895806913541	2.12748554422375e-06	2.12748554422375e-06	2.12748554422375e-06	2.12748554422375e-06	0.00669478667198806	1.58974357152635e-05	0	9.02214972502919e-06	0.00670580025194035	0.00670580025194035	7.82171722744162e-06	3.87238234950743e-06	1.42696728058589e-05	9.0221497250292e-06	3.86430505762519e-06	3.8643050576252e-06	2.54906469686592e-06	2.54906469686592e-06	3.95741216981643e-06	3.95741216981642e-06	6.4160149628012e-06	6.4160149628012e-06	8.07729188223062e-09	2.55714198874815e-06	8.07729188223062e-09	0
"R20"	0	2.35466708712879e-09	1.13487407386927e-06	1.04007575968232e-06	1.15273804489568e-06	2.7819056410325e-06	3.07909950160709e-06	6.05744282356223e-09	0	5.80360302287335e-06	1.15438439496521e-06	5.57583847580337e-06	1.35997410810101e-06	4.11606419126787e-06	6.91124210498299e-06	7.51879559549915e-06	0.00251676452999998	0.00251752347213992	0.00251729960219254	1.00250778548965	0.100311419586127	6.07807095952243e-05	1.68571853039053e-05	6.09298989453458e-05	6.0836591605376e-05	6.09354649421126e-05	6.0911779561331e-05	4.3859039813287e-05	6.10571021460969e-05	3.79471069971364e-05	6.09316634241308e-05	4.60749473665532e-08	8.72355892792319e-08	8.72355892792319e-08	8.72355892792319e-08	1.07286231112293e-07	6.0957125534601e-05	6.09577561544848e-05	1.92397399160869e-08	1.92397399160869e-08	1.92397399160869e-08	1.92397399160869e-08	1.68626943127518e-05	8.06969648014871e-08	0	7.02523895595867e-08	1.6923989029919e-05	1.6923989029919e-05	3.85436059199118e-08	2.37442474587712e-08	5.49580074502582e-08	7.02523895595867e-08	2.3685380781593e-08	2.3685380781593e-08	2.30547608979135e-08	2.30547608979135e-08	1.48582251383189e-08	1.48582251383189e-08	1.6212486769561e-08	1.6212486769561e-08	5.88666771782198e-11	2.31136275750917e-08	5.88666771782198e-11	0
"C1"	0	2.35466708712879e-08	1.13487407386927e-05	1.04007575968232e-05	1.15273804489568e-05	2.7819056410325e-05	3.07909950160709e-05	6.05744282356223e-08	0	5.80360302287335e-05	1.15438439496521e-05	5.57583847580337e-05	1.35997410810101e-05	4.11606419126787e-05	6.91124210498299e-05	7.51879559549915e-05	0.0251676452999998	0.0251752347213992	0.0251729960219254	0.0250778548965316	1.00311419586127	0.000607807095952243	0.000168571853039053	0.000609298989453458	0.00060836591605376	0.000609354649421126	0.00060911779561331	0.00043859039813287	0.000610571021460969	0.000379471069971364	0.000609316634241308	4.60749473665532e-07	8.72355892792319e-07	8.72355892792319e-07	8.72355892792319e-07	1.07286231112293e-06	0.00060957125534601	0.000609577561544848	1.92397399160869e-07	1.92397399160869e-07	1.92397399160869e-07	1.92397399160869e-07	0.000168626943127518	8.06969648014871e-07	0	7.02523895595867e-07	0.00016923989029919	0.00016923989029919	3.85436059199118e-07	2.37442474587712e-07	5.49580074502582e-07	7.02523895595867e-07	2.3685380781593e-07	2.3685380781593e-07	2.30547608979135e-07	2.30547608979135e-07	1.48582251383189e-07	1.48582251383189e-07	1.6212486769561e-07	1.6212486769561e-07	5.88666771782198e-10	2.31136275750917e-07	5.88666771782198e-10	0
"C2"	0	3.27412063480052e-08	2.77699268835421e-05	1.16445224943191e-05	1.72429383637244e-05	3.03014961780383e-05	3.9657043235344e-05	7.59402575432876e-08	0	0.0201046737088509	1.72670181686717e-05	7.2108802879589e-05	2.03400556246416e-05	4.63436182818702e-05	9.13443357480563e-05	0.0201145823377104	0.0201199169833159	0.020134462218824	0.0201501811801591	1.21561419190449e-05	0.000486245676761794	1.00090956114938	0.000335480364578165	0.000911434756720694	0.000487408694848214	0.000688859572404051	0.000688554518225318	0.000350695521368829	0.000913043828560494	0.000727261775405028	0.000911564158352753	6.08962238320376e-07	1.07239842113908e-06	1.07239842113908e-06	1.07239842113908e-06	1.47921077503904e-06	0.000911994181159305	0.000911954376570764	2.87783636144528e-07	2.87783636144528e-07	2.87783636144528e-07	2.87783636144528e-07	0.00035811651787393	0.00022378197667287	0	8.12610456952163e-07	0.000136275057363474	0.000136275057363474	4.71404500080831e-07	3.05872708892116e-07	8.706490831924e-07	8.12610456952164e-07	3.05054178733416e-07	3.05054178733416e-07	3.44858767274487e-07	3.44858767274487e-07	1.66350321347415e-07	1.66350321347415e-07	3.96713241193459e-07	3.96713241193459e-07	8.18530158700129e-10	3.45677297433187e-07	8.18530158700129e-10	0
