"Clethrionomys_rutilus"	"Clethrionomys_rufocanus"	"Tamias_sibiricus"	"Sciurus_vulgaris"	"Apodemus_peninsulae"	"Microtus_oeconomus"	"Clethrionomys_glareolus"	"Neomys_fodiens"	"Microtus_agrestis"	"Sicista_betulina"	"Talpa_altaica"	"Arvicola_terrestris"	"Myopus_schisticolor"	"Amalaraeus_penicilliger"	"Ceratophyllus_indages"	"Megabothris_rectangulatus"	"Hystrichopsylla_talpae"	"Tarsopsylla_octodecimdentata"	"Amphipsylla_sibirica"	"Palaeopsylla_soricis"	"Catallagia_dacenkoi"	"Neopsylla_mana"	"Megabothris_turbidus"	"Catallagia_ioffi"	"Catallagia_fetisovi"	"Rhadinopsylla_integella"	"Rhadinopsylla_altaica"	"Peromyscopsylla_bidentata"	"Corrodopsylla_birulai"	"Leptopsylla_sicistae"	"Rhadinopsylla_pseudodahurica"	"Ceratophyllus_sciurorum"	"Ctenophyllus_subarmatus"	"Neopsylla_acanthina"	"Frontopsylla_elata"	"Megabothris_calcarifer"	"Amphipsylla_vinogradovi"	"Hystrichopsylla_microti"	"Neopsylla_pleskei"
"Clethrionomys_rutilus"	1.00396683004408	0.0018150989316584	0.000615647358675441	0.000177446562960151	0.00112085840896805	0.000530815652390046	0.000695973620171438	0.000102591591215985	0.000695973620171438	0.000216807114696945	4.83960184460887e-05	6.08400752352973e-05	5.37311023411605e-05	0.00483004838452489	0.00482332862782425	0.00483429996577307	0.00483579921070444	2.95744271600251e-06	0.00482016585455562	0.00483960184460887	0.00480605826950763	0.00483429996577307	0.00483134252305706	0.00481289879571513	0.0047921387971042	0.00480624638215219	0.00480645171270482	0.00479961118649732	1.39341128620847e-05	1.18085316870592e-05	0.0047921387971042	2.95744271600251e-06	1.04298321091228e-05	0.00478826681817445	0.00478079442878133	0.0047921387971042	0.00478079442878133	0.00478079442878133	0.00478079442878133
"Clethrionomys_rufocanus"	0.00238231734780165	1.00237682747977	0.000806078861928378	0.00023221743753576	0.00115470687128918	0.000694971093661756	0.000911298327336809	0.000134248462181547	0.000911298327336809	0.00028375060018054	6.33625333697668e-05	7.95852383590477e-05	7.03475202629154e-05	0.00632374638481466	0.00631495027485153	0.00632931242552591	0.00633127682366239	3.870290625596e-06	0.0063108106910975	0.00633625333697668	0.00629442550661814	0.00632931242552592	0.00632544213490032	0.00630338193841734	0.00627619954007141	0.00629258472455077	0.0062928540176792	0.00628389758588	1.61522564659318e-05	1.33730578122054e-05	0.0062761995400714	3.870290625596e-06	1.15683364341905e-05	1.90424141314596e-05	1.1344368322865e-05	0.0062761995400714	1.1344368322865e-05	1.1344368322865e-05	1.1344368322865e-05
"Tamias_sibiricus"	0.00143651050357603	0.00143302908787267	1.00142711700936	0.00041073421952809	0.00120953672994089	0.000767084037582934	0.00115025725322346	0.000237379279845988	0.00115025725322346	0.000501844764758135	0.000112125843207887	0.000140647635675184	0.000124486483216605	0.011190454580295	0.0111806792183669	0.0112003046641319	0.0112037834894944	6.84557032546817e-06	5.64542317405709e-05	0.0112125843207887	3.88021030711783e-05	0.0112003046641319	0.0111934590938064	0.0111657700698418	1.57969580067091e-05	3.34490866761017e-05	0.011150828502977	2.38605362063151e-05	2.30086026448981e-05	1.81004734947687e-05	1.57969580067091e-05	6.84557032546817e-06	1.49091485250741e-05	1.49041044071109e-05	6.8405262075049e-06	1.57969580067091e-05	6.8405262075049e-06	6.8405262075049e-06	6.8405262075049e-06
"Sciurus_vulgaris"	0.000621062970360527	0.000619246500095359	0.000616101329292135	1.00480011429795	0.00145686312889954	0.000376338936503516	0.000616555248734915	1.25675982521717e-06	0.000616555248734915	0.000375153137266075	4.80140349818665e-07	8.32314476718319e-07	4.50088522820502e-07	4.04626819312252e-05	0.0167823854011336	0.0167945927005852	4.05079670538452e-05	0.0167466685716325	3.35754958819211e-05	4.80140349818665e-05	1.91588383162968e-05	0.0167945927005852	4.79241289527107e-05	2.6004408641765e-05	6.82773334159851e-06	2.12443909072228e-05	2.3385724526397e-05	1.65401542009288e-05	9.79592857734012e-06	1.72154836046518e-05	6.82773334159851e-06	0.0167466685716325	0.0167563809924918	1.26698635753328e-05	2.95744271600251e-06	6.8277333415985e-06	2.95744271600251e-06	2.95744271600251e-06	2.95744271600251e-06
"Apodemus_peninsulae"	0.00156920177255527	0.00123168732937513	0.000725722037964536	0.000582745251559818	1.00245560385971	0.000740899449062021	0.000670794660706511	0.000366279805245509	0.000670794660706511	0.000636697117169174	6.76065243040876e-05	0.000307992562178452	7.49850704742488e-05	0.00674434813690237	0.00672939968653951	0.00675139487199616	0.00674865634268239	9.7124208593303e-06	0.00672088493059384	0.00676065243040876	2.85863284158451e-05	0.00675139487199617	0.00674168245113683	3.66499066154511e-05	1.51704352017149e-05	0.00670746903737972	0.00670627137246604	0.00669820779426644	0.00671064631401517	0.00669577130140811	1.51704352017149e-05	9.7124208593303e-06	0.00669274977992406	0.00669050974845785	7.47238939312032e-06	1.51704352017149e-05	7.47238939312032e-06	7.47238939312032e-06	7.47238939312032e-06
"Microtus_oeconomus"	0.00139339108752387	0.00138994218732351	0.000862969542280801	0.000282254202377637	0.00138918646699129	1.00138326184117	0.00107242322263431	0.000266879110115696	0.00107242322263431	0.000564139885144752	0.000126056958292453	0.000158129011500237	0.000139953363022394	0.012580817815951	6.03248290676897e-05	0.0125888983997852	0.0125958026720154	4.70423670629395e-06	0.0125633228149062	0.0126056958292453	3.67707987783338e-05	0.0125888983997852	0.0125841941630789	4.63593492481205e-05	1.53223343256475e-05	0.0125418743504535	3.41721279087095e-05	2.45835774389228e-05	2.6063664025477e-05	2.05440408161703e-05	1.53223343256475e-05	4.70423670629395e-06	1.39654798195692e-05	1.58964387681508e-05	6.63519565487557e-06	1.53223343256475e-05	6.63519565487557e-06	6.63519565487557e-06	6.63519565487557e-06
"Clethrionomys_glareolus"	0.00146154460236002	0.0014580773237389	0.00103523152790111	0.000369933149240949	0.00100619199105977	0.00085793857810745	1.00145321235686	0.000213813614930685	0.00145321235685849	0.000452035915194034	0.000101003398966761	0.000126677367679147	0.0001121379181143	0.0100804055863618	0.0100695130382389	0.0100892779887691	0.010092412630287	6.16555248734915e-06	0.0100625691454457	0.0101003398966761	0.0100451369666123	0.0100892779887691	0.0100831124362818	0.0100566395391445	1.60727194750825e-05	3.35048983084907e-05	3.42832386143822e-05	2.27806660821476e-05	2.0168935488712e-05	1.57486649109458e-05	1.60727194750825e-05	6.16555248734915e-06	1.28734990944143e-05	1.36676828087795e-05	6.95973620171438e-06	1.60727194750825e-05	6.95973620171438e-06	6.95973620171438e-06	6.95973620171438e-06
"Neomys_fodiens"	0.000718141138511897	0.000715991798301582	0.000712137839537965	2.51351965043434e-06	0.00183139902622754	0.00071167762697519	0.000712712049768951	1.00182228611074	0.000712712049768951	0.000337815281648204	0.0003348548484345	0.00111674163621679	0.000372027175227737	0.000107003931093043	4.23127709391872e-05	5.79650469093412e-05	0.0334824457704963	4.18919941739057e-08	4.32542066206702e-05	0.0334854848434499	2.21489094419634e-05	5.79650469093412e-05	5.79231549151673e-05	3.00615521034964e-05	7.8946684465844e-06	2.89999656252912e-05	2.80166379496343e-05	2.01039952881014e-05	0.0334621226123437	1.89656324744811e-05	7.8946684465844e-06	4.18919941739057e-08	1.22512188356909e-05	1.56290465487165e-05	3.41971970719951e-06	7.8946684465844e-06	3.41971970719951e-06	3.41971970719951e-06	3.41971970719951e-06
"Microtus_agrestis"	0.00146154460236002	0.0014580773237389	0.00103523152790111	0.000369933149240949	0.00100619199105977	0.00085793857810745	0.00145321235685849	0.000213813614930685	1.00145321235686	0.000452035915194034	0.000101003398966761	0.000126677367679147	0.0001121379181143	0.0100804055863618	0.0100695130382389	0.0100892779887691	0.010092412630287	6.16555248734915e-06	0.0100625691454457	0.0101003398966761	0.0100451369666123	0.0100892779887691	0.0100831124362818	0.0100566395391445	1.60727194750825e-05	3.35048983084907e-05	3.42832386143822e-05	2.27806660821476e-05	2.0168935488712e-05	1.57486649109458e-05	1.60727194750825e-05	6.16555248734915e-06	1.28734990944143e-05	1.36676828087795e-05	6.95973620171438e-06	1.60727194750825e-05	6.95973620171438e-06	6.95973620171438e-06	6.95973620171438e-06
"Sicista_betulina"	0.000910589881727171	0.000908001920577729	0.000903320576564644	0.00045018376471929	0.00191009135150752	0.000902623816231604	0.000904071830388067	0.000202689168988923	0.000904071830388067	1.00190189906949	0.000201270675808503	1.42977933827955e-06	7.66435282310527e-07	6.22177152136663e-05	5.83664912891788e-05	0.0201076872703818	6.89791754079474e-05	7.50306274532151e-06	5.21093309515896e-05	0.0201270675808503	2.80925909053111e-05	0.0201076872703818	0.0201001842076365	3.81294862004738e-05	1.00111542975497e-05	3.40278943438283e-05	3.27819919360959e-05	2.27450966409332e-05	1.95617369432615e-05	0.0200507719237332	1.00111542975497e-05	7.50306274532151e-06	2.0237005088705e-05	1.70700846373224e-05	4.33614229393891e-06	1.00111542975497e-05	4.33614229393891e-06	4.33614229393891e-06	4.33614229393891e-06
