"Leycesteria_formosa"	"Juniperus_brevifolia"	"Duchesnea_indica"	"Vaccinium_cylindraceum"	"Ilex_perado"	"Rubus_ulmifolius"	"Cerastium_sp1_M_SD_031"	"Pittosporum_undulatum"	"Morella_faya"	"Potentilla_erecta"	"Solanum_nigrum"	"Fragaria_vesca"	"Acacia_melanoxylon"	"Clethra_arborea"	"Hedera_azorica"	"Unidentified_sp1_M_SD_031"	"Hedychium_gardneranum"	"Juncus_effusus"	"Laurus_azorica"	"Bellis_perennis"	"Hypericum_humifusum"	"Myrsine_africana"	"Calluna_vulgaris"	"Carex_viridula"	"Holcus_lanatus"	"Lotus_pedunculatus"	"Aphanes_microcarpa"	"Carex_vulcani"	"Centaurium_erythraea"	"Conyza_bonariensis"	"Cryptomeria_japonica"	"Epilobium_parviflorum"	"Persicaria_capitata"	"Sonchus_tenerrimus"	"Unidentified_sp2_M_SD_031"	"Unidentified_sp3_M_SD_031"	"Unidentified_sp4_M_SD_031"	"Unidentified_sp5_M_SD_031"	"Unidentified_sp6_M_SD_031"	"Unidentified_sp7_M_SD_031"	"Viburnum_tinus"	"Turdus_merula"	"Sylvia_atricapilla"	"Fringilla_coelebs"	"Erithacus_rubecula"	"Pyrrhula_murina"	"Serinus_serinus"	"Carduelis_carduelis"	"Regulus_regulus"
"Leycesteria_formosa"	1.00269020013212	0.000169855086799409	0.000589419133854192	0.000589012181536734	7.04848486776267e-05	0.000169855086799409	0.000164701554939054	0.000263664840743379	0.000169855086799409	0.00059989270382844	0.000612337086803077	0.000169855086799409	0.000263664840743379	0.000164570264706532	0.000169855086799409	0.000169855086799409	0.000169855086799409	0.000529407855150814	7.04848486776267e-05	0.000164294602621597	0.000336227863085061	0.000169855086799409	0.000169855086799409	9.38097539439698e-05	4.0695231745788e-07	9.38097539439698e-05	9.38097539439698e-05	9.38097539439698e-05	7.04848486776267e-05	4.0695231745788e-07	7.04848486776267e-05	9.38097539439698e-05	9.38097539439698e-05	2.75662084935565e-07	7.04848486776267e-05	9.38097539439698e-05	9.38097539439698e-05	9.38097539439698e-05	4.0695231745788e-07	0.000336227863085061	7.04848486776267e-05	0.0169163636826304	0.016892940480703	0.0168857557099146	0.016766283789493	0.0168113931542531	2.0347615872894e-05	5.51324169871129e-06	0.0167115033355353
"Juniperus_brevifolia"	0.000509565260398228	1.00050633562864	0.000507933703729182	0.000507536543423731	0.000210263413287297	0.000506335628635737	0.000211215737630088	0.000506890792673077	0.000506335628635737	0.000507515070176236	0.000297828294173774	0.000506335628635737	0.000506890792673077	0.000211172299769812	0.000506335628635737	0.000506335628635737	0.000506335628635737	0.000297251656888939	0.000210263413287297	0.000210818577324637	6.24277503159458e-07	0.000506335628635737	0.000506335628635737	5.5516403733985e-07	3.97160305450687e-07	5.5516403733985e-07	5.5516403733985e-07	5.5516403733985e-07	0.000210263413287297	3.97160305450687e-07	0.000210263413287297	5.5516403733985e-07	5.5516403733985e-07	3.53722445175565e-07	0.000210263413287297	5.5516403733985e-07	5.5516403733985e-07	5.5516403733985e-07	3.97160305450687e-07	6.24277503159458e-07	0.000210263413287297	0.0504632191889513	0.0503322766092348	9.9929526721173e-05	4.80365915197836e-05	3.12138751579729e-05	1.98580152725343e-05	7.07444890351131e-06	8.49275433997046e-06
"Duchesnea_indica"	0.000884128700781288	0.000253966851864591	1.00138570754041	0.000881583190024321	0.000105453508287807	0.000253966851864591	0.000610125772891119	0.000254514766080109	0.000253966851864591	0.000255038814786923	0.000776677595952032	0.000253966851864591	0.000254514766080109	0.000106179277239069	0.000253966851864591	0.000253966851864591	0.000253966851864591	0.000149585306499116	0.000105453508287807	0.000106001422503325	5.2404870681389e-07	0.000253966851864591	0.000253966851864591	5.47914215517844e-07	0.000504124350387794	5.47914215517844e-07	5.47914215517844e-07	5.47914215517844e-07	0.000105453508287807	0.000504124350387794	0.000105453508287807	5.47914215517844e-07	5.47914215517844e-07	1.77854735743834e-07	0.000105453508287807	5.47914215517844e-07	5.47914215517844e-07	5.47914215517844e-07	0.000504124350387794	5.2404870681389e-07	0.000105453508287807	0.0253088419890737	0.0252472684080532	9.86245587932119e-05	0.0251046535263892	2.62024353406945e-05	0.0252062175193897	3.55709471487668e-06	1.47354783463548e-05
"Vaccinium_cylindraceum"	0.00117802436307347	0.000338357695615821	0.00117544425336576	1.00117475792572	0.000140440049225452	0.000338357695615821	0.000141731328865544	0.000338962647610783	0.000338357695615821	0.000339660759030203	0.00103492282849014	0.000338357695615821	0.000338962647610783	0.000141281653907025	0.000338357695615821	0.000338357695615821	0.000338357695615821	0.000199220709804752	0.000140440049225452	0.000141045001220413	6.98111419420441e-07	0.000338357695615821	0.000338357695615821	6.04951994961666e-07	6.86327645130694e-07	6.04951994961666e-07	6.04951994961666e-07	6.04951994961666e-07	0.000140440049225452	6.86327645130694e-07	0.000140440049225452	6.04951994961666e-07	6.04951994961666e-07	2.36652686611432e-07	0.000140440049225452	6.04951994961666e-07	6.04951994961666e-07	6.04951994961666e-07	6.86327645130694e-07	6.98111419420441e-07	0.000140440049225452	0.0337056118141084	0.0336459998863628	0.0001088913590931	0.0334560092041924	3.4905570971022e-05	3.43163822565347e-05	4.73305373222863e-06	1.96337393845578e-05
"Ilex_perado"	0.00042290909206576	0.000420526826574594	0.000421814033151229	0.000421320147676354	1.00041899943842	0.000420526826574594	0.000420022718174412	0.000421056220856106	0.000420526826574594	0.000421410922477224	2.85010353984058e-06	0.000420526826574594	0.000421056220856106	0.000420232740136953	0.000420526826574594	0.000420526826574594	0.000420526826574594	2.41148405919797e-06	0.000418999438418026	0.000419528832699538	3.54701621117802e-07	0.000420526826574594	0.000420526826574594	5.29394281511766e-07	4.93885474874469e-07	5.29394281511766e-07	5.29394281511766e-07	5.29394281511766e-07	0.000418999438418026	4.93885474874469e-07	0.000418999438418026	5.29394281511766e-07	5.29394281511766e-07	7.03907437415331e-07	0.000418999438418026	5.29394281511766e-07	5.29394281511766e-07	5.29394281511766e-07	4.93885474874469e-07	3.54701621117802e-07	0.000418999438418026	0.100559865220326	0.000259655986616628	9.52909706721179e-05	3.17328440704166e-05	1.77350810558901e-05	2.46942737437235e-05	1.40781487483066e-05	7.04848486776268e-06
"Rubus_ulmifolius"	0.000509565260398228	0.000506335628635737	0.000507933703729182	0.000507536543423731	0.000210263413287297	1.00050633562864	0.000211215737630088	0.000506890792673077	0.000506335628635737	0.000507515070176236	0.000297828294173774	0.000506335628635737	0.000506890792673077	0.000211172299769812	0.000506335628635737	0.000506335628635737	0.000506335628635737	0.000297251656888939	0.000210263413287297	0.000210818577324637	6.24277503159458e-07	0.000506335628635737	0.000506335628635737	5.5516403733985e-07	3.97160305450687e-07	5.5516403733985e-07	5.5516403733985e-07	5.5516403733985e-07	0.000210263413287297	3.97160305450687e-07	0.000210263413287297	5.5516403733985e-07	5.5516403733985e-07	3.53722445175565e-07	0.000210263413287297	5.5516403733985e-07	5.5516403733985e-07	5.5516403733985e-07	3.97160305450687e-07	6.24277503159458e-07	0.000210263413287297	0.0504632191889513	0.0503322766092348	9.9929526721173e-05	4.80365915197836e-05	3.12138751579729e-05	1.98580152725343e-05	7.07444890351131e-06	8.49275433997046e-06
"Cerastium_sp1_M_SD_031"	0.000329403109878109	0.000140810491753392	0.000813501030521492	0.000141731328865544	0.000140007572724804	0.000140810491753392	1.00099849939613	0.000327532613499504	0.000140810491753392	0.000327933267582827	0.000188445877886852	0.000140810491753392	0.000327532613499504	0.00032727789865627	0.000140810491753392	0.000140810491753392	0.000140810491753392	0.000187925694858022	0.000140007572724804	0.000326729694470916	4.00654083322755e-07	0.000140810491753392	0.000140810491753392	0.000186722121746112	0.000671769701655948	0.000186722121746112	0.000186722121746112	0.000186722121746112	0.000140007572724804	0.000671769701655948	0.000140007572724804	0.000186722121746112	0.000186722121746112	5.48204185353886e-07	0.000140007572724804	0.000186722121746112	0.000186722121746112	0.000186722121746112	0.000671769701655948	4.00654083322755e-07	0.000140007572724804	0.033601817453953	0.000136496234859917	0.0336099819143001	3.68334844860856e-05	2.00327041661378e-05	0.0335884850827974	1.09640837070777e-05	5.49005183130181e-06
"Pittosporum_undulatum"	0.000527329681486758	0.000337927195115384	0.000339353021440145	0.000338962647610783	0.000140352073618702	0.000337927195115384	0.000327532613499504	1.00052471736117	0.000337927195115384	0.000525415346188882	0.00038540074004352	0.000337927195115384	0.000524717361166824	0.000327691136045427	0.000337927195115384	0.000337927195115384	0.000337927195115384	0.00038506327257018	0.000140352073618702	0.000327142239670141	6.9798502205838e-07	0.000337927195115384	0.000337927195115384	0.000186790166051439	3.90373829362584e-07	0.000186790166051439	0.000186790166051439	0.000186790166051439	0.000140352073618702	3.90373829362584e-07	0.000140352073618702	0.000186790166051439	0.000186790166051439	5.48896375285472e-07	0.000140352073618702	0.000186790166051439	0.000186790166051439	0.000186790166051439	3.90373829362584e-07	6.9798502205838e-07	0.000140352073618702	0.0336844976684885	0.033587770654436	0.033622229889259	4.14180998159264e-05	3.4899251102919e-05	1.95186914681292e-05	1.09779275057094e-05	8.7888280247793e-06
"Morella_faya"	0.000509565260398228	0.000506335628635737	0.000507933703729182	0.000507536543423731	0.000210263413287297	0.000506335628635737	0.000211215737630088	0.000506890792673077	1.00050633562864	0.000507515070176236	0.000297828294173774	0.000506335628635737	0.000506890792673077	0.000211172299769812	0.000506335628635737	0.000506335628635737	0.000506335628635737	0.000297251656888939	0.000210263413287297	0.000210818577324637	6.24277503159458e-07	0.000506335628635737	0.000506335628635737	5.5516403733985e-07	3.97160305450687e-07	5.5516403733985e-07	5.5516403733985e-07	5.5516403733985e-07	0.000210263413287297	3.97160305450687e-07	0.000210263413287297	5.5516403733985e-07	5.5516403733985e-07	3.53722445175565e-07	0.000210263413287297	5.5516403733985e-07	5.5516403733985e-07	5.5516403733985e-07	3.97160305450687e-07	6.24277503159458e-07	0.000210263413287297	0.0504632191889513	0.0503322766092348	9.9929526721173e-05	4.80365915197836e-05	3.12138751579729e-05	1.98580152725343e-05	7.07444890351131e-06	8.49275433997046e-06
"Potentilla_erecta"	0.000899839055742661	0.000253757535088118	0.000255038814786923	0.000254745569272652	0.000105352730619306	0.000253757535088118	0.00024594995068712	0.000394061509641662	0.000253757535088118	1.0008973512898	0.00028969681320689	0.000253757535088118	0.000394061509641662	0.00024606888085267	0.000253757535088118	0.000253757535088118	0.000253757535088118	0.000791998559179249	0.000105352730619306	0.000245656705172849	0.000503289780156894	0.000253757535088118	0.000253757535088118	0.000140303974553543	2.93245514270498e-07	0.000140303974553543	0.000140303974553543	0.000140303974553543	0.000105352730619306	2.93245514270498e-07	0.000105352730619306	0.000140303974553543	0.000140303974553543	4.12175679820217e-07	0.000105352730619306	0.000140303974553543	0.000140303974553543	0.000140303974553543	2.93245514270498e-07	0.000503289780156894	0.000105352730619306	0.0252846553486334	0.0252288167596981	0.0252547154196378	3.95213673813688e-05	0.0251644890078447	1.46622757135249e-05	8.24351359640434e-06	1.4997317595711e-05
