"Apodemus_flavicollis"	"Clethrionomys_glareolus"	"Apodemus_agrarius"	"Microtus_arvalis"	"Apodemus_uralensis"	"Sorex_araneus"	"Microtus_subterraneus"	"Neomys_fodiens"	"Crocidura_leucodon"	"Apodemus_sylvaticus"	"Arvicola_terrestris"	"Talpa_europaea"	"Neomys_anomalus"	"Sorex_alpinus"	"Micromys_minutus"	"Myoxus_glis"	"Muscardinus_avellanarius"	"Ctenophthalmus_agyrtes"	"Megabothris_turbidus"	"Ctenophthalmus_assimilis"	"Amalaraeus_penicilliger"	"Palaeopsylla_soricis"	"Peromyscopsylla_bidentata"	"Doratopsylla_dasycnema"	"Ctenophthalmus_solutus"	"Hystrichopsylla_orientalis"	"Rhadinopsylla_integella"	"Ctenophthalmus_uncinatus"	"Rhadinopsylla_pentacantha"	"Atyphloceras_nuperus"	"Ceratophyllus_sciurorum"	"Ctenophthalmus_bisoctodentatus"	"Peromyscopsylla_silvatica"	"Amalaraeus_arvicolae"	"Rhadinopsylla_isacantha"	"Amphipsylla_rossica"	"Ctenophthalmus_obtusus"	"Palaeopsylla_kohauti"
"Apodemus_flavicollis"	1.00215836772203	0.00123976216086479	0.00162502886048615	0.000712889659943855	0.000396791620806753	0.000346371845084678	0.000834131960253172	0.000345610355198452	0.000931630665304055	0.000213577092553628	0.000213577092553628	0.000137625536008045	0.000143161456179608	0.000201913481928738	7.67130464318094e-05	0.000294894971060937	0.000228962574324521	0.00922111442010235	0.00920556557181714	0.00923053554309827	2.96691215930028e-05	0.00916872827803346	0.00915825561347543	1.54803903414565e-05	0.00914189550138676	0.00916072641265623	0.00913891784322296	0.00914189550138676	0.0091312886164985	1.03313513405399e-05	0.00915850297298084	2.28446965867739e-05	1.03313513405399e-05	1.04266495031646e-05	1.03313513405399e-05	1.92424720898381e-05	1.33090095043436e-05	1.07083418021363e-05
"Clethrionomys_glareolus"	0.00113644864745939	1.00434348225128	0.000646373466956392	0.00106447119935412	0.000196537980835666	0.00019747579266526	0.000925449350520619	0.000197181195691152	0.000127909663591432	0.000195786782852217	0.000195786782852217	0.000125686366873165	0.000131172329213486	6.57034946769723e-05	7.03950129531607e-05	0.000270788885630981	0.000210360897603578	0.00844529164331492	0.00844740155437929	0.0084599183238364	0.0083944030256341	5.17798963723295e-05	0.00841191630438527	1.04798469876629e-05	1.93405596596156e-05	3.75598991724337e-05	0.00838704229751184	1.93405596596156e-05	0.00839142848698272	0.00836952901876067	0.00841443590414312	8.83790922324871e-06	0.00836952901876067	1.15681168815077e-05	0.00836952901876067	0.00838283490875259	1.82728090844903e-06	6.10743601388006e-06
"Apodemus_agrarius"	0.00198614638503862	0.00086183128927519	1.0019843014497	0.000869630829895513	0.000484373267613591	0.00042271361768364	0.000646838562811331	0.000421783995467395	0.00113780055139167	0.000260564291775997	0.000260564291775997	0.000167868207873905	0.000174624115342241	0.00024650645516392	9.36257061183373e-05	8.11029249332406e-05	7.34159144985275e-07	0.0112540765830225	0.0112350847342005	0.0112516272103557	2.61377948194621e-05	0.0111955644706161	0.0111773525760438	1.88893030694404e-05	0.0111674690748156	0.0111904487918797	0.011158396708635	0.0111674690748156	3.33232856733921e-05	7.18192741062658e-06	2.9366365799411e-05	2.78886664873489e-05	7.18192741062658e-06	8.08548203514164e-06	7.18192741062658e-06	1.80523127843205e-05	1.62542935913096e-05	1.30684992246991e-05
"Microtus_arvalis"	0.000980223282422801	0.00159670679903118	0.000978334683632452	1.00202084987089	0.000544211712390848	0.000474827356347591	0.00114527168840836	0.000474181650837111	0.00044191537426145	0.000292912502408968	0.000292912502408968	0.000188245217742176	0.000196336146498762	0.00027711119056526	0.000105312990177272	9.09862977610146e-05	6.70835228803896e-07	0.0126469264609331	0.0126375588212726	0.0126441647545095	0.0125528824094831	0.0125878998606042	0.0125726639156061	2.12308136784e-05	2.60945828981557e-05	0.012564960499094	3.30873961149186e-05	2.60945828981557e-05	3.65329068463292e-05	1.33058899919265e-05	2.68334091521559e-05	1.93711653143922e-05	1.33058899919265e-05	1.43158961051045e-05	1.33058899919265e-05	0.012538566513378	6.31307677516356e-06	1.46862754617746e-05
"Apodemus_uralensis"	0.00109117695721857	0.000589613942506997	0.00108983985213058	0.0010884234247817	1.00108466523049	0.000587233079853334	0.000587464694219727	0.000586118401561436	0.00087962590864639	0.000583158887890499	0.000583158887890499	0.000374556610493646	0.000390607196497661	0.000194603320862579	0.00020971695568875	0.000180448863476036	5.97886797364969e-07	0.0251668242180001	0.02516603468265	0.025179136735014	2.58620510084094e-05	7.0865573765084e-05	4.7891173218918e-05	3.11779239071841e-05	3.45952066197427e-05	0.0250753171301919	2.69425717314002e-05	3.45952066197427e-05	2.2176548718807e-05	4.91344952089164e-06	2.39154718945988e-05	3.34403487569271e-05	4.91344952089164e-06	7.34330867774659e-06	4.91344952089164e-06	1.85187423306628e-05	1.25660844092341e-05	1.81576840239287e-05
"Sorex_araneus"	0.000544298613704494	0.000338529930283303	0.000543488937021823	0.000542659835825818	0.000335561759916191	1.00221501624642	0.000542620930671984	0.00173666975031427	0.000695965758755166	0.000334839728013984	0.000334839728013984	0.000692854203177096	0.000702651589344067	0.000316703067430834	0.000120332020938118	0.00010365339162084	3.24609562629029e-07	0.0144532602522952	0.0144398425125741	0.0144660294881495	1.63870923335834e-05	0.0143866899689225	2.73740275159879e-05	0.0143697235904322	2.09293031646212e-05	3.61015951103487e-05	1.38080179347654e-05	2.09293031646212e-05	1.45520136012561e-05	2.82108275236086e-06	1.29843825051611e-05	0.0143503948830369	2.82108275236086e-06	6.7827616333998e-06	2.82108275236086e-06	9.60433070018358e-06	9.94236798221666e-06	0.0143463018707874
"Microtus_subterraneus"	0.00114693144534811	0.00138817402578093	0.000727693383162747	0.00114527168840836	0.000293732347109864	0.000474793314337986	1.00281521144058	0.000474267467371308	0.000190627731317671	0.00029287445531735	0.00029287445531735	0.000188081821871847	0.000196320662992274	0.000277212443407888	0.00010531848041218	9.09597064016383e-05	6.65231872299607e-07	0.012643995048858	0.0126382176494616	0.0126412264341074	0.0125610741559939	0.012596566012244	0.0125795862875322	2.12312415226641e-05	2.12353848428444e-05	4.28945896256955e-05	3.0080248419814e-05	2.12353848428444e-05	0.0125571849093919	1.15681168815077e-05	2.66092748919843e-05	1.57754090003329e-05	1.15681168815077e-05	0.0125351901430073	1.15681168815077e-05	2.58840129866122e-05	2.72325330453816e-06	1.46872194229216e-05
"Neomys_fodiens"	0.000633618984530496	0.000394362391382304	0.000632675993201093	0.000632242201116148	0.000390745601040957	0.00202611470869998	0.000632356623161744	1.00202475028899	0.000253246051860478	0.000390064013558452	0.000390064013558452	0.0002511088371982	0.000819177467202764	0.00036910497175937	0.000140319596065343	0.000120680399137949	3.77958541480138e-07	0.0168274569965633	0.0168383515278411	0.0168423416835056	1.90938385649929e-05	0.016776409640391	3.18837444094237e-05	0.0167566629162286	1.64077065852948e-05	3.40793741252706e-05	1.607625910595e-05	1.64077065852948e-05	1.69509836376819e-05	3.2863532615192e-06	1.51183416592055e-05	4.09325911527084e-05	3.2863532615192e-06	7.9044577895218e-06	3.2863532615192e-06	1.11893807754711e-05	3.61780074086397e-06	0.0167293570006552
"Crocidura_leucodon"	0.0014639910454778	0.000219273709013884	0.00146288642321787	0.000505046142013085	0.000502643376369366	0.000695965758755166	0.000217860264363053	0.000217068044451838	1.00337178877115	0.000214996873149149	0.000214996873149149	0.000693190931605789	0.000104461317756991	0.000111928718258693	7.03655846688589e-07	0.000103698892291382	5.09304136024105e-07	0.0144434717891233	8.44387016026306e-05	0.0144465423417502	1.08636109881508e-05	5.77562378113703e-05	4.0426914083804e-05	1.70422126483136e-05	0.0143634459998264	0.0143823251610108	3.13905840041023e-05	0.0143634459998264	1.78595437173308e-05	1.82728090844903e-06	2.03721654409642e-05	0.0143669314290999	1.82728090844904e-06	2.72325330453816e-06	1.82728090844904e-06	8.1403576836126e-06	0.0143338826967308	1.35601687230806e-05
"Apodemus_sylvaticus"	0.000783116006029971	0.000783147131408868	0.000781692875327991	0.000781100006423914	0.000777545183853999	0.000781292698699295	0.000780998547512932	0.000780128027116904	0.000501659370681348	1.00077650171076	0.00077650171075548	0.000498367822989046	0.000520136801842031	0.000258783052372252	0.000279298559348825	0.0002400977300017	6.42865890065493e-07	0.0335072773483526	0.033515827121859	0.0335236809756288	2.60524580192845e-05	7.24335554062252e-05	4.1857170830272e-05	4.15013514471489e-05	2.29712752492925e-05	5.21736549259414e-05	2.23309389060614e-05	2.29712752492925e-05	2.34079443574398e-05	6.5262260950739e-06	2.57146356026197e-05	3.49401474717393e-05	6.5262260950739e-06	9.76248184391165e-06	6.5262260950739e-06	1.62899761753728e-05	7.16656243830497e-06	2.41634580524145e-05
"Arvicola_terrestris"	0.000783116006029971	0.000783147131408868	0.000781692875327991	0.000781100006423914	0.000777545183853999	0.000781292698699295	0.000780998547512932	0.000780128027116904	0.000501659370681348	0.00077650171075548	1.00077650171076	0.000498367822989046	0.000520136801842031	0.000258783052372252	0.000279298559348825	0.0002400977300017	6.42865890065493e-07	0.0335072773483526	0.033515827121859	0.0335236809756288	2.60524580192845e-05	7.24335554062252e-05	4.1857170830272e-05	4.15013514471489e-05	2.29712752492925e-05	5.21736549259414e-05	2.23309389060614e-05	2.29712752492925e-05	2.34079443574398e-05	6.5262260950739e-06	2.57146356026197e-05	3.49401474717393e-05	6.5262260950739e-06	9.76248184391165e-06	6.5262260950739e-06	1.62899761753728e-05	7.16656243830497e-06	2.41634580524145e-05
"Talpa_europaea"	0.000504626965362831	0.000502745467492658	0.000503604623621713	0.000501987247312469	0.000499408813991528	0.00161665980741322	0.000501551524991593	0.000502217674396399	0.00161744550708017	0.000498367822989046	0.000498367822989046	1.00161187458036	0.000241783750464985	0.000258860652197455	9.35375645727316e-07	0.000240051671543049	5.20793158058298e-07	0.0335272039645826	0.000112245077487278	0.0335343229738987	1.67337802162396e-05	6.7135826738915e-05	2.69169050123046e-05	3.95248930280094e-05	3.32894891829246e-05	5.20495501241187e-05	1.43726703585038e-05	3.32894891829246e-05	1.50464574917685e-05	4.18954556243882e-06	2.08317263223319e-05	0.0334332639905048	4.18954556243882e-06	6.26939406239491e-06	4.18954556243882e-06	1.04643861538447e-05	2.31063643868596e-05	3.14654346791765e-05
"Neomys_anomalus"	0.000524925339325228	0.000524689316853943	0.000523872346026722	0.000523563057330033	0.000520809595330215	0.00163952037513616	0.000523521767979398	0.00163835493440553	0.000243743074766312	0.000520136801842031	0.000520136801842031	0.000241783750464985	1.00163369154435	2.12700829242811e-06	0.000279518492107675	0.000240085851043814	5.30043911410873e-07	0.000138125338253851	0.033542219052921	0.0335378129985365	1.74609712901508e-05	7.45153983332786e-05	2.80538236742124e-05	0.0334385173533633	1.40748963092946e-05	3.36396744091754e-05	1.49652633578445e-05	1.40748963092946e-05	1.56884816128456e-05	4.37241097378286e-06	2.12017564564349e-05	3.49632219188681e-05	4.37241097378286e-06	6.54402209974248e-06	4.37241097378286e-06	1.09169491904083e-05	3.48204392523302e-06	5.07276352182277e-05
"Sorex_alpinus"	0.00111052415060806	0.000394220968061834	0.00110927904823764	0.00110844476226104	0.000389206641725157	0.00110846073600792	0.00110884977363155	0.00110731491527811	0.000391750513905427	0.000388174578558378	0.000388174578558378	0.000388290978296183	3.19051243864217e-06	1.00110240988274	1.02942099200688e-06	1.35158637122807e-06	3.37053337063832e-07	0.0501969811891869	0.000123530519040825	0.000142034624782993	3.1001356432506e-05	0.0501395480746499	5.34223532871389e-05	3.43967523741316e-05	2.80174327675675e-05	5.16031583389595e-05	2.57061715884815e-05	2.80174327675675e-05	2.72414710006799e-05	3.28517473384861e-06	1.34821334825533e-05	3.43746218943491e-05	3.28517473384861e-06	1.38606221703944e-05	3.28517473384861e-06	1.71407342621116e-05	5.59643591293466e-06	3.42904019595102e-05
"Micromys_minutus"	0.000843843510749904	0.000844740155437929	0.000842631355065037	0.000842503921418174	0.000838867822755002	0.000842324146566825	0.000842547843297441	0.000841917576392056	4.92559092682012e-06	0.000837895678046475	0.000837895678046475	2.80612693718195e-06	0.000838555476323025	2.05884198401376e-06	1.00083549612128	1.62952189413666e-06	3.70733885543956e-07	0.000148299937996704	0.100259534554087	0.000176230321202978	2.81026483542613e-05	6.42651261135066e-05	4.5136523609276e-05	5.40170109111135e-05	1.71042408396835e-05	4.86072354262858e-05	2.40733765503308e-05	1.71042408396835e-05	2.5242653979715e-05	7.03950129531608e-06	1.48293554217583e-05	1.21971052430534e-05	7.03950129531608e-06	1.0531848041218e-05	7.03950129531608e-06	1.75708003130432e-05	7.03655846688589e-08	2.60651617003461e-05
