"Sideroxylon_cinereum"	"Homalanthus_populifolius"	"Croton_fothergillifolius"	"Toddalia_asiatica"	"Aphloia_theiformis"	"Erythroxylum_macrocarpum"	"Psiadia_terebinthina"	"Antirhea_borbonica"	"Doratoxylon_apetalum"	"Dodonaea_viscosa"	"Trochetia_blackburniana"	"Chaetocnema_sp1_M_PL_073"	"Fannia_pusio"	"Apis_mellifera"	"Stomorhina_lunata"	"Melanostoma_annulipes"	"Musca_domestica"	"Stomoxys_calcitrans"	"Dysauxes_florida"	"Nacoleia_sp2_M_PL_073"	"Pachycerina_crinicornis"	"Episyrphus_sp1_M_PL_073"	"Gelechioidea_sp1_M_PL_073"	"Mauritiborium_undulatus"	"Technomyrmex_albipes"	"Allograpta_nasuta"	"Chrysomya_megacephala"	"Nacoleia_sp1_M_PL_073"	"Stomoxys_niger"	"Cotesia_sp1_M_PL_073"	"Orthellia_albigena"	"Cheloninae_sp1_M_PL_073"	"Henotesia_narcissus"	"Hydrotaea_fuliginosa"	"Lygistorrhina_sp1_M_PL_073"	"Melanostoma_bituberculatum"	"Panara_naso"	"Sapromyza_sp1_M_PL_073"	"Scopariinae_sp1_M_PL_073"	"Zosterops_mauritianus"	"Brachymyrmex_sp1_M_PL_073"	"Cixiidae_sp1_M_PL_073"	"Lecithoceridae_sp1_M_PL_073"	"Melanagromyza_sojae"	"Polistes_hebraeus"	"Psyllidae_sp1_M_PL_073"	"Scirtidae_sp1_M_PL_073"	"Thelairodrino_sp1_M_PL_073"
"Sideroxylon_cinereum"	1.00488397873715	0.000370953405662509	0.00153811493513499	0.000812506439205567	0.00101328990522905	0.000498191070324843	0.000539426302754697	7.81877208480905e-07	7.94401612047338e-05	0.000238005075157232	0.0001263221919817	3.78807080134058e-05	0.00629162082333839	0.00631610959908502	0.00632237758318081	0.00632316567662372	0.0063033336059104	0.00630730961888935	1.6122536656683e-05	4.9429693400122e-06	0.00630595992658186	1.64176565989487e-05	0.00629461120567723	1.2445648538712e-05	1.16267767350299e-05	0.00630595992658186	0.00631086380206144	2.13891496592118e-05	1.72057500418567e-05	3.70953405662509e-06	0.00628052486710716	4.76010150314464e-06	0.00628052486710717	3.70953405662509e-06	3.83223900249878e-06	3.83223900249879e-06	1.80486373000978e-05	1.51809599071272e-05	0.00629077896667473	0.00628052486710716	7.38642217459607e-06	4.76010150314463e-06	0.00628052486710717	0.00628052486710716	7.79453773253115e-06	3.83223900249879e-06	1.02540995675666e-05	1.02540995675666e-05
"Homalanthus_populifolius"	0.000593525449060014	1.00385364073138	0.000677483293285029	0.00101119244856048	0.000425548814353086	0.00126509952653565	0.00126324161772684	0.000252828447945768	0.000378208491808469	0.000379780688042634	4.60592314026057e-07	0.0100767346231698	0.0100514385999937	2.30296157013029e-05	0.0100993545818169	0.0100880397709873	1.90951555241453e-05	3.27150912894052e-05	3.04082081493897e-05	2.4125437103896e-05	2.06922003865697e-05	0.0100786623814303	1.79576241646969e-05	0.0100597519568399	1.30049872376056e-05	2.06922003865697e-05	3.21762150931774e-05	0.0100648870436229	0.0100673475706008	0.0100385364073138	3.70953405662509e-06	7.59561376085268e-06	3.70953405662509e-06	0.0100385364073138	9.73153481950497e-06	9.73153481950497e-06	7.79000770666752e-06	1.24661110413778e-05	8.22608934519195e-06	3.70953405662509e-06	9.1926586232771e-06	7.59561376085268e-06	3.70953405662509e-06	3.70953405662509e-06	3.27345241810066e-06	9.73153481950497e-06	4.51655528856686e-06	4.51655528856686e-06
"Croton_fothergillifolius"	0.00164065593081066	0.000451655528856686	1.00358789552476	0.000922300118513435	0.00152642718303975	0.000643155628696818	0.000687234588215505	0.000168531549468427	8.47601859005493e-05	0.000253747982894545	0.0001346458798489	0.00672642375770302	2.31552013880738e-05	0.006732293992445	0.00674091586656562	0.00674175281692848	0.0067176567769524	0.00672377675545008	1.95794846875113e-05	1.46741646390168e-05	0.00672096636382645	1.99495027391654e-05	0.00670578742072264	1.57114934441379e-05	1.66890985518197e-05	0.00672096636382645	0.00672721395099204	0.00671191364945902	2.07864531020288e-05	4.51655528856686e-06	1.02540995675666e-05	5.0749596578909e-06	1.02540995675666e-05	4.51655528856686e-06	4.94735098997552e-06	4.94735098997552e-06	0.00670232771772695	2.01262940937845e-05	0.00670084006973267	1.02540995675666e-05	8.38454653194032e-06	5.07495965789089e-06	1.02540995675666e-05	1.02540995675666e-05	1.17417475618442e-05	4.94735098997552e-06	0.0066905859701651	0.0066905859701651
"Toddalia_asiatica"	0.00118182754793537	0.000919265862327709	0.00125768197979105	1.00322889469049	0.00148434322011606	0.000692531987202227	0.000874177024689261	0.000229704743083596	0.000115402033153793	0.000116476882813316	7.04129405560548e-07	0.00916253214192295	0.00913684175980235	3.52064702780274e-05	0.00917568866575525	0.00917224810175382	2.95185311329262e-05	4.04632264697962e-05	0.00913353691199761	1.94323010149913e-05	0.00914745167248114	2.8236993274103e-05	2.10981378388612e-05	2.24668916164134e-05	1.67451939024483e-05	0.00914745167248113	0.00915539873634194	0.00914932512131387	2.47964292726797e-05	9.1926586232771e-06	7.38642217459606e-06	2.32953765626632e-06	7.38642217459607e-06	9.1926586232771e-06	5.32716913232482e-06	5.32716913232483e-06	1.98025713020638e-05	0.0091316807037746	1.57709687065364e-05	7.38642217459607e-06	0.00912026267900448	2.32953765626632e-06	7.38642217459607e-06	7.38642217459606e-06	1.14180247701235e-05	5.32716913232482e-06	8.38454653194032e-06	8.38454653194032e-06
"Aphloia_theiformis"	0.00124712603720498	0.000327345241810066	0.00176126213427663	0.00125598272471359	1.00330084588395	0.00087024741247113	0.000791823727953973	1.02459271778612e-06	9.76850508075987e-05	0.000292468227023867	0.000155199068082428	0.00775802464763399	2.24860149207553e-05	0.00775995340412138	0.00777070343790691	0.00777166854990701	0.00774308446432676	0.0077511277081783	2.53106331621403e-05	7.2496271627436e-06	0.00774865312455641	2.20503133504974e-05	2.62304961595379e-05	1.71660608101175e-05	0.00772439302535708	0.00774865312455641	0.00775585152208326	2.64844543859577e-05	2.30154253505948e-05	3.27345241810066e-06	7.79453773253114e-06	5.84936454047733e-06	7.79453773253115e-06	3.27345241810066e-06	6.69421086516253e-06	6.69421086516254e-06	0.00772944056205376	0.00772911683926203	1.95362852943754e-05	7.79453773253114e-06	1.14180247701235e-05	5.84936454047733e-06	7.79453773253114e-06	7.79453773253114e-06	0.00771769881449191	6.69421086516253e-06	1.17417475618442e-05	1.17417475618442e-05
"Erythroxylum_macrocarpum"	0.000613158240399806	0.000973153481950497	0.000742102648496329	0.000585988604555731	0.000870247412471129	1.00434543245634	0.00138513643818486	1.13401138815291e-06	0.000291358476020246	0.000292735887307514	5.62443893701022e-07	0.00776502651106302	1.88909429543286e-05	2.81221946850511e-05	0.00778342667386655	0.00777471346781168	2.13285186037871e-05	0.0077538000461137	0.00774365341438839	1.26488500074518e-05	2.08009699899617e-05	0.00776262570387658	0.00773451368581049	0.00774805778007556	0.00773242830668318	2.08009699899617e-05	3.33931194280058e-05	2.0062755511213e-05	0.00775391249782172	9.73153481950497e-06	3.83223900249879e-06	5.85471774615027e-06	3.83223900249879e-06	9.73153481950497e-06	0.00772573409581801	0.00772573409581802	1.16415618551381e-05	1.20213799974874e-05	8.77958999247431e-06	3.83223900249879e-06	5.32716913232483e-06	5.85471774615027e-06	3.83223900249879e-06	3.83223900249879e-06	6.69421086516253e-06	0.00772573409581801	4.94735098997552e-06	4.94735098997552e-06
"Psiadia_terebinthina"	0.000784620076734105	0.00114840147066077	0.000937138074839325	0.000874177024689261	0.000935791678491058	0.00163697942694574	1.00245401443075	0.000458020459014972	0.000343621544840166	0.000345248555866189	0.000182997358179937	0.00915868752570471	2.43349540470073e-05	0.00914986790899684	0.00918077247842632	0.00917049637230164	2.52548312893617e-05	0.00914416032261689	0.00913375752630567	0.00913611933595754	2.62969240328494e-05	0.00915447555439347	2.37436120832278e-05	0.00913729447715145	1.97905469648985e-05	2.62969240328494e-05	0.00913951523703965	4.85796886837632e-05	0.00914419944826879	1.14840147066077e-05	4.90387547958815e-06	6.90497111732377e-06	4.90387547958816e-06	1.14840147066077e-05	1.25921494380442e-05	1.25921494380442e-05	1.34459846924498e-05	1.51454613876658e-05	1.11514626451837e-05	4.90387547958816e-06	7.94706386081147e-06	6.90497111732377e-06	4.90387547958816e-06	4.90387547958815e-06	7.1983975268543e-06	1.25921494380442e-05	6.2475871655955e-06	6.2475871655955e-06
"Antirhea_borbonica"	6.25501766784724e-06	0.00126414223972884	0.0012639866210132	0.00126337608695978	6.65985266560979e-06	7.37107402299395e-06	0.00251911252458234	1.0037660816884	1.58797214622728e-06	1.80740610474639e-06	6.2961771383734e-07	5.5562190180935e-05	2.41657534118922e-05	3.1480885691867e-05	5.56806826486705e-05	5.56374321634541e-05	8.55304909182961e-06	3.14746244898909e-05	3.44429606743361e-05	0.0502112051073709	2.00021381239145e-05	3.5678544524756e-05	8.52237190325302e-06	3.55991459174446e-05	1.07930205296952e-07	2.00021381239145e-05	4.29031610746631e-05	0.0502208573214451	3.56352940395396e-05	1.26414223972884e-05	3.90938604240453e-08	3.61481220949278e-08	3.90938604240453e-08	1.26414223972884e-05	5.67005694076457e-08	5.67005694076457e-08	8.47780710931064e-06	1.15364667900691e-05	8.46567133384537e-06	3.90938604240453e-08	1.14852371541798e-05	3.61481220949278e-08	3.90938604240453e-08	3.90938604240453e-08	5.12296358893061e-08	5.67005694076457e-08	8.42657747342132e-06	8.42657747342132e-06
"Doratoxylon_apetalum"	0.00063552128963787	0.00189104245904235	0.00063570139425412	0.000634711182345862	0.000634952830249392	0.0018938300941316	0.00188991849662091	1.58797214622728e-06	1.00188066177393	2.47588826646085e-06	6.06720383520088e-07	6.55517891265411e-05	2.86525343083498e-05	3.03360191760044e-05	0.0501635568858834	6.9573314952107e-05	1.31437876609733e-05	4.48432709386647e-05	3.75191027007103e-05	1.72604758493196e-05	1.88643715533338e-05	0.05014469251433	2.27779411562765e-05	5.0659425633444e-05	1.94521763413923e-05	1.88643715533337e-05	3.6045448795342e-05	2.89979341504519e-05	5.07089433987733e-05	1.89104245904235e-05	3.97200806023669e-06	4.95177653292169e-08	3.97200806023669e-06	1.89104245904235e-05	1.45679238010123e-05	1.45679238010123e-05	9.12226183540741e-06	1.06543541980696e-05	8.21001735526416e-06	3.97200806023669e-06	5.77010165768965e-06	4.95177653292169e-08	3.97200806023669e-06	3.97200806023669e-06	4.88425254037994e-06	1.45679238010123e-05	4.23800929502747e-06	4.23800929502747e-06
"Dodonaea_viscosa"	0.000761616240503142	0.000759561376085269	0.000761243948683635	0.000256249142189295	0.000760417390262054	0.000761113306999536	0.000759546822905615	7.22962441898556e-07	9.90355306584339e-07	1.00527909586231	4.52693323022779e-07	3.36091644789613e-05	1.46852529202637e-05	2.26346661511389e-05	3.84187837474352e-05	0.0201439511832283	0.0201212663429477	2.84441145649869e-05	1.50892265197404e-05	6.9411192394187e-06	1.80139633577792e-05	2.0404820389656e-05	1.56897789071858e-05	2.03553026243267e-05	1.17040822866276e-05	1.80139633577792e-05	2.4918934475103e-05	1.50362591971048e-05	0.0201259372198705	7.59561376085269e-06	4.76010150314464e-06	0.0201055819172462	4.76010150314464e-06	7.59561376085269e-06	5.85471774615027e-06	5.85471774615027e-06	1.09243241983682e-05	8.17890219674367e-06	9.83506116103554e-06	4.76010150314464e-06	2.32953765626632e-06	0.0201055819172462	4.76010150314464e-06	4.76010150314464e-06	5.84936454047734e-06	5.85471774615027e-06	5.0749596578909e-06	5.0749596578909e-06
