"Microtus_arvalis"	"Apodemus_sylvaticus"	"Prometheomys_schaposchnikowi"	"Apodemus_mystacinus"	"Microtus_majori"	"Dryomys_nitedula"	"Cricetulus_migratorius"	"Sorex_araneus"	"Chionomys_nivalis"	"Myoxus_glis"	"Ctenophthalmus_proximus"	"Ctenophthalmus_hypanis"	"Ctenophthalmus_inornatus"	"Megabothris_turbidus"	"Ctenophthalmus_shovi"	"Amphipsylla_rossica"	"Myoxopsylla_jordani"	"Nosopsyllus_fasciatus"	"Leptopsylla_segnis"	"Leptopsylla_taschenbergi"	"Hystrichopsylla_talpae"	"Amphipsylla_georgica"	"Hystrichopsylla_satunini"	"Rhadinopsylla_integella"	"Ceratophyllus_sciurorum"	"Amalaraeus_penicilliger"	"Ctenophthalmus_euxinicus"	"Palaeopsylla_caucasica"
"Microtus_arvalis"	1.002976973573	0.0017335861229413	0.00080066105514501	0.000847394985181882	0.00147392640602455	0.000158655297141073	0.000802004805614043	0.000505096705037385	0.000802004805614043	7.06345312300527e-07	0.0125927232196761	0.0126279833814447	0.0126001438015341	0.0126359161463018	0.0125927232196761	0.0126185678816094	2.82538124920211e-05	2.02504131037374e-05	5.55110500136238e-05	1.08349132683832e-05	0.0125664711630062	2.6875009380664e-05	3.86744931790443e-05	2.6875009380664e-05	1.08349132683832e-05	0.0125372121696625	9.41549983535425e-06	1.08349132683831e-05
"Apodemus_sylvaticus"	0.000866793061470652	1.00421825439266	0.000402522737642399	0.0012654640660821	0.0011072821067808	0.000237523935061291	0.000717058000140247	0.000411101395048735	0.000717058000140247	0.000157952405978761	0.00632880412123761	0.00635384612984932	0.00632594439166921	0.00636572232660239	0.00632880412123761	0.00633978541800397	0.00631809623915045	0.00629042480179951	0.00631796920796923	0.00627636408995416	0.0063010400295573	0.00629070524995696	0.00630426582813427	0.00629070524995696	0.00627636408995415	1.08349132683831e-05	1.40607118453567e-05	0.00627636408995415
"Prometheomys_schaposchnikowi"	0.00160132211029002	0.0016100909505696	1.00159580151063	0.000680360681354159	0.00109847397106411	0.000315473937210911	0.00159790256661425	2.84480595473899e-06	0.00159790256661425	8.3700071247526e-07	5.14649094493019e-05	0.0251551812230143	0.0251338907352499	0.0251709549198749	5.14649094493019e-05	0.0251476216598882	3.34800284990104e-05	1.76226315672173e-05	3.14483830706766e-05	1.006306844106e-05	4.38105194579866e-05	4.2021119773345e-05	3.13535562055187e-05	4.2021119773345e-05	1.006306844106e-05	2.00165263786252e-05	7.55956312615732e-06	1.006306844106e-05
"Apodemus_mystacinus"	0.000753239986828339	0.00224971389525707	0.000302382525046293	1.00335507868901	0.00140420906999291	0.000420664648991026	0.000303388949588149	0.000728655574486184	0.000303388949588149	0.0002802878122182	0.0112137071074164	0.0112091137093766	4.31713327903942e-05	0.0112301469418261	0.0112137071074164	6.07239461653055e-05	0.011211512488728	0.0111624504750566	0.0112042916075811	1.40607118453567e-05	4.10288250556222e-05	2.01284908371196e-05	0.0111800030884315	2.01284908371196e-05	1.40607118453567e-05	9.41549983535424e-06	0.0111483897632113	1.40607118453567e-05
"Microtus_majori"	0.00147392640602455	0.00221456421356161	0.000549236985532055	0.00157973520374202	1.00220401111626	0.000158748934148445	0.000550479516365158	0.000818842467495677	0.000550479516365158	9.85741514212873e-07	0.0126046626076548	0.0126131179640311	6.80152117029747e-05	0.0126210554107386	0.0126046626076548	0.0125955653506562	3.94296605685149e-05	3.13936397096714e-05	0.0125862385275795	1.384102633476e-05	0.0125598152453633	2.48506166620632e-05	0.0125589437786629	2.48506166620632e-05	1.384102633476e-05	1.84240800753069e-05	1.75526133749113e-05	1.384102633476e-05
"Dryomys_nitedula"	0.000634621188564291	0.00190019148049033	0.000630947874421823	0.00189299092045962	0.00063499573659378	1.00188361831886	0.000632173858117594	2.97881162027856e-06	0.000632173858117594	0.00125631805376305	4.88789344877677e-05	8.98402919523411e-05	6.08696127953675e-05	0.0501840212078954	4.88789344877677e-05	6.88070595027898e-05	0.050252722150522	3.29094292026159e-05	4.09461696307141e-05	1.18761967530646e-05	2.77464083175404e-05	2.45196739154164e-05	4.08468759100381e-05	2.45196739154164e-05	1.18761967530646e-05	7.93276485705363e-06	2.10332324495513e-05	1.18761967530646e-05
"Cricetulus_migratorius"	0.00128320768898247	0.00229458560044879	0.0012783220532914	0.000546100109258668	0.000880767226184253	0.000252869543247038	1.00228132043172	2.68963579463456e-06	0.00128031943072226	8.28381357316286e-07	4.75482799606398e-05	0.0201506494740153	0.0201335721046963	0.0201632929511777	4.75482799606398e-05	0.0201445816950236	3.31352542926514e-05	2.04089389945679e-05	3.15081838483589e-05	1.43411600028049e-05	4.1390846442389e-05	0.0200599675686373	3.14185293218711e-05	3.99475486172502e-05	1.43411600028049e-05	1.60400961122809e-05	6.06777899176298e-06	1.43411600028049e-05
"Sorex_araneus"	0.00134692454676636	0.00219254077359326	3.79307460631866e-06	0.00218596672345855	0.00218357991332181	1.98587441351904e-06	4.48272632439094e-06	1.00217629907572	4.48272632439094e-06	9.54666483838929e-07	0.0334879998405929	8.2397340653733e-05	3.08140725876709e-05	8.24966343744089e-05	0.0334879998405929	5.81088215041935e-05	3.81866593535572e-05	3.79918989844973e-05	0.0334711632837583	1.37033798349578e-05	5.78346855860599e-05	1.37930343614457e-05	6.52866479010199e-05	1.37930343614457e-05	1.37033798349578e-05	1.68365568345795e-05	2.42885191495395e-05	1.37033798349578e-05
"Chionomys_nivalis"	0.00128320768898247	0.00229458560044879	0.0012783220532914	0.000546100109258668	0.000880767226184253	0.000252869543247038	0.00128031943072226	2.68963579463456e-06	1.00228132043172	8.28381357316286e-07	4.75482799606398e-05	0.0201506494740153	0.0201335721046963	0.0201632929511777	4.75482799606398e-05	0.0201445816950236	3.31352542926514e-05	2.04089389945679e-05	3.15081838483589e-05	1.43411600028049e-05	4.1390846442389e-05	3.99475486172502e-05	3.14185293218711e-05	0.0200599675686373	1.43411600028049e-05	1.60400961122809e-05	6.06777899176298e-06	1.43411600028049e-05
"Myoxus_glis"	5.65076249840422e-06	0.00252723849566018	3.34800284990104e-06	0.0025225903099638	7.88593211370298e-06	0.0025126361075261	4.14190678658143e-06	2.86399945151679e-06	4.14190678658143e-06	1.00251051267737	4.40886971507314e-05	4.42426068450582e-05	1.6115251471817e-05	0.000169874412221363	4.40886971507313e-05	1.62138256232383e-05	0.100420507094933	4.38240218196961e-05	4.40180626195013e-05	1.57952405978761e-05	1.59644492805275e-05	1.58780787336078e-05	4.39225959711174e-05	1.58780787336078e-05	1.57952405978761e-05	7.06345312300527e-08	2.802878122182e-05	1.57952405978761e-05
