"Nephrosperma_vanhoutteanum"	"Phoenicophorium_borsigianum"	"Roscheria_melanochaetes"	"Erythroxylum_sechellarum"	"Dillenia_ferruginea"	"Dillenia_suffruticosa"	"Excoecaria_benthiamiana"	"Memecylon_eleagni"	"Gastonia_crassa"	"Psychotria_pervillei"	"Syzygium_wrightii"	"Apis_mellifera"	"Lasioglossum_mahense"	"Neophyllomyza_approximatonervis"	"Forcipomyia_sp1_M_PL_128"	"Unidentified_sp6_M_PL_128"	"Xylocopa_caffra"	"Unidentified_sp1_M_PL_128"	"Mabuya_sechellensis"	"Nectarinia_dussumieri"	"Lygistorrhina_sp1_M_PL_128"	"Ornidia_obesa"	"Phelsuma_sp1_M_PL_128"	"Unidentified_sp7_M_PL_128"	"Cratopus_aurostriatus"	"Unidentified_sp5_M_PL_128"	"Hemipyrellia_germana"	"Rhiparida_seychellensis"	"Unidentified_sp3_M_PL_128"	"Unidentified_sp4_M_PL_128"	"Chalcidoma_disjunctum"	"Polistes_olivaceus"	"Simosyrphus_aegyptius"	"Unidentified_sp2_M_PL_128"
"Nephrosperma_vanhoutteanum"	1.00407780278444	0.00110093972425784	0.00187046668908815	0.000722679506183955	0.000126872050211902	0.000125733592200055	0.000124999197530545	0.000726053029332699	0.000374514182592823	0.000724191484501018	0.000126757860670772	0.011249927777749	0.0112268969420634	0.0112119341518325	0.01119382936472	1.3761746553223e-05	6.3056539102002e-06	0.0112083504253067	1.67090681087865e-05	3.69283893915103e-05	0.0111942710943642	2.11453417019837e-06	0.0111826655835779	1.3761746553223e-05	0.01119382936472	3.74093337817629e-05	2.11453417019837e-06	2.11453417019837e-06	1.3761746553223e-05	1.3761746553223e-05	1.4521060586654e-05	1.4521060586654e-05	4.19111974000184e-06	0.0111564200309382
"Phoenicophorium_borsigianum"	0.00123855718979007	1.0062656127784	2.90210483475286e-06	0.000814079848763918	0.000142543022604871	0.000141525505902634	0.000140699092520951	0.000395746729749679	0.000421921982674842	0.000395005636316665	0.000142416209450046	0.0126629183268856	0.0126370079767449	2.36949295578347e-05	1.38197886499181e-05	0.01257832015973	7.09323390683566e-06	2.17347232449116e-05	1.88112730708296e-05	3.10621310221608e-05	0.012619217901242	2.37571704341451e-06	0.0126061459723724	0.01257832015973	1.38197886499181e-05	5.80420966950571e-08	2.37571704341451e-06	2.37571704341451e-06	0.01257832015973	0.01257832015973	7.91493459499357e-06	7.91493459499358e-06	4.71751686342115e-06	1.3761746553223e-05
"Roscheria_melanochaetes"	0.00336684004035867	4.64336773560457e-06	1.00536921739087	3.36937162985398e-06	1.18983396196988e-06	7.61917213131262e-07	7.57116098763964e-07	0.000676768089157018	1.68006401156982e-06	0.000674596509134971	1.18640084326122e-06	6.81404488887568e-05	6.79799627776345e-05	0.0201616585943275	0.0201447936815991	5.80420966950571e-08	4.522780647054e-08	0.0201583290433822	9.55488284943681e-08	1.69802921229015e-05	3.75796882661198e-05	1.98305660328313e-08	3.7523378012177e-05	5.80420966950571e-08	0.0201447936815991	0.0201073843478173	1.98305660328313e-08	1.98305660328313e-08	5.80420966950571e-08	5.80420966950571e-08	1.35353617831404e-05	1.35353617831404e-05	2.53972404377087e-08	3.7409333781763e-05
"Erythroxylum_sechellarum"	0.00216803851855187	0.00217087959670378	5.61561938308997e-06	1.00215831383527	0.000376974915331373	0.00037521478823508	0.000373024568531128	0.00104879819985985	3.46774642293861e-06	0.0010459013612086	0.000374780951508099	0.0335722111678016	0.0335036259377015	5.03491632906753e-05	2.42016292604603e-05	2.71359949587973e-05	1.87900748633589e-05	4.51775932576574e-05	1.26082899310346e-05	4.50387392167725e-05	0.0334565024396741	6.28291525552287e-06	5.13409033790271e-05	2.71359949587972e-05	2.42016292604603e-05	1.12312387661799e-07	6.28291525552287e-06	6.28291525552288e-06	2.71359949587973e-05	2.71359949587972e-05	2.09759639971971e-05	2.09759639971971e-05	1.2507159607836e-05	2.40893168727985e-05
"Dillenia_ferruginea"	0.000190308075317853	0.000190057363473161	9.91528301641564e-07	0.000188487457665686	1.00648099938321	0.00103142388368503	0.000187532598113932	0.000189081879713251	0.000422949554689596	0.000609315843029096	0.00060986253381342	0.0168779338302539	2.97877001391282e-05	1.73672608119586e-05	2.1343647362312e-06	2.37571704341451e-06	0.0168090641191763	5.91600233049623e-06	3.44270696167672e-05	0.016824343288746	1.07731664691358e-05	0.0167746833230535	1.85885697032661e-05	2.37571704341451e-06	2.1343647362312e-06	1.98305660328313e-08	0.0167746833230535	0.0167746833230535	2.37571704341451e-06	2.37571704341451e-06	3.78163759426503e-06	3.78163759426503e-06	3.43807961228343e-05	2.11453417019837e-06
"Dillenia_suffruticosa"	0.000377200776600165	0.000377401349073692	1.26986202188544e-06	0.00037521478823508	0.00206284776737006	1.00540246523675	0.000373733870756485	0.000376398002941111	2.33958581641021e-06	0.0003763649589692	0.000375773902479652	0.0336360483680837	3.83528802443112e-05	1.36256409546696e-05	4.21651698043954e-06	4.71751686342115e-06	0.0335477963040144	1.17444770392618e-05	1.26037829432021e-05	5.63937030402664e-05	2.1415796211259e-05	3.43807961228343e-05	8.98662279730333e-06	4.71751686342115e-06	4.21651698043955e-06	2.53972404377087e-08	3.43807961228343e-05	3.43807961228344e-05	4.71751686342115e-06	4.71751686342115e-06	7.52796005882222e-06	7.52796005882223e-06	0.0335134155078915	4.19111974000184e-06
"Excoecaria_benthiamiana"	0.0011249927777749	0.0011255927401676	3.78558049381982e-06	0.00111907370559339	0.0011251955886836	0.00112120161226946	1.00111465794122	0.00112260262938065	4.86891588853649e-06	0.00112040282330792	0.00111863578623269	0.100319214709578	0.000114334409028573	4.05857019456289e-05	1.25756313629309e-05	1.40699092520951e-05	5.61266468870417e-05	3.50276839505439e-05	3.74501567373744e-05	8.42134871314656e-05	6.38722858582624e-05	1.87532598113932e-05	2.67321262014341e-05	1.40699092520951e-05	1.25756313629309e-05	7.57116098763964e-08	1.87532598113932e-05	1.87532598113933e-05	1.40699092520951e-05	1.40699092520951e-05	2.2452052587613e-05	2.2452052587613e-05	3.73733870756485e-05	1.24999197530545e-05
"Memecylon_eleagni"	0.00130689545279886	0.000633194767599486	0.000676768089157018	0.000629278919915912	0.000226898255655902	0.000225838801764667	0.00022452052587613	1.00532026162293	1.80660556969762e-06	0.0006299698021429	0.000225577257600251	0.0202068473288517	0.020165566436691	4.38056674233669e-05	2.80564223697943e-05	7.91493459499358e-06	1.13095976530872e-05	0.0201344616548284	7.57946210566496e-06	2.71103447535025e-05	4.34119591788446e-05	3.78163759426503e-06	2.24962153673042e-05	7.91493459499357e-06	2.80564223697943e-05	1.35353617831404e-05	3.78163759426503e-06	3.78163759426503e-06	7.91493459499358e-06	7.91493459499357e-06	0.0201064052324586	0.0201064052324586	7.52796005882222e-06	1.4521060586654e-05
"Gastonia_crassa"	0.00112354254777847	0.00112512528713291	2.8001066859497e-06	3.46774642293861e-06	0.000845899109379192	2.33958581641021e-06	1.6229719628455e-06	3.01100928282936e-06	1.00363228668161	0.000843037315637815	0.00251787773929964	0.000146067476656095	4.77996167996221e-05	3.36157411110918e-05	1.25398082201464e-05	1.40640660891614e-05	1.41763046835335e-05	1.2600028405803e-05	0.0335383388140304	0.033573513065411	2.66634637230201e-05	1.40983184896532e-05	0.0334809574282293	1.40640660891614e-05	1.25398082201464e-05	5.6002133718994e-08	1.40983184896532e-05	1.40983184896532e-05	1.40640660891614e-05	1.40640660891614e-05	6.02201856565872e-08	6.02201856565872e-08	7.79861938803404e-08	1.24838060864274e-05
"Psychotria_pervillei"	0.00162943084012729	0.00079001127263333	0.000843245636418714	0.00078442602090645	0.000913973764543644	0.0002822737192269	0.000280100705826979	0.000787462252678625	0.000632277986728361	1.00224706440473	0.000910743497191628	0.0252090635244282	0.0251260533172224	0.0250911463099591	3.49696998408997e-05	9.87514090791662e-06	2.46420200499574e-05	5.07189448944723e-05	5.14340494639997e-05	0.0251228435556579	5.41274620506571e-05	1.52328960757274e-05	4.90558609113875e-05	9.87514090791662e-06	3.49696998408997e-05	1.68649127283743e-05	1.52328960757274e-05	1.52328960757274e-05	9.87514090791662e-06	9.87514090791662e-06	1.57492450535725e-05	1.57492450535725e-05	9.40912397423001e-06	1.81047871125255e-05
