"Nephrosperma_vanhoutteanum"	"Deckenia_nobilis"	"Diospyros_seychellarum"	"Phoenicophorium_borsigianum"	"Premna_serratifolia"	"Canthium_bibracteatum"	"Psychotria_pervillei"	"Syzygium_wrightii"	"Dillenia_ferruginea"	"Erythroxylum_sechellarum"	"Memecylon_eleagni"	"Apis_mellifera"	"Lasioglossum_mahense"	"Megachile_seychellensis"	"Rhiparida_seychellensis"	"Unidentified_sp2_M_PL_089"	"Hemipyrellia_germana"	"Rhynchium_brunneum"	"Unidentified_sp4_M_PL_089"	"Nectarinia_dussumieri"	"Ceratina_tabescens"	"Lygistorrhina_sp1_M_PL_089"	"Unidentified_sp5_M_PL_089"	"Dichaetomyia_fasciculifera"	"Neophyllomyza_approximatonervis"	"Mabuya_sechellensis"	"Phelsuma_sp1_M_PL_089"	"Chalcidoma_disjunctum"	"Cratopus_aurostriatus"	"Eagris_sabadius"	"Ornidia_obesa"	"Polistes_olivaceus"	"Unidentified_sp1_M_PL_089"	"Unidentified_sp3_M_PL_089"	"Unidentified_sp6_M_PL_089"
"Nephrosperma_vanhoutteanum"	1.00519946480771	0.000264991866491732	0.000731853332498954	0.00110621227487995	0.00101188995208426	0.000451931331044978	0.000290666473978757	0.000104338582860074	0.000384551407218212	0.000452201573218371	0.000102908499020265	0.011263335217768	0.011239570369406	0.0112257341614274	0.0112089368266367	0.0111688829423079	5.83590905452135e-05	3.15018991847167e-05	0.0111846859748062	9.00563823047017e-06	9.03862662089957e-06	0.0111688829423079	5.29983732983465e-06	2.48470639626525e-05	0.0111857477748427	1.73897638100124e-06	1.73897638100124e-06	5.14542495101324e-06	1.58030324982851e-05	1.73897638100124e-06	9.61378518045531e-06	5.29983732983464e-06	9.04403146436742e-06	0.0111688829423079	7.26666184946893e-06
"Deckenia_nobilis"	0.000476985359685118	1.00482694800151	0.000474760410249064	0.000811684880116405	0.000810708598078075	0.000810238141086711	0.000185725771125003	0.00052289201827435	0.000521900359840566	0.00047462776623303	0.000184538794809983	0.0201977710919527	0.0201621386319668	5.86473179273038e-05	3.94380528182073e-05	5.29983732983464e-06	0.0201596134070746	2.30070181729492e-05	1.68953356172119e-05	1.33580112493642e-05	1.62047628217342e-05	5.29983732983465e-06	0.0200965389600302	2.10880536120378e-05	1.88116472978026e-05	8.71486697123916e-06	8.71486697123916e-06	9.22693974049916e-06	1.15954982873772e-05	8.71486697123916e-06	1.30475089960142e-05	0.0200965389600302	9.4925553246606e-06	5.29983732983464e-06	4.64314427812506e-06
"Diospyros_seychellarum"	0.00131733599849812	0.000474760410249064	1.00231309462012	0.000979504870968086	0.0018145401601206	0.000810091160889556	0.000521262070922541	0.000186787781866046	0.000689072256830282	0.000810096376863583	0.000184464393680386	0.0201896278883182	0.0201470331807426	0.0201365765975826	0.0200921186922013	1.46370666499791e-05	9.02722302714224e-05	0.0200765042284044	2.86299933780946e-05	1.6144681470831e-05	1.62018232177911e-05	1.46370666499791e-05	9.49520820498129e-06	3.01948542653872e-05	4.48794026519891e-05	3.11312969776743e-06	3.11312969776743e-06	9.22321968401927e-06	1.39929267281155e-05	3.11312969776743e-06	1.7226806420757e-05	9.49520820498129e-06	1.62019275372717e-05	1.46370666499791e-05	1.30315517730635e-05
"Phoenicophorium_borsigianum"	0.00142227292484566	0.000579774914368861	0.000699646336405776	1.00380703048776	0.000581174174512173	0.000579875503934535	0.000133512518314536	0.000373746401073362	0.000732937161584972	0.00105893872060091	0.000132100957609395	0.0144584498103483	0.0144239544137858	7.55962929168425e-05	0.0143882198238055	1.5803032498285e-05	0.0143975322158715	2.3679162969985e-05	0.0143559034680377	9.56691964241944e-06	1.15975100786907e-05	1.58030324982851e-05	1.15954982873772e-05	0.0143612792099514	2.54892687401546e-05	6.22910668455603e-06	6.22910668455603e-06	6.60504788046975e-06	0.0143401004355394	6.22910668455603e-06	1.83234290396243e-05	1.15954982873772e-05	2.11787744120183e-05	1.58030324982851e-05	3.3378129578634e-06
"Premna_serratifolia"	0.00151783492812639	0.000675590498398396	0.0015121168001005	0.000678036536930868	1.00262630466617	0.000954815096824311	0.000435195059819898	0.000435783371564668	0.000435478011979333	0.000675902774002407	0.000153952357095554	0.0168500854841084	0.0168133579832659	0.0168010398135516	6.76803550781005e-05	1.68648325347376e-05	0.0167708827657413	0.0167406807471048	2.65510687766072e-05	1.81429326882419e-05	1.90963019364862e-05	1.68648325347376e-05	1.35118099679679e-05	2.32042917219177e-05	0.0167273032436375	7.26305619274446e-06	7.26305619274447e-06	7.69761785477771e-06	9.68623624186955e-06	7.26305619274446e-06	1.08869502994833e-05	1.35118099679679e-05	1.35180554800481e-05	1.68648325347376e-05	1.08798764954974e-05
"Canthium_bibracteatum"	0.000813476395880961	0.000810238141086712	0.000810091160889557	0.000811825705508349	0.00114577811618917	1.00314890427205	0.000521594943005347	0.000522822998767281	0.000521672379446085	0.000810089404113028	0.000184516584075925	0.02019534012711	0.0201513188981988	0.0201365564988735	4.98797694035335e-05	9.03862662089957e-06	0.0201316321864101	3.52981251542773e-05	2.06361366995903e-05	2.1753590221255e-05	0.020062978085441	9.03862662089958e-06	1.62047628217342e-05	2.77992981609513e-05	2.81349285573858e-05	8.71371664612134e-06	8.71371664612134e-06	9.22582920379626e-06	1.15975100786907e-05	8.71371664612134e-06	1.30418094861521e-05	1.62047628217342e-05	1.62017880822606e-05	9.03862662089957e-06	1.30398735751337e-05
"Psychotria_pervillei"	0.000653999566452204	0.000232157213906253	0.000651577588653176	0.000233646907050438	0.000652792589729846	0.000651993678756684	1.00441652184414	0.0014945354423115	0.000231611352734647	0.000651768555795057	0.000230405361480854	0.0252178668140795	6.52342920450532e-05	0.0251676663809126	2.9426310398762e-05	7.26666184946893e-06	6.25999151635108e-05	2.3911428268561e-05	1.06044748073323e-05	0.025135321970142	1.30398735751337e-05	7.26666184946893e-06	4.64314427812507e-06	1.63731840737645e-05	1.81465383449664e-05	2.4908924038525e-05	2.4908924038525e-05	1.15202680740427e-05	3.33781295786341e-06	2.4908924038525e-05	5.79028381836618e-06	4.64314427812506e-06	1.30353711159011e-05	7.26666184946893e-06	0.0251104130461035
"Syzygium_wrightii"	0.000156507874290111	0.000435743348561958	0.000155656484888371	0.000436037467918922	0.000435783371564668	0.000435685832306067	0.000996356961541	1.0063048017337	0.000435081604385613	0.000155366273426529	0.000153989148425519	0.0168541122951731	3.88801780419602e-05	4.88451284246901e-05	2.1958252872965e-05	1.73897638100124e-06	0.016813544482166	1.03761858905119e-05	7.96808306555727e-06	0.0167966556196002	8.71371664612134e-06	1.73897638100124e-06	8.71486697123916e-06	9.3364321530866e-06	9.00203257374571e-06	0.0167717466955617	0.0167717466955617	7.69945742127596e-06	6.22910668455603e-06	0.0167717466955617	1.08770401096403e-05	8.71486697123916e-06	3.10732546853058e-06	1.73897638100124e-06	2.4908924038525e-05
"Dillenia_ferruginea"	0.000865240666240978	0.000652375449800708	0.000861340321037852	0.0012826400327737	0.000653217017969	0.000652090474307606	0.000231611352734647	0.00065262240657842	1.00378648780325	0.000233054312197361	0.000230330264119522	0.0252096474078817	8.68013756664335e-05	6.12207214491612e-05	0.0251398262157221	9.61378518045531e-06	0.0251608389330122	2.81137567202404e-05	2.79372142200796e-05	1.66673239280065e-05	1.30418094861521e-05	9.61378518045531e-06	1.30475089960142e-05	2.29845152835715e-05	2.05007354799386e-05	1.08770401096403e-05	1.08770401096403e-05	1.15165132059761e-05	1.83234290396243e-05	1.08770401096403e-05	0.0250946621950812	1.30475089960142e-05	4.66108624394723e-06	9.61378518045531e-06	5.79028381836618e-06
"Erythroxylum_sechellarum"	0.000813962831793068	0.00047462776623303	0.000810096376863584	0.00148251420884128	0.000811083328802888	0.000810089404113028	0.000521414844636046	0.000186439528111835	0.000186443449757889	1.00381985172612	0.000184486635737216	0.0201920622814383	0.020162034166823	0.0201443982082023	5.10858196576046e-05	9.04403146436742e-06	6.81595850114654e-05	2.97199830173198e-05	3.02228058763857e-05	1.61426965844317e-05	1.62017880822606e-05	9.04403146436743e-06	9.4925553246606e-06	0.0200975758089344	2.25620869444156e-05	3.10732546853058e-06	3.10732546853058e-06	9.22433178686079e-06	2.11787744120183e-05	3.10732546853058e-06	4.66108624394723e-06	9.49255532466059e-06	0.0200763970345224	9.04403146436742e-06	1.30353711159011e-05
