"R1"	"R2"	"R3"	"R4"	"R5"	"R6"	"R7"	"R8"	"R9"	"R10"	"R11"	"R12"	"R13"	"R14"	"R15"	"R16"	"R17"	"C1"	"C2"	"C3"	"C4"	"C5"	"C6"	"C7"	"C8"	"C9"	"C10"	"C11"	"C12"	"C13"	"C14"	"C15"	"C16"	"C17"	"C18"	"C19"	"C20"	"C21"	"C22"	"C23"	"C24"	"C25"	"C26"	"C27"
"R11"	5.35224076190816e-07	6.22600123351868e-07	7.8320652692343e-10	6.21865982377204e-07	6.24906955201155e-07	0.001479215471987	0.000632100865398147	0.000634747089767877	5.32327175878433e-07	0	1.00650743625043	0.000842798203781287	1.21835802414041e-09	5.33886016000339e-07	6.21043623043488e-07	0	6.18364127601999e-07	7.81133694001443e-09	1.55650030837967e-08	7.81133694001443e-09	3.69803867996751e-05	1.55858098857763e-08	4.40777941252607e-08	1.55466495594301e-08	7.81133694001443e-09	2.33579864994445e-08	3.91603263461715e-11	3.1176802438115e-08	7.81133694001443e-09	7.81133694001443e-09	2.11582363255959e-05	2.12160294868279e-05	1.33806019047704e-08	0	0.0251626859062608	0.0252839461134386	0.0252840346159259	0.0251626859062608	4.06119341380137e-11	5.77931612320367e-08	4.06119341380137e-11	3.63070691193843e-08	0	3.710184765612e-05
"R12"	3.5763564333031e-09	1.41596844209078e-06	1.78123274340623e-09	1.41429879826454e-06	1.42121482894052e-06	0.00336415356956536	4.22368517603303e-06	4.24136719365825e-06	3.55699940410785e-09	0	0.00337119281512515	1.00335011316587	2.77089009244529e-09	3.56741554221985e-09	1.41242852098555e-06	0	1.40633459192327e-06	1.77651853617565e-08	3.53992110522695e-08	1.77651853617565e-08	8.41038392391339e-05	3.54465315937839e-08	1.00245347113545e-07	3.53574699566136e-08	1.77651853617565e-08	5.31226553183701e-08	8.90616371703113e-11	2.08322762239906e-10	1.77651853617565e-08	1.77651853617565e-08	1.41378906455275e-07	1.4176507918772e-07	8.94089108325776e-11	0	8.42798203781286e-05	0.100503394976205	0.000168947407041321	8.42798203781286e-05	9.23630030815095e-11	3.86172732445298e-10	9.23630030815095e-11	8.25725247548695e-08	0	8.43800755153964e-05
"R13"	5.86556814866435e-13	0.00112812452062543	1.3932866293737e-09	1.10626958372272e-06	3.31465708098815e-06	1.10303703948933e-06	6.92724947877852e-10	6.95624968648176e-10	5.8338207610597e-13	0	1.62447736552055e-09	9.23630030815095e-10	1.00784095341277	5.85090422829269e-13	0.00112530420932386	0	1.09866309191192e-06	4.14332135123519e-08	2.82031130156357e-05	4.14332135123519e-08	2.75759259872333e-08	2.77264039245367e-08	6.57546865399435e-05	2.7656739593068e-08	4.14332135123519e-08	6.90899531054199e-08	6.96643314686852e-11	3.41669344659699e-14	4.14332135123519e-08	4.14332135123519e-08	2.31874989549392e-11	2.32508349932105e-11	1.46639203716609e-14	0	4.06119341380137e-11	2.77089009244529e-08	2.77089979151141e-08	4.06119341380137e-11	0.0335946984470922	6.33360382712684e-14	0.0335946984470922	0.0336604117004186	0	6.5919785514715e-05
"R14"	0.00364969712960116	2.98990413497303e-10	3.76118209032669e-13	2.98637857971939e-10	3.00098220230096e-10	7.1036164149786e-07	7.07099642713043e-07	0.000845331615080389	0.00196327647722053	0	7.11848021333785e-07	1.18913851407328e-09	5.85090422829269e-13	1.00364057288678	2.9824293746356e-10	0	2.96956166998913e-10	3.75122775287621e-12	7.47476033743258e-12	3.75122775287621e-12	1.77590410374465e-08	7.48475235975011e-12	2.11674193390941e-11	7.46594644929848e-12	3.75122775287621e-12	1.12171742021747e-11	1.88059104516335e-14	0.0335459281911326	3.75122775287621e-12	3.75122775287621e-12	2.81777205026796e-05	0.0336722697354963	9.1242428240029e-05	0	1.77962005333446e-08	3.56741554221985e-08	2.82839857085217e-05	1.77962005333446e-08	1.9503014094309e-14	0.0336440920149936	1.9503014094309e-14	1.74356946003122e-11	0	1.78173700199348e-08
"R15"	2.98990413497303e-10	0.00280209380612912	7.10211414953157e-07	0.000563907863472806	0.00168960732554456	0.000562260112202183	3.53108366242509e-07	3.54586617602469e-07	2.97372127884249e-10	0	8.28058164057984e-07	4.70809506995185e-07	0.00112530420932386	2.9824293746356e-10	1.00279508857161	0	0.00056003054404844	2.11200915693069e-05	7.00523451532281e-05	2.11200915693069e-05	1.40565028050546e-05	1.41332071575678e-05	0.0335176753891097	1.40976965868202e-05	2.11200915693069e-05	3.52177881561271e-05	3.55105707476578e-08	1.74161915862179e-11	2.11200915693069e-05	2.11200915693069e-05	1.18195539200823e-08	1.18518387180627e-08	7.47476033743258e-12	0	2.07014541014496e-08	1.41242852098555e-05	1.41243346497004e-05	2.07014541014496e-08	3.75101403107955e-05	3.22847979804304e-11	3.75101403107955e-05	0.0335340654378511	0	0.0336018326429064
"R16"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0
"R17"	8.93101254132069e-10	0.00168430238811561	2.11878631919148e-06	0.00168231633743804	0.00169054299464138	0.00167950271542983	1.05475463593268e-06	1.05917025624659e-06	8.88267343594079e-10	0	2.473456510408e-06	1.40633459192327e-06	3.29598927573575e-06	8.90868500996739e-10	0.00168009163214532	0	1.00167284286941	2.11317874330172e-05	4.21075597028902e-05	2.11317874330172e-05	4.19875678857457e-05	4.21638477519105e-05	0.000119242401540751	4.20579084359509e-05	2.11317874330172e-05	6.31896958689681e-05	1.05939315959574e-07	5.20231480531931e-11	2.11317874330172e-05	2.11317874330172e-05	3.53056752082197e-08	3.54021117234526e-08	2.23275313533017e-11	0	6.18364127601999e-08	4.21900377576982e-05	4.21901854373074e-05	6.18364127601999e-08	1.09866309191192e-07	9.6436515232897e-11	1.09866309191192e-07	9.82204804169254e-05	0	0.100370572164804
"C1"	1.12818879785751e-11	6.35190723888931e-05	1.0645744937061e-07	8.45272148002645e-05	0.100756040239396	2.12159163449007e-05	1.33239356595009e-08	1.3379714926977e-08	1.1220824759891e-11	0	3.12453477600577e-08	1.77651853617565e-08	1.24299640537056e-07	1.12536832586286e-11	6.33602747079208e-05	0	2.11317874330172e-05	1.00125945050299	1.58797680972233e-06	0.00125945050299245	5.30397908622519e-07	2.11850324247514e-06	0.0012631504889591	2.11318037000661e-06	0.00125945050299245	0.00126156368336246	5.32287246853051e-09	6.57169974751997e-13	0.00125945050299245	0.00125945050299245	4.45990497565899e-10	4.47208708778645e-10	2.82047199464376e-13	0	7.81133694001443e-10	5.32955560852696e-07	5.32957426380036e-07	7.81133694001443e-10	4.14332135123519e-09	1.21821121274655e-12	4.14332135123519e-09	3.70412928800425e-06	0	0.00126790724598103
"C2"	2.24804822178423e-11	0.100461310311238	5.33993545077562e-08	4.23990874791584e-05	0.000127038144777786	4.22751964061792e-05	2.65495012212413e-08	2.66606479400352e-08	2.23588066078383e-11	0	6.22600123351867e-08	3.53992110522695e-08	8.46093390469071e-05	2.24242810122977e-11	0.000210157035459684	0	4.21075597028902e-05	1.58797680972233e-06	1.00251153275778	1.58797680972233e-06	1.05687991015448e-06	1.06264715470435e-06	0.00252012596910599	1.05997718697896e-06	1.58797680972233e-06	2.64795399670129e-06	2.66996772538781e-09	1.30948808918932e-12	1.58797680972233e-06	1.58797680972233e-06	8.88688264667841e-10	8.91115693087423e-10	5.62012055446059e-13	0	1.55650030837967e-09	1.06197633156809e-06	1.06198004884965e-06	1.55650030837967e-09	2.82031130156357e-06	2.42742841958123e-12	2.82031130156357e-06	0.00252135830359783	0	0.00252645358217341
"C3"	1.1281887978575e-11	6.35190723888931e-05	1.0645744937061e-07	8.45272148002645e-05	0.100756040239396	2.12159163449007e-05	1.33239356595009e-08	1.3379714926977e-08	1.1220824759891e-11	0	3.12453477600577e-08	1.77651853617565e-08	1.24299640537056e-07	1.12536832586286e-11	6.33602747079208e-05	0	2.11317874330172e-05	0.00125945050299245	1.58797680972233e-06	1.00125945050299	5.30397908622519e-07	2.11850324247514e-06	0.0012631504889591	2.11318037000661e-06	0.00125945050299245	0.00126156368336246	5.32287246853051e-09	6.57169974751997e-13	0.00125945050299245	0.00125945050299245	4.45990497565899e-10	4.47208708778645e-10	2.82047199464376e-13	0	7.81133694001443e-10	5.32955560852696e-07	5.32957426380036e-07	7.81133694001443e-10	4.14332135123519e-09	1.21821121274655e-12	4.14332135123519e-09	3.70412928800425e-06	0	0.00126790724598103
"C4"	5.34106497366812e-08	4.22751964061792e-05	5.31805383751538e-08	4.22253474698721e-05	4.24318326898015e-05	0.100440270182805	6.30781002235729e-05	6.33421701135939e-05	5.31215645949814e-08	0	0.0001479215471987	8.41038392391339e-05	8.27277779617e-08	5.32771231123395e-08	4.21695084151637e-05	0	4.19875678857457e-05	5.30397908622519e-07	1.05687991015448e-06	5.30397908622519e-07	1.00251100675457	1.05829271366556e-06	2.99292809928245e-06	1.0556336867468e-06	5.30397908622519e-07	1.58603159536932e-06	2.65902691875769e-09	3.11117034716168e-09	5.30397908622519e-07	5.30397908622519e-07	2.11140567045313e-06	2.11717291903004e-06	1.33526624341703e-09	0	3.69803867996751e-06	0.00252311517717402	0.00252312400894291	3.69803867996751e-06	2.75759259872333e-09	5.76724857691075e-09	2.75759259872333e-09	2.46528778325866e-06	0	0.00251925407314474
"C5"	1.12552667063911e-11	2.1252943094087e-05	0.050441308859358	0.0503992343302567	8.47401296990057e-05	2.11658542733112e-05	1.32924958758028e-08	1.33481435239024e-08	1.11943475753428e-11	0	3.11716197715525e-08	1.77232657968919e-08	4.15896058868051e-08	1.12271285396252e-11	2.11998107363517e-05	0	2.10819238759552e-05	1.05925162123757e-06	5.31323577352174e-07	1.05925162123757e-06	5.2914635683278e-07	1.00378204630122	2.29723555646814e-06	0.00125998085825642	1.05925162123757e-06	0.00126104010987765	0.0025220654429679	6.55619285647285e-13	1.05925162123757e-06	1.05925162123757e-06	4.44938117463412e-10	4.46153454127826e-10	2.81381667659779e-13	0	7.79290494288813e-10	5.31697973906758e-07	5.31699835032113e-07	7.79290494288813e-10	1.38632019622684e-09	1.21533666441442e-12	1.38632019622684e-09	1.23937025542679e-06	0	0.00126491543255731
"C6"	2.12204705153826e-11	0.0336016795880799	7.69593151245607e-08	6.11056962089011e-05	0.0336840130389094	3.99057079904327e-05	2.50614245016643e-08	2.51663415424197e-08	2.11056147187181e-11	0	5.87703921670142e-08	3.34151157045148e-08	6.57546865399435e-05	2.11674193390941e-11	0.0335176753891097	0	3.97474671802505e-05	0.000421050162986368	0.000840041989701996	0.000421050162986368	9.97642699760818e-07	1.53149037097876e-06	1.00237834799899	1.52764240522253e-06	0.000421050162986368	0.00042257780539159	3.84796575622803e-09	1.23609240752103e-12	0.000421050162986368	0.000421050162986368	8.38878051413989e-10	8.41169424557446e-10	5.30511762884564e-13	0	1.46925980417536e-09	1.00245347113545e-06	1.00245698006657e-06	1.46925980417536e-09	2.19182288466478e-06	2.29137314345694e-12	2.19182288466478e-06	0.00195948965889032	0	0.00238484803081503
"C7"	2.24539742836044e-11	4.23990874791584e-05	0.000126631242035821	0.100545206176442	0.000169054429600529	4.22253474698721e-05	2.65181952899182e-08	2.66292109496946e-08	2.23324421477944e-11	0	6.21865982377203e-08	3.53574699566136e-08	8.29702187792041e-08	2.23978393478954e-11	4.22930897604605e-05	0	4.20579084359509e-05	2.11318037000661e-06	1.05997718697896e-06	2.11318037000661e-06	1.0556336867468e-06	0.00251996171651283	4.58292721566759e-06	1.00251363015441	2.11318037000661e-06	0.00251574333478105	6.33156210179104e-06	1.30794400201996e-12	2.11318037000661e-06	2.11318037000661e-06	8.87640364989821e-10	8.90064931099231e-10	5.61349357090111e-13	0	1.55466495594301e-09	1.06072409869841e-06	1.06072781159673e-06	1.55466495594301e-09	2.7656739593068e-09	2.42456610940968e-12	2.7656739593068e-09	2.47251251962028e-06	0	0.00252347450615705
"C8"	1.12818879785750e-11	6.3519072388893e-05	1.0645744937061e-07	8.45272148002645e-05	0.100756040239396	2.12159163449007e-05	1.33239356595009e-08	1.3379714926977e-08	1.1220824759891e-11	0	3.12453477600577e-08	1.77651853617565e-08	1.24299640537056e-07	1.12536832586286e-11	6.33602747079208e-05	0	2.11317874330172e-05	0.00125945050299245	1.58797680972233e-06	0.00125945050299245	5.30397908622518e-07	2.11850324247514e-06	0.0012631504889591	2.11318037000661e-06	1.00125945050299	0.00126156368336246	5.32287246853051e-09	6.57169974751997e-13	0.00125945050299245	0.00125945050299245	4.45990497565898e-10	4.47208708778645e-10	2.82047199464376e-13	0	7.81133694001443e-10	5.32955560852696e-07	5.32957426380036e-07	7.81133694001443e-10	4.14332135123518e-09	1.21821121274655e-12	4.14332135123518e-09	3.70412928800425e-06	0	0.00126790724598103
"C9"	1.68679311310897e-11	5.29590799340257e-05	6.33688497425957e-05	0.050314866695621	0.0504625473344983	3.17206319073864e-05	1.99210654747095e-08	2.00044629383358e-08	1.67766334538427e-11	0	4.6715972998889e-08	2.6561327659185e-08	1.0363492965813e-07	1.6825761303262e-11	5.28266822341906e-05	0	3.15948479344841e-05	0.000630781841681228	1.32397699835064e-06	0.000630781841681228	7.93015797684661e-07	0.00126104010987765	0.000633866708087385	0.00125787166739053	0.000630781841681228	1.00188865350907	3.16844248712979e-06	9.82556988385978e-13	0.000630781841681228	0.000630781841681228	6.6681543127786e-10	6.68636819938938e-10	4.21698278277244e-13	0	1.16789932497223e-09	7.96839829775551e-07	7.96842618988382e-07	1.16789932497223e-09	3.45449765527099e-09	1.82138866107811e-12	3.45449765527099e-09	3.08832090381227e-06	0	0.00189569087606904
"C10"	5.6559129177845e-14	1.06798709015512e-07	0.10075598647668	0.000253262484071642	4.25829797482441e-07	1.06361076750308e-07	6.67964616874513e-11	6.70760981100621e-11	5.62530028911699e-14	0	1.56641305384686e-10	8.90616371703113e-11	2.08992994406056e-10	5.64177313549003e-14	1.06531712242974e-07	0	1.05939315959574e-07	5.32287246853051e-09	2.66996772538781e-09	5.32287246853051e-09	2.65902691875769e-09	0.0050441308859358	1.15438972686841e-08	6.33156210179104e-06	5.32287246853051e-09	6.33688497425957e-06	1.00503779932383	3.29456927460947e-15	5.32287246853051e-09	5.32287246853051e-09	2.23586993700207e-12	2.24197715642124e-12	1.41397822944612e-15	0	3.91603263461715e-12	2.67184911510934e-09	2.67185846749805e-09	3.91603263461715e-12	6.96643314686852e-12	6.10721941916796e-15	6.96643314686852e-12	6.22799123330046e-09	0	6.35635895757444e-06
"C11"	0.0504450047986956	2.61897617837864e-11	3.29456927460947e-14	2.61588800403992e-11	2.62867989900799e-11	6.22234069432336e-08	6.1937675470729e-08	7.4045964779598e-05	0.0001719712102227	0	6.23536048762301e-08	1.04161381119953e-10	5.12504016989548e-14	0.0503188922866989	2.61242873793269e-11	0	2.60115740265965e-11	3.28584987375998e-13	6.54744044594658e-13	3.28584987375998e-13	1.55558517358084e-09	6.55619285647285e-13	1.85413861128155e-12	6.5397200100998e-13	3.28584987375999e-13	9.82556988385978e-13	1.64728463730474e-15	1.00293842152952	3.28584987375998e-13	3.28584987375998e-13	2.4681988259866e-06	0.00294948828886114	0.00126112511996739	0	1.55884012190575e-09	3.12484143359859e-09	2.47750701882916e-06	1.55884012190575e-09	1.70834672329849e-15	0.00294702009003516	1.70834672329849e-15	1.52726197062885e-12	0	1.56069444159579e-09
"C12"	1.12818879785751e-11	6.3519072388893e-05	1.0645744937061e-07	8.45272148002645e-05	0.100756040239396	2.12159163449007e-05	1.33239356595009e-08	1.3379714926977e-08	1.1220824759891e-11	0	3.12453477600577e-08	1.77651853617565e-08	1.24299640537056e-07	1.12536832586286e-11	6.33602747079208e-05	0	2.11317874330172e-05	0.00125945050299245	1.58797680972233e-06	0.00125945050299245	5.30397908622518e-07	2.11850324247514e-06	0.0012631504889591	2.11318037000661e-06	0.00125945050299245	0.00126156368336246	5.32287246853051e-09	6.57169974751997e-13	1.00125945050299	0.00125945050299245	4.45990497565899e-10	4.47208708778645e-10	2.82047199464376e-13	0	7.81133694001443e-10	5.32955560852696e-07	5.32957426380036e-07	7.81133694001443e-10	4.14332135123518e-09	1.21821121274655e-12	4.14332135123518e-09	3.70412928800426e-06	0	0.00126790724598103
"C13"	1.12818879785751e-11	6.3519072388893e-05	1.0645744937061e-07	8.45272148002645e-05	0.100756040239396	2.12159163449007e-05	1.33239356595009e-08	1.3379714926977e-08	1.1220824759891e-11	0	3.12453477600577e-08	1.77651853617565e-08	1.24299640537056e-07	1.12536832586286e-11	6.33602747079208e-05	0	2.11317874330172e-05	0.00125945050299245	1.58797680972233e-06	0.00125945050299245	5.30397908622519e-07	2.11850324247514e-06	0.0012631504889591	2.11318037000661e-06	0.00125945050299245	0.00126156368336246	5.32287246853051e-09	6.57169974751997e-13	0.00125945050299245	1.00125945050299	4.45990497565899e-10	4.47208708778645e-10	2.82047199464376e-13	0	7.81133694001443e-10	5.32955560852696e-07	5.32957426380036e-07	7.81133694001443e-10	4.14332135123518e-09	1.21821121274655e-12	4.14332135123518e-09	3.70412928800426e-06	0	0.00126790724598103
"C14"	8.47450240682094e-05	3.55475305867137e-08	4.47173987400414e-11	3.55056145995929e-08	3.56792398052719e-08	8.44562268181253e-05	8.40684016694164e-05	0.100503059919201	8.42863416254402e-05	0	8.46329453023836e-05	1.41378906455275e-07	6.95624968648176e-11	8.45331615080389e-05	3.54586617602469e-08	0	3.53056752082198e-08	4.45990497565899e-10	8.88688264667841e-10	4.45990497565899e-10	2.11140567045313e-06	8.89876234926824e-10	2.51663415424197e-09	8.87640364989821e-10	4.45990497565899e-10	1.33363086255572e-09	2.23586993700207e-12	4.9363976519732e-06	4.45990497565899e-10	4.45990497565899e-10	1.00335010199731	0.00335925271203995	2.11862560170524e-06	0	2.11582363255959e-06	4.24136719365825e-06	0.00336273606677666	2.11582363255959e-06	2.31874989549392e-12	9.15071473324521e-06	2.31874989549392e-12	2.07296240657156e-09	0	2.11834051249319e-06
"C15"	0.0253174960417265	8.91115693087423e-09	1.12098857821062e-11	8.90064931099231e-09	8.94417417557291e-09	2.11717291903004e-05	2.10745080695969e-05	0.0251943953402996	0.0251804650944007	0	2.12160294868279e-05	3.54412697969301e-08	1.74381262449079e-11	0.0252542023016222	8.88887903854704e-09	0	8.85052793086316e-09	1.11802177194661e-10	2.22778923271856e-10	1.11802177194661e-10	5.29293229757511e-07	2.23076727063913e-10	6.30877068418085e-10	2.22516232774808e-10	1.11802177194661e-10	3.34318409969469e-10	5.6049428910531e-13	0.00147474414443057	1.11802177194661e-10	1.11802177194661e-10	0.000839813178009987	1.00357358057716	0.000632937401043164	0	5.30400737170699e-07	1.0632380939079e-06	0.000842980322783875	5.30400737170699e-07	5.81270874830262e-13	0.00273376739915061	5.81270874830262e-13	5.19656162098254e-10	0	5.3103167585179e-07
