"Tripleurospermum_inodorum"	"Tanacetum_vulgare"	"Melilotus_albus"	"Trifolium_repens"	"Achillea_millefolium"	"Cirsium_vulgare"	"Senecio_jacobea"	"Silene_dioica"	"Verbascum_thapsus"	"Vicia_hirsuta"	"Cirsium_arvense"	"Chaerophyllum_temulentum"	"Myosotis_palustris"	"Echium_vulgare"	"Epilobium_montanum"	"Lapsana_communis"	"Ranunculus_repens"	"Aegopodium_podagraria"	"Daucus_carota"	"Trifolium_dubium"	"Chamomilla_recutita"	"Malva_sylvestris"	"Prunella_vulgaris"	"Stachys_sylvatica"	"Chrysanthemum_maximum"	"Cerastium_glomeratum"	"Geranium_robertianum"	"Hypericum_perforatum"	"Meligethes_sp1_M_PL_043"	"Apocrita_sp1_M_PL_043"	"Bombus_pascuorum"	"Unidentified_sp1_M_PL_043"	"Bombus_hortorum"	"Olibrus_aeneus"	"Unidentified_sp2_M_PL_043"	"Adscita_statices"	"Crambus_pratella"	"Episyrphus_balteatus"	"Maniola_jurtina"	"Polyommatus_icarus"	"Unidentified_sp3_M_PL_043"	"Unidentified_sp4_M_PL_043"	"Unidentified_sp5_M_PL_043"	"Eoseristalis_abusivus"	"Leptura_rubra"	"Unidentified_sp6_M_PL_043"	"Unidentified_sp7_M_PL_043"	"Bombus_lapidarius"	"Coccinella_septempunctata"	"Eumerus_tuberculatus"	"Meliscaeva_cinctella"	"Unidentified_sp8_M_PL_043"	"Unidentified_sp9_M_PL_043"	"Apion_hookeri"	"Bombus_pratorum"	"Bombus_terrestris"	"Ceuthorrhynchus_assimilis"	"Sphaerophoria_menthastri"	"Syrphus_ribesii"	"Unidentified_sp10_M_PL_043"	"Unidentified_sp11_M_PL_043"	"Apion_rufirostre"	"Bombus_soroeensis"	"Clytus_arietis"	"Nemophora_degeerella"	"Oulema_melanopus"	"Pieris_napi"	"Psithyrus_campestris"	"Sphaerophoria_scripta"	"Thymelicus_sylvestris"	"Unidentified_sp12_M_PL_043"	"Unidentified_sp13_M_PL_043"	"Unidentified_sp14_M_PL_043"	"Unidentified_sp15_M_PL_043"	"Unidentified_sp16_M_PL_043"	"Apion_aeneum"	"Apion_flavipes"	"Apion_meliloti"	"Bombus_lucorum"	"Bombus_ruderatus"	"Byturus_aestivus"	"Ceutorrhynchus_rugulosus"	"Cheilosia_albitarsis"	"Cheilosia_impressa"	"Cheilosia_velutina"	"Chrysogaster_cemiteriorum"	"Corticarina_gibbosa"	"Diptera_sp1_M_PL_043"	"Enicmus_transversus"	"Eoseristalis_arbustorum"	"Epuraea_depressa"	"Eristalinus_sepulchralis"	"Malachius_viridis"	"Melanostoma_scalare"	"Miarus_campanulae"	"Miccotrogus_picirostris"	"Parasyrphus_malinellus"	"Psithyrus_rupestris"	"Sitona_lineatus"	"Sphaerophoria_taeniata"	"Strangalia_maculata"	"Strophosomus_capitatus"	"Unidentified_sp17_M_PL_043"	"Unidentified_sp18_M_PL_043"	"Unidentified_sp19_M_PL_043"	"Unidentified_sp20_M_PL_043"	"Unidentified_sp21_M_PL_043"	"Unidentified_sp22_M_PL_043"	"Unidentified_sp23_M_PL_043"	"Zygaena_filipendulae"
"Tripleurospermum_inodorum"	1.00387204226407	0.000604184173239024	0.000508865077123036	0.00029133492189577	0.000514307000902581	0.000326959043069987	0.000506778456899659	0.00043582034656933	0.00045622486161194	0.000445820047697635	0.000289784997161291	0.000189046838227819	0.000129200027592286	0.00017956996921804	0.000128868159956012	0.000242637836516585	0.000126698657876443	0.000206482780531229	0.000149105796603942	7.27256079381968e-05	0.000128286197949927	3.65683706394244e-05	4.69576255556718e-05	6.49510646297149e-05	3.64252380228407e-05	4.65540531411032e-05	4.65540531411032e-05	1.82566332328851e-05	0.00328619398191931	0.00327180500370388	2.32357371593971e-05	0.00325890519170466	0.00325234518176652	0.0032567359164972	0.00325878371987722	1.87366084328056e-05	0.00325481375484701	0.00325329915720688	0.00325209483953761	0.00325491213269737	1.54664742726367e-05	1.72602776359419e-05	0.00325361201448334	0.00325140208697028	0.00325034507485901	0.00325308688804966	1.66063753875993e-05	9.04377256295412e-06	1.15039096997224e-05	0.00324645804166715	1.05277663536722e-05	8.6072134893354e-06	0.00324569018551342	0.00324458719434834	0.00324425217838618	8.78743210960907e-06	8.49678165836883e-06	0.00324543678677164	7.20497908892849e-06	0.00324429205286641	9.91012993981167e-06	4.72836770038035e-06	5.4484242117094e-06	0.00324180633254165	4.54855833763173e-06	7.6727556452358e-06	0.00324191675664996	5.95526785692604e-06	0.00324185093507771	7.6069340729888e-06	5.7203665454654e-06	0.00324234982005377	0.00324140991300474	6.15871804508415e-06	0.00324173829020477	1.21894568798081e-06	1.94223281263847e-06	3.39243384748691e-06	2.33542173621419e-06	2.33542173621419e-06	1.43555586213651e-06	3.11300247549521e-06	1.80998082680632e-06	2.4850966100657e-06	2.10052042475355e-06	2.10052042475355e-06	2.56528527454342e-06	3.55402454846485e-06	1.84097371365731e-06	0.00323829691052925	2.89784997161291e-06	0.00323829691052925	1.94223281263847e-06	3.44137967552048e-06	0.00323829691052925	1.80998082680632e-06	3.55402454846485e-06	2.33542173621419e-06	3.39243384748691e-06	1.94223281263847e-06	0.00323829691052925	1.43555586213651e-06	0.00323829691052925	1.94223281263847e-06	2.33542173621419e-06	4.05290952452395e-06	3.44137967552048e-06	3.67362143501844e-06	1.94223281263847e-06	2.89784997161291e-06
"Tanacetum_vulgare"	0.0011017476100241	1.00326085951776	0.000594081637247296	0.000430621461624331	0.000489473395808274	0.000445993334665705	0.000264197601956083	0.000250389146213508	0.000238311561062767	0.000515071503209615	8.02144829472686e-05	0.000178707803111854	8.5975074132443e-05	7.99198138773953e-05	0.000480542209525387	0.000227588822305958	0.000361789931714129	7.93372041479056e-05	0.00027091858803054	0.000194591111420379	8.54122256392302e-05	3.17454011803898e-07	0.000232915301073806	0.000118082784223414	4.66124433653148e-07	2.15703973611464e-07	2.15703973611464e-07	3.30529928934804e-05	0.00594953872082647	0.00593282498997953	3.06787920197203e-05	2.01787604125587e-05	0.00593061023868154	0.00591368786202657	1.50992781528024e-05	2.00786368941433e-05	1.87881383345256e-05	0.00591610747120957	1.40343055541374e-05	0.00592009855304496	2.07936537442934e-05	1.42655219534651e-05	1.52620517179849e-05	0.00591706058489032	0.00591628570731819	0.00591510036490683	9.56219920366956e-06	0.00591083412936223	1.25636035696438e-05	1.43427127984762e-05	0.00591542038975491	9.67663938498875e-06	9.61155902507167e-06	8.31671362625283e-06	8.6268169529062e-06	0.00591235990070737	4.16469106552775e-06	1.03015319800376e-05	0.00591356778405497	1.11073025036236e-05	6.64981480604573e-06	1.84374765472244e-06	4.97416057770867e-06	5.38719040279382e-06	2.74377250299665e-06	6.56959393925424e-06	5.44115027672258e-06	5.07279240444135e-06	0.00590508849230001	0.00590621693596254	3.87276798505611e-06	8.23649275946134e-06	5.34251844998991e-06	8.01154834199668e-06	4.87631128426327e-06	1.05818003934633e-08	2.87080974416221e-06	3.96054424831531e-06	3.18566667618361e-06	3.18566667618361e-06	9.55278601471588e-07	1.78849390152506e-06	5.16842759591612e-06	4.51530980050899e-06	1.98564225679837e-06	1.98564225679837e-06	1.14171162681993e-06	0.00590153446775154	6.86488870750552e-06	3.55402454846485e-06	8.02144829472685e-07	3.55402454846485e-06	2.87080974416221e-06	1.32228673579843e-06	3.55402454846485e-06	5.16842759591612e-06	0.00590153446775155	3.18566667618361e-06	3.96054424831531e-06	2.87080974416221e-06	3.55402454846485e-06	9.55278601471589e-07	3.55402454846485e-06	2.87080974416221e-06	3.18566667618361e-06	4.6824682109965e-06	1.32228673579843e-06	3.49623854148768e-06	2.87080974416221e-06	8.02144829472686e-07
"Melilotus_albus"	0.00105165449272094	0.000673292522213602	1.00300750143652	0.000330635872766301	0.000493611064609541	0.000270436621945641	0.000538440927076326	0.000270637405444851	0.00033037514114998	0.000225871250297412	0.000633764310172212	0.000202412805152695	0.000236360564125963	0.00032480059422794	0.000336580261227301	9.05171078324758e-05	9.02826705162465e-05	8.99535321783416e-05	0.000172636614820629	0.000215784853197153	0.000112567192395944	3.73053785725651e-07	6.76641604330312e-05	0.000104851748702754	4.94135453533378e-07	9.60396699245169e-05	9.60396699245169e-05	3.74304221935975e-05	0.00673747599484754	0.00672268565193434	0.00671194025861997	2.19709039334635e-05	2.11346746069852e-05	2.11138645821844e-05	0.00672277689471618	0.00670233941038234	0.00670075407810702	0.00670209638228637	1.83404778219603e-05	0.00670185306181238	1.65061297751116e-05	1.41724940188875e-05	1.76417156035395e-05	0.00670047272457159	1.56877384848735e-05	1.54734936567608e-05	1.59512228283811e-05	1.16928877767978e-05	1.38155910302664e-05	1.29480274280959e-05	9.71335695498896e-06	1.00005719486847e-05	0.00669737534707022	0.00669644675319268	9.17013062621525e-06	0.00669548550993789	7.97146064856793e-06	8.21132870659042e-06	1.0058586130366e-05	7.65004800196599e-06	0.00669690032596717	2.55378236580609e-06	3.86481448136066e-06	5.93378108710213e-06	4.55935281489456e-06	5.89938162467751e-06	7.23844046946066e-06	5.77769677872834e-06	7.35297809580222e-06	6.01391925101905e-06	6.09503779033703e-06	5.44580885019065e-06	5.32555817209299e-06	6.40307023231673e-06	4.8916593837926e-06	1.2435126190855e-08	2.20423915177534e-06	0.00668671667624348	1.93169015675458e-06	1.93169015675458e-06	2.62622849028848e-06	1.93312432460608e-06	1.28975243594638e-06	2.87727691367715e-06	2.24903116836327e-06	2.24903116836327e-06	4.64000848897057e-06	3.9605442483153e-06	4.8082894461043e-06	3.39243384748691e-06	6.33764310172212e-06	3.39243384748691e-06	2.20423915177534e-06	1.49922553630569e-06	3.39243384748691e-06	1.28975243594638e-06	3.96054424831531e-06	1.93169015675458e-06	0.00668671667624347	2.20423915177534e-06	3.39243384748691e-06	2.62622849028848e-06	3.39243384748691e-06	2.20423915177534e-06	1.93169015675458e-06	2.05337500270375e-06	1.49922553630569e-06	3.52579331863958e-06	2.20423915177534e-06	6.33764310172212e-06
"Trifolium_repens"	0.000602092171917925	0.000488037656507576	0.000330635872766301	1.00457163039752	0.000263762656190231	0.000386638806185384	0.000151608933333725	0.000330677332572369	0.000442071901061431	0.00067359064928676	0.000150640432223027	0.000150578071692903	0.000180489143193037	0.000105860056986512	1.08374106631061e-06	0.000206199804204891	3.82516543310399e-05	3.80059595179044e-05	0.000150268296735054	0.000347706326924392	0.000112522506646895	3.00464264649728e-07	0.000235327987263492	0.000104970166668956	2.64802042242086e-07	1.91002875475234e-07	1.91002875475234e-07	3.741230415859e-05	0.0067342147485462	2.78363717032001e-05	0.00672852878029164	1.16040860164874e-05	1.90802295214566e-05	1.64769951317573e-05	1.33702012832664e-05	1.26793368380015e-05	0.00671189770000915	1.25349981049035e-05	0.00670911707957549	0.00671216905468862	0.00671512443972653	0.00671384878562983	1.33578925730105e-05	1.14057722936143e-05	1.1963238900306e-05	1.62211659718284e-05	1.12975707952888e-05	0.00670857182360149	1.53149623070583e-05	7.13275844098935e-06	0.00671080499012503	5.43471012680013e-06	7.66419341715963e-06	5.65287628664408e-06	5.78685952348926e-06	5.09053091117056e-06	3.72178853538257e-06	6.77196327406713e-06	3.43274396412436e-06	0.0067052099868199	4.79356442638937e-06	3.41056856057626e-06	5.12368670541253e-06	5.3427858977264e-06	4.36741587131258e-06	7.20647230953612e-06	3.02515376502222e-06	3.84462671085079e-06	4.81304255680068e-06	8.99436110131457e-06	2.75601063786045e-06	8.06578416979083e-06	4.30421375958397e-06	4.38849058503827e-06	2.57566547127021e-06	1.00154754883243e-08	0.00669714420265011	2.20423915177534e-06	2.76170575846703e-06	2.76170575846703e-06	2.00543492436708e-06	2.3619809469455e-06	5.46452204729141e-07	2.5044716122509e-06	1.6730896854767e-06	1.6730896854767e-06	1.51228652837874e-06	2.87080974416221e-06	1.54820152330087e-08	1.94223281263847e-06	1.50640432223027e-06	1.94223281263847e-06	0.00669714420265012	6.3343265863174e-07	1.94223281263847e-06	5.46452204729141e-07	2.87080974416221e-06	2.76170575846703e-06	2.20423915177534e-06	0.00669714420265012	1.94223281263847e-06	2.00543492436708e-06	1.94223281263847e-06	0.00669714420265012	2.76170575846703e-06	6.12355135715236e-06	6.3343265863174e-07	1.88401897278737e-06	0.00669714420265012	1.50640432223027e-06
"Achillea_millefolium"	0.00113882264485572	0.000594360552052905	0.000528868997795937	0.000282602845918105	1.00262602952869	0.000186147156742188	0.000122741993826818	0.000162185745702154	0.000425360030464053	0.000565128850452986	0.000224624675757324	0.000361239113100819	1.34565444990332e-06	0.000340654758707881	0.000120920556479158	0.00047969540712213	0.000121056920123206	4.08342424659509e-05	0.000807477984196733	0.000403066142424122	0.000120273552110393	8.04289943150097e-05	7.35904472146313e-07	4.05408022593817e-05	8.00887199434365e-05	0.000102833494658813	0.000102833494658813	4.01113372670771e-05	0.00722004070807386	4.11675010683549e-05	2.41450122199486e-05	0.0071876924398546	1.31610409073681e-05	1.54988488692075e-05	0.00719834462611687	0.00717430503512251	1.83696974922367e-05	1.6915772293981e-05	1.35639795600346e-05	0.00717933170390552	0.00719282555397741	1.44738143422724e-05	0.00718429317430947	0.0071857681163319	0.00718357194556142	0.00717719389184845	1.44062366617209e-05	1.34276491028356e-05	0.00717833629723097	9.56636637106732e-06	1.22575791936627e-05	9.01882446875156e-06	1.20808630227378e-05	9.44566151123125e-06	5.87997251051134e-06	8.74946838125808e-06	1.5722509512103e-06	0.00717214090959881	6.95305963580716e-06	1.06951754119238e-05	6.64876860354724e-06	5.95296671150586e-06	2.48809216031673e-06	6.94562166935731e-06	1.17342132826828e-06	6.01426353145247e-06	4.55034996235285e-06	2.2063510754929e-06	7.16985997650612e-06	8.63377354560573e-06	4.89049645067685e-06	8.81115643913649e-06	4.83209104717669e-06	0.00717507246303677	4.35419214278428e-06	2.68096647716699e-06	1.88401897278736e-06	3.52579331863958e-06	1.32962254815849e-06	1.32962254815849e-06	1.49517161100369e-08	1.15846961215825e-06	1.72938457318865e-06	1.34579664032789e-05	4.01376792334243e-06	4.01376792334243e-06	4.86649655296974e-06	3.49623854148767e-06	1.72743652113082e-06	3.67362143501844e-06	2.24624675757324e-06	3.67362143501844e-06	1.88401897278737e-06	6.80570707765849e-07	3.67362143501843e-06	1.72938457318865e-06	3.49623854148768e-06	1.32962254815849e-06	3.52579331863958e-06	1.88401897278737e-06	3.67362143501844e-06	1.49517161100369e-08	3.67362143501844e-06	1.88401897278737e-06	1.32962254815849e-06	5.13753500411805e-06	6.80570707765849e-07	0.00716161449663348	1.88401897278737e-06	2.24624675757324e-06
"Cirsium_vulgare"	0.000723980738226399	0.000541563334951213	0.000289753523513187	0.000414255863770054	0.000186147156742188	1.00455831404596	0.000816680370160621	0.000648835460851816	0.000233835707646353	1.98852058038034e-06	0.000217066176867476	0.000216952563325485	7.34081483017351e-05	0.000168434022360849	9.812770119067e-07	9.66890730795355e-05	9.64476418534637e-05	9.63726450447844e-05	0.000184837290967186	0.000307785442214892	7.70717313815251e-07	2.78672112716473e-07	7.25072233873627e-05	0.00011238257736586	2.53368666050566e-07	1.84772973926221e-07	1.84772973926221e-07	4.01189927873342e-05	0.00722141870172015	0.00720981978786406	0.00720105779717406	1.6860774736771e-05	1.77104624749997e-05	1.86227088716663e-05	1.29341081748355e-05	9.72787409953434e-06	1.46790625393547e-05	0.00719111332272125	0.00718911759338181	1.15621843355995e-05	1.4730368689765e-05	1.00479724621242e-05	1.16618373259923e-05	1.18630226334306e-05	0.00718534786137639	8.66752463304219e-06	1.58186406754212e-05	0.00718649365870461	8.88365769766903e-06	7.00324691817121e-06	9.74555235346085e-06	2.64106898123553e-06	7.48895830465097e-06	6.43777366164353e-06	0.00718358538185136	5.13137507596542e-06	8.25528805842091e-06	5.04631675693746e-06	4.57750837426033e-06	5.11520495450285e-06	9.93578314086235e-06	1.80802528308814e-06	0.0071800510679058	4.13415794887845e-06	5.4501850983259e-06	5.85150867525464e-06	8.16885295164719e-06	0.00718124996011515	5.5210884123978e-06	3.20374413600524e-06	8.24401525238284e-06	2.35349919603583e-06	6.96996074229859e-06	4.41024406427826e-06	3.94163248696059e-06	9.28907042388243e-09	2.76170575846703e-06	1.93169015675458e-06	0.00717541652889971	0.00717541652889972	8.156460922415e-07	4.6345390060844e-06	1.37782345504948e-06	3.08062151611976e-06	2.41058403694984e-06	2.41058403694984e-06	2.4062003194407e-06	3.18566667618361e-06	1.40182430272386e-08	2.33542173621419e-06	2.17066176867476e-06	2.33542173621419e-06	2.76170575846703e-06	1.60621075074641e-06	2.33542173621419e-06	1.37782345504948e-06	3.18566667618361e-06	0.00717541652889971	1.93169015675458e-06	2.76170575846703e-06	2.33542173621419e-06	8.15646092241501e-07	2.33542173621419e-06	2.76170575846703e-06	0.00717541652889971	1.80774598216394e-08	1.60621075074641e-06	1.32962254815849e-06	2.76170575846703e-06	2.17066176867476e-06
"Senecio_jacobea"	0.00112215229742067	0.000320811373803815	0.000576900993296064	0.000162438142857563	0.000122741993826818	0.000816680370160621	1.0028119301728	0.000344479262883042	0.000408543987281703	0.000480741252835642	0.000560274341263204	0.00065581621710553	0.000343856332848787	9.67849828396657e-05	1.21771097866448e-06	0.00031990199673989	0.00017630924062393	0.000336214637940149	4.09804840394308e-05	5.65891410385547e-05	0.00010330137293857	8.04941682705353e-05	5.97450991240129e-07	4.05123400140791e-05	8.02093435019513e-05	2.13301963227717e-07	2.13301963227717e-07	4.01038887788025e-05	0.00721869998018444	0.00720849702872035	2.38823182592778e-05	0.00719411086137438	1.18739636878724e-05	0.00718045570268961	1.49311374259402e-05	1.29258775633596e-05	0.00717900415315403	0.00718541561492028	2.1742153920624e-05	1.56830029764401e-05	1.52430317801913e-05	1.7459668441632e-05	2.08787386976383e-05	1.09127150656016e-05	1.29001396590609e-05	1.38967214580957e-05	0.00717871834253412	9.74663024671707e-06	7.57289851575078e-06	8.68034247875018e-06	7.5599902385384e-06	1.09911350227765e-05	1.26691212752229e-05	1.30685961553176e-05	0.00717239563571333	5.75052822135527e-06	0.00717236656159672	9.06660317290183e-06	4.42322503686624e-06	9.07314209887416e-06	0.00717239110841179	5.82578499836428e-06	8.2939973788833e-06	6.76249217672495e-06	6.28119208399238e-06	0.00716731273340296	0.00716656220449789	0.00716877578959262	5.50697184896958e-06	6.2575007540363e-06	0.0071702292052339	7.9902211464904e-06	6.08041228416215e-06	1.55973659465826e-06	9.22342341971432e-06	2.68313894235118e-06	1.08292095238375e-06	3.84600662197376e-06	5.83343121543301e-06	5.83343121543301e-06	3.82062592054207e-06	2.4605661634503e-06	2.51870343748471e-06	6.83008067323848e-07	7.2868468567281e-06	7.2868468567281e-06	1.38264261199522e-06	1.88712572825774e-06	1.73958711237783e-08	3.61984612071185e-06	5.60274341263204e-06	3.61984612071185e-06	1.08292095238375e-06	5.60357729900248e-06	3.61984612071184e-06	2.51870343748471e-06	1.88712572825774e-06	5.833431215433e-06	3.84600662197376e-06	1.08292095238375e-06	3.61984612071185e-06	3.82062592054208e-06	3.61984612071185e-06	1.08292095238375e-06	5.83343121543301e-06	4.37037502577856e-06	5.60357729900248e-06	8.76728527334415e-07	1.08292095238375e-06	5.60274341263204e-06
"Silene_dioica"	0.000965030767403516	0.00030404396325926	0.000289968648690912	0.000354297142041824	0.000162185745702155	0.000648835460851816	0.000344479262883042	1.00284712372464	0.000719878842121404	0.00012177244363435	0.000360327951317843	9.66716462090776e-05	0.000655901121791709	0.000168495336789107	0.00040388836385708	0.000240044638912459	0.000199235587927125	9.63479505418525e-05	4.07749283357408e-05	0.000128121315394413	0.000522154282795043	4.76301241875317e-07	0.000175070357618052	0.000214807163570334	6.6275053525343e-07	1.71106463925667e-07	1.71106463925667e-07	4.00721900163591e-05	0.00721299420294462	0.00719422453816107	0.00720248705383421	1.77338932134245e-05	0.00718970721109432	0.00719643498029754	1.19774524747967e-05	0.0071906465552211	1.65132256801348e-05	1.50038552734841e-05	0.00718244407238677	1.14620934755878e-05	8.51653957178712e-06	0.00719254192091887	1.67194164119218e-05	8.67267245271361e-06	1.13740871341919e-05	1.27045177588163e-05	0.00717822432524902	1.09203691111285e-05	6.80792332343392e-06	0.00718513043420505	1.34153625630598e-05	1.86282910930597e-05	1.47409932820758e-05	8.64940631327972e-06	1.02081076450299e-05	9.49145199551799e-06	1.13541555812779e-05	7.7006812149743e-06	1.04045503555851e-05	6.58200563729843e-06	7.99697000123481e-06	5.55340626284254e-06	0.00716782827989638	8.65053203027525e-06	0.00717048153113242	3.56758837830803e-06	5.57356863894552e-06	7.0951051695347e-06	4.90149637702028e-06	2.89551611638279e-06	3.53469556577338e-06	4.22002469035294e-06	0.00716630674336579	1.83805175108726e-06	4.71880165119275e-06	1.58767080625106e-08	2.3619809469455e-06	1.93312432460608e-06	4.6345390060844e-06	4.63453900608441e-06	7.28779024213009e-06	0.00716319374089029	2.84622268467321e-06	6.79582138929014e-07	1.07412940232308e-06	1.07412940232308e-06	2.40707623984439e-06	1.78849390152506e-06	5.76983376938685e-06	3.11300247549522e-06	3.60327951317843e-06	3.11300247549522e-06	2.3619809469455e-06	1.60579917569754e-06	3.11300247549521e-06	2.84622268467321e-06	1.78849390152506e-06	4.6345390060844e-06	1.93312432460608e-06	2.3619809469455e-06	3.11300247549522e-06	7.2877902421301e-06	3.11300247549522e-06	2.3619809469455e-06	4.6345390060844e-06	1.10702221485773e-06	1.60579917569754e-06	1.15846961215825e-06	2.3619809469455e-06	3.60327951317843e-06
"Verbascum_thapsus"	0.00108792082384386	0.000311638195235926	0.000381202085942285	0.00051008296276319	0.000458080032807442	0.000251823069772996	0.000439970447841834	0.000775254137669204	1.00214902457424	0.000414685656933847	0.000328592420619283	0.000173732492879545	0.000512497888669367	0.000250560595656498	0.000324019305458335	0.000327811400017845	4.45321794689591e-05	4.40424306456445e-05	4.40737019910314e-05	7.86053923366999e-05	0.000368953985957494	0.000387859822714104	7.80315703105136e-05	0.000120817484999484	0.00019369976374609	1.99409506659381e-07	1.99409506659381e-07	4.3098859471054e-05	0.00775779470478971	3.45218936245038e-05	0.00773932906644523	4.30731964780492e-05	2.27734404784222e-05	0.00773777968468278	1.39586654661567e-05	0.00773404222446962	0.00772520248857271	1.47556784070161e-05	0.00772637081564223	1.832635803426e-05	1.44174355320401e-05	0.0077364648734536	0.00772581289093091	1.18904970405331e-05	1.11478860135822e-05	0.00772122310828067	0.00772548777038835	8.3425450243595e-06	1.19313967959139e-05	2.28996484369503e-05	1.25177912833556e-05	0.00772884690696446	1.53246273180371e-05	9.3366934582076e-06	8.45080428107691e-06	9.00336031477756e-06	9.57110755198904e-06	1.14644422469933e-05	7.09818706757604e-06	1.0679844705977e-05	8.96991750182117e-06	0.00772176731132825	7.33626576744429e-06	0.00771234807258351	1.12319505399952e-05	6.91251566450263e-06	6.65206806841264e-06	4.94138226867737e-06	5.34258786672852e-06	5.6030354628185e-06	5.07300708800805e-06	7.27929162088906e-06	9.04695156717958e-06	4.0065619341894e-06	4.24346252316028e-06	1.29286607571368e-05	3.40055308508793e-06	2.54134723961523e-06	1.79873621266426e-06	1.79873621266426e-06	5.69442098521518e-06	5.53752955478003e-06	6.36173992413701e-07	7.34561699850524e-07	1.93036103199494e-06	1.93036103199495e-06	3.57943708080712e-06	1.83316585432898e-06	4.62884722083335e-06	3.50942201239954e-06	3.28592420619283e-06	3.50942201239954e-06	3.40055308508793e-06	7.34040510760742e-07	3.50942201239954e-06	6.36173992413701e-07	1.83316585432898e-06	1.79873621266426e-06	2.54134723961523e-06	3.40055308508794e-06	3.50942201239954e-06	5.69442098521519e-06	3.50942201239954e-06	3.40055308508794e-06	1.79873621266426e-06	3.76986960848952e-06	7.34040510760742e-07	3.27200023433887e-06	3.40055308508794e-06	3.28592420619283e-06
"Vicia_hirsuta"	0.00125640195260243	0.000796019595869405	0.000308006250405563	0.000918532703572854	0.000719254900576528	2.53084437502952e-06	0.000611852503608998	0.000154983110080082	0.000490083049103637	1.00360692619219	1.71249293055061e-06	0.000154255531421996	0.000154019968278994	0.000230042862056261	1.15360014491808e-06	1.66440415625534e-06	9.01730468687378e-07	8.39177129795492e-07	0.000153984256778302	0.000382029404161214	0.000153163741072239	3.60920383171113e-07	6.57705893064929e-07	6.03031762590882e-07	3.08449928026752e-07	2.52551593075523e-07	2.52551593075523e-07	2.16618877029701e-07	3.89913978653462e-05	2.77194314055121e-05	2.44787365492485e-05	1.53560070747704e-05	9.91378640480869e-06	2.35230710923299e-05	1.76786115152866e-05	1.59133753590453e-05	0.00914406940953852	1.68911555729577e-05	1.50885550941507e-05	0.00914574916811936	0.00914560792674594	0.00914024019870804	1.79843682893008e-05	1.84926920219806e-05	1.64573944790985e-05	0.00914134211136801	9.28816898066353e-06	1.71912537639907e-05	0.00913849034736083	9.00550526825792e-06	1.08517203001499e-05	5.51310508783882e-06	1.11039441089091e-05	6.12340945653321e-06	8.44136201012416e-06	6.75232321577051e-06	6.09569429215287e-06	9.21422173087422e-06	4.71183007690516e-06	0.00913387578990154	6.44087495778782e-06	3.78190028792856e-06	1.12509967467937e-06	7.82277913301347e-06	2.81835519573544e-06	0.00912806970404566	8.42328455030251e-06	4.38845248560021e-06	8.73537773552046e-06	0.00912838179723087	6.08432537491186e-06	0.00912775223854439	5.15993173938168e-06	7.70393928375643e-06	4.06689581002054e-06	1.20306794390371e-08	6.12355135715236e-06	2.05337500270375e-06	1.80774598216394e-08	1.80774598216395e-08	1.71133298087771e-06	1.10702221485773e-06	1.28818638383911e-08	2.56640427963836e-06	1.71395034913329e-06	1.71395034913329e-06	3.28632660080373e-06	4.6824682109965e-06	1.64800020702583e-08	4.05290952452395e-06	1.71249293055061e-08	4.05290952452395e-06	6.12355135715236e-06	1.39862854965915e-08	4.05290952452395e-06	1.28818638383911e-08	4.6824682109965e-06	1.80774598216394e-08	2.05337500270375e-06	6.12355135715237e-06	4.05290952452396e-06	1.71133298087771e-06	4.05290952452395e-06	6.12355135715237e-06	1.80774598216394e-08	0.00912369932901988	1.39862854965915e-08	5.13753500411806e-06	6.12355135715237e-06	1.71249293055061e-08
