"Discaria_nana"	"Azorella_monanthos"	"Phacelia_secunda"	"Senecio_looseri"	"Sisyrinchium_junceum"	"Adesmia_haemisphaerica"	"Jaborosa_laciniata"	"Astragalus_nivicola"	"Cerastium_arvense"	"Montiopsis_gilliesii"	"Oxalis_erythrorhiza"	"Perezia_pilifera"	"Senecio_tricephalus"	"Tarasa_humilis"	"Astragalus_cruckshanksii"	"Calandrinia_caespitosa"	"Epilobium_nivale"	"Hypochoeris_montana"	"Leuceria_candidissima"	"Loasa_incurva"	"Menonvillea_hookeri"	"Megachile_sp1_M_PL_022"	"Chilimelissa_sp1_M_PL_022"	"Geron_sp1_M_PL_022"	"Megachile_sp2_M_PL_022"	"Unidentified_sp2_M_PL_022"	"Unidentified_sp5_M_PL_022"	"Anthidium_chubuti"	"Thysanoptera_sp1_M_PL_022"	"Astylus_sp1_M_PL_022"	"Chironomidae_sp1_M_PL_022"	"Chlorobrachycoma_versicolor"	"Hypodinerus_sp1_M_PL_022"	"Ichneumonidae_sp1_M_PL_022"	"Liphantus_sp1_M_PL_022"	"Liphantus_sp2_M_PL_022"	"Microcerella_rusca"	"Mosillus_sp1_M_PL_022"	"Spinoliella_sp1_M_PL_022"	"Thyridanthrax_sp2_M_PL_022"	"Tropidia_notata"	"Unidentified_sp1_M_PL_022"	"Agrotis_ipsilon"	"Alloscirtetica_antarctica"	"Alloscirtetica_sp1_M_PL_022"	"Calliphoridae_sp1_M_PL_022"	"Chilimelissa_farellones"	"Coccinela_anchoralis"	"Dasybaris_chillan"	"Dolichogyna_sp1_M_PL_022"	"Hypodinerus_sp2_M_PL_022"	"Issoria_lathonioides"	"Peridroma_saucia"	"Phulia_sp1_M_PL_022"	"Phulia_sp2_M_PL_022"	"Podagritus_sp1_M_PL_022"	"Pseudoleucania_nobilis"	"Pseudoleucania_sp1_M_PL_022"	"Pyrgus_fides"	"Tamseuxoa_ingoufii"	"Thyridanthrax_sp1_M_PL_022"	"Thyridanthrax_sp3_M_PL_022"	"Thyridanthrax_sp4_M_PL_022"	"Unidentified_sp3_M_PL_022"	"Unidentified_sp4_M_PL_022"	"Unidentified_sp6_M_PL_022"
"Discaria_nana"	1.0079233576258	0.000845599320941221	0.000362342613676304	5.75938098908803e-07	2.47104830722682e-07	5.74894015959647e-07	0.000122046272170174	0.000120638700128901	0.00024179521593518	0.000120696025024723	3.03639718084496e-07	0.000120696025024723	3.54131608468147e-07	1.45232305909338e-07	1.44389276728807e-07	0.000241187690267002	3.02876804219962e-07	7.62913864533909e-10	2.06955469616986e-10	5.22284085771604e-10	9.13229054801139e-10	1.01072493710165e-05	1.21150721687985e-05	0.00481572592882011	4.04650526677641e-06	0.00481516166632586	1.31068014177496e-05	1.56685225731481e-08	2.73968716440342e-08	1.52582772906782e-08	0.0048056740798746	0.00480668169732118	0.00482375380534004	7.06436758826692e-06	4.13910939233972e-09	9.48758645124697e-06	0.00480668169732118	9.48758645124697e-06	1.68605836106136e-08	0.00480668169732118	0.00481172479711009	9.48758645124698e-06	0.00479963503631333	4.11841384537803e-09	4.11841384537802e-09	1.2089760796759e-05	6.03904356127173e-06	7.04666100784351e-06	0.00479963503631333	0.00479963503631333	0.00479963503631333	0.00479963503631334	0.00479963503631333	0.00479963503631334	1.14978803191929e-08	7.0466610078435e-06	0.00479963503631334	0.00479963503631334	9.59896831514672e-09	0.00479963503631334	0.00479963503631334	0.00479963503631334	7.0466610078435e-06	0.00479963503631334	2.44092544340347e-06	6.03904356127173e-06
"Azorella_monanthos"	0.00147979881164714	1.00587560318413	0.000422901516768962	0.00021168616574883	5.50377023184169e-07	0.000210897153228307	0.00147536882534008	5.83803247201553e-07	3.54995516767935e-07	1.77542412095979e-07	4.46650400838156e-10	1.77542412095979e-07	0.000420989300143513	3.89718826317214e-07	2.12339391127396e-07	3.54103568233342e-07	4.4552816365012e-10	1.12223718803557e-12	4.6095228072376e-10	1.41375117556941e-07	8.21992233098868e-07	1.48637573789177e-05	1.78211265460048e-08	7.08387535729315e-06	7.77467888567309e-06	0.00842589908932857	0.00839709109764097	4.24125352670824e-06	2.46597669929661e-05	2.24447437607114e-11	1.40950196206595e-05	0.00838934335420895	7.08207136466684e-06	0.00840334615820829	9.21904561447519e-09	0.0084118040697079	0.00838934335420895	0.00841180406970789	3.54758870379636e-06	0.00838934335420895	7.0644107836819e-06	0.0084118040697079	7.04666100784349e-06	9.17295038640282e-09	9.17295038640282e-09	1.77497758383967e-08	7.04835861281604e-06	0.00838229669320111	7.0466610078435e-06	7.0466610078435e-06	7.0466610078435e-06	7.04666100784351e-06	7.0466610078435e-06	7.04666100784351e-06	4.21794306456614e-06	0.00838229669320111	7.04666100784351e-06	7.04666100784351e-06	3.5281027624805e-06	7.0466610078435e-06	7.0466610078435e-06	7.04666100784351e-06	0.00838229669320111	7.04666100784351e-06	2.95073765068016e-05	7.04835861281603e-06
"Phacelia_secunda"	0.00126819914786706	0.000845803033537924	1.00526835213275	0.000663576150818167	0.00024288813459973	0.000662846712784841	0.000422570389376489	0.000241649554738409	3.0423393255777e-07	3.54124676587344e-07	8.9088532073628e-10	3.54124676587344e-07	7.25330556075805e-07	0.000241542664056963	0.000240385827271138	3.03469525692047e-07	8.88646915407798e-10	2.23840532848312e-12	2.03423898324732e-07	5.78764877336421e-07	3.71099299044813e-07	0.0168270079089797	3.55458766163119e-08	1.41294411868774e-05	3.64196575039421e-05	0.0167760113455074	0.0167858374309279	1.73629463200926e-05	1.11329789713444e-05	4.47681065696624e-11	0.016760511579107	1.30874021740878e-05	6.06939051384093e-06	7.08462514061983e-06	4.06847796649465e-06	1.54997664003458e-05	1.30874021740878e-05	1.54997664003458e-05	2.31367357164842e-05	1.30874021740878e-05	6.05425525789961e-06	1.54997664003458e-05	6.03904356127172e-06	4.04813557666217e-06	4.04813557666217e-06	1.52116966278885e-08	0.0167544725355458	7.04835861281603e-06	6.03904356127172e-06	6.03904356127173e-06	6.03904356127172e-06	6.03904356127173e-06	6.03904356127173e-06	6.03904356127173e-06	1.32569342556968e-05	7.04835861281603e-06	6.03904356127173e-06	6.03904356127173e-06	1.10596025136361e-05	6.03904356127173e-06	6.03904356127173e-06	6.03904356127173e-06	7.04835861281603e-06	6.03904356127173e-06	8.45140778752978e-06	0.0167544725355458
"Senecio_looseri"	2.01578334618081e-06	0.00042337233149766	0.000663576150818167	1.00415396863686	0.000664776879589457	0.00108347505931393	8.99093032159748e-07	0.00066146174762979	4.83575229982202e-10	5.54234489582703e-07	1.39430941603193e-09	5.54234489582703e-07	0.00056225133259707	0.00108063803995908	0.000241141470995131	4.82360216841544e-10	1.3908061260419e-09	3.50328999002998e-12	5.56764555770064e-07	1.09528815538806e-06	0.000560669299127453	0.0168799029696592	5.5632245041676e-08	2.21137473382664e-05	0.0167906973180481	1.4615286105075e-05	0.0167721566837434	3.28586446616418e-05	0.0168200789738236	7.00657998005995e-11	1.10692014819513e-05	3.53770173079565e-06	9.64720433683087e-09	3.1640669392334e-05	1.11352911154013e-05	3.54608462312369e-06	3.53770173079565e-06	3.54608462312369e-06	0.0167899313792789	3.53770173079565e-06	9.62314707664582e-09	3.5460846231237e-06	9.5989683151467e-09	1.10796146598243e-05	1.10796146598243e-05	2.41787614991101e-11	1.10596025136361e-05	3.5281027624805e-06	9.59896831514671e-09	9.59896831514672e-09	9.59896831514671e-09	9.59896831514672e-09	9.59896831514672e-09	9.59896831514672e-09	2.16695011862787e-05	3.5281027624805e-06	9.59896831514672e-09	9.59896831514672e-09	0.016735899477281	9.59896831514672e-09	9.59896831514672e-09	9.59896831514672e-09	3.5281027624805e-06	9.59896831514672e-09	1.7981860643195e-08	1.10596025136361e-05
"Sisyrinchium_junceum"	8.64866907529385e-07	1.10075404636834e-06	0.00024288813459973	0.000664776879589457	1.00541584294996	0.00122584301752868	1.03480760261749e-07	0.000661700465364696	2.07476768029119e-10	5.54296718899386e-07	1.39446596876157e-09	5.54296718899386e-07	3.72568768378164e-07	0.000241941798010552	0.000240782962782534	2.06955469616986e-10	1.39096228542297e-09	3.50368333859691e-12	0.000842056819891091	0.0005612524272971	3.71178698937899e-07	0.0168548073947774	5.5638491416919e-08	2.21162302645585e-05	0.0168145838730219	4.06349655609919e-06	3.96537835374464e-05	0.016837572818913	1.1135360968137e-05	7.00736667719383e-11	4.05225399050755e-06	1.32913642317808e-08	4.13910939233972e-09	2.78013888053111e-08	0.0168411363978218	1.12425655916378e-08	1.32913642317808e-08	1.12425655916378e-08	2.31767045603518e-05	1.32913642317808e-08	4.12878768377948e-09	1.12425655916378e-08	4.11841384537802e-09	0.0167569307158327	0.0167569307158327	1.0373838401456e-11	4.04813557666218e-06	9.17295038640282e-09	4.11841384537802e-09	4.11841384537802e-09	4.11841384537802e-09	4.11841384537803e-09	4.11841384537802e-09	4.11841384537803e-09	2.45168603505735e-05	9.17295038640281e-09	4.11841384537803e-09	4.11841384537803e-09	1.10796146598243e-05	4.11841384537802e-09	4.11841384537802e-09	4.11841384537803e-09	9.17295038640281e-09	4.11841384537803e-09	2.06961520523498e-09	4.04813557666217e-06
"Adesmia_haemisphaerica"	2.41455486703052e-06	0.000506153167747937	0.000795416055341809	0.00130017007117672	0.00147101162103441	1.00397579434125	1.07576756128655e-06	0.000793163487253787	5.79238303233901e-10	6.64586209988223e-07	1.67192556177665e-09	6.64586209988223e-07	9.39549661809895e-07	0.000290506785008622	0.000288697042986787	5.77782930612711e-10	1.66772474378223e-09	4.20081799441368e-12	1.23200303269214e-06	0.000672375677163061	7.26303634427063e-07	0.0202087930090751	6.67089897512893e-08	2.65167394097776e-05	0.0201521410312703	1.75078905518079e-05	0.0201186602653315	0.0201712703148918	2.17891090328119e-05	8.40163598882737e-11	1.3268432136016e-05	4.22944094488533e-06	1.15556586122542e-08	4.26492054765664e-06	2.46400606538427e-05	4.23945841579187e-06	4.22944094488533e-06	4.23945841579187e-06	3.61948404367098e-05	4.22944094488533e-06	1.15268422343546e-08	4.23945841579187e-06	1.14978803191929e-08	2.45168603505735e-05	2.45168603505735e-05	2.89619151616951e-11	1.32569342556968e-05	4.21794306456614e-06	1.14978803191929e-08	1.14978803191929e-08	1.14978803191929e-08	1.1497880319193e-08	1.1497880319193e-08	1.1497880319193e-08	0.0200795158868249	4.21794306456614e-06	1.1497880319193e-08	1.1497880319193e-08	2.16695011862787e-05	1.14978803191929e-08	1.14978803191929e-08	1.1497880319193e-08	4.21794306456614e-06	1.1497880319193e-08	2.1515351225731e-08	1.32569342556968e-05
"Jaborosa_laciniata"	0.000512594343114729	0.00354088518081619	0.000507084467251788	1.0789116385917e-06	1.24176912314099e-07	1.07576756128655e-06	1.00553588345824	1.84200541778643e-07	1.22968536191611e-07	6.14846388064263e-08	1.54679314334389e-10	6.14846388064263e-08	1.48215412929569e-06	1.2288382511166e-07	1.21677522516721e-07	1.22659570020275e-07	1.54290672841086e-10	3.88641493302484e-13	1.0400076408216e-10	7.88794863911906e-10	3.0799186323739e-09	8.51742657617051e-06	6.17162691364344e-09	2.45321392534341e-06	4.77068451334491e-08	0.0201511173789026	3.79982815062003e-05	2.36638459173572e-08	9.2397558971217e-08	7.77282986604969e-12	1.08923332309333e-05	3.19483019502051e-05	2.4531914004055e-06	2.95814842132664e-05	2.08001528164319e-09	0.0201402250456716	3.19483019502051e-05	0.0201402250456716	2.4126051898778e-08	3.19483019502051e-05	2.44707387021305e-06	0.0201402250456716	2.44092544340347e-06	2.06961520523498e-09	2.06961520523498e-09	6.14842680958054e-09	8.4514077875298e-06	2.95073765068016e-05	2.44092544340347e-06	2.44092544340348e-06	2.44092544340347e-06	2.44092544340348e-06	2.44092544340348e-06	2.44092544340348e-06	2.1515351225731e-08	2.95073765068016e-05	2.44092544340348e-06	2.44092544340348e-06	1.7981860643195e-08	2.44092544340348e-06	2.44092544340348e-06	2.44092544340348e-06	2.95073765068016e-05	2.44092544340348e-06	0.0201107176691648	8.45140778752979e-06
"Astragalus_nivicola"	0.000844470900902306	2.33521298880621e-06	0.000483299109476818	0.00132292349525958	0.00132340093072939	0.00132193914542298	3.07000902964404e-07	1.0021535864013	2.02583879309657e-07	0.000839433594862032	2.11179597706182e-06	0.000839433594862032	7.41482196885396e-07	0.000481674325036152	0.000479367702977511	2.02074874587774e-07	2.10648995701895e-06	5.3060200428689e-09	1.10837598888559e-06	1.62192190927367e-06	7.3865548598118e-07	0.0335557392084258	8.42595982807581e-05	0.0334930841962006	0.0334756637367183	1.2101875288543e-05	5.65619530956396e-05	4.86576572782102e-05	2.21596645794354e-05	1.06120400857378e-07	1.20762751622436e-05	4.04075011253675e-06	4.04149749175547e-06	5.65342180843216e-08	2.21675197777118e-05	2.56001262993398e-08	4.04075011253675e-06	2.56001262993398e-08	4.61324411728006e-05	4.04075011253675e-06	4.03141919826217e-06	2.56001262993398e-08	4.02129000429669e-06	2.20566821788232e-05	2.20566821788232e-05	1.01291939654829e-08	8.05498515794697e-06	1.94601082400517e-08	4.02129000429669e-06	4.02129000429669e-06	4.02129000429669e-06	4.0212900042967e-06	4.02129000429669e-06	4.02129000429669e-06	2.64387829084596e-05	1.94601082400517e-08	4.02129000429669e-06	4.02129000429669e-06	2.2048724920993e-05	4.02129000429669e-06	4.02129000429669e-06	4.02129000429669e-06	1.94601082400517e-08	4.02129000429669e-06	6.14001805928809e-09	8.05498515794696e-06
"Cerastium_arvense"	0.0025388497673194	2.12997310060761e-06	9.12701797673309e-07	1.45072568994661e-09	6.2243030408736e-10	1.44809575808476e-09	3.07421340479027e-07	3.03875818964486e-07	1.00755728411893	3.04020214168067e-07	7.64835561925683e-10	3.04020214168067e-07	8.92019164907171e-10	3.65824448134352e-10	3.63700948939061e-10	6.07525668178846e-07	7.62913864533908e-10	1.92169739177307e-12	5.21298412133466e-13	1.31557704224586e-12	2.30032507506584e-12	2.54590664257342e-08	3.05165545813564e-08	1.21302920121413e-05	1.01927084805451e-08	1.21288706960349e-05	3.3014613142946e-08	3.94673112673757e-11	6.90097522519753e-11	3.84339478354614e-11	1.21049724933869e-05	1.21075105725974e-05	1.21505133635769e-05	1.77943767966421e-08	1.04259682426693e-11	2.38982026479773e-08	1.21075105725974e-05	2.38982026479773e-08	4.24699839058277e-11	1.21075105725974e-05	0.0503899539667433	2.38982026479773e-08	1.2089760796759e-05	1.0373838401456e-11	1.0373838401456e-11	0.0503778642059466	1.52116966278885e-08	1.77497758383967e-08	1.2089760796759e-05	1.2089760796759e-05	1.2089760796759e-05	1.2089760796759e-05	1.2089760796759e-05	1.2089760796759e-05	2.89619151616951e-11	1.77497758383967e-08	1.2089760796759e-05	1.2089760796759e-05	2.41787614991101e-11	1.2089760796759e-05	1.2089760796759e-05	1.2089760796759e-05	1.77497758383967e-08	1.2089760796759e-05	6.14842680958055e-09	1.52116966278885e-08
"Montiopsis_gilliesii"	0.00126730826275959	1.06525447257587e-06	1.06237402976203e-06	1.66270346874811e-06	1.66289015669816e-06	1.66146552497056e-06	1.53711597016066e-07	0.00125915039229305	3.04020214168067e-07	1.00251852561991	0.00126420553966223	0.00251852561990856	1.3764122814522e-09	6.0530668099374e-07	6.02407828067298e-07	3.03256344283223e-07	0.00126102914383393	3.17639582829706e-06	1.3927053238678e-09	2.03826576737058e-09	9.2911522050862e-10	4.21685479647109e-05	0.0504411657533574	0.0502998590429853	4.20603356140251e-05	6.06445883761062e-06	8.75243894127123e-08	6.11479730211175e-08	2.78734566152586e-08	6.35279165659413e-05	6.05250748506549e-06	6.04367837184093e-06	6.06512688566445e-06	8.94594121887157e-09	2.78541064773561e-08	1.19513525451203e-08	6.04367837184093e-06	1.19513525451203e-08	5.79770585288221e-08	6.04367837184093e-06	6.05000226194453e-06	1.19513525451203e-08	6.03480125123612e-06	2.77148359449693e-08	2.77148359449693e-08	1.52010107084034e-08	1.77062338293672e-08	8.87712060479895e-09	6.03480125123612e-06	6.03480125123613e-06	6.03480125123612e-06	6.03480125123613e-06	6.03480125123613e-06	6.03480125123613e-06	3.32293104994111e-08	8.87712060479895e-09	6.03480125123613e-06	6.03480125123613e-06	2.77117244791351e-08	6.03480125123613e-06	6.03480125123613e-06	6.03480125123613e-06	8.87712060479895e-09	6.03480125123613e-06	3.07423194032131e-09	1.77062338293672e-08
