"R1"	"R2"	"R3"	"R4"	"R5"	"R6"	"R7"	"R8"	"R9"	"R10"	"R11"	"R12"	"R13"	"R14"	"R15"	"R16"	"R17"	"C1"	"C2"	"C3"	"C4"	"C5"	"C6"	"C7"	"C8"	"C9"	"C10"	"C11"	"C12"	"C13"	"C14"	"C15"	"C16"
"R1"	1.0012197278944	0.000211669027958577	0.000114576147219913	0.000211669027958577	5.77540350210485e-07	0.000790527102551443	0.00122504749916505	0.00092624330660691	0.00122504749916505	0.000612886891598572	0.000560010031807725	0.000506457382197649	0.0012225146155548	0.000689963554235524	0.000339675637689711	2.42028702277746e-06	0.000241996655526675	3.74397879127043e-05	2.11232972004286e-05	4.62032280168388e-05	4.14400666406716e-05	0.012566507746927	0.0126266970772995	5.29221301471897e-05	0.012599464779267	2.71916589408449e-05	4.29615888374779e-05	0.0125839900699462	0.0125957012469625	0.0126033761941904	0.0125539793614531	0.0125737293085336	3.73734678256088e-05
"R2"	0.000846676111834308	1.00084212524366	7.0038657298081e-07	0.000842125243657379	5.74591975010164e-07	0.000846697854697421	0.000851673550927156	0.000390265301024715	0.000851673550927156	0.000847584936659008	0.000388312663323594	0.000844419258226055	0.000849404194311974	0.000848849290269474	0.000844944693781417	2.27023261850493e-06	2.71299654657124e-06	3.33306369401542e-05	1.7776419287631e-05	4.59673580008131e-05	4.17431727380853e-05	6.28535915042692e-05	0.0501849074119688	5.7940015871433e-05	0.0501696243767996	2.61955128387585e-05	3.89482682347894e-05	6.26503467899165e-05	7.68005832666044e-05	7.70425230278891e-05	3.38829576565188e-05	5.06645183251876e-05	2.97733168505616e-05
"R3"	0.000916609177759301	1.40077314596162e-06	1.00091094761529	1.40077314596162e-06	5.20258772377242e-07	0.000916779027266176	0.00092228283781676	0.000915453430163641	0.00092228283781676	0.000917637575586175	3.11102958250129e-06	0.000914073564915179	0.000919472340060288	0.000918629083237541	4.30328907567645e-06	2.35578777072202e-06	0.000913750699603127	3.60813177836545e-05	1.92426725272904e-05	4.16207017901793e-05	4.51864133260964e-05	6.80448711946468e-05	9.05887276344568e-05	4.75538824148083e-05	7.74330457496993e-05	2.83601535888841e-05	4.97615363081975e-05	6.44402151766495e-05	8.73557041513223e-05	0.100204237682115	4.3726325840398e-05	5.14593439402734e-05	5.50084165594766e-05
"R4"	0.000846676111834308	0.000842125243657379	7.0038657298081e-07	1.00084212524366	5.74591975010164e-07	0.000846697854697421	0.000851673550927156	0.000390265301024715	0.000851673550927156	0.000847584936659008	0.000388312663323594	0.000844419258226055	0.000849404194311974	0.000848849290269474	0.000844944693781417	2.27023261850493e-06	2.71299654657124e-06	3.33306369401542e-05	1.7776419287631e-05	4.59673580008131e-05	4.17431727380853e-05	6.28535915042692e-05	0.0501849074119688	5.7940015871433e-05	0.0501696243767996	2.61955128387585e-05	3.89482682347894e-05	6.26503467899165e-05	7.68005832666044e-05	7.70425230278891e-05	3.38829576565188e-05	5.06645183251876e-05	2.97733168505616e-05
"R5"	4.62032280168388e-06	1.14918395002033e-06	5.20258772377242e-07	1.14918395002033e-06	1.00125293139103	4.73481765818894e-06	0.00126432270678001	0.00125662477803819	0.00126432270678001	0.00125943279828719	2.49545603668174e-06	3.01333428662366e-06	8.4047497066301e-06	0.00126181607665104	0.00125640339292874	0.00125651233420253	2.55660915090325e-06	7.0396343725666e-05	5.77319761619056e-05	0.10023451128234	5.78622824285266e-05	2.65664133292117e-05	7.82298852002178e-05	5.99827771401424e-05	6.0215716255898e-05	3.89134957897141e-05	4.73931791653157e-05	4.65995095985788e-05	6.76034813761638e-05	5.72284649614966e-05	3.38836099940625e-05	4.44611303670716e-05	2.8521462267122e-05
"R6"	0.000790527102551443	0.000211674463674355	0.000114597378408272	0.000211674463674355	5.91852207273618e-07	1.00121946775981	0.00122513023868456	0.000497039523106086	0.00122513023868456	0.00104201581974838	0.000381042340641506	0.000506419475982803	0.000972157328453268	0.000690096251017445	0.000518545239102202	2.43671283218421e-06	0.000492463912434455	3.96473171641013e-05	2.11258478961736e-05	4.73481765818894e-05	3.93555484862736e-05	0.0125644195664449	0.0126212762147934	0.0125634721669926	0.0126046495916616	3.14850882728528e-05	5.01202596083777e-05	0.0125755871561628	0.0125965411746254	0.0126057116249099	4.03975924516951e-05	5.56744530595448e-05	0.0125532892309895
"R7"	0.000612523749582526	0.000106459193865894	5.76426773635475e-05	0.000106459193865894	7.90201691737508e-05	0.000612565119342279	1.00153728531894	0.000543801242724589	0.00153728531894152	0.000863747948855629	0.000281275914330463	0.000359333730907806	0.00101794683636748	0.00114325455040897	0.000444018933085271	0.000446477800830019	0.000351912402422942	0.00630702550255255	0.00628990513276093	0.00632161353390006	0.00630557469768215	0.00630972636352295	0.00635121056498957	0.00631092093707499	0.00633641007794952	0.00628738066722874	0.00630342420365524	0.00631645053417999	0.00633264865979198	0.00634069450999022	0.0062931240928414	0.00630968311195306	0.00629430842002768
"R8"	0.00105856377897933	0.000111504371721347	0.000130779061451949	0.000111504371721347	0.000179517825434027	0.000568045169264098	0.00124297426908477	1.0012365637855	0.00124297426908477	0.000748180928853655	0.000639447028551805	0.000243718069115669	0.00106137536264275	0.000631912057067827	0.000436345705382569	0.000181496785790836	0.000276107261366777	4.16671357944553e-05	2.53405318172291e-05	0.0143614260347222	3.90596878882321e-05	5.4854880096504e-05	0.014400125213344	5.15027091885284e-05	8.07595549802181e-05	2.82849214609948e-05	4.38230168183601e-05	0.0143715620525576	0.0143857371625148	0.0143856967597144	0.0143409935029394	0.0143622456124621	3.70222338020669e-05
"R9"	0.000612523749582526	0.000106459193865894	5.76426773635475e-05	0.000106459193865894	7.90201691737508e-05	0.000612565119342279	0.00153728531894152	0.000543801242724589	1.00153728531894	0.000863747948855629	0.000281275914330463	0.000359333730907806	0.00101794683636748	0.00114325455040897	0.000444018933085271	0.000446477800830019	0.000351912402422942	0.00630702550255255	0.00628990513276093	0.00632161353390006	0.00630557469768215	0.00630972636352295	0.00635121056498957	0.00631092093707499	0.00633641007794952	0.00628738066722874	0.00630342420365524	0.00631645053417999	0.00633264865979198	0.00634069450999022	0.0062931240928414	0.00630968311195306	0.00629430842002768
"R10"	0.000490309513278857	0.000169516987331802	9.17637575586175e-05	0.000169516987331802	0.000125943279828719	0.000833612655798706	0.00138199671816901	0.000523726650197559	0.00138199671816901	1.00137731442309	0.00030526802722476	0.00026279059717261	0.000803237050975602	0.000953468118312917	0.000540977142506603	0.000295051698281402	0.000394519775779871	0.0100530636054091	3.25968190867553e-05	0.0100754623862975	4.45462731216708e-05	5.37190077781053e-05	0.0101085736464198	0.010065123756858	0.0100934601364507	0.0100389936708606	5.07934488241237e-05	0.0100694042823821	0.0100882835624851	0.0100940133314479	3.75792792730982e-05	5.31565476063248e-05	0.0100513312558
"R11"	0.00112002006361545	0.000194156331661797	7.77757395625322e-07	0.000194156331661797	6.23864009170434e-07	0.000762084681283013	0.00112510365732185	0.00111903229996566	0.00112510365732185	0.0007631700680619	1.00111656257401	0.000196261508173178	0.00112260063616255	0.0005584308172314	0.000447353220184364	2.22340300450542e-06	0.00025334922994567	3.57596769172043e-05	1.87729709352308e-05	4.99091207336347e-05	3.20532064000489e-05	5.5523930636167e-05	0.0251339273915501	5.26860373612021e-05	9.00271514860385e-05	2.63490865407372e-05	4.18620089131872e-05	0.0250984770510738	0.0251122666688255	8.55533135187854e-05	5.34052275268659e-05	0.0250859728820207	3.75552856618216e-05
"R12"	0.000810331811516238	0.000337767703290422	0.000182814712983036	0.000337767703290422	6.02666857324731e-07	0.000810271161572484	0.00114986793890498	0.000341205296761936	0.00114986793890498	0.000525581194345221	0.000157009206538542	1.00114180311606	0.00114703930669203	0.00114698811710703	0.00034056492423042	0.000336609718337438	0.000184917583614815	4.71612993365259e-05	3.23468265039734e-05	4.82133485859785e-05	0.0200647415497143	0.0200765838439195	0.0201300920998083	5.4550527968253e-05	0.0201212925082625	2.91873954889897e-05	4.37892660955151e-05	5.82449507782507e-05	6.8543972439128e-05	0.0201096184281339	3.89355191516789e-05	5.24189836243677e-05	3.43804902897909e-05
"R13"	0.000815009743703197	0.000141567365718662	7.6622695005024e-05	0.000141567365718662	7.00395808885842e-07	0.000648104885635512	0.00135726244848997	0.000619135628208271	0.00135726244848997	0.000669364209146335	0.000374200212054182	0.000477933044455014	1.00135416839015	0.000999600618179615	0.000486128258812019	0.000281010597813497	0.000301371793626179	0.0083836327627123	3.23210507029588e-05	5.60316647108674e-05	0.00838649778150993	0.00839776144943133	0.00844491376573158	0.00839281094648427	0.00842671396574153	3.19894278490848e-05	0.00838555028816302	0.00840476622547224	0.00842040265795976	0.00842849645055264	0.00838061626700898	0.00839830127746183	3.92950286086863e-05
"R14"	0.000459975702823683	0.000141474881711579	7.65524236031284e-05	0.000141474881711579	0.00010515133972092	0.000460064167344963	0.00152433940054529	0.000368615366622899	0.00152433940054529	0.000794556765260764	0.0001861436057438	0.000477911715461262	0.000999600618179615	1.00152139165161	0.00050705721429133	0.000594549962597664	0.000217811003236159	0.00839620516147261	0.00837992958866851	0.00841210717767363	0.00839781782812923	0.0083944545774414	0.00843491811078918	0.008395543168071	0.00842499858683669	0.00837301140725618	0.00838729207340749	5.67498376405223e-05	7.06460662929484e-05	0.00842076659634412	3.83998777525076e-05	0.00838906506499285	3.81958873321398e-05
"R15"	0.000452900850252948	0.000281648231260473	7.17214845946074e-07	0.000281648231260473	0.000209400565488123	0.000691393652136269	0.00118405048822739	0.000509069989612997	0.00118405048822739	0.000901628570844337	0.000298235480122909	0.00028380410352535	0.000972256517624038	0.00101411442858266	1.0011765224116	0.0002115804067385	0.000447988470655346	4.56595181981374e-05	2.8541094842827e-05	0.0167520452390499	4.2319314560201e-05	5.13334856716037e-05	0.016789518283459	0.0167352878022081	0.0167747899680328	3.22678703828079e-05	0.0167288288076144	6.09510511641335e-05	0.0167584261364573	7.88936330540682e-05	3.5836457800914e-05	5.17432983755089e-05	4.36590492293728e-05
"R16"	4.84057404555493e-06	1.13511630925247e-06	5.88946942680504e-07	1.13511630925247e-06	0.000314128083550633	4.87342566436841e-06	0.00178591120332008	0.000317619375133963	0.00178591120332008	0.000737629245703504	2.22340300450542e-06	0.000420762147921798	0.000843031793440491	0.00178364988779299	0.00031737061010775	1.00177772057276	2.47939568765956e-06	0.0250960322108277	0.0250816306534253	0.0251302466840507	0.0250970711613291	5.27495720065899e-05	7.01218909828963e-05	5.69396244980821e-05	6.55288862630128e-05	4.45639315634776e-05	4.9564399112434e-05	4.1439877160131e-05	4.6791372220785e-05	6.47841636948554e-05	3.39470818071787e-05	4.88664159472329e-05	2.98230852115321e-05
"R17"	0.000483993311053349	1.35649827328562e-06	0.000228437674900782	1.35649827328562e-06	6.39152287725812e-07	0.00098492782486891	0.00140764960969177	0.00048318770739186	0.00140764960969177	0.000986299439449676	0.00025334922994567	0.000231146979518519	0.000904115380878537	0.000653433009708477	0.000671982705983018	2.47939568765956e-06	1.00139900607341	4.05001693293938e-05	2.31028800942425e-05	5.1132183018065e-05	3.52601145252674e-05	5.35596438321041e-05	8.79944121031243e-05	6.39494940144473e-05	7.47579998203131e-05	3.29038895965478e-05	0.0250767500536442	6.65908358381378e-05	0.0251127656994397	0.025128144239086	3.80825128841378e-05	4.98615187136835e-05	0.0250747453641617
"C1"	4.99197172169391e-05	1.11102123133847e-05	6.01355296394242e-06	1.11102123133847e-05	1.17327239542777e-05	5.28630895521351e-05	0.0168187346734735	4.86116584268645e-05	0.0168187346734735	0.0167551060090152	2.38397846114695e-05	3.93010827804383e-05	0.0167672655254246	0.0167924103229452	4.56595181981374e-05	0.0167306881405518	2.70001128862625e-05	1.00107571641243	0.000768438139623424	0.000938617916342214	0.000908951373990904	0.000491968955561722	0.00066268247573171	0.000658870989501023	0.000661392028853182	0.000517721996199781	0.000491334143613626	0.000520087688183583	0.000521523682975709	0.000661490826033666	0.000351279844858743	0.00049181259216524	0.000379121034950129
"C2"	4.22465944008572e-05	8.88820964381551e-06	4.8106681318226e-06	8.88820964381551e-06	1.44329940404764e-05	4.22516957923472e-05	0.0251596205310437	4.4345930680151e-05	0.0251596205310437	8.14920477168882e-05	1.87729709352308e-05	4.04335331299668e-05	9.69631521088765e-05	0.0251397887660055	4.28116422642406e-05	0.0250816306534253	2.31028800942425e-05	0.00115265720943514	1.00115103426269	0.00115463952323811	0.00115265095962057	0.000526666421912347	0.00053018652829378	0.000526858116667977	0.000529083690724969	0.000524808416831928	0.00052609262199576	0.000318277269579016	0.000319568368952443	0.000529173494500485	0.000316464878631062	0.000526432442621156	0.000316415895314976
