"Pyrostria_fasciculata"	"Labourdonnaisia_callophylloides"	"Stillingia_lineata"	"Syzygium_coriaceum"	"Gaertnera_sp1_M_PL_069"	"Syzygium_petrinese"	"Diospyros_revaughanii"	"Euodia_obtusifolia"	"Embelia_angustifolia"	"Memecylon_ovatifolium"	"Syzygium_commersonii"	"Tristhema_mauritiana"	"Tabernaemontana_persicarifolia"	"Xyris_sp1_M_PL_069"	"Apis_mellifera"	"Technomyrmex_albipes"	"Chrysomya_megacephala"	"Musca_domestica"	"Hydrillodes_sp1_M_PL_069"	"Brachymyrmex_sp1_M_PL_069"	"Nacoleia_sp1_M_PL_069"	"Phorinia_sp1_M_PL_069"	"Paragus_borbonicus"	"Stomorhina_lunata"	"Dolichopodidae_sp1_M_PL_069"	"Graphomya_maculata"	"Panara_naso"	"Phelsuma_cepediana"	"Trirhithrum_sp1_M_PL_069"	"Villa_unifasciata"	"Allograpta_sp1_M_PL_069"	"Conocephalus_sp1_M_PL_069"	"Macroglossum_milvus"	"Melanostoma_annulipes"	"Pteromalidae_sp1_M_PL_069"	"Scopariinae_sp1_M_PL_069"	"Stomoxys_calcitrans"	"Strictopterinae_sp1_M_PL_069"	"Syritta_sp1_M_PL_069"
"Pyrostria_fasciculata"	1.00342166891023	0.00151138444933628	0.000508362572339968	0.00091280171565244	0.00192180783479039	1.21766761747807e-06	0.000911131662595729	1.32894005268455e-06	1.01845264270413e-06	0.00090670773971858	2.36248841676465e-06	1.21766761747807e-06	0	0	0.0201690455490539	6.08833808739037e-05	4.27245626500456e-05	0.0201289946321989	2.74543976398627e-05	1.01422412850271e-05	0.0201741436956803	1.5276789640562e-05	5.12792372515583e-06	1.5276789640562e-05	5.08362572339968e-06	1.52258670084268e-05	0.0200958877758445	2.28964159857315e-05	5.08362572339968e-06	0.0201188128598491	2.27782915648932e-05	0	2.74543976398627e-05	4.42980017561516e-08	5.08362572339968e-06	2.74543976398627e-05	5.08362572339968e-06	0	1.01422412850271e-05
"Labourdonnaisia_callophylloides"	0.00251897408222714	1.00318487613597	2.84302095704961e-06	0.000678468125614794	0.000847150340395344	0.000672304956470905	0.000844758940769628	4.9604291058755e-07	5.06151500911288e-07	3.2788212646801e-06	0.000675048526463024	0.000672304956470905	0	0	0.0335230964740825	0.0336152478235452	1.96856474222435e-05	5.81103876464005e-05	1.21021477199335e-05	7.53853472905327e-06	9.13030786760042e-05	7.59227251366933e-06	4.49649732567478e-08	7.59227251366933e-06	2.84302095704961e-08	7.56696493862376e-06	6.24816293644762e-05	5.48713998423919e-05	2.84302095704961e-08	0.0334898753528434	2.11189735192407e-05	0	1.21021477199335e-05	1.65347636862517e-08	2.84302095704961e-08	1.21021477199335e-05	2.84302095704961e-08	0	7.53853472905327e-06
"Stillingia_lineata"	0.000254181286169984	8.52906287114884e-07	1.0062127873761	0.00168849726539622	0.000255300371559951	3.77680857862787e-07	1.0280482412471e-06	0.000759651094304482	0.000674306953477436	0.000253269522046305	3.79915707432928e-07	3.77680857862787e-07	0	0	8.78490530414351e-06	1.88840428931394e-05	0.0101098578057963	0.0100986360563134	3.64714816514215e-06	1.87610807266247e-05	4.01810319235129e-05	0.0101146043021615	0.0100874495769045	0.0101146043021615	0.010062127873761	0.0100808889544877	8.73077388854183e-06	4.4696991402824e-08	0.010062127873761	5.11205593297018e-06	2.57012060311776e-08	0	3.64714816514216e-06	2.53217031434827e-05	0.010062127873761	3.64714816514216e-06	0.010062127873761	0	1.87610807266247e-05
"Syzygium_coriaceum"	0.000507112064251355	0.000226156041871598	0.00187610807266247	1.00454823031011	0.000507937238193011	0.000224507092579876	0.000226375894668912	0.000282276273894855	0.000747853383556672	0.000504593190582388	0.000225353446063371	0.000224507092579876	0	0	3.05964196407033e-05	0.0112253546289938	0.011197073539562	0.0112157799849864	7.25624625990016e-06	0.0111616470034456	0.0112099345478864	0.0112178007533501	2.81702898564532e-05	0.0112178007533501	1.87610807266247e-05	0.0111804080841722	1.73984875449273e-05	1.69270696698914e-05	1.87610807266247e-05	1.76807760140804e-05	5.6593973667228e-06	0	7.25624625990016e-06	9.40920912982849e-06	1.87610807266247e-05	7.25624625990016e-06	1.87610807266247e-05	0	0.0111616470034456
"Gaertnera_sp1_M_PL_069"	0.00137271988199313	0.000363064431598005	0.000364714816514216	0.000653062163391014	1.00604089883303	3.89935444858399e-07	0.000651894782982907	0.000361866149150726	7.29324041808851e-07	0.0002900720239344	1.20782348229276e-06	3.89935444858399e-07	0	0	0.0144278667554062	1.949677224292e-05	0.0143949784398686	5.28613932616249e-05	0.0143720128404719	7.25624625990016e-06	0.0144375244551429	1.09398606271328e-05	1.5709353136833e-05	1.09398606271328e-05	3.64714816514216e-06	1.09033944250423e-05	0.0143994672381117	1.63577607486873e-05	3.64714816514216e-06	3.95565453597962e-05	1.62973695745727e-05	0	0.0143720128404719	1.20622049716909e-05	3.64714816514216e-06	0.0143720128404719	3.64714816514216e-06	0	7.25624625990016e-06
"Syzygium_petrinese"	6.08833808739037e-06	0.00201691486941271	3.77680857862787e-06	0.00202056383321889	2.7295481140088e-06	1.00201185796522	7.21548280897352e-06	5.68390789434174e-07	1.50424597617217e-06	1.02339587604806e-06	0.00201690925771448	0.00201185796521668	0	0	6.75716430235485e-05	0.100592898260834	2.25464172479076e-05	2.26614138993241e-05	3.89935444858399e-08	2.24507092579877e-05	2.2843026428248e-05	2.25636896425825e-05	5.67144454340845e-08	2.25636896425825e-05	3.77680857862787e-08	2.24884773437739e-05	1.60760306233647e-07	0.000101025849955948	3.77680857862787e-08	6.73522624088383e-05	1.80387070224338e-07	0	3.899354448584e-08	1.89463596478058e-08	3.77680857862787e-08	3.899354448584e-08	3.77680857862787e-08	0	2.24507092579876e-05
"Diospyros_revaughanii"	0.00113891457824466	0.000633569205577221	2.57012060311776e-06	0.000509345763005053	0.00114081587022009	1.80387070224338e-06	1.00490496920688	5.54078890848005e-07	3.80274152023678e-07	0.000505195460312711	0.00126108780171514	1.80387070224338e-06	0	0	0.0251828188648308	9.0193535112169e-05	2.20009374436882e-05	5.37231631532828e-05	1.62973695745727e-05	5.65939736672281e-06	0.025192619061694	5.70411228035517e-06	4.41705023927778e-08	5.70411228035517e-06	2.57012060311776e-08	5.68509857275398e-06	3.90756611394659e-05	0.0251856786202579	2.57012060311776e-08	4.38972650841339e-05	0.0251226242301721	0	1.62973695745727e-05	1.84692963616002e-08	2.57012060311776e-08	1.62973695745727e-05	2.57012060311776e-08	0	5.65939736672281e-06
"Euodia_obtusifolia"	2.21490008780758e-06	4.9604291058755e-07	0.00253217031434827	0.000846828821684564	0.000844354348018361	1.89463596478058e-07	7.38771854464007e-07	1.00587001097712	2.32313794470309e-06	1.30299562502573e-06	1.90864221850765e-07	1.89463596478058e-07	0	0	1.21415070334949e-05	9.47317982390289e-06	0.033575793483149	3.48403600563187e-05	1.20622049716909e-05	9.4092091298285e-06	2.15993311808884e-05	3.48470691705464e-05	0.0335543220690475	3.48470691705464e-05	2.53217031434827e-05	3.47309122733112e-05	1.2106502973447e-05	2.80125074541384e-08	2.53217031434827e-05	6.08327654424032e-08	1.84692963616002e-08	0	1.20622049716909e-05	0.033529000365904	2.53217031434827e-05	1.20622049716909e-05	2.53217031434827e-05	0	9.40920912982849e-06
"Embelia_angustifolia"	2.54613160676033e-06	7.59227251366933e-07	0.00337153476738718	0.00336534022600502	2.55263414633098e-06	7.52122988086084e-07	7.60548304047355e-07	3.48470691705464e-06	1.00334923799444	2.5346579017682e-06	7.54961076156535e-07	7.52122988086084e-07	0	0	1.31710116872398e-07	3.76061494043042e-05	7.1260639951031e-05	7.1285672378929e-05	3.64662020904425e-08	3.73926691778336e-05	3.76258046147488e-05	0.0502385699165736	3.3831504571107e-05	0.0502385699165736	3.37153476738718e-05	7.11080168517054e-05	8.73888342256492e-08	5.67617614090106e-08	3.37153476738718e-05	7.62302071807711e-08	1.90137076011839e-08	0	3.64662020904425e-08	1.16156897235155e-07	3.37153476738718e-05	3.64662020904425e-08	3.37153476738718e-05	0	3.73926691778336e-05
"Memecylon_ovatifolium"	0.00226676934929645	4.91823189702015e-06	0.00126634761023152	0.00227066935762074	0.0010152520837704	5.11697938024032e-07	0.00101039092062542	1.9544934375386e-06	2.5346579017682e-06	1.00225937086593	1.77913442486798e-06	5.11697938024032e-07	0	0	8.52627022615185e-05	2.55848969012016e-05	5.24618866094059e-05	0.0501961970659138	1.450360119672e-05	2.52296595291194e-05	0.0502232969640239	3.8019868526523e-05	1.27286258835665e-05	3.8019868526523e-05	1.26634761023152e-05	3.78931356314346e-05	5.9838988182649e-05	2.53487297368789e-05	1.26634761023152e-05	4.5499328049163e-05	2.52597730156355e-05	0	1.450360119672e-05	6.51497812512867e-08	1.26634761023152e-05	1.450360119672e-05	1.26634761023152e-05	0	2.52296595291194e-05
