"Toddalia_asiatica"	"Molinaea_alternifolia"	"Aphloia_theiformis"	"Psiadia_terebinthina"	"Stillingia_lineata"	"Croton_fothergillifolius"	"Roussea_simplex"	"Erythroxylum_macrocarpum"	"Chassalia_coriacea"	"Bertiera_zaluzania"	"Dodonaea_viscosa"	"Antirhea_borbonica"	"Claoxylon_linostachys"	"Stomorhina_lunata"	"Pachycerina_crinicornis"	"Apis_mellifera"	"Brachymyrmex_sp1_M_PL_062"	"Fannia_pusio"	"Technomyrmex_albipes"	"Chaetocnema_sp1_M_PL_062"	"Chrysomya_megacephala"	"Eristalinus_flaveolus"	"Musca_domestica"	"Allograpta_nasuta"	"Syritta_nigrofemorata"	"Phorinia_sp1_M_PL_062"	"Leptotes_pirithous"	"Lygaeidae_sp1_M_PL_062"	"Lygistorrhina_sp1_M_PL_062"	"Nacoleia_sp1_M_PL_062"	"Polistes_hebraeus"	"Psilopa_iceryae"	"Diptera_sp1_M_PL_062"	"Paragus_borbonicus"	"Stomoxys_niger"	"Episyrphus_sp1_M_PL_062"	"Unidentified_sp7_M_PL_062"	"Graphomya_maculata"	"Sepsis_lateralis"	"Acalyptrate_sp1_M_PL_062"	"Homoneura_sp1_M_PL_062"	"Limnophora_quaterna"	"Pelecophora_intemipta"	"Stomoxys_calcitrans"	"Villa_unifasciata"	"Zosterops_mauritianus"	"Dioxyna_sororcula"	"Henotesia_narcissus"	"Phelsuma_cepediana"	"Pteromalidae_sp1_M_PL_062"	"Tarundia_servillei"	"Cheloninae_sp1_M_PL_062"	"Hyadina_sp1_M_PL_062"	"Ischiodon_aegyptius"	"Mauritiborium_undulatus"	"Panara_naso"	"Pterophoridae_sp1_M_PL_062"	"Sarcophaga_arno"
"Toddalia_asiatica"	1.00449098297146	0.000968421070361025	0.000463416601432485	0.000951352030015258	0.000503297039442056	0.000775130689643273	0.00041469366371877	0.000742235423957099	0.000297913863034438	0.00024457736597235	5.3319584610059e-05	8.90375644413332e-05	0.000106632232925687	0.00532279568559586	0.00533195846100591	2.04299227531234e-05	0.00531635958989462	0.00530690125482271	0.00529742270653923	1.97683131692886e-05	0.00531319628853096	0.00531293890722584	0.0053117254238803	0.0053113651672007	0.00531185150658665	0.00529769251722974	0.00531212566207231	5.59618841185446e-06	4.1469366371877e-06	1.06867977040813e-05	1.9268838382814e-05	0.00528679464721819	4.57542763129142e-06	1.62084123936301e-05	0.00530300305961182	1.93869872254847e-05	1.01557807038737e-05	1.50641022038423e-05	0.00528679464721819	4.57542763129142e-06	4.57542763129142e-06	5.30168159969357e-06	0.00528679464721819	1.59139055814692e-05	1.62084123936301e-05	4.1469366371877e-06	0.00528679464721819	0.00528679464721819	4.1469366371877e-06	4.57542763129142e-06	4.96523105057397e-06	0.00528679464721819	4.57542763129142e-06	5.30168159969356e-06	5.30168159969356e-06	4.96523105057397e-06	5.59618841185446e-06	4.55959229201925e-06
"Molinaea_alternifolia"	0.00115000002105372	1.00245318165369	0.000810610530997427	0.00128527140489374	0.000596696974674523	0.00165117256276256	0.000544109751309322	0.000671133083290147	0.000248694719779651	0.000185693643513107	6.3228915488927e-05	0.000314789086829964	0.000126427752730201	0.00630941691474939	0.00632289154889271	0.0062864400081874	0.00630762993760969	0.00628857202012649	0.00627680953497688	2.62524931068396e-05	0.00629716589744309	0.0063015581298828	0.00629952383229972	3.56679351496595e-05	4.03706565435878e-05	1.84068594563299e-05	0.00630577597088187	7.56042002878671e-06	5.44109751309322e-06	0.00627343849064552	2.48214957221164e-05	6.05263168975641e-06	5.42451795158657e-06	0.00628260558514528	0.00628865821683504	2.63265656989794e-05	1.72731998097429e-05	0.006290784619458	6.05263168975641e-06	5.42451795158657e-06	5.42451795158657e-06	4.79380773778677e-06	6.0526316897564e-06	0.00627983897285429	0.00628260558514529	5.44109751309323e-06	6.05263168975641e-06	6.05263168975641e-06	5.44109751309323e-06	5.42451795158657e-06	4.14491199632752e-06	6.0526316897564e-06	5.42451795158657e-06	4.79380773778676e-06	4.79380773778676e-06	4.14491199632752e-06	7.56042002878671e-06	9.71277978095621e-06
"Aphloia_theiformis"	0.000880491542721722	0.00129697684959588	1.00212865913636	0.00138250039319938	0.000247651837380998	0.000963792222693959	0.000918709365313285	0.000986157469741223	0.000396209700220632	0.000797176023674787	0.000100829975324136	9.95957509142663e-07	8.59627274773352e-07	0.0100774195813618	0.0100829975324137	0.0100467121455808	0.0100592670579508	2.42217266809979e-05	1.49916516641264e-05	1.50077096461358e-05	4.95294949944787e-05	0.0100548725658846	3.79804665872201e-05	0.0100662277086854	0.0100533699555783	1.98105031951619e-05	3.21069121460033e-05	8.13235525411401e-06	9.18709365313286e-06	0.0100293926966736	0.0100545495607444	4.63416601432486e-06	2.25138033982725e-06	2.19078265799351e-05	2.65419925942599e-05	0.0100499434597797	1.38017212699608e-05	1.38252692012782e-05	4.63416601432485e-06	2.25138033982725e-06	2.25138033982725e-06	7.04398192672303e-06	4.63416601432485e-06	2.08194532525441e-05	2.19078265799351e-05	9.18709365313286e-06	4.63416601432485e-06	4.63416601432485e-06	9.18709365313286e-06	2.25138033982725e-06	6.6034950036772e-06	4.63416601432485e-06	2.25138033982725e-06	7.04398192672302e-06	7.04398192672302e-06	6.6034950036772e-06	8.13235525411401e-06	5.66936601584681e-06
"Psiadia_terebinthina"	0.00106327579825235	0.00120966720460587	0.000813235525411401	1.00322490170796	0.000245733252306432	0.00145623718509786	0.000640734962301254	0.000730613211950014	0.00023408209828605	0.0004210876687286	5.95489423262423e-05	1.05423201117891e-06	8.38311774557079e-07	0.00594871980348583	0.00595489423262424	0.0059234230761292	0.00593981930428719	2.18398123097128e-05	1.53905470979724e-05	1.60606211345129e-05	0.00593668607992695	0.00593639668180649	0.00593168694903308	0.00593509926368649	0.00593273763008246	0.00591213780543478	3.08954552344215e-05	0.00590132295122328	6.40734962301255e-06	1.56927752829007e-05	0.00592428440947498	5.59618841185446e-06	2.23393865733121e-06	0.00591744947234088	0.00592304566075273	3.03388755171399e-05	0.0059098890523121	1.61792327181566e-05	5.59618841185446e-06	2.2339386573312e-06	2.2339386573312e-06	5.21866579964296e-06	5.59618841185446e-06	2.13451869172406e-05	0.00591744947234089	6.40734962301255e-06	5.59618841185446e-06	5.59618841185446e-06	6.40734962301255e-06	2.2339386573312e-06	3.90136830476751e-06	5.59618841185446e-06	2.2339386573312e-06	5.21866579964295e-06	5.21866579964295e-06	3.9013683047675e-06	0.00590132295122329	8.56610108881092e-06
"Stillingia_lineata"	0.000869331249945369	0.000867922872253852	0.000225138033982725	0.000379769571746305	1.0056645455091	0.000608849564455591	0.000561649272703526	0.00032436296431096	9.29420447248776e-05	1.31841261778657e-06	9.1791332301323e-05	5.92469473014771e-07	0.000412796803395219	2.19590132538564e-05	0.00917913323013232	1.55263296757803e-05	0.00916608818450691	0.00917866123765331	0.00915240490475651	0.00916894314568611	1.81585988352811e-05	2.03836109227527e-05	0.00916383680416709	1.70204859243477e-05	1.6508127049914e-05	9.12624460512948e-06	1.74769494779929e-05	2.2339386573312e-06	5.61649272703526e-06	7.67589829141382e-06	1.01281799765495e-05	4.57542763129142e-06	0.00914240495917364	1.12399246351271e-05	1.58153522664185e-05	8.17609493489919e-06	5.81540668354057e-06	9.03560945144668e-06	4.57542763129142e-06	0.00914240495917363	0.00914240495917363	2.31687831650686e-06	4.57542763129142e-06	1.13228642943028e-05	1.12399246351271e-05	5.61649272703526e-06	4.57542763129142e-06	4.57542763129142e-06	5.61649272703526e-06	0.00914240495917363	1.54903407874796e-06	4.57542763129142e-06	0.00914240495917363	2.31687831650685e-06	2.31687831650685e-06	1.54903407874796e-06	2.23393865733121e-06	3.58146802620936e-06
"Croton_fothergillifolius"	0.000866322535483658	0.00155404476495299	0.000566936601584682	0.00145623718509786	0.00039396148288303	1.00283148473905	0.000246203421708187	0.00102612286082402	0.000332829860399963	0.000322386501852088	5.95238907760352e-05	0.000296467848726117	0.00014848840767337	0.00594684091631966	0.00595238907760353	2.64102811026958e-05	0.00593356007518003	2.77402946999352e-05	1.78538400991848e-05	0.00591734407117487	0.00593562438596382	0.00593484602194263	0.00592789070916418	3.50342726566865e-05	0.00593068040650166	2.04551423867161e-05	0.00594098111161428	8.56610108881092e-06	2.46203421708187e-06	1.5382145796803e-05	2.31452313587814e-05	4.55959229201925e-06	3.58146802620936e-06	0.00591728761462887	0.00592184720692089	0.00591845527881788	0.00590757483484792	0.00592354490597637	4.55959229201925e-06	3.58146802620936e-06	3.58146802620936e-06	7.32944900588588e-06	4.55959229201925e-06	0.00591605096254595	0.00591728761462888	2.46203421708187e-06	4.55959229201925e-06	4.55959229201925e-06	2.46203421708187e-06	3.58146802620936e-06	5.54716433999939e-06	4.55959229201925e-06	3.58146802620936e-06	7.32944900588587e-06	7.32944900588587e-06	5.54716433999939e-06	8.56610108881092e-06	0.00589900873375911
"Roussea_simplex"	0.000787917961065663	0.000870575602094916	0.000918709365313285	0.00108924943591213	0.000617814199973879	0.000418545816903917	1.00429805043097	0.000273333350705725	0.000102431236824693	0.00042108753125433	0.000100899910681053	5.26581456718363e-07	0.000201868677849417	3.97258306254758e-05	0.0100899910681053	0.010064016045099	0.0100762415086803	0.0100682784650795	1.52045268773162e-05	2.01243419130574e-05	2.88315496919314e-05	2.95968927199777e-05	0.0100670544150272	0.0100730960159246	2.58629824872959e-05	1.25066673366697e-05	1.57359657970797e-05	6.40734962301254e-06	0.0100429805043097	1.46281911662261e-05	0.010066996698211	4.1469366371877e-06	5.61649272703526e-06	1.43104813531876e-05	1.84574179903753e-05	2.20232595717708e-05	8.86938384009442e-06	7.92946080301101e-06	4.1469366371877e-06	5.61649272703526e-06	5.61649272703526e-06	1.95238107646947e-06	4.1469366371877e-06	9.85551280664456e-06	1.43104813531876e-05	0.0100429805043097	4.1469366371877e-06	4.1469366371877e-06	0.0100429805043097	5.61649272703526e-06	1.70718728041155e-06	4.1469366371877e-06	5.61649272703526e-06	1.95238107646947e-06	1.95238107646947e-06	1.70718728041155e-06	6.40734962301255e-06	2.46203421708187e-06
"Erythroxylum_macrocarpum"	0.00100731950394178	0.000767009238045882	0.000704398192672302	0.000887173185939302	0.000254856614815754	0.0012460063310006	0.000195238107646946	1.00375161022027	0.000403743547630598	0.000510701953954916	7.21755782112719e-05	0.000120602420545933	0.000180175206339838	0.00721628504299218	0.0072175578211272	1.90088365406222e-05	3.39568454627085e-05	2.33735090474486e-05	1.24123676539872e-05	0.00718830944635556	0.00720251200193828	0.00719934194478591	2.69128635359855e-05	0.00719938510819781	0.00720127719617529	0.00718017470611552	0.00719983847721402	5.21866579964296e-06	1.95238107646947e-06	1.18377896645098e-05	2.44290678819338e-05	5.30168159969357e-06	2.31687831650685e-06	1.73419225433156e-05	2.26436041430091e-05	0.00719424182872788	1.25481148055288e-05	1.81533777709693e-05	5.30168159969357e-06	2.31687831650685e-06	2.31687831650685e-06	0.00716965435871618	5.30168159969356e-06	0.00718177761545985	1.73419225433156e-05	1.95238107646947e-06	5.30168159969357e-06	5.30168159969357e-06	1.95238107646947e-06	2.31687831650685e-06	6.72905912717664e-06	5.30168159969357e-06	2.31687831650685e-06	0.00716965435871618	0.00716965435871618	6.72905912717664e-06	5.21866579964296e-06	7.32944900588587e-06
"Chassalia_coriacea"	0.000943393899609054	0.000663185919412402	0.00066034950036772	0.000663232611810476	0.000170393748662276	0.000943017937799896	0.000170718728041155	0.000942068277804729	1.00428417957795	0.000211627325645259	0.000167900071179322	0.000280348206830732	5.94295892527506e-07	0.016774193435968	0.0167900071179322	1.63569625851838e-05	2.84183920545051e-05	1.23960792006874e-05	1.06591771256494e-05	1.38549723405504e-05	2.95202813317502e-05	3.18912298225222e-05	2.18148970508279e-05	2.81388872795121e-05	0.0167658159774587	1.55956584825181e-05	0.0167734734364882	3.9013683047675e-06	1.70718728041155e-06	1.07484070000047e-05	1.64445971017614e-05	4.96523105057397e-06	1.54903407874796e-06	1.35934446410944e-05	1.85586756916684e-05	2.31122649837584e-05	9.4485326447669e-06	2.37094866778635e-05	4.96523105057397e-06	1.54903407874796e-06	1.54903407874796e-06	6.72905912717664e-06	4.96523105057396e-06	1.64211354635035e-05	1.35934446410944e-05	1.70718728041155e-06	4.96523105057397e-06	4.96523105057397e-06	1.70718728041155e-06	1.54903407874796e-06	0.0167380696596326	4.96523105057397e-06	1.54903407874796e-06	6.72905912717664e-06	6.72905912717664e-06	0.0167380696596326	3.90136830476751e-06	5.54716433999939e-06
"Bertiera_zaluzania"	0.00092939399069493	0.000594219659241943	0.00159435204734957	0.00143169807367724	2.90050775913045e-06	0.0010961141062971	0.000842175062508659	0.00142996547107377	0.000253952790774311	1.00192402218889	6.23755040483128e-07	8.32463519354423e-07	7.59984179960336e-07	0.0200923454534447	6.23755040483128e-05	3.65008973434165e-05	4.7866542952261e-05	1.70915382761495e-05	8.63178844206488e-06	1.67261365774938e-05	0.0200721693864583	4.9632463153917e-05	3.19230224787652e-05	0.0200863730546496	5.01511367965599e-05	2.35273397731173e-05	2.95413589947221e-05	8.421753374572e-06	8.4217506250866e-06	1.96573933437579e-05	0.020071267468251	4.891547319447e-06	2.63682523557314e-08	1.85833562818759e-05	2.34749036013229e-05	0.0200710857333675	1.48694834116138e-05	1.02032260832716e-05	4.891547319447e-06	2.63682523557314e-08	2.63682523557314e-08	1.02140390790983e-05	4.891547319447e-06	2.03756419864022e-05	1.85833562818759e-05	8.4217506250866e-06	4.891547319447e-06	4.891547319447e-06	8.4217506250866e-06	2.63682523557314e-08	4.23254651290518e-06	4.891547319447e-06	2.63682523557314e-08	1.02140390790983e-05	1.02140390790983e-05	4.23254651290518e-06	8.421753374572e-06	6.44773003704175e-06
