"R1"	"R2"	"R3"	"R4"	"R5"	"R6"	"R7"	"R8"	"R9"	"R10"	"R11"	"C1"	"C2"	"C3"	"C4"	"C5"	"C6"	"C7"	"C8"	"C9"	"C10"	"C11"	"C12"	"C13"	"C14"	"C15"	"C16"	"C17"	"C18"	"C19"	"C20"	"C21"	"C22"	"C23"	"C24"
"R1"	1.00091094764712	0.000912644843394026	0.000919457343359845	0.000919457343359845	0.000919457343359845	0.000919457343359845	0.000919457343359845	0.000919457343359845	0.000919457343359845	0.000920608103489207	0.000920608103489207	0.0501021205915317	0.0501021205915316	5.65732091756186e-05	5.65732091756187e-05	5.65732091756187e-05	3.83203123077382e-05	3.83203123077382e-05	3.83203123077382e-05	3.83203123077382e-05	3.83203123077382e-05	3.83203123077382e-05	3.83203123077383e-05	3.83203123077382e-05	3.83203123077382e-05	3.83203123077382e-05	3.83203123077382e-05	3.83203123077382e-05	3.83203123077382e-05	3.83203123077382e-05	3.83203123077382e-05	3.83203123077382e-05	7.67173419574339e-06	7.67173419574339e-06	7.67173419574339e-06
"R2"	0.00036505793735761	1.00096685594709	0.00097407310955542	0.00097407310955542	0.00097407310955542	0.00097407310955542	0.00097407310955542	0.00097407310955542	0.00097407310955542	0.000975292224836465	0.000975292224836465	0.0200781865546686	0.0200781865546685	0.0200599336578006	0.0200599336578007	0.0200599336578007	4.05965388588178e-05	4.05965388588179e-05	4.05965388588179e-05	4.05965388588179e-05	4.05965388588179e-05	4.05965388588179e-05	4.05965388588179e-05	4.05965388588179e-05	4.05965388588179e-05	4.05965388588179e-05	4.05965388588179e-05	4.05965388588179e-05	4.05965388588179e-05	4.05965388588179e-05	4.05965388588179e-05	4.05965388588179e-05	8.12743520697054e-06	8.12743520697054e-06	8.12743520697054e-06
"R3"	8.75673660342709e-05	0.000231922168941767	1.00108653342587	0.00108653342586698	0.00108653342586698	0.00108653342586698	0.00108653342586698	0.00108653342586698	0.00108653342586698	0.00108789329248259	0.00108789329248259	0.00481620513188491	0.0048162051318849	0.00481182676358318	0.00481182676358318	0.00481182676358318	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	9.0657774373549e-06	9.0657774373549e-06	9.0657774373549e-06
"R4"	8.75673660342709e-05	0.000231922168941767	0.00108653342586698	1.00108653342587	0.00108653342586698	0.00108653342586698	0.00108653342586698	0.00108653342586698	0.00108653342586698	0.00108789329248259	0.00108789329248259	0.00481620513188491	0.0048162051318849	0.00481182676358318	0.00481182676358318	0.00481182676358318	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	9.0657774373549e-06	9.0657774373549e-06	9.0657774373549e-06
"R5"	8.75673660342709e-05	0.000231922168941767	0.00108653342586698	0.00108653342586698	1.00108653342587	0.00108653342586698	0.00108653342586698	0.00108653342586698	0.00108653342586698	0.00108789329248259	0.00108789329248259	0.00481620513188491	0.0048162051318849	0.00481182676358318	0.00481182676358318	0.00481182676358318	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	9.0657774373549e-06	9.0657774373549e-06	9.0657774373549e-06
"R6"	8.75673660342709e-05	0.000231922168941767	0.00108653342586698	0.00108653342586698	0.00108653342586698	1.00108653342587	0.00108653342586698	0.00108653342586698	0.00108653342586698	0.00108789329248259	0.00108789329248259	0.00481620513188491	0.0048162051318849	0.00481182676358318	0.00481182676358318	0.00481182676358318	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	9.0657774373549e-06	9.0657774373549e-06	9.0657774373549e-06
"R7"	8.75673660342709e-05	0.000231922168941767	0.00108653342586698	0.00108653342586698	0.00108653342586698	0.00108653342586698	1.00108653342587	0.00108653342586698	0.00108653342586698	0.00108789329248259	0.00108789329248259	0.00481620513188491	0.0048162051318849	0.00481182676358318	0.00481182676358318	0.00481182676358318	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	9.0657774373549e-06	9.0657774373549e-06	9.0657774373549e-06
"R8"	8.75673660342709e-05	0.000231922168941767	0.00108653342586698	0.00108653342586698	0.00108653342586698	0.00108653342586698	0.00108653342586698	1.00108653342587	0.00108653342586698	0.00108789329248259	0.00108789329248259	0.00481620513188491	0.0048162051318849	0.00481182676358318	0.00481182676358318	0.00481182676358318	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	9.0657774373549e-06	9.0657774373549e-06	9.0657774373549e-06
"R9"	8.75673660342709e-05	0.000231922168941767	0.00108653342586698	0.00108653342586698	0.00108653342586698	0.00108653342586698	0.00108653342586698	0.00108653342586698	1.00108653342587	0.00108789329248259	0.00108789329248259	0.00481620513188491	0.0048162051318849	0.00481182676358318	0.00481182676358318	0.00481182676358318	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	0.00480718832020435	9.0657774373549e-06	9.0657774373549e-06	9.0657774373549e-06
"R10"	7.67173419574338e-05	0.000203185880174264	0.000951906630922264	0.000951906630922264	0.000951906630922264	0.000951906630922264	0.000951906630922264	0.000951906630922264	0.000951906630922264	1.00157888023121	0.00157888023121128	0.00421945380765887	0.00421945380765886	0.00421561794056098	0.00421561794056099	0.00421561794056099	0.0042115542229575	0.00421155422295751	0.0042115542229575	0.0042115542229575	0.0042115542229575	0.00421155422295751	0.00421155422295751	0.0042115542229575	0.00421155422295751	0.0042115542229575	0.0042115542229575	0.00421155422295751	0.00421155422295751	0.00421155422295751	0.00421155422295751	0.00421155422295751	0.00417982400192676	0.00417982400192677	0.00417982400192677
