"Inga_sessilis"	"Erythrina_speciosa"	"Aechmea_vanhoutteana"	"Spirotheca_rivieri"	"Wittrockia_superba"	"Aechmea_gamosepala"	"Canistrum_perplexum"	"Callianthe_rufinerva"	"Edmundoa_lindenii"	"Macrocarpaea_rubra"	"Mutisia_speciosa"	"Psittacanthus_dichroos"	"Canna_paniculata"	"Alstroemeria_inodora"	"Manettia_cordifolia"	"Nidularium_innocentii"	"Aechmea_distichantha"	"Aechmea_sp1_M_PL_063"	"Billbergia_amoena"	"Nematanthus_fritschii"	"Sinningia_cooperi"	"Mendoncia_velloziana"	"Aphelandra_longiflora"	"Nidularium_procerum"	"Besleria_longimucronata"	"Lantana_camara"	"Fuchsia_regia"	"Vriesea_simplex"	"Centropogon_cornutus"	"Siphocampylus_convolvulaceus"	"Aechmea_nudicaulis"	"Nematanthus_fluminensis"	"Nematanthus_gregarius"	"Vriesea_incurvata"	"Nidularium_rutilans"	"Vriesea_sp1_M_PL_063"	"Pyrostegia_venusta"	"Aphelandra_colorata"	"Tillandsia_geminiflora"	"Vriesea_erythrodactylon"	"Sinningia_elatior"	"Vriesea_carinata"	"Nematanthus_sp1_M_PL_063"	"Nidularium_longiflorum"	"Nematanthus_sericeus"	"Vriesea_inflata"	"Justicia_sp1_M_PL_063"	"Siphocampylus_longipedunculatus"	"Tillandsia_sp1_M_PL_063"	"Tillandsia_stricta"	"Justicia_sp2_M_PL_063"	"Sinningia_glazioviana"	"Siphocampylus_lauroanus"	"Psychotria_leiocarpa"	"Tillandsia_dura"	"Phaethornis_eurynome"	"Thalurania_glaucopis"	"Clytolaema_rubricauda"	"Leucochloris_albicollis"	"Amazilia_versicolor"	"Stephanoxis_lalandi"	"Florisuga_fusca"	"Lophornis_chalybeus"	"Eupetomena_macroura"
"Inga_sessilis"	1.00142455883184	0.000887361639667596	8.78479954827817e-05	0.000977836876619864	8.78479954827817e-05	0.000168714838842681	0.000527142580227412	0.000168156014016173	8.78479954827817e-05	0.00058795441016668	0.00020717194592929	0.00094638215155141	2.74823838990751e-05	0.000207730770755798	2.74823838990751e-05	0.000107790402432466	0.000168156014016173	8.78479954827817e-05	2.74823838990751e-05	2.74823838990751e-05	2.74823838990751e-05	0.00034734041172625	2.74823838990751e-05	2.74823838990751e-05	8.78479954827817e-05	2.80412087255836e-05	0.000168156014016173	2.74823838990751e-05	2.74823838990751e-05	8.78479954827817e-05	0.000168156014016173	2.74823838990751e-05	8.78479954827817e-05	2.74823838990751e-05	0.000107790402432466	2.74823838990751e-05	0.000267537557512996	2.74823838990751e-05	0.000348404400872896	2.74823838990751e-05	0.00020717194592929	2.74823838990751e-05	2.74823838990751e-05	2.74823838990751e-05	0.000168156014016173	2.74823838990751e-05	2.74823838990751e-05	2.74823838990751e-05	0.000168156014016173	0.000168714838842681	2.74823838990751e-05	2.74823838990751e-05	2.74823838990751e-05	0.00029991562087749	2.74823838990751e-05	0.0145656634665098	0.0144877467800896	0.0144554433360104	0.0143751649624172	0.014373000557627	3.35294895905091e-05	0.0143594626484496	0.0143453004087458	1.47893606611266e-05
"Erythrina_speciosa"	0.00103525524627886	1.00270475628713	0.000102290710718887	0.000723190401058659	0.000102290710718887	0.000196277559585277	0.000197014450225405	0.000195870795922247	0.000102290710718887	0.000476364520345184	3.2507783112766e-05	0.000477101410985312	3.19778844602963e-05	3.29145467757959e-05	3.19778844602963e-05	0.000125557969663657	0.000195870795922247	0.000102290710718887	3.19778844602963e-05	3.19778844602963e-05	3.19778844602963e-05	0.000405115031771094	3.19778844602963e-05	3.19778844602963e-05	0.000102290710718887	3.23846481233263e-05	0.000195870795922247	3.19778844602963e-05	3.19778844602963e-05	0.000102290710718887	0.000195870795922247	3.19778844602963e-05	0.000102290710718887	3.19778844602963e-05	0.000125557969663657	3.19778844602963e-05	0.000102820609371357	3.19778844602963e-05	0.000196807458237747	3.19778844602963e-05	3.2507783112766e-05	3.19778844602963e-05	3.19778844602963e-05	3.19778844602963e-05	0.000195870795922247	3.19778844602963e-05	3.19778844602963e-05	3.19778844602963e-05	0.000195870795922247	0.000196277559585277	3.19778844602963e-05	3.19778844602963e-05	3.19778844602963e-05	0.000349869888366028	3.19778844602963e-05	0.016948278763957	0.0168750783020618	0.0168444153366049	4.23918921975715e-05	0.0167734237264462	2.4405819781798e-05	4.57461721263168e-05	0.0167446150588065	0.0167117459381189
"Aechmea_vanhoutteana"	0.000307467984189736	0.000306872132156661	1.00030459941294	0.00021110799679499	0.000304599412935359	0.00030588604786869	0.000305871148732138	0.000305310320453907	0.000304599412935359	0.000306990062151956	9.58024504199188e-05	0.000306975163015404	9.52559731114803e-05	9.63781778347018e-05	9.52559731114803e-05	9.59668806300283e-05	0.000305310320453907	0.000304599412935359	9.52559731114803e-05	9.52559731114803e-05	9.52559731114803e-05	9.65244176048556e-05	9.52559731114803e-05	9.52559731114803e-05	0.000304599412935359	9.58317005262633e-05	0.000305310320453907	9.52559731114803e-05	9.52559731114803e-05	0.000304599412935359	0.000305310320453907	9.52559731114803e-05	0.000304599412935359	9.52559731114803e-05	9.59668806300283e-05	9.52559731114803e-05	0.000305145890243798	9.52559731114803e-05	0.000306432525177129	9.52559731114803e-05	9.58024504199188e-05	9.52559731114803e-05	9.52559731114803e-05	9.52559731114803e-05	0.000305310320453907	9.52559731114803e-05	9.52559731114803e-05	9.52559731114803e-05	0.000305310320453907	0.00030588604786869	9.52559731114803e-05	9.52559731114803e-05	9.52559731114803e-05	0.000209900976798706	9.52559731114803e-05	0.0504856657490846	0.0502424255577309	0.000127963353338641	4.37181846750795e-05	3.34522184896366e-05	3.45436448869796e-05	2.24331311292407e-05	1.47846352299582e-05	5.11453553594435e-06
"Spirotheca_rivieri"	0.00171121453408476	0.00108478560158799	0.000105553998397495	1.00170898338947	0.000105553998397495	0.000245972064690172	0.000873204255417952	0.000245614640289848	0.000105553998397495	0.000247807334467694	1.04316821321944e-06	0.000875039525195475	3.95874841904692e-07	1.40059261354326e-06	3.95874841904692e-07	0.000140456516734258	0.000245614640289848	0.000105553998397495	3.95874841904692e-07	3.95874841904692e-07	3.95874841904692e-07	0.000141644493140466	3.95874841904692e-07	3.95874841904692e-07	0.000105553998397495	7.53299242228516e-07	0.000245614640289848	3.95874841904692e-07	3.95874841904692e-07	0.000105553998397495	0.000245614640289848	3.95874841904692e-07	0.000105553998397495	3.95874841904692e-07	0.000140456516734258	3.95874841904692e-07	0.00010620129176881	3.95874841904692e-07	0.000246619358061487	3.95874841904692e-07	1.04316821321944e-06	3.95874841904692e-07	3.95874841904692e-07	3.95874841904692e-07	0.000245614640289848	3.95874841904692e-07	3.95874841904692e-07	3.95874841904692e-07	0.000245614640289848	0.000245972064690172	3.95874841904692e-07	3.95874841904692e-07	3.95874841904692e-07	0.000106346099961798	3.95874841904692e-07	0.000209813666209487	0.0252379496533417	0.0252109155406236	5.17834697051795e-05	7.12785843724547e-05	2.14454640194294e-05	0.0251035846051242	0.0250852502666786	1.80797600264665e-05
"Wittrockia_superba"	0.000307467984189736	0.000306872132156661	0.000304599412935359	0.00021110799679499	1.00030459941294	0.00030588604786869	0.000305871148732138	0.000305310320453907	0.000304599412935359	0.000306990062151956	9.58024504199188e-05	0.000306975163015404	9.52559731114803e-05	9.63781778347018e-05	9.52559731114803e-05	9.59668806300283e-05	0.000305310320453907	0.000304599412935359	9.52559731114803e-05	9.52559731114803e-05	9.52559731114803e-05	9.65244176048556e-05	9.52559731114803e-05	9.52559731114803e-05	0.000304599412935359	9.58317005262633e-05	0.000305310320453907	9.52559731114803e-05	9.52559731114803e-05	0.000304599412935359	0.000305310320453907	9.52559731114803e-05	0.000304599412935359	9.52559731114803e-05	9.59668806300283e-05	9.52559731114803e-05	0.000305145890243798	9.52559731114803e-05	0.000306432525177129	9.52559731114803e-05	9.58024504199188e-05	9.52559731114803e-05	9.52559731114803e-05	9.52559731114803e-05	0.000305310320453907	9.52559731114803e-05	9.52559731114803e-05	9.52559731114803e-05	0.000305310320453907	0.00030588604786869	9.52559731114803e-05	9.52559731114803e-05	9.52559731114803e-05	0.000209900976798706	9.52559731114803e-05	0.0504856657490846	0.0502424255577309	0.000127963353338641	4.37181846750795e-05	3.34522184896366e-05	3.45436448869796e-05	2.24331311292407e-05	1.47846352299582e-05	5.11453553594435e-06
"Aechmea_gamosepala"	0.000295250967974692	0.000294416339377916	0.000152943023934345	0.000245972064690172	0.000152943023934345	1.0007111343958	0.000293357260442591	0.000292791923743889	0.000152943023934345	0.000712518966281034	4.86543186020552e-05	0.000294741830922094	4.78943328050178e-05	0.000466996790659697	4.78943328050178e-05	0.000187743232614562	0.000292791923743889	0.000152943023934345	4.78943328050178e-05	4.78943328050178e-05	4.78943328050178e-05	0.000188367817297027	4.78943328050178e-05	4.78943328050178e-05	0.000152943023934345	0.00046623680486266	0.000292791923743889	4.78943328050178e-05	4.78943328050178e-05	0.000152943023934345	0.000292791923743889	4.78943328050178e-05	0.000152943023934345	4.78943328050178e-05	0.000187743232614562	4.78943328050178e-05	0.000153703009731383	4.78943328050178e-05	0.000711894381598569	4.78943328050178e-05	4.86543186020552e-05	4.78943328050178e-05	4.78943328050178e-05	4.78943328050178e-05	0.000292791923743889	4.78943328050178e-05	4.78943328050178e-05	4.78943328050178e-05	0.000292791923743889	0.000711134395801531	4.78943328050178e-05	4.78943328050178e-05	4.78943328050178e-05	0.000105673275811793	4.78943328050178e-05	0.0253839963866594	0.0252116858710386	0.0251728019657179	6.07988637629987e-05	3.74750809479083e-05	0.0251005483234585	2.26134679480877e-05	1.52741115779533e-05	4.90693898963193e-06
"Canistrum_perplexum"	0.000922499515397971	0.000295521675338108	0.000152935574366069	0.000873204255417952	0.000152935574366069	0.000293357260442591	1.00091969928896	0.000292865439977189	0.000152935574366069	0.000294826352471853	4.84626951495554e-05	0.000921168380993078	4.78261679507569e-05	4.89545156149575e-05	4.78261679507569e-05	0.000187756033561877	0.000292865439977189	0.000152935574366069	4.78261679507569e-05	4.78261679507569e-05	4.78261679507569e-05	0.00018858859839234	4.78261679507569e-05	4.78261679507569e-05	0.000152935574366069	4.83179884161591e-05	0.000292865439977189	4.78261679507569e-05	4.78261679507569e-05	0.000152935574366069	0.000292865439977189	4.78261679507569e-05	0.000152935574366069	4.78261679507569e-05	0.000187756033561877	4.78261679507569e-05	0.000153572101564868	4.78261679507569e-05	0.00029399378764139	4.78261679507569e-05	4.84626951495554e-05	4.78261679507569e-05	4.78261679507569e-05	4.78261679507569e-05	0.000292865439977189	4.78261679507569e-05	4.78261679507569e-05	4.78261679507569e-05	0.000292865439977189	0.000293357260442591	4.78261679507569e-05	4.78261679507569e-05	4.78261679507569e-05	0.000105941971245775	4.78261679507569e-05	0.0253478690139012	0.0252262575396749	0.0251873758100016	5.09221759038783e-05	4.99538898277694e-05	2.95092279241281e-05	0.0250733539594651	3.99340321467692e-05	4.92536125563513e-06
"Callianthe_rufinerva"	0.000392364032704403	0.000391741591844495	0.000203540213635938	0.000327486187053131	0.000203540213635938	0.000390389231658519	0.000390487253302919	1.00038973518712	0.000203540213635938	0.000391588631670861	6.42017229677961e-05	0.000391686653315261	6.36784456389305e-05	6.48557675075134e-05	6.36784456389305e-05	0.000249873419121794	0.000389735187118802	0.000203540213635938	6.36784456389305e-05	6.36784456389305e-05	6.36784456389305e-05	0.00025054954180527	6.36784456389305e-05	6.36784456389305e-05	0.000203540213635938	6.43324901786478e-05	0.000389735187118802	6.36784456389305e-05	6.36784456389305e-05	0.000203540213635938	0.000389735187118802	6.36784456389305e-05	0.000203540213635938	6.36784456389305e-05	0.000249873419121794	6.36784456389305e-05	0.000204063490964804	6.36784456389305e-05	0.000390912508987384	6.36784456389305e-05	6.42017229677961e-05	6.36784456389305e-05	6.36784456389305e-05	6.36784456389305e-05	0.000389735187118802	6.36784456389305e-05	6.36784456389305e-05	6.36784456389305e-05	0.000389735187118802	0.000390389231658519	6.36784456389305e-05	6.36784456389305e-05	6.36784456389305e-05	0.000140537890680484	6.36784456389305e-05	0.0337495761886332	0.0335668243192818	0.0335150952269154	4.18621863092457e-05	4.05673610085826e-05	3.92426723830375e-05	3.00826473646947e-05	2.03213816742756e-05	6.52902653074158e-06
"Edmundoa_lindenii"	0.000307467984189736	0.000306872132156661	0.000304599412935359	0.00021110799679499	0.000304599412935359	0.00030588604786869	0.000305871148732138	0.000305310320453907	1.00030459941294	0.000306990062151956	9.58024504199188e-05	0.000306975163015404	9.52559731114803e-05	9.63781778347018e-05	9.52559731114803e-05	9.59668806300283e-05	0.000305310320453907	0.000304599412935359	9.52559731114803e-05	9.52559731114803e-05	9.52559731114803e-05	9.65244176048556e-05	9.52559731114803e-05	9.52559731114803e-05	0.000304599412935359	9.58317005262633e-05	0.000305310320453907	9.52559731114803e-05	9.52559731114803e-05	0.000304599412935359	0.000305310320453907	9.52559731114803e-05	0.000304599412935359	9.52559731114803e-05	9.59668806300283e-05	9.52559731114803e-05	0.000305145890243798	9.52559731114803e-05	0.000306432525177129	9.52559731114803e-05	9.58024504199188e-05	9.52559731114803e-05	9.52559731114803e-05	9.52559731114803e-05	0.000305310320453907	9.52559731114803e-05	9.52559731114803e-05	9.52559731114803e-05	0.000305310320453907	0.00030588604786869	9.52559731114803e-05	9.52559731114803e-05	9.52559731114803e-05	0.000209900976798706	9.52559731114803e-05	0.0504856657490846	0.0502424255577309	0.000127963353338641	4.37181846750795e-05	3.34522184896366e-05	3.45436448869796e-05	2.24331311292407e-05	1.47846352299582e-05	5.11453553594435e-06
"Macrocarpaea_rubra"	0.000685946811861126	0.000476364520345184	0.000102330020717319	0.00016520488964513	0.000102330020717319	0.000475012644187356	0.000196550901647902	0.00019579431583543	0.000102330020717319	1.00096367959536	0.000241694617609585	0.000685217852825027	3.20749710388719e-05	0.00052091294596151	3.20749710388719e-05	0.000125539266156984	0.00019579431583543	0.000102330020717319	3.20749710388719e-05	3.20749710388719e-05	3.20749710388719e-05	0.000404586570763396	3.20749710388719e-05	3.20749710388719e-05	0.000102330020717319	0.000311293299390797	0.00019579431583543	3.20749710388719e-05	3.20749710388719e-05	0.000102330020717319	0.00019579431583543	3.20749710388719e-05	0.000102330020717319	3.20749710388719e-05	0.000125539266156984	3.20749710388719e-05	0.000311949667288032	3.20749710388719e-05	0.000684632290758069	3.20749710388719e-05	0.000241694617609585	3.20749710388719e-05	3.20749710388719e-05	3.20749710388719e-05	0.00019579431583543	3.20749710388719e-05	3.20749710388719e-05	3.20749710388719e-05	0.00019579431583543	0.000475012644187356	3.20749710388719e-05	3.20749710388719e-05	3.20749710388719e-05	0.000349302354284859	3.20749710388719e-05	0.0169997346506021	0.0168612119228272	0.0168235731212601	0.016769571725657	0.0167428382763847	0.0167530997011155	3.02634324988542e-05	2.18687710829926e-05	7.93940867241973e-06
