"Phoenicophorium_borsigianum"	"Nephrosperma_vanhoutteanum"	"Dillenia_ferruginea"	"Psychotria_pervillei"	"Erythroxylum_sechellarum"	"Paragenipa_wrightii"	"Memecylon_eleagni"	"Craterispermum_microdon"	"Syzygium_wrightii"	"Mimusops_sechellarum"	"Roscheria_melanochaetes"	"Apis_mellifera"	"Lasioglossum_mahense"	"Scaptodrosophila_sp1_M_PL_104"	"Ornidia_obesa"	"Unidentified_sp3_M_PL_104"	"Simosyrphus_aegyptius"	"Nectarinia_dussumieri"	"Neophyllomyza_approximatonervis"	"Lygistorrhina_sp1_M_PL_104"	"Phelsuma_sp1_M_PL_104"	"Tricimba_seychellensis"	"Unidentified_sp1_M_PL_104"	"Unidentified_sp4_M_PL_104"	"Unidentified_sp5_M_PL_104"	"Cratopus_aurostriatus"	"Unidentified_sp2_M_PL_104"	"Mabuya_sechellensis"	"Rhynchium_brunneum"
"Apis_mellifera"	0.0126741668096346	0.0126339613706522	0.0125928660466403	0.0125974021803032	0.0126215857146205	0.0126215857146205	0.012589739373302	0.0126308112198803	1.76736049153637e-05	1.76146928989791e-05	1.26942826330455e-05	1.00240704385327	0.00198728165171091	0.000158427085120432	0.00125046349018278	0.000158427085120432	0.000158427085120432	0.000316404909316375	0.000368993107964636	0.000368993107964636	0.000212035877652999	0.000567551278905186	0.00025388565266091	0.000315539642865513	0.000315539642865513	0.000630328224398882	0.000315539642865513	5.89120163845455e-07	0.000315539642865513
"Lasioglossum_mahense"	0.0144666248039213	0.0144087920203346	6.42623578345197e-05	0.0143909731374659	0.0144186118966783	0.0144186118966783	0.0143702770265345	0.0144171725361318	2.01764844152719e-05	2.0109229467221e-05	1.44896206393284e-05	0.00227117903052676	1.00226903695193	0.000180832810049017	0.000950327573583953	0.000180832810049017	0.000180832810049017	0.000361452339390517	0.000420979343721259	0.000420979343721259	0.000241824544626113	0.000648117779159283	0.000289792412786569	0.000360465297416957	0.000360465297416957	0.000242288612266727	0.000360465297416957	6.72549480509064e-07	0.000360465297416957
"Scaptodrosophila_sp1_M_PL_104"	0.100568590707559	0.000160205924879767	4.76103186102038e-05	3.40629372758279e-05	3.40964718763265e-05	3.40964718763265e-05	6.54807441466886e-05	6.5654962668055e-05	1.18440561649258e-07	1.18045759777094e-07	6.59848871035729e-08	0.00126741668096346	0.00126582967034312	1.00125710738384	0.00126219018518975	0.00125710738384449	0.00125710738384449	8.61423738606194e-07	0.00125977748259249	0.00125977748259249	2.67994905470662e-06	2.1646726852568e-06	1.31969774207146e-06	8.52411796908163e-07	8.52411796908163e-07	4.25710936833625e-06	8.52411796908163e-07	3.94801872164193e-09	8.52411796908163e-07
"Ornidia_obesa"	0.025243803703795	0.000128861348100644	0.0251356117978093	8.035550413157e-05	5.52962578835863e-05	5.52962578835863e-05	0.0251173699163625	0.0251679326981626	1.39793614588401e-07	1.39327635873107e-07	2.52944047217715e-05	0.00250092698036556	0.00166307325377192	0.000315547546297437	1.00249400559073	0.000315547546297437	0.000315547546297437	2.02051377223585e-06	0.000317695235432448	0.000317695235432448	2.15931530395734e-06	0.000505367541566541	0.000505888094435429	1.38240644708966e-06	1.38240644708966e-06	0.000840001415728655	1.38240644708966e-06	4.65978715294671e-09	1.38240644708966e-06
"Unidentified_sp3_M_PL_104"	0.100568590707559	0.000160205924879767	4.76103186102037e-05	3.40629372758279e-05	3.40964718763265e-05	3.40964718763265e-05	6.54807441466886e-05	6.5654962668055e-05	1.18440561649258e-07	1.18045759777094e-07	6.59848871035729e-08	0.00126741668096346	0.00126582967034312	0.00125710738384449	0.00126219018518975	1.00125710738384	0.00125710738384449	8.61423738606195e-07	0.00125977748259249	0.00125977748259249	2.67994905470662e-06	2.1646726852568e-06	1.31969774207146e-06	8.52411796908163e-07	8.52411796908163e-07	4.25710936833625e-06	8.52411796908163e-07	3.94801872164193e-09	8.52411796908163e-07
"Simosyrphus_aegyptius"	0.100568590707559	0.000160205924879767	4.76103186102037e-05	3.40629372758279e-05	3.40964718763265e-05	3.40964718763265e-05	6.54807441466886e-05	6.5654962668055e-05	1.18440561649258e-07	1.18045759777094e-07	6.59848871035729e-08	0.00126741668096346	0.00126582967034312	0.00125710738384449	0.00126219018518975	0.00125710738384449	1.00125710738384	8.61423738606195e-07	0.00125977748259249	0.00125977748259249	2.67994905470662e-06	2.1646726852568e-06	1.31969774207146e-06	8.52411796908163e-07	8.52411796908163e-07	4.25710936833625e-06	8.52411796908163e-07	3.94801872164193e-09	8.52411796908163e-07
"Nectarinia_dussumieri"	2.29712996961652e-05	0.000116310669028064	1.07289879737667e-05	0.033519138242106	2.27087855513197e-05	2.27087855513197e-05	2.26625920826376e-05	6.4691222411613e-05	0.0336601579679781	0.0335479574414181	6.50163039312694e-08	0.000843746424843666	0.000843388791911207	2.87141246202065e-07	2.69401836298113e-06	2.87141246202065e-07	2.87141246202065e-07	1.00363738159372	2.2256523966698e-06	2.2256523966698e-06	0.00280134164882064	0.000839272280500883	1.30032607862539e-06	5.67719638782992e-07	5.67719638782991e-07	2.29614408292663e-06	5.67719638782991e-07	0.00112200526559927	5.67719638782991e-07
"Neophyllomyza_approximatonervis"	0.0503910993036995	0.0502562536950435	7.63418650240973e-05	3.97150934670947e-05	3.96971081249194e-05	3.96971081249194e-05	5.53833843559172e-05	5.55443961325848e-05	2.82036223446173e-05	2.81096102701353e-05	5.58235137010902e-08	0.00147597243185854	0.00147342770302441	0.000629888741296244	0.000635390470864896	0.000629888741296244	0.000629888741296244	3.33847859500471e-06	1.00146749296955	0.00146749296954697	0.000839949829509053	2.10376525932906e-06	1.1164702740218e-06	9.92427703122985e-07	9.92427703122985e-07	0.000840148957084862	9.92427703122985e-07	9.40120744820577e-07	9.92427703122985e-07
"Lygistorrhina_sp1_M_PL_104"	0.0503910993036995	0.0502562536950435	7.63418650240973e-05	3.97150934670947e-05	3.96971081249194e-05	3.96971081249194e-05	5.53833843559172e-05	5.55443961325847e-05	2.82036223446173e-05	2.81096102701353e-05	5.58235137010902e-08	0.00147597243185854	0.00147342770302441	0.000629888741296244	0.000635390470864896	0.000629888741296244	0.000629888741296244	3.33847859500471e-06	0.00146749296954697	1.00146749296955	0.000839949829509053	2.10376525932906e-06	1.1164702740218e-06	9.92427703122985e-07	9.92427703122985e-07	0.000840148957084862	9.92427703122985e-07	9.40120744820577e-07	9.92427703122985e-07
"Phelsuma_sp1_M_PL_104"	7.14653081255098e-05	0.033544394199268	3.51520884119751e-05	0.000108657925402211	1.52047042639568e-05	1.52047042639568e-05	1.52006579194356e-05	1.5367292133028e-05	0.0336508040162595	0.0335386346695387	1.54445147065608e-08	0.000565429007074663	0.000564257270794263	8.93316351568873e-07	2.87908707194312e-06	8.93316351568873e-07	8.93316351568873e-07	0.00280134164882064	0.000559966553006035	0.000559966553006035	1.00335769843734	3.02379397771583e-06	3.08890294131216e-07	3.80117606598921e-07	3.80117606598921e-07	0.000560244972934865	3.80117606598921e-07	0.00112169346720865	3.80117606598921e-07
"Tricimba_seychellensis"	8.65869074102719e-05	6.12857350020398e-05	5.3786656897584e-05	0.0502157663480581	6.10888973901743e-05	6.10888973901743e-05	8.60518299815504e-05	0.0502495731947241	4.22556559102976e-05	4.21148037239299e-05	5.05020836127881e-05	0.00227020511562074	0.00226841222705749	1.0823363426284e-06	0.00101073508313308	1.0823363426284e-06	1.0823363426284e-06	0.00125890842075132	2.10376525932906e-06	2.10376525932906e-06	4.53569096657375e-06	1.0022603856226	0.00101004167225576	1.52722243475436e-06	1.52722243475436e-06	2.81431747995346e-06	1.52722243475436e-06	1.40852186367659e-06	1.52722243475436e-06
"Unidentified_sp1_M_PL_104"	5.27879096828583e-05	2.73972841791645e-05	3.80749767194988e-05	7.77510031890933e-05	2.73205058013809e-05	2.73205058013809e-05	5.24783079941454e-05	0.0504048948588017	8.07299183657159e-08	8.04608186378302e-08	0.0503019144671948	0.00101554261064364	0.00101427344475299	6.59848871035729e-07	0.00101177618887086	6.59848871035729e-07	6.59848871035729e-07	1.95048911793808e-06	1.1164702740218e-06	1.1164702740218e-06	4.63335441196824e-07	0.00101004167225576	1.0060382893439	6.83012645034521e-07	6.83012645034521e-07	1.72578729363603e-06	6.83012645034521e-07	2.6909972788572e-09	6.83012645034521e-07
"Unidentified_sp4_M_PL_104"	6.8192943752653e-05	6.79466165602684e-05	3.18018301619971e-05	6.78099882356007e-05	6.79401950032633e-05	0.100570452757817	6.7738734672956e-05	6.79597581809349e-05	9.51007269613959e-08	9.47837245381912e-08	6.83012645034521e-08	0.0025243171429241	0.0025232570819187	8.52411796908163e-07	5.52962578835863e-06	8.52411796908163e-07	8.52411796908163e-07	1.70315891634897e-06	1.98485540624597e-06	1.98485540624597e-06	1.14035281979676e-06	3.05444486950872e-06	1.36602529006904e-06	1.00251426131895	1.69850487508158e-06	2.19250461473771e-06	0.00251426131894543	3.17002423204653e-09	1.69850487508158e-06
"Unidentified_sp5_M_PL_104"	6.8192943752653e-05	6.79466165602684e-05	3.18018301619971e-05	6.78099882356007e-05	0.100570452757817	6.79401950032633e-05	6.7738734672956e-05	6.79597581809349e-05	9.51007269613959e-08	9.47837245381912e-08	6.83012645034521e-08	0.0025243171429241	0.0025232570819187	8.52411796908163e-07	5.52962578835863e-06	8.52411796908163e-07	8.52411796908163e-07	1.70315891634897e-06	1.98485540624597e-06	1.98485540624597e-06	1.14035281979676e-06	3.05444486950872e-06	1.36602529006904e-06	1.69850487508158e-06	1.00251426131895	2.19250461473771e-06	1.69850487508158e-06	3.17002423204653e-09	0.00251426131894543
"Cratopus_aurostriatus"	0.00017028437473345	0.0502812241440416	0.0501990826398595	4.38863649114244e-05	4.38500922947542e-05	4.38500922947542e-05	8.56309126197132e-05	8.58579178583926e-05	2.82211262717956e-05	2.81270558508896e-05	8.62893646818017e-08	0.00252131289759553	0.000848010142933544	2.12855468416812e-06	0.00168000283145731	2.12855468416812e-06	2.12855468416812e-06	3.44421612438994e-06	0.000840148957084862	0.000840148957084862	0.000840367459402298	2.81431747995346e-06	1.72578729363603e-06	1.09625230736886e-06	1.09625230736886e-06	1.00251132315706	1.09625230736886e-06	9.40704209059853e-07	1.09625230736885e-06
"Unidentified_sp2_M_PL_104"	6.8192943752653e-05	6.79466165602684e-05	3.18018301619971e-05	6.78099882356007e-05	6.79401950032633e-05	0.100570452757817	6.7738734672956e-05	6.79597581809349e-05	9.51007269613959e-08	9.47837245381913e-08	6.83012645034521e-08	0.0025243171429241	0.0025232570819187	8.52411796908163e-07	5.52962578835863e-06	8.52411796908163e-07	8.52411796908163e-07	1.70315891634897e-06	1.98485540624597e-06	1.98485540624597e-06	1.14035281979676e-06	3.05444486950872e-06	1.36602529006904e-06	0.00251426131894543	1.69850487508158e-06	2.19250461473771e-06	1.00251426131895	3.17002423204653e-09	1.69850487508158e-06
"Mabuya_sechellensis"	3.15841497731355e-07	0.000112577608255171	1.53448416005825e-07	0.00011246754571073	1.26800969281861e-07	1.26800969281861e-07	1.26632943150747e-07	2.67754229246291e-07	0.10055956843473	0.000224369873280792	2.6909972788572e-10	4.71296131076364e-06	4.70784636356345e-06	3.94801872164193e-09	1.86391486117868e-08	3.94801872164193e-09	3.94801872164193e-09	0.0033660157967978	1.88024148964115e-06	1.88024148964115e-06	0.00336508040162596	2.81704372735317e-06	5.38199455771439e-09	3.17002423204653e-09	3.17002423204653e-09	1.88140841811971e-06	3.17002423204653e-09	1.00335198561449	3.17002423204653e-09
"Rhynchium_brunneum"	6.8192943752653e-05	6.79466165602684e-05	3.18018301619971e-05	6.78099882356007e-05	0.100570452757817	6.79401950032633e-05	6.7738734672956e-05	6.79597581809349e-05	9.51007269613959e-08	9.47837245381912e-08	6.83012645034521e-08	0.0025243171429241	0.0025232570819187	8.52411796908163e-07	5.52962578835863e-06	8.52411796908163e-07	8.52411796908163e-07	1.70315891634897e-06	1.98485540624597e-06	1.98485540624597e-06	1.14035281979676e-06	3.05444486950872e-06	1.36602529006904e-06	1.69850487508158e-06	0.00251426131894543	2.19250461473771e-06	1.69850487508158e-06	3.17002423204653e-09	1.00251426131895
