"Phoenicophorium_borsigianum"	"Nephrosperma_vanhoutteanum"	"Dillenia_ferruginea"	"Psychotria_pervillei"	"Erythroxylum_sechellarum"	"Paragenipa_wrightii"	"Memecylon_eleagni"	"Craterispermum_microdon"	"Syzygium_wrightii"	"Mimusops_sechellarum"	"Roscheria_melanochaetes"	"Apis_mellifera"	"Lasioglossum_mahense"	"Scaptodrosophila_sp1_M_PL_104"	"Ornidia_obesa"	"Unidentified_sp3_M_PL_104"	"Simosyrphus_aegyptius"	"Nectarinia_dussumieri"	"Neophyllomyza_approximatonervis"	"Lygistorrhina_sp1_M_PL_104"	"Phelsuma_sp1_M_PL_104"	"Tricimba_seychellensis"	"Unidentified_sp1_M_PL_104"	"Unidentified_sp4_M_PL_104"	"Unidentified_sp5_M_PL_104"	"Cratopus_aurostriatus"	"Unidentified_sp2_M_PL_104"	"Mabuya_sechellensis"	"Rhynchium_brunneum"
"Phoenicophorium_borsigianum"	1.00568590707559	0.00160205924879767	0.000476103186102037	0.000340629372758279	0.000340964718763265	0.000340964718763265	0.000654807441466886	0.00065654962668055	1.18440561649258e-06	1.18045759777094e-06	6.59848871035729e-07	0.0126741668096346	0.0126582967034312	0.0125710738384449	0.0126219018518975	0.0125710738384449	0.0125710738384449	8.61423738606194e-06	0.0125977748259249	0.0125977748259249	2.67994905470662e-05	2.1646726852568e-05	1.31969774207146e-05	8.52411796908163e-06	8.52411796908163e-06	4.25710936833625e-05	8.52411796908163e-06	3.94801872164193e-08	8.52411796908163e-06
"Nephrosperma_vanhoutteanum"	0.0021360789983969	1.00352301465207	0.00105073411437991	0.000453672496583615	0.000452977443735123	0.000452977443735123	0.000452860245651458	0.000454338295971144	0.000562888041275854	0.000561011747804934	4.56621402986075e-07	0.0168452818275363	0.016810257357057	2.67009874799612e-05	8.59075654004297e-05	2.67009874799612e-05	2.67009874799612e-05	5.81553345140322e-05	0.0167520845650145	0.0167520845650145	0.016772197099634	2.04285783340133e-05	9.1324280597215e-06	1.13244360933781e-05	1.13244360933781e-05	0.0167604080480139	1.13244360933781e-05	1.87629347091951e-05	1.13244360933781e-05
"Dillenia_ferruginea"	0.0012696084962721	0.00210146822875982	1.00293091868281	0.000424054801644873	0.000424024402159962	0.000424024402159962	0.00125975800674281	0.00126282006119671	1.53448416005826e-06	1.52936921285806e-06	1.26916589064996e-06	0.0335809761243742	0.000149945501613879	1.58701062034012e-05	0.0335141490637458	1.58701062034012e-05	1.58701062034012e-05	1.07289879737667e-05	5.08945766827315e-05	5.08945766827316e-05	3.51520884119751e-05	3.5857771265056e-05	2.53833178129992e-05	1.0600610053999e-05	1.0600610053999e-05	0.0334660550932397	1.0600610053999e-05	5.11494720019418e-08	1.0600610053999e-05
"Psychotria_pervillei"	0.000681258745516559	0.000680508744875423	0.000318041101233655	1.0027680819977	0.000678099882356008	0.000678099882356008	0.000676718270547516	0.00193405620432869	0.000843506592830475	0.000840694904187706	1.94377507972733e-06	0.0251948043606064	0.0251842029905653	8.51573431895698e-06	8.035550413157e-05	8.51573431895698e-06	8.51573431895698e-06	0.0251393536815795	1.98575467335474e-05	1.98575467335474e-05	8.14934440516582e-05	0.025107883174029	3.88755015945466e-05	1.69524970589002e-05	1.69524970589002e-05	2.19431824557122e-05	1.69524970589002e-05	2.81168864276825e-05	1.69524970589002e-05
"Erythroxylum_sechellarum"	0.00068192943752653	0.000679466165602684	0.000318018301619971	0.000678099882356007	1.00570452757817	0.000679401950032633	0.00067738734672956	0.000679597581809349	9.51007269613959e-07	9.47837245381912e-07	6.83012645034521e-07	0.025243171429241	0.025232570819187	8.52411796908163e-06	5.52962578835863e-05	8.52411796908163e-06	8.52411796908162e-06	1.70315891634897e-05	1.98485540624597e-05	1.98485540624597e-05	1.14035281979676e-05	3.05444486950872e-05	1.36602529006904e-05	1.69850487508158e-05	0.0251426131894543	2.19250461473771e-05	1.69850487508158e-05	3.17002423204653e-08	0.0251426131894543
"Paragenipa_wrightii"	0.00068192943752653	0.000679466165602684	0.000318018301619971	0.000678099882356007	0.000679401950032633	1.00570452757817	0.00067738734672956	0.000679597581809349	9.51007269613959e-07	9.47837245381912e-07	6.83012645034521e-07	0.025243171429241	0.025232570819187	8.52411796908163e-06	5.52962578835863e-05	8.52411796908163e-06	8.52411796908162e-06	1.70315891634897e-05	1.98485540624597e-05	1.98485540624597e-05	1.14035281979676e-05	3.05444486950872e-05	1.36602529006904e-05	0.0251426131894543	1.69850487508158e-05	2.19250461473771e-05	0.0251426131894543	3.17002423204653e-08	1.69850487508158e-05
"Memecylon_eleagni"	0.00174615317724503	0.000905720491302915	0.00125975800674281	0.000902291027396689	0.000903183128972746	0.000903183128972746	1.00173591287721	0.00174053054847249	1.26632943150747e-06	1.26210833340244e-06	1.74927693313818e-06	0.0335726383288053	0.0335306463952472	2.18269147155629e-05	0.03348982655515	2.18269147155629e-05	2.18269147155629e-05	2.26625920826376e-05	3.69222562372781e-05	3.69222562372781e-05	1.52006579194356e-05	5.7367886654367e-05	3.49855386627636e-05	2.25795782243187e-05	2.25795782243187e-05	5.70872750798088e-05	2.25795782243187e-05	4.22109810502489e-08	2.25795782243187e-05
"Craterispermum_microdon"	0.00105047940268888	0.000545205955165373	0.000757692036718026	0.00154724496346296	0.000543678065447479	0.000543678065447479	0.00104431832908349	1.00305740769015	1.60652537547775e-06	1.60117029089282e-06	0.00100809789717603	0.0202092979518084	0.0201840415505845	1.3130992533611e-05	0.0201343461585301	1.3130992533611e-05	1.3130992533611e-05	3.88147334469678e-05	2.22177584530339e-05	2.22177584530339e-05	9.22037527981679e-06	0.0200998292778897	0.0201619579435207	1.3591951636187e-05	1.3591951636187e-05	3.43431671433571e-05	1.3591951636187e-05	5.35508458492582e-08	1.3591951636187e-05
"Syzygium_wrightii"	3.15841497731354e-06	0.00112577608255171	1.53448416005826e-06	0.0011246754571073	1.26800969281861e-06	1.26800969281861e-06	1.26632943150747e-06	2.67754229246291e-06	1.0055956843473	0.00224369873280792	2.6909972788572e-09	4.71296131076364e-05	4.70784636356345e-05	3.94801872164193e-08	1.86391486117868e-07	3.94801872164193e-08	3.94801872164193e-08	0.033660157967978	1.88024148964115e-05	1.88024148964115e-05	0.0336508040162596	2.81704372735317e-05	5.38199455771439e-08	3.17002423204653e-08	3.17002423204653e-08	1.88140841811971e-05	3.17002423204653e-08	0.03351985614491	3.17002423204653e-08
"Mimusops_sechellarum"	4.72183039108375e-06	0.0016830352434148	2.29405381928709e-06	0.00168138980837541	1.89567449076382e-06	1.89567449076382e-06	1.89316250010366e-06	4.00292572723205e-06	0.00336554809921188	1.00335432960555	4.02304093189151e-09	7.04587715959164e-05	7.03823031352735e-05	5.90228798885469e-08	2.78655271746213e-07	5.90228798885469e-08	5.90228798885469e-08	0.0503219361621272	2.81096102701352e-05	2.81096102701352e-05	0.050307952004308	4.211480372393e-05	8.04608186378302e-08	4.73918622690956e-08	4.73918622690956e-08	2.81270558508896e-05	4.73918622690956e-08	0.000112184936640396	4.73918622690956e-08
"Roscheria_melanochaetes"	5.27879096828583e-06	2.73972841791645e-06	3.80749767194988e-06	7.77510031890933e-06	2.73205058013809e-06	2.73205058013809e-06	5.24783079941454e-06	0.00504048948588017	8.07299183657159e-09	8.04608186378302e-09	1.00503019144672	0.000101554261064364	0.000101427344475299	6.59848871035729e-08	0.000101177618887086	6.59848871035729e-08	6.59848871035729e-08	1.95048911793808e-07	1.1164702740218e-07	1.1164702740218e-07	4.63335441196824e-08	0.000101004167225576	0.10060382893439	6.83012645034522e-08	6.83012645034522e-08	1.72578729363603e-07	6.83012645034522e-08	2.6909972788572e-10	6.83012645034522e-08
