"R1"	"R2"	"R3"	"R4"	"R5"	"R6"	"R7"	"R8"	"R9"	"R10"	"R11"	"R12"	"R13"	"R14"	"R15"	"R16"	"R17"	"R18"	"R19"	"R20"	"R21"	"R22"	"R23"	"R24"	"R25"	"R26"	"R27"	"R28"	"R29"	"R30"	"R31"	"C1"	"C2"	"C3"	"C4"	"C5"	"C6"	"C7"	"C8"	"C9"	"C10"	"C11"	"C12"
"R1"	1.0003347912212	0.000298412302467509	0.000335069223948473	0.000298412302467509	0.000335069223948473	0.000334791221201637	0.000298134299720673	0.000304196089669771	0.000334791221201637	0.000298134299720673	0.000298134299720673	0.000304196089669771	0.000335069223948473	0.000334791221201637	0.000335069223948473	0.000334791221201637	0.000335069223948473	0.000334791221201637	0.000335069223948473	0.000335069223948473	0.000335069223948473	0.000334791221201637	0.000335069223948473	0.000335069223948473	0.000334791221201637	0.000334791221201637	0.000334791221201637	0.000298134299720673	0.000334791221201637	0.000334791221201637	0.000335069223948473	0.00918158142045647	0.00918158142045647	0.00918158142045648	0.00918158142045648	0.00918158142045648	0.00918158142045648	0.00918158142045648	0.00917853945955979	0.00916423037024097	0.00918158142045648	0.00917853945955978	3.61403570886253e-05
"R2"	0.000298412302467509	1.00036836702576	0.000368653840482174	0.000368367025760947	0.000368653840482174	0.000298412302467509	0.000298125487746281	0.000267817111794527	0.000298412302467509	0.000298125487746281	0.000298125487746281	0.000267817111794527	0.000368653840482174	0.000298412302467509	0.000368653840482174	0.000298412302467509	0.000368653840482174	0.000298412302467509	0.000368653840482174	0.000368653840482174	0.000368653840482174	0.000298412302467509	0.000368653840482174	0.000368653840482174	0.000298412302467509	0.000298412302467509	0.000298412302467509	0.000298125487746281	0.000298412302467509	0.000298412302467509	0.000368653840482174	0.00918123537301234	0.00918123537301234	0.00918123537301235	0.00918123537301235	0.00918123537301235	0.00918123537301235	0.00918123537301235	0.00917855720189441	7.17036803068484e-05	0.00918123537301235	0.00917855720189441	0.00913139994190653
"R3"	0.000307146788619433	0.00033793268710866	1.00037155861249	0.00033793268710866	0.000371558612492406	0.000307146788619433	0.000273520863235687	0.000279077536500181	0.000307146788619433	0.000273520863235687	0.000273520863235687	0.000279077536500181	0.000371558612492406	0.000307146788619433	0.000371558612492406	0.000307146788619433	0.000371558612492406	0.000307146788619433	0.000371558612492406	0.000371558612492406	0.000371558612492406	0.000307146788619433	0.000371558612492406	0.000371558612492406	0.000307146788619433	0.000307146788619433	0.000307146788619433	0.000273520863235687	0.000307146788619433	0.000307146788619433	0.000371558612492406	0.00842356641114077	0.00842356641114078	0.00842356641114078	0.00842356641114078	0.00842356641114078	0.00842356641114078	0.00842356641114078	0.00842077563577578	0.00840648134593665	0.00842356641114078	0.00842077563577578	0.00837353710348651
"R4"	0.000298412302467509	0.000368367025760947	0.000368653840482174	1.00036836702576	0.000368653840482174	0.000298412302467509	0.000298125487746281	0.000267817111794527	0.000298412302467509	0.000298125487746281	0.000298125487746281	0.000267817111794527	0.000368653840482174	0.000298412302467509	0.000368653840482174	0.000298412302467509	0.000368653840482174	0.000298412302467509	0.000368653840482174	0.000368653840482174	0.000368653840482174	0.000298412302467509	0.000368653840482174	0.000368653840482174	0.000298412302467509	0.000298412302467509	0.000298412302467509	0.000298125487746281	0.000298412302467509	0.000298412302467509	0.000368653840482174	0.00918123537301234	0.00918123537301234	0.00918123537301235	0.00918123537301235	0.00918123537301235	0.00918123537301235	0.00918123537301235	0.00917855720189441	7.17036803068484e-05	0.00918123537301235	0.00917855720189441	0.00913139994190653
"R5"	0.000307146788619433	0.00033793268710866	0.000371558612492406	0.00033793268710866	1.00037155861249	0.000307146788619433	0.000273520863235687	0.000279077536500181	0.000307146788619433	0.000273520863235687	0.000273520863235687	0.000279077536500181	0.000371558612492406	0.000307146788619433	0.000371558612492406	0.000307146788619433	0.000371558612492406	0.000307146788619433	0.000371558612492406	0.000371558612492406	0.000371558612492406	0.000307146788619433	0.000371558612492406	0.000371558612492406	0.000307146788619433	0.000307146788619433	0.000307146788619433	0.000273520863235687	0.000307146788619433	0.000307146788619433	0.000371558612492406	0.00842356641114077	0.00842356641114078	0.00842356641114078	0.00842356641114078	0.00842356641114078	0.00842356641114078	0.00842356641114078	0.00842077563577578	0.00840648134593665	0.00842356641114078	0.00842077563577578	0.00837353710348651
"R6"	0.000334791221201637	0.000298412302467509	0.000335069223948473	0.000298412302467509	0.000335069223948473	1.0003347912212	0.000298134299720673	0.000304196089669771	0.000334791221201637	0.000298134299720673	0.000298134299720673	0.000304196089669771	0.000335069223948473	0.000334791221201637	0.000335069223948473	0.000334791221201637	0.000335069223948473	0.000334791221201637	0.000335069223948473	0.000335069223948473	0.000335069223948473	0.000334791221201637	0.000335069223948473	0.000335069223948473	0.000334791221201637	0.000334791221201637	0.000334791221201637	0.000298134299720673	0.000334791221201637	0.000334791221201637	0.000335069223948473	0.00918158142045647	0.00918158142045647	0.00918158142045648	0.00918158142045648	0.00918158142045648	0.00918158142045648	0.00918158142045648	0.00917853945955979	0.00916423037024097	0.00918158142045648	0.00917853945955978	3.61403570886253e-05
"R7"	0.000327947729692741	0.00032793803652091	0.000328225035882824	0.00032793803652091	0.000328225035882824	0.000327947729692741	1.00032766073033	0.000294321477810512	0.000327947729692741	0.000327660730330826	0.000327660730330826	0.000294321477810512	0.000328225035882824	0.000327947729692741	0.000328225035882824	0.000327947729692741	0.000328225035882824	0.000327947729692741	0.000328225035882824	0.000328225035882824	0.000328225035882824	0.000327947729692741	0.000328225035882824	0.000328225035882824	0.000327947729692741	0.000327947729692741	0.000327947729692741	0.000327660730330826	0.000327947729692741	0.000327947729692741	0.000328225035882824	0.0100908187794468	0.0100908187794468	0.0100908187794468	0.0100908187794468	0.0100908187794468	0.0100908187794468	0.0100908187794468	0.0100878755646687	7.17498404786166e-05	0.0100908187794468	0.0100878755646687	3.60498047108512e-05
"R8"	0.000334615698636748	0.00029459882297398	0.000334893043800217	0.00029459882297398	0.000334893043800217	0.000334615698636748	0.000294321477810512	1.00033432456143	0.000334615698636748	0.000294321477810512	0.000294321477810512	0.000300990116947622	0.000334893043800217	0.000334615698636748	0.000334893043800217	0.000334615698636748	0.000334893043800217	0.000334615698636748	0.000334893043800217	0.000334893043800217	0.000334893043800217	0.000334615698636748	0.000334893043800217	0.000334893043800217	0.000334615698636748	0.000334615698636748	0.000334615698636748	0.000294321477810512	0.000334615698636748	0.000334615698636748	0.000334893043800217	0.0100906844079075	0.0100906844079075	0.0100906844079075	0.0100906844079075	0.0100906844079075	0.0100906844079075	0.0100906844079075	8.73411622931797e-05	0.0100735552065592	0.0100906844079075	0.010087674506738	3.60548712509104e-05
"R9"	0.000334791221201637	0.000298412302467509	0.000335069223948473	0.000298412302467509	0.000335069223948473	0.000334791221201637	0.000298134299720673	0.000304196089669771	1.0003347912212	0.000298134299720673	0.000298134299720673	0.000304196089669771	0.000335069223948473	0.000334791221201637	0.000335069223948473	0.000334791221201637	0.000335069223948473	0.000334791221201637	0.000335069223948473	0.000335069223948473	0.000335069223948473	0.000334791221201637	0.000335069223948473	0.000335069223948473	0.000334791221201637	0.000334791221201637	0.000334791221201637	0.000298134299720673	0.000334791221201637	0.000334791221201637	0.000335069223948473	0.00918158142045647	0.00918158142045647	0.00918158142045648	0.00918158142045648	0.00918158142045648	0.00918158142045648	0.00918158142045648	0.00917853945955979	0.00916423037024097	0.00918158142045648	0.00917853945955978	3.61403570886253e-05
"R10"	0.000327947729692741	0.00032793803652091	0.000328225035882824	0.00032793803652091	0.000328225035882824	0.000327947729692741	0.000327660730330826	0.000294321477810512	0.000327947729692741	1.00032766073033	0.000327660730330826	0.000294321477810512	0.000328225035882824	0.000327947729692741	0.000328225035882824	0.000327947729692741	0.000328225035882824	0.000327947729692741	0.000328225035882824	0.000328225035882824	0.000328225035882824	0.000327947729692741	0.000328225035882824	0.000328225035882824	0.000327947729692741	0.000327947729692741	0.000327947729692741	0.000327660730330826	0.000327947729692741	0.000327947729692741	0.000328225035882824	0.0100908187794468	0.0100908187794468	0.0100908187794468	0.0100908187794468	0.0100908187794468	0.0100908187794468	0.0100908187794468	0.0100878755646687	7.17498404786166e-05	0.0100908187794468	0.0100878755646687	3.60498047108512e-05
